N	t(c)	m(kg)	P(H)	V(m/s)	M	Cxa	alpha(grad)	theta_c(grad)	Cya_alpha	omega_z(1/s)	theta(grad)	y(m)	x(m)	g(m/s2)	x_dotc(m/s)	y_dotc(m/s)	V_dot(m/s2)
190	18.900	877.00	56000.0	634.176	2.0082	0.6486	0.00	73.96	0.2500	0.0000	85.00	6159.01	1536.86	9.7877	175.253	609.480	32.166
191	19.000	875.00	56000.0	637.397	2.0200	0.6467	0.00	73.93	0.2500	0.0000	85.00	6220.11	1554.44	9.7875	176.404	612.500	32.255
192	19.100	873.00	56000.0	640.627	2.0319	0.6447	0.00	73.91	0.2500	0.0000	85.00	6281.51	1572.14	9.7873	177.559	615.529	32.348
193	19.200	871.00	56000.0	643.867	2.0438	0.6427	0.00	73.88	0.2500	0.0000	85.00	6343.21	1589.95	9.7871	178.718	618.566	32.443
194	19.300	869.00	56000.0	647.116	2.0558	0.6407	0.00	73.86	0.2500	0.0000	85.00	6405.22	1607.88	9.7869	179.882	621.612	32.540
195	19.400	867.00	56000.0	650.375	2.0678	0.6387	0.00	73.84	0.2500	0.0000	85.00	6467.54	1625.93	9.7867	181.050	624.666	32.640
196	19.500	865.00	56000.0	653.644	2.0799	0.6367	0.00	73.81	0.2500	0.0000	85.00	6530.16	1644.09	9.7865	182.223	627.730	32.742
197	19.600	863.00	56000.0	656.923	2.0921	0.6346	0.00	73.79	0.2500	0.0000	85.00	6593.08	1662.37	9.7863	183.400	630.803	32.847
198	19.700	861.00	56000.0	660.213	2.1044	0.6326	0.00	73.76	0.2500	0.0000	85.00	6656.32	1680.77	9.7861	184.581	633.886	32.954
199	19.800	859.00	56000.0	663.514	2.1167	0.6306	0.00	73.74	0.2500	0.0000	85.00	6719.86	1699.29	9.7859	185.768	636.978	33.064
200	19.900	857.00	56000.0	666.826	2.1290	0.6285	0.00	73.72	0.2500	0.0000	85.00	6783.71	1717.93	9.7858	186.959	640.081	33.177
201	20.000	855.00	56000.0	670.150	2.1415	0.6264	0.00	73.69	0.2500	0.0000	85.00	6847.88	1736.68	9.7856	188.155	643.194	33.292
202	20.100	853.00	56000.0	673.485	2.1540	0.6243	0.00	73.67	0.2500	0.0000	85.00	6912.35	1755.56	9.7854	189.356	646.317	33.409
203	20.200	851.00	56000.0	676.832	2.1665	0.6222	0.00	73.65	0.2500	0.0000	85.00	6977.14	1774.55	9.7852	190.562	649.451	33.530
204	20.300	849.00	56000.0	680.191	2.1792	0.6201	0.00	73.62	0.2500	0.0000	85.00	7042.24	1793.67	9.7850	191.773	652.597	33.653
205	20.400	847.00	56000.0	683.562	2.1919	0.6180	0.00	73.60	0.2500	0.0000	85.00	7107.66	1812.91	9.7848	192.989	655.754	33.778
206	20.500	845.00	56000.0	686.947	2.2047	0.6159	0.00	73.58	0.2500	0.0000	85.00	7173.39	1832.27	9.7846	194.210	658.922	33.907
207	20.600	843.00	56000.0	690.344	2.2176	0.6137	0.00	73.55	0.2500	0.0000	85.00	7239.44	1851.75	9.7844	195.437	662.102	34.038
208	20.700	841.00	56000.0	693.754	2.2305	0.6116	0.00	73.53	0.2500	0.0000	85.00	7305.81	1871.36	9.7841	196.669	665.294	34.172
209	20.800	839.00	56000.0	697.178	2.2436	0.6094	0.00	73.51	0.2500	0.0000	85.00	7372.50	1891.08	9.7839	197.906	668.499	34.308
210	20.900	837.00	56000.0	700.616	2.2567	0.6072	0.00	73.49	0.2500	0.0000	85.00	7439.51	1910.94	9.7837	199.149	671.716	34.448
211	21.000	835.00	56000.0	704.068	2.2698	0.6050	0.00	73.46	0.2500	0.0000	85.00	7506.84	1930.91	9.7835	200.398	674.946	34.590
212	21.100	833.00	56000.0	707.534	2.2831	0.6028	0.00	73.44	0.2500	0.0000	85.00	7574.50	1951.02	9.7833	201.652	678.189	34.735
213	21.200	831.00	56000.0	711.015	2.2965	0.6006	0.00	73.42	0.2500	0.0000	85.00	7642.48	1971.25	9.7831	202.912	681.446	34.882
214	21.300	829.00	56000.0	714.511	2.3099	0.5984	0.00	73.40	0.2500	0.0000	85.00	7710.79	1991.60	9.7829	204.178	684.717	35.033
215	21.400	827.00	56000.0	718.022	2.3234	0.5961	0.00	73.37	0.2500	0.0000	85.00	7779.43	2012.08	9.7827	205.450	688.001	35.187
216	21.500	825.00	56000.0	721.548	2.3370	0.5938	0.00	73.35	0.2500	0.0000	85.00	7848.39	2032.69	9.7825	206.728	691.300	35.343
217	21.600	823.00	56000.0	725.090	2.3507	0.5915	0.00	73.33	0.2500	0.0000	85.00	7917.69	2053.43	9.7823	208.013	694.613	35.502
218	21.700	821.00	56000.0	728.649	2.3645	0.5892	0.00	73.31	0.2500	0.0000	85.00	7987.31	2074.29	9.7821	209.303	697.941	35.664
219	21.800	819.00	56000.0	732.223	2.3784	0.5869	0.00	73.28	0.2500	0.0000	85.00	8057.27	2095.29	9.7818	210.600	701.284	35.830
220	21.900	817.00	56000.0	735.815	2.3924	0.5846	0.00	73.26	0.2500	0.0000	85.00	8127.57	2116.41	9.7816	211.903	704.642	35.998
221	22.000	815.00	56000.0	739.423	2.4065	0.5823	0.00	73.24	0.2500	0.0000	85.00	8198.20	2137.67	9.7814	213.213	708.016	36.169
222	22.100	813.00	56000.0	743.049	2.4206	0.5799	0.00	73.22	0.2500	0.0000	85.00	8269.17	2159.06	9.7812	214.529	711.406	36.343
223	22.200	811.00	56000.0	746.692	2.4349	0.5775	0.00	73.20	0.2500	0.0000	85.00	8340.48	2180.57	9.7810	215.852	714.812	36.521
224	22.300	809.00	56000.0	750.353	2.4493	0.5751	0.00	73.18	0.2500	0.0000	85.00	8412.14	2202.23	9.7807	217.182	718.235	36.701
225	22.400	807.00	56000.0	754.032	2.4637	0.5727	0.00	73.15	0.2500	0.0000	85.00	8484.13	2224.01	9.7805	218.519	721.675	36.884
226	22.500	805.00	56000.0	757.730	2.4783	0.5703	0.00	73.13	0.2500	0.0000	85.00	8556.47	2245.93	9.7803	219.862	725.131	37.071
227	22.600	803.00	56000.0	761.446	2.4930	0.5678	0.00	73.11	0.2500	0.0000	85.00	8629.16	2267.98	9.7801	221.213	728.605	37.261
228	22.700	801.00	56000.0	765.182	2.5078	0.5654	0.00	73.09	0.2500	0.0000	85.00	8702.19	2290.17	9.7799	222.571	732.097	37.454
229	22.800	799.00	56000.0	768.937	2.5227	0.5629	0.00	73.07	0.2500	0.0000	85.00	8775.58	2312.50	9.7796	223.936	735.607	37.650
230	22.900	797.00	56000.0	772.712	2.5377	0.5604	0.00	73.05	0.2500	0.0000	85.00	8849.31	2334.96	9.7794	225.309	739.135	37.849
231	23.000	795.00	56000.0	776.507	2.5528	0.5579	0.00	73.03	0.2500	0.0000	85.00	8923.40	2357.56	9.7792	226.689	742.681	38.051
232	23.100	793.00	56000.0	780.323	2.5681	0.5553	0.00	73.01	0.2500	0.0000	85.00	8997.85	2380.30	9.7789	228.077	746.247	38.257
233	23.200	791.00	56000.0	784.159	2.5834	0.5528	0.00	72.98	0.2500	0.0000	85.00	9072.65	2403.18	9.7787	229.472	749.832	38.466
234	23.300	789.00	56000.0	788.016	2.5989	0.5502	0.00	72.96	0.2500	0.0000	85.00	9147.81	2426.19	9.7785	230.875	753.436	38.679
235	23.400	787.00	56000.0	791.892	2.6145	0.5491	0.00	72.94	0.2500	0.0000	85.00	9223.34	2449.35	9.7783	232.286	757.057	38.832
236	23.500	785.00	56000.0	795.782	2.6301	0.5481	0.00	72.92	0.2500	0.0000	85.00	9299.23	2472.65	9.7780	233.702	760.692	38.983
237	23.600	783.00	56000.0	799.688	2.6459	0.5471	0.00	72.90	0.2500	0.0000	85.00	9375.48	2496.09	9.7778	235.124	764.342	39.136
238	23.700	781.00	56000.0	803.610	2.6618	0.5461	0.00	72.88	0.2500	0.0000	85.00	9452.09	2519.67	9.7776	236.553	768.005	39.293
239	23.800	779.00	56000.0	807.547	2.6778	0.5451	0.00	72.86	0.2500	0.0000	85.00	9529.08	2543.40	9.7773	237.988	771.683	39.452
240	23.900	777.00	56000.0	811.500	2.6939	0.5441	0.00	72.84	0.2500	0.0000	85.00	9606.43	2567.27	9.7771	239.429	775.375	39.614
241	24.000	775.00	56000.0	815.470	2.7101	0.5431	0.00	72.82	0.2500	0.0000	85.00	9684.15	2591.29	9.7768	240.877	779.082	39.778
242	24.100	773.00	56000.0	819.456	2.7264	0.5421	0.00	72.80	0.2500	0.0000	85.00	9762.25	2615.45	9.7766	242.331	782.805	39.946
243	24.200	771.00	56000.0	823.459	2.7428	0.5411	0.00	72.78	0.2500	0.0000	85.00	9840.71	2639.75	9.7764	243.792	786.544	40.117
244	24.300	769.00	56000.0	827.480	2.7594	0.5400	0.00	72.76	0.2500	0.0000	85.00	9919.56	2664.21	9.7761	245.259	790.298	40.290
245	24.400	767.00	56000.0	831.517	2.7760	0.5390	0.00	72.74	0.2500	0.0000	85.00	9998.77	2688.81	9.7759	246.734	794.068	40.466
246	24.500	765.00	56000.0	835.573	2.7928	0.5380	0.00	72.72	0.2500	0.0000	85.00	10078.37	2713.55	9.7756	248.215	797.854	40.646
247	24.600	763.00	56000.0	839.647	2.8097	0.5369	0.00	72.70	0.2500	0.0000	85.00	10158.34	2738.45	9.7754	249.703	801.658	40.828
248	24.700	761.00	56000.0	843.739	2.8267	0.5358	0.00	72.68	0.2500	0.0000	85.00	10238.70	2763.49	9.7751	251.198	805.478	41.013
249	24.800	759.00	56000.0	847.849	2.8438	0.5348	0.00	72.66	0.2500	0.0000	85.00	10319.44	2788.69	9.7749	252.701	809.315	41.201
250	24.900	757.00	56000.0	851.979	2.8610	0.5337	0.00	72.64	0.2500	0.0000	85.00	10400.56	2814.03	9.7746	254.211	813.170	41.393
251	25.000	755.00	56000.0	856.128	2.8784	0.5326	0.00	72.62	0.2500	0.0000	85.00	10482.07	2839.53	9.7744	255.728	817.043	41.587
252	25.100	753.00	56000.0	860.297	2.8959	0.5315	0.00	72.60	0.2500	0.0000	85.00	10563.97	2865.18	9.7741	257.252	820.933	41.784
253	25.200	751.00	56000.0	864.485	2.9136	0.5304	0.00	72.58	0.2500	0.0000	85.00	10646.26	2890.98	9.7739	258.784	824.842	41.985
254	25.300	749.00	56000.0	868.694	2.9313	0.5293	0.00	72.56	0.2500	0.0000	85.00	10728.94	2916.94	9.7736	260.324	828.770	42.188
255	25.400	747.00	56000.0	872.923	2.9492	0.5282	0.00	72.54	0.2500	0.0000	85.00	10812.01	2943.05	9.7734	261.872	832.717	42.395
256	25.500	745.00	56000.0	877.173	2.9673	0.5270	0.00	72.52	0.2500	0.0000	85.00	10895.48	2969.31	9.7731	263.427	836.683	42.604
257	25.600	743.00	56000.0	881.444	2.9855	0.5259	0.00	72.50	0.2500	0.0000	85.00	10979.35	2995.73	9.7729	264.991	840.668	42.817
258	25.700	741.00	56000.0	885.741	3.0018	0.5249	0.00	72.49	0.2500	0.0000	85.00	11063.62	3022.31	9.7726	266.564	844.678	43.128
259	25.800	739.00	56000.0	890.067	3.0165	0.5240	0.00	72.47	0.2500	0.0000	85.00	11148.29	3049.05	9.7723	268.147	848.715	43.394
260	25.900	737.00	56000.0	894.420	3.0312	0.5230	0.00	72.45	0.2500	0.0000	85.00	11233.36	3075.94	9.7721	269.740	852.776	43.662
261	26.000	735.00	56000.0	898.800	3.0461	0.5221	0.00	72.43	0.2500	0.0000	85.00	11318.84	3102.99	9.7718	271.342	856.863	43.932
262	26.100	733.00	56000.0	903.206	3.0610	0.5212	0.00	72.41	0.2500	0.0000	85.00	11404.73	3130.21	9.7716	272.955	860.975	44.205
263	26.200	731.00	56000.0	907.641	3.0760	0.5202	0.00	72.39	0.2500	0.0000	85.00	11491.04	3157.58	9.7713	274.577	865.112	44.480
264	26.300	729.00	56000.0	912.103	3.0911	0.5193	0.00	72.37	0.2500	0.0000	85.00	11577.76	3185.12	9.7710	276.210	869.275	44.758
265	26.400	727.00	56000.0	916.592	3.1064	0.5184	0.00	72.35	0.2500	0.0000	85.00	11664.89	3212.83	9.7708	277.852	873.464	45.037
266	26.500	725.00	56000.0	921.110	3.1217	0.5174	0.00	72.34	0.2500	0.0000	85.00	11752.45	3240.69	9.7705	279.505	877.679	45.319
267	26.600	723.00	56000.0	925.656	3.1371	0.5164	0.00	72.32	0.2500	0.0000	85.00	11840.43	3268.73	9.7702	281.167	881.921	45.604
268	26.700	721.00	56000.0	930.231	3.1526	0.5155	0.00	72.30	0.2500	0.0000	85.00	11928.83	3296.93	9.7699	282.841	886.189	45.890
269	26.800	719.00	56000.0	934.834	3.1682	0.5145	0.00	72.28	0.2500	0.0000	85.00	12017.67	3325.30	9.7697	284.524	890.484	46.179
270	26.900	717.00	56000.0	939.467	3.1839	0.5135	0.00	72.26	0.2500	0.0000	85.00	12106.93	3353.83	9.7694	286.218	894.806	46.471
271	27.000	715.00	56000.0	944.129	3.1997	0.5125	0.00	72.24	0.2500	0.0000	85.00	12196.63	3382.54	9.7691	287.923	899.155	46.764
272	27.100	713.00	56000.0	948.820	3.2156	0.5115	0.00	72.23	0.2500	0.0000	85.00	12286.76	3411.42	9.7688	289.638	903.531	47.060
273	27.200	711.00	56000.0	953.541	3.2316	0.5105	0.00	72.21	0.2500	0.0000	85.00	12377.33	3440.47	9.7686	291.364	907.936	47.359
274	27.300	709.00	56000.0	958.292	3.2477	0.5095	0.00	72.19	0.2500	0.0000	85.00	12468.35	3469.69	9.7683	293.101	912.368	47.660
275	27.400	707.00	56000.0	963.073	3.2639	0.5085	0.00	72.17	0.2500	0.0000	85.00	12559.81	3499.09	9.7680	294.848	916.828	47.963
276	27.500	705.00	56000.0	967.884	3.2802	0.5075	0.00	72.15	0.2500	0.0000	85.00	12651.71	3528.66	9.7677	296.607	921.317	48.269
277	27.600	703.00	56000.0	972.727	3.2966	0.5065	0.00	72.14	0.2500	0.0000	85.00	12744.07	3558.41	9.7674	298.376	925.834	48.577
278	27.700	701.00	56000.0	977.600	3.3131	0.5054	0.00	72.12	0.2500	0.0000	85.00	12836.88	3588.34	9.7672	300.157	930.380	48.887
279	27.800	699.00	56000.0	982.504	3.3297	0.5044	0.00	72.10	0.2500	0.0000	85.00	12930.15	3618.44	9.7669	301.949	934.955	49.200
280	27.900	697.00	56000.0	987.440	3.3465	0.5033	0.00	72.08	0.2500	0.0000	85.00	13023.87	3648.73	9.7666	303.753	939.559	49.516
281	28.000	695.00	56000.0	992.407	3.3633	0.5023	0.00	72.07	0.2500	0.0000	85.00	13118.06	3679.19	9.7663	305.567	944.193	49.833
282	28.100	693.00	56000.0	997.407	3.3802	0.5012	0.00	72.05	0.2500	0.0000	85.00	13212.71	3709.84	9.7660	307.394	948.857	50.154
283	28.200	691.00	56000.0	1002.438	3.3973	0.5002	0.00	72.03	0.2500	0.0000	85.00	13307.83	3740.67	9.7657	309.232	953.550	50.476
284	28.300	689.00	56000.0	1007.501	3.4145	0.4997	0.00	72.02	0.2500	0.0000	85.00	13403.42	3771.69	9.7654	311.081	958.273	50.775
285	28.400	687.00	56000.0	1012.593	3.4317	0.4994	0.00	72.00	0.2500	0.0000	85.00	13499.48	3802.89	9.7651	312.941	963.023	51.071
286	28.500	685.00	56000.0	1017.715	3.4491	0.4991	0.00	71.98	0.2500	0.0000	85.00	13596.02	3834.27	9.7648	314.811	967.801	51.370
287	28.600	683.00	56000.0	1022.867	3.4665	0.4987	0.00	71.96	0.2500	0.0000	85.00	13693.04	3865.85	9.7645	316.693	972.606	51.671
288	28.700	681.00	56000.0	1028.050	3.4841	0.4984	0.00	71.95	0.2500	0.0000	85.00	13790.54	3897.61	9.7642	318.586	977.440	51.975
289	28.800	679.00	56000.0	1033.262	3.5018	0.4980	0.00	71.93	0.2500	0.0000	85.00	13888.53	3929.57	9.7639	320.490	982.302	52.282
290	28.900	677.00	56000.0	1038.506	3.5195	0.4977	0.00	71.91	0.2500	0.0000	85.00	13987.01	3961.71	9.7636	322.405	987.193	52.591
291	29.000	675.00	56000.0	1043.781	3.5374	0.4974	0.00	71.90	0.2500	0.0000	85.00	14085.97	3994.05	9.7633	324.332	992.112	52.902
292	29.100	673.00	56000.0	1049.086	3.5554	0.4970	0.00	71.88	0.2500	0.0000	85.00	14185.43	4026.58	9.7630	326.270	997.061	53.216
293	29.200	671.00	56000.0	1054.424	3.5735	0.4967	0.00	71.86	0.2500	0.0000	85.00	14285.38	4059.30	9.7627	328.219	1002.039	53.533
294	29.300	669.00	56000.0	1059.793	3.5917	0.4963	0.00	71.85	0.2500	0.0000	85.00	14385.84	4092.22	9.7624	330.180	1007.047	53.852
295	29.400	667.00	56000.0	1065.194	3.6100	0.4960	0.00	71.83	0.2500	0.0000	85.00	14486.79	4125.34	9.7621	332.153	1012.084	54.174
296	29.500	665.00	56000.0	1070.628	3.6284	0.4956	0.00	71.81	0.2500	0.0000	85.00	14588.25	4158.65	9.7618	334.137	1017.151	54.499
297	29.600	663.00	56000.0	1076.094	3.6469	0.4953	0.00	71.80	0.2500	0.0000	85.00	14690.22	4192.16	9.7615	336.133	1022.249	54.826
298	29.700	661.00	56000.0	1081.593	3.6656	0.4949	0.00	71.78	0.2500	0.0000	85.00	14792.70	4225.88	9.7612	338.141	1027.378	55.156
299	29.800	659.00	56000.0	1087.126	3.6843	0.4945	0.00	71.77	0.2500	0.0000	85.00	14895.70	4259.79	9.7609	340.162	1032.537	55.488
300	29.900	657.00	56000.0	1092.691	3.7032	0.4942	0.00	71.75	0.2500	0.0000	85.00	14999.21	4293.91	9.7605	342.194	1037.727	55.823
301	30.000	655.00	56000.0	1098.290	3.7221	0.4938	0.00	71.73	0.2500	0.0000	85.00	15103.24	4328.23	9.7602	344.239	1042.948	56.161
