t(c)	theta_c(grad)
15.970	83.938
15.980	83.939
15.990	83.939
16.000	83.939
16.010	83.939
16.020	83.939
16.030	83.940
16.040	83.940
16.050	83.940
16.060	83.940
16.070	83.940
16.080	83.941
16.090	83.941
16.100	83.941
16.110	83.941
16.120	83.942
16.130	83.942
16.140	83.942
16.150	83.942
16.160	83.942
16.170	83.943
16.180	83.943
16.190	83.943
16.200	83.943
16.210	83.944
16.220	83.944
16.230	83.944
16.240	83.944
16.250	83.944
16.260	83.945
16.270	83.945
16.280	83.945
16.290	83.945
16.300	83.945
16.310	83.946
16.320	83.946
16.330	83.946
16.340	83.946
16.350	83.947
16.360	83.947
16.370	83.947
16.380	83.947
16.390	83.947
16.400	83.948
16.410	83.948
16.420	83.948
16.430	83.948
16.440	83.948
16.450	83.949
16.460	83.949
16.470	83.949
16.480	83.949
16.490	83.950
16.500	83.950
16.510	83.950
16.520	83.950
16.530	83.950
16.540	83.951
16.550	83.951
16.560	83.951
16.570	83.951
16.580	83.952
16.590	83.952
16.600	83.952
16.610	83.952
16.620	83.952
16.630	83.953
16.640	83.953
16.650	83.953
16.660	83.953
16.670	83.953
16.680	83.954
16.690	83.954
16.700	83.954
16.710	83.954
16.720	83.955
16.730	83.955
16.740	83.955
16.750	83.955
16.760	83.955
16.770	83.956
16.780	83.956
16.790	83.956
16.800	83.956
16.810	83.956
16.820	83.957
16.830	83.957
16.840	83.957
16.850	83.957
16.860	83.958
16.870	83.958
16.880	83.958
16.890	83.958
16.900	83.958
16.910	83.959
16.920	83.959
16.930	83.959
16.940	83.959
16.950	83.960
16.960	83.960
16.970	83.960
16.980	83.960
16.990	83.960
17.000	83.961
17.010	83.961
17.020	83.961
17.030	83.961
17.040	83.961
17.050	83.962
17.060	83.962
17.070	83.962
17.080	83.962
17.090	83.963
17.100	83.963
17.110	83.963
17.120	83.963
17.130	83.963
17.140	83.964
17.150	83.964
17.160	83.964
17.170	83.964
17.180	83.964
17.190	83.965
17.200	83.965
17.210	83.965
17.220	83.965
17.230	83.966
17.240	83.966
17.250	83.966
17.260	83.966
17.270	83.966
17.280	83.967
17.290	83.967
17.300	83.967
17.310	83.967
17.320	83.968
17.330	83.968
17.340	83.968
17.350	83.968
17.360	83.968
17.370	83.969
