x(m)	V(m/s)
1259.94	582.442
1261.50	582.748
1263.07	583.055
1264.64	583.361
1266.21	583.668
1267.78	583.974
1269.35	584.281
1270.92	584.588
1272.49	584.895
1274.07	585.202
1275.64	585.509
1277.22	585.816
1278.80	586.123
1280.37	586.430
1281.95	586.738
1283.53	587.045
1285.12	587.353
1286.70	587.660
1288.28	587.968
1289.87	588.276
1291.46	588.583
1293.04	588.891
1294.63	589.199
1296.22	589.507
1297.81	589.816
1299.40	590.124
1301.00	590.432
1302.59	590.740
1304.18	591.049
1305.78	591.357
1307.38	591.666
1308.98	591.975
1310.58	592.283
1312.18	592.592
1313.78	592.901
1315.38	593.210
1316.98	593.519
1318.59	593.828
1320.19	594.138
1321.80	594.447
1323.41	594.756
1325.02	595.066
1326.63	595.376
1328.24	595.685
1329.85	595.995
1331.47	596.305
1333.08	596.615
1334.70	596.925
1336.31	597.235
1337.93	597.545
1339.55	597.855
1341.17	598.166
1342.79	598.476
1344.41	598.787
1346.04	599.097
1347.66	599.408
1349.29	599.719
1350.91	600.029
1352.54	600.340
1354.17	600.651
1355.80	600.963
1357.43	601.274
1359.06	601.585
1360.70	601.897
1362.33	602.208
1363.97	602.520
1365.60	602.831
1367.24	603.143
1368.88	603.455
1370.52	603.767
1372.16	604.079
1373.80	604.391
1375.44	604.703
1377.09	605.015
1378.73	605.328
1380.38	605.640
1382.03	605.953
1383.68	606.265
1385.33	606.578
1386.98	606.891
1388.63	607.204
1390.28	607.517
1391.94	607.830
1393.59	608.143
1395.25	608.457
1396.91	608.770
1398.56	609.084
1400.22	609.397
1401.89	609.711
1403.55	610.025
1405.21	610.339
1406.87	610.652
1408.54	610.967
1410.21	611.281
1411.87	611.595
1413.54	611.909
1415.21	612.224
1416.88	612.538
1418.56	612.853
1420.23	613.168
1421.90	613.483
1423.58	613.798
1425.25	614.113
1426.93	614.428
1428.61	614.743
1430.29	615.058
1431.97	615.374
1433.65	615.689
1435.34	616.005
1437.02	616.321
1438.71	616.637
1440.39	616.953
1442.08	617.269
1443.77	617.585
1445.46	617.901
1447.15	618.217
1448.84	618.534
1450.54	618.850
1452.23	619.167
1453.93	619.484
1455.62	619.801
1457.32	620.118
1459.02	620.435
1460.72	620.752
1462.42	621.069
1464.12	621.386
1465.83	621.704
1467.53	622.022
1469.24	622.339
1470.94	622.657
1472.65	622.975
1474.36	623.293
1476.07	623.611
1477.78	623.929
1479.49	624.248
1481.21	624.566
1482.92	624.885
1484.64	625.203
1486.36	625.522
1488.07	625.841
1489.79	626.160
1491.51	626.479
1493.24	626.798
1494.96	627.118
1496.68	627.437
1498.41	627.757
1500.13	628.076
1501.86	628.396
1503.59	628.716
1505.32	629.036
1507.05	629.356
1508.78	629.676
1510.51	629.996
1512.25	630.317
1513.98	630.637
1515.72	630.958
1517.46	631.279
1519.20	631.600
1520.93	631.921
1522.68	632.242
1524.42	632.563
1526.16	632.884
1527.91	633.206
1529.65	633.527
1531.40	633.849
1533.15	634.170
1534.89	634.492
1536.64	634.814
1538.40	635.136
1540.15	635.458
1541.90	635.780
1543.66	636.102
1545.41	636.424
1547.17	636.746
1548.93	637.069
1550.69	637.391
1552.45	637.714
1554.21	638.037
1555.97	638.359
1557.73	638.682
1559.50	639.005
1561.27	639.328
1563.03	639.651
1564.80	639.975
1566.57	640.298
1568.34	640.622
1570.11	640.945
1571.89	641.269
1573.66	641.592
1575.44	641.916
1577.21	642.240
1578.99	642.564
1580.77	642.888
1582.55	643.212
1584.33	643.537
1586.11	643.861
1587.90	644.186
1589.68	644.510
1591.47	644.835
1593.25	645.160
1595.04	645.484
1596.83	645.809
1598.62	646.135
1600.41	646.460
1602.21	646.785
1604.00	647.110
1605.80	647.436
1607.59	647.761
1609.39	648.087
1611.19	648.413
1612.99	648.739
1614.79	649.065
1616.59	649.391
1618.39	649.717
1620.20	650.043
1622.00	650.369
1623.81	650.696
1625.62	651.022
1627.43	651.349
1629.24	651.676
1631.05	652.003
1632.86	652.330
1634.68	652.657
1636.49	652.984
1638.31	653.311
1640.12	653.638
1641.94	653.966
1643.76	654.294
1645.58	654.621
1647.41	654.949
1649.23	655.277
1651.05	655.605
1652.88	655.933
1654.71	656.261
1656.53	656.590
1658.36	656.918
1660.19	657.247
1662.02	657.575
1663.86	657.904
1665.69	658.233
1667.53	658.562
1669.36	658.891
1671.20	659.220
1673.04	659.549
1674.88	659.879
1676.72	660.208
1678.56	660.538
1680.40	660.867
1682.25	661.197
1684.09	661.527
1685.94	661.857
1687.79	662.187
1689.64	662.518
1691.49	662.848
1693.34	663.179
1695.19	663.509
1697.04	663.840
1698.90	664.171
1700.76	664.502
1702.61	664.833
1704.47	665.164
1706.33	665.495
1708.19	665.826
1710.06	666.158
1711.92	666.490
1713.78	666.821
1715.65	667.153
1717.52	667.485
1719.38	667.817
1721.25	668.149
1723.12	668.482
1725.00	668.814
1726.87	669.146
1728.74	669.479
1730.62	669.812
1732.49	670.145
1734.37	670.478
1736.25	670.811
1738.13	671.144
1740.01	671.477
1741.89	671.811
1743.78	672.144
1745.66	672.478
1747.55	672.812
1749.44	673.146
1751.32	673.480
1753.21	673.814
1755.11	674.148
1757.00	674.483
1758.89	674.817
1760.79	675.152
1762.68	675.487
1764.58	675.822
1766.48	676.157
1768.37	676.492
1770.28	676.827
1772.18	677.162
1774.08	677.498
1775.98	677.833
1777.89	678.169
1779.80	678.505
1781.70	678.841
1783.61	679.177
1785.52	679.513
1787.43	679.850
1789.35	680.186
1791.26	680.523
1793.18	680.859
1795.09	681.196
1797.01	681.533
1798.93	681.870
1800.85	682.208
1802.77	682.545
1804.69	682.882
1806.61	683.220
1808.54	683.558
1810.46	683.896
1812.39	684.234
1814.32	684.572
1816.25	684.910
1818.18	685.248
1820.11	685.587
1822.05	685.925
1823.98	686.264
1825.92	686.603
1827.85	686.942
1829.79	687.281
1831.73	687.621
1833.67	687.960
1835.61	688.300
1837.56	688.639
1839.50	688.979
1841.45	689.319
1843.39	689.659
1845.34	689.999
1847.29	690.339
1849.24	690.680
1851.19	691.021
1853.14	691.361
1855.10	691.702
1857.05	692.043
1859.01	692.384
1860.97	692.725
1862.93	693.067
1864.89	693.408
1866.85	693.750
1868.81	694.092
1870.77	694.434
1872.74	694.776
1874.71	695.118
1876.67	695.460
1878.64	695.803
1880.61	696.146
1882.58	696.488
1884.56	696.831
1886.53	697.174
1888.50	697.517
1890.48	697.861
1892.46	698.204
1894.44	698.548
1896.42	698.891
1898.40	699.235
1900.38	699.579
1902.36	699.923
1904.35	700.268
1906.33	700.612
1908.32	700.957
1910.31	701.301
1912.30	701.646
1914.29	701.991
1916.28	702.336
1918.28	702.682
1920.27	703.027
1922.27	703.373
1924.27	703.718
1926.26	704.064
1928.26	704.410
1930.27	704.756
1932.27	705.102
1934.27	705.449
1936.28	705.795
1938.28	706.142
1940.29	706.489
1942.30	706.836
1944.31	707.183
1946.32	707.530
1948.33	707.878
1950.35	708.225
1952.36	708.573
1954.38	708.921
1956.39	709.269
1958.41	709.617
1960.43	709.966
1962.45	710.314
1964.48	710.663
1966.50	711.011
1968.52	711.360
1970.55	711.709
1972.58	712.059
1974.61	712.408
1976.64	712.757
1978.67	713.107
1980.70	713.457
1982.73	713.807
1984.77	714.157
1986.81	714.507
1988.84	714.858
1990.88	715.208
1992.92	715.559
1994.96	715.910
1997.01	716.261
1999.05	716.612
2001.10	716.963
2003.14	717.315
2005.19	717.667
2007.24	718.018
2009.29	718.370
2011.34	718.722
2013.39	719.075
2015.45	719.427
2017.50	719.780
2019.56	720.132
2021.62	720.485
2023.68	720.838
2025.74	721.192
2027.80	721.545
2029.86	721.899
2031.93	722.252
2033.99	722.606
2036.06	722.960
2038.13	723.314
2040.20	723.669
2042.27	724.023
2044.34	724.378
2046.41	724.732
2048.49	725.087
2050.56	725.443
2052.64	725.798
2054.72	726.153
2056.80	726.509
2058.88	726.865
2060.96	727.221
2063.04	727.577
2065.13	727.933
2067.22	728.289
2069.30	728.646
2071.39	729.003
2073.48	729.360
2075.57	729.717
2077.67	730.074
2079.76	730.431
2081.85	730.789
2083.95	731.147
2086.05	731.504
2088.15	731.863
2090.25	732.221
2092.35	732.579
2094.45	732.938
2096.56	733.296
2098.66	733.655
2100.77	734.014
2102.88	734.374
2104.99	734.733
2107.10	735.093
2109.21	735.452
2111.32	735.812
2113.44	736.172
2115.55	736.533
2117.67	736.893
2119.79	737.254
2121.91	737.614
2124.03	737.975
2126.15	738.336
2128.28	738.698
2130.40	739.059
2132.53	739.421
2134.66	739.783
2136.79	740.145
2138.92	740.507
2141.05	740.869
2143.18	741.231
2145.31	741.594
2147.45	741.957
2149.59	742.320
2151.73	742.683
2153.87	743.047
2156.01	743.410
2158.15	743.774
2160.29	744.138
2162.44	744.502
2164.58	744.866
2166.73	745.230
2168.88	745.595
2171.03	745.960
2173.18	746.325
2175.33	746.690
2177.49	747.055
2179.64	747.421
2181.80	747.786
2183.96	748.152
2186.12	748.518
2188.28	748.884
2190.44	749.251
2192.60	749.617
2194.77	749.984
2196.93	750.351
2199.10	750.718
2201.27	751.086
2203.44	751.453
2205.61	751.821
2207.78	752.189
2209.96	752.557
2212.13	752.925
2214.31	753.293
2216.49	753.662
2218.67	754.031
2220.85	754.400
2223.03	754.769
2225.21	755.138
2227.40	755.508
2229.58	755.877
2231.77	756.247
2233.96	756.617
2236.15	756.987
2238.34	757.358
2240.53	757.729
2242.73	758.099
2244.92	758.470
2247.12	758.842
2249.32	759.213
2251.52	759.585
2253.72	759.956
2255.92	760.328
2258.12	760.700
2260.33	761.073
2262.54	761.445
2264.74	761.818
2266.95	762.191
2269.16	762.564
2271.37	762.937
2273.59	763.311
2275.80	763.684
2278.02	764.058
2280.23	764.432
2282.45	764.807
2284.67	765.181
2286.89	765.556
2289.12	765.931
2291.34	766.306
2293.57	766.681
2295.79	767.056
2298.02	767.432
2300.25	767.808
2302.48	768.184
2304.71	768.560
2306.94	768.936
2309.18	769.313
2311.42	769.690
2313.65	770.067
2315.89	770.444
2318.13	770.822
2320.37	771.199
2322.62	771.577
2324.86	771.955
2327.11	772.333
2329.35	772.712
2331.60	773.090
2333.85	773.469
2336.10	773.848
2338.36	774.227
2340.61	774.607
2342.87	774.986
2345.12	775.366
2347.38	775.746
2349.64	776.126
2351.90	776.507
2354.16	776.887
2356.43	777.268
2358.69	777.649
2360.96	778.031
2363.23	778.412
2365.49	778.794
2367.77	779.176
2370.04	779.558
2372.31	779.940
2374.58	780.322
2376.86	780.705
2379.14	781.088
2381.42	781.471
2383.70	781.855
2385.98	782.238
2388.26	782.622
2390.55	783.006
2392.83	783.390
2395.12	783.774
2397.41	784.159
2399.70	784.544
2401.99	784.929
2404.28	785.314
2406.58	785.699
2408.87	786.085
2411.17	786.471
2413.47	786.857
2415.77	787.243
2418.07	787.630
2420.37	788.016
2422.68	788.403
2424.98	788.790
2427.29	789.178
2429.60	789.565
2431.91	789.952
2434.22	790.340
2436.53	790.728
2438.84	791.116
2441.16	791.504
2443.47	791.892
2445.79	792.281
2448.11	792.669
2450.43	793.058
2452.76	793.447
2455.08	793.836
2457.40	794.225
2459.73	794.614
2462.06	795.004
2464.39	795.393
2466.72	795.783
2469.05	796.173
2471.38	796.563
2473.72	796.953
2476.06	797.344
2478.39	797.734
2480.73	798.125
2483.07	798.516
2485.42	798.907
2487.76	799.298
2490.10	799.689
2492.45	800.081
2494.80	800.472
2497.15	800.864
2499.50	801.256
2501.85	801.648
2504.20	802.041
2506.56	802.433
2508.92	802.825
2511.27	803.218
2513.63	803.611
2515.99	804.004
2518.36	804.397
2520.72	804.791
2523.08	805.184
2525.45	805.578
2527.82	805.972
2530.19	806.366
2532.56	806.760
2534.93	807.154
2537.30	807.548
2539.68	807.943
2542.06	808.338
2544.43	808.733
2546.81	809.128
2549.19	809.523
2551.58	809.919
2553.96	810.314
2556.34	810.710
2558.73	811.106
2561.12	811.502
2563.51	811.898
2565.90	812.295
2568.29	812.691
2570.68	813.088
2573.08	813.485
2575.48	813.882
2577.87	814.279
2580.27	814.677
2582.67	815.074
2585.08	815.472
2587.48	815.870
2589.89	816.268
2592.29	816.666
2594.70	817.064
2597.11	817.463
2599.52	817.862
2601.93	818.261
2604.35	818.660
2606.76	819.059
2609.18	819.458
2611.60	819.858
2614.02	820.258
2616.44	820.657
2618.86	821.058
2621.29	821.458
2623.71	821.858
2626.14	822.259
2628.57	822.660
2631.00	823.061
2633.43	823.462
2635.86	823.863
2638.30	824.264
2640.73	824.666
2643.17	825.068
2645.61	825.470
2648.05	825.872
2650.49	826.274
2652.93	826.677
2655.38	827.079
2657.82	827.482
2660.27	827.885
2662.72	828.288
2665.17	828.692
2667.62	829.095
2670.08	829.499
2672.53	829.903
2674.99	830.307
2677.45	830.711
2679.91	831.116
2682.37	831.520
2684.83	831.925
2687.29	832.330
2689.76	832.735
2692.22	833.140
2694.69	833.546
2697.16	833.952
2699.63	834.358
2702.11	834.764
2704.58	835.170
2707.05	835.576
2709.53	835.983
2712.01	836.389
2714.49	836.796
2716.97	837.204
2719.46	837.611
2721.94	838.018
2724.43	838.426
2726.91	838.834
2729.40	839.242
2731.89	839.650
2734.38	840.058
2736.88	840.467
2739.37	840.876
2741.87	841.285
2744.37	841.694
2746.87	842.103
2749.37	842.513
2751.87	842.922
2754.37	843.332
2756.88	843.742
2759.39	844.153
2761.89	844.563
2764.40	844.974
2766.91	845.385
2769.43	845.796
2771.94	846.207
2774.46	846.618
2776.97	847.030
2779.49	847.441
2782.01	847.853
2784.54	848.266
2787.06	848.678
2789.58	849.090
2792.11	849.503
2794.64	849.916
2797.17	850.329
2799.70	850.742
2802.23	851.156
2804.76	851.570
2807.30	851.983
2809.84	852.397
2812.37	852.812
2814.91	853.226
2817.46	853.641
2820.00	854.056
2822.54	854.471
2825.09	854.886
2827.64	855.301
2830.19	855.717
2832.74	856.133
2835.29	856.549
2837.84	856.965
2840.40	857.381
2842.95	857.798
2845.51	858.215
2848.07	858.632
2850.63	859.049
2853.20	859.466
2855.76	859.884
2858.33	860.301
2860.89	860.719
2863.46	861.138
2866.03	861.556
2868.60	861.975
2871.18	862.393
2873.75	862.812
2876.33	863.231
2878.91	863.651
2881.49	864.070
2884.07	864.490
2886.65	864.910
2889.23	865.330
2891.82	865.751
2894.41	866.171
2896.99	866.592
2899.58	867.013
2902.18	867.434
2904.77	867.856
2907.36	868.277
2909.96	868.699
2912.56	869.121
2915.16	869.543
2917.76	869.966
2920.36	870.388
2922.97	870.811
2925.57	871.234
2928.18	871.658
2930.79	872.081
2933.40	872.505
2936.01	872.929
2938.62	873.353
2941.24	873.777
2943.85	874.201
2946.47	874.626
2949.09	875.051
2951.71	875.476
2954.33	875.902
2956.96	876.327
2959.58	876.753
2962.21	877.179
2964.84	877.605
2967.47	878.031
2970.10	878.458
2972.74	878.885
2975.37	879.312
2978.01	879.739
2980.65	880.167
2983.29	880.594
2985.93	881.022
2988.57	881.450
2991.22	881.879
2993.86	882.307
2996.51	882.736
2999.16	883.166
3001.81	883.596
3004.46	884.026
3007.12	884.456
3009.77	884.887
3012.43	885.318
3015.09	885.749
3017.75	886.180
3020.41	886.612
3023.07	887.044
3025.74	887.476
3028.40	887.909
3031.07	888.342
3033.74	888.775
3036.41	889.208
3039.08	889.642
3041.76	890.075
3044.43	890.510
3047.11	890.944
3049.79	891.379
3052.47	891.813
3055.15	892.249
3057.84	892.684
3060.52	893.120
3063.21	893.556
3065.90	893.992
3068.59	894.429
3071.28	894.865
3073.98	895.302
3076.67	895.740
3079.37	896.177
3082.07	896.615
3084.77	897.053
3087.47	897.492
3090.17	897.931
3092.87	898.370
3095.58	898.809
3098.29	899.248
3101.00	899.688
3103.71	900.128
3106.42	900.568
3109.14	901.009
3111.85	901.450
3114.57	901.891
3117.29	902.332
3120.01	902.774
3122.73	903.216
3125.46	903.658
3128.18	904.101
3130.91	904.544
3133.64	904.987
3136.37	905.430
3139.10	905.874
3141.83	906.318
3144.57	906.762
3147.31	907.206
3150.04	907.651
3152.78	908.096
3155.53	908.541
3158.27	908.987
3161.01	909.432
3163.76	909.879
3166.51	910.325
3169.26	910.772
3172.01	911.218
3174.76	911.666
3177.52	912.113
3180.28	912.561
3183.03	913.009
3185.79	913.457
3188.55	913.906
3191.32	914.355
3194.08	914.804
3196.85	915.253
3199.62	915.703
3202.39	916.153
3205.16	916.603
3207.93	917.054
3210.70	917.505
3213.48	917.956
3216.26	918.407
3219.04	918.859
3221.82	919.311
3224.60	919.763
3227.39	920.216
3230.17	920.669
3232.96	921.122
3235.75	921.575
3238.54	922.029
3241.33	922.483
3244.13	922.937
3246.92	923.391
3249.72	923.846
3252.52	924.301
3255.32	924.757
3258.12	925.212
3260.93	925.668
3263.73	926.124
3266.54	926.581
3269.35	927.038
3272.16	927.495
3274.97	927.952
3277.79	928.410
3280.60	928.868
3283.42	929.326
3286.24	929.785
3289.06	930.243
3291.88	930.702
3294.71	931.162
3297.53	931.622
3300.36	932.081
3303.19	932.542
3306.02	933.002
3308.86	933.463
3311.69	933.924
3314.53	934.386
3317.36	934.847
3320.20	935.309
3323.04	935.772
3325.89	936.234
3328.73	936.697
3331.58	937.160
3334.43	937.624
3337.27	938.087
3340.13	938.551
3342.98	939.016
3345.83	939.480
3348.69	939.945
3351.55	940.410
3354.41	940.876
3357.27	941.342
3360.13	941.808
3363.00	942.274
3365.86	942.741
3368.73	943.208
3371.60	943.675
3374.47	944.143
3377.35	944.610
3380.22	945.078
3383.10	945.547
3385.98	946.016
3388.86	946.485
3391.74	946.954
3394.62	947.424
3397.51	947.894
3400.40	948.364
3403.28	948.834
3406.17	949.305
3409.07	949.776
3411.96	950.248
3414.86	950.719
3417.75	951.191
3420.65	951.664
3423.55	952.136
3426.46	952.609
3429.36	953.082
3432.27	953.556
3435.17	954.029
3438.08	954.504
3440.99	954.978
3443.91	955.453
3446.82	955.928
3449.74	956.403
3452.66	956.878
3455.58	957.354
3458.50	957.831
3461.42	958.307
3464.35	958.784
3467.27	959.261
3470.20	959.738
3473.13	960.216
3476.06	960.694
3479.00	961.172
3481.93	961.651
3484.87	962.130
3487.81	962.609
3490.75	963.089
3493.69	963.569
3496.64	964.049
3499.58	964.529
3502.53	965.010
3505.48	965.491
3508.43	965.972
3511.38	966.454
3514.34	966.936
3517.29	967.418
3520.25	967.901
3523.21	968.384
3526.17	968.867
3529.14	969.350
3532.10	969.834
3535.07	970.318
3538.04	970.803
3541.01	971.287
3543.98	971.773
3546.96	972.258
3549.93	972.744
3552.91	973.230
3555.89	973.716
3558.87	974.202
3561.85	974.689
3564.84	975.177
3567.83	975.664
3570.81	976.152
3573.80	976.640
3576.80	977.129
3579.79	977.617
3582.78	978.106
3585.78	978.596
3588.78	979.085
3591.78	979.575
3594.78	980.066
3597.79	980.556
3600.80	981.047
3603.80	981.539
3606.81	982.030
3609.82	982.522
3612.84	983.014
3615.85	983.507
3618.87	984.000
3621.89	984.493
3624.91	984.986
3627.93	985.480
3630.96	985.974
3633.98	986.469
3637.01	986.963
3640.04	987.458
3643.07	987.954
3646.10	988.449
3649.14	988.946
3652.17	989.442
3655.21	989.938
3658.25	990.435
3661.30	990.933
3664.34	991.430
3667.39	991.928
3670.43	992.426
3673.48	992.925
3676.53	993.424
3679.59	993.923
3682.64	994.423
3685.70	994.922
3688.76	995.422
3691.82	995.923
3694.88	996.424
3697.94	996.925
3701.01	997.426
3704.08	997.928
3707.15	998.430
3710.22	998.932
3713.29	999.435
3716.37	999.938
3719.44	1000.442
3722.52	1000.945
3725.60	1001.449
3728.69	1001.954
3731.77	1002.458
3734.86	1002.963
3737.94	1003.469
3741.03	1003.974
3744.12	1004.480
3747.22	1004.986
3750.31	1005.493
3753.41	1006.000
3756.51	1006.507
3759.61	1007.014
3762.71	1007.522
3765.82	1008.030
3768.92	1008.538
3772.03	1009.046
3775.14	1009.555
3778.25	1010.064
3781.37	1010.574
3784.48	1011.083
3787.60	1011.593
3790.72	1012.104
3793.84	1012.614
3796.96	1013.125
3800.09	1013.637
3803.22	1014.148
3806.34	1014.660
3809.47	1015.172
3812.61	1015.684
3815.74	1016.197
3818.88	1016.710
3822.02	1017.223
3825.16	1017.737
3828.30	1018.251
3831.44	1018.765
3834.59	1019.280
3837.73	1019.794
3840.88	1020.310
3844.03	1020.825
3847.19	1021.341
3850.34	1021.857
3853.50	1022.373
3856.66	1022.890
3859.82	1023.407
3862.98	1023.924
3866.14	1024.441
3869.31	1024.959
3872.48	1025.477
3875.65	1025.996
3878.82	1026.514
3881.99	1027.033
3885.17	1027.553
3888.35	1028.072
3891.53	1028.592
3894.71	1029.113
3897.89	1029.633
3901.08	1030.154
3904.26	1030.675
3907.45	1031.197
3910.64	1031.719
3913.84	1032.241
3917.03	1032.763
3920.23	1033.286
3923.42	1033.809
3926.63	1034.332
3929.83	1034.856
3933.03	1035.380
3936.24	1035.904
3939.45	1036.429
3942.66	1036.953
3945.87	1037.479
3949.08	1038.004
3952.30	1038.530
3955.51	1039.056
3958.73	1039.583
3961.95	1040.109
3965.18	1040.636
3968.40	1041.164
3971.63	1041.691
3974.86	1042.219
3978.09	1042.748
3981.32	1043.276
3984.56	1043.805
3987.79	1044.334
3991.03	1044.864
3994.27	1045.394
3997.52	1045.924
4000.76	1046.454
4004.01	1046.985
4007.26	1047.516
4010.51	1048.048
4013.76	1048.580
4017.01	1049.112
4020.27	1049.644
4023.53	1050.177
4026.79	1050.710
4030.05	1051.243
4033.31	1051.777
4036.58	1052.311
4039.85	1052.845
4043.12	1053.380
4046.39	1053.914
4049.66	1054.450
4052.94	1054.985
4056.21	1055.521
4059.49	1056.057
4062.77	1056.594
4066.06	1057.131
4069.34	1057.668
4072.63	1058.205
4075.92	1058.743
4079.21	1059.281
4082.50	1059.819
4085.80	1060.358
4089.10	1060.897
4092.39	1061.437
4095.70	1061.976
4099.00	1062.516
4102.30	1063.057
4105.61	1063.597
4108.92	1064.138
4112.23	1064.680
4115.54	1065.221
4118.86	1065.763
4122.17	1066.306
4125.49	1066.848
4128.81	1067.391
4132.14	1067.934
4135.46	1068.478
4138.79	1069.022
4142.12	1069.566
4145.45	1070.111
4148.78	1070.656
4152.11	1071.201
4155.45	1071.746
4158.79	1072.292
4162.13	1072.838
4165.47	1073.385
4168.82	1073.932
4172.16	1074.479
4175.51	1075.026
4178.86	1075.574
4182.22	1076.122
4185.57	1076.671
4188.93	1077.220
4192.29	1077.769
4195.65	1078.318
4199.01	1078.868
4202.37	1079.418
4205.74	1079.969
4209.11	1080.519
4212.48	1081.071
4215.85	1081.622
4219.23	1082.174
4222.60	1082.726
4225.98	1083.278
4229.36	1083.831
4232.74	1084.384
4236.13	1084.938
4239.52	1085.491
4242.90	1086.046
4246.29	1086.600
4249.69	1087.155
4253.08	1087.710
4256.48	1088.265
4259.88	1088.821
4263.28	1089.377
4266.68	1089.934
4270.09	1090.490
4273.49	1091.048
4276.90	1091.605
4280.31	1092.163
4283.73	1092.721
4287.14	1093.279
4290.56	1093.838
4293.98	1094.397
4297.40	1094.957
4300.82	1095.517
4304.25	1096.077
4307.67	1096.637
4311.10	1097.198
4314.53	1097.759
4317.97	1098.321
