N	t(c)	m(kg)	P(H)	V(m/s)	M	Cxa	alpha(grad)	theta_c(grad)	Cya_alpha	omega_z(1/s)	theta(grad)	y(m)	x(m)	g(m/s2)	x_dotc(m/s)	y_dotc(m/s)	V_dot(m/s2)
1	0.000	1255.00	56000.0	10.000	0.0294	0.3000	0.00	85.00	0.2500	0.0000	85.00	0.00	0.00	9.8066	0.872	9.962	34.849
2	0.100	1253.00	56000.0	13.485	0.0396	0.3000	0.49	84.51	0.2500	0.0000	85.00	1.00	0.09	9.8066	1.290	13.423	34.923
3	0.200	1251.00	56000.0	16.977	0.0499	0.3000	0.73	84.27	0.2500	0.0000	85.00	2.34	0.22	9.8066	1.694	16.892	34.993
4	0.300	1249.00	56000.0	20.477	0.0602	0.3000	0.86	84.14	0.2500	0.0000	85.00	4.03	0.39	9.8066	2.092	20.369	35.061
5	0.400	1247.00	56000.0	23.983	0.0705	0.3000	0.96	84.04	0.2500	0.0000	85.00	6.06	0.59	9.8066	2.488	23.853	35.128
6	0.500	1245.00	56000.0	27.495	0.0808	0.3000	1.02	83.98	0.2500	0.0000	85.00	8.45	0.84	9.8066	2.884	27.344	35.194
7	0.600	1243.00	56000.0	31.015	0.0912	0.3000	1.07	83.93	0.2500	0.0000	85.00	11.18	1.13	9.8066	3.278	30.841	35.260
8	0.700	1241.00	56000.0	34.541	0.1015	0.3000	1.10	83.90	0.2500	0.0000	85.00	14.27	1.46	9.8066	3.673	34.345	35.325
9	0.800	1239.00	56000.0	38.073	0.1119	0.3000	1.13	83.87	0.2500	0.0000	85.00	17.70	1.83	9.8066	4.067	37.856	35.389
10	0.900	1237.00	56000.0	41.612	0.1223	0.3000	1.16	83.84	0.2500	0.0000	85.00	21.49	2.23	9.8066	4.462	41.372	35.452
11	1.000	1235.00	56000.0	45.158	0.1327	0.3000	1.17	83.83	0.2500	0.0000	85.00	25.63	2.68	9.8066	4.857	44.896	35.515
12	1.100	1233.00	56000.0	48.709	0.1432	0.3000	1.19	83.81	0.2500	0.0000	85.00	30.12	3.17	9.8066	5.252	48.425	35.577
13	1.200	1231.00	56000.0	52.267	0.1537	0.3000	1.20	83.80	0.2500	0.0000	85.00	34.96	3.69	9.8065	5.648	51.961	35.638
14	1.300	1229.00	56000.0	55.831	0.1641	0.3000	1.21	83.79	0.2500	0.0000	85.00	40.15	4.26	9.8065	6.044	55.502	35.699
15	1.400	1227.00	56000.0	59.400	0.1746	0.3000	1.22	83.78	0.2500	0.0000	85.00	45.70	4.86	9.8065	6.440	59.050	35.759
16	1.500	1225.00	56000.0	62.976	0.1852	0.3000	1.23	83.77	0.2500	0.0000	85.00	51.61	5.50	9.8065	6.837	62.604	35.818
17	1.600	1223.00	56000.0	66.558	0.1957	0.3000	1.24	83.76	0.2500	0.0000	85.00	57.87	6.19	9.8065	7.234	66.164	35.877
18	1.700	1221.00	56000.0	70.146	0.2063	0.3000	1.25	83.75	0.2500	0.0000	85.00	64.49	6.91	9.8065	7.632	69.730	35.935
19	1.800	1219.00	56000.0	73.739	0.2169	0.3000	1.25	83.75	0.2500	0.0000	85.00	71.46	7.67	9.8064	8.030	73.301	35.992
20	1.900	1217.00	56000.0	77.339	0.2275	0.3000	1.26	83.74	0.2500	0.0000	85.00	78.79	8.48	9.8064	8.428	76.878	36.049
21	2.000	1215.00	56000.0	80.944	0.2381	0.3000	1.26	83.74	0.2500	0.0000	85.00	86.48	9.32	9.8064	8.827	80.461	36.104
22	2.100	1213.00	56000.0	84.554	0.2487	0.3000	1.26	83.74	0.2500	0.0000	85.00	94.52	10.20	9.8064	9.226	84.049	36.160
23	2.200	1211.00	56000.0	88.170	0.2594	0.3000	1.27	83.73	0.2500	0.0000	85.00	102.93	11.13	9.8063	9.625	87.643	36.214
24	2.300	1209.00	56000.0	91.791	0.2701	0.3000	1.27	83.73	0.2500	0.0000	85.00	111.69	12.09	9.8063	10.025	91.242	36.268
25	2.400	1207.00	56000.0	95.418	0.2808	0.3000	1.27	83.73	0.2500	0.0000	85.00	120.82	13.09	9.8063	10.425	94.847	36.321
26	2.500	1205.00	56000.0	99.050	0.2915	0.3000	1.27	83.73	0.2500	0.0000	85.00	130.30	14.13	9.8062	10.825	98.457	36.373
27	2.600	1203.00	56000.0	102.687	0.3022	0.3000	1.28	83.72	0.2500	0.0000	85.00	140.15	15.22	9.8062	11.226	102.072	36.424
28	2.700	1201.00	56000.0	106.330	0.3130	0.3000	1.28	83.72	0.2500	0.0000	85.00	150.35	16.34	9.8062	11.627	105.692	36.475
29	2.800	1199.00	56000.0	109.977	0.3238	0.3000	1.28	83.72	0.2500	0.0000	85.00	160.92	17.50	9.8062	12.029	109.318	36.525
30	2.900	1197.00	56000.0	113.630	0.3346	0.3000	1.28	83.72	0.2500	0.0000	85.00	171.85	18.70	9.8061	12.430	112.948	36.574
31	3.000	1195.00	56000.0	117.287	0.3454	0.3000	1.28	83.72	0.2500	0.0000	85.00	183.15	19.95	9.8061	12.832	116.583	36.623
32	3.100	1193.00	56000.0	120.950	0.3562	0.3000	1.28	83.72	0.2500	0.0000	85.00	194.81	21.23	9.8060	13.235	120.223	36.671
33	3.200	1191.00	56000.0	124.617	0.3671	0.3000	1.28	83.72	0.2500	0.0000	85.00	206.83	22.55	9.8060	13.637	123.868	36.718
34	3.300	1189.00	56000.0	128.288	0.3779	0.3000	1.28	83.72	0.2500	0.0000	85.00	219.22	23.92	9.8060	14.040	127.518	36.764
35	3.400	1187.00	56000.0	131.965	0.3888	0.3000	1.28	83.72	0.2500	0.0000	85.00	231.97	25.32	9.8059	14.443	131.172	36.810
36	3.500	1185.00	56000.0	135.646	0.3997	0.3000	1.28	83.72	0.2500	0.0000	85.00	245.09	26.77	9.8059	14.847	134.831	36.855
37	3.600	1183.00	56000.0	139.331	0.4106	0.3000	1.28	83.72	0.2500	0.0000	85.00	258.57	28.25	9.8059	15.251	138.494	36.899
38	3.700	1181.00	56000.0	143.021	0.4216	0.3000	1.28	83.72	0.2500	0.0000	85.00	272.42	29.78	9.8058	15.654	142.162	36.943
39	3.800	1179.00	56000.0	146.715	0.4325	0.3000	1.28	83.72	0.2500	0.0000	85.00	286.63	31.34	9.8058	16.058	145.834	36.985
40	3.900	1177.00	56000.0	150.414	0.4435	0.3000	1.28	83.72	0.2500	0.0000	85.00	301.22	32.95	9.8057	16.463	149.510	37.027
41	4.000	1175.00	56000.0	154.117	0.4545	0.3000	1.28	83.72	0.2500	0.0000	85.00	316.17	34.59	9.8057	16.867	153.191	37.069
42	4.100	1173.00	56000.0	157.824	0.4655	0.3000	1.28	83.72	0.2500	0.0000	85.00	331.49	36.28	9.8056	17.272	156.876	37.109
43	4.200	1171.00	56000.0	161.534	0.4766	0.3000	1.28	83.72	0.2500	0.0000	85.00	347.18	38.01	9.8056	17.677	160.564	37.149
44	4.300	1169.00	56000.0	165.249	0.4876	0.3000	1.28	83.72	0.2500	0.0000	85.00	363.23	39.77	9.8055	18.082	164.257	37.188
45	4.400	1167.00	56000.0	168.968	0.4987	0.3000	1.28	83.72	0.2500	0.0000	85.00	379.66	41.58	9.8055	18.487	167.954	37.227
46	4.500	1165.00	56000.0	172.691	0.5098	0.3000	1.28	83.72	0.2500	0.0000	85.00	396.45	43.43	9.8054	18.893	171.654	37.264
47	4.600	1163.00	56000.0	176.417	0.5209	0.3000	1.28	83.72	0.2500	0.0000	85.00	413.62	45.32	9.8054	19.298	175.359	37.301
48	4.700	1161.00	56000.0	180.147	0.5320	0.3000	1.28	83.72	0.2500	0.0000	85.00	431.15	47.25	9.8053	19.704	179.067	37.338
49	4.800	1159.00	56000.0	183.881	0.5431	0.3000	1.28	83.72	0.2500	0.0000	85.00	449.06	49.22	9.8053	20.110	182.778	37.373
50	4.900	1157.00	56000.0	187.618	0.5543	0.3043	1.28	83.72	0.2500	0.0000	85.00	467.34	51.23	9.8052	20.515	186.493	37.391
51	5.000	1155.00	56000.0	191.358	0.5654	0.3154	1.28	83.72	0.2500	0.0000	85.00	485.99	53.28	9.8052	20.921	190.210	37.376
52	5.100	1153.00	56000.0	195.095	0.5766	0.3266	1.28	83.72	0.2500	0.0000	85.00	505.01	55.38	9.8051	21.327	193.926	37.358
53	5.200	1151.00	56000.0	198.831	0.5878	0.3378	1.27	83.73	0.2500	0.0000	85.00	524.40	57.51	9.8050	21.732	197.640	37.335
54	5.300	1149.00	56000.0	202.564	0.5990	0.3490	1.27	83.73	0.2500	0.0000	85.00	544.17	59.68	9.8050	22.136	201.351	37.307
55	5.400	1147.00	56000.0	206.295	0.6101	0.3601	1.27	83.73	0.2500	0.0000	85.00	564.30	61.89	9.8049	22.540	205.060	37.275
56	5.500	1145.00	56000.0	210.023	0.6213	0.3713	1.27	83.73	0.2500	0.0000	85.00	584.81	64.15	9.8048	22.943	208.766	37.238
57	5.600	1143.00	56000.0	213.746	0.6325	0.3825	1.27	83.73	0.2500	0.0000	85.00	605.68	66.44	9.8048	23.345	212.468	37.196
58	5.700	1141.00	56000.0	217.466	0.6436	0.3936	1.27	83.73	0.2500	0.0000	85.00	626.93	68.78	9.8047	23.747	216.165	37.149
59	5.800	1139.00	56000.0	221.181	0.6548	0.4048	1.27	83.73	0.2500	0.0000	85.00	648.55	71.15	9.8046	24.148	219.859	37.098
60	5.900	1137.00	56000.0	224.891	0.6659	0.4159	1.27	83.73	0.2500	0.0000	85.00	670.53	73.57	9.8046	24.548	223.547	37.041
61	6.000	1135.00	56000.0	228.595	0.6771	0.4271	1.27	83.73	0.2500	0.0000	85.00	692.89	76.02	9.8045	24.947	227.229	36.980
62	6.100	1133.00	56000.0	232.293	0.6882	0.4382	1.26	83.74	0.2500	0.0000	85.00	715.61	78.52	9.8044	25.345	230.906	36.913
63	6.200	1131.00	56000.0	235.984	0.6993	0.4493	1.26	83.74	0.2500	0.0000	85.00	738.70	81.05	9.8044	25.742	234.576	36.842
64	6.300	1129.00	56000.0	239.668	0.7104	0.4604	1.26	83.74	0.2500	0.0000	85.00	762.16	83.63	9.8043	26.139	238.238	36.765
65	6.400	1127.00	56000.0	243.345	0.7215	0.4715	1.26	83.74	0.2500	0.0000	85.00	785.98	86.24	9.8042	26.534	241.894	36.683
66	6.500	1125.00	56000.0	247.013	0.7326	0.4826	1.26	83.74	0.2500	0.0000	85.00	810.17	88.89	9.8042	26.927	245.541	36.596
67	6.600	1123.00	56000.0	250.673	0.7437	0.4937	1.26	83.74	0.2500	0.0000	85.00	834.73	91.59	9.8041	27.320	249.179	36.504
68	6.700	1121.00	56000.0	254.323	0.7547	0.5047	1.26	83.74	0.2500	0.0000	85.00	859.64	94.32	9.8040	27.711	252.809	36.407
69	6.800	1119.00	56000.0	257.964	0.7657	0.5157	1.25	83.75	0.2500	0.0000	85.00	884.92	97.09	9.8039	28.101	256.428	36.304
70	6.900	1117.00	56000.0	261.594	0.7767	0.5267	1.25	83.75	0.2500	0.0000	85.00	910.57	99.90	9.8038	28.490	260.038	36.197
71	7.000	1115.00	56000.0	265.214	0.7877	0.5377	1.25	83.75	0.2500	0.0000	85.00	936.57	102.75	9.8038	28.877	263.637	36.084
72	7.100	1113.00	56000.0	268.822	0.7987	0.5487	1.25	83.75	0.2500	0.0000	85.00	962.94	105.63	9.8037	29.262	267.225	35.966
73	7.200	1111.00	56000.0	272.419	0.8096	0.5644	1.25	83.75	0.2452	0.0000	85.00	989.66	108.56	9.8036	29.646	270.801	35.802
74	7.300	1109.00	56000.0	275.999	0.8205	0.5808	1.25	83.75	0.2397	0.0000	85.00	1016.74	111.53	9.8035	30.028	274.361	35.625
75	7.400	1107.00	56000.0	279.561	0.8314	0.5971	1.24	83.76	0.2343	0.0000	85.00	1044.17	114.53	9.8034	30.408	277.903	35.441
76	7.500	1105.00	56000.0	283.106	0.8422	0.6133	1.24	83.76	0.2289	0.0000	85.00	1071.96	117.57	9.8033	30.785	281.427	35.250
77	7.600	1103.00	56000.0	286.631	0.8530	0.6294	1.24	83.76	0.2235	0.0000	85.00	1100.11	120.65	9.8033	31.161	284.932	35.053
78	7.700	1101.00	56000.0	290.136	0.8637	0.6455	1.24	83.76	0.2182	0.0000	85.00	1128.60	123.76	9.8032	31.534	288.417	34.849
79	7.800	1099.00	56000.0	293.621	0.8743	0.6615	1.24	83.76	0.2128	0.0000	85.00	1157.44	126.92	9.8031	31.904	291.882	34.638
80	7.900	1097.00	56000.0	297.085	0.8849	0.6774	1.24	83.76	0.2075	0.0000	85.00	1186.63	130.11	9.8030	32.273	295.326	34.421
81	8.000	1095.00	56000.0	300.527	0.8955	0.6933	1.23	83.77	0.2022	0.0000	85.00	1216.16	133.34	9.8029	32.638	298.749	34.198
82	8.100	1093.00	56000.0	303.946	0.9060	0.7084	1.23	83.77	0.2060	0.0000	85.00	1246.04	136.60	9.8028	33.001	302.150	33.974
83	8.200	1091.00	56000.0	307.344	0.9165	0.7230	1.23	83.77	0.2165	0.0000	85.00	1276.25	139.90	9.8027	33.362	305.528	33.750
84	8.300	1089.00	56000.0	310.719	0.9269	0.7376	1.23	83.77	0.2269	0.0000	85.00	1306.81	143.24	9.8026	33.719	308.884	33.521
85	8.400	1087.00	56000.0	314.071	0.9372	0.7521	1.23	83.77	0.2372	0.0000	85.00	1337.69	146.61	9.8025	34.073	312.217	33.286
86	8.500	1085.00	56000.0	317.400	0.9475	0.7664	1.23	83.77	0.2475	0.0000	85.00	1368.92	150.01	9.8024	34.425	315.527	33.046
87	8.600	1083.00	56000.0	320.704	0.9577	0.7807	1.22	83.78	0.2577	0.0000	85.00	1400.47	153.46	9.8023	34.773	318.813	32.800
88	8.700	1081.00	56000.0	323.984	0.9678	0.7950	1.22	83.78	0.2678	0.0000	85.00	1432.35	156.93	9.8022	35.118	322.075	32.550
89	8.800	1079.00	56000.0	327.239	0.9779	0.8091	1.22	83.78	0.2779	0.0000	85.00	1464.56	160.45	9.8021	35.459	325.312	32.296
90	8.900	1077.00	56000.0	330.469	0.9879	0.8231	1.22	83.78	0.2879	0.0000	85.00	1497.09	163.99	9.8020	35.798	328.524	32.037
91	9.000	1075.00	56000.0	333.672	0.9979	0.8371	1.22	83.78	0.2979	0.0000	85.00	1529.94	167.57	9.8019	36.133	331.710	31.773
92	9.100	1073.00	56000.0	336.850	1.0078	0.8426	1.21	83.79	0.3013	0.0000	85.00	1563.11	171.18	9.8018	36.464	334.870	31.613
93	9.200	1071.00	56000.0	340.011	1.0177	0.8459	1.21	83.79	0.3029	0.0000	85.00	1596.60	174.83	9.8017	36.794	338.014	31.480
94	9.300	1069.00	56000.0	343.159	1.0275	0.8492	1.21	83.79	0.3046	0.0000	85.00	1630.40	178.51	9.8016	37.121	341.145	31.345
95	9.400	1067.00	56000.0	346.294	1.0373	0.8524	1.21	83.79	0.3062	0.0000	85.00	1664.51	182.22	9.8015	37.447	344.263	31.210
96	9.500	1065.00	56000.0	349.414	1.0471	0.8557	1.21	83.79	0.3078	0.0000	85.00	1698.94	185.97	9.8014	37.771	347.367	31.073
97	9.600	1063.00	56000.0	352.522	1.0568	0.8589	1.20	83.80	0.3095	0.0000	85.00	1733.68	189.74	9.8013	38.094	350.458	30.936
98	9.700	1061.00	56000.0	355.615	1.0665	0.8616	1.20	83.80	0.3002	0.0000	85.00	1768.72	193.55	9.8012	38.414	353.535	30.806
99	9.800	1059.00	56000.0	358.696	1.0762	0.8640	1.20	83.80	0.2857	0.0000	85.00	1804.08	197.40	9.8011	38.733	356.599	30.678
100	9.900	1057.00	56000.0	361.764	1.0859	0.8665	1.20	83.80	0.2712	0.0000	85.00	1839.74	201.27	9.8010	39.051	359.650	30.551
101	10.000	1055.00	56000.0	364.819	1.0955	0.8689	1.19	83.81	0.2568	0.0000	85.00	1875.70	205.17	9.8009	39.367	362.689	30.422
102	10.100	1053.00	56000.0	367.861	1.1051	0.8680	1.19	83.81	0.2500	0.0000	85.00	1911.97	209.11	9.8008	39.683	365.714	30.344
103	10.200	1051.00	56000.0	370.895	1.1147	0.8641	1.19	83.81	0.2500	0.0000	85.00	1948.54	213.08	9.8006	39.997	368.733	30.310
104	10.300	1049.00	56000.0	373.927	1.1243	0.8603	1.19	83.81	0.2500	0.0000	85.00	1985.42	217.08	9.8005	40.311	371.747	30.279
105	10.400	1047.00	56000.0	376.954	1.1339	0.8564	1.19	83.81	0.2500	0.0000	85.00	2022.59	221.11	9.8004	40.624	374.759	30.249
106	10.500	1045.00	56000.0	379.979	1.1435	0.8526	1.18	83.82	0.2500	0.0000	85.00	2060.07	225.17	9.8003	40.937	377.768	30.221
107	10.600	1043.00	56000.0	383.001	1.1531	0.8488	1.18	83.82	0.2500	0.0000	85.00	2097.84	229.27	9.8002	41.249	380.774	30.195
108	10.700	1041.00	56000.0	386.021	1.1627	0.8449	1.18	83.82	0.2500	0.0000	85.00	2135.92	233.39	9.8001	41.561	383.777	30.170
109	10.800	1039.00	56000.0	389.038	1.1723	0.8411	1.18	83.82	0.2500	0.0000	85.00	2174.30	237.55	9.7999	41.872	386.778	30.148
110	10.900	1037.00	56000.0	392.053	1.1820	0.8372	1.18	83.82	0.2500	0.0000	85.00	2212.98	241.73	9.7998	42.182	389.777	30.127
111	11.000	1035.00	56000.0	395.065	1.1916	0.8334	1.17	83.83	0.2500	0.0000	85.00	2251.95	245.95	9.7997	42.492	392.774	30.108
112	11.100	1033.00	56000.0	398.076	1.2012	0.8296	1.17	83.83	0.2500	0.0000	85.00	2291.23	250.20	9.7996	42.802	395.769	30.089
113	11.200	1031.00	56000.0	401.085	1.2109	0.8267	1.17	83.83	0.2500	0.0000	85.00	2330.81	254.48	9.7995	43.111	398.762	30.058
114	11.300	1029.00	56000.0	404.091	1.2205	0.8238	1.17	83.83	0.2500	0.0000	85.00	2370.68	258.79	9.7993	43.419	401.752	30.027
115	11.400	1027.00	56000.0	407.094	1.2302	0.8209	1.17	83.83	0.2500	0.0000	85.00	2410.86	263.13	9.7992	43.727	404.738	29.999
116	11.500	1025.00	56000.0	410.094	1.2399	0.8180	1.16	83.84	0.2500	0.0000	85.00	2451.33	267.51	9.7991	44.034	407.723	29.972
117	11.600	1023.00	56000.0	413.091	1.2495	0.8151	1.16	83.84	0.2500	0.0000	85.00	2492.10	271.91	9.7990	44.341	410.704	29.947
118	11.700	1021.00	56000.0	416.085	1.2592	0.8122	1.16	83.84	0.2500	0.0000	85.00	2533.18	276.34	9.7988	44.647	413.683	29.923
119	11.800	1019.00	56000.0	419.078	1.2689	0.8093	1.16	83.84	0.2500	0.0000	85.00	2574.54	280.81	9.7987	44.953	416.660	29.901
120	11.900	1017.00	56000.0	422.068	1.2786	0.8064	1.16	83.84	0.2500	0.0000	85.00	2616.21	285.30	9.7986	45.258	419.634	29.881
121	12.000	1015.00	56000.0	425.056	1.2883	0.8035	1.15	83.85	0.2500	0.0000	85.00	2658.17	289.83	9.7985	45.563	422.607	29.863
122	12.100	1013.00	56000.0	428.042	1.2980	0.8006	1.15	83.85	0.2500	0.0000	85.00	2700.43	294.39	9.7983	45.868	425.578	29.847
123	12.200	1011.00	56000.0	431.027	1.3077	0.7992	1.15	83.85	0.2500	0.0000	85.00	2742.99	298.97	9.7982	46.171	428.547	29.802
124	12.300	1009.00	56000.0	434.007	1.3174	0.7983	1.15	83.85	0.2500	0.0000	85.00	2785.85	303.59	9.7981	46.475	431.512	29.750
125	12.400	1007.00	56000.0	436.982	1.3272	0.7973	1.15	83.85	0.2500	0.0000	85.00	2829.00	308.24	9.7979	46.777	434.471	29.699
126	12.500	1005.00	56000.0	439.952	1.3369	0.7963	1.14	83.86	0.2500	0.0000	85.00	2872.44	312.92	9.7978	47.078	437.426	29.650
127	12.600	1003.00	56000.0	442.917	1.3466	0.7953	1.14	83.86	0.2500	0.0000	85.00	2916.19	317.62	9.7977	47.379	440.376	29.602
128	12.700	1001.00	56000.0	445.877	1.3563	0.7944	1.14	83.86	0.2500	0.0000	85.00	2960.22	322.36	9.7975	47.679	443.321	29.555
129	12.800	999.00	56000.0	448.833	1.3660	0.7934	1.14	83.86	0.2500	0.0000	85.00	3004.56	327.13	9.7974	47.978	446.261	29.510
130	12.900	997.00	56000.0	451.784	1.3758	0.7924	1.13	83.87	0.2500	0.0000	85.00	3049.18	331.93	9.7972	48.277	449.197	29.465
131	13.000	995.00	56000.0	454.730	1.3855	0.7915	1.13	83.87	0.2500	0.0000	85.00	3094.10	336.76	9.7971	48.575	452.129	29.423
