x(m)	V(m/s)
114.76	218.428
115.20	218.801
115.64	219.174
116.09	219.546
116.53	219.919
116.97	220.292
117.42	220.664
117.87	221.037
118.31	221.409
118.76	221.781
119.21	222.154
119.66	222.526
120.11	222.898
120.56	223.270
121.02	223.642
121.47	224.015
121.93	224.387
122.38	224.758
122.84	225.130
123.30	225.502
123.76	225.874
124.22	226.246
124.68	226.617
125.14	226.989
125.60	227.360
126.06	227.732
126.53	228.103
126.99	228.475
127.46	228.846
127.93	229.217
128.40	229.588
128.86	229.959
129.33	230.330
129.81	230.701
130.28	231.072
130.75	231.443
131.22	231.814
131.70	232.184
132.18	232.555
132.65	232.926
133.13	233.296
133.61	233.667
134.09	234.037
134.57	234.407
135.05	234.777
135.53	235.148
136.02	235.518
136.50	235.888
136.99	236.258
137.47	236.627
137.96	236.997
138.45	237.367
138.94	237.737
139.43	238.106
139.92	238.476
140.41	238.845
140.91	239.214
141.40	239.584
141.90	239.953
142.39	240.322
142.89	240.691
143.39	241.060
143.89	241.429
144.39	241.797
144.89	242.166
145.39	242.535
145.89	242.903
146.39	243.272
146.90	243.640
147.40	244.008
147.91	244.377
148.42	244.745
148.93	245.113
149.44	245.481
149.95	245.848
150.46	246.216
150.97	246.584
151.48	246.952
152.00	247.319
152.51	247.686
153.03	248.054
153.55	248.421
154.07	248.788
154.59	249.155
155.11	249.522
155.63	249.889
156.15	250.256
156.67	250.623
157.20	250.989
157.72	251.356
158.25	251.722
158.77	252.088
159.30	252.455
159.83	252.821
160.36	253.187
160.89	253.553
161.42	253.919
161.96	254.284
162.49	254.650
163.02	255.015
163.56	255.381
164.10	255.746
164.63	256.111
165.17	256.477
165.71	256.842
166.25	257.207
166.79	257.571
167.34	257.936
167.88	258.301
168.42	258.665
168.97	259.030
169.52	259.394
170.06	259.758
170.61	260.122
171.16	260.486
171.71	260.850
172.26	261.214
172.81	261.578
173.37	261.941
173.92	262.305
174.48	262.668
175.03	263.031
175.59	263.394
176.15	263.757
176.71	264.120
177.27	264.483
177.83	264.846
178.39	265.208
178.95	265.571
179.52	265.933
180.08	266.295
180.65	266.657
181.21	267.019
181.78	267.381
182.35	267.743
182.92	268.104
183.49	268.466
184.06	268.827
184.63	269.189
185.21	269.550
185.78	269.911
186.36	270.272
186.93	270.632
187.51	270.993
188.09	271.353
188.67	271.713
189.25	272.073
189.83	272.433
190.41	272.793
191.00	273.152
191.58	273.511
192.17	273.870
192.75	274.229
193.34	274.588
193.93	274.947
194.52	275.305
195.11	275.663
195.70	276.021
196.29	276.379
196.88	276.737
197.48	277.095
198.07	277.452
198.67	277.809
199.26	278.166
199.86	278.523
200.46	278.879
201.06	279.236
201.66	279.592
202.26	279.948
202.87	280.304
203.47	280.660
204.07	281.015
204.68	281.370
205.29	281.725
205.89	282.080
206.50	282.435
207.11	282.790
207.72	283.144
208.33	283.498
208.95	283.852
209.56	284.206
210.17	284.559
210.79	284.913
211.41	285.266
212.02	285.619
212.64	285.972
213.26	286.324
213.88	286.677
214.50	287.029
215.12	287.381
215.75	287.732
216.37	288.084
217.00	288.435
217.62	288.787
218.25	289.137
218.88	289.488
219.51	289.839
220.14	290.189
220.77	290.539
221.40	290.889
222.03	291.239
222.67	291.588
223.30	291.938
223.94	292.287
224.57	292.636
225.21	292.984
225.85	293.333
226.49	293.681
227.13	294.029
227.77	294.377
228.41	294.725
229.06	295.072
229.70	295.419
230.35	295.766
230.99	296.113
231.64	296.459
232.29	296.806
232.94	297.152
233.59	297.498
234.24	297.843
234.89	298.189
235.55	298.534
236.20	298.879
236.86	299.224
237.51	299.568
238.17	299.913
238.83	300.257
239.49	300.600
240.15	300.944
240.81	301.288
241.47	301.631
242.13	301.974
242.79	302.316
243.46	302.659
244.12	303.001
244.79	303.343
245.46	303.685
246.13	304.027
246.80	304.368
247.47	304.709
248.14	305.050
248.81	305.391
249.49	305.732
250.16	306.072
250.83	306.412
251.51	306.752
252.19	307.092
252.87	307.431
253.55	307.770
254.23	308.109
254.91	308.448
255.59	308.786
256.27	309.125
256.96	309.463
257.64	309.800
258.33	310.138
259.01	310.475
259.70	310.812
260.39	311.149
261.08	311.486
261.77	311.822
262.46	312.159
263.16	312.494
263.85	312.830
264.54	313.166
265.24	313.501
265.94	313.836
266.63	314.171
267.33	314.505
268.03	314.840
268.73	315.174
269.43	315.507
270.13	315.841
270.84	316.174
271.54	316.507
272.25	316.840
272.95	317.173
273.66	317.505
274.37	317.837
275.08	318.169
275.79	318.501
276.50	318.832
277.21	319.164
277.92	319.494
278.63	319.825
279.35	320.156
280.06	320.486
280.78	320.816
281.50	321.145
282.22	321.475
282.94	321.804
283.66	322.133
284.38	322.462
285.10	322.790
285.82	323.118
286.55	323.446
287.27	323.774
288.00	324.101
288.72	324.429
289.45	324.755
290.18	325.082
290.91	325.409
291.64	325.735
292.37	326.061
293.11	326.386
293.84	326.712
294.57	327.037
295.31	327.362
296.05	327.686
296.78	328.011
297.52	328.335
298.26	328.659
299.00	328.982
299.74	329.306
300.48	329.629
301.23	329.952
301.97	330.274
302.72	330.597
303.46	330.919
304.21	331.240
304.96	331.562
305.71	331.883
306.46	332.204
307.21	332.525
307.96	332.845
308.71	333.166
309.46	333.486
310.22	333.805
310.97	334.125
311.73	334.444
312.49	334.763
313.24	335.081
314.00	335.400
314.76	335.719
315.52	336.037
316.29	336.355
317.05	336.673
317.81	336.991
318.58	337.309
319.34	337.627
320.11	337.944
320.88	338.262
321.64	338.579
322.41	338.896
323.18	339.213
323.96	339.530
324.73	339.847
325.50	340.164
326.27	340.480
327.05	340.797
327.83	341.113
328.60	341.429
329.38	341.745
330.16	342.061
330.94	342.377
331.72	342.692
332.50	343.008
333.28	343.323
334.07	343.638
334.85	343.953
335.64	344.268
336.42	344.583
337.21	344.897
338.00	345.212
338.79	345.526
339.58	345.840
340.37	346.154
341.16	346.468
341.95	346.782
342.74	347.096
343.54	347.409
344.34	347.723
345.13	348.036
345.93	348.349
346.73	348.662
347.53	348.975
348.33	349.288
349.13	349.600
349.93	349.913
350.73	350.225
351.54	350.537
352.34	350.849
353.15	351.161
353.95	351.473
354.76	351.784
355.57	352.096
356.38	352.407
357.19	352.718
358.00	353.029
358.82	353.340
359.63	353.651
360.44	353.962
361.26	354.272
362.07	354.583
362.89	354.893
363.71	355.203
364.53	355.513
365.35	355.823
366.17	356.133
366.99	356.442
367.81	356.752
368.64	357.061
369.46	357.370
370.29	357.679
371.11	357.988
371.94	358.297
372.77	358.606
373.60	358.915
374.43	359.223
375.26	359.531
376.09	359.840
376.92	360.148
377.76	360.456
378.59	360.763
379.43	361.071
380.27	361.379
381.10	361.686
381.94	361.994
382.78	362.301
383.62	362.608
384.46	362.915
385.31	363.221
386.15	363.528
386.99	363.835
387.84	364.141
388.68	364.447
389.53	364.754
390.38	365.060
391.23	365.365
392.08	365.671
392.93	365.977
393.78	366.282
394.63	366.588
395.49	366.893
396.34	367.198
397.20	367.504
398.05	367.809
398.91	368.114
399.77	368.419
400.63	368.724
401.49	369.029
402.35	369.334
403.21	369.639
404.07	369.944
404.94	370.249
405.80	370.554
406.67	370.859
407.53	371.164
408.40	371.469
409.27	371.774
410.14	372.078
411.01	372.383
411.88	372.688
412.75	372.992
413.63	373.297
414.50	373.602
415.37	373.906
416.25	374.211
417.13	374.515
418.00	374.820
418.88	375.124
419.76	375.428
420.64	375.733
421.53	376.037
422.41	376.342
423.29	376.646
424.18	376.950
425.06	377.254
425.95	377.558
426.83	377.863
427.72	378.167
428.61	378.471
429.50	378.775
430.39	379.079
431.28	379.383
432.18	379.687
433.07	379.991
433.97	380.295
434.86	380.599
435.76	380.903
436.66	381.206
437.55	381.510
438.45	381.814
439.35	382.118
440.26	382.422
441.16	382.725
442.06	383.029
442.96	383.333
443.87	383.636
444.78	383.940
445.68	384.243
446.59	384.547
447.50	384.851
448.41	385.154
449.32	385.458
450.23	385.761
451.14	386.064
452.06	386.368
452.97	386.671
453.89	386.975
454.80	387.278
455.72	387.581
456.64	387.884
457.56	388.188
458.48	388.491
459.40	388.794
460.32	389.097
461.24	389.401
462.17	389.704
463.09	390.007
464.02	390.310
464.95	390.613
465.87	390.916
466.80	391.219
467.73	391.522
468.66	391.825
469.59	392.128
470.53	392.431
471.46	392.734
472.39	393.037
473.33	393.340
474.27	393.643
475.20	393.945
476.14	394.248
477.08	394.551
478.02	394.854
478.96	395.157
479.90	395.459
480.85	395.762
481.79	396.065
482.73	396.368
483.68	396.670
484.63	396.973
485.57	397.276
486.52	397.578
487.47	397.881
488.42	398.183
489.37	398.486
490.33	398.789
491.28	399.091
492.23	399.393
493.19	399.696
494.15	399.998
495.10	400.301
496.06	400.603
497.02	400.905
497.98	401.207
498.94	401.510
499.90	401.812
500.87	402.114
501.83	402.416
502.79	402.718
503.76	403.020
504.73	403.322
505.69	403.624
506.66	403.926
507.63	404.228
508.60	404.530
509.57	404.832
510.55	405.134
511.52	405.436
512.49	405.738
513.47	406.039
514.44	406.341
515.42	406.643
516.40	406.944
517.38	407.246
518.36	407.548
519.34	407.849
520.32	408.151
521.30	408.452
522.29	408.754
523.27	409.055
524.26	409.357
525.25	409.658
526.23	409.960
527.22	410.261
528.21	410.562
529.20	410.864
530.19	411.165
531.19	411.466
532.18	411.767
533.17	412.068
534.17	412.370
535.17	412.671
536.16	412.972
537.16	413.273
538.16	413.574
539.16	413.875
540.16	414.176
541.16	414.477
542.17	414.778
543.17	415.079
544.17	415.380
545.18	415.681
546.19	415.982
547.19	416.283
548.20	416.583
549.21	416.884
550.22	417.185
551.24	417.486
552.25	417.786
553.26	418.087
554.28	418.388
555.29	418.688
556.31	418.989
557.32	419.290
558.34	419.590
559.36	419.891
560.38	420.191
561.40	420.492
562.43	420.792
563.45	421.093
564.47	421.393
565.50	421.694
566.52	421.994
567.55	422.295
568.58	422.595
569.61	422.895
570.64	423.196
571.67	423.496
572.70	423.796
573.73	424.096
574.77	424.397
575.80	424.697
576.84	424.997
577.87	425.297
578.91	425.598
579.95	425.898
580.99	426.198
582.03	426.498
583.07	426.798
584.11	427.098
585.16	427.398
586.20	427.698
587.25	427.998
588.29	428.298
589.34	428.598
590.39	428.898
591.44	429.198
592.49	429.498
593.54	429.798
594.59	430.098
595.64	430.397
596.70	430.697
597.75	430.997
598.81	431.296
599.86	431.596
600.92	431.895
601.98	432.195
603.04	432.494
604.10	432.793
605.16	433.093
606.23	433.392
607.29	433.691
608.35	433.990
609.42	434.289
610.49	434.588
611.55	434.887
612.62	435.186
613.69	435.485
614.76	435.783
615.83	436.082
616.91	436.381
617.98	436.679
619.05	436.978
620.13	437.277
621.21	437.575
622.28	437.873
623.36	438.172
624.44	438.470
625.52	438.768
626.60	439.067
627.68	439.365
628.77	439.663
629.85	439.961
630.93	440.259
632.02	440.557
633.11	440.855
634.20	441.153
635.28	441.450
636.37	441.748
637.46	442.046
638.56	442.343
639.65	442.641
640.74	442.939
641.84	443.236
642.93	443.533
644.03	443.831
645.13	444.128
646.23	444.425
647.33	444.723
648.43	445.020
649.53	445.317
650.63	445.614
651.73	445.911
652.84	446.208
653.94	446.505
655.05	446.802
656.16	447.099
657.26	447.396
658.37	447.693
659.48	447.989
660.59	448.286
661.71	448.583
662.82	448.879
663.93	449.176
665.05	449.472
666.16	449.769
667.28	450.065
668.40	450.361
669.52	450.658
670.64	450.954
671.76	451.250
672.88	451.546
674.00	451.842
675.13	452.138
676.25	452.434
677.38	452.730
678.50	453.026
679.63	453.322
680.76	453.618
681.89	453.914
683.02	454.210
684.15	454.505
685.29	454.801
686.42	455.097
687.55	455.392
688.69	455.688
689.83	455.983
690.96	456.279
692.10	456.574
693.24	456.869
694.38	457.165
695.52	457.460
696.66	457.755
697.81	458.050
698.95	458.345
700.10	458.640
701.24	458.935
702.39	459.230
703.54	459.525
704.69	459.820
705.84	460.115
706.99	460.410
708.14	460.705
709.29	461.000
710.45	461.295
711.60	461.590
712.76	461.885
713.91	462.179
715.07	462.474
716.23	462.769
717.39	463.064
718.55	463.359
719.71	463.653
720.88	463.948
722.04	464.243
723.21	464.538
724.37	464.832
725.54	465.127
726.71	465.422
727.87	465.716
729.04	466.011
730.21	466.306
731.39	466.600
732.56	466.895
733.73	467.190
734.91	467.484
736.08	467.779
737.26	468.074
738.44	468.368
739.61	468.663
740.79	468.957
741.97	469.252
743.15	469.547
744.34	469.841
745.52	470.136
746.70	470.430
747.89	470.725
749.08	471.019
750.26	471.314
751.45	471.608
752.64	471.903
753.83	472.197
755.02	472.492
756.21	472.786
757.41	473.081
758.60	473.375
759.80	473.670
760.99	473.964
762.19	474.259
763.39	474.553
764.59	474.848
765.79	475.142
766.99	475.437
768.19	475.731
769.39	476.026
770.60	476.320
771.80	476.615
773.01	476.909
774.21	477.203
775.42	477.498
776.63	477.792
777.84	478.087
779.05	478.381
780.26	478.676
781.48	478.970
782.69	479.264
783.90	479.559
785.12	479.853
786.34	480.148
787.55	480.442
788.77	480.736
789.99	481.031
791.21	481.325
792.44	481.620
793.66	481.914
794.88	482.209
796.11	482.503
797.33	482.797
798.56	483.092
799.79	483.386
801.02	483.681
802.24	483.975
803.48	484.269
804.71	484.564
805.94	484.858
807.17	485.153
808.41	485.447
809.64	485.742
810.88	486.036
812.12	486.330
813.36	486.625
814.60	486.919
815.84	487.214
817.08	487.508
818.32	487.803
819.56	488.097
820.81	488.392
822.05	488.686
823.30	488.981
824.55	489.275
825.80	489.570
827.04	489.864
828.29	490.158
829.55	490.453
830.80	490.747
832.05	491.042
833.31	491.337
834.56	491.631
835.82	491.926
837.08	492.220
838.33	492.515
839.59	492.809
840.85	493.104
842.12	493.398
843.38	493.693
844.64	493.987
845.91	494.282
847.17	494.577
848.44	494.871
849.70	495.166
850.97	495.460
852.24	495.755
853.51	496.050
854.78	496.344
856.06	496.639
857.33	496.934
858.60	497.228
859.88	497.523
861.15	497.818
862.43	498.112
863.71	498.407
864.99	498.702
866.27	498.997
867.55	499.291
868.83	499.586
870.12	499.881
871.40	500.176
872.69	500.471
873.97	500.765
875.26	501.060
876.55	501.355
877.84	501.650
879.13	501.945
880.42	502.240
881.71	502.535
883.01	502.829
884.30	503.124
885.59	503.419
886.89	503.714
888.19	504.009
889.49	504.304
890.79	504.599
892.09	504.894
893.39	505.189
894.69	505.484
895.99	505.779
897.30	506.074
898.60	506.369
899.91	506.665
901.22	506.960
902.53	507.255
903.84	507.550
905.15	507.845
906.46	508.140
907.77	508.436
909.08	508.731
910.40	509.026
911.71	509.321
913.03	509.617
914.35	509.912
915.66	510.207
916.98	510.503
918.30	510.798
919.63	511.093
920.95	511.389
922.27	511.684
923.60	511.980
924.92	512.275
926.25	512.570
927.58	512.866
928.90	513.161
930.23	513.457
931.57	513.753
932.90	514.048
934.23	514.344
935.56	514.639
936.90	514.935
938.23	515.231
939.57	515.526
940.91	515.822
942.25	516.118
943.59	516.414
944.93	516.709
946.27	517.005
947.61	517.301
948.95	517.597
950.30	517.893
951.65	518.189
952.99	518.485
954.34	518.781
955.69	519.077
957.04	519.373
958.39	519.669
959.74	519.965
961.09	520.261
962.45	520.557
963.80	520.853
965.16	521.149
966.52	521.445
967.87	521.742
969.23	522.038
970.59	522.334
971.95	522.630
973.32	522.927
974.68	523.223
976.04	523.519
977.41	523.816
978.77	524.112
980.14	524.409
981.51	524.705
982.88	525.002
984.25	525.298
985.62	525.595
986.99	525.892
988.37	526.188
989.74	526.485
991.11	526.782
992.49	527.078
993.87	527.375
995.25	527.672
996.63	527.969
998.01	528.266
999.39	528.562
1000.77	528.859
1002.15	529.156
1003.54	529.453
1004.92	529.750
1006.31	530.047
1007.70	530.345
1009.09	530.642
1010.48	530.939
1011.87	531.236
1013.26	531.533
1014.65	531.830
1016.05	532.128
1017.44	532.425
1018.84	532.722
1020.23	533.020
1021.63	533.317
1023.03	533.615
1024.43	533.912
1025.83	534.210
1027.23	534.507
1028.64	534.805
1030.04	535.103
1031.44	535.400
1032.85	535.698
1034.26	535.996
1035.67	536.294
1037.07	536.591
1038.49	536.889
1039.90	537.187
1041.31	537.485
1042.72	537.783
1044.14	538.081
1045.55	538.379
1046.97	538.677
1048.39	538.976
1049.80	539.274
1051.22	539.572
1052.64	539.870
1054.07	540.169
1055.49	540.467
1056.91	540.765
1058.34	541.064
1059.76	541.362
1061.19	541.661
1062.62	541.959
1064.05	542.258
1065.48	542.556
1066.91	542.855
1068.34	543.154
1069.77	543.453
1071.20	543.751
1072.64	544.050
1074.08	544.349
1075.51	544.648
1076.95	544.947
1078.39	545.246
1079.83	545.545
1081.27	545.844
1082.71	546.144
1084.16	546.443
1085.60	546.742
1087.05	547.041
1088.49	547.341
1089.94	547.640
1091.39	547.939
1092.84	548.239
1094.29	548.538
1095.74	548.838
1097.19	549.138
1098.65	549.437
1100.10	549.737
1101.56	550.037
1103.02	550.337
1104.47	550.636
1105.93	550.936
1107.39	551.236
1108.85	551.536
1110.32	551.836
1111.78	552.136
1113.24	552.437
1114.71	552.737
1116.17	553.037
1117.64	553.337
1119.11	553.638
1120.58	553.938
1122.05	554.239
1123.52	554.539
1124.99	554.840
1126.47	555.140
1127.94	555.441
1129.42	555.742
1130.90	556.042
1132.37	556.343
1133.85	556.644
1135.33	556.945
1136.81	557.246
1138.30	557.547
1139.78	557.848
1141.26	558.149
1142.75	558.450
1144.23	558.752
1145.72	559.053
1147.21	559.354
1148.70	559.656
1150.19	559.957
1151.68	560.259
1153.17	560.560
1154.67	560.862
1156.16	561.164
1157.66	561.465
1159.15	561.767
1160.65	562.069
1162.15	562.371
1163.65	562.673
1165.15	562.975
1166.65	563.277
1168.16	563.579
1169.66	563.881
1171.17	564.184
1172.67	564.486
1174.18	564.788
1175.69	565.091
1177.20	565.393
1178.71	565.696
1180.22	565.998
1181.73	566.301
1183.25	566.604
1184.76	566.907
1186.28	567.210
1187.79	567.512
1189.31	567.815
1190.83	568.118
1192.35	568.422
1193.87	568.725
1195.40	569.028
1196.92	569.331
1198.44	569.635
1199.97	569.938
1201.49	570.242
1203.02	570.545
1204.55	570.849
1206.08	571.152
1207.61	571.456
1209.14	571.760
1210.68	572.064
1212.21	572.368
1213.75	572.672
1215.28	572.976
1216.82	573.280
1218.36	573.584
1219.90	573.888
1221.44	574.193
1222.98	574.497
1224.52	574.801
1226.06	575.106
1227.61	575.411
1229.15	575.715
1230.70	576.020
1232.25	576.325
1233.80	576.630
1235.35	576.935
1236.90	577.240
1238.45	577.545
1240.00	577.850
1241.56	578.155
1243.11	578.460
1244.67	578.766
1246.23	579.071
1247.79	579.377
1249.35	579.682
1250.91	579.988
1252.47	580.293
1254.03	580.599
1255.60	580.905
1257.16	581.211
1258.73	581.517
1260.29	581.823
