x(m)	V(m/s)
65.34	210.883
65.36	210.920
65.38	210.957
65.41	210.994
65.43	211.032
65.45	211.069
65.47	211.106
65.50	211.143
65.52	211.180
65.54	211.218
65.57	211.255
65.59	211.292
65.61	211.329
65.64	211.367
65.66	211.404
65.68	211.441
65.70	211.478
65.73	211.515
65.75	211.553
65.77	211.590
65.80	211.627
65.82	211.664
65.84	211.702
65.87	211.739
65.89	211.776
65.91	211.813
65.94	211.850
65.96	211.888
65.98	211.925
66.00	211.962
66.03	211.999
66.05	212.037
66.07	212.074
66.10	212.111
66.12	212.148
66.14	212.185
66.17	212.223
66.19	212.260
66.21	212.297
66.24	212.334
66.26	212.371
66.28	212.409
66.30	212.446
66.33	212.483
66.35	212.520
66.37	212.558
66.40	212.595
66.42	212.632
66.44	212.669
66.47	212.706
66.49	212.744
66.51	212.781
66.54	212.818
66.56	212.855
66.58	212.892
66.61	212.930
66.63	212.967
66.65	213.004
66.68	213.041
66.70	213.078
66.72	213.116
66.74	213.153
66.77	213.190
66.79	213.227
66.81	213.264
66.84	213.302
66.86	213.339
66.88	213.376
66.91	213.413
66.93	213.450
66.95	213.488
66.98	213.525
67.00	213.562
67.02	213.599
67.05	213.636
67.07	213.674
67.09	213.711
67.12	213.748
67.14	213.785
67.16	213.822
67.19	213.860
67.21	213.897
67.23	213.934
67.26	213.971
67.28	214.008
67.30	214.046
67.33	214.083
67.35	214.120
67.37	214.157
67.40	214.194
67.42	214.231
67.44	214.269
67.47	214.306
67.49	214.343
67.51	214.380
67.54	214.417
67.56	214.455
67.58	214.492
67.61	214.529
67.63	214.566
67.65	214.603
67.68	214.641
67.70	214.678
67.72	214.715
67.75	214.752
67.77	214.789
67.79	214.826
67.82	214.864
67.84	214.901
67.86	214.938
67.89	214.975
67.91	215.012
67.93	215.050
67.96	215.087
67.98	215.124
68.00	215.161
68.03	215.198
68.05	215.235
68.07	215.273
68.10	215.310
68.12	215.347
68.14	215.384
68.17	215.421
68.19	215.458
68.21	215.496
68.24	215.533
68.26	215.570
68.28	215.607
68.31	215.644
68.33	215.682
68.35	215.719
68.38	215.756
68.40	215.793
68.43	215.830
68.45	215.867
68.47	215.905
68.50	215.942
68.52	215.979
68.54	216.016
68.57	216.053
68.59	216.090
68.61	216.128
68.64	216.165
68.66	216.202
68.68	216.239
68.71	216.276
68.73	216.313
68.75	216.351
68.78	216.388
68.80	216.425
68.83	216.462
68.85	216.499
68.87	216.536
68.90	216.573
68.92	216.611
68.94	216.648
68.97	216.685
68.99	216.722
69.01	216.759
69.04	216.796
69.06	216.834
69.08	216.871
69.11	216.908
69.13	216.945
69.16	216.982
69.18	217.019
69.20	217.057
69.23	217.094
69.25	217.131
69.27	217.168
69.30	217.205
69.32	217.242
69.34	217.279
69.37	217.317
69.39	217.354
69.42	217.391
69.44	217.428
69.46	217.465
69.49	217.502
69.51	217.539
69.53	217.577
69.56	217.614
69.58	217.651
69.60	217.688
69.63	217.725
69.65	217.762
69.68	217.800
69.70	217.837
69.72	217.874
69.75	217.911
69.77	217.948
69.79	217.985
69.82	218.022
69.84	218.060
69.87	218.097
69.89	218.134
69.91	218.171
69.94	218.208
69.96	218.245
69.98	218.282
70.01	218.319
70.03	218.357
70.06	218.394
70.08	218.431
70.10	218.468
70.13	218.505
70.15	218.542
70.17	218.579
70.20	218.617
70.22	218.654
70.25	218.691
70.27	218.728
70.29	218.765
70.32	218.802
70.34	218.839
70.36	218.876
70.39	218.914
70.41	218.951
70.44	218.988
70.46	219.025
70.48	219.062
70.51	219.099
70.53	219.136
70.56	219.174
70.58	219.211
70.60	219.248
70.63	219.285
70.65	219.322
70.67	219.359
70.70	219.396
70.72	219.433
70.75	219.470
70.77	219.508
70.79	219.545
70.82	219.582
70.84	219.619
70.87	219.656
70.89	219.693
70.91	219.730
70.94	219.767
70.96	219.805
70.99	219.842
71.01	219.879
71.03	219.916
71.06	219.953
71.08	219.990
71.11	220.027
71.13	220.064
71.15	220.101
71.18	220.139
71.20	220.176
71.23	220.213
71.25	220.250
71.27	220.287
71.30	220.324
71.32	220.361
71.34	220.398
71.37	220.435
71.39	220.473
71.42	220.510
71.44	220.547
71.46	220.584
71.49	220.621
71.51	220.658
71.54	220.695
71.56	220.732
71.58	220.769
71.61	220.807
71.63	220.844
71.66	220.881
71.68	220.918
71.71	220.955
71.73	220.992
71.75	221.029
71.78	221.066
71.80	221.103
71.83	221.140
71.85	221.178
71.87	221.215
71.90	221.252
71.92	221.289
71.95	221.326
71.97	221.363
71.99	221.400
72.02	221.437
72.04	221.474
72.07	221.511
72.09	221.548
72.11	221.586
72.14	221.623
72.16	221.660
72.19	221.697
72.21	221.734
72.23	221.771
72.26	221.808
72.28	221.845
72.31	221.882
72.33	221.919
72.36	221.956
72.38	221.994
72.40	222.031
72.43	222.068
72.45	222.105
72.48	222.142
72.50	222.179
72.52	222.216
72.55	222.253
72.57	222.290
72.60	222.327
72.62	222.364
72.65	222.401
72.67	222.439
72.69	222.476
72.72	222.513
72.74	222.550
72.77	222.587
72.79	222.624
72.82	222.661
72.84	222.698
72.86	222.735
72.89	222.772
72.91	222.809
72.94	222.846
72.96	222.883
72.98	222.921
73.01	222.958
73.03	222.995
73.06	223.032
73.08	223.069
73.11	223.106
73.13	223.143
73.15	223.180
73.18	223.217
73.20	223.254
73.23	223.291
73.25	223.328
73.28	223.365
73.30	223.402
73.32	223.439
73.35	223.477
73.37	223.514
73.40	223.551
73.42	223.588
73.45	223.625
73.47	223.662
73.50	223.699
73.52	223.736
73.54	223.773
73.57	223.810
73.59	223.847
73.62	223.884
73.64	223.921
73.67	223.958
73.69	223.995
73.71	224.032
73.74	224.069
73.76	224.107
73.79	224.144
73.81	224.181
73.84	224.218
73.86	224.255
73.89	224.292
73.91	224.329
73.93	224.366
73.96	224.403
73.98	224.440
74.01	224.477
74.03	224.514
74.06	224.551
74.08	224.588
74.10	224.625
74.13	224.662
74.15	224.699
74.18	224.736
74.20	224.773
74.23	224.810
74.25	224.847
74.28	224.885
74.30	224.922
74.32	224.959
74.35	224.996
74.37	225.033
74.40	225.070
74.42	225.107
74.45	225.144
74.47	225.181
74.50	225.218
74.52	225.255
74.55	225.292
74.57	225.329
74.59	225.366
74.62	225.403
74.64	225.440
74.67	225.477
74.69	225.514
74.72	225.551
74.74	225.588
74.77	225.625
74.79	225.662
74.82	225.699
74.84	225.736
74.86	225.773
74.89	225.810
74.91	225.847
74.94	225.884
74.96	225.921
74.99	225.958
75.01	225.995
75.04	226.032
75.06	226.070
75.09	226.107
75.11	226.144
75.13	226.181
75.16	226.218
75.18	226.255
75.21	226.292
75.23	226.329
75.26	226.366
75.28	226.403
75.31	226.440
75.33	226.477
75.36	226.514
75.38	226.551
75.41	226.588
75.43	226.625
75.45	226.662
75.48	226.699
75.50	226.736
75.53	226.773
75.55	226.810
75.58	226.847
75.60	226.884
75.63	226.921
75.65	226.958
75.68	226.995
75.70	227.032
75.73	227.069
75.75	227.106
75.78	227.143
75.80	227.180
75.83	227.217
75.85	227.254
75.87	227.291
75.90	227.328
75.92	227.365
75.95	227.402
75.97	227.439
76.00	227.476
76.02	227.513
76.05	227.550
76.07	227.587
76.10	227.624
76.12	227.661
76.15	227.698
76.17	227.735
76.20	227.772
76.22	227.809
76.25	227.846
76.27	227.883
76.30	227.920
76.32	227.957
76.35	227.994
76.37	228.031
76.39	228.068
76.42	228.105
76.44	228.142
76.47	228.179
76.49	228.216
76.52	228.253
76.54	228.290
76.57	228.327
76.59	228.364
76.62	228.401
76.64	228.438
76.67	228.475
76.69	228.512
76.72	228.549
76.74	228.586
76.77	228.623
76.79	228.660
76.82	228.697
76.84	228.734
76.87	228.771
76.89	228.807
76.92	228.844
76.94	228.881
76.97	228.918
76.99	228.955
77.02	228.992
77.04	229.029
77.07	229.066
77.09	229.103
77.12	229.140
77.14	229.177
77.17	229.214
77.19	229.251
77.22	229.288
77.24	229.325
77.27	229.362
77.29	229.399
77.32	229.436
77.34	229.473
77.37	229.510
77.39	229.547
77.42	229.584
77.44	229.621
77.47	229.658
77.49	229.695
77.52	229.732
77.54	229.769
77.57	229.806
77.59	229.843
77.62	229.880
77.64	229.916
77.67	229.953
77.69	229.990
77.72	230.027
77.74	230.064
77.77	230.101
77.79	230.138
77.82	230.175
77.84	230.212
77.87	230.249
77.89	230.286
77.92	230.323
77.94	230.360
77.97	230.397
77.99	230.434
78.02	230.471
78.04	230.508
78.07	230.545
78.09	230.582
78.12	230.619
78.14	230.655
78.17	230.692
78.19	230.729
78.22	230.766
78.24	230.803
78.27	230.840
78.29	230.877
78.32	230.914
78.34	230.951
78.37	230.988
78.39	231.025
78.42	231.062
78.44	231.099
78.47	231.136
78.49	231.173
78.52	231.210
78.54	231.246
78.57	231.283
78.59	231.320
78.62	231.357
78.64	231.394
78.67	231.431
78.69	231.468
78.72	231.505
78.74	231.542
78.77	231.579
78.79	231.616
78.82	231.653
78.85	231.690
78.87	231.727
78.90	231.763
78.92	231.800
78.95	231.837
78.97	231.874
79.00	231.911
79.02	231.948
79.05	231.985
79.07	232.022
79.10	232.059
79.12	232.096
79.15	232.133
79.17	232.170
79.20	232.207
79.22	232.243
79.25	232.280
79.27	232.317
79.30	232.354
79.32	232.391
79.35	232.428
79.38	232.465
79.40	232.502
79.43	232.539
79.45	232.576
79.48	232.613
79.50	232.649
79.53	232.686
79.55	232.723
79.58	232.760
79.60	232.797
79.63	232.834
79.65	232.871
79.68	232.908
79.70	232.945
79.73	232.982
79.76	233.018
79.78	233.055
79.81	233.092
79.83	233.129
79.86	233.166
79.88	233.203
79.91	233.240
79.93	233.277
79.96	233.314
79.98	233.351
80.01	233.387
80.03	233.424
80.06	233.461
80.08	233.498
80.11	233.535
80.14	233.572
80.16	233.609
80.19	233.646
80.21	233.683
80.24	233.719
80.26	233.756
80.29	233.793
80.31	233.830
80.34	233.867
80.36	233.904
80.39	233.941
80.42	233.978
80.44	234.015
80.47	234.051
80.49	234.088
80.52	234.125
80.54	234.162
80.57	234.199
80.59	234.236
80.62	234.273
80.64	234.310
80.67	234.346
80.70	234.383
80.72	234.420
80.75	234.457
80.77	234.494
80.80	234.531
80.82	234.568
80.85	234.605
80.87	234.641
80.90	234.678
80.92	234.715
80.95	234.752
80.98	234.789
81.00	234.826
81.03	234.863
81.05	234.899
81.08	234.936
81.10	234.973
81.13	235.010
81.15	235.047
81.18	235.084
81.21	235.121
81.23	235.158
81.26	235.194
81.28	235.231
81.31	235.268
81.33	235.305
81.36	235.342
81.39	235.379
81.41	235.416
81.44	235.452
81.46	235.489
81.49	235.526
81.51	235.563
81.54	235.600
81.56	235.637
81.59	235.673
81.62	235.710
81.64	235.747
81.67	235.784
81.69	235.821
81.72	235.858
81.74	235.895
81.77	235.931
81.80	235.968
81.82	236.005
81.85	236.042
81.87	236.079
81.90	236.116
81.92	236.152
81.95	236.189
81.97	236.226
82.00	236.263
82.03	236.300
82.05	236.337
82.08	236.373
82.10	236.410
82.13	236.447
82.15	236.484
82.18	236.521
82.21	236.558
82.23	236.594
82.26	236.631
82.28	236.668
82.31	236.705
82.33	236.742
82.36	236.779
82.39	236.815
82.41	236.852
82.44	236.889
82.46	236.926
82.49	236.963
82.52	237.000
82.54	237.036
82.57	237.073
82.59	237.110
82.62	237.147
82.64	237.184
82.67	237.220
82.70	237.257
82.72	237.294
82.75	237.331
82.77	237.368
82.80	237.405
82.82	237.441
82.85	237.478
82.88	237.515
82.90	237.552
82.93	237.589
82.95	237.625
82.98	237.662
83.01	237.699
83.03	237.736
83.06	237.773
83.08	237.809
83.11	237.846
83.13	237.883
83.16	237.920
83.19	237.957
83.21	237.993
83.24	238.030
83.26	238.067
83.29	238.104
83.32	238.141
83.34	238.177
83.37	238.214
83.39	238.251
83.42	238.288
83.45	238.325
83.47	238.361
83.50	238.398
83.52	238.435
83.55	238.472
83.58	238.509
83.60	238.545
83.63	238.582
83.65	238.619
83.68	238.656
83.70	238.693
83.73	238.729
83.76	238.766
83.78	238.803
83.81	238.840
83.83	238.876
83.86	238.913
83.89	238.950
83.91	238.987
83.94	239.024
83.96	239.060
83.99	239.097
84.02	239.134
84.04	239.171
84.07	239.207
84.09	239.244
84.12	239.281
84.15	239.318
84.17	239.355
84.20	239.391
84.22	239.428
84.25	239.465
84.28	239.502
84.30	239.538
84.33	239.575
84.35	239.612
84.38	239.649
84.41	239.686
84.43	239.722
84.46	239.759
84.49	239.796
84.51	239.833
84.54	239.869
84.56	239.906
84.59	239.943
84.62	239.980
84.64	240.016
84.67	240.053
84.69	240.090
84.72	240.127
84.75	240.163
84.77	240.200
84.80	240.237
84.82	240.274
84.85	240.310
84.88	240.347
84.90	240.384
84.93	240.421
84.96	240.457
84.98	240.494
85.01	240.531
85.03	240.568
85.06	240.604
85.09	240.641
85.11	240.678
85.14	240.715
85.16	240.751
85.19	240.788
85.22	240.825
85.24	240.862
85.27	240.898
85.30	240.935
85.32	240.972
85.35	241.009
85.37	241.045
85.40	241.082
85.43	241.119
85.45	241.155
85.48	241.192
85.50	241.229
85.53	241.266
85.56	241.302
85.58	241.339
85.61	241.376
85.64	241.413
85.66	241.449
85.69	241.486
85.71	241.523
85.74	241.560
85.77	241.596
85.79	241.633
85.82	241.670
85.85	241.706
85.87	241.743
85.90	241.780
85.93	241.817
85.95	241.853
85.98	241.890
86.00	241.927
86.03	241.963
86.06	242.000
86.08	242.037
86.11	242.074
86.14	242.110
86.16	242.147
86.19	242.184
86.21	242.220
86.24	242.257
86.27	242.294
86.29	242.331
86.32	242.367
86.35	242.404
86.37	242.441
86.40	242.477
86.43	242.514
86.45	242.551
86.48	242.587
86.50	242.624
86.53	242.661
86.56	242.698
86.58	242.734
86.61	242.771
86.64	242.808
86.66	242.844
86.69	242.881
86.72	242.918
86.74	242.954
86.77	242.991
86.79	243.028
86.82	243.065
86.85	243.101
86.87	243.138
86.90	243.175
86.93	243.211
86.95	243.248
86.98	243.285
87.01	243.321
87.03	243.358
87.06	243.395
87.09	243.431
87.11	243.468
87.14	243.505
87.17	243.541
87.19	243.578
87.22	243.615
87.24	243.651
87.27	243.688
87.30	243.725
87.32	243.762
87.35	243.798
87.38	243.835
87.40	243.872
87.43	243.908
87.46	243.945
87.48	243.982
87.51	244.018
87.54	244.055
87.56	244.092
87.59	244.128
87.62	244.165
87.64	244.202
87.67	244.238
87.70	244.275
87.72	244.312
87.75	244.348
87.77	244.385
87.80	244.422
87.83	244.458
87.85	244.495
87.88	244.532
87.91	244.568
87.93	244.605
87.96	244.641
87.99	244.678
88.01	244.715
88.04	244.751
88.07	244.788
88.09	244.825
88.12	244.861
88.15	244.898
88.17	244.935
88.20	244.971
88.23	245.008
88.25	245.045
88.28	245.081
88.31	245.118
88.33	245.155
88.36	245.191
88.39	245.228
88.41	245.264
88.44	245.301
88.47	245.338
88.49	245.374
88.52	245.411
88.55	245.448
88.57	245.484
88.60	245.521
88.63	245.558
88.65	245.594
88.68	245.631
88.71	245.667
88.73	245.704
88.76	245.741
88.79	245.777
88.81	245.814
88.84	245.851
88.87	245.887
88.89	245.924
88.92	245.960
88.95	245.997
88.97	246.034
89.00	246.070
89.03	246.107
89.05	246.144
89.08	246.180
89.11	246.217
89.13	246.253
89.16	246.290
89.19	246.327
89.22	246.363
89.24	246.400
89.27	246.437
89.30	246.473
89.32	246.510
89.35	246.546
89.38	246.583
89.40	246.620
89.43	246.656
89.46	246.693
89.48	246.729
89.51	246.766
89.54	246.803
89.56	246.839
89.59	246.876
89.62	246.912
89.64	246.949
89.67	246.986
89.70	247.022
89.72	247.059
89.75	247.095
89.78	247.132
89.81	247.169
89.83	247.205
89.86	247.242
89.89	247.278
89.91	247.315
89.94	247.352
89.97	247.388
89.99	247.425
90.02	247.461
90.05	247.498
90.07	247.534
90.10	247.571
90.13	247.608
90.15	247.644
90.18	247.681
90.21	247.717
90.24	247.754
90.26	247.791
90.29	247.827
90.32	247.864
90.34	247.900
90.37	247.937
90.40	247.973
90.42	248.010
90.45	248.047
90.48	248.083
90.51	248.120
90.53	248.156
90.56	248.193
90.59	248.229
90.61	248.266
90.64	248.303
90.67	248.339
90.69	248.376
90.72	248.412
90.75	248.449
90.77	248.485
90.80	248.522
90.83	248.559
90.86	248.595
90.88	248.632
90.91	248.668
90.94	248.705
90.96	248.741
90.99	248.778
91.02	248.814
91.05	248.851
91.07	248.888
91.10	248.924
91.13	248.961
91.15	248.997
91.18	249.034
91.21	249.070
91.23	249.107
91.26	249.143
91.29	249.180
91.32	249.216
91.34	249.253
91.37	249.290
91.40	249.326
91.42	249.363
91.45	249.399
91.48	249.436
91.51	249.472
91.53	249.509
91.56	249.545
91.59	249.582
91.61	249.618
91.64	249.655
91.67	249.691
91.70	249.728
91.72	249.765
91.75	249.801
91.78	249.838
91.80	249.874
91.83	249.911
91.86	249.947
91.89	249.984
91.91	250.020
91.94	250.057
91.97	250.093
91.99	250.130
92.02	250.166
92.05	250.203
92.08	250.239
92.10	250.276
92.13	250.312
92.16	250.349
92.18	250.385
92.21	250.422
92.24	250.458
92.27	250.495
92.29	250.531
92.32	250.568
92.35	250.604
92.37	250.641
92.40	250.677
92.43	250.714
92.46	250.750
92.48	250.787
92.51	250.823
92.54	250.860
92.57	250.896
92.59	250.933
92.62	250.969
92.65	251.006
92.67	251.042
92.70	251.079
92.73	251.115
92.76	251.152
92.78	251.188
92.81	251.225
92.84	251.261
92.87	251.298
92.89	251.334
92.92	251.371
92.95	251.407
92.98	251.444
93.00	251.480
93.03	251.517
93.06	251.553
93.08	251.590
93.11	251.626
93.14	251.663
93.17	251.699
93.19	251.736
93.22	251.772
93.25	251.809
93.28	251.845
93.30	251.882
93.33	251.918
93.36	251.955
93.39	251.991
93.41	252.028
93.44	252.064
93.47	252.100
93.49	252.137
93.52	252.173
93.55	252.210
93.58	252.246
93.60	252.283
93.63	252.319
93.66	252.356
93.69	252.392
93.71	252.429
93.74	252.465
93.77	252.502
93.80	252.538
93.82	252.574
93.85	252.611
93.88	252.647
93.91	252.684
93.93	252.720
93.96	252.757
93.99	252.793
94.02	252.830
94.04	252.866
94.07	252.903
94.10	252.939
94.13	252.975
94.15	253.012
94.18	253.048
94.21	253.085
94.24	253.121
94.26	253.158
94.29	253.194
94.32	253.231
94.35	253.267
94.37	253.303
94.40	253.340
94.43	253.376
94.46	253.413
94.48	253.449
94.51	253.486
94.54	253.522
94.57	253.558
94.59	253.595
94.62	253.631
94.65	253.668
94.68	253.704
94.70	253.741
94.73	253.777
94.76	253.813
94.79	253.850
94.81	253.886
94.84	253.923
94.87	253.959
94.90	253.996
94.92	254.032
94.95	254.068
94.98	254.105
95.01	254.141
95.04	254.178
95.06	254.214
95.09	254.250
95.12	254.287
95.15	254.323
95.17	254.360
95.20	254.396
95.23	254.433
95.26	254.469
95.28	254.505
95.31	254.542
95.34	254.578
95.37	254.615
95.39	254.651
95.42	254.687
95.45	254.724
95.48	254.760
95.51	254.797
95.53	254.833
95.56	254.869
95.59	254.906
95.62	254.942
95.64	254.978
95.67	255.015
95.70	255.051
95.73	255.088
95.75	255.124
95.78	255.160
95.81	255.197
95.84	255.233
95.87	255.270
95.89	255.306
95.92	255.342
95.95	255.379
95.98	255.415
96.00	255.451
96.03	255.488
96.06	255.524
96.09	255.561
96.12	255.597
96.14	255.633
96.17	255.670
96.20	255.706
96.23	255.742
96.25	255.779
96.28	255.815
96.31	255.852
96.34	255.888
96.37	255.924
96.39	255.961
96.42	255.997
96.45	256.033
96.48	256.070
96.50	256.106
96.53	256.142
96.56	256.179
96.59	256.215
96.62	256.252
96.64	256.288
96.67	256.324
96.70	256.361
96.73	256.397
96.75	256.433
96.78	256.470
96.81	256.506
96.84	256.542
96.87	256.579
96.89	256.615
96.92	256.651
96.95	256.688
96.98	256.724
97.01	256.760
97.03	256.797
97.06	256.833
97.09	256.869
97.12	256.906
97.15	256.942
97.17	256.978
97.20	257.015
97.23	257.051
97.26	257.087
97.28	257.124
97.31	257.160
97.34	257.196
97.37	257.233
97.40	257.269
97.42	257.305
97.45	257.342
97.48	257.378
97.51	257.414
97.54	257.451
97.56	257.487
97.59	257.523
97.62	257.560
97.65	257.596
97.68	257.632
97.70	257.669
97.73	257.705
97.76	257.741
97.79	257.778
97.82	257.814
97.84	257.850
97.87	257.887
97.90	257.923
97.93	257.959
97.96	257.995
97.98	258.032
98.01	258.068
98.04	258.104
98.07	258.141
98.10	258.177
98.12	258.213
98.15	258.250
98.18	258.286
98.21	258.322
98.24	258.358
98.26	258.395
98.29	258.431
98.32	258.467
98.35	258.504
98.38	258.540
98.41	258.576
98.43	258.613
98.46	258.649
98.49	258.685
98.52	258.721
98.55	258.758
98.57	258.794
98.60	258.830
98.63	258.867
98.66	258.903
98.69	258.939
98.71	258.975
98.74	259.012
98.77	259.048
98.80	259.084
98.83	259.120
98.86	259.157
98.88	259.193
98.91	259.229
98.94	259.266
98.97	259.302
99.00	259.338
99.02	259.374
99.05	259.411
99.08	259.447
99.11	259.483
99.14	259.519
99.17	259.556
99.19	259.592
99.22	259.628
99.25	259.664
99.28	259.701
99.31	259.737
99.33	259.773
99.36	259.809
99.39	259.846
99.42	259.882
99.45	259.918
99.48	259.954
99.50	259.991
99.53	260.027
99.56	260.063
99.59	260.099
99.62	260.136
99.64	260.172
99.67	260.208
99.70	260.244
99.73	260.281
99.76	260.317
99.79	260.353
99.81	260.389
99.84	260.426
99.87	260.462
99.90	260.498
99.93	260.534
99.96	260.571
99.98	260.607
100.01	260.643
100.04	260.679
100.07	260.715
100.10	260.752
100.13	260.788
100.15	260.824
100.18	260.860
100.21	260.897
100.24	260.933
100.27	260.969
100.30	261.005
100.32	261.041
100.35	261.078
100.38	261.114
100.41	261.150
100.44	261.186
100.47	261.223
100.49	261.259
100.52	261.295
100.55	261.331
100.58	261.367
100.61	261.404
100.64	261.440
100.66	261.476
100.69	261.512
100.72	261.548
100.75	261.585
100.78	261.621
100.81	261.657
100.84	261.693
100.86	261.729
100.89	261.766
100.92	261.802
100.95	261.838
100.98	261.874
101.01	261.910
101.03	261.947
101.06	261.983
101.09	262.019
101.12	262.055
101.15	262.091
101.18	262.128
101.20	262.164
101.23	262.200
101.26	262.236
101.29	262.272
101.32	262.308
101.35	262.345
101.38	262.381
101.40	262.417
101.43	262.453
101.46	262.489
101.49	262.525
101.52	262.562
101.55	262.598
101.58	262.634
101.60	262.670
101.63	262.706
101.66	262.742
101.69	262.779
101.72	262.815
101.75	262.851
101.78	262.887
101.80	262.923
101.83	262.959
101.86	262.996
101.89	263.032
101.92	263.068
101.95	263.104
101.97	263.140
102.00	263.176
102.03	263.213
102.06	263.249
102.09	263.285
102.12	263.321
102.15	263.357
102.18	263.393
102.20	263.429
102.23	263.466
102.26	263.502
102.29	263.538
102.32	263.574
102.35	263.610
102.38	263.646
102.40	263.682
102.43	263.719
102.46	263.755
102.49	263.791
102.52	263.827
102.55	263.863
102.58	263.899
102.60	263.935
102.63	263.971
102.66	264.008
102.69	264.044
102.72	264.080
102.75	264.116
102.78	264.152
102.81	264.188
102.83	264.224
102.86	264.260
102.89	264.297
102.92	264.333
102.95	264.369
102.98	264.405
103.01	264.441
103.03	264.477
103.06	264.513
103.09	264.549
103.12	264.585
103.15	264.622
103.18	264.658
103.21	264.694
103.24	264.730
103.26	264.766
103.29	264.802
103.32	264.838
103.35	264.874
103.38	264.910
103.41	264.946
103.44	264.983
103.47	265.019
103.49	265.055
103.52	265.091
103.55	265.127
103.58	265.163
103.61	265.199
103.64	265.235
103.67	265.271
103.70	265.307
103.73	265.343
103.75	265.380
103.78	265.416
103.81	265.452
103.84	265.488
103.87	265.524
103.90	265.560
103.93	265.596
103.96	265.632
103.98	265.668
104.01	265.704
104.04	265.740
104.07	265.776
104.10	265.812
104.13	265.849
104.16	265.885
104.19	265.921
104.22	265.957
104.24	265.993
104.27	266.029
104.30	266.065
104.33	266.101
104.36	266.137
104.39	266.173
104.42	266.209
104.45	266.245
104.48	266.281
104.50	266.317
104.53	266.353
104.56	266.389
104.59	266.425
104.62	266.461
104.65	266.498
104.68	266.534
104.71	266.570
104.74	266.606
104.76	266.642
104.79	266.678
104.82	266.714
104.85	266.750
104.88	266.786
104.91	266.822
104.94	266.858
104.97	266.894
105.00	266.930
105.03	266.966
105.05	267.002
105.08	267.038
105.11	267.074
105.14	267.110
105.17	267.146
105.20	267.182
105.23	267.218
105.26	267.254
105.29	267.290
105.32	267.326
105.34	267.362
105.37	267.398
105.40	267.434
105.43	267.470
105.46	267.506
105.49	267.542
105.52	267.578
105.55	267.614
105.58	267.650
105.61	267.686
105.64	267.722
105.66	267.758
105.69	267.794
105.72	267.830
105.75	267.866
105.78	267.902
105.81	267.938
105.84	267.974
105.87	268.010
105.90	268.046
105.93	268.082
105.96	268.118
105.98	268.154
106.01	268.190
106.04	268.226
106.07	268.262
106.10	268.298
106.13	268.334
106.16	268.370
106.19	268.406
106.22	268.442
106.25	268.478
106.28	268.514
106.30	268.550
106.33	268.586
106.36	268.622
106.39	268.658
106.42	268.694
106.45	268.730
106.48	268.766
106.51	268.802
106.54	268.838
106.57	268.874
106.60	268.910
106.63	268.946
106.65	268.982
106.68	269.018
106.71	269.054
106.74	269.090
106.77	269.126
106.80	269.162
106.83	269.198
106.86	269.234
106.89	269.270
106.92	269.306
106.95	269.342
106.98	269.378
107.01	269.413
107.03	269.449
107.06	269.485
107.09	269.521
107.12	269.557
107.15	269.593
107.18	269.629
107.21	269.665
107.24	269.701
107.27	269.737
107.30	269.773
107.33	269.809
107.36	269.845
107.39	269.881
107.42	269.917
107.44	269.953
107.47	269.988
107.50	270.024
107.53	270.060
107.56	270.096
107.59	270.132
107.62	270.168
107.65	270.204
107.68	270.240
107.71	270.276
107.74	270.312
107.77	270.348
107.80	270.383
107.83	270.419
107.86	270.455
107.88	270.491
107.91	270.527
107.94	270.563
107.97	270.599
108.00	270.635
108.03	270.671
108.06	270.707
108.09	270.742
108.12	270.778
108.15	270.814
108.18	270.850
108.21	270.886
108.24	270.922
108.27	270.958
108.30	270.994
108.33	271.029
108.35	271.065
108.38	271.101
108.41	271.137
108.44	271.173
108.47	271.209
108.50	271.245
108.53	271.281
108.56	271.316
108.59	271.352
108.62	271.388
108.65	271.424
108.68	271.460
108.71	271.496
108.74	271.531
108.77	271.567
108.80	271.603
108.83	271.639
108.86	271.675
108.88	271.711
108.91	271.747
108.94	271.782
108.97	271.818
109.00	271.854
109.03	271.890
109.06	271.926
109.09	271.962
109.12	271.997
109.15	272.033
109.18	272.069
109.21	272.105
109.24	272.141
109.27	272.176
109.30	272.212
109.33	272.248
109.36	272.284
109.39	272.320
109.42	272.356
109.45	272.391
109.48	272.427
109.51	272.463
109.53	272.499
109.56	272.535
109.59	272.570
109.62	272.606
109.65	272.642
109.68	272.678
109.71	272.714
109.74	272.749
109.77	272.785
109.80	272.821
109.83	272.857
109.86	272.893
109.89	272.928
109.92	272.964
109.95	273.000
109.98	273.036
110.01	273.071
110.04	273.107
110.07	273.143
110.10	273.179
110.13	273.214
110.16	273.250
110.19	273.286
110.22	273.322
110.25	273.358
110.28	273.393
110.30	273.429
110.33	273.465
110.36	273.501
110.39	273.536
110.42	273.572
110.45	273.608
110.48	273.644
110.51	273.679
110.54	273.715
110.57	273.751
110.60	273.787
110.63	273.822
110.66	273.858
110.69	273.894
110.72	273.930
110.75	273.965
110.78	274.001
110.81	274.037
110.84	274.072
110.87	274.108
110.90	274.144
110.93	274.180
110.96	274.215
110.99	274.251
111.02	274.287
111.05	274.322
111.08	274.358
111.11	274.394
111.14	274.430
111.17	274.465
111.20	274.501
111.23	274.537
111.26	274.572
111.29	274.608
111.32	274.644
111.35	274.680
111.38	274.715
111.41	274.751
111.44	274.787
111.47	274.822
111.49	274.858
