x(m)	V(m/s)
1.93	37.923
1.93	37.958
1.93	37.993
1.94	38.029
1.94	38.064
1.95	38.100
1.95	38.135
1.95	38.170
1.96	38.206
1.96	38.241
1.97	38.277
1.97	38.312
1.97	38.347
1.98	38.383
1.98	38.418
1.99	38.454
1.99	38.489
1.99	38.524
2.00	38.560
2.00	38.595
2.01	38.631
2.01	38.666
2.01	38.701
2.02	38.737
2.02	38.772
2.03	38.808
2.03	38.843
2.03	38.878
2.04	38.914
2.04	38.949
2.05	38.985
2.05	39.020
2.05	39.055
2.06	39.091
2.06	39.126
2.07	39.162
2.07	39.197
2.08	39.232
2.08	39.268
2.08	39.303
2.09	39.339
2.09	39.374
2.10	39.409
2.10	39.445
2.10	39.480
2.11	39.516
2.11	39.551
2.12	39.586
2.12	39.622
2.13	39.657
2.13	39.693
2.13	39.728
2.14	39.764
2.14	39.799
2.15	39.834
2.15	39.870
2.15	39.905
2.16	39.941
2.16	39.976
2.17	40.012
2.17	40.047
2.18	40.082
2.18	40.118
2.18	40.153
2.19	40.189
2.19	40.224
2.20	40.259
2.20	40.295
2.21	40.330
2.21	40.366
2.21	40.401
2.22	40.437
2.22	40.472
2.23	40.507
2.23	40.543
2.23	40.578
2.24	40.614
2.24	40.649
2.25	40.685
2.25	40.720
2.26	40.756
2.26	40.791
2.26	40.826
2.27	40.862
2.27	40.897
2.28	40.933
2.28	40.968
2.29	41.004
2.29	41.039
2.30	41.074
2.30	41.110
2.30	41.145
2.31	41.181
2.31	41.216
2.32	41.252
2.32	41.287
2.33	41.323
2.33	41.358
2.33	41.393
2.34	41.429
2.34	41.464
2.35	41.500
2.35	41.535
2.36	41.571
2.36	41.606
2.36	41.642
2.37	41.677
2.37	41.713
2.38	41.748
2.38	41.783
2.39	41.819
2.39	41.854
2.40	41.890
2.40	41.925
2.40	41.961
2.41	41.996
2.41	42.032
2.42	42.067
2.42	42.103
2.43	42.138
2.43	42.173
2.44	42.209
2.44	42.244
2.44	42.280
2.45	42.315
2.45	42.351
2.46	42.386
2.46	42.422
2.47	42.457
2.47	42.493
2.48	42.528
2.48	42.564
2.48	42.599
2.49	42.635
2.49	42.670
2.50	42.705
2.50	42.741
2.51	42.776
2.51	42.812
2.52	42.847
2.52	42.883
2.53	42.918
2.53	42.954
2.53	42.989
2.54	43.025
2.54	43.060
2.55	43.096
2.55	43.131
2.56	43.167
2.56	43.202
2.57	43.238
2.57	43.273
2.58	43.309
2.58	43.344
2.58	43.379
2.59	43.415
2.59	43.450
2.60	43.486
2.60	43.521
2.61	43.557
2.61	43.592
2.62	43.628
2.62	43.663
2.63	43.699
2.63	43.734
2.64	43.770
2.64	43.805
2.64	43.841
2.65	43.876
2.65	43.912
2.66	43.947
2.66	43.983
2.67	44.018
2.67	44.054
2.68	44.089
2.68	44.125
2.69	44.160
2.69	44.196
2.70	44.231
2.70	44.267
2.71	44.302
2.71	44.338
2.71	44.373
2.72	44.409
2.72	44.444
2.73	44.480
2.73	44.515
2.74	44.551
2.74	44.586
2.75	44.622
2.75	44.657
2.76	44.693
2.76	44.728
2.77	44.764
2.77	44.799
2.78	44.835
2.78	44.870
2.79	44.906
2.79	44.941
2.80	44.977
2.80	45.012
2.80	45.048
2.81	45.083
2.81	45.119
2.82	45.154
2.82	45.190
2.83	45.225
2.83	45.261
2.84	45.296
2.84	45.332
2.85	45.367
2.85	45.403
2.86	45.439
2.86	45.474
2.87	45.510
2.87	45.545
2.88	45.581
2.88	45.616
2.89	45.652
2.89	45.687
2.90	45.723
2.90	45.758
2.91	45.794
2.91	45.829
2.92	45.865
2.92	45.900
2.93	45.936
2.93	45.971
2.94	46.007
2.94	46.042
2.94	46.078
2.95	46.114
2.95	46.149
2.96	46.185
2.96	46.220
2.97	46.256
2.97	46.291
2.98	46.327
2.98	46.362
2.99	46.398
2.99	46.433
3.00	46.469
3.00	46.504
3.01	46.540
3.01	46.575
3.02	46.611
3.02	46.647
3.03	46.682
3.03	46.718
3.04	46.753
3.04	46.789
3.05	46.824
3.05	46.860
3.06	46.895
3.06	46.931
3.07	46.966
3.07	47.002
3.08	47.038
3.08	47.073
3.09	47.109
3.09	47.144
3.10	47.180
3.10	47.215
3.11	47.251
3.11	47.286
3.12	47.322
3.12	47.357
3.13	47.393
3.13	47.429
3.14	47.464
3.14	47.500
3.15	47.535
3.15	47.571
3.16	47.606
3.16	47.642
3.17	47.677
3.17	47.713
3.18	47.749
3.18	47.784
3.19	47.820
3.19	47.855
3.20	47.891
3.20	47.926
3.21	47.962
3.21	47.997
3.22	48.033
3.22	48.069
3.23	48.104
3.23	48.140
3.24	48.175
3.25	48.211
3.25	48.246
3.26	48.282
3.26	48.318
3.27	48.353
3.27	48.389
3.28	48.424
3.28	48.460
3.29	48.495
3.29	48.531
3.30	48.567
3.30	48.602
3.31	48.638
3.31	48.673
3.32	48.709
3.32	48.744
3.33	48.780
3.33	48.816
3.34	48.851
3.34	48.887
3.35	48.922
3.35	48.958
3.36	48.994
3.36	49.029
3.37	49.065
3.37	49.100
3.38	49.136
3.38	49.171
3.39	49.207
3.40	49.243
3.40	49.278
3.41	49.314
3.41	49.349
3.42	49.385
3.42	49.421
3.43	49.456
3.43	49.492
3.44	49.527
3.44	49.563
3.45	49.598
3.45	49.634
3.46	49.670
3.46	49.705
3.47	49.741
3.47	49.776
3.48	49.812
3.48	49.848
3.49	49.883
3.50	49.919
3.50	49.954
3.51	49.990
3.51	50.026
3.52	50.061
3.52	50.097
3.53	50.132
3.53	50.168
3.54	50.204
3.54	50.239
3.55	50.275
3.55	50.310
3.56	50.346
3.56	50.382
3.57	50.417
3.58	50.453
3.58	50.488
3.59	50.524
3.59	50.560
3.60	50.595
3.60	50.631
3.61	50.666
3.61	50.702
3.62	50.738
3.62	50.773
3.63	50.809
3.63	50.845
3.64	50.880
3.65	50.916
3.65	50.951
3.66	50.987
3.66	51.023
3.67	51.058
3.67	51.094
3.68	51.129
3.68	51.165
3.69	51.201
3.69	51.236
3.70	51.272
3.71	51.308
3.71	51.343
3.72	51.379
3.72	51.414
3.73	51.450
3.73	51.486
3.74	51.521
3.74	51.557
3.75	51.593
3.76	51.628
3.76	51.664
3.77	51.699
3.77	51.735
3.78	51.771
3.78	51.806
3.79	51.842
3.79	51.878
3.80	51.913
3.80	51.949
3.81	51.984
3.82	52.020
3.82	52.056
3.83	52.091
3.83	52.127
3.84	52.163
3.84	52.198
3.85	52.234
3.85	52.270
3.86	52.305
3.87	52.341
3.87	52.376
3.88	52.412
3.88	52.448
3.89	52.483
3.89	52.519
3.90	52.555
3.91	52.590
3.91	52.626
3.92	52.662
3.92	52.697
3.93	52.733
3.93	52.769
3.94	52.804
3.94	52.840
3.95	52.875
3.96	52.911
3.96	52.947
3.97	52.982
3.97	53.018
3.98	53.054
3.98	53.089
3.99	53.125
4.00	53.161
4.00	53.196
4.01	53.232
4.01	53.268
4.02	53.303
4.02	53.339
4.03	53.375
4.04	53.410
4.04	53.446
4.05	53.482
4.05	53.517
4.06	53.553
4.06	53.589
4.07	53.624
4.08	53.660
4.08	53.696
4.09	53.731
4.09	53.767
4.10	53.803
4.10	53.838
4.11	53.874
4.12	53.910
4.12	53.945
4.13	53.981
4.13	54.017
4.14	54.052
4.14	54.088
4.15	54.124
4.16	54.159
4.16	54.195
4.17	54.231
4.17	54.266
4.18	54.302
4.18	54.338
4.19	54.373
4.20	54.409
4.20	54.445
4.21	54.480
4.21	54.516
4.22	54.552
4.23	54.587
4.23	54.623
4.24	54.659
4.24	54.694
4.25	54.730
4.25	54.766
4.26	54.801
4.27	54.837
4.27	54.873
4.28	54.908
4.28	54.944
4.29	54.980
4.30	55.015
4.30	55.051
4.31	55.087
4.31	55.122
4.32	55.158
4.33	55.194
4.33	55.230
4.34	55.265
4.34	55.301
4.35	55.337
4.35	55.372
4.36	55.408
4.37	55.444
4.37	55.479
4.38	55.515
4.38	55.551
4.39	55.586
4.40	55.622
4.40	55.658
4.41	55.694
4.41	55.729
4.42	55.765
4.43	55.801
4.43	55.836
4.44	55.872
4.44	55.908
4.45	55.943
4.46	55.979
4.46	56.015
4.47	56.051
4.47	56.086
4.48	56.122
4.49	56.158
4.49	56.193
4.50	56.229
4.50	56.265
4.51	56.300
4.52	56.336
4.52	56.372
4.53	56.408
4.53	56.443
4.54	56.479
4.55	56.515
4.55	56.550
4.56	56.586
4.56	56.622
4.57	56.658
4.58	56.693
4.58	56.729
4.59	56.765
4.59	56.800
4.60	56.836
4.61	56.872
4.61	56.908
4.62	56.943
4.62	56.979
4.63	57.015
4.64	57.050
4.64	57.086
4.65	57.122
4.66	57.158
4.66	57.193
4.67	57.229
4.67	57.265
4.68	57.300
4.69	57.336
4.69	57.372
4.70	57.408
4.70	57.443
4.71	57.479
4.72	57.515
4.72	57.551
4.73	57.586
4.74	57.622
4.74	57.658
4.75	57.693
4.75	57.729
4.76	57.765
4.77	57.801
4.77	57.836
4.78	57.872
4.78	57.908
4.79	57.944
4.80	57.979
4.80	58.015
4.81	58.051
4.82	58.086
4.82	58.122
4.83	58.158
4.83	58.194
4.84	58.229
4.85	58.265
4.85	58.301
4.86	58.337
4.87	58.372
4.87	58.408
4.88	58.444
4.88	58.480
4.89	58.515
4.90	58.551
4.90	58.587
4.91	58.623
4.92	58.658
4.92	58.694
4.93	58.730
4.93	58.766
4.94	58.801
4.95	58.837
4.95	58.873
4.96	58.909
4.97	58.944
4.97	58.980
4.98	59.016
4.98	59.052
4.99	59.087
5.00	59.123
5.00	59.159
5.01	59.195
5.02	59.230
5.02	59.266
5.03	59.302
5.04	59.338
5.04	59.373
5.05	59.409
5.05	59.445
5.06	59.481
5.07	59.516
5.07	59.552
5.08	59.588
5.09	59.624
5.09	59.659
5.10	59.695
5.11	59.731
5.11	59.767
5.12	59.802
5.13	59.838
5.13	59.874
5.14	59.910
5.14	59.946
5.15	59.981
5.16	60.017
5.16	60.053
5.17	60.089
5.18	60.124
5.18	60.160
5.19	60.196
5.20	60.232
5.20	60.267
5.21	60.303
5.22	60.339
5.22	60.375
5.23	60.411
5.23	60.446
5.24	60.482
5.25	60.518
5.25	60.554
5.26	60.589
5.27	60.625
5.27	60.661
5.28	60.697
5.29	60.733
5.29	60.768
5.30	60.804
5.31	60.840
5.31	60.876
5.32	60.911
5.33	60.947
5.33	60.983
5.34	61.019
5.35	61.055
5.35	61.090
5.36	61.126
5.37	61.162
5.37	61.198
5.38	61.234
5.38	61.269
5.39	61.305
5.40	61.341
5.40	61.377
5.41	61.412
5.42	61.448
5.42	61.484
5.43	61.520
5.44	61.556
5.44	61.591
5.45	61.627
5.46	61.663
5.46	61.699
5.47	61.735
5.48	61.770
5.48	61.806
5.49	61.842
5.50	61.878
5.50	61.914
5.51	61.949
5.52	61.985
5.52	62.021
5.53	62.057
5.54	62.093
5.54	62.128
5.55	62.164
5.56	62.200
5.56	62.236
5.57	62.272
5.58	62.307
5.58	62.343
5.59	62.379
5.60	62.415
5.60	62.451
5.61	62.486
5.62	62.522
5.62	62.558
5.63	62.594
5.64	62.630
5.64	62.666
5.65	62.701
5.66	62.737
5.66	62.773
5.67	62.809
5.68	62.845
5.68	62.880
5.69	62.916
5.70	62.952
5.70	62.988
5.71	63.024
5.72	63.060
5.72	63.095
5.73	63.131
5.74	63.167
5.75	63.203
5.75	63.239
5.76	63.274
5.77	63.310
5.77	63.346
5.78	63.382
5.79	63.418
5.79	63.454
5.80	63.489
5.81	63.525
5.81	63.561
5.82	63.597
5.83	63.633
5.83	63.669
5.84	63.704
5.85	63.740
5.85	63.776
5.86	63.812
5.87	63.848
5.87	63.883
5.88	63.919
5.89	63.955
5.90	63.991
5.90	64.027
5.91	64.063
5.92	64.098
5.92	64.134
5.93	64.170
5.94	64.206
5.94	64.242
5.95	64.278
5.96	64.314
5.96	64.349
5.97	64.385
5.98	64.421
5.99	64.457
5.99	64.493
6.00	64.529
6.01	64.564
6.01	64.600
6.02	64.636
6.03	64.672
6.03	64.708
6.04	64.744
6.05	64.779
6.05	64.815
6.06	64.851
6.07	64.887
6.08	64.923
6.08	64.959
6.09	64.995
6.10	65.030
6.10	65.066
6.11	65.102
6.12	65.138
6.12	65.174
6.13	65.210
6.14	65.246
6.15	65.281
6.15	65.317
6.16	65.353
6.17	65.389
6.17	65.425
6.18	65.461
6.19	65.497
6.19	65.532
6.20	65.568
6.21	65.604
6.22	65.640
6.22	65.676
6.23	65.712
6.24	65.748
6.24	65.783
6.25	65.819
6.26	65.855
6.27	65.891
6.27	65.927
6.28	65.963
6.29	65.999
6.29	66.034
6.30	66.070
6.31	66.106
6.32	66.142
6.32	66.178
6.33	66.214
6.34	66.250
6.34	66.286
6.35	66.321
6.36	66.357
6.36	66.393
6.37	66.429
6.38	66.465
6.39	66.501
6.39	66.537
6.40	66.573
6.41	66.608
6.41	66.644
6.42	66.680
6.43	66.716
6.44	66.752
6.44	66.788
6.45	66.824
6.46	66.860
6.47	66.895
6.47	66.931
6.48	66.967
6.49	67.003
6.49	67.039
6.50	67.075
6.51	67.111
6.52	67.147
6.52	67.183
6.53	67.218
6.54	67.254
6.54	67.290
6.55	67.326
6.56	67.362
6.57	67.398
6.57	67.434
6.58	67.470
6.59	67.506
6.60	67.541
6.60	67.577
6.61	67.613
6.62	67.649
6.62	67.685
6.63	67.721
6.64	67.757
6.65	67.793
6.65	67.829
6.66	67.864
6.67	67.900
6.68	67.936
6.68	67.972
6.69	68.008
6.70	68.044
6.70	68.080
6.71	68.116
6.72	68.152
6.73	68.188
6.73	68.223
6.74	68.259
6.75	68.295
6.76	68.331
6.76	68.367
6.77	68.403
6.78	68.439
6.79	68.475
6.79	68.511
6.80	68.547
6.81	68.583
6.82	68.618
6.82	68.654
6.83	68.690
6.84	68.726
6.84	68.762
6.85	68.798
6.86	68.834
6.87	68.870
6.87	68.906
6.88	68.942
6.89	68.978
6.90	69.013
6.90	69.049
6.91	69.085
6.92	69.121
6.93	69.157
6.93	69.193
6.94	69.229
6.95	69.265
6.96	69.301
6.96	69.337
6.97	69.373
6.98	69.409
6.99	69.444
6.99	69.480
7.00	69.516
7.01	69.552
7.02	69.588
7.02	69.624
7.03	69.660
7.04	69.696
7.05	69.732
7.05	69.768
7.06	69.804
7.07	69.840
7.08	69.876
7.08	69.912
7.09	69.947
7.10	69.983
7.11	70.019
7.11	70.055
7.12	70.091
7.13	70.127
7.14	70.163
7.14	70.199
7.15	70.235
7.16	70.271
7.17	70.307
7.17	70.343
7.18	70.379
7.19	70.415
7.20	70.451
7.20	70.486
7.21	70.522
7.22	70.558
7.23	70.594
7.23	70.630
7.24	70.666
7.25	70.702
7.26	70.738
7.27	70.774
7.27	70.810
7.28	70.846
7.29	70.882
7.30	70.918
7.30	70.954
7.31	70.990
7.32	71.026
7.33	71.062
7.33	71.098
7.34	71.133
7.35	71.169
7.36	71.205
7.36	71.241
7.37	71.277
7.38	71.313
7.39	71.349
7.40	71.385
7.40	71.421
7.41	71.457
7.42	71.493
7.43	71.529
7.43	71.565
7.44	71.601
7.45	71.637
7.46	71.673
7.46	71.709
7.47	71.745
7.48	71.781
7.49	71.817
7.50	71.853
