t(c)	theta_c(grad)
1.370	81.809
1.380	81.796
1.390	81.782
1.400	81.768
1.410	81.755
1.420	81.741
1.430	81.728
1.440	81.715
1.450	81.701
1.460	81.688
1.470	81.675
1.480	81.662
1.490	81.649
1.500	81.636
1.510	81.623
1.520	81.610
1.530	81.597
1.540	81.584
1.550	81.571
1.560	81.559
1.570	81.546
1.580	81.533
1.590	81.521
1.600	81.508
1.610	81.496
1.620	81.484
1.630	81.471
1.640	81.459
1.650	81.447
1.660	81.434
1.670	81.422
1.680	81.410
1.690	81.398
1.700	81.386
1.710	81.374
1.720	81.362
1.730	81.350
1.740	81.338
1.750	81.327
1.760	81.315
1.770	81.303
1.780	81.291
1.790	81.280
1.800	81.268
1.810	81.257
1.820	81.245
1.830	81.234
1.840	81.222
1.850	81.211
1.860	81.200
1.870	81.188
1.880	81.177
1.890	81.166
1.900	81.155
1.910	81.143
1.920	81.132
1.930	81.121
1.940	81.110
1.950	81.099
1.960	81.088
1.970	81.077
1.980	81.066
1.990	81.055
2.000	81.045
2.010	81.034
2.020	81.023
2.030	81.012
2.040	81.002
2.050	80.991
2.060	80.980
2.070	80.970
2.080	80.959
2.090	80.949
2.100	80.938
2.110	80.928
2.120	80.917
2.130	80.907
2.140	80.897
2.150	80.886
2.160	80.876
2.170	80.866
2.180	80.856
2.190	80.845
2.200	80.835
2.210	80.825
2.220	80.815
2.230	80.805
2.240	80.795
2.250	80.785
2.260	80.775
2.270	80.765
2.280	80.755
2.290	80.745
2.300	80.735
2.310	80.725
2.320	80.716
2.330	80.706
2.340	80.696
2.350	80.686
2.360	80.677
2.370	80.667
2.380	80.657
2.390	80.648
2.400	80.638
2.410	80.629
2.420	80.619
2.430	80.610
2.440	80.600
2.450	80.591
2.460	80.581
2.470	80.572
2.480	80.562
2.490	80.553
2.500	80.544
2.510	80.534
2.520	80.525
2.530	80.516
2.540	80.507
2.550	80.498
2.560	80.488
2.570	80.479
2.580	80.470
2.590	80.461
2.600	80.452
2.610	80.443
2.620	80.434
2.630	80.425
2.640	80.416
2.650	80.407
2.660	80.398
2.670	80.389
2.680	80.380
2.690	80.371
2.700	80.362
2.710	80.353
2.720	80.345
2.730	80.336
2.740	80.327
2.750	80.318
2.760	80.310
2.770	80.301
2.780	80.292
2.790	80.284
2.800	80.275
2.810	80.266
2.820	80.258
2.830	80.249
2.840	80.241
2.850	80.232
2.860	80.224
2.870	80.215
2.880	80.207
2.890	80.198
2.900	80.190
2.910	80.181
2.920	80.173
2.930	80.165
2.940	80.156
2.950	80.148
2.960	80.140
2.970	80.131
2.980	80.123
2.990	80.115
3.000	80.107
3.010	80.098
3.020	80.090
3.030	80.082
3.040	80.074
3.050	80.066
3.060	80.058
3.070	80.050
3.080	80.041
3.090	80.033
3.100	80.025
3.110	80.017
3.120	80.009
3.130	80.001
3.140	79.993
3.150	79.985
3.160	79.977
3.170	79.969
3.180	79.962
3.190	79.954
3.200	79.946
3.210	79.938
3.220	79.930
3.230	79.922
3.240	79.914
3.250	79.907
3.260	79.899
3.270	79.891
3.280	79.883
3.290	79.876
3.300	79.868
3.310	79.860
3.320	79.853
3.330	79.845
3.340	79.837
3.350	79.830
3.360	79.822
3.370	79.815
3.380	79.807
3.390	79.799
3.400	79.792
3.410	79.784
3.420	79.777
3.430	79.769
3.440	79.762
3.450	79.754
3.460	79.747
3.470	79.739
3.480	79.732
3.490	79.725
3.500	79.717
3.510	79.710
3.520	79.703
3.530	79.695
3.540	79.688
3.550	79.681
3.560	79.673
3.570	79.666
3.580	79.659
3.590	79.651
3.600	79.644
3.610	79.637
3.620	79.630
3.630	79.622
3.640	79.615
3.650	79.608
3.660	79.601
3.670	79.594
3.680	79.587
3.690	79.580
3.700	79.572
3.710	79.565
3.720	79.558
3.730	79.551
3.740	79.544
3.750	79.537
3.760	79.530
3.770	79.523
3.780	79.516
3.790	79.509
3.800	79.502
3.810	79.495
3.820	79.488
3.830	79.481
3.840	79.474
3.850	79.467
3.860	79.461
3.870	79.454
3.880	79.447
3.890	79.440
3.900	79.433
3.910	79.426
3.920	79.419
3.930	79.413
3.940	79.406
3.950	79.399
3.960	79.392
3.970	79.386
3.980	79.379
3.990	79.372
4.000	79.365
4.010	79.359
4.020	79.352
4.030	79.345
4.040	79.339
4.050	79.332
4.060	79.325
4.070	79.319
4.080	79.312
4.090	79.305
4.100	79.299
4.110	79.292
4.120	79.286
4.130	79.279
4.140	79.272
4.150	79.266
4.160	79.259
4.170	79.253
4.180	79.246
4.190	79.240
4.200	79.233
4.210	79.227
4.220	79.220
4.230	79.214
4.240	79.207
4.250	79.201
4.260	79.195
4.270	79.188
4.280	79.182
4.290	79.175
4.300	79.169
4.310	79.163
4.320	79.156
4.330	79.150
4.340	79.144
4.350	79.137
4.360	79.131
4.370	79.125
4.380	79.118
4.390	79.112
4.400	79.106
4.410	79.099
4.420	79.093
4.430	79.087
4.440	79.081
4.450	79.074
4.460	79.068
4.470	79.062
4.480	79.056
4.490	79.050
4.500	79.043
4.510	79.037
4.520	79.031
4.530	79.025
4.540	79.019
4.550	79.013
4.560	79.007
4.570	79.001
4.580	78.994
4.590	78.988
4.600	78.982
4.610	78.976
4.620	78.970
4.630	78.964
4.640	78.958
4.650	78.952
4.660	78.946
4.670	78.940
4.680	78.934
4.690	78.928
4.700	78.922
4.710	78.916
4.720	78.910
4.730	78.904
4.740	78.898
4.750	78.892
4.760	78.886
4.770	78.880
4.780	78.874
4.790	78.868
4.800	78.863
4.810	78.857
4.820	78.851
4.830	78.845
4.840	78.839
4.850	78.833
4.860	78.827
4.870	78.822
4.880	78.816
4.890	78.810
4.900	78.804
4.910	78.798
4.920	78.793
4.930	78.787
4.940	78.781
4.950	78.775
4.960	78.769
4.970	78.764
4.980	78.758
4.990	78.752
5.000	78.747
5.010	78.741
5.020	78.735
5.030	78.729
5.040	78.724
5.050	78.718
5.060	78.712
5.070	78.707
5.080	78.701
5.090	78.695
5.100	78.690
5.110	78.684
5.120	78.679
5.130	78.673
5.140	78.667
5.150	78.662
5.160	78.656
5.170	78.651
5.180	78.645
5.190	78.639
5.200	78.634
5.210	78.628
5.220	78.623
5.230	78.617
5.240	78.612
5.250	78.606
5.260	78.601
5.270	78.595
5.280	78.590
5.290	78.584
5.300	78.579
5.310	78.573
5.320	78.568
5.330	78.562
5.340	78.557
5.350	78.551
5.360	78.546
5.370	78.540
5.380	78.535
5.390	78.530
5.400	78.524
5.410	78.519
5.420	78.513
5.430	78.508
5.440	78.503
5.450	78.497
5.460	78.492
5.470	78.486
5.480	78.481
5.490	78.476
5.500	78.470
5.510	78.465
5.520	78.460
5.530	78.454
5.540	78.449
5.550	78.444
5.560	78.439
5.570	78.433
5.580	78.428
5.590	78.423
5.600	78.417
5.610	78.412
5.620	78.407
5.630	78.402
5.640	78.396
5.650	78.391
5.660	78.386
5.670	78.381
5.680	78.376
5.690	78.370
5.700	78.365
5.710	78.360
5.720	78.355
5.730	78.350
5.740	78.344
5.750	78.339
5.760	78.334
5.770	78.329
5.780	78.324
5.790	78.319
5.800	78.313
5.810	78.308
5.820	78.303
5.830	78.298
5.840	78.293
5.850	78.288
5.860	78.283
5.870	78.278
5.880	78.273
5.890	78.268
5.900	78.262
5.910	78.257
5.920	78.252
5.930	78.247
5.940	78.242
5.950	78.237
5.960	78.232
5.970	78.227
5.980	78.222
5.990	78.217
6.000	78.212
6.010	78.207
6.020	78.202
6.030	78.197
6.040	78.192
6.050	78.187
6.060	78.182
6.070	78.177
6.080	78.172
6.090	78.167
6.100	78.162
6.110	78.157
6.120	78.152
6.130	78.147
6.140	78.142
6.150	78.138
6.160	78.133
6.170	78.128
6.180	78.123
6.190	78.118
6.200	78.113
6.210	78.108
6.220	78.103
6.230	78.098
6.240	78.094
6.250	78.089
6.260	78.084
6.270	78.079
6.280	78.074
6.290	78.069
6.300	78.064
6.310	78.060
6.320	78.055
6.330	78.050
6.340	78.045
6.350	78.040
6.360	78.035
6.370	78.031
6.380	78.026
6.390	78.021
6.400	78.016
6.410	78.012
6.420	78.007
6.430	78.002
6.440	77.997
6.450	77.992
6.460	77.988
6.470	77.983
6.480	77.978
6.490	77.973
6.500	77.969
6.510	77.964
6.520	77.959
6.530	77.955
6.540	77.950
6.550	77.945
6.560	77.940
6.570	77.936
6.580	77.931
6.590	77.926
6.600	77.922
6.610	77.917
6.620	77.912
6.630	77.908
6.640	77.903
6.650	77.898
6.660	77.894
6.670	77.889
6.680	77.884
6.690	77.880
6.700	77.875
6.710	77.871
6.720	77.866
6.730	77.861
6.740	77.857
6.750	77.852
6.760	77.847
6.770	77.843
6.780	77.838
6.790	77.834
6.800	77.829
6.810	77.825
6.820	77.820
6.830	77.815
6.840	77.811
6.850	77.806
6.860	77.802
6.870	77.797
6.880	77.793
6.890	77.788
6.900	77.784
6.910	77.779
6.920	77.774
6.930	77.770
6.940	77.765
6.950	77.761
6.960	77.756
6.970	77.752
6.980	77.747
6.990	77.743
7.000	77.738
7.010	77.734
7.020	77.729
7.030	77.725
7.040	77.720
7.050	77.716
7.060	77.712
7.070	77.707
7.080	77.703
7.090	77.698
7.100	77.694
7.110	77.689
7.120	77.685
7.130	77.680
7.140	77.676
7.150	77.672
7.160	77.667
7.170	77.663
7.180	77.658
7.190	77.654
7.200	77.650
7.210	77.645
7.220	77.641
7.230	77.636
7.240	77.632
7.250	77.628
7.260	77.623
7.270	77.619
7.280	77.614
7.290	77.610
7.300	77.606
7.310	77.601
7.320	77.597
7.330	77.593
7.340	77.588
7.350	77.584
7.360	77.580
7.370	77.575
7.380	77.571
7.390	77.567
7.400	77.562
7.410	77.558
7.420	77.554
7.430	77.549
7.440	77.545
7.450	77.541
7.460	77.537
7.470	77.532
7.480	77.528
7.490	77.524
7.500	77.519
7.510	77.515
7.520	77.511
7.530	77.507
7.540	77.502
7.550	77.498
7.560	77.494
7.570	77.490
7.580	77.485
7.590	77.481
7.600	77.477
7.610	77.473
7.620	77.468
7.630	77.464
7.640	77.460
7.650	77.456
7.660	77.451
7.670	77.447
7.680	77.443
7.690	77.439
7.700	77.435
7.710	77.430
7.720	77.426
7.730	77.422
7.740	77.418
7.750	77.414
7.760	77.409
7.770	77.405
7.780	77.401
7.790	77.397
7.800	77.393
7.810	77.389
7.820	77.384
7.830	77.380
7.840	77.376
7.850	77.372
7.860	77.368
7.870	77.364
7.880	77.360
7.890	77.355
7.900	77.351
7.910	77.347
7.920	77.343
7.930	77.339
7.940	77.335
7.950	77.331
7.960	77.327
7.970	77.322
7.980	77.318
7.990	77.314
8.000	77.310
8.010	77.306
8.020	77.302
8.030	77.298
8.040	77.294
8.050	77.290
8.060	77.286
8.070	77.282
8.080	77.277
8.090	77.273
8.100	77.269
8.110	77.265
8.120	77.261
8.130	77.257
8.140	77.253
8.150	77.249
8.160	77.245
8.170	77.241
8.180	77.237
8.190	77.233
8.200	77.229
8.210	77.225
8.220	77.221
8.230	77.217
8.240	77.213
8.250	77.209
8.260	77.205
8.270	77.201
8.280	77.197
8.290	77.193
8.300	77.189
8.310	77.185
8.320	77.181
8.330	77.177
8.340	77.173
8.350	77.169
8.360	77.165
8.370	77.161
8.380	77.157
8.390	77.153
8.400	77.149
8.410	77.145
8.420	77.141
8.430	77.137
8.440	77.133
8.450	77.129
8.460	77.125
8.470	77.121
8.480	77.117
8.490	77.113
8.500	77.109
8.510	77.105
8.520	77.101
8.530	77.097
8.540	77.094
8.550	77.090
8.560	77.086
8.570	77.082
8.580	77.078
8.590	77.074
8.600	77.070
8.610	77.066
8.620	77.062
8.630	77.058
8.640	77.054
8.650	77.051
8.660	77.047
8.670	77.043
8.680	77.039
8.690	77.035
8.700	77.031
8.710	77.027
8.720	77.023
8.730	77.019
8.740	77.016
8.750	77.012
8.760	77.008
8.770	77.004
8.780	77.000
8.790	76.996
8.800	76.992
8.810	76.989
8.820	76.985
8.830	76.981
8.840	76.977
8.850	76.973
8.860	76.969
8.870	76.965
8.880	76.962
8.890	76.958
8.900	76.954
8.910	76.950
8.920	76.946
8.930	76.942
8.940	76.939
8.950	76.935
8.960	76.931
8.970	76.927
8.980	76.923
8.990	76.920
9.000	76.916
9.010	76.912
9.020	76.908
9.030	76.904
9.040	76.901
9.050	76.897
9.060	76.893
9.070	76.889
9.080	76.885
9.090	76.882
9.100	76.878
9.110	76.874
9.120	76.870
9.130	76.867
9.140	76.863
9.150	76.859
9.160	76.855
9.170	76.852
9.180	76.848
9.190	76.844
9.200	76.840
9.210	76.837
9.220	76.833
9.230	76.829
9.240	76.825
9.250	76.822
9.260	76.818
9.270	76.814
9.280	76.810
9.290	76.807
9.300	76.803
9.310	76.799
9.320	76.795
9.330	76.792
9.340	76.788
9.350	76.784
9.360	76.781
9.370	76.777
9.380	76.773
9.390	76.769
9.400	76.766
9.410	76.762
9.420	76.758
9.430	76.755
9.440	76.751
9.450	76.747
9.460	76.743
9.470	76.740
9.480	76.736
9.490	76.732
9.500	76.729
9.510	76.725
9.520	76.721
9.530	76.718
9.540	76.714
9.550	76.710
9.560	76.707
9.570	76.703
9.580	76.699
9.590	76.696
9.600	76.692
9.610	76.688
9.620	76.685
9.630	76.681
9.640	76.677
9.650	76.674
9.660	76.670
9.670	76.666
9.680	76.663
9.690	76.659
9.700	76.656
9.710	76.652
9.720	76.648
9.730	76.645
9.740	76.641
9.750	76.637
9.760	76.634
9.770	76.630
9.780	76.627
9.790	76.623
9.800	76.619
9.810	76.616
9.820	76.612
9.830	76.608
9.840	76.605
9.850	76.601
9.860	76.598
9.870	76.594
9.880	76.590
9.890	76.587
9.900	76.583
9.910	76.580
9.920	76.576
9.930	76.572
9.940	76.569
9.950	76.565
9.960	76.562
9.970	76.558
9.980	76.555
9.990	76.551
10.000	76.547
10.010	76.544
10.020	76.540
10.030	76.537
10.040	76.533
10.050	76.530
10.060	76.526
10.070	76.522
10.080	76.519
10.090	76.515
10.100	76.512
10.110	76.508
10.120	76.505
10.130	76.501
10.140	76.498
10.150	76.494
10.160	76.490
10.170	76.487
10.180	76.483
10.190	76.480
10.200	76.476
10.210	76.473
10.220	76.469
10.230	76.466
10.240	76.462
10.250	76.459
10.260	76.455
10.270	76.452
10.280	76.448
10.290	76.445
10.300	76.441
10.310	76.438
10.320	76.434
10.330	76.431
10.340	76.427
10.350	76.424
10.360	76.420
10.370	76.417
10.380	76.413
10.390	76.410
10.400	76.406
10.410	76.403
10.420	76.399
10.430	76.396
10.440	76.392
10.450	76.389
10.460	76.385
10.470	76.382
10.480	76.378
10.490	76.375
10.500	76.371
10.510	76.368
10.520	76.364
10.530	76.361
10.540	76.357
10.550	76.354
10.560	76.350
10.570	76.347
10.580	76.343
10.590	76.340
10.600	76.337
10.610	76.333
10.620	76.330
10.630	76.326
10.640	76.323
10.650	76.319
10.660	76.316
10.670	76.312
10.680	76.309
10.690	76.306
10.700	76.302
10.710	76.299
10.720	76.295
10.730	76.292
10.740	76.288
10.750	76.285
10.760	76.282
10.770	76.278
10.780	76.275
10.790	76.271
10.800	76.268
10.810	76.264
10.820	76.261
10.830	76.258
10.840	76.254
10.850	76.251
10.860	76.247
10.870	76.244
10.880	76.241
10.890	76.237
10.900	76.234
10.910	76.230
10.920	76.227
10.930	76.224
10.940	76.220
10.950	76.217
10.960	76.213
10.970	76.210
10.980	76.207
10.990	76.203
11.000	76.200
11.010	76.196
11.020	76.193
11.030	76.190
11.040	76.186
11.050	76.183
11.060	76.180
11.070	76.176
11.080	76.173
11.090	76.169
11.100	76.166
11.110	76.163
11.120	76.159
11.130	76.156
11.140	76.153
11.150	76.149
11.160	76.146
11.170	76.143
11.180	76.139
11.190	76.136
11.200	76.133
11.210	76.129
11.220	76.126
11.230	76.122
11.240	76.119
11.250	76.116
11.260	76.112
11.270	76.109
11.280	76.106
11.290	76.102
11.300	76.099
11.310	76.096
11.320	76.092
11.330	76.089
11.340	76.086
11.350	76.083
11.360	76.079
11.370	76.076
11.380	76.073
11.390	76.069
11.400	76.066
11.410	76.063
11.420	76.059
11.430	76.056
11.440	76.053
11.450	76.049
11.460	76.046
11.470	76.043
11.480	76.039
11.490	76.036
11.500	76.033
11.510	76.030
11.520	76.026
11.530	76.023
11.540	76.020
11.550	76.016
11.560	76.013
11.570	76.010
11.580	76.007
11.590	76.003
11.600	76.000
11.610	75.997
11.620	75.993
11.630	75.990
11.640	75.987
11.650	75.984
11.660	75.980
11.670	75.977
11.680	75.974
11.690	75.971
11.700	75.967
11.710	75.964
11.720	75.961
11.730	75.957
11.740	75.954
11.750	75.951
11.760	75.948
11.770	75.944
11.780	75.941
11.790	75.938
11.800	75.935
11.810	75.931
11.820	75.928
11.830	75.925
11.840	75.922
11.850	75.918
11.860	75.915
11.870	75.912
11.880	75.909
11.890	75.906
11.900	75.902
11.910	75.899
11.920	75.896
11.930	75.893
11.940	75.889
11.950	75.886
11.960	75.883
11.970	75.880
11.980	75.876
11.990	75.873
12.000	75.870
12.010	75.867
12.020	75.864
12.030	75.860
12.040	75.857
12.050	75.854
12.060	75.851
12.070	75.848
12.080	75.844
12.090	75.841
12.100	75.838
12.110	75.835
12.120	75.832
12.130	75.828
12.140	75.825
12.150	75.822
12.160	75.819
12.170	75.816
12.180	75.812
12.190	75.809
12.200	75.806
12.210	75.803
12.220	75.800
12.230	75.796
12.240	75.793
12.250	75.790
12.260	75.787
12.270	75.784
12.280	75.781
12.290	75.777
12.300	75.774
12.310	75.771
12.320	75.768
12.330	75.765
12.340	75.762
12.350	75.758
12.360	75.755
12.370	75.752
12.380	75.749
12.390	75.746
12.400	75.743
12.410	75.739
12.420	75.736
12.430	75.733
12.440	75.730
12.450	75.727
12.460	75.724
12.470	75.721
12.480	75.717
12.490	75.714
12.500	75.711
12.510	75.708
12.520	75.705
12.530	75.702
12.540	75.699
12.550	75.695
12.560	75.692
12.570	75.689
12.580	75.686
12.590	75.683
12.600	75.680
12.610	75.677
12.620	75.674
12.630	75.670
12.640	75.667
12.650	75.664
12.660	75.661
12.670	75.658
12.680	75.655
12.690	75.652
12.700	75.649
12.710	75.645
12.720	75.642
12.730	75.639
12.740	75.636
12.750	75.633
12.760	75.630
12.770	75.627
12.780	75.624
12.790	75.621
12.800	75.618
12.810	75.614
12.820	75.611
12.830	75.608
12.840	75.605
12.850	75.602
12.860	75.599
12.870	75.596
12.880	75.593
12.890	75.590
12.900	75.587
12.910	75.584
12.920	75.580
12.930	75.577
12.940	75.574
12.950	75.571
12.960	75.568
12.970	75.565
12.980	75.562
12.990	75.559
13.000	75.556
13.010	75.553
13.020	75.550
13.030	75.547
13.040	75.544
13.050	75.540
13.060	75.537
13.070	75.534
13.080	75.531
13.090	75.528
13.100	75.525
13.110	75.522
13.120	75.519
13.130	75.516
13.140	75.513
13.150	75.510
13.160	75.507
13.170	75.504
13.180	75.501
13.190	75.498
13.200	75.495
13.210	75.492
13.220	75.489
13.230	75.486
13.240	75.483
13.250	75.479
13.260	75.476
13.270	75.473
13.280	75.470
13.290	75.467
13.300	75.464
13.310	75.461
13.320	75.458
13.330	75.455
13.340	75.452
13.350	75.449
13.360	75.446
13.370	75.443
13.380	75.440
13.390	75.437
13.400	75.434
13.410	75.431
13.420	75.428
13.430	75.425
13.440	75.422
13.450	75.419
13.460	75.416
13.470	75.413
13.480	75.410
13.490	75.407
13.500	75.404
13.510	75.401
13.520	75.398
13.530	75.395
13.540	75.392
13.550	75.389
13.560	75.386
13.570	75.383
13.580	75.380
13.590	75.377
13.600	75.374
13.610	75.371
13.620	75.368
13.630	75.365
13.640	75.362
13.650	75.359
13.660	75.356
13.670	75.353
13.680	75.350
13.690	75.347
13.700	75.344
13.710	75.341
13.720	75.338
13.730	75.335
13.740	75.332
13.750	75.329
13.760	75.326
13.770	75.323
13.780	75.320
13.790	75.317
13.800	75.314
13.810	75.311
13.820	75.308
13.830	75.305
13.840	75.302
13.850	75.300
13.860	75.297
13.870	75.294
13.880	75.291
13.890	75.288
13.900	75.285
13.910	75.282
13.920	75.279
13.930	75.276
13.940	75.273
13.950	75.270
13.960	75.267
13.970	75.264
13.980	75.261
13.990	75.258
14.000	75.255
14.010	75.252
14.020	75.249
14.030	75.246
14.040	75.243
14.050	75.241
14.060	75.238
14.070	75.235
14.080	75.232
14.090	75.229
14.100	75.226
14.110	75.223
14.120	75.220
14.130	75.217
14.140	75.214
14.150	75.211
14.160	75.208
14.170	75.205
14.180	75.202
14.190	75.200
14.200	75.197
14.210	75.194
14.220	75.191
14.230	75.188
14.240	75.185
14.250	75.182
14.260	75.179
14.270	75.176
14.280	75.173
14.290	75.170
14.300	75.167
14.310	75.165
14.320	75.162
14.330	75.159
14.340	75.156
14.350	75.153
14.360	75.150
14.370	75.147
14.380	75.144
14.390	75.141
14.400	75.138
14.410	75.136
14.420	75.133
14.430	75.130
14.440	75.127
14.450	75.124
14.460	75.121
14.470	75.118
14.480	75.115
14.490	75.112
14.500	75.110
14.510	75.107
14.520	75.104
14.530	75.101
14.540	75.098
14.550	75.095
14.560	75.092
14.570	75.089
14.580	75.087
14.590	75.084
14.600	75.081
14.610	75.078
14.620	75.075
14.630	75.072
14.640	75.069
14.650	75.066
14.660	75.064
14.670	75.061
14.680	75.058
14.690	75.055
14.700	75.052
14.710	75.049
14.720	75.046
14.730	75.044
14.740	75.041
14.750	75.038
14.760	75.035
14.770	75.032
14.780	75.029
14.790	75.026
14.800	75.024
14.810	75.021
14.820	75.018
14.830	75.015
14.840	75.012
14.850	75.009
14.860	75.006
14.870	75.004
14.880	75.001
14.890	74.998
14.900	74.995
14.910	74.992
14.920	74.989
14.930	74.987
14.940	74.984
14.950	74.981
14.960	74.978
14.970	74.975
14.980	74.972
14.990	74.970
15.000	74.967
15.010	74.964
15.020	74.961
15.030	74.958
15.040	74.955
15.050	74.953
15.060	74.950
15.070	74.947
15.080	74.944
15.090	74.941
15.100	74.939
15.110	74.936
15.120	74.933
15.130	74.930
15.140	74.927
15.150	74.925
15.160	74.922
15.170	74.919
15.180	74.916
15.190	74.913
15.200	74.910
15.210	74.908
15.220	74.905
15.230	74.902
15.240	74.899
15.250	74.896
15.260	74.894
15.270	74.891
15.280	74.888
15.290	74.885
15.300	74.882
15.310	74.880
15.320	74.877
15.330	74.874
15.340	74.871
15.350	74.869
15.360	74.866
15.370	74.863
15.380	74.860
15.390	74.857
15.400	74.855
15.410	74.852
15.420	74.849
15.430	74.846
15.440	74.843
15.450	74.841
15.460	74.838
15.470	74.835
15.480	74.832
15.490	74.830
15.500	74.827
15.510	74.824
15.520	74.821
15.530	74.818
15.540	74.816
15.550	74.813
15.560	74.810
15.570	74.807
15.580	74.805
15.590	74.802
15.600	74.799
15.610	74.796
15.620	74.794
15.630	74.791
15.640	74.788
15.650	74.785
15.660	74.783
15.670	74.780
15.680	74.777
15.690	74.774
15.700	74.772
15.710	74.769
15.720	74.766
15.730	74.763
15.740	74.761
15.750	74.758
15.760	74.755
15.770	74.752
15.780	74.750
15.790	74.747
15.800	74.744
15.810	74.741
15.820	74.739
15.830	74.736
15.840	74.733
15.850	74.730
15.860	74.728
15.870	74.725
15.880	74.722
15.890	74.719
15.900	74.717
15.910	74.714
15.920	74.711
15.930	74.709
15.940	74.706
15.950	74.703
15.960	74.700
15.970	74.698
15.980	74.695
15.990	74.692
16.000	74.689
16.010	74.687
16.020	74.684
16.030	74.681
16.040	74.679
16.050	74.676
16.060	74.673
16.070	74.670
16.080	74.668
16.090	74.665
16.100	74.662
16.110	74.660
16.120	74.657
16.130	74.654
16.140	74.651
16.150	74.649
16.160	74.646
16.170	74.643
16.180	74.641
16.190	74.638
16.200	74.635
16.210	74.633
16.220	74.630
16.230	74.627
16.240	74.624
16.250	74.622
16.260	74.619
16.270	74.616
16.280	74.614
16.290	74.611
16.300	74.608
16.310	74.606
16.320	74.603
16.330	74.600
16.340	74.598
16.350	74.595
16.360	74.592
16.370	74.589
16.380	74.587
16.390	74.584
16.400	74.581
16.410	74.579
16.420	74.576
16.430	74.573
16.440	74.571
16.450	74.568
16.460	74.565
16.470	74.563
16.480	74.560
16.490	74.557
16.500	74.555
16.510	74.552
16.520	74.549
16.530	74.547
16.540	74.544
16.550	74.541
16.560	74.539
16.570	74.536
16.580	74.533
16.590	74.531
16.600	74.528
16.610	74.525
16.620	74.523
16.630	74.520
16.640	74.517
16.650	74.515
16.660	74.512
16.670	74.509
16.680	74.507
16.690	74.504
16.700	74.501
16.710	74.499
16.720	74.496
16.730	74.494
16.740	74.491
16.750	74.488
16.760	74.486
16.770	74.483
16.780	74.480
16.790	74.478
16.800	74.475
16.810	74.472
16.820	74.470
16.830	74.467
16.840	74.464
16.850	74.462
16.860	74.459
16.870	74.457
16.880	74.454
16.890	74.451
16.900	74.449
16.910	74.446
16.920	74.443
16.930	74.441
16.940	74.438
16.950	74.436
16.960	74.433
16.970	74.430
16.980	74.428
16.990	74.425
17.000	74.422
17.010	74.420
17.020	74.417
17.030	74.415
17.040	74.412
17.050	74.409
17.060	74.407
17.070	74.404
17.080	74.401
17.090	74.399
17.100	74.396
17.110	74.394
17.120	74.391
17.130	74.388
17.140	74.386
17.150	74.383
17.160	74.381
17.170	74.378
17.180	74.375
17.190	74.373
17.200	74.370
17.210	74.368
17.220	74.365
17.230	74.362
17.240	74.360
17.250	74.357
17.260	74.355
17.270	74.352
17.280	74.349
17.290	74.347
17.300	74.344
17.310	74.342
17.320	74.339
17.330	74.336
17.340	74.334
17.350	74.331
17.360	74.329
17.370	74.326
17.380	74.323
17.390	74.321
17.400	74.318
17.410	74.316
17.420	74.313
17.430	74.311
17.440	74.308
17.450	74.305
