N	t(c)	m(kg)	P(H)	V(m/s)	M	Cxa	alpha(grad)	theta_c(grad)	Cya_alpha	omega_z(1/s)	theta(grad)	y(m)	x(m)	g(m/s2)	x_dotc(m/s)	y_dotc(m/s)	V_dot(m/s2)
26	2.500	1205.00	56000.0	99.125	0.2917	0.3000	1.23	83.77	0.2500	0.0000	85.00	134.84	14.47	9.8062	10.754	98.540	36.372
27	2.600	1203.00	56000.0	102.765	0.3025	0.3000	1.23	83.77	0.2500	0.0000	85.00	144.87	15.57	9.8062	11.155	102.158	36.424
28	2.700	1201.00	56000.0	106.410	0.3132	0.3000	1.23	83.77	0.2500	0.0000	85.00	155.27	16.71	9.8062	11.556	105.781	36.475
29	2.800	1199.00	56000.0	110.060	0.3240	0.3000	1.24	83.76	0.2500	0.0000	85.00	166.03	17.88	9.8061	11.958	109.408	36.525
30	2.900	1197.00	56000.0	113.715	0.3348	0.3000	1.24	83.76	0.2500	0.0000	85.00	177.15	19.10	9.8061	12.360	113.041	36.574
31	3.000	1195.00	56000.0	117.375	0.3457	0.3000	1.24	83.76	0.2500	0.0000	85.00	188.64	20.35	9.8061	12.762	116.679	36.622
32	3.100	1193.00	56000.0	121.039	0.3565	0.3000	1.24	83.76	0.2500	0.0000	85.00	200.49	21.65	9.8060	13.165	120.321	36.670
33	3.200	1191.00	56000.0	124.709	0.3674	0.3000	1.25	83.75	0.2500	0.0000	85.00	212.70	22.99	9.8060	13.567	123.969	36.717
34	3.300	1189.00	56000.0	128.383	0.3782	0.3000	1.25	83.75	0.2500	0.0000	85.00	225.28	24.36	9.8060	13.970	127.620	36.764
35	3.400	1187.00	56000.0	132.061	0.3891	0.3000	1.25	83.75	0.2500	0.0000	85.00	238.23	25.78	9.8059	14.374	131.277	36.809
36	3.500	1185.00	56000.0	135.745	0.4000	0.3000	1.25	83.75	0.2500	0.0000	85.00	251.54	27.24	9.8059	14.777	134.938	36.854
37	3.600	1183.00	56000.0	139.432	0.4110	0.3000	1.25	83.75	0.2500	0.0000	85.00	265.21	28.74	9.8058	15.181	138.603	36.898
38	3.700	1181.00	56000.0	143.124	0.4219	0.3000	1.25	83.75	0.2500	0.0000	85.00	279.26	30.27	9.8058	15.585	142.273	36.942
39	3.800	1179.00	56000.0	146.821	0.4329	0.3000	1.25	83.75	0.2500	0.0000	85.00	293.67	31.85	9.8057	15.989	145.947	36.985
40	3.900	1177.00	56000.0	150.521	0.4439	0.3000	1.25	83.75	0.2500	0.0000	85.00	308.45	33.47	9.8057	16.394	149.626	37.027
41	4.000	1175.00	56000.0	154.226	0.4549	0.3000	1.25	83.75	0.2500	0.0000	85.00	323.59	35.13	9.8057	16.799	153.308	37.068
42	4.100	1173.00	56000.0	157.935	0.4659	0.3000	1.25	83.75	0.2500	0.0000	85.00	339.11	36.83	9.8056	17.204	156.995	37.109
43	4.200	1171.00	56000.0	161.648	0.4769	0.3000	1.25	83.75	0.2500	0.0000	85.00	354.99	38.57	9.8056	17.609	160.686	37.148
44	4.300	1169.00	56000.0	165.364	0.4880	0.3000	1.25	83.75	0.2500	0.0000	85.00	371.25	40.35	9.8055	18.014	164.380	37.188
45	4.400	1167.00	56000.0	169.085	0.4991	0.3000	1.25	83.75	0.2500	0.0000	85.00	387.87	42.18	9.8055	18.419	168.079	37.226
46	4.500	1165.00	56000.0	172.810	0.5102	0.3000	1.25	83.75	0.2500	0.0000	85.00	404.86	44.04	9.8054	18.825	171.781	37.264
47	4.600	1163.00	56000.0	176.538	0.5213	0.3000	1.25	83.75	0.2500	0.0000	85.00	422.22	45.94	9.8053	19.231	175.487	37.301
48	4.700	1161.00	56000.0	180.270	0.5324	0.3000	1.25	83.75	0.2500	0.0000	85.00	439.96	47.88	9.8053	19.636	179.197	37.337
49	4.800	1159.00	56000.0	184.005	0.5435	0.3000	1.25	83.75	0.2500	0.0000	85.00	458.06	49.87	9.8052	20.042	182.910	37.373
50	4.900	1157.00	56000.0	187.743	0.5547	0.3047	1.25	83.75	0.2500	0.0000	85.00	476.54	51.89	9.8052	20.448	186.626	37.388
51	5.000	1155.00	56000.0	191.481	0.5659	0.3159	1.25	83.75	0.2500	0.0000	85.00	495.39	53.96	9.8051	20.854	190.342	37.374
52	5.100	1153.00	56000.0	195.218	0.5770	0.3270	1.25	83.75	0.2500	0.0000	85.00	514.61	56.06	9.8051	21.259	194.057	37.355
53	5.200	1151.00	56000.0	198.952	0.5882	0.3382	1.25	83.75	0.2500	0.0000	85.00	534.20	58.21	9.8050	21.664	197.769	37.332
54	5.300	1149.00	56000.0	202.684	0.5994	0.3494	1.25	83.75	0.2500	0.0000	85.00	554.16	60.40	9.8049	22.068	201.479	37.305
55	5.400	1147.00	56000.0	206.413	0.6105	0.3605	1.25	83.75	0.2500	0.0000	85.00	574.50	62.62	9.8049	22.472	205.186	37.272
56	5.500	1145.00	56000.0	210.138	0.6217	0.3717	1.25	83.75	0.2500	0.0000	85.00	595.20	64.89	9.8048	22.875	208.889	37.235
57	5.600	1143.00	56000.0	213.860	0.6329	0.3829	1.25	83.75	0.2500	0.0000	85.00	616.27	67.20	9.8047	23.277	212.589	37.193
58	5.700	1141.00	56000.0	217.577	0.6440	0.3940	1.25	83.75	0.2500	0.0000	85.00	637.72	69.55	9.8047	23.679	216.284	37.147
59	5.800	1139.00	56000.0	221.289	0.6552	0.4052	1.25	83.75	0.2500	0.0000	85.00	659.53	71.93	9.8046	24.079	219.975	37.096
60	5.900	1137.00	56000.0	224.996	0.6663	0.4163	1.25	83.75	0.2500	0.0000	85.00	681.71	74.36	9.8045	24.479	223.660	37.039
61	6.000	1135.00	56000.0	228.696	0.6775	0.4275	1.25	83.75	0.2500	0.0000	85.00	704.26	76.83	9.8045	24.878	227.339	36.978
62	6.100	1133.00	56000.0	232.391	0.6886	0.4386	1.24	83.76	0.2500	0.0000	85.00	727.18	79.34	9.8044	25.276	231.012	36.912
63	6.200	1131.00	56000.0	236.078	0.6997	0.4497	1.24	83.76	0.2500	0.0000	85.00	750.47	81.88	9.8043	25.673	234.678	36.840
64	6.300	1129.00	56000.0	239.759	0.7108	0.4608	1.24	83.76	0.2500	0.0000	85.00	774.12	84.47	9.8043	26.069	238.337	36.764
65	6.400	1127.00	56000.0	243.431	0.7219	0.4719	1.24	83.76	0.2500	0.0000	85.00	798.13	87.10	9.8042	26.463	241.988	36.682
66	6.500	1125.00	56000.0	247.095	0.7330	0.4830	1.24	83.76	0.2500	0.0000	85.00	822.51	89.76	9.8041	26.857	245.631	36.596
67	6.600	1123.00	56000.0	250.750	0.7440	0.4940	1.24	83.76	0.2500	0.0000	85.00	847.26	92.47	9.8040	27.249	249.265	36.504
68	6.700	1121.00	56000.0	254.395	0.7550	0.5050	1.24	83.76	0.2500	0.0000	85.00	872.37	95.21	9.8040	27.640	252.889	36.407
69	6.800	1119.00	56000.0	258.031	0.7661	0.5161	1.24	83.76	0.2500	0.0000	85.00	897.84	98.00	9.8039	28.029	256.504	36.305
70	6.900	1117.00	56000.0	261.656	0.7770	0.5270	1.23	83.77	0.2500	0.0000	85.00	923.67	100.82	9.8038	28.417	260.108	36.198
71	7.000	1115.00	56000.0	265.270	0.7880	0.5380	1.23	83.77	0.2500	0.0000	85.00	949.86	103.68	9.8037	28.804	263.702	36.086
72	7.100	1113.00	56000.0	268.873	0.7990	0.5490	1.23	83.77	0.2500	0.0000	85.00	976.41	106.58	9.8036	29.189	267.284	35.968
73	7.200	1111.00	56000.0	272.461	0.8099	0.5648	1.23	83.77	0.2451	0.0000	85.00	1003.31	109.52	9.8036	29.572	270.852	35.804
74	7.300	1109.00	56000.0	276.033	0.8208	0.5811	1.23	83.77	0.2396	0.0000	85.00	1030.58	112.50	9.8035	29.953	274.403	35.628
75	7.400	1107.00	56000.0	279.586	0.8316	0.5974	1.23	83.77	0.2342	0.0000	85.00	1058.20	115.51	9.8034	30.332	277.936	35.445
76	7.500	1105.00	56000.0	283.121	0.8424	0.6136	1.23	83.77	0.2288	0.0000	85.00	1086.17	118.56	9.8033	30.709	281.451	35.255
77	7.600	1103.00	56000.0	286.637	0.8531	0.6297	1.23	83.77	0.2234	0.0000	85.00	1114.49	121.65	9.8032	31.084	284.947	35.059
78	7.700	1101.00	56000.0	290.133	0.8638	0.6457	1.22	83.78	0.2181	0.0000	85.00	1143.15	124.78	9.8031	31.456	288.423	34.856
79	7.800	1099.00	56000.0	293.608	0.8744	0.6617	1.22	83.78	0.2128	0.0000	85.00	1172.17	127.94	9.8030	31.826	291.878	34.647
80	7.900	1097.00	56000.0	297.062	0.8850	0.6775	1.22	83.78	0.2075	0.0000	85.00	1201.53	131.14	9.8029	32.193	295.312	34.431
81	8.000	1095.00	56000.0	300.494	0.8956	0.6933	1.22	83.78	0.2022	0.0000	85.00	1231.23	134.38	9.8029	32.558	298.725	34.209
82	8.100	1093.00	56000.0	303.903	0.9060	0.7085	1.22	83.78	0.2060	0.0000	85.00	1261.28	137.66	9.8028	32.920	302.115	33.987
83	8.200	1091.00	56000.0	307.291	0.9165	0.7230	1.22	83.78	0.2165	0.0000	85.00	1291.66	140.97	9.8027	33.279	305.484	33.765
84	8.300	1089.00	56000.0	310.656	0.9268	0.7376	1.22	83.78	0.2268	0.0000	85.00	1322.37	144.31	9.8026	33.636	308.830	33.537
85	8.400	1087.00	56000.0	313.998	0.9371	0.7520	1.21	83.79	0.2371	0.0000	85.00	1353.42	147.69	9.8025	33.989	312.153	33.304
86	8.500	1085.00	56000.0	317.316	0.9474	0.7663	1.21	83.79	0.2474	0.0000	85.00	1384.80	151.11	9.8024	34.339	315.453	33.065
87	8.600	1083.00	56000.0	320.611	0.9576	0.7806	1.21	83.79	0.2576	0.0000	85.00	1416.51	154.56	9.8023	34.687	318.729	32.822
88	8.700	1081.00	56000.0	323.880	0.9677	0.7948	1.21	83.79	0.2677	0.0000	85.00	1448.55	158.05	9.8022	35.031	321.980	32.574
89	8.800	1079.00	56000.0	327.125	0.9778	0.8089	1.21	83.79	0.2778	0.0000	85.00	1480.91	161.57	9.8021	35.371	325.207	32.321
90	8.900	1077.00	56000.0	330.344	0.9878	0.8229	1.21	83.79	0.2878	0.0000	85.00	1513.59	165.12	9.8020	35.709	328.409	32.064
91	9.000	1075.00	56000.0	333.537	0.9977	0.8368	1.20	83.80	0.2977	0.0000	85.00	1546.59	168.71	9.8019	36.043	331.584	31.803
92	9.100	1073.00	56000.0	336.710	1.0076	0.8425	1.20	83.80	0.3013	0.0000	85.00	1579.91	172.33	9.8018	36.374	334.739	31.641
93	9.200	1071.00	56000.0	339.867	1.0174	0.8458	1.20	83.80	0.3029	0.0000	85.00	1613.54	175.98	9.8017	36.703	337.879	31.509
94	9.300	1069.00	56000.0	343.011	1.0272	0.8491	1.20	83.80	0.3045	0.0000	85.00	1647.48	179.67	9.8016	37.031	341.006	31.375
95	9.400	1067.00	56000.0	346.142	1.0370	0.8523	1.20	83.80	0.3062	0.0000	85.00	1681.74	183.39	9.8015	37.357	344.120	31.241
96	9.500	1065.00	56000.0	349.259	1.0468	0.8556	1.19	83.81	0.3078	0.0000	85.00	1716.31	187.14	9.8014	37.681	347.221	31.105
97	9.600	1063.00	56000.0	352.363	1.0565	0.8588	1.19	83.81	0.3094	0.0000	85.00	1751.18	190.93	9.8012	38.003	350.308	30.969
98	9.700	1061.00	56000.0	355.453	1.0662	0.8616	1.19	83.81	0.3006	0.0000	85.00	1786.37	194.74	9.8011	38.323	353.381	30.839
99	9.800	1059.00	56000.0	358.531	1.0759	0.8640	1.19	83.81	0.2861	0.0000	85.00	1821.86	198.59	9.8010	38.643	356.442	30.713
100	9.900	1057.00	56000.0	361.596	1.0856	0.8664	1.19	83.81	0.2716	0.0000	85.00	1857.66	202.47	9.8009	38.961	359.491	30.586
101	10.000	1055.00	56000.0	364.648	1.0952	0.8688	1.18	83.82	0.2572	0.0000	85.00	1893.76	206.38	9.8008	39.277	362.526	30.459
102	10.100	1053.00	56000.0	367.690	1.1048	0.8681	1.18	83.82	0.2500	0.0000	85.00	1930.16	210.33	9.8007	39.593	365.552	30.378
103	10.200	1051.00	56000.0	370.726	1.1144	0.8642	1.18	83.82	0.2500	0.0000	85.00	1966.87	214.30	9.8006	39.908	368.572	30.345
104	10.300	1049.00	56000.0	373.759	1.1240	0.8604	1.18	83.82	0.2500	0.0000	85.00	2003.88	218.31	9.8005	40.223	371.588	30.314
105	10.400	1047.00	56000.0	376.789	1.1336	0.8565	1.18	83.82	0.2500	0.0000	85.00	2041.19	222.35	9.8004	40.536	374.602	30.285
106	10.500	1045.00	56000.0	379.816	1.1433	0.8527	1.17	83.83	0.2500	0.0000	85.00	2078.80	226.41	9.8002	40.850	377.613	30.257
107	10.600	1043.00	56000.0	382.840	1.1529	0.8488	1.17	83.83	0.2500	0.0000	85.00	2116.71	230.51	9.8001	41.162	380.621	30.231
108	10.700	1041.00	56000.0	385.862	1.1625	0.8450	1.17	83.83	0.2500	0.0000	85.00	2154.92	234.65	9.8000	41.474	383.627	30.207
109	10.800	1039.00	56000.0	388.882	1.1721	0.8411	1.17	83.83	0.2500	0.0000	85.00	2193.43	238.81	9.7999	41.786	386.630	30.185
110	10.900	1037.00	56000.0	391.899	1.1818	0.8373	1.17	83.83	0.2500	0.0000	85.00	2232.25	243.00	9.7998	42.097	389.632	30.164
111	11.000	1035.00	56000.0	394.915	1.1914	0.8334	1.16	83.84	0.2500	0.0000	85.00	2271.36	247.23	9.7996	42.408	392.631	30.146
112	11.100	1033.00	56000.0	397.928	1.2011	0.8297	1.16	83.84	0.2500	0.0000	85.00	2310.77	251.49	9.7995	42.718	395.629	30.128
113	11.200	1031.00	56000.0	400.940	1.2107	0.8268	1.16	83.84	0.2500	0.0000	85.00	2350.49	255.77	9.7994	43.027	398.624	30.096
114	11.300	1029.00	56000.0	403.948	1.2204	0.8239	1.16	83.84	0.2500	0.0000	85.00	2390.50	260.09	9.7993	43.337	401.616	30.066
115	11.400	1027.00	56000.0	406.953	1.2301	0.8210	1.16	83.84	0.2500	0.0000	85.00	2430.81	264.44	9.7992	43.645	404.606	30.038
116	11.500	1025.00	56000.0	409.955	1.2397	0.8181	1.15	83.85	0.2500	0.0000	85.00	2471.42	268.82	9.7990	43.953	407.592	30.012
117	11.600	1023.00	56000.0	412.955	1.2494	0.8152	1.15	83.85	0.2500	0.0000	85.00	2512.33	273.23	9.7989	44.260	410.576	29.987
118	11.700	1021.00	56000.0	415.953	1.2591	0.8123	1.15	83.85	0.2500	0.0000	85.00	2553.53	277.67	9.7988	44.567	413.558	29.964
119	11.800	1019.00	56000.0	418.948	1.2688	0.8094	1.15	83.85	0.2500	0.0000	85.00	2595.04	282.14	9.7986	44.874	416.538	29.942
120	11.900	1017.00	56000.0	421.941	1.2785	0.8064	1.15	83.85	0.2500	0.0000	85.00	2636.84	286.65	9.7985	45.179	419.516	29.923
121	12.000	1015.00	56000.0	424.933	1.2882	0.8035	1.14	83.86	0.2500	0.0000	85.00	2678.94	291.18	9.7984	45.485	422.491	29.905
122	12.100	1013.00	56000.0	427.922	1.2980	0.8006	1.14	83.86	0.2500	0.0000	85.00	2721.34	295.74	9.7983	45.790	425.465	29.889
123	12.200	1011.00	56000.0	430.909	1.3077	0.7992	1.14	83.86	0.2500	0.0000	85.00	2764.04	300.34	9.7981	46.094	428.437	29.845
124	12.300	1009.00	56000.0	433.891	1.3174	0.7983	1.14	83.86	0.2500	0.0000	85.00	2807.03	304.96	9.7980	46.398	431.403	29.793
125	12.400	1007.00	56000.0	436.868	1.3271	0.7973	1.14	83.86	0.2500	0.0000	85.00	2850.32	309.62	9.7979	46.701	434.364	29.743
126	12.500	1005.00	56000.0	439.840	1.3369	0.7963	1.13	83.87	0.2500	0.0000	85.00	2893.90	314.30	9.7977	47.003	437.321	29.694
127	12.600	1003.00	56000.0	442.807	1.3466	0.7953	1.13	83.87	0.2500	0.0000	85.00	2937.78	319.02	9.7976	47.304	440.273	29.647
128	12.700	1001.00	56000.0	445.769	1.3563	0.7944	1.13	83.87	0.2500	0.0000	85.00	2981.95	323.76	9.7975	47.605	443.220	29.600
129	12.800	999.00	56000.0	448.727	1.3661	0.7934	1.13	83.87	0.2500	0.0000	85.00	3026.42	328.54	9.7973	47.904	446.162	29.555
130	12.900	997.00	56000.0	451.680	1.3758	0.7924	1.13	83.87	0.2500	0.0000	85.00	3071.19	333.34	9.7972	48.203	449.101	29.512
131	13.000	995.00	56000.0	454.629	1.3856	0.7914	1.12	83.88	0.2500	0.0000	85.00	3116.24	338.18	9.7970	48.502	452.034	29.469
132	13.100	993.00	56000.0	457.574	1.3953	0.7905	1.12	83.88	0.2500	0.0000	85.00	3161.59	343.04	9.7969	48.799	454.964	29.428
133	13.200	991.00	56000.0	460.516	1.4050	0.7888	1.12	83.88	0.2500	0.0000	85.00	3207.24	347.94	9.7968	49.097	457.891	29.404
134	13.300	989.00	56000.0	463.455	1.4148	0.7865	1.12	83.88	0.2500	0.0000	85.00	3253.17	352.86	9.7966	49.393	460.816	29.394
135	13.400	987.00	56000.0	466.394	1.4246	0.7843	1.12	83.88	0.2500	0.0000	85.00	3299.40	357.82	9.7965	49.689	463.740	29.387
136	13.500	985.00	56000.0	469.333	1.4344	0.7820	1.11	83.89	0.2500	0.0000	85.00	3345.92	362.80	9.7963	49.985	466.663	29.381
137	13.600	983.00	56000.0	472.271	1.4442	0.7797	1.11	83.89	0.2500	0.0000	85.00	3392.73	367.82	9.7962	50.281	469.586	29.377
138	13.700	981.00	56000.0	475.208	1.4540	0.7774	1.11	83.89	0.2500	0.0000	85.00	3439.84	372.86	9.7960	50.577	472.509	29.375
139	13.800	979.00	56000.0	478.146	1.4638	0.7751	1.11	83.89	0.2500	0.0000	85.00	3487.23	377.93	9.7959	50.872	475.432	29.375
140	13.900	977.00	56000.0	481.084	1.4737	0.7728	1.11	83.89	0.2500	0.0000	85.00	3534.92	383.03	9.7958	51.167	478.355	29.377
141	14.000	975.00	56000.0	484.021	1.4835	0.7705	1.10	83.90	0.2500	0.0000	85.00	3582.91	388.16	9.7956	51.461	481.278	29.381
142	14.100	973.00	56000.0	486.960	1.4934	0.7682	1.10	83.90	0.2500	0.0000	85.00	3631.18	393.32	9.7955	51.756	484.202	29.387
143	14.200	971.00	56000.0	489.899	1.5033	0.7659	1.10	83.90	0.2500	0.0000	85.00	3679.75	398.51	9.7953	52.050	487.126	29.395
144	14.300	969.00	56000.0	492.839	1.5133	0.7636	1.10	83.90	0.2500	0.0000	85.00	3728.60	403.73	9.7952	52.344	490.051	29.405
145	14.400	967.00	56000.0	495.780	1.5232	0.7612	1.09	83.91	0.2500	0.0000	85.00	3777.76	408.98	9.7950	52.638	492.978	29.416
146	14.500	965.00	56000.0	498.722	1.5332	0.7589	1.09	83.91	0.2500	0.0000	85.00	3827.20	414.26	9.7949	52.932	495.905	29.430
147	14.600	963.00	56000.0	501.666	1.5432	0.7566	1.09	83.91	0.2500	0.0000	85.00	3876.94	419.57	9.7947	53.226	498.834	29.446
148	14.700	961.00	56000.0	504.612	1.5532	0.7542	1.09	83.91	0.2500	0.0000	85.00	3926.97	424.91	9.7945	53.520	501.765	29.464
149	14.800	959.00	56000.0	507.559	1.5633	0.7519	1.09	83.91	0.2500	0.0000	85.00	3977.29	430.27	9.7944	53.814	504.698	29.484
150	14.900	957.00	56000.0	510.508	1.5733	0.7496	1.08	83.92	0.2500	0.0000	85.00	4027.91	435.67	9.7942	54.108	507.633	29.506
151	15.000	955.00	56000.0	513.460	1.5834	0.7472	1.08	83.92	0.2500	0.0000	85.00	4078.82	441.10	9.7941	54.401	510.570	29.530
152	15.100	953.00	56000.0	516.415	1.5935	0.7448	1.08	83.92	0.2500	0.0000	85.00	4130.02	446.55	9.7939	54.695	513.510	29.556
153	15.200	951.00	56000.0	519.372	1.6037	0.7425	1.08	83.92	0.2500	0.0000	85.00	4181.52	452.03	9.7938	54.989	516.452	29.585
154	15.300	949.00	56000.0	522.332	1.6139	0.7401	1.08	83.92	0.2500	0.0000	85.00	4233.31	457.55	9.7936	55.283	519.398	29.615
155	15.400	947.00	56000.0	525.295	1.6241	0.7377	1.07	83.93	0.2500	0.0000	85.00	4285.40	463.09	9.7934	55.577	522.346	29.648
156	15.500	945.00	56000.0	528.261	1.6343	0.7353	1.07	83.93	0.2500	0.0000	85.00	4337.78	468.66	9.7933	55.871	525.298	29.683
157	15.600	943.00	56000.0	531.231	1.6446	0.7329	1.07	83.93	0.2500	0.0000	85.00	4390.46	474.27	9.7931	56.166	528.254	29.720
158	15.700	941.00	56000.0	534.205	1.6549	0.7305	1.07	83.93	0.2500	0.0000	85.00	4443.43	479.90	9.7930	56.460	531.213	29.759
159	15.800	939.00	56000.0	537.183	1.6652	0.7281	1.06	83.94	0.2500	0.0000	85.00	4496.70	485.56	9.7928	56.755	534.177	29.801
160	15.900	937.00	56000.0	540.166	1.6756	0.7257	1.06	83.94	0.2500	0.0000	85.00	4550.27	491.25	9.7926	57.050	537.145	29.845
161	16.000	935.00	56000.0	543.152	1.6860	0.7233	1.06	83.94	0.2500	0.0000	85.00	4604.13	496.97	9.7925	57.345	540.117	29.891
162	16.100	933.00	56000.0	546.144	1.6965	0.7208	1.06	83.94	0.2500	0.0000	85.00	4658.29	502.72	9.7923	57.640	543.094	29.939
163	16.200	931.00	56000.0	549.140	1.7069	0.7184	1.06	83.94	0.2500	0.0000	85.00	4712.75	508.50	9.7921	57.936	546.075	29.989
164	16.300	929.00	56000.0	552.142	1.7174	0.7159	1.05	83.95	0.2500	0.0000	85.00	4767.51	514.30	9.7920	58.232	549.062	30.042
165	16.400	927.00	56000.0	555.149	1.7280	0.7135	1.05	83.95	0.2500	0.0000	85.00	4822.56	520.14	9.7918	58.528	552.055	30.097
166	16.500	925.00	56000.0	558.161	1.7386	0.7110	1.05	83.95	0.2500	0.0000	85.00	4877.92	526.01	9.7916	58.825	555.053	30.155
167	16.600	923.00	56000.0	561.180	1.7492	0.7085	1.05	83.95	0.2500	0.0000	85.00	4933.57	531.91	9.7914	59.122	558.057	30.215
168	16.700	921.00	56000.0	564.204	1.7599	0.7060	1.05	83.95	0.2500	0.0000	85.00	4989.53	537.83	9.7913	59.420	561.067	30.277
169	16.800	919.00	56000.0	567.235	1.7706	0.7035	1.04	83.96	0.2500	0.0000	85.00	5045.78	543.79	9.7911	59.718	564.083	30.342
170	16.900	917.00	56000.0	570.273	1.7814	0.7010	1.04	83.96	0.2500	0.0000	85.00	5102.34	549.78	9.7909	60.016	567.106	30.409
171	17.000	915.00	56000.0	573.317	1.7922	0.6985	1.04	83.96	0.2500	0.0000	85.00	5159.21	555.79	9.7908	60.315	570.136	30.478
172	17.100	913.00	56000.0	576.369	1.8030	0.6960	1.04	83.96	0.2500	0.0000	85.00	5216.37	561.84	9.7906	60.615	573.172	30.550
173	17.200	911.00	56000.0	579.427	1.8139	0.6934	1.03	83.97	0.2500	0.0000	85.00	5273.84	567.92	9.7904	60.915	576.216	30.624
174	17.300	909.00	56000.0	582.494	1.8249	0.6909	1.03	83.97	0.2500	0.0000	85.00	5331.61	574.02	9.7902	61.215	579.268	30.701
175	17.400	907.00	56000.0	585.568	1.8359	0.6883	1.03	83.97	0.2500	0.0000	85.00	5389.69	580.16	9.7900	61.516	582.327	30.780
176	17.500	905.00	56000.0	588.650	1.8469	0.6857	1.03	83.97	0.2500	0.0000	85.00	5448.08	586.33	9.7899	61.818	585.395	30.862
177	17.600	903.00	56000.0	591.740	1.8580	0.6831	1.03	83.97	0.2500	0.0000	85.00	5506.77	592.52	9.7897	62.120	588.470	30.946
