t(c)	y(m)
0.403	6.83
0.404	6.85
0.405	6.88
0.406	6.90
0.407	6.92
0.408	6.95
0.409	6.97
0.410	7.00
0.411	7.02
0.412	7.05
0.413	7.07
0.414	7.09
0.415	7.12
0.416	7.14
0.417	7.17
0.418	7.19
0.419	7.22
0.420	7.24
0.421	7.27
0.422	7.29
0.423	7.31
0.424	7.34
0.425	7.36
0.426	7.39
0.427	7.41
0.428	7.44
0.429	7.46
0.430	7.49
0.431	7.51
0.432	7.54
0.433	7.56
0.434	7.59
0.435	7.61
0.436	7.64
0.437	7.66
0.438	7.69
0.439	7.71
0.440	7.74
0.441	7.76
0.442	7.79
0.443	7.81
0.444	7.84
0.445	7.87
0.446	7.89
0.447	7.92
0.448	7.94
0.449	7.97
0.450	7.99
0.451	8.02
0.452	8.04
0.453	8.07
0.454	8.10
0.455	8.12
0.456	8.15
0.457	8.17
0.458	8.20
0.459	8.22
0.460	8.25
0.461	8.28
0.462	8.30
0.463	8.33
0.464	8.35
0.465	8.38
0.466	8.41
0.467	8.43
0.468	8.46
0.469	8.49
0.470	8.51
0.471	8.54
0.472	8.56
0.473	8.59
0.474	8.62
0.475	8.64
0.476	8.67
0.477	8.70
0.478	8.72
0.479	8.75
0.480	8.78
0.481	8.80
0.482	8.83
0.483	8.86
0.484	8.88
0.485	8.91
0.486	8.94
0.487	8.96
0.488	8.99
0.489	9.02
0.490	9.04
0.491	9.07
0.492	9.10
0.493	9.13
0.494	9.15
0.495	9.18
0.496	9.21
0.497	9.23
0.498	9.26
0.499	9.29
0.500	9.32
0.501	9.34
0.502	9.37
0.503	9.40
0.504	9.43
0.505	9.45
0.506	9.48
0.507	9.51
0.508	9.54
0.509	9.56
0.510	9.59
0.511	9.62
0.512	9.65
0.513	9.68
0.514	9.70
0.515	9.73
0.516	9.76
0.517	9.79
0.518	9.81
0.519	9.84
0.520	9.87
0.521	9.90
0.522	9.93
0.523	9.95
0.524	9.98
0.525	10.01
0.526	10.04
0.527	10.07
0.528	10.10
0.529	10.12
0.530	10.15
0.531	10.18
0.532	10.21
0.533	10.24
0.534	10.27
0.535	10.30
0.536	10.32
0.537	10.35
0.538	10.38
0.539	10.41
0.540	10.44
0.541	10.47
0.542	10.50
0.543	10.52
0.544	10.55
0.545	10.58
0.546	10.61
0.547	10.64
0.548	10.67
0.549	10.70
0.550	10.73
0.551	10.76
0.552	10.79
0.553	10.82
0.554	10.84
0.555	10.87
0.556	10.90
0.557	10.93
0.558	10.96
0.559	10.99
0.560	11.02
0.561	11.05
0.562	11.08
0.563	11.11
0.564	11.14
0.565	11.17
0.566	11.20
0.567	11.23
0.568	11.26
0.569	11.29
0.570	11.32
0.571	11.35
0.572	11.38
0.573	11.41
0.574	11.44
0.575	11.47
0.576	11.50
0.577	11.53
0.578	11.56
0.579	11.59
0.580	11.62
0.581	11.65
0.582	11.68
0.583	11.71
0.584	11.74
0.585	11.77
0.586	11.80
0.587	11.83
0.588	11.86
0.589	11.89
0.590	11.92
0.591	11.95
0.592	11.98
0.593	12.01
0.594	12.04
0.595	12.07
0.596	12.10
0.597	12.13
0.598	12.16
0.599	12.20
0.600	12.23
0.601	12.26
0.602	12.29
0.603	12.32
0.604	12.35
0.605	12.38
0.606	12.41
0.607	12.44
0.608	12.47
0.609	12.51
0.610	12.54
0.611	12.57
0.612	12.60
0.613	12.63
0.614	12.66
0.615	12.69
0.616	12.72
0.617	12.76
0.618	12.79
0.619	12.82
0.620	12.85
0.621	12.88
0.622	12.91
0.623	12.95
0.624	12.98
0.625	13.01
0.626	13.04
0.627	13.07
0.628	13.10
0.629	13.14
0.630	13.17
0.631	13.20
0.632	13.23
0.633	13.26
0.634	13.30
0.635	13.33
0.636	13.36
0.637	13.39
0.638	13.42
0.639	13.46
0.640	13.49
0.641	13.52
0.642	13.55
0.643	13.59
0.644	13.62
0.645	13.65
0.646	13.68
0.647	13.72
0.648	13.75
0.649	13.78
0.650	13.81
0.651	13.85
0.652	13.88
0.653	13.91
0.654	13.94
0.655	13.98
0.656	14.01
0.657	14.04
0.658	14.07
0.659	14.11
0.660	14.14
0.661	14.17
0.662	14.21
0.663	14.24
0.664	14.27
0.665	14.31
0.666	14.34
0.667	14.37
0.668	14.41
0.669	14.44
0.670	14.47
0.671	14.51
0.672	14.54
0.673	14.57
0.674	14.61
0.675	14.64
0.676	14.67
0.677	14.71
0.678	14.74
0.679	14.77
0.680	14.81
0.681	14.84
0.682	14.87
0.683	14.91
0.684	14.94
0.685	14.98
0.686	15.01
0.687	15.04
0.688	15.08
0.689	15.11
0.690	15.14
0.691	15.18
0.692	15.21
0.693	15.25
0.694	15.28
0.695	15.32
0.696	15.35
0.697	15.38
0.698	15.42
0.699	15.45
0.700	15.49
0.701	15.52
0.702	15.56
0.703	15.59
0.704	15.62
0.705	15.66
0.706	15.69
0.707	15.73
0.708	15.76
0.709	15.80
0.710	15.83
0.711	15.87
0.712	15.90
0.713	15.94
0.714	15.97
0.715	16.01
0.716	16.04
0.717	16.08
0.718	16.11
0.719	16.15
0.720	16.18
0.721	16.22
0.722	16.25
0.723	16.29
0.724	16.32
0.725	16.36
0.726	16.39
0.727	16.43
0.728	16.46
0.729	16.50
0.730	16.53
0.731	16.57
0.732	16.60
0.733	16.64
0.734	16.68
0.735	16.71
0.736	16.75
0.737	16.78
0.738	16.82
0.739	16.85
0.740	16.89
0.741	16.92
0.742	16.96
0.743	17.00
0.744	17.03
0.745	17.07
0.746	17.10
0.747	17.14
0.748	17.18
0.749	17.21
0.750	17.25
0.751	17.28
0.752	17.32
0.753	17.36
0.754	17.39
0.755	17.43
0.756	17.47
0.757	17.50
0.758	17.54
0.759	17.58
0.760	17.61
0.761	17.65
0.762	17.68
0.763	17.72
0.764	17.76
0.765	17.79
0.766	17.83
0.767	17.87
0.768	17.90
0.769	17.94
0.770	17.98
0.771	18.01
0.772	18.05
0.773	18.09
0.774	18.13
0.775	18.16
0.776	18.20
0.777	18.24
0.778	18.27
0.779	18.31
0.780	18.35
0.781	18.38
0.782	18.42
0.783	18.46
0.784	18.50
0.785	18.53
0.786	18.57
0.787	18.61
0.788	18.65
0.789	18.68
0.790	18.72
0.791	18.76
0.792	18.80
0.793	18.83
0.794	18.87
0.795	18.91
0.796	18.95
0.797	18.98
0.798	19.02
0.799	19.06
0.800	19.10
0.801	19.14
0.802	19.17
0.803	19.21
0.804	19.25
0.805	19.29
0.806	19.33
0.807	19.36
0.808	19.40
0.809	19.44
0.810	19.48
0.811	19.52
0.812	19.56
0.813	19.59
0.814	19.63
0.815	19.67
0.816	19.71
0.817	19.75
0.818	19.79
0.819	19.82
0.820	19.86
0.821	19.90
0.822	19.94
0.823	19.98
0.824	20.02
0.825	20.06
0.826	20.09
0.827	20.13
0.828	20.17
0.829	20.21
0.830	20.25
0.831	20.29
0.832	20.33
0.833	20.37
0.834	20.41
0.835	20.45
0.836	20.48
0.837	20.52
0.838	20.56
0.839	20.60
0.840	20.64
0.841	20.68
0.842	20.72
0.843	20.76
0.844	20.80
0.845	20.84
0.846	20.88
0.847	20.92
0.848	20.96
0.849	21.00
0.850	21.04
0.851	21.08
0.852	21.12
0.853	21.15
0.854	21.19
0.855	21.23
0.856	21.27
0.857	21.31
0.858	21.35
0.859	21.39
0.860	21.43
0.861	21.47
0.862	21.51
0.863	21.55
0.864	21.59
0.865	21.63
0.866	21.67
0.867	21.71
0.868	21.75
0.869	21.80
0.870	21.84
0.871	21.88
0.872	21.92
0.873	21.96
0.874	22.00
0.875	22.04
0.876	22.08
0.877	22.12
0.878	22.16
0.879	22.20
0.880	22.24
0.881	22.28
0.882	22.32
0.883	22.36
0.884	22.40
0.885	22.44
0.886	22.49
0.887	22.53
0.888	22.57
0.889	22.61
0.890	22.65
0.891	22.69
0.892	22.73
0.893	22.77
0.894	22.81
0.895	22.85
0.896	22.90
0.897	22.94
0.898	22.98
0.899	23.02
0.900	23.06
0.901	23.10
0.902	23.14
0.903	23.19
0.904	23.23
0.905	23.27
0.906	23.31
0.907	23.35
0.908	23.39
0.909	23.44
0.910	23.48
0.911	23.52
0.912	23.56
0.913	23.60
0.914	23.64
0.915	23.69
0.916	23.73
0.917	23.77
0.918	23.81
0.919	23.85
0.920	23.90
0.921	23.94
0.922	23.98
0.923	24.02
0.924	24.06
0.925	24.11
0.926	24.15
0.927	24.19
0.928	24.23
0.929	24.28
0.930	24.32
0.931	24.36
0.932	24.40
0.933	24.45
0.934	24.49
0.935	24.53
0.936	24.57
0.937	24.62
0.938	24.66
0.939	24.70
0.940	24.75
0.941	24.79
0.942	24.83
0.943	24.87
0.944	24.92
0.945	24.96
0.946	25.00
0.947	25.05
0.948	25.09
0.949	25.13
0.950	25.17
0.951	25.22
0.952	25.26
0.953	25.30
0.954	25.35
0.955	25.39
0.956	25.43
0.957	25.48
0.958	25.52
0.959	25.56
0.960	25.61
0.961	25.65
0.962	25.70
0.963	25.74
0.964	25.78
0.965	25.83
0.966	25.87
0.967	25.91
0.968	25.96
0.969	26.00
0.970	26.05
0.971	26.09
0.972	26.13
0.973	26.18
0.974	26.22
0.975	26.26
0.976	26.31
0.977	26.35
0.978	26.40
0.979	26.44
0.980	26.49
0.981	26.53
0.982	26.57
0.983	26.62
0.984	26.66
0.985	26.71
0.986	26.75
0.987	26.80
0.988	26.84
0.989	26.88
0.990	26.93
0.991	26.97
0.992	27.02
0.993	27.06
0.994	27.11
0.995	27.15
0.996	27.20
0.997	27.24
0.998	27.29
0.999	27.33
1.000	27.38
1.001	27.42
1.002	27.47
1.003	27.51
1.004	27.56
1.005	27.60
1.006	27.65
1.007	27.69
1.008	27.74
1.009	27.78
1.010	27.83
1.011	27.87
1.012	27.92
1.013	27.96
1.014	28.01
1.015	28.05
1.016	28.10
1.017	28.15
1.018	28.19
1.019	28.24
1.020	28.28
1.021	28.33
1.022	28.37
1.023	28.42
1.024	28.46
1.025	28.51
1.026	28.56
1.027	28.60
1.028	28.65
1.029	28.69
1.030	28.74
1.031	28.79
1.032	28.83
1.033	28.88
1.034	28.92
1.035	28.97
1.036	29.02
1.037	29.06
1.038	29.11
1.039	29.16
1.040	29.20
1.041	29.25
1.042	29.29
1.043	29.34
1.044	29.39
1.045	29.43
1.046	29.48
1.047	29.53
1.048	29.57
1.049	29.62
1.050	29.67
1.051	29.71
1.052	29.76
1.053	29.81
1.054	29.85
1.055	29.90
1.056	29.95
1.057	29.99
1.058	30.04
1.059	30.09
1.060	30.14
1.061	30.18
1.062	30.23
1.063	30.28
1.064	30.32
1.065	30.37
1.066	30.42
1.067	30.47
1.068	30.51
1.069	30.56
1.070	30.61
1.071	30.65
1.072	30.70
1.073	30.75
1.074	30.80
1.075	30.84
1.076	30.89
1.077	30.94
1.078	30.99
1.079	31.04
1.080	31.08
1.081	31.13
1.082	31.18
1.083	31.23
1.084	31.27
1.085	31.32
1.086	31.37
1.087	31.42
1.088	31.47
1.089	31.51
1.090	31.56
1.091	31.61
1.092	31.66
1.093	31.71
1.094	31.75
1.095	31.80
1.096	31.85
1.097	31.90
1.098	31.95
1.099	32.00
1.100	32.05
1.101	32.09
1.102	32.14
1.103	32.19
1.104	32.24
1.105	32.29
1.106	32.34
1.107	32.39
1.108	32.43
1.109	32.48
1.110	32.53
1.111	32.58
1.112	32.63
1.113	32.68
1.114	32.73
1.115	32.78
1.116	32.82
1.117	32.87
1.118	32.92
1.119	32.97
1.120	33.02
1.121	33.07
1.122	33.12
1.123	33.17
1.124	33.22
1.125	33.27
1.126	33.32
1.127	33.37
1.128	33.42
1.129	33.46
1.130	33.51
1.131	33.56
1.132	33.61
1.133	33.66
1.134	33.71
1.135	33.76
1.136	33.81
1.137	33.86
1.138	33.91
1.139	33.96
1.140	34.01
1.141	34.06
1.142	34.11
1.143	34.16
1.144	34.21
1.145	34.26
1.146	34.31
1.147	34.36
1.148	34.41
1.149	34.46
1.150	34.51
1.151	34.56
1.152	34.61
1.153	34.66
1.154	34.71
1.155	34.76
1.156	34.81
1.157	34.86
1.158	34.91
1.159	34.97
1.160	35.02
1.161	35.07
1.162	35.12
1.163	35.17
1.164	35.22
1.165	35.27
1.166	35.32
1.167	35.37
1.168	35.42
1.169	35.47
1.170	35.52
1.171	35.57
1.172	35.63
1.173	35.68
1.174	35.73
1.175	35.78
1.176	35.83
1.177	35.88
1.178	35.93
1.179	35.98
1.180	36.03
1.181	36.09
1.182	36.14
1.183	36.19
1.184	36.24
1.185	36.29
1.186	36.34
1.187	36.39
1.188	36.45
1.189	36.50
1.190	36.55
1.191	36.60
1.192	36.65
1.193	36.70
1.194	36.76
1.195	36.81
1.196	36.86
1.197	36.91
1.198	36.96
1.199	37.02
1.200	37.07
1.201	37.12
1.202	37.17
1.203	37.22
1.204	37.28
1.205	37.33
1.206	37.38
1.207	37.43
1.208	37.48
1.209	37.54
1.210	37.59
1.211	37.64
1.212	37.69
1.213	37.75
1.214	37.80
1.215	37.85
1.216	37.90
1.217	37.96
1.218	38.01
1.219	38.06
1.220	38.11
1.221	38.17
1.222	38.22
1.223	38.27
1.224	38.32
1.225	38.38
1.226	38.43
1.227	38.48
1.228	38.54
1.229	38.59
1.230	38.64
1.231	38.70
1.232	38.75
1.233	38.80
1.234	38.86
1.235	38.91
1.236	38.96
1.237	39.01
1.238	39.07
1.239	39.12
1.240	39.17
1.241	39.23
1.242	39.28
1.243	39.34
1.244	39.39
1.245	39.44
1.246	39.50
1.247	39.55
1.248	39.60
1.249	39.66
1.250	39.71
1.251	39.76
1.252	39.82
1.253	39.87
1.254	39.93
1.255	39.98
1.256	40.03
1.257	40.09
1.258	40.14
1.259	40.20
1.260	40.25
1.261	40.30
1.262	40.36
1.263	40.41
1.264	40.47
1.265	40.52
1.266	40.58
1.267	40.63
1.268	40.68
1.269	40.74
1.270	40.79
1.271	40.85
1.272	40.90
1.273	40.96
1.274	41.01
1.275	41.07
1.276	41.12
1.277	41.18
1.278	41.23
1.279	41.28
1.280	41.34
1.281	41.39
1.282	41.45
1.283	41.50
1.284	41.56
1.285	41.61
1.286	41.67
1.287	41.72
1.288	41.78
1.289	41.83
1.290	41.89
1.291	41.94
1.292	42.00
1.293	42.06
1.294	42.11
1.295	42.17
1.296	42.22
1.297	42.28
1.298	42.33
1.299	42.39
1.300	42.44
1.301	42.50
1.302	42.55
1.303	42.61
1.304	42.67
1.305	42.72
1.306	42.78
1.307	42.83
1.308	42.89
1.309	42.94
1.310	43.00
1.311	43.06
1.312	43.11
1.313	43.17
1.314	43.22
1.315	43.28
1.316	43.34
1.317	43.39
1.318	43.45
1.319	43.50
1.320	43.56
1.321	43.62
1.322	43.67
1.323	43.73
1.324	43.79
1.325	43.84
1.326	43.90
1.327	43.96
1.328	44.01
1.329	44.07
1.330	44.13
1.331	44.18
1.332	44.24
1.333	44.30
1.334	44.35
1.335	44.41
1.336	44.47
1.337	44.52
1.338	44.58
1.339	44.64
1.340	44.69
1.341	44.75
1.342	44.81
1.343	44.86
1.344	44.92
1.345	44.98
1.346	45.04
1.347	45.09
1.348	45.15
1.349	45.21
1.350	45.26
1.351	45.32
1.352	45.38
1.353	45.44
1.354	45.49
1.355	45.55
1.356	45.61
1.357	45.67
1.358	45.72
1.359	45.78
1.360	45.84
1.361	45.90
1.362	45.95
1.363	46.01
1.364	46.07
1.365	46.13
1.366	46.19
1.367	46.24
1.368	46.30
1.369	46.36
1.370	46.42
1.371	46.48
1.372	46.53
1.373	46.59
1.374	46.65
1.375	46.71
1.376	46.77
1.377	46.82
1.378	46.88
1.379	46.94
1.380	47.00
1.381	47.06
1.382	47.12
1.383	47.17
1.384	47.23
1.385	47.29
1.386	47.35
1.387	47.41
1.388	47.47
1.389	47.53
1.390	47.58
1.391	47.64
1.392	47.70
1.393	47.76
1.394	47.82
1.395	47.88
1.396	47.94
1.397	48.00
1.398	48.06
1.399	48.11
1.400	48.17
1.401	48.23
1.402	48.29
1.403	48.35
1.404	48.41
1.405	48.47
1.406	48.53
1.407	48.59
1.408	48.65
1.409	48.71
1.410	48.77
1.411	48.83
1.412	48.89
1.413	48.95
1.414	49.00
1.415	49.06
1.416	49.12
1.417	49.18
1.418	49.24
1.419	49.30
1.420	49.36
1.421	49.42
1.422	49.48
1.423	49.54
1.424	49.60
1.425	49.66
1.426	49.72
1.427	49.78
1.428	49.84
1.429	49.90
1.430	49.96
1.431	50.02
1.432	50.08
1.433	50.14
1.434	50.20
1.435	50.26
1.436	50.32
1.437	50.38
1.438	50.44
1.439	50.51
1.440	50.57
1.441	50.63
1.442	50.69
1.443	50.75
1.444	50.81
1.445	50.87
1.446	50.93
1.447	50.99
1.448	51.05
1.449	51.11
1.450	51.17
1.451	51.23
1.452	51.29
1.453	51.36
1.454	51.42
1.455	51.48
1.456	51.54
1.457	51.60
1.458	51.66
1.459	51.72
1.460	51.78
1.461	51.84
1.462	51.91
1.463	51.97
1.464	52.03
1.465	52.09
1.466	52.15
1.467	52.21
1.468	52.27
1.469	52.34
1.470	52.40
1.471	52.46
1.472	52.52
1.473	52.58
1.474	52.64
1.475	52.71
1.476	52.77
1.477	52.83
1.478	52.89
1.479	52.95
1.480	53.01
1.481	53.08
1.482	53.14
1.483	53.20
1.484	53.26
1.485	53.32
1.486	53.39
1.487	53.45
1.488	53.51
1.489	53.57
1.490	53.64
1.491	53.70
1.492	53.76
1.493	53.82
1.494	53.89
1.495	53.95
1.496	54.01
1.497	54.07
1.498	54.14
1.499	54.20
1.500	54.26
1.501	54.32
1.502	54.39
1.503	54.45
1.504	54.51
1.505	54.57
1.506	54.64
1.507	54.70
1.508	54.76
1.509	54.83
1.510	54.89
1.511	54.95
1.512	55.01
1.513	55.08
1.514	55.14
1.515	55.20
1.516	55.27
1.517	55.33
1.518	55.39
1.519	55.46
1.520	55.52
1.521	55.58
1.522	55.65
1.523	55.71
1.524	55.77
1.525	55.84
1.526	55.90
1.527	55.96
1.528	56.03
1.529	56.09
1.530	56.16
1.531	56.22
1.532	56.28
1.533	56.35
1.534	56.41
1.535	56.47
1.536	56.54
1.537	56.60
1.538	56.67
1.539	56.73
1.540	56.79
1.541	56.86
1.542	56.92
1.543	56.99
1.544	57.05
1.545	57.12
1.546	57.18
1.547	57.24
1.548	57.31
1.549	57.37
1.550	57.44
1.551	57.50
1.552	57.57
1.553	57.63
1.554	57.69
1.555	57.76
1.556	57.82
1.557	57.89
1.558	57.95
1.559	58.02
1.560	58.08
1.561	58.15
1.562	58.21
1.563	58.28
1.564	58.34
1.565	58.41
1.566	58.47
1.567	58.54
1.568	58.60
1.569	58.67
1.570	58.73
1.571	58.80
1.572	58.86
1.573	58.93
1.574	58.99
1.575	59.06
1.576	59.12
1.577	59.19
1.578	59.25
1.579	59.32
1.580	59.39
1.581	59.45
1.582	59.52
1.583	59.58
1.584	59.65
1.585	59.71
1.586	59.78
1.587	59.84
1.588	59.91
1.589	59.98
1.590	60.04
1.591	60.11
1.592	60.17
1.593	60.24
1.594	60.31
1.595	60.37
1.596	60.44
1.597	60.50
1.598	60.57
1.599	60.64
1.600	60.70
1.601	60.77
1.602	60.83
1.603	60.90
1.604	60.97
1.605	61.03
1.606	61.10
1.607	61.17
1.608	61.23
1.609	61.30
1.610	61.37
1.611	61.43
1.612	61.50
1.613	61.57
1.614	61.63
1.615	61.70
1.616	61.77
1.617	61.83
1.618	61.90
1.619	61.97
1.620	62.03
1.621	62.10
1.622	62.17
1.623	62.23
1.624	62.30
1.625	62.37
1.626	62.44
1.627	62.50
1.628	62.57
1.629	62.64
1.630	62.70
1.631	62.77
1.632	62.84
1.633	62.91
1.634	62.97
1.635	63.04
1.636	63.11
1.637	63.18
1.638	63.24
1.639	63.31
1.640	63.38
1.641	63.45
1.642	63.51
1.643	63.58
1.644	63.65
1.645	63.72
1.646	63.79
1.647	63.85
1.648	63.92
1.649	63.99
1.650	64.06
1.651	64.13
1.652	64.19
1.653	64.26
1.654	64.33
1.655	64.40
1.656	64.47
1.657	64.53
1.658	64.60
1.659	64.67
1.660	64.74
1.661	64.81
1.662	64.88
1.663	64.94
1.664	65.01
1.665	65.08
1.666	65.15
1.667	65.22
1.668	65.29
1.669	65.36
1.670	65.42
1.671	65.49
1.672	65.56
1.673	65.63
1.674	65.70
1.675	65.77
1.676	65.84
1.677	65.91
1.678	65.97
1.679	66.04
1.680	66.11
1.681	66.18
1.682	66.25
1.683	66.32
1.684	66.39
1.685	66.46
1.686	66.53
1.687	66.60
1.688	66.67
1.689	66.74
1.690	66.81
1.691	66.87
1.692	66.94
1.693	67.01
1.694	67.08
1.695	67.15
1.696	67.22
1.697	67.29
1.698	67.36
1.699	67.43
1.700	67.50
1.701	67.57
1.702	67.64
1.703	67.71
1.704	67.78
1.705	67.85
1.706	67.92
1.707	67.99
1.708	68.06
1.709	68.13
1.710	68.20
1.711	68.27
1.712	68.34
1.713	68.41
1.714	68.48
1.715	68.55
1.716	68.62
1.717	68.69
1.718	68.76
1.719	68.83
1.720	68.90
1.721	68.97
1.722	69.04
1.723	69.12
1.724	69.19
1.725	69.26
1.726	69.33
1.727	69.40
1.728	69.47
1.729	69.54
1.730	69.61
1.731	69.68
1.732	69.75
1.733	69.82
1.734	69.89
1.735	69.97
1.736	70.04
1.737	70.11
1.738	70.18
1.739	70.25
1.740	70.32
1.741	70.39
1.742	70.46
1.743	70.53
1.744	70.61
1.745	70.68
1.746	70.75
