x(m)	theta_c(grad)
581.39	83.970
582.00	83.970
582.62	83.971
583.24	83.971
583.85	83.971
584.47	83.971
585.09	83.971
585.71	83.972
586.32	83.972
586.94	83.972
587.56	83.972
588.18	83.973
588.80	83.973
589.42	83.973
590.04	83.973
590.66	83.973
591.28	83.974
591.90	83.974
592.52	83.974
593.14	83.974
593.76	83.974
594.39	83.975
595.01	83.975
595.63	83.975
596.25	83.975
596.88	83.976
597.50	83.976
598.12	83.976
598.75	83.976
599.37	83.976
600.00	83.977
600.62	83.977
601.25	83.977
601.87	83.977
602.50	83.977
603.13	83.978
603.75	83.978
604.38	83.978
605.01	83.978
605.63	83.979
606.26	83.979
606.89	83.979
607.52	83.979
608.15	83.979
608.77	83.980
609.40	83.980
610.03	83.980
610.66	83.980
611.29	83.980
611.92	83.981
612.55	83.981
613.19	83.981
613.82	83.981
614.45	83.982
615.08	83.982
615.71	83.982
616.35	83.982
616.98	83.982
617.61	83.983
618.25	83.983
618.88	83.983
619.51	83.983
620.15	83.983
620.78	83.984
621.42	83.984
622.05	83.984
622.69	83.984
623.32	83.985
623.96	83.985
624.60	83.985
625.23	83.985
625.87	83.985
626.51	83.986
627.15	83.986
627.79	83.986
628.42	83.986
629.06	83.987
629.70	83.987
630.34	83.987
630.98	83.987
631.62	83.987
632.26	83.988
632.90	83.988
633.54	83.988
634.18	83.988
634.82	83.988
635.47	83.989
636.11	83.989
636.75	83.989
637.39	83.989
638.04	83.990
638.68	83.990
639.32	83.990
639.97	83.990
640.61	83.990
641.26	83.991
641.90	83.991
642.55	83.991
643.19	83.991
643.84	83.991
644.48	83.992
645.13	83.992
645.78	83.992
646.42	83.992
647.07	83.993
647.72	83.993
648.37	83.993
649.02	83.993
649.66	83.993
650.31	83.994
650.96	83.994
651.61	83.994
652.26	83.994
652.91	83.994
653.56	83.995
654.21	83.995
654.86	83.995
655.52	83.995
656.17	83.996
656.82	83.996
657.47	83.996
658.12	83.996
658.78	83.996
659.43	83.997
660.08	83.997
660.74	83.997
661.39	83.997
662.05	83.997
662.70	83.998
663.36	83.998
664.01	83.998
664.67	83.998
665.32	83.999
665.98	83.999
666.64	83.999
667.29	83.999
667.95	83.999
668.61	84.000
669.27	84.000
669.93	84.000
670.58	84.000
671.24	84.000
671.90	84.001
672.56	84.001
673.22	84.001
673.88	84.001
674.54	84.002
675.20	84.002
675.86	84.002
676.53	84.002
677.19	84.002
677.85	84.003
678.51	84.003
679.17	84.003
679.84	84.003
680.50	84.003
681.16	84.004
681.83	84.004
682.49	84.004
683.16	84.004
683.82	84.005
684.49	84.005
685.15	84.005
685.82	84.005
686.48	84.005
687.15	84.006
687.82	84.006
688.48	84.006
689.15	84.006
689.82	84.006
690.49	84.007
691.16	84.007
691.82	84.007
692.49	84.007
693.16	84.007
693.83	84.008
694.50	84.008
695.17	84.008
695.84	84.008
696.51	84.009
697.18	84.009
697.86	84.009
698.53	84.009
699.20	84.009
699.87	84.010
700.54	84.010
701.22	84.010
701.89	84.010
702.56	84.010
703.24	84.011
703.91	84.011
704.59	84.011
705.26	84.011
705.94	84.012
706.61	84.012
707.29	84.012
707.97	84.012
708.64	84.012
709.32	84.013
710.00	84.013
710.67	84.013
711.35	84.013
712.03	84.013
712.71	84.014
713.39	84.014
714.07	84.014
714.75	84.014
715.43	84.015
716.11	84.015
716.79	84.015
717.47	84.015
718.15	84.015
718.83	84.016
719.51	84.016
720.19	84.016
720.87	84.016
721.56	84.016
722.24	84.017
722.92	84.017
723.61	84.017
724.29	84.017
724.97	84.018
725.66	84.018
726.34	84.018
727.03	84.018
727.71	84.018
728.40	84.019
729.09	84.019
729.77	84.019
730.46	84.019
731.15	84.019
731.83	84.020
732.52	84.020
733.21	84.020
733.90	84.020
734.59	84.020
735.28	84.021
735.97	84.021
736.65	84.021
737.34	84.021
738.03	84.022
738.73	84.022
739.42	84.022
740.11	84.022
740.80	84.022
741.49	84.023
742.18	84.023
742.88	84.023
743.57	84.023
744.26	84.023
744.96	84.024
745.65	84.024
746.34	84.024
747.04	84.024
747.73	84.025
748.43	84.025
749.12	84.025
749.82	84.025
750.52	84.025
751.21	84.026
751.91	84.026
752.61	84.026
753.30	84.026
754.00	84.026
754.70	84.027
755.40	84.027
756.10	84.027
756.79	84.027
757.49	84.027
758.19	84.028
758.89	84.028
759.59	84.028
760.29	84.028
761.00	84.029
761.70	84.029
762.40	84.029
763.10	84.029
763.80	84.029
764.50	84.030
765.21	84.030
765.91	84.030
766.61	84.030
767.32	84.030
768.02	84.031
768.73	84.031
769.43	84.031
770.14	84.031
770.84	84.031
771.55	84.032
772.25	84.032
772.96	84.032
773.67	84.032
774.38	84.033
775.08	84.033
775.79	84.033
776.50	84.033
777.21	84.033
777.92	84.034
778.62	84.034
779.33	84.034
780.04	84.034
780.75	84.034
781.46	84.035
782.18	84.035
782.89	84.035
783.60	84.035
784.31	84.035
785.02	84.036
785.73	84.036
786.45	84.036
787.16	84.036
787.87	84.037
788.59	84.037
789.30	84.037
790.02	84.037
790.73	84.037
791.45	84.038
792.16	84.038
792.88	84.038
793.59	84.038
794.31	84.038
795.03	84.039
795.74	84.039
796.46	84.039
797.18	84.039
797.90	84.039
798.61	84.040
799.33	84.040
800.05	84.040
800.77	84.040
801.49	84.041
802.21	84.041
802.93	84.041
803.65	84.041
804.37	84.041
805.09	84.042
805.82	84.042
806.54	84.042
807.26	84.042
807.98	84.042
808.71	84.043
809.43	84.043
810.15	84.043
810.88	84.043
811.60	84.043
812.33	84.044
813.05	84.044
813.78	84.044
814.50	84.044
815.23	84.045
815.95	84.045
816.68	84.045
817.41	84.045
818.13	84.045
818.86	84.046
819.59	84.046
820.32	84.046
821.05	84.046
821.78	84.046
822.51	84.047
823.24	84.047
823.97	84.047
824.70	84.047
825.43	84.047
826.16	84.048
826.89	84.048
827.62	84.048
828.35	84.048
829.08	84.048
829.82	84.049
830.55	84.049
831.28	84.049
832.02	84.049
832.75	84.050
833.49	84.050
834.22	84.050
834.96	84.050
835.69	84.050
836.43	84.051
837.16	84.051
837.90	84.051
838.64	84.051
839.37	84.051
840.11	84.052
840.85	84.052
841.59	84.052
842.33	84.052
843.06	84.052
843.80	84.053
844.54	84.053
845.28	84.053
846.02	84.053
846.76	84.053
847.50	84.054
848.25	84.054
848.99	84.054
849.73	84.054
850.47	84.055
851.21	84.055
851.96	84.055
852.70	84.055
853.44	84.055
854.19	84.056
854.93	84.056
855.68	84.056
856.42	84.056
857.17	84.056
857.91	84.057
858.66	84.057
859.40	84.057
860.15	84.057
860.90	84.057
861.64	84.058
862.39	84.058
863.14	84.058
863.89	84.058
864.64	84.058
865.39	84.059
866.14	84.059
866.89	84.059
867.64	84.059
868.39	84.059
869.14	84.060
869.89	84.060
870.64	84.060
871.39	84.060
872.14	84.061
872.90	84.061
873.65	84.061
874.40	84.061
875.16	84.061
875.91	84.062
876.66	84.062
877.42	84.062
878.17	84.062
878.93	84.062
879.68	84.063
880.44	84.063
881.20	84.063
881.95	84.063
882.71	84.063
883.47	84.064
884.22	84.064
884.98	84.064
885.74	84.064
886.50	84.064
887.26	84.065
888.02	84.065
888.78	84.065
889.54	84.065
890.30	84.065
891.06	84.066
891.82	84.066
892.58	84.066
893.34	84.066
894.11	84.067
894.87	84.067
895.63	84.067
896.39	84.067
897.16	84.067
897.92	84.068
898.69	84.068
899.45	84.068
900.22	84.068
900.98	84.068
901.75	84.069
902.51	84.069
903.28	84.069
904.05	84.069
904.81	84.069
905.58	84.070
906.35	84.070
907.12	84.070
907.89	84.070
908.65	84.070
909.42	84.071
910.19	84.071
910.96	84.071
911.73	84.071
912.50	84.071
913.28	84.072
914.05	84.072
914.82	84.072
915.59	84.072
916.36	84.072
917.14	84.073
917.91	84.073
918.68	84.073
919.46	84.073
920.23	84.074
921.00	84.074
921.78	84.074
922.56	84.074
923.33	84.074
924.11	84.075
924.88	84.075
925.66	84.075
926.44	84.075
927.21	84.075
927.99	84.076
928.77	84.076
929.55	84.076
930.33	84.076
931.11	84.076
931.89	84.077
932.67	84.077
933.45	84.077
934.23	84.077
935.01	84.077
935.79	84.078
936.57	84.078
937.35	84.078
938.14	84.078
938.92	84.078
939.70	84.079
940.48	84.079
941.27	84.079
942.05	84.079
942.84	84.079
943.62	84.080
944.41	84.080
945.19	84.080
945.98	84.080
946.77	84.080
947.55	84.081
948.34	84.081
949.13	84.081
949.91	84.081
950.70	84.081
951.49	84.082
952.28	84.082
953.07	84.082
953.86	84.082
954.65	84.082
955.44	84.083
956.23	84.083
957.02	84.083
957.81	84.083
958.61	84.083
959.40	84.084
960.19	84.084
960.98	84.084
961.78	84.084
962.57	84.085
963.36	84.085
964.16	84.085
964.95	84.085
965.75	84.085
966.54	84.086
967.34	84.086
968.14	84.086
968.93	84.086
969.73	84.086
970.53	84.087
971.32	84.087
972.12	84.087
972.92	84.087
973.72	84.087
974.52	84.088
975.32	84.088
976.12	84.088
976.92	84.088
977.72	84.088
978.52	84.089
979.32	84.089
980.12	84.089
980.92	84.089
981.73	84.089
982.53	84.090
983.33	84.090
984.14	84.090
984.94	84.090
985.75	84.090
986.55	84.091
987.36	84.091
988.16	84.091
988.97	84.091
989.77	84.091
990.58	84.092
991.39	84.092
992.19	84.092
993.00	84.092
993.81	84.092
994.62	84.093
995.43	84.093
996.24	84.093
997.05	84.093
997.85	84.093
998.67	84.094
999.48	84.094
1000.29	84.094
1001.10	84.094
1001.91	84.094
1002.72	84.095
1003.53	84.095
1004.35	84.095
1005.16	84.095
1005.97	84.095
1006.79	84.096
1007.60	84.096
1008.42	84.096
1009.23	84.096
1010.05	84.096
1010.86	84.097
1011.68	84.097
1012.50	84.097
1013.31	84.097
1014.13	84.097
1014.95	84.098
1015.77	84.098
1016.59	84.098
1017.41	84.098
1018.22	84.098
1019.04	84.099
1019.86	84.099
1020.68	84.099
1021.51	84.099
1022.33	84.099
1023.15	84.100
1023.97	84.100
1024.79	84.100
1025.62	84.100
1026.44	84.100
1027.26	84.101
1028.09	84.101
1028.91	84.101
1029.73	84.101
1030.56	84.101
1031.38	84.102
1032.21	84.102
1033.04	84.102
1033.86	84.102
1034.69	84.102
1035.52	84.103
1036.35	84.103
1037.17	84.103
1038.00	84.103
1038.83	84.103
1039.66	84.104
1040.49	84.104
1041.32	84.104
1042.15	84.104
1042.98	84.104
1043.81	84.105
1044.64	84.105
1045.47	84.105
1046.31	84.105
1047.14	84.105
1047.97	84.106
1048.81	84.106
1049.64	84.106
1050.47	84.106
1051.31	84.106
1052.14	84.107
1052.98	84.107
1053.81	84.107
1054.65	84.107
1055.49	84.107
1056.32	84.108
1057.16	84.108
1058.00	84.108
1058.84	84.108
1059.67	84.108
1060.51	84.109
1061.35	84.109
1062.19	84.109
1063.03	84.109
1063.87	84.109
1064.71	84.110
1065.55	84.110
1066.39	84.110
1067.24	84.110
1068.08	84.110
1068.92	84.111
1069.76	84.111
1070.61	84.111
1071.45	84.111
1072.30	84.111
1073.14	84.112
1073.99	84.112
1074.83	84.112
1075.68	84.112
1076.52	84.112
1077.37	84.113
1078.22	84.113
1079.06	84.113
1079.91	84.113
1080.76	84.113
1081.61	84.114
1082.46	84.114
1083.30	84.114
1084.15	84.114
1085.00	84.114
1085.85	84.115
1086.71	84.115
1087.56	84.115
1088.41	84.115
1089.26	84.115
1090.11	84.115
1090.97	84.116
1091.82	84.116
1092.67	84.116
1093.53	84.116
1094.38	84.116
1095.23	84.117
1096.09	84.117
1096.95	84.117
1097.80	84.117
1098.66	84.117
1099.51	84.118
1100.37	84.118
1101.23	84.118
1102.09	84.118
1102.94	84.118
1103.80	84.119
1104.66	84.119
1105.52	84.119
1106.38	84.119
1107.24	84.119
1108.10	84.120
1108.96	84.120
1109.82	84.120
1110.69	84.120
1111.55	84.120
1112.41	84.121
1113.27	84.121
1114.14	84.121
1115.00	84.121
1115.86	84.121
1116.73	84.122
1117.59	84.122
1118.46	84.122
1119.33	84.122
1120.19	84.122
1121.06	84.123
1121.92	84.123
1122.79	84.123
1123.66	84.123
1124.53	84.123
1125.40	84.124
1126.27	84.124
1127.13	84.124
1128.00	84.124
1128.87	84.124
1129.74	84.124
1130.62	84.125
1131.49	84.125
1132.36	84.125
1133.23	84.125
1134.10	84.125
1134.98	84.126
1135.85	84.126
1136.72	84.126
1137.60	84.126
1138.47	84.126
1139.35	84.127
1140.22	84.127
1141.10	84.127
1141.97	84.127
1142.85	84.127
1143.73	84.128
1144.60	84.128
1145.48	84.128
1146.36	84.128
1147.24	84.128
1148.12	84.129
1149.00	84.129
1149.88	84.129
1150.76	84.129
1151.64	84.129
1152.52	84.130
1153.40	84.130
1154.28	84.130
1155.16	84.130
1156.05	84.130
1156.93	84.130
1157.81	84.131
1158.70	84.131
1159.58	84.131
1160.46	84.131
1161.35	84.131
1162.23	84.132
1163.12	84.132
1164.01	84.132
1164.89	84.132
1165.78	84.132
1166.67	84.133
1167.56	84.133
1168.44	84.133
1169.33	84.133
1170.22	84.133
1171.11	84.134
1172.00	84.134
1172.89	84.134
1173.78	84.134
1174.67	84.134
1175.56	84.135
1176.46	84.135
1177.35	84.135
1178.24	84.135
1179.13	84.135
1180.03	84.135
1180.92	84.136
1181.82	84.136
1182.71	84.136
1183.61	84.136
1184.50	84.136
1185.40	84.137
1186.29	84.137
1187.19	84.137
1188.09	84.137
1188.99	84.137
1189.88	84.138
1190.78	84.138
1191.68	84.138
1192.58	84.138
1193.48	84.138
1194.38	84.139
1195.28	84.139
1196.18	84.139
1197.08	84.139
1197.99	84.139
1198.89	84.140
1199.79	84.140
1200.69	84.140
1201.60	84.140
1202.50	84.140
1203.41	84.140
1204.31	84.141
1205.21	84.141
1206.12	84.141
1207.03	84.141
1207.93	84.141
1208.84	84.142
1209.75	84.142
1210.65	84.142
1211.56	84.142
1212.47	84.142
1213.38	84.143
1214.29	84.143
1215.20	84.143
1216.11	84.143
1217.02	84.143
1217.93	84.143
1218.84	84.144
1219.75	84.144
1220.67	84.144
1221.58	84.144
1222.49	84.144
1223.41	84.145
1224.32	84.145
1225.24	84.145
1226.15	84.145
1227.07	84.145
1227.98	84.146
1228.90	84.146
1229.81	84.146
1230.73	84.146
1231.65	84.146
1232.57	84.146
1233.48	84.147
1234.40	84.147
1235.32	84.147
1236.24	84.147
1237.16	84.147
1238.08	84.148
1239.00	84.148
1239.92	84.148
1240.85	84.148
1241.77	84.148
1242.69	84.149
1243.61	84.149
1244.54	84.149
1245.46	84.149
1246.38	84.149
1247.31	84.149
1248.23	84.150
1249.16	84.150
1250.09	84.150
1251.01	84.150
1251.94	84.150
1252.87	84.151
1253.79	84.151
1254.72	84.151
1255.65	84.151
1256.58	84.151
1257.51	84.152
1258.44	84.152
1259.37	84.152
1260.30	84.152
1261.23	84.152
1262.16	84.152
1263.10	84.153
1264.03	84.153
1264.96	84.153
1265.89	84.153
1266.83	84.153
1267.76	84.154
1268.70	84.154
1269.63	84.154
1270.57	84.154
1271.50	84.154
1272.44	84.154
1273.38	84.155
1274.31	84.155
1275.25	84.155
1276.19	84.155
1277.13	84.155
1278.07	84.156
1279.01	84.156
1279.95	84.156
1280.89	84.156
1281.83	84.156
1282.77	84.156
1283.71	84.157
1284.65	84.157
1285.60	84.157
1286.54	84.157
1287.48	84.157
1288.43	84.158
1289.37	84.158
1290.32	84.158
1291.26	84.158
1292.21	84.158
1293.15	84.159
1294.10	84.159
1295.05	84.159
1295.99	84.159
1296.94	84.159
1297.89	84.159
1298.84	84.160
1299.79	84.160
1300.74	84.160
1301.69	84.160
1302.64	84.160
1303.59	84.161
1304.54	84.161
1305.49	84.161
1306.45	84.161
1307.40	84.161
1308.35	84.161
1309.31	84.162
1310.26	84.162
1311.21	84.162
1312.17	84.162
1313.13	84.162
1314.08	84.163
1315.04	84.163
1315.99	84.163
1316.95	84.163
1317.91	84.163
1318.87	84.163
1319.83	84.164
1320.79	84.164
1321.75	84.164
1322.71	84.164
1323.67	84.164
1324.63	84.165
1325.59	84.165
1326.55	84.165
1327.51	84.165
1328.48	84.165
1329.44	84.165
1330.40	84.166
1331.37	84.166
1332.33	84.166
1333.30	84.166
1334.26	84.166
1335.23	84.166
1336.19	84.167
1337.16	84.167
1338.13	84.167
1339.10	84.167
1340.06	84.167
1341.03	84.168
1342.00	84.168
1342.97	84.168
1343.94	84.168
1344.91	84.168
1345.88	84.168
1346.85	84.169
1347.83	84.169
1348.80	84.169
1349.77	84.169
1350.74	84.169
1351.72	84.170
1352.69	84.170
1353.67	84.170
1354.64	84.170
1355.62	84.170
1356.59	84.170
1357.57	84.171
1358.55	84.171
1359.53	84.171
1360.50	84.171
1361.48	84.171
1362.46	84.172
1363.44	84.172
1364.42	84.172
1365.40	84.172
1366.38	84.172
1367.36	84.172
1368.34	84.173
1369.33	84.173
1370.31	84.173
1371.29	84.173
1372.27	84.173
1373.26	84.173
1374.24	84.174
1375.23	84.174
1376.21	84.174
1377.20	84.174
1378.19	84.174
1379.17	84.175
1380.16	84.175
1381.15	84.175
1382.14	84.175
1383.12	84.175
1384.11	84.175
1385.10	84.176
1386.09	84.176
1387.08	84.176
1388.07	84.176
1389.07	84.176
1390.06	84.176
1391.05	84.177
1392.04	84.177
1393.04	84.177
1394.03	84.177
1395.03	84.177
1396.02	84.178
1397.02	84.178
1398.01	84.178
1399.01	84.178
1400.00	84.178
1401.00	84.178
1402.00	84.179
1403.00	84.179
1404.00	84.179
1404.99	84.179
1405.99	84.179
1406.99	84.179
1408.00	84.180
1409.00	84.180
1410.00	84.180
1411.00	84.180
1412.00	84.180
1413.01	84.181
1414.01	84.181
1415.01	84.181
1416.02	84.181
1417.02	84.181
1418.03	84.181
1419.03	84.182
1420.04	84.182
1421.05	84.182
1422.05	84.182
1423.06	84.182
1424.07	84.182
1425.08	84.183
1426.09	84.183
1427.10	84.183
1428.11	84.183
1429.12	84.183
1430.13	84.183
1431.14	84.184
1432.15	84.184
1433.17	84.184
1434.18	84.184
1435.19	84.184
1436.21	84.185
1437.22	84.185
1438.24	84.185
1439.25	84.185
1440.27	84.185
1441.28	84.185
1442.30	84.186
1443.32	84.186
1444.34	84.186
1445.35	84.186
1446.37	84.186
1447.39	84.186
1448.41	84.187
1449.43	84.187
1450.45	84.187
1451.48	84.187
1452.50	84.187
1453.52	84.187
1454.54	84.188
1455.57	84.188
1456.59	84.188
1457.61	84.188
1458.64	84.188
1459.67	84.189
1460.69	84.189
1461.72	84.189
1462.74	84.189
1463.77	84.189
1464.80	84.189
1465.83	84.190
1466.86	84.190
1467.89	84.190
1468.92	84.190
1469.95	84.190
1470.98	84.190
1472.01	84.191
1473.04	84.191
1474.07	84.191
1475.10	84.191
1476.14	84.191
1477.17	84.191
1478.21	84.192
1479.24	84.192
1480.28	84.192
1481.31	84.192
1482.35	84.192
1483.39	84.192
1484.42	84.193
1485.46	84.193
1486.50	84.193
1487.54	84.193
1488.58	84.193
1489.62	84.194
1490.66	84.194
1491.70	84.194
1492.74	84.194
1493.78	84.194
1494.82	84.194
1495.87	84.195
1496.91	84.195
1497.95	84.195
1499.00	84.195
1500.04	84.195
1501.09	84.195
1502.13	84.196
1503.18	84.196
1504.23	84.196
1505.27	84.196
1506.32	84.196
1507.37	84.196
1508.42	84.197
1509.47	84.197
1510.52	84.197
1511.57	84.197
1512.62	84.197
1513.67	84.197
1514.72	84.198
1515.78	84.198
1516.83	84.198
1517.88	84.198
1518.94	84.198
1519.99	84.198
1521.05	84.199
1522.10	84.199
1523.16	84.199
1524.21	84.199
1525.27	84.199
1526.33	84.199
1527.39	84.200
1528.45	84.200
1529.50	84.200
1530.56	84.200
1531.62	84.200
1532.68	84.200
1533.75	84.201
1534.81	84.201
1535.87	84.201
1536.93	84.201
1538.00	84.201
1539.06	84.201
1540.12	84.202
1541.19	84.202
1542.25	84.202
1543.32	84.202
1544.39	84.202
1545.45	84.202
1546.52	84.203
1547.59	84.203
1548.66	84.203
1549.73	84.203
1550.79	84.203
1551.86	84.203
1552.94	84.204
1554.01	84.204
1555.08	84.204
1556.15	84.204
1557.22	84.204
1558.30	84.205
1559.37	84.205
1560.44	84.205
1561.52	84.205
1562.59	84.205
1563.67	84.205
1564.75	84.206
1565.82	84.206
1566.90	84.206
1567.98	84.206
1569.06	84.206
1570.13	84.206
1571.21	84.207
1572.29	84.207
1573.37	84.207
1574.45	84.207
1575.54	84.207
1576.62	84.207
1577.70	84.208
1578.78	84.208
1579.87	84.208
1580.95	84.208
1582.04	84.208
1583.12	84.208
1584.21	84.209
1585.29	84.209
1586.38	84.209
1587.47	84.209
1588.56	84.209
1589.64	84.209
1590.73	84.209
1591.82	84.210
1592.91	84.210
1594.00	84.210
1595.09	84.210
1596.19	84.210
1597.28	84.210
1598.37	84.211
1599.46	84.211
1600.56	84.211
1601.65	84.211
1602.75	84.211
1603.84	84.211
1604.94	84.212
1606.03	84.212
1607.13	84.212
1608.23	84.212
1609.33	84.212
1610.42	84.212
1611.52	84.213
1612.62	84.213
1613.72	84.213
1614.82	84.213
1615.92	84.213
1617.03	84.213
1618.13	84.214
1619.23	84.214
1620.33	84.214
1621.44	84.214
1622.54	84.214
1623.65	84.214
1624.75	84.215
1625.86	84.215
1626.97	84.215
1628.07	84.215
1629.18	84.215
1630.29	84.215
1631.40	84.216
1632.51	84.216
1633.62	84.216
1634.73	84.216
1635.84	84.216
