t(c)	V(m/s)
3.400	132.253
3.410	132.622
3.420	132.991
3.430	133.361
3.440	133.730
3.450	134.099
3.460	134.469
3.470	134.838
3.480	135.208
3.490	135.577
3.500	135.947
3.510	136.316
3.520	136.686
3.530	137.056
3.540	137.425
3.550	137.795
3.560	138.165
3.570	138.535
3.580	138.905
3.590	139.275
3.600	139.645
3.610	140.015
3.620	140.385
3.630	140.755
3.640	141.126
3.650	141.496
3.660	141.866
3.670	142.237
3.680	142.607
3.690	142.977
3.700	143.348
3.710	143.718
3.720	144.089
3.730	144.460
3.740	144.830
3.750	145.201
3.760	145.572
3.770	145.943
3.780	146.314
3.790	146.684
3.800	147.055
3.810	147.426
3.820	147.797
3.830	148.169
3.840	148.540
3.850	148.911
3.860	149.282
3.870	149.653
3.880	150.025
3.890	150.396
3.900	150.767
3.910	151.139
3.920	151.510
3.930	151.882
3.940	152.253
3.950	152.625
3.960	152.997
3.970	153.368
3.980	153.740
3.990	154.112
4.000	154.484
4.010	154.855
4.020	155.227
4.030	155.599
4.040	155.971
4.050	156.343
4.060	156.715
4.070	157.088
4.080	157.460
4.090	157.832
4.100	158.204
4.110	158.576
4.120	158.949
4.130	159.321
4.140	159.694
4.150	160.066
4.160	160.439
4.170	160.811
4.180	161.184
4.190	161.556
4.200	161.929
4.210	162.302
4.220	162.674
4.230	163.047
4.240	163.420
4.250	163.793
4.260	164.166
4.270	164.539
4.280	164.912
4.290	165.285
4.300	165.658
4.310	166.031
4.320	166.404
4.330	166.777
4.340	167.151
4.350	167.524
4.360	167.897
4.370	168.271
4.380	168.644
4.390	169.017
4.400	169.391
4.410	169.764
4.420	170.138
4.430	170.511
4.440	170.885
4.450	171.259
4.460	171.633
4.470	172.006
4.480	172.380
4.490	172.754
4.500	173.128
4.510	173.502
4.520	173.876
4.530	174.250
4.540	174.624
4.550	174.998
4.560	175.372
4.570	175.746
4.580	176.120
4.590	176.494
4.600	176.869
4.610	177.243
4.620	177.617
4.630	177.992
4.640	178.366
4.650	178.741
4.660	179.115
4.670	179.490
4.680	179.864
4.690	180.239
4.700	180.613
4.710	180.988
4.720	181.363
4.730	181.738
4.740	182.112
4.750	182.487
4.760	182.862
4.770	183.237
4.780	183.612
4.790	183.987
4.800	184.362
4.810	184.737
4.820	185.112
4.830	185.487
4.840	185.862
4.850	186.238
4.860	186.613
4.870	186.988
4.880	187.363
4.890	187.738
4.900	188.114
4.910	188.489
4.920	188.864
4.930	189.239
4.940	189.614
4.950	189.989
4.960	190.365
4.970	190.740
4.980	191.115
4.990	191.490
5.000	191.865
5.010	192.240
5.020	192.615
5.030	192.990
5.040	193.365
5.050	193.740
5.060	194.115
5.070	194.490
5.080	194.865
5.090	195.240
5.100	195.615
5.110	195.989
5.120	196.364
5.130	196.739
5.140	197.114
5.150	197.489
5.160	197.864
5.170	198.238
5.180	198.613
5.190	198.988
5.200	199.362
5.210	199.737
5.220	200.112
5.230	200.486
5.240	200.861
5.250	201.235
5.260	201.610
5.270	201.984
5.280	202.359
5.290	202.733
5.300	203.108
5.310	203.482
5.320	203.856
5.330	204.231
5.340	204.605
5.350	204.979
5.360	205.354
5.370	205.728
5.380	206.102
5.390	206.476
5.400	206.850
5.410	207.224
5.420	207.598
5.430	207.972
5.440	208.346
5.450	208.720
5.460	209.094
5.470	209.468
5.480	209.842
5.490	210.215
5.500	210.589
5.510	210.963
5.520	211.337
5.530	211.710
5.540	212.084
5.550	212.457
5.560	212.831
5.570	213.204
5.580	213.578
5.590	213.951
5.600	214.324
5.610	214.698
5.620	215.071
5.630	215.444
5.640	215.817
5.650	216.190
5.660	216.564
5.670	216.937
5.680	217.310
5.690	217.682
5.700	218.055
5.710	218.428
5.720	218.801
5.730	219.174
5.740	219.546
5.750	219.919
5.760	220.292
5.770	220.664
5.780	221.037
5.790	221.409
5.800	221.781
5.810	222.154
5.820	222.526
5.830	222.898
5.840	223.270
5.850	223.642
5.860	224.015
5.870	224.387
5.880	224.758
5.890	225.130
5.900	225.502
5.910	225.874
5.920	226.246
5.930	226.617
5.940	226.989
5.950	227.360
5.960	227.732
5.970	228.103
5.980	228.475
5.990	228.846
6.000	229.217
6.010	229.588
6.020	229.959
6.030	230.330
6.040	230.701
6.050	231.072
6.060	231.443
6.070	231.814
6.080	232.184
6.090	232.555
6.100	232.926
6.110	233.296
6.120	233.667
6.130	234.037
6.140	234.407
6.150	234.777
6.160	235.148
6.170	235.518
6.180	235.888
6.190	236.258
6.200	236.627
6.210	236.997
6.220	237.367
6.230	237.737
6.240	238.106
6.250	238.476
6.260	238.845
6.270	239.214
6.280	239.584
6.290	239.953
6.300	240.322
6.310	240.691
6.320	241.060
6.330	241.429
6.340	241.797
6.350	242.166
6.360	242.535
6.370	242.903
6.380	243.272
6.390	243.640
6.400	244.008
6.410	244.377
6.420	244.745
6.430	245.113
6.440	245.481
6.450	245.848
6.460	246.216
6.470	246.584
6.480	246.952
6.490	247.319
6.500	247.686
6.510	248.054
6.520	248.421
6.530	248.788
6.540	249.155
6.550	249.522
6.560	249.889
6.570	250.256
6.580	250.623
6.590	250.989
6.600	251.356
6.610	251.722
6.620	252.088
6.630	252.455
6.640	252.821
6.650	253.187
6.660	253.553
6.670	253.919
6.680	254.284
6.690	254.650
6.700	255.015
6.710	255.381
6.720	255.746
6.730	256.111
6.740	256.477
6.750	256.842
6.760	257.207
6.770	257.571
6.780	257.936
6.790	258.301
6.800	258.665
6.810	259.030
6.820	259.394
6.830	259.758
6.840	260.122
6.850	260.486
6.860	260.850
6.870	261.214
6.880	261.578
6.890	261.941
6.900	262.305
6.910	262.668
6.920	263.031
6.930	263.394
6.940	263.757
6.950	264.120
6.960	264.483
6.970	264.846
6.980	265.208
6.990	265.571
7.000	265.933
7.010	266.295
7.020	266.657
7.030	267.019
7.040	267.381
7.050	267.743
7.060	268.104
7.070	268.466
7.080	268.827
7.090	269.189
7.100	269.550
7.110	269.911
7.120	270.272
7.130	270.632
7.140	270.993
7.150	271.353
7.160	271.713
7.170	272.073
7.180	272.433
7.190	272.793
7.200	273.152
7.210	273.511
7.220	273.870
7.230	274.229
7.240	274.588
7.250	274.947
7.260	275.305
7.270	275.663
7.280	276.021
7.290	276.379
7.300	276.737
7.310	277.095
7.320	277.452
7.330	277.809
7.340	278.166
7.350	278.523
7.360	278.879
7.370	279.236
7.380	279.592
7.390	279.948
7.400	280.304
7.410	280.660
7.420	281.015
7.430	281.370
7.440	281.725
7.450	282.080
7.460	282.435
7.470	282.790
7.480	283.144
7.490	283.498
7.500	283.852
7.510	284.206
7.520	284.559
7.530	284.913
7.540	285.266
7.550	285.619
7.560	285.972
7.570	286.324
7.580	286.677
7.590	287.029
7.600	287.381
7.610	287.732
7.620	288.084
7.630	288.435
7.640	288.787
7.650	289.137
7.660	289.488
7.670	289.839
7.680	290.189
7.690	290.539
7.700	290.889
7.710	291.239
7.720	291.588
7.730	291.938
7.740	292.287
7.750	292.636
7.760	292.984
7.770	293.333
7.780	293.681
7.790	294.029
7.800	294.377
7.810	294.725
7.820	295.072
7.830	295.419
7.840	295.766
7.850	296.113
7.860	296.459
7.870	296.806
7.880	297.152
7.890	297.498
7.900	297.843
7.910	298.189
7.920	298.534
7.930	298.879
7.940	299.224
7.950	299.568
7.960	299.913
7.970	300.257
7.980	300.600
7.990	300.944
8.000	301.288
8.010	301.631
8.020	301.974
8.030	302.316
8.040	302.659
8.050	303.001
8.060	303.343
8.070	303.685
8.080	304.027
8.090	304.368
8.100	304.709
8.110	305.050
8.120	305.391
8.130	305.732
8.140	306.072
8.150	306.412
8.160	306.752
8.170	307.092
8.180	307.431
8.190	307.770
8.200	308.109
8.210	308.448
8.220	308.786
8.230	309.125
8.240	309.463
8.250	309.800
8.260	310.138
8.270	310.475
8.280	310.812
8.290	311.149
8.300	311.486
8.310	311.822
8.320	312.159
8.330	312.494
8.340	312.830
8.350	313.166
8.360	313.501
8.370	313.836
8.380	314.171
8.390	314.505
8.400	314.840
8.410	315.174
8.420	315.507
8.430	315.841
8.440	316.174
8.450	316.507
8.460	316.840
8.470	317.173
8.480	317.505
8.490	317.837
8.500	318.169
8.510	318.501
8.520	318.832
8.530	319.164
8.540	319.494
8.550	319.825
8.560	320.156
8.570	320.486
8.580	320.816
8.590	321.145
8.600	321.475
8.610	321.804
8.620	322.133
8.630	322.462
8.640	322.790
8.650	323.118
8.660	323.446
8.670	323.774
8.680	324.101
8.690	324.429
8.700	324.755
8.710	325.082
8.720	325.409
8.730	325.735
8.740	326.061
8.750	326.386
8.760	326.712
8.770	327.037
8.780	327.362
8.790	327.686
8.800	328.011
8.810	328.335
8.820	328.659
8.830	328.982
8.840	329.306
8.850	329.629
8.860	329.952
8.870	330.274
8.880	330.597
8.890	330.919
8.900	331.240
8.910	331.562
8.920	331.883
8.930	332.204
8.940	332.525
8.950	332.845
8.960	333.166
8.970	333.486
8.980	333.805
8.990	334.125
9.000	334.444
9.010	334.763
9.020	335.081
9.030	335.400
9.040	335.719
9.050	336.037
9.060	336.355
9.070	336.673
9.080	336.991
9.090	337.309
9.100	337.627
9.110	337.944
9.120	338.262
9.130	338.579
9.140	338.896
9.150	339.213
9.160	339.530
9.170	339.847
9.180	340.164
9.190	340.480
9.200	340.797
9.210	341.113
9.220	341.429
9.230	341.745
9.240	342.061
9.250	342.377
9.260	342.692
9.270	343.008
9.280	343.323
9.290	343.638
9.300	343.953
9.310	344.268
9.320	344.583
9.330	344.897
9.340	345.212
9.350	345.526
9.360	345.840
9.370	346.154
9.380	346.468
9.390	346.782
9.400	347.096
9.410	347.409
9.420	347.723
9.430	348.036
9.440	348.349
9.450	348.662
9.460	348.975
9.470	349.288
9.480	349.600
9.490	349.913
9.500	350.225
9.510	350.537
9.520	350.849
9.530	351.161
9.540	351.473
9.550	351.784
9.560	352.096
9.570	352.407
9.580	352.718
9.590	353.029
9.600	353.340
9.610	353.651
9.620	353.962
9.630	354.272
9.640	354.583
9.650	354.893
9.660	355.203
9.670	355.513
9.680	355.823
9.690	356.133
9.700	356.442
9.710	356.752
9.720	357.061
9.730	357.370
9.740	357.679
9.750	357.988
9.760	358.297
9.770	358.606
9.780	358.915
9.790	359.223
9.800	359.531
9.810	359.840
9.820	360.148
9.830	360.456
9.840	360.763
9.850	361.071
9.860	361.379
9.870	361.686
9.880	361.994
9.890	362.301
9.900	362.608
9.910	362.915
9.920	363.221
9.930	363.528
9.940	363.835
9.950	364.141
9.960	364.447
9.970	364.754
9.980	365.060
9.990	365.365
10.000	365.671
10.010	365.977
10.020	366.282
10.030	366.588
10.040	366.893
10.050	367.198
10.060	367.504
10.070	367.809
10.080	368.114
10.090	368.419
10.100	368.724
10.110	369.029
10.120	369.334
10.130	369.639
10.140	369.944
10.150	370.249
10.160	370.554
10.170	370.859
10.180	371.164
10.190	371.469
10.200	371.774
10.210	372.078
10.220	372.383
10.230	372.688
10.240	372.992
10.250	373.297
10.260	373.602
10.270	373.906
10.280	374.211
10.290	374.515
10.300	374.820
10.310	375.124
10.320	375.428
10.330	375.733
10.340	376.037
10.350	376.342
10.360	376.646
10.370	376.950
10.380	377.254
10.390	377.558
10.400	377.863
10.410	378.167
10.420	378.471
10.430	378.775
10.440	379.079
10.450	379.383
10.460	379.687
10.470	379.991
10.480	380.295
10.490	380.599
10.500	380.903
10.510	381.206
10.520	381.510
10.530	381.814
10.540	382.118
10.550	382.422
10.560	382.725
10.570	383.029
10.580	383.333
10.590	383.636
10.600	383.940
10.610	384.243
10.620	384.547
10.630	384.851
10.640	385.154
10.650	385.458
10.660	385.761
10.670	386.064
10.680	386.368
10.690	386.671
10.700	386.975
10.710	387.278
10.720	387.581
10.730	387.884
10.740	388.188
10.750	388.491
10.760	388.794
10.770	389.097
10.780	389.401
10.790	389.704
10.800	390.007
10.810	390.310
10.820	390.613
10.830	390.916
10.840	391.219
10.850	391.522
10.860	391.825
10.870	392.128
10.880	392.431
10.890	392.734
10.900	393.037
10.910	393.340
10.920	393.643
10.930	393.945
10.940	394.248
10.950	394.551
10.960	394.854
10.970	395.157
10.980	395.459
10.990	395.762
11.000	396.065
11.010	396.368
11.020	396.670
11.030	396.973
11.040	397.276
11.050	397.578
11.060	397.881
11.070	398.183
11.080	398.486
11.090	398.789
11.100	399.091
11.110	399.393
11.120	399.696
11.130	399.998
11.140	400.301
11.150	400.603
11.160	400.905
11.170	401.207
11.180	401.510
11.190	401.812
11.200	402.114
11.210	402.416
11.220	402.718
11.230	403.020
11.240	403.322
11.250	403.624
11.260	403.926
11.270	404.228
11.280	404.530
11.290	404.832
11.300	405.134
11.310	405.436
11.320	405.738
11.330	406.039
11.340	406.341
11.350	406.643
11.360	406.944
11.370	407.246
11.380	407.548
11.390	407.849
11.400	408.151
11.410	408.452
11.420	408.754
11.430	409.055
11.440	409.357
11.450	409.658
11.460	409.960
11.470	410.261
11.480	410.562
11.490	410.864
11.500	411.165
11.510	411.466
11.520	411.767
11.530	412.068
11.540	412.370
11.550	412.671
11.560	412.972
11.570	413.273
11.580	413.574
11.590	413.875
11.600	414.176
11.610	414.477
11.620	414.778
11.630	415.079
11.640	415.380
11.650	415.681
11.660	415.982
11.670	416.283
11.680	416.583
11.690	416.884
11.700	417.185
11.710	417.486
11.720	417.786
11.730	418.087
11.740	418.388
11.750	418.688
11.760	418.989
11.770	419.290
11.780	419.590
11.790	419.891
11.800	420.191
11.810	420.492
11.820	420.792
11.830	421.093
11.840	421.393
11.850	421.694
11.860	421.994
11.870	422.295
11.880	422.595
11.890	422.895
11.900	423.196
11.910	423.496
11.920	423.796
11.930	424.096
11.940	424.397
11.950	424.697
11.960	424.997
11.970	425.297
11.980	425.598
11.990	425.898
12.000	426.198
12.010	426.498
12.020	426.798
12.030	427.098
12.040	427.398
12.050	427.698
12.060	427.998
12.070	428.298
12.080	428.598
12.090	428.898
12.100	429.198
12.110	429.498
12.120	429.798
12.130	430.098
12.140	430.397
12.150	430.697
12.160	430.997
12.170	431.296
12.180	431.596
12.190	431.895
12.200	432.195
12.210	432.494
12.220	432.793
12.230	433.093
12.240	433.392
12.250	433.691
12.260	433.990
12.270	434.289
12.280	434.588
12.290	434.887
12.300	435.186
12.310	435.485
12.320	435.783
12.330	436.082
12.340	436.381
12.350	436.679
12.360	436.978
12.370	437.277
12.380	437.575
12.390	437.873
12.400	438.172
12.410	438.470
12.420	438.768
12.430	439.067
12.440	439.365
12.450	439.663
12.460	439.961
12.470	440.259
12.480	440.557
12.490	440.855
12.500	441.153
12.510	441.450
12.520	441.748
12.530	442.046
12.540	442.343
12.550	442.641
12.560	442.939
12.570	443.236
12.580	443.533
12.590	443.831
12.600	444.128
12.610	444.425
12.620	444.723
12.630	445.020
12.640	445.317
12.650	445.614
12.660	445.911
12.670	446.208
12.680	446.505
12.690	446.802
12.700	447.099
12.710	447.396
12.720	447.693
12.730	447.989
12.740	448.286
12.750	448.583
12.760	448.879
12.770	449.176
12.780	449.472
12.790	449.769
12.800	450.065
12.810	450.361
12.820	450.658
12.830	450.954
12.840	451.250
12.850	451.546
12.860	451.842
12.870	452.138
12.880	452.434
12.890	452.730
12.900	453.026
12.910	453.322
12.920	453.618
12.930	453.914
12.940	454.210
12.950	454.505
12.960	454.801
12.970	455.097
12.980	455.392
12.990	455.688
13.000	455.983
13.010	456.279
13.020	456.574
13.030	456.869
13.040	457.165
13.050	457.460
13.060	457.755
13.070	458.050
13.080	458.345
13.090	458.640
13.100	458.935
13.110	459.230
13.120	459.525
13.130	459.820
13.140	460.115
13.150	460.410
13.160	460.705
13.170	461.000
13.180	461.295
13.190	461.590
13.200	461.885
13.210	462.179
13.220	462.474
13.230	462.769
13.240	463.064
13.250	463.359
13.260	463.653
13.270	463.948
13.280	464.243
13.290	464.538
13.300	464.832
13.310	465.127
13.320	465.422
13.330	465.716
13.340	466.011
13.350	466.306
13.360	466.600
13.370	466.895
13.380	467.190
13.390	467.484
13.400	467.779
13.410	468.074
13.420	468.368
13.430	468.663
13.440	468.957
13.450	469.252
13.460	469.547
13.470	469.841
13.480	470.136
13.490	470.430
13.500	470.725
13.510	471.019
13.520	471.314
13.530	471.608
13.540	471.903
13.550	472.197
13.560	472.492
13.570	472.786
13.580	473.081
13.590	473.375
13.600	473.670
13.610	473.964
13.620	474.259
13.630	474.553
13.640	474.848
13.650	475.142
13.660	475.437
13.670	475.731
13.680	476.026
13.690	476.320
13.700	476.615
13.710	476.909
13.720	477.203
13.730	477.498
13.740	477.792
13.750	478.087
13.760	478.381
13.770	478.676
13.780	478.970
13.790	479.264
13.800	479.559
13.810	479.853
13.820	480.148
13.830	480.442
13.840	480.736
13.850	481.031
13.860	481.325
13.870	481.620
13.880	481.914
13.890	482.209
13.900	482.503
13.910	482.797
13.920	483.092
13.930	483.386
13.940	483.681
13.950	483.975
13.960	484.269
13.970	484.564
13.980	484.858
13.990	485.153
14.000	485.447
14.010	485.742
14.020	486.036
14.030	486.330
14.040	486.625
14.050	486.919
14.060	487.214
14.070	487.508
14.080	487.803
14.090	488.097
14.100	488.392
14.110	488.686
14.120	488.981
14.130	489.275
14.140	489.570
14.150	489.864
14.160	490.158
14.170	490.453
14.180	490.747
14.190	491.042
14.200	491.337
14.210	491.631
14.220	491.926
14.230	492.220
14.240	492.515
14.250	492.809
14.260	493.104
14.270	493.398
14.280	493.693
14.290	493.987
14.300	494.282
14.310	494.577
14.320	494.871
14.330	495.166
14.340	495.460
14.350	495.755
14.360	496.050
14.370	496.344
14.380	496.639
14.390	496.934
14.400	497.228
14.410	497.523
14.420	497.818
14.430	498.112
14.440	498.407
14.450	498.702
14.460	498.997
14.470	499.291
14.480	499.586
14.490	499.881
14.500	500.176
14.510	500.471
14.520	500.765
14.530	501.060
14.540	501.355
14.550	501.650
14.560	501.945
14.570	502.240
14.580	502.535
14.590	502.829
14.600	503.124
14.610	503.419
14.620	503.714
14.630	504.009
14.640	504.304
14.650	504.599
14.660	504.894
14.670	505.189
14.680	505.484
14.690	505.779
14.700	506.074
14.710	506.369
14.720	506.665
14.730	506.960
14.740	507.255
14.750	507.550
14.760	507.845
14.770	508.140
14.780	508.436
14.790	508.731
14.800	509.026
14.810	509.321
14.820	509.617
14.830	509.912
14.840	510.207
14.850	510.503
14.860	510.798
14.870	511.093
14.880	511.389
14.890	511.684
14.900	511.980
14.910	512.275
14.920	512.570
14.930	512.866
14.940	513.161
14.950	513.457
14.960	513.753
14.970	514.048
14.980	514.344
14.990	514.639
15.000	514.935
15.010	515.231
15.020	515.526
15.030	515.822
15.040	516.118
15.050	516.414
15.060	516.709
15.070	517.005
15.080	517.301
15.090	517.597
15.100	517.893
15.110	518.189
15.120	518.485
15.130	518.781
15.140	519.077
15.150	519.373
15.160	519.669
15.170	519.965
15.180	520.261
15.190	520.557
15.200	520.853
15.210	521.149
15.220	521.445
15.230	521.742
15.240	522.038
15.250	522.334
15.260	522.630
15.270	522.927
15.280	523.223
15.290	523.519
15.300	523.816
15.310	524.112
15.320	524.409
15.330	524.705
15.340	525.002
15.350	525.298
15.360	525.595
15.370	525.892
15.380	526.188
15.390	526.485
15.400	526.782
15.410	527.078
15.420	527.375
15.430	527.672
15.440	527.969
15.450	528.266
15.460	528.562
15.470	528.859
15.480	529.156
15.490	529.453
15.500	529.750
15.510	530.047
15.520	530.345
15.530	530.642
15.540	530.939
15.550	531.236
15.560	531.533
15.570	531.830
15.580	532.128
15.590	532.425
15.600	532.722
15.610	533.020
15.620	533.317
15.630	533.615
15.640	533.912
15.650	534.210
15.660	534.507
15.670	534.805
15.680	535.103
15.690	535.400
15.700	535.698
15.710	535.996
15.720	536.294
15.730	536.591
15.740	536.889
15.750	537.187
15.760	537.485
15.770	537.783
15.780	538.081
15.790	538.379
15.800	538.677
15.810	538.976
15.820	539.274
15.830	539.572
15.840	539.870
15.850	540.169
15.860	540.467
15.870	540.765
15.880	541.064
15.890	541.362
15.900	541.661
15.910	541.959
15.920	542.258
15.930	542.556
15.940	542.855
15.950	543.154
15.960	543.453
15.970	543.751
15.980	544.050
15.990	544.349
16.000	544.648
16.010	544.947
16.020	545.246
16.030	545.545
16.040	545.844
16.050	546.144
16.060	546.443
16.070	546.742
16.080	547.041
16.090	547.341
16.100	547.640
16.110	547.939
16.120	548.239
16.130	548.538
16.140	548.838
16.150	549.138
16.160	549.437
16.170	549.737
16.180	550.037
16.190	550.337
16.200	550.636
16.210	550.936
16.220	551.236
16.230	551.536
16.240	551.836
16.250	552.136
16.260	552.437
16.270	552.737
16.280	553.037
16.290	553.337
16.300	553.638
16.310	553.938
16.320	554.239
16.330	554.539
16.340	554.840
16.350	555.140
16.360	555.441
16.370	555.742
16.380	556.042
16.390	556.343
16.400	556.644
16.410	556.945
16.420	557.246
16.430	557.547
16.440	557.848
16.450	558.149
16.460	558.450
16.470	558.752
16.480	559.053
16.490	559.354
16.500	559.656
16.510	559.957
16.520	560.259
16.530	560.560
16.540	560.862
16.550	561.164
16.560	561.465
16.570	561.767
16.580	562.069
16.590	562.371
16.600	562.673
16.610	562.975
16.620	563.277
16.630	563.579
16.640	563.881
16.650	564.184
16.660	564.486
16.670	564.788
16.680	565.091
16.690	565.393
16.700	565.696
16.710	565.998
16.720	566.301
16.730	566.604
16.740	566.907
16.750	567.210
16.760	567.512
16.770	567.815
16.780	568.118
16.790	568.422
16.800	568.725
16.810	569.028
16.820	569.331
16.830	569.635
16.840	569.938
16.850	570.242
16.860	570.545
16.870	570.849
16.880	571.152
16.890	571.456
16.900	571.760
16.910	572.064
16.920	572.368
16.930	572.672
16.940	572.976
16.950	573.280
16.960	573.584
16.970	573.888
16.980	574.193
16.990	574.497
17.000	574.801
17.010	575.106
17.020	575.411
17.030	575.715
17.040	576.020
17.050	576.325
17.060	576.630
17.070	576.935
17.080	577.240
17.090	577.545
17.100	577.850
17.110	578.155
17.120	578.460
17.130	578.766
17.140	579.071
17.150	579.377
17.160	579.682
17.170	579.988
17.180	580.293
17.190	580.599
17.200	580.905
17.210	581.211
17.220	581.517
17.230	581.823
17.240	582.129
17.250	582.435
17.260	582.742
17.270	583.048
17.280	583.354
17.290	583.661
17.300	583.967
17.310	584.274
17.320	584.581
17.330	584.888
17.340	585.194
17.350	585.501
17.360	585.808
17.370	586.115
17.380	586.423
17.390	586.730
17.400	587.037
17.410	587.345
17.420	587.652
17.430	587.960
17.440	588.267
17.450	588.575
