x(m)	y(m)
0.00	0.00
0.01	0.10
0.02	0.20
0.03	0.31
0.04	0.42
0.05	0.53
0.06	0.65
0.07	0.77
0.08	0.89
0.09	1.02
0.11	1.15
0.12	1.29
0.13	1.42
0.14	1.57
0.16	1.71
0.17	1.86
0.19	2.01
0.20	2.16
0.22	2.32
0.24	2.49
0.25	2.65
0.27	2.82
0.29	2.99
0.31	3.17
0.32	3.35
0.34	3.53
0.36	3.72
0.38	3.91
0.40	4.10
0.42	4.30
0.45	4.50
0.47	4.70
0.49	4.91
0.51	5.12
0.54	5.33
0.56	5.55
0.58	5.77
0.61	6.00
0.63	6.22
0.66	6.46
0.69	6.69
0.71	6.93
0.74	7.17
0.77	7.42
0.80	7.67
0.82	7.92
0.85	8.17
0.88	8.43
0.91	8.70
0.94	8.96
0.98	9.23
1.01	9.51
1.04	9.78
1.07	10.06
1.11	10.35
1.14	10.63
1.18	10.92
1.21	11.22
1.25	11.52
1.28	11.82
1.32	12.12
1.36	12.43
1.39	12.74
1.43	13.06
1.47	13.38
1.51	13.70
1.55	14.02
1.59	14.35
1.63	14.68
1.67	15.02
1.71	15.36
1.76	15.70
1.80	16.05
1.84	16.40
1.89	16.75
1.93	17.11
1.98	17.47
2.03	17.84
2.07	18.20
2.12	18.57
2.17	18.95
2.22	19.33
2.26	19.71
2.31	20.09
2.36	20.48
2.41	20.87
2.47	21.27
2.52	21.67
2.57	22.07
2.62	22.48
2.68	22.89
2.73	23.30
2.78	23.72
2.84	24.14
2.90	24.56
2.95	24.99
3.01	25.42
3.07	25.85
3.13	26.29
3.18	26.73
3.24	27.17
3.30	27.62
3.36	28.07
3.43	28.53
3.49	28.99
3.55	29.45
3.61	29.91
3.68	30.38
3.74	30.86
3.81	31.33
3.87	31.81
3.94	32.30
4.00	32.78
4.07	33.27
4.14	33.77
4.21	34.26
4.28	34.76
4.35	35.27
4.42	35.78
4.49	36.29
4.56	36.80
4.63	37.32
4.71	37.84
4.78	38.37
4.85	38.90
4.93	39.43
5.00	39.96
5.08	40.50
5.16	41.05
5.23	41.59
5.31	42.14
5.39	42.70
5.47	43.25
5.55	43.81
5.63	44.38
5.71	44.94
5.79	45.52
5.88	46.09
5.96	46.67
6.04	47.25
6.13	47.84
6.21	48.42
6.30	49.02
6.39	49.61
6.47	50.21
6.56	50.81
6.65	51.42
6.74	52.03
6.83	52.64
6.92	53.26
7.01	53.88
7.10	54.50
7.19	55.13
7.29	55.76
7.38	56.40
7.47	57.04
7.57	57.68
7.67	58.32
7.76	58.97
7.86	59.62
7.96	60.28
8.06	60.94
8.15	61.60
8.25	62.27
8.35	62.94
8.46	63.61
8.56	64.29
8.66	64.97
8.76	65.65
8.87	66.34
8.97	67.03
9.08	67.72
9.18	68.42
9.29	69.12
9.40	69.83
9.50	70.54
9.61	71.25
9.72	71.97
9.83	72.69
9.94	73.41
10.05	74.13
10.17	74.86
10.28	75.60
10.39	76.34
10.51	77.08
10.62	77.82
10.74	78.57
10.85	79.32
10.97	80.07
11.09	80.83
11.21	81.59
11.33	82.36
11.45	83.13
11.57	83.90
11.69	84.68
11.81	85.46
11.93	86.24
12.06	87.03
12.18	87.82
12.30	88.61
12.43	89.41
12.56	90.21
12.68	91.01
12.81	91.82
12.94	92.63
13.07	93.45
13.20	94.27
13.33	95.09
13.46	95.91
13.59	96.74
13.72	97.58
13.86	98.41
13.99	99.25
14.13	100.10
14.26	100.94
14.40	101.79
14.54	102.65
14.67	103.50
14.81	104.37
14.95	105.23
15.09	106.10
15.23	106.97
15.37	107.85
15.52	108.73
15.66	109.61
15.80	110.49
15.95	111.38
16.09	112.28
16.24	113.17
16.38	114.07
16.53	114.98
16.68	115.89
16.83	116.80
16.98	117.71
17.13	118.63
17.28	119.55
17.43	120.48
17.58	121.41
17.74	122.34
17.89	123.27
18.04	124.21
18.20	125.16
18.36	126.10
18.51	127.05
18.67	128.01
18.83	128.97
18.99	129.93
19.15	130.89
19.31	131.86
19.47	132.83
19.63	133.81
19.80	134.79
19.96	135.77
20.13	136.75
20.29	137.74
20.46	138.74
20.62	139.73
20.79	140.73
20.96	141.74
21.13	142.74
21.30	143.76
21.47	144.77
21.64	145.79
21.81	146.81
21.99	147.84
22.16	148.86
22.33	149.90
22.51	150.93
22.69	151.97
22.86	153.02
23.04	154.06
23.22	155.11
23.40	156.17
23.58	157.22
23.76	158.28
23.94	159.35
24.12	160.42
24.30	161.49
24.49	162.56
24.67	163.64
24.86	164.73
25.04	165.81
25.23	166.90
25.42	168.00
25.61	169.09
25.80	170.19
25.99	171.30
26.18	172.40
26.37	173.52
26.56	174.63
26.75	175.75
26.95	176.87
27.14	178.00
27.34	179.12
27.54	180.26
27.73	181.39
27.93	182.53
28.13	183.68
28.33	184.82
28.53	185.97
28.73	187.13
28.93	188.29
29.13	189.45
29.34	190.61
29.54	191.78
29.75	192.95
29.95	194.13
30.16	195.31
30.37	196.49
30.58	197.68
30.79	198.87
31.00	200.06
31.21	201.26
31.42	202.46
31.63	203.66
31.84	204.87
32.06	206.08
32.27	207.30
32.49	208.52
32.70	209.74
32.92	210.97
33.14	212.20
33.36	213.43
33.58	214.67
33.80	215.91
34.02	217.15
34.24	218.40
34.46	219.65
34.69	220.90
34.91	222.16
35.14	223.42
35.36	224.69
35.59	225.96
35.82	227.23
36.05	228.51
36.28	229.79
36.51	231.07
36.74	232.36
36.97	233.65
37.20	234.94
37.44	236.24
37.67	237.54
37.91	238.85
38.14	240.16
38.38	241.47
38.62	242.79
38.86	244.11
39.09	245.43
39.33	246.76
39.58	248.09
39.82	249.42
40.06	250.76
40.30	252.10
40.55	253.44
40.79	254.79
41.04	256.15
41.29	257.50
41.53	258.86
41.78	260.22
42.03	261.59
