x(m)	y(m)
42.28	262.96
42.53	264.33
42.78	265.71
43.04	267.09
43.29	268.48
43.55	269.86
43.80	271.26
44.06	272.65
44.31	274.05
44.57	275.45
44.83	276.86
45.09	278.27
45.35	279.68
45.61	281.10
45.87	282.52
46.14	283.94
46.40	285.37
46.66	286.80
46.93	288.24
47.20	289.68
47.46	291.12
47.73	292.57
48.00	294.02
48.27	295.47
48.54	296.93
48.81	298.39
49.08	299.85
49.36	301.32
49.63	302.79
49.90	304.26
50.18	305.74
50.46	307.22
50.73	308.71
51.01	310.20
51.29	311.69
51.57	313.19
51.85	314.69
52.13	316.19
52.42	317.70
52.70	319.21
52.98	320.73
53.27	322.24
53.55	323.77
53.84	325.29
54.13	326.82
54.42	328.35
54.71	329.89
55.00	331.43
55.29	332.97
55.58	334.52
55.87	336.07
56.17	337.63
56.46	339.18
56.76	340.75
57.05	342.31
57.35	343.88
57.65	345.45
57.95	347.03
58.25	348.61
58.55	350.19
58.85	351.78
59.15	353.37
59.46	354.97
59.76	356.56
60.07	358.16
60.37	359.77
60.68	361.38
60.99	362.99
61.30	364.61
61.60	366.23
61.92	367.85
62.23	369.48
62.54	371.11
62.85	372.74
63.17	374.38
63.48	376.02
63.80	377.67
64.11	379.32
64.43	380.97
64.75	382.63
65.07	384.29
65.39	385.95
65.71	387.62
66.03	389.29
66.35	390.96
66.68	392.64
67.00	394.32
67.33	396.01
67.65	397.69
67.98	399.39
68.31	401.08
68.64	402.78
68.97	404.49
69.30	406.19
69.63	407.90
69.96	409.62
70.30	411.34
70.63	413.06
70.97	414.78
71.30	416.51
71.64	418.24
71.98	419.98
72.32	421.72
72.66	423.46
73.00	425.21
73.34	426.96
73.68	428.71
74.03	430.47
74.37	432.23
74.71	434.00
75.06	435.77
75.41	437.54
75.76	439.32
76.10	441.10
76.45	442.88
76.81	444.67
77.16	446.46
77.51	448.25
77.86	450.05
78.22	451.85
78.57	453.66
78.93	455.47
79.29	457.28
79.64	459.09
80.00	460.91
80.36	462.74
80.72	464.56
81.08	466.40
81.45	468.23
81.81	470.07
82.17	471.91
82.54	473.75
82.91	475.60
83.27	477.46
83.64	479.31
84.01	481.17
84.38	483.04
84.75	484.90
85.12	486.77
85.49	488.65
85.87	490.53
86.24	492.41
86.62	494.29
86.99	496.18
87.37	498.08
87.75	499.97
88.13	501.87
88.51	503.78
88.89	505.68
89.27	507.59
89.65	509.51
90.04	511.43
90.42	513.35
90.81	515.27
91.19	517.20
91.58	519.14
91.97	521.07
92.36	523.01
92.75	524.96
93.14	526.90
93.53	528.85
93.92	530.81
94.32	532.77
94.71	534.73
95.11	536.69
95.51	538.66
95.90	540.64
96.30	542.61
96.70	544.59
97.10	546.57
97.50	548.56
97.90	550.55
98.31	552.55
98.71	554.55
99.12	556.55
99.52	558.55
99.93	560.56
100.34	562.57
100.75	564.59
101.16	566.61
101.57	568.63
101.98	570.66
102.39	572.69
102.80	574.73
103.22	576.76
103.63	578.81
104.05	580.85
104.47	582.90
104.89	584.95
105.30	587.01
105.72	589.07
106.15	591.13
106.57	593.20
106.99	595.27
107.41	597.34
107.84	599.42
108.26	601.50
108.69	603.59
109.12	605.68
109.55	607.77
109.98	609.87
110.41	611.97
110.84	614.07
111.27	616.18
111.70	618.29
112.14	620.40
112.57	622.52
113.01	624.64
113.44	626.76
113.88	628.89
114.32	631.02
114.76	633.16
115.20	635.30
115.64	637.44
116.09	639.59
116.53	641.74
116.97	643.89
117.42	646.05
117.87	648.21
118.31	650.38
118.76	652.54
119.21	654.72
119.66	656.89
120.11	659.07
120.56	661.25
121.02	663.44
121.47	665.63
121.93	667.82
122.38	670.02
122.84	672.22
123.30	674.42
123.76	676.63
124.22	678.84
124.68	681.06
125.14	683.28
125.60	685.50
126.06	687.73
126.53	689.96
126.99	692.19
127.46	694.43
127.93	696.67
128.40	698.91
128.86	701.16
129.33	703.41
129.81	705.66
130.28	707.92
130.75	710.18
131.22	712.45
131.70	714.72
132.18	716.99
132.65	719.27
133.13	721.55
133.61	723.83
134.09	726.12
134.57	728.41
135.05	730.70
135.53	733.00
136.02	735.30
136.50	737.60
136.99	739.91
137.47	742.22
137.96	744.54
138.45	746.86
138.94	749.18
139.43	751.51
139.92	753.84
140.41	756.17
140.91	758.51
141.40	760.85
141.90	763.19
142.39	765.54
142.89	767.89
143.39	770.25
143.89	772.60
144.39	774.97
144.89	777.33
145.39	779.70
145.89	782.07
146.39	784.45
146.90	786.83
147.40	789.21
147.91	791.60
148.42	793.99
148.93	796.38
149.44	798.78
149.95	801.18
150.46	803.59
150.97	806.00
151.48	808.41
152.00	810.82
152.51	813.24
153.03	815.66
153.55	818.09
154.07	820.52
154.59	822.95
155.11	825.39
155.63	827.83
156.15	830.27
156.67	832.72
157.20	835.17
157.72	837.63
158.25	840.08
158.77	842.55
159.30	845.01
159.83	847.48
160.36	849.95
160.89	852.43
161.42	854.91
161.96	857.39
162.49	859.87
163.02	862.36
163.56	864.86
164.10	867.35
164.63	869.86
165.17	872.36
165.71	874.87
166.25	877.38
166.79	879.89
167.34	882.41
167.88	884.93
168.42	887.46
168.97	889.98
169.52	892.52
170.06	895.05
170.61	897.59
171.16	900.13
171.71	902.68
172.26	905.23
172.81	907.78
173.37	910.34
173.92	912.90
174.48	915.46
175.03	918.03
175.59	920.60
176.15	923.18
176.71	925.75
177.27	928.33
177.83	930.92
178.39	933.51
178.95	936.10
179.52	938.69
180.08	941.29
180.65	943.89
181.21	946.50
181.78	949.11
182.35	951.72
182.92	954.34
183.49	956.96
184.06	959.58
184.63	962.21
185.21	964.84
185.78	967.47
186.36	970.11
186.93	972.75
187.51	975.39
188.09	978.04
188.67	980.69
189.25	983.35
189.83	986.00
190.41	988.66
191.00	991.33
191.58	994.00
192.17	996.67
192.75	999.34
193.34	1002.02
193.93	1004.71
194.52	1007.39
195.11	1010.08
195.70	1012.77
196.29	1015.47
196.88	1018.17
197.48	1020.87
198.07	1023.58
198.67	1026.29
199.26	1029.00
199.86	1031.72
200.46	1034.44
201.06	1037.16
201.66	1039.89
202.26	1042.62
202.87	1045.35
203.47	1048.09
204.07	1050.83
204.68	1053.57
205.29	1056.32
205.89	1059.07
206.50	1061.83
207.11	1064.58
207.72	1067.35
208.33	1070.11
208.95	1072.88
209.56	1075.65
210.17	1078.42
210.79	1081.20
211.41	1083.98
212.02	1086.77
212.64	1089.56
213.26	1092.35
213.88	1095.15
214.50	1097.94
215.12	1100.75
215.75	1103.55
216.37	1106.36
217.00	1109.17
217.62	1111.99
218.25	1114.81
218.88	1117.63
219.51	1120.46
220.14	1123.28
220.77	1126.12
221.40	1128.95
222.03	1131.79
222.67	1134.63
223.30	1137.48
223.94	1140.33
224.57	1143.18
225.21	1146.04
225.85	1148.90
226.49	1151.76
227.13	1154.63
227.77	1157.50
228.41	1160.37
229.06	1163.24
229.70	1166.12
230.35	1169.01
230.99	1171.89
231.64	1174.78
232.29	1177.68
232.94	1180.57
233.59	1183.47
234.24	1186.37
234.89	1189.28
235.55	1192.19
236.20	1195.10
236.86	1198.02
237.51	1200.94
238.17	1203.86
238.83	1206.79
239.49	1209.72
240.15	1212.65
240.81	1215.58
241.47	1218.52
242.13	1221.47
242.79	1224.41
243.46	1227.36
244.12	1230.31
244.79	1233.27
245.46	1236.23
246.13	1239.19
246.80	1242.16
247.47	1245.13
248.14	1248.10
248.81	1251.07
249.49	1254.05
250.16	1257.03
250.83	1260.02
251.51	1263.01
252.19	1266.00
252.87	1269.00
253.55	1271.99
254.23	1275.00
254.91	1278.00
255.59	1281.01
256.27	1284.02
256.96	1287.03
257.64	1290.05
258.33	1293.07
259.01	1296.10
259.70	1299.13
260.39	1302.16
261.08	1305.19
261.77	1308.23
262.46	1311.27
263.16	1314.31
263.85	1317.36
264.54	1320.41
265.24	1323.46
265.94	1326.52
266.63	1329.58
267.33	1332.64
268.03	1335.71
268.73	1338.78
269.43	1341.85
270.13	1344.93
270.84	1348.01
271.54	1351.09
272.25	1354.17
272.95	1357.26
273.66	1360.35
274.37	1363.45
275.08	1366.55
275.79	1369.65
276.50	1372.75
277.21	1375.86
277.92	1378.97
278.63	1382.09
279.35	1385.20
280.06	1388.33
280.78	1391.45
281.50	1394.58
282.22	1397.71
282.94	1400.84
283.66	1403.98
284.38	1407.11
285.10	1410.26
285.82	1413.40
286.55	1416.55
287.27	1419.70
288.00	1422.86
288.72	1426.02
289.45	1429.18
290.18	1432.34
290.91	1435.51
291.64	1438.68
292.37	1441.86
293.11	1445.03
293.84	1448.22
294.57	1451.40
295.31	1454.59
296.05	1457.78
296.78	1460.97
297.52	1464.16
298.26	1467.36
299.00	1470.56
299.74	1473.77
300.48	1476.98
301.23	1480.19
301.97	1483.40
302.72	1486.62
303.46	1489.84
304.21	1493.07
304.96	1496.29
305.71	1499.52
306.46	1502.76
307.21	1505.99
307.96	1509.23
308.71	1512.47
309.46	1515.72
310.22	1518.97
310.97	1522.22
311.73	1525.47
312.49	1528.73
313.24	1531.99
314.00	1535.26
314.76	1538.52
315.52	1541.79
316.29	1545.07
317.05	1548.34
317.81	1551.62
318.58	1554.90
319.34	1558.19
320.11	1561.48
320.88	1564.77
321.64	1568.06
322.41	1571.36
323.18	1574.66
323.96	1577.96
324.73	1581.27
325.50	1584.58
326.27	1587.89
327.05	1591.21
327.83	1594.52
328.60	1597.85
329.38	1601.17
330.16	1604.50
330.94	1607.83
331.72	1611.16
332.50	1614.50
333.28	1617.84
334.07	1621.18
334.85	1624.53
335.64	1627.88
336.42	1631.23
337.21	1634.58
338.00	1637.94
338.79	1641.30
339.58	1644.66
340.37	1648.03
341.16	1651.40
341.95	1654.77
342.74	1658.15
343.54	1661.53
344.34	1664.91
345.13	1668.29
345.93	1671.68
346.73	1675.07
347.53	1678.47
348.33	1681.86
349.13	1685.26
349.93	1688.67
350.73	1692.07
351.54	1695.48
352.34	1698.89
353.15	1702.31
353.95	1705.72
354.76	1709.14
355.57	1712.57
356.38	1716.00
357.19	1719.42
358.00	1722.86
358.82	1726.29
359.63	1729.73
360.44	1733.17
361.26	1736.62
362.07	1740.06
362.89	1743.52
363.71	1746.97
364.53	1750.42
365.35	1753.88
366.17	1757.35
366.99	1760.81
367.81	1764.28
368.64	1767.75
369.46	1771.23
370.29	1774.70
371.11	1778.18
371.94	1781.67
372.77	1785.15
373.60	1788.64
374.43	1792.13
375.26	1795.63
376.09	1799.12
376.92	1802.62
377.76	1806.13
378.59	1809.64
379.43	1813.14
380.27	1816.66
381.10	1820.17
381.94	1823.69
382.78	1827.21
383.62	1830.74
384.46	1834.26
385.31	1837.79
386.15	1841.33
386.99	1844.86
387.84	1848.40
388.68	1851.94
389.53	1855.49
390.38	1859.03
391.23	1862.59
392.08	1866.14
392.93	1869.70
393.78	1873.25
394.63	1876.82
395.49	1880.38
396.34	1883.95
397.20	1887.52
398.05	1891.09
398.91	1894.67
399.77	1898.25
400.63	1901.83
401.49	1905.42
402.35	1909.01
403.21	1912.60
404.07	1916.19
404.94	1919.79
405.80	1923.39
406.67	1926.99
407.53	1930.60
408.40	1934.21
409.27	1937.82
410.14	1941.44
411.01	1945.05
411.88	1948.67
412.75	1952.30
413.63	1955.92
414.50	1959.55
415.37	1963.18
416.25	1966.82
417.13	1970.46
418.00	1974.10
418.88	1977.74
419.76	1981.39
420.64	1985.04
421.53	1988.69
422.41	1992.35
423.29	1996.00
424.18	1999.67
425.06	2003.33
425.95	2007.00
426.83	2010.67
427.72	2014.34
428.61	2018.01
429.50	2021.69
430.39	2025.37
431.28	2029.06
432.18	2032.75
433.07	2036.44
433.97	2040.13
434.86	2043.83
435.76	2047.52
436.66	2051.23
437.55	2054.93
438.45	2058.64
439.35	2062.35
440.26	2066.06
441.16	2069.78
442.06	2073.50
442.96	2077.22
443.87	2080.94
444.78	2084.67
445.68	2088.40
446.59	2092.14
447.50	2095.87
448.41	2099.61
449.32	2103.36
450.23	2107.10
451.14	2110.85
452.06	2114.60
452.97	2118.35
453.89	2122.11
454.80	2125.87
455.72	2129.63
456.64	2133.40
457.56	2137.17
458.48	2140.94
459.40	2144.71
460.32	2148.49
461.24	2152.27
462.17	2156.05
463.09	2159.84
464.02	2163.63
464.95	2167.42
465.87	2171.21
466.80	2175.01
467.73	2178.81
468.66	2182.61
469.59	2186.42
470.53	2190.23
471.46	2194.04
472.39	2197.85
473.33	2201.67
474.27	2205.49
475.20	2209.31
476.14	2213.14
477.08	2216.97
478.02	2220.80
478.96	2224.64
479.90	2228.47
480.85	2232.31
481.79	2236.16
482.73	2240.00
483.68	2243.85
484.63	2247.70
485.57	2251.56
486.52	2255.42
487.47	2259.28
488.42	2263.14
489.37	2267.01
490.33	2270.88
491.28	2274.75
492.23	2278.63
493.19	2282.50
494.15	2286.38
495.10	2290.27
496.06	2294.15
497.02	2298.04
497.98	2301.94
498.94	2305.83
499.90	2309.73
500.87	2313.63
501.83	2317.54
502.79	2321.44
503.76	2325.35
504.73	2329.26
505.69	2333.18
506.66	2337.10
507.63	2341.02
508.60	2344.94
509.57	2348.87
510.55	2352.80
511.52	2356.73
512.49	2360.67
513.47	2364.61
514.44	2368.55
515.42	2372.49
516.40	2376.44
517.38	2380.39
518.36	2384.34
519.34	2388.30
520.32	2392.26
521.30	2396.22
522.29	2400.18
523.27	2404.15
524.26	2408.12
525.25	2412.09
526.23	2416.07
527.22	2420.05
528.21	2424.03
529.20	2428.01
530.19	2432.00
531.19	2435.99
532.18	2439.98
533.17	2443.98
534.17	2447.98
535.17	2451.98
536.16	2455.98
537.16	2459.99
538.16	2464.00
539.16	2468.01
540.16	2472.03
541.16	2476.05
542.17	2480.07
543.17	2484.09
544.17	2488.12
545.18	2492.15
546.19	2496.18
547.19	2500.22
548.20	2504.26
549.21	2508.30
550.22	2512.35
551.24	2516.39
552.25	2520.44
553.26	2524.50
554.28	2528.55
555.29	2532.61
556.31	2536.67
557.32	2540.74
558.34	2544.80
559.36	2548.87
560.38	2552.95
561.40	2557.02
562.43	2561.10
563.45	2565.18
564.47	2569.27
565.50	2573.36
566.52	2577.45
567.55	2581.54
568.58	2585.63
569.61	2589.73
570.64	2593.84
571.67	2597.94
572.70	2602.05
573.73	2606.16
574.77	2610.27
575.80	2614.39
576.84	2618.51
577.87	2622.63
578.91	2626.75
579.95	2630.88
580.99	2635.01
582.03	2639.14
583.07	2643.28
584.11	2647.42
585.16	2651.56
586.20	2655.70
587.25	2659.85
588.29	2664.00
589.34	2668.15
590.39	2672.31
591.44	2676.47
592.49	2680.63
593.54	2684.79
594.59	2688.96
595.64	2693.13
596.70	2697.30
597.75	2701.48
598.81	2705.66
599.86	2709.84
600.92	2714.02
601.98	2718.21
603.04	2722.40
604.10	2726.59
605.16	2730.79
606.23	2734.99
607.29	2739.19
608.35	2743.39
609.42	2747.60
610.49	2751.81
611.55	2756.02
612.62	2760.24
613.69	2764.46
614.76	2768.68
615.83	2772.90
616.91	2777.13
617.98	2781.36
619.05	2785.59
620.13	2789.83
621.21	2794.07
622.28	2798.31
623.36	2802.55
624.44	2806.80
625.52	2811.05
626.60	2815.30
627.68	2819.55
628.77	2823.81
629.85	2828.07
630.93	2832.34
632.02	2836.60
633.11	2840.87
634.20	2845.15
635.28	2849.42
636.37	2853.70
637.46	2857.98
638.56	2862.26
639.65	2866.55
640.74	2870.84
641.84	2875.13
642.93	2879.42
644.03	2883.72
645.13	2888.02
646.23	2892.33
647.33	2896.63
648.43	2900.94
649.53	2905.25
650.63	2909.57
651.73	2913.89
652.84	2918.21
653.94	2922.53
655.05	2926.85
656.16	2931.18
657.26	2935.51
658.37	2939.85
659.48	2944.19
660.59	2948.53
661.71	2952.87
662.82	2957.21
663.93	2961.56
665.05	2965.91
666.16	2970.27
667.28	2974.62
668.40	2978.98
669.52	2983.35
670.64	2987.71
671.76	2992.08
672.88	2996.45
674.00	3000.82
675.13	3005.20
676.25	3009.58
677.38	3013.96
678.50	3018.35
679.63	3022.73
680.76	3027.12
681.89	3031.52
683.02	3035.91
684.15	3040.31
685.29	3044.71
686.42	3049.12
687.55	3053.53
688.69	3057.94
689.83	3062.35
690.96	3066.76
692.10	3071.18
693.24	3075.60
694.38	3080.03
695.52	3084.46
696.66	3088.89
697.81	3093.32
698.95	3097.75
700.10	3102.19
701.24	3106.63
702.39	3111.08
703.54	3115.52
704.69	3119.97
705.84	3124.42
706.99	3128.88
708.14	3133.34
709.29	3137.80
710.45	3142.26
711.60	3146.73
712.76	3151.19
713.91	3155.67
715.07	3160.14
716.23	3164.62
717.39	3169.10
718.55	3173.58
719.71	3178.07
720.88	3182.55
722.04	3187.05
723.21	3191.54
724.37	3196.04
725.54	3200.54
726.71	3205.04
727.87	3209.54
729.04	3214.05
730.21	3218.56
731.39	3223.08
732.56	3227.59
733.73	3232.11
734.91	3236.63
736.08	3241.16
737.26	3245.68
738.44	3250.22
739.61	3254.75
740.79	3259.28
741.97	3263.82
743.15	3268.36
744.34	3272.91
745.52	3277.46
746.70	3282.00
747.89	3286.56
749.08	3291.11
750.26	3295.67
751.45	3300.23
752.64	3304.80
753.83	3309.36
755.02	3313.93
756.21	3318.50
757.41	3323.08
758.60	3327.66
759.80	3332.24
760.99	3336.82
762.19	3341.41
763.39	3345.99
764.59	3350.59
765.79	3355.18
766.99	3359.78
768.19	3364.38
769.39	3368.98
770.60	3373.59
771.80	3378.19
773.01	3382.80
774.21	3387.42
775.42	3392.04
776.63	3396.65
777.84	3401.28
779.05	3405.90
780.26	3410.53
781.48	3415.16
782.69	3419.79
783.90	3424.43
785.12	3429.07
786.34	3433.71
787.55	3438.35
788.77	3443.00
789.99	3447.65
791.21	3452.30
792.44	3456.96
793.66	3461.62
794.88	3466.28
796.11	3470.94
797.33	3475.61
798.56	3480.28
799.79	3484.95
801.02	3489.63
802.24	3494.31
803.48	3498.99
804.71	3503.67
805.94	3508.36
807.17	3513.05
808.41	3517.74
809.64	3522.43
810.88	3527.13
812.12	3531.83
813.36	3536.53
814.60	3541.24
815.84	3545.95
817.08	3550.66
818.32	3555.37
819.56	3560.09
820.81	3564.81
822.05	3569.53
823.30	3574.26
824.55	3578.98
825.80	3583.71
827.04	3588.45
828.29	3593.18
829.55	3597.92
830.80	3602.67
832.05	3607.41
833.31	3612.16
834.56	3616.91
835.82	3621.66
837.08	3626.42
838.33	3631.18
839.59	3635.94
840.85	3640.70
842.12	3645.47
843.38	3650.24
844.64	3655.01
845.91	3659.79
847.17	3664.56
848.44	3669.35
849.70	3674.13
850.97	3678.92
852.24	3683.70
853.51	3688.50
854.78	3693.29
856.06	3698.09
857.33	3702.89
858.60	3707.69
859.88	3712.50
861.15	3717.31
862.43	3722.12
863.71	3726.93
864.99	3731.75
866.27	3736.57
867.55	3741.39
868.83	3746.22
870.12	3751.05
871.40	3755.88
872.69	3760.71
873.97	3765.55
875.26	3770.39
876.55	3775.23
877.84	3780.07
879.13	3784.92
880.42	3789.77
881.71	3794.63
883.01	3799.48
884.30	3804.34
885.59	3809.20
886.89	3814.07
888.19	3818.93
889.49	3823.80
890.79	3828.68
892.09	3833.55
893.39	3838.43
894.69	3843.31
895.99	3848.20
897.30	3853.08
898.60	3857.97
899.91	3862.86
901.22	3867.76
902.53	3872.66
903.84	3877.56
905.15	3882.46
906.46	3887.37
907.77	3892.28
909.08	3897.19
910.40	3902.10
911.71	3907.02
913.03	3911.94
914.35	3916.86
915.66	3921.79
916.98	3926.72
918.30	3931.65
919.63	3936.58
920.95	3941.52
922.27	3946.46
923.60	3951.40
924.92	3956.35
926.25	3961.29
927.58	3966.25
928.90	3971.20
930.23	3976.16
931.57	3981.11
932.90	3986.08
934.23	3991.04
935.56	3996.01
936.90	4000.98
938.23	4005.95
939.57	4010.93
940.91	4015.91
942.25	4020.89
943.59	4025.87
944.93	4030.86
946.27	4035.85
947.61	4040.84
948.95	4045.84
950.30	4050.84
951.65	4055.84
952.99	4060.84
954.34	4065.85
955.69	4070.86
957.04	4075.87
958.39	4080.88
959.74	4085.90
961.09	4090.92
962.45	4095.95
963.80	4100.97
965.16	4106.00
966.52	4111.03
967.87	4116.07
969.23	4121.10
970.59	4126.14
971.95	4131.19
973.32	4136.23
974.68	4141.28
976.04	4146.33
977.41	4151.39
978.77	4156.44
980.14	4161.50
981.51	4166.57
982.88	4171.63
984.25	4176.70
985.62	4181.77
986.99	4186.84
988.37	4191.92
989.74	4197.00
991.11	4202.08
992.49	4207.17
993.87	4212.25
995.25	4217.34
996.63	4222.44
998.01	4227.53
999.39	4232.63
1000.77	4237.73
1002.15	4242.84
1003.54	4247.95
1004.92	4253.06
1006.31	4258.17
1007.70	4263.28
1009.09	4268.40
1010.48	4273.52
1011.87	4278.65
1013.26	4283.78
1014.65	4288.90
1016.05	4294.04
1017.44	4299.17
1018.84	4304.31
1020.23	4309.45
1021.63	4314.59
1023.03	4319.74
1024.43	4324.89
1025.83	4330.04
1027.23	4335.20
1028.64	4340.36
1030.04	4345.52
1031.44	4350.68
1032.85	4355.84
1034.26	4361.01
1035.67	4366.19
1037.07	4371.36
1038.49	4376.54
1039.90	4381.72
1041.31	4386.90
1042.72	4392.09
1044.14	4397.27
1045.55	4402.47
1046.97	4407.66
1048.39	4412.86
1049.80	4418.06
1051.22	4423.26
1052.64	4428.46
1054.07	4433.67
1055.49	4438.88
1056.91	4444.10
1058.34	4449.31
1059.76	4454.53
1061.19	4459.76
1062.62	4464.98
1064.05	4470.21
1065.48	4475.44
1066.91	4480.67
1068.34	4485.91
1069.77	4491.15
1071.20	4496.39
1072.64	4501.63
1074.08	4506.88
1075.51	4512.13
1076.95	4517.39
1078.39	4522.64
1079.83	4527.90
1081.27	4533.16
1082.71	4538.43
1084.16	4543.69
1085.60	4548.96
1087.05	4554.24
1088.49	4559.51
1089.94	4564.79
1091.39	4570.07
1092.84	4575.36
1094.29	4580.64
1095.74	4585.93
1097.19	4591.23
1098.65	4596.52
1100.10	4601.82
1101.56	4607.12
1103.02	4612.43
1104.47	4617.73
1105.93	4623.04
1107.39	4628.35
1108.85	4633.67
1110.32	4638.99
