x(m)	y(m)
28.68	264.55
28.83	265.94
28.99	267.33
29.14	268.72
29.29	270.12
29.45	271.52
29.60	272.92
29.75	274.33
29.91	275.74
30.06	277.16
30.22	278.58
30.38	280.00
30.53	281.43
30.69	282.86
30.85	284.29
31.00	285.73
31.16	287.17
31.32	288.61
31.48	290.06
31.64	291.51
31.80	292.97
31.96	294.43
32.12	295.89
32.28	297.36
32.44	298.83
32.60	300.30
32.76	301.78
32.93	303.26
33.09	304.75
33.25	306.23
33.41	307.73
33.58	309.22
33.74	310.72
33.91	312.23
34.07	313.73
34.24	315.24
34.40	316.76
34.57	318.28
34.74	319.80
34.91	321.32
35.07	322.85
35.24	324.39
35.41	325.92
35.58	327.46
35.75	329.01
35.92	330.56
36.09	332.11
36.26	333.66
36.43	335.22
36.60	336.78
36.77	338.35
36.94	339.92
37.12	341.49
37.29	343.07
37.46	344.65
37.64	346.24
37.81	347.82
37.99	349.42
38.16	351.01
38.34	352.61
38.51	354.21
38.69	355.82
38.86	357.43
39.04	359.05
39.22	360.66
39.40	362.28
39.57	363.91
39.75	365.54
39.93	367.17
40.11	368.81
40.29	370.45
40.47	372.09
40.65	373.74
40.83	375.39
41.01	377.04
41.20	378.70
41.38	380.36
41.56	382.03
41.74	383.70
41.93	385.37
42.11	387.05
42.30	388.73
42.48	390.42
42.67	392.10
42.85	393.80
43.04	395.49
43.22	397.19
43.41	398.89
43.60	400.60
43.78	402.31
43.97	404.02
44.16	405.74
44.35	407.46
44.54	409.19
44.73	410.92
44.92	412.65
45.11	414.39
45.30	416.13
45.49	417.87
45.68	419.62
45.87	421.37
46.07	423.12
46.26	424.88
46.45	426.64
46.65	428.41
46.84	430.18
47.03	431.95
47.23	433.73
47.42	435.51
47.62	437.29
47.82	439.08
48.01	440.87
48.21	442.67
48.41	444.47
48.60	446.27
48.80	448.08
49.00	449.89
49.20	451.70
49.40	453.52
49.60	455.34
49.80	457.17
50.00	459.00
50.20	460.83
50.40	462.67
50.60	464.51
50.80	466.35
51.01	468.20
51.21	470.05
51.41	471.90
51.62	473.76
51.82	475.62
52.03	477.49
52.23	479.36
52.44	481.23
52.64	483.11
52.85	484.99
53.05	486.88
53.26	488.77
53.47	490.66
53.68	492.55
53.88	494.45
54.09	496.36
54.30	498.26
54.51	500.17
54.72	502.09
54.93	504.01
55.14	505.93
55.35	507.85
55.57	509.78
55.78	511.72
55.99	513.65
56.20	515.59
56.42	517.54
56.63	519.49
56.84	521.44
57.06	523.39
57.27	525.35
57.49	527.31
57.70	529.28
57.92	531.25
58.13	533.22
58.35	535.20
58.57	537.18
58.79	539.17
59.00	541.16
59.22	543.15
59.44	545.15
59.66	547.15
59.88	549.15
60.10	551.16
60.32	553.17
60.54	555.18
60.76	557.20
60.98	559.22
61.20	561.25
61.43	563.28
61.65	565.31
61.87	567.35
62.10	569.39
62.32	571.43
62.55	573.48
62.77	575.53
63.00	577.59
63.22	579.65
63.45	581.71
63.67	583.78
63.90	585.85
64.13	587.92
64.35	590.00
64.58	592.08
64.81	594.16
65.04	596.25
65.27	598.35
65.50	600.44
65.73	602.54
65.96	604.65
66.19	606.75
66.42	608.86
66.65	610.98
66.88	613.10
67.12	615.22
67.35	617.35
67.58	619.47
67.82	621.61
68.05	623.74
68.29	625.89
68.52	628.03
68.76	630.18
68.99	632.33
69.23	634.48
69.46	636.64
69.70	638.81
69.94	640.97
70.18	643.14
70.41	645.32
70.65	647.49
70.89	649.68
71.13	651.86
71.37	654.05
71.61	656.24
71.85	658.44
72.09	660.64
72.33	662.84
72.57	665.05
72.82	667.26
73.06	669.47
73.30	671.69
73.54	673.91
73.79	676.14
74.03	678.37
74.28	680.60
74.52	682.84
74.77	685.08
75.01	687.32
75.26	689.57
75.51	691.82
75.75	694.07
76.00	696.33
76.25	698.59
76.50	700.86
76.74	703.13
76.99	705.40
77.24	707.68
77.49	709.96
77.74	712.25
77.99	714.53
78.24	716.82
78.49	719.12
78.75	721.42
79.00	723.72
79.25	726.03
79.50	728.34
79.76	730.65
80.01	732.97
80.26	735.29
80.52	737.61
80.77	739.94
81.03	742.28
81.28	744.61
81.54	746.95
81.80	749.29
82.05	751.64
82.31	753.99
82.57	756.34
82.83	758.70
83.08	761.06
83.34	763.43
83.60	765.80
83.86	768.17
84.12	770.55
84.38	772.93
84.64	775.31
84.90	777.70
85.17	780.09
85.43	782.48
85.69	784.88
85.95	787.28
86.22	789.68
86.48	792.09
86.74	794.51
87.01	796.92
87.27	799.34
87.54	801.77
87.80	804.19
88.07	806.62
88.33	809.06
88.60	811.50
88.87	813.94
89.14	816.38
89.40	818.83
89.67	821.28
89.94	823.74
90.21	826.20
90.48	828.66
90.75	831.13
91.02	833.60
91.29	836.08
91.56	838.55
91.83	841.04
92.10	843.52
92.38	846.01
92.65	848.50
92.92	851.00
93.20	853.50
93.47	856.00
93.74	858.51
94.02	861.02
94.29	863.53
94.57	866.05
94.84	868.57
95.12	871.10
95.40	873.63
95.67	876.16
95.95	878.70
96.23	881.24
96.51	883.78
96.78	886.33
97.06	888.88
97.34	891.43
97.62	893.99
97.90	896.55
98.18	899.12
98.46	901.68
98.74	904.26
99.03	906.83
99.31	909.41
99.59	911.99
99.87	914.58
100.16	917.17
100.44	919.77
100.72	922.36
101.01	924.96
101.29	927.57
101.58	930.18
101.86	932.79
102.15	935.40
102.43	938.02
102.72	940.65
103.01	943.27
103.30	945.90
103.58	948.53
103.87	951.17
104.16	953.81
104.45	956.46
104.74	959.10
105.03	961.76
105.32	964.41
105.61	967.07
105.90	969.73
106.19	972.40
106.48	975.07
106.77	977.74
107.07	980.41
107.36	983.09
107.65	985.78
107.94	988.47
108.24	991.16
108.53	993.85
108.83	996.55
109.12	999.25
109.42	1001.95
109.71	1004.66
110.01	1007.37
110.31	1010.09
110.60	1012.81
110.90	1015.53
111.20	1018.26
111.50	1020.99
111.80	1023.72
112.09	1026.46
112.39	1029.20
112.69	1031.94
112.99	1034.69
113.29	1037.44
113.59	1040.20
113.90	1042.95
114.20	1045.72
114.50	1048.48
114.80	1051.25
115.10	1054.02
115.41	1056.80
115.71	1059.58
116.01	1062.36
116.32	1065.15
116.62	1067.94
116.93	1070.73
117.23	1073.53
117.54	1076.33
117.84	1079.13
118.15	1081.94
118.46	1084.75
118.76	1087.56
119.07	1090.38
119.38	1093.20
119.69	1096.03
120.00	1098.86
120.31	1101.69
120.62	1104.53
120.93	1107.36
121.24	1110.21
121.55	1113.05
121.86	1115.90
122.17	1118.76
122.48	1121.61
122.79	1124.47
123.10	1127.34
123.42	1130.20
123.73	1133.07
124.04	1135.95
124.36	1138.82
124.67	1141.70
124.99	1144.59
125.30	1147.48
125.62	1150.37
125.93	1153.26
126.25	1156.16
126.57	1159.06
126.88	1161.97
127.20	1164.88
127.52	1167.79
127.84	1170.70
128.15	1173.62
128.47	1176.54
128.79	1179.47
129.11	1182.40
129.43	1185.33
129.75	1188.27
130.07	1191.21
130.39	1194.15
130.71	1197.10
131.03	1200.05
131.36	1203.00
131.68	1205.96
132.00	1208.92
132.33	1211.88
132.65	1214.85
132.97	1217.82
133.30	1220.79
133.62	1223.77
133.95	1226.75
134.27	1229.73
134.60	1232.72
134.92	1235.71
135.25	1238.70
135.58	1241.70
135.90	1244.70
136.23	1247.71
136.56	1250.71
136.89	1253.72
137.22	1256.74
137.54	1259.76
137.87	1262.78
138.20	1265.80
138.53	1268.83
138.86	1271.86
139.19	1274.90
139.53	1277.93
139.86	1280.98
140.19	1284.02
140.52	1287.07
140.85	1290.12
141.19	1293.18
141.52	1296.23
141.85	1299.30
142.19	1302.36
142.52	1305.43
142.86	1308.50
143.19	1311.58
143.53	1314.65
143.86	1317.74
144.20	1320.82
144.53	1323.91
144.87	1327.00
145.21	1330.10
145.55	1333.19
145.88	1336.30
146.22	1339.40
146.56	1342.51
146.90	1345.62
147.24	1348.74
147.58	1351.85
147.92	1354.98
148.26	1358.10
148.60	1361.23
148.94	1364.36
149.28	1367.49
149.62	1370.63
149.97	1373.77
150.31	1376.92
150.65	1380.07
150.99	1383.22
151.34	1386.37
151.68	1389.53
152.03	1392.69
152.37	1395.86
152.72	1399.02
153.06	1402.20
153.41	1405.37
153.75	1408.55
154.10	1411.73
154.44	1414.91
154.79	1418.10
155.14	1421.29
155.49	1424.48
155.83	1427.68
156.18	1430.88
156.53	1434.09
156.88	1437.29
157.23	1440.50
157.58	1443.72
157.93	1446.93
158.28	1450.15
158.63	1453.38
158.98	1456.60
159.33	1459.83
159.69	1463.07
160.04	1466.30
160.39	1469.54
160.74	1472.78
161.10	1476.03
161.45	1479.28
161.80	1482.53
162.16	1485.79
162.51	1489.04
162.87	1492.31
163.22	1495.57
163.58	1498.84
163.93	1502.11
164.29	1505.39
164.65	1508.66
165.00	1511.94
165.36	1515.23
165.72	1518.52
166.08	1521.81
166.43	1525.10
166.79	1528.40
167.15	1531.70
167.51	1535.00
167.87	1538.31
168.23	1541.62
168.59	1544.93
168.95	1548.25
169.31	1551.56
169.67	1554.89
170.03	1558.21
170.40	1561.54
170.76	1564.87
171.12	1568.21
171.48	1571.55
171.85	1574.89
172.21	1578.23
172.57	1581.58
172.94	1584.93
173.30	1588.28
173.67	1591.64
174.03	1595.00
174.40	1598.36
174.76	1601.73
175.13	1605.10
175.50	1608.47
175.86	1611.85
176.23	1615.23
176.60	1618.61
176.96	1622.00
177.33	1625.38
177.70	1628.77
178.07	1632.17
178.44	1635.57
178.81	1638.97
179.18	1642.37
179.55	1645.78
179.92	1649.19
180.29	1652.60
180.66	1656.02
181.03	1659.44
181.40	1662.86
181.78	1666.29
182.15	1669.72
182.52	1673.15
182.89	1676.58
183.27	1680.02
183.64	1683.46
184.01	1686.91
184.39	1690.35
184.76	1693.81
185.14	1697.26
185.51	1700.72
185.89	1704.18
186.27	1707.64
186.64	1711.11
187.02	1714.57
187.40	1718.05
187.77	1721.52
188.15	1725.00
188.53	1728.48
188.91	1731.97
189.28	1735.46
189.66	1738.95
190.04	1742.44
190.42	1745.94
190.80	1749.44
191.18	1752.94
191.56	1756.45
191.94	1759.96
192.32	1763.47
192.71	1766.98
193.09	1770.50
193.47	1774.03
193.85	1777.55
194.23	1781.08
194.62	1784.61
195.00	1788.14
195.38	1791.68
195.77	1795.22
196.15	1798.76
196.54	1802.31
196.92	1805.86
197.31	1809.41
197.69	1812.97
198.08	1816.52
198.47	1820.09
198.85	1823.65
199.24	1827.22
199.63	1830.79
200.01	1834.36
200.40	1837.94
200.79	1841.52
201.18	1845.10
201.57	1848.69
201.96	1852.28
202.34	1855.87
202.73	1859.46
203.12	1863.06
203.51	1866.66
203.91	1870.27
204.30	1873.88
204.69	1877.49
205.08	1881.10
205.47	1884.72
205.86	1888.33
206.26	1891.96
206.65	1895.58
207.04	1899.21
207.44	1902.84
207.83	1906.48
208.22	1910.11
208.62	1913.76
209.01	1917.40
209.41	1921.05
209.80	1924.70
210.20	1928.35
210.59	1932.00
210.99	1935.66
211.39	1939.32
211.78	1942.99
212.18	1946.66
212.58	1950.33
212.98	1954.00
213.38	1957.68
213.77	1961.36
214.17	1965.04
214.57	1968.73
214.97	1972.42
215.37	1976.11
215.77	1979.80
216.17	1983.50
216.57	1987.20
216.97	1990.91
217.38	1994.61
217.78	1998.32
218.18	2002.04
218.58	2005.75
218.98	2009.47
219.39	2013.19
219.79	2016.92
220.19	2020.65
220.60	2024.38
221.00	2028.11
221.41	2031.85
221.81	2035.59
222.22	2039.33
222.62	2043.08
223.03	2046.83
223.43	2050.58
223.84	2054.33
224.25	2058.09
224.65	2061.85
225.06	2065.62
225.47	2069.39
225.88	2073.16
226.29	2076.93
226.69	2080.71
227.10	2084.48
227.51	2088.27
227.92	2092.05
228.33	2095.84
228.74	2099.63
229.15	2103.43
229.56	2107.22
229.97	2111.02
230.38	2114.83
230.80	2118.63
231.21	2122.44
231.62	2126.26
232.03	2130.07
232.45	2133.89
232.86	2137.71
233.27	2141.53
233.69	2145.36
234.10	2149.19
234.52	2153.03
234.93	2156.86
235.35	2160.70
235.76	2164.54
236.18	2168.39
236.59	2172.24
237.01	2176.09
237.43	2179.94
237.84	2183.80
238.26	2187.66
238.68	2191.53
239.10	2195.39
239.51	2199.26
239.93	2203.13
240.35	2207.01
240.77	2210.89
241.19	2214.77
241.61	2218.65
242.03	2222.54
242.45	2226.43
242.87	2230.33
243.29	2234.22
243.71	2238.12
244.14	2242.02
244.56	2245.93
244.98	2249.84
245.40	2253.75
245.83	2257.66
246.25	2261.58
246.67	2265.50
247.10	2269.42
247.52	2273.35
247.95	2277.28
248.37	2281.21
248.79	2285.15
249.22	2289.09
249.65	2293.03
250.07	2296.97
250.50	2300.92
250.93	2304.87
251.35	2308.82
251.78	2312.78
252.21	2316.74
252.63	2320.70
253.06	2324.67
253.49	2328.64
253.92	2332.61
254.35	2336.58
254.78	2340.56
255.21	2344.54
255.64	2348.52
256.07	2352.51
256.50	2356.50
256.93	2360.49
257.36	2364.49
257.79	2368.49
258.23	2372.49
258.66	2376.49
259.09	2380.50
259.52	2384.51
259.96	2388.52
260.39	2392.54
260.82	2396.56
261.26	2400.58
261.69	2404.61
262.13	2408.63
262.56	2412.66
263.00	2416.70
263.43	2420.74
263.87	2424.78
264.30	2428.82
264.74	2432.87
265.18	2436.91
265.62	2440.97
266.05	2445.02
266.49	2449.08
266.93	2453.14
267.37	2457.21
267.81	2461.27
268.24	2465.34
268.68	2469.42
269.12	2473.49
269.56	2477.57
270.00	2481.65
270.44	2485.74
270.88	2489.83
271.33	2493.92
271.77	2498.01
272.21	2502.11
272.65	2506.21
273.09	2510.31
273.54	2514.42
273.98	2518.53
274.42	2522.64
274.87	2526.75
275.31	2530.87
275.75	2534.99
276.20	2539.11
276.64	2543.24
277.09	2547.37
277.53	2551.50
277.98	2555.64
278.43	2559.78
278.87	2563.92
279.32	2568.06
279.77	2572.21
280.21	2576.36
280.66	2580.52
281.11	2584.67
281.56	2588.83
282.01	2593.00
282.45	2597.16
282.90	2601.33
283.35	2605.50
283.80	2609.68
284.25	2613.85
284.70	2618.03
285.15	2622.22
285.60	2626.40
286.06	2630.59
286.51	2634.78
286.96	2638.98
287.41	2643.18
287.86	2647.38
288.32	2651.58
288.77	2655.79
289.22	2660.00
289.68	2664.21
290.13	2668.43
290.59	2672.65
291.04	2676.87
291.49	2681.10
291.95	2685.32
292.41	2689.56
292.86	2693.79
293.32	2698.03
293.77	2702.27
294.23	2706.51
294.69	2710.75
295.15	2715.00
295.60	2719.26
296.06	2723.51
296.52	2727.77
296.98	2732.03
297.44	2736.29
297.90	2740.56
298.36	2744.83
298.82	2749.10
299.28	2753.38
299.74	2757.66
300.20	2761.94
300.66	2766.22
301.12	2770.51
301.58	2774.80
302.04	2779.09
302.50	2783.39
302.97	2787.69
303.43	2791.99
303.89	2796.30
304.36	2800.60
304.82	2804.92
305.28	2809.23
305.75	2813.55
306.21	2817.87
306.68	2822.19
307.14	2826.52
307.61	2830.84
308.08	2835.18
308.54	2839.51
309.01	2843.85
309.47	2848.19
309.94	2852.53
310.41	2856.88
310.88	2861.23
311.34	2865.58
311.81	2869.94
312.28	2874.30
312.75	2878.66
313.22	2883.02
313.69	2887.39
314.16	2891.76
314.63	2896.13
315.10	2900.51
315.57	2904.89
316.04	2909.27
316.51	2913.66
316.98	2918.04
317.46	2922.44
317.93	2926.83
318.40	2931.23
318.87	2935.63
319.35	2940.03
319.82	2944.44
320.29	2948.84
320.77	2953.26
321.24	2957.67
321.72	2962.09
322.19	2966.51
322.67	2970.93
323.14	2975.36
323.62	2979.79
324.09	2984.22
324.57	2988.66
325.05	2993.09
325.52	2997.53
326.00	3001.98
326.48	3006.43
326.96	3010.88
327.44	3015.33
327.91	3019.78
328.39	3024.24
328.87	3028.71
329.35	3033.17
329.83	3037.64
330.31	3042.11
330.79	3046.58
331.27	3051.06
331.75	3055.54
332.23	3060.02
332.72	3064.50
333.20	3068.99
333.68	3073.48
334.16	3077.98
334.64	3082.48
335.13	3086.98
335.61	3091.48
336.09	3095.98
336.58	3100.49
337.06	3105.00
337.55	3109.52
338.03	3114.04
338.52	3118.56
339.00	3123.08
339.49	3127.61
339.97	3132.14
340.46	3136.67
340.95	3141.20
341.43	3145.74
341.92	3150.28
342.41	3154.83
342.90	3159.37
343.38	3163.92
343.87	3168.47
344.36	3173.03
344.85	3177.59
345.34	3182.15
345.83	3186.71
346.32	3191.28
346.81	3195.85
347.30	3200.43
347.79	3205.00
348.28	3209.58
348.77	3214.16
349.26	3218.75
349.76	3223.34
350.25	3227.93
350.74	3232.52
351.23	3237.12
351.73	3241.72
352.22	3246.32
352.71	3250.92
353.21	3255.53
353.70	3260.14
354.20	3264.76
354.69	3269.37
355.19	3273.99
355.68	3278.62
356.18	3283.24
356.67	3287.87
357.17	3292.50
357.67	3297.14
358.16	3301.77
358.66	3306.42
359.16	3311.06
359.66	3315.70
360.16	3320.35
360.65	3325.01
361.15	3329.66
361.65	3334.32
362.15	3338.98
362.65	3343.64
363.15	3348.31
363.65	3352.98
364.15	3357.65
364.65	3362.33
365.15	3367.01
365.65	3371.69
366.16	3376.37
366.66	3381.06
367.16	3385.75
367.66	3390.44
368.17	3395.14
368.67	3399.84
369.17	3404.54
369.68	3409.24
370.18	3413.95
370.68	3418.66
371.19	3423.38
371.69	3428.09
372.20	3432.81
372.71	3437.53
373.21	3442.26
373.72	3446.99
374.22	3451.72
374.73	3456.45
375.24	3461.19
375.74	3465.93
376.25	3470.67
376.76	3475.42
377.27	3480.17
377.78	3484.92
378.29	3489.67
378.79	3494.43
379.30	3499.19
379.81	3503.95
380.32	3508.72
380.83	3513.49
381.34	3518.26
381.86	3523.03
382.37	3527.81
382.88	3532.59
383.39	3537.38
383.90	3542.16
384.41	3546.95
384.93	3551.74
385.44	3556.54
385.95	3561.34
386.47	3566.14
386.98	3570.94
387.49	3575.75
388.01	3580.56
388.52	3585.37
389.04	3590.19
389.55	3595.01
390.07	3599.83
390.58	3604.65
391.10	3609.48
391.62	3614.31
392.13	3619.14
392.65	3623.98
393.17	3628.82
393.69	3633.66
394.20	3638.51
394.72	3643.35
395.24	3648.21
395.76	3653.06
396.28	3657.92
396.80	3662.78
397.32	3667.64
397.84	3672.50
398.36	3677.37
398.88	3682.24
399.40	3687.12
399.92	3691.99
400.44	3696.87
400.96	3701.76
401.49	3706.64
402.01	3711.53
402.53	3716.42
403.05	3721.32
403.58	3726.22
404.10	3731.12
404.62	3736.02
405.15	3740.93
405.67	3745.84
406.20	3750.75
406.72	3755.66
407.25	3760.58
407.77	3765.50
408.30	3770.43
408.83	3775.35
409.35	3780.28
409.88	3785.22
410.41	3790.15
410.93	3795.09
411.46	3800.03
411.99	3804.98
412.52	3809.92
413.05	3814.87
413.57	3819.83
414.10	3824.78
414.63	3829.74
415.16	3834.70
415.69	3839.67
416.22	3844.64
416.75	3849.61
417.28	3854.58
417.81	3859.56
418.35	3864.54
418.88	3869.52
419.41	3874.51
419.94	3879.49
420.48	3884.49
421.01	3889.48
421.54	3894.48
422.07	3899.48
422.61	3904.48
423.14	3909.49
423.68	3914.49
424.21	3919.51
424.75	3924.52
425.28	3929.54
425.82	3934.56
426.35	3939.58
426.89	3944.61
427.43	3949.64
427.96	3954.67
428.50	3959.71
429.04	3964.74
429.57	3969.79
430.11	3974.83
430.65	3979.88
431.19	3984.93
431.73	3989.98
432.27	3995.04
432.81	4000.09
433.35	4005.16
433.89	4010.22
434.43	4015.29
434.97	4020.36
435.51	4025.43
436.05	4030.51
436.59	4035.59
437.13	4040.67
437.67	4045.76
438.22	4050.84
438.76	4055.93
439.30	4061.03
439.84	4066.12
440.39	4071.22
440.93	4076.33
441.48	4081.43
442.02	4086.54
442.57	4091.65
443.11	4096.77
443.66	4101.89
444.20	4107.01
444.75	4112.13
445.29	4117.26
445.84	4122.38
446.39	4127.52
446.93	4132.65
447.48	4137.79
448.03	4142.93
448.58	4148.07
449.12	4153.22
449.67	4158.37
450.22	4163.52
450.77	4168.68
451.32	4173.84
451.87	4179.00
452.42	4184.16
452.97	4189.33
453.52	4194.50
454.07	4199.68
454.62	4204.85
455.17	4210.03
455.73	4215.21
456.28	4220.40
456.83	4225.59
457.38	4230.78
457.93	4235.97
458.49	4241.17
459.04	4246.37
459.60	4251.57
460.15	4256.78
460.70	4261.99
461.26	4267.20
461.81	4272.41
462.37	4277.63
462.92	4282.85
463.48	4288.07
464.04	4293.30
464.59	4298.53
465.15	4303.76
465.71	4309.00
466.26	4314.23
466.82	4319.48
467.38	4324.72
467.94	4329.97
468.50	4335.22
469.05	4340.47
469.61	4345.73
470.17	4350.98
470.73	4356.25
471.29	4361.51
471.85	4366.78
472.41	4372.05
472.97	4377.32
473.54	4382.60
474.10	4387.88
474.66	4393.16
475.22	4398.45
475.78	4403.74
476.35	4409.03
476.91	4414.32
477.47	4419.62
478.03	4424.92
478.60	4430.22
479.16	4435.53
479.73	4440.84
480.29	4446.15
480.86	4451.46
481.42	4456.78
481.99	4462.10
482.55	4467.43
483.12	4472.75
483.69	4478.08
484.25	4483.42
484.82	4488.75
485.39	4494.09
485.95	4499.43
486.52	4504.78
487.09	4510.13
487.66	4515.48
488.23	4520.83
488.80	4526.19
489.37	4531.55
489.94	4536.91
490.51	4542.27
491.08	4547.64
491.65	4553.01
492.22	4558.39
492.79	4563.77
493.36	4569.15
493.93	4574.53
494.50	4579.91
495.08	4585.30
495.65	4590.70
496.22	4596.09
496.79	4601.49
497.37	4606.89
497.94	4612.29
498.52	4617.70
499.09	4623.11
499.66	4628.52
500.24	4633.94
500.82	4639.36
501.39	4644.78
501.97	4650.21
502.54	4655.63
503.12	4661.07
503.70	4666.50
504.27	4671.94
504.85	4677.38
505.43	4682.82
506.01	4688.26
506.58	4693.71
507.16	4699.16
507.74	4704.62
508.32	4710.08
508.90	4715.54
509.48	4721.00
510.06	4726.47
510.64	4731.94
511.22	4737.41
511.80	4742.89
512.38	4748.36
512.96	4753.85
513.55	4759.33
514.13	4764.82
514.71	4770.31
515.29	4775.80
