x(m)	y(m)
0.00	0.00
0.01	0.10
0.02	0.20
0.03	0.31
0.04	0.42
0.05	0.53
0.06	0.65
0.07	0.77
0.08	0.89
0.09	1.02
0.10	1.15
0.12	1.29
0.13	1.42
0.14	1.57
0.16	1.71
0.17	1.86
0.19	2.01
0.20	2.17
0.22	2.32
0.23	2.49
0.25	2.65
0.27	2.82
0.28	2.99
0.30	3.17
0.32	3.35
0.34	3.53
0.35	3.72
0.37	3.91
0.39	4.10
0.41	4.30
0.43	4.50
0.45	4.70
0.47	4.91
0.49	5.12
0.52	5.33
0.54	5.55
0.56	5.77
0.58	6.00
0.61	6.23
0.63	6.46
0.65	6.69
0.68	6.93
0.70	7.17
0.73	7.42
0.75	7.67
0.78	7.92
0.81	8.18
0.83	8.44
0.86	8.70
0.89	8.97
0.92	9.24
0.94	9.51
0.97	9.79
1.00	10.07
1.03	10.35
1.06	10.64
1.09	10.93
1.12	11.23
1.15	11.52
1.18	11.83
1.22	12.13
1.25	12.44
1.28	12.75
1.31	13.07
1.35	13.39
1.38	13.71
1.41	14.04
1.45	14.37
1.48	14.70
1.52	15.04
1.56	15.38
1.59	15.72
1.63	16.07
1.66	16.42
1.70	16.77
1.74	17.13
1.78	17.49
1.82	17.86
1.86	18.22
1.89	18.60
1.93	18.97
1.97	19.35
2.01	19.73
2.06	20.12
2.10	20.51
2.14	20.90
2.18	21.30
2.22	21.70
2.27	22.10
2.31	22.51
2.35	22.92
2.40	23.33
2.44	23.75
2.49	24.17
2.53	24.60
2.58	25.02
2.62	25.46
2.67	25.89
2.72	26.33
2.76	26.77
2.81	27.22
2.86	27.67
2.91	28.12
2.96	28.58
3.00	29.04
3.05	29.50
3.10	29.97
3.15	30.44
3.21	30.91
3.26	31.39
3.31	31.87
3.36	32.35
3.41	32.84
3.46	33.33
3.52	33.83
3.57	34.33
3.63	34.83
3.68	35.34
3.73	35.85
3.79	36.36
3.84	36.88
3.90	37.40
3.96	37.92
4.01	38.45
4.07	38.98
4.13	39.51
4.19	40.05
4.24	40.59
4.30	41.13
4.36	41.68
4.42	42.23
4.48	42.79
4.54	43.35
4.60	43.91
4.66	44.48
4.72	45.05
4.79	45.62
4.85	46.20
4.91	46.78
4.97	47.36
5.04	47.95
5.10	48.54
5.16	49.13
5.23	49.73
5.29	50.33
5.36	50.94
5.43	51.55
5.49	52.16
5.56	52.78
5.62	53.40
5.69	54.02
5.76	54.65
5.83	55.28
5.90	55.91
5.97	56.55
6.03	57.19
6.10	57.83
6.17	58.48
6.25	59.13
6.32	59.79
6.39	60.44
6.46	61.11
6.53	61.77
6.60	62.44
6.68	63.11
6.75	63.79
6.82	64.47
6.90	65.15
6.97	65.84
7.05	66.53
7.12	67.23
7.20	67.92
7.27	68.63
7.35	69.33
7.43	70.04
7.50	70.75
7.58	71.47
7.66	72.19
7.74	72.91
7.82	73.64
7.90	74.37
7.98	75.10
8.06	75.84
8.14	76.58
8.22	77.32
8.30	78.07
8.38	78.82
8.46	79.58
8.55	80.34
8.63	81.10
8.71	81.86
8.79	82.63
8.88	83.41
8.96	84.18
9.05	84.96
9.13	85.75
9.22	86.53
9.31	87.32
9.39	88.12
9.48	88.92
9.57	89.72
9.65	90.52
9.74	91.33
9.83	92.14
9.92	92.96
10.01	93.78
10.10	94.60
10.19	95.43
10.28	96.26
10.37	97.09
10.46	97.93
10.55	98.77
10.64	99.62
10.74	100.47
10.83	101.32
10.92	102.17
11.02	103.03
11.11	103.90
11.20	104.76
11.30	105.63
11.39	106.51
11.49	107.38
11.59	108.26
11.68	109.15
11.78	110.04
11.88	110.93
11.97	111.82
12.07	112.72
12.17	113.62
12.27	114.53
12.37	115.44
12.47	116.35
12.57	117.27
12.67	118.19
12.77	119.11
12.87	120.04
12.97	120.97
13.07	121.91
13.18	122.84
13.28	123.79
13.38	124.73
13.49	125.68
13.59	126.63
13.69	127.59
13.80	128.55
13.90	129.51
14.01	130.48
14.12	131.45
14.22	132.43
14.33	133.40
14.44	134.39
14.54	135.37
14.65	136.36
14.76	137.35
14.87	138.35
14.98	139.35
15.09	140.35
15.20	141.36
15.31	142.37
15.42	143.38
15.53	144.40
15.64	145.42
15.75	146.45
15.87	147.48
15.98	148.51
16.09	149.55
16.21	150.59
16.32	151.63
16.43	152.68
16.55	153.73
16.66	154.78
16.78	155.84
16.90	156.90
17.01	157.96
17.13	159.03
17.25	160.11
17.36	161.18
17.48	162.26
17.60	163.34
17.72	164.43
17.84	165.52
17.96	166.61
18.08	167.71
18.20	168.81
18.32	169.92
18.44	171.03
18.56	172.14
18.68	173.26
18.81	174.37
18.93	175.50
19.05	176.62
19.18	177.75
19.30	178.89
19.43	180.03
19.55	181.17
19.68	182.31
19.80	183.46
19.93	184.61
20.05	185.77
20.18	186.93
20.31	188.09
20.44	189.26
20.56	190.43
20.69	191.60
20.82	192.78
20.95	193.96
21.08	195.15
21.21	196.33
21.34	197.53
21.47	198.72
21.60	199.92
21.73	201.13
21.87	202.33
22.00	203.54
22.13	204.76
22.27	205.97
22.40	207.20
22.53	208.42
22.67	209.65
22.80	210.88
22.94	212.12
23.07	213.36
23.21	214.60
23.35	215.85
23.48	217.10
23.62	218.35
23.76	219.61
23.90	220.87
24.04	222.14
24.17	223.40
24.31	224.68
24.45	225.95
24.59	227.23
24.73	228.52
24.88	229.80
25.02	231.09
25.16	232.39
25.30	233.69
25.44	234.99
25.59	236.29
25.73	237.60
25.87	238.92
26.02	240.23
26.16	241.55
26.31	242.88
26.45	244.20
26.60	245.53
26.74	246.87
26.89	248.21
27.04	249.55
27.19	250.89
27.33	252.24
27.48	253.60
27.63	254.95
27.78	256.31
27.93	257.68
28.08	259.04
28.23	260.42
28.38	261.79
28.53	263.17
