x(m)	y(m)
0.00	0.00
0.11	1.17
0.26	2.69
0.45	4.55
0.70	6.76
0.99	9.32
1.34	12.23
1.74	15.48
2.19	19.09
2.70	23.04
3.27	27.35
3.90	32.00
4.60	37.01
5.35	42.37
6.17	48.08
7.06	54.14
8.01	60.56
9.02	67.33
10.11	74.45
11.26	81.93
12.49	89.76
13.79	97.95
15.16	106.49
16.60	115.39
18.12	124.64
19.71	134.25
21.38	144.22
23.12	154.55
24.94	165.23
26.84	176.27
28.82	187.67
30.88	199.43
33.02	211.55
35.23	224.02
37.54	236.86
39.92	250.06
42.39	263.62
44.94	277.54
47.57	291.82
50.29	306.46
53.10	321.46
55.99	336.83
58.97	352.55
62.04	368.64
65.19	385.10
68.43	401.92
71.77	419.10
75.19	436.64
78.70	454.55
82.31	472.82
86.00	491.46
89.79	510.46
93.67	529.83
97.64	549.56
101.70	569.65
105.86	590.10
110.12	610.92
114.46	632.10
118.90	653.64
123.44	675.54
128.07	697.80
132.80	720.42
137.62	743.40
142.54	766.73
147.55	790.42
152.66	814.47
157.87	838.88
163.17	863.63
168.57	888.74
174.07	914.21
179.66	940.02
185.35	966.18
191.14	992.69
197.03	1019.55
203.01	1046.75
209.09	1074.30
215.27	1102.19
221.54	1130.41
227.91	1158.97
234.38	1187.87
240.94	1217.10
247.60	1246.66
254.36	1276.54
261.21	1306.75
268.16	1337.29
275.20	1368.15
282.34	1399.32
289.58	1430.81
296.90	1462.61
304.33	1494.73
311.84	1527.15
319.45	1559.88
327.16	1592.91
334.96	1626.25
342.85	1659.89
350.83	1693.83
358.91	1728.06
367.08	1762.60
375.35	1797.43
383.71	1832.55
392.16	1867.97
400.70	1903.68
409.34	1939.68
418.07	1975.97
426.90	2012.55
435.82	2049.43
444.83	2086.59
453.94	2124.04
463.14	2161.78
472.43	2199.81
481.82	2238.13
491.31	2276.74
500.89	2315.64
510.56	2354.82
520.34	2394.29
530.20	2434.05
540.16	2474.09
550.22	2514.42
560.37	2555.04
570.62	2595.94
580.97	2637.13
591.41	2678.61
601.95	2720.37
612.59	2762.41
623.32	2804.74
634.15	2847.35
645.07	2890.24
656.09	2933.41
667.21	2976.87
678.43	3020.61
689.74	3064.63
701.15	3108.93
712.66	3153.50
724.27	3198.36
735.97	3243.50
747.77	3288.91
759.67	3334.61
771.67	3380.58
783.77	3426.83
795.96	3473.36
808.25	3520.17
820.65	3567.26
833.14	3614.63
845.73	3662.27
858.42	3710.19
871.21	3758.39
884.10	3806.87
897.09	3855.63
910.18	3904.67
923.37	3953.98
936.67	4003.58
950.06	4053.45
963.55	4103.61
977.15	4154.04
990.85	4204.75
1004.65	4255.74
1018.55	4307.01
1032.56	4358.57
1046.67	4410.40
1060.88	4462.51
1075.19	4514.91
1089.61	4567.58
1104.14	4620.54
1118.76	4673.78
1133.50	4727.31
1148.33	4781.12
1163.28	4835.21
1178.33	4889.58
1193.48	4944.24
1208.74	4999.19
1224.11	5054.42
1239.58	5109.93
1255.16	5165.74
1270.85	5221.83
1286.65	5278.21
1302.56	5334.88
1318.57	5391.84
1334.70	5449.09
1350.93	5506.63
1367.27	5564.46
1383.73	5622.58
1400.29	5681.00
1416.97	5739.71
1433.76	5798.72
1450.66	5858.02
1467.67	5917.62
1484.80	5977.52
1502.04	6037.72
1519.39	6098.21
1536.86	6159.01
1554.44	6220.11
1572.14	6281.51
1589.95	6343.21
1607.88	6405.22
1625.93	6467.54
1644.09	6530.16
1662.37	6593.08
1680.77	6656.32
1699.29	6719.86
1717.93	6783.71
1736.68	6847.88
1755.56	6912.35
1774.55	6977.14
1793.67	7042.24
1812.91	7107.66
1832.27	7173.39
1851.75	7239.44
1871.36	7305.81
1891.08	7372.50
1910.94	7439.51
1930.91	7506.84
1951.02	7574.50
1971.25	7642.48
1991.60	7710.79
2012.08	7779.43
2032.69	7848.39
2053.43	7917.69
2074.29	7987.31
2095.29	8057.27
2116.41	8127.57
2137.67	8198.20
2159.06	8269.17
2180.57	8340.48
2202.23	8412.14
2224.01	8484.13
2245.93	8556.47
2267.98	8629.16
2290.17	8702.19
2312.50	8775.58
2334.96	8849.31
2357.56	8923.40
2380.30	8997.85
2403.18	9072.65
2426.19	9147.81
2449.35	9223.34
2472.65	9299.23
2496.09	9375.48
2519.67	9452.09
2543.40	9529.08
2567.27	9606.43
2591.29	9684.15
2615.45	9762.25
2639.75	9840.71
2664.21	9919.56
2688.81	9998.77
2713.55	10078.37
2738.45	10158.34
2763.49	10238.70
2788.69	10319.44
2814.03	10400.56
2839.53	10482.07
2865.18	10563.97
2890.98	10646.26
2916.94	10728.94
2943.05	10812.01
2969.31	10895.48
2995.73	10979.35
3022.31	11063.62
3049.05	11148.29
3075.94	11233.36
3102.99	11318.84
3130.21	11404.73
3157.58	11491.04
3185.12	11577.76
3212.83	11664.89
3240.69	11752.45
3268.73	11840.43
3296.93	11928.83
3325.30	12017.67
3353.83	12106.93
3382.54	12196.63
3411.42	12286.76
3440.47	12377.33
3469.69	12468.35
3499.09	12559.81
3528.66	12651.71
3558.41	12744.07
3588.34	12836.88
3618.44	12930.15
3648.73	13023.87
3679.19	13118.06
3709.84	13212.71
3740.67	13307.83
3771.69	13403.42
3802.89	13499.48
3834.27	13596.02
3865.85	13693.04
3897.61	13790.54
3929.57	13888.53
3961.71	13987.01
3994.05	14085.97
4026.58	14185.43
4059.30	14285.38
4092.22	14385.84
4125.34	14486.79
4158.65	14588.25
4192.16	14690.22
4225.88	14792.70
4259.79	14895.70
4293.91	14999.21
4328.23	15103.24
