x(m)	theta_c(grad)
6.39	83.820
6.46	83.819
6.53	83.818
6.60	83.817
6.68	83.816
6.75	83.815
6.82	83.815
6.90	83.814
6.97	83.813
7.05	83.812
7.12	83.811
7.20	83.810
7.27	83.809
7.35	83.809
7.43	83.808
7.50	83.807
7.58	83.806
7.66	83.805
7.74	83.805
7.82	83.804
7.90	83.803
7.98	83.802
8.06	83.802
8.14	83.801
8.22	83.800
8.30	83.800
8.38	83.799
8.46	83.798
8.55	83.797
8.63	83.797
8.71	83.796
8.79	83.795
8.88	83.795
8.96	83.794
9.05	83.794
9.13	83.793
9.22	83.792
9.31	83.792
9.39	83.791
9.48	83.790
9.57	83.790
9.65	83.789
9.74	83.789
9.83	83.788
9.92	83.788
10.01	83.787
10.10	83.786
10.19	83.786
10.28	83.785
10.37	83.785
10.46	83.784
10.55	83.784
10.64	83.783
10.74	83.783
10.83	83.782
10.92	83.782
11.02	83.781
11.11	83.781
11.20	83.780
11.30	83.780
11.39	83.779
11.49	83.779
11.59	83.778
11.68	83.778
11.78	83.777
11.88	83.777
11.97	83.776
12.07	83.776
12.17	83.776
12.27	83.775
12.37	83.775
12.47	83.774
12.57	83.774
12.67	83.773
12.77	83.773
12.87	83.773
12.97	83.772
13.07	83.772
13.18	83.771
13.28	83.771
13.38	83.771
13.49	83.770
13.59	83.770
13.69	83.770
13.80	83.769
13.90	83.769
14.01	83.769
14.12	83.768
14.22	83.768
14.33	83.767
14.44	83.767
14.54	83.767
14.65	83.766
14.76	83.766
14.87	83.766
14.98	83.765
15.09	83.765
15.20	83.765
15.31	83.765
15.42	83.764
15.53	83.764
15.64	83.764
15.75	83.763
15.87	83.763
15.98	83.763
16.09	83.762
16.21	83.762
16.32	83.762
16.43	83.762
16.55	83.761
16.66	83.761
16.78	83.761
16.90	83.760
17.01	83.760
17.13	83.760
17.25	83.760
17.36	83.759
17.48	83.759
17.60	83.759
17.72	83.759
17.84	83.758
17.96	83.758
18.08	83.758
18.20	83.758
18.32	83.757
18.44	83.757
18.56	83.757
18.68	83.757
18.81	83.757
18.93	83.756
19.05	83.756
19.18	83.756
19.30	83.756
19.43	83.755
19.55	83.755
19.68	83.755
19.80	83.755
19.93	83.755
20.05	83.754
20.18	83.754
20.31	83.754
20.44	83.754
20.56	83.754
20.69	83.754
20.82	83.753
20.95	83.753
21.08	83.753
21.21	83.753
21.34	83.753
21.47	83.752
21.60	83.752
21.73	83.752
21.87	83.752
22.00	83.752
22.13	83.752
22.27	83.751
22.40	83.751
22.53	83.751
22.67	83.751
22.80	83.751
22.94	83.751
23.07	83.751
23.21	83.750
23.35	83.750
23.48	83.750
23.62	83.750
23.76	83.750
23.90	83.750
24.04	83.750
24.17	83.749
24.31	83.749
24.45	83.749
24.59	83.749
24.73	83.749
24.88	83.749
25.02	83.749
25.16	83.749
25.30	83.748
25.44	83.748
25.59	83.748
25.73	83.748
25.87	83.748
26.02	83.748
26.16	83.748
26.31	83.748
26.45	83.747
26.60	83.747
26.74	83.747
26.89	83.747
27.04	83.747
27.19	83.747
27.33	83.747
27.48	83.747
27.63	83.747
27.78	83.747
27.93	83.747
28.08	83.746
28.23	83.746
28.38	83.746
28.53	83.746
28.68	83.746
28.83	83.746
28.99	83.746
29.14	83.746
29.29	83.746
29.45	83.746
29.60	83.746
29.75	83.746
29.91	83.745
30.06	83.745
30.22	83.745
30.38	83.745
30.53	83.745
30.69	83.745
30.85	83.745
31.00	83.745
31.16	83.745
31.32	83.745
31.48	83.745
31.64	83.745
31.80	83.745
31.96	83.745
32.12	83.745
32.28	83.745
32.44	83.745
32.60	83.744
32.76	83.744
32.93	83.744
33.09	83.744
33.25	83.744
33.41	83.744
33.58	83.744
33.74	83.744
33.91	83.744
34.07	83.744
34.24	83.744
34.40	83.744
34.57	83.744
34.74	83.744
34.91	83.744
35.07	83.744
35.24	83.744
35.41	83.744
35.58	83.744
35.75	83.744
35.92	83.744
36.09	83.744
36.26	83.744
36.43	83.744
36.60	83.744
36.77	83.744
36.94	83.744
37.12	83.744
37.29	83.744
37.46	83.743
37.64	83.743
37.81	83.743
37.99	83.743
38.16	83.743
38.34	83.743
38.51	83.743
38.69	83.743
38.86	83.743
39.04	83.743
39.22	83.743
39.40	83.743
39.57	83.743
39.75	83.743
39.93	83.743
40.11	83.743
40.29	83.743
40.47	83.743
40.65	83.743
40.83	83.743
41.01	83.743
41.20	83.743
41.38	83.743
41.56	83.743
41.74	83.743
41.93	83.743
42.11	83.743
42.30	83.743
42.48	83.743
42.67	83.743
42.85	83.743
43.04	83.743
43.22	83.743
43.41	83.743
43.60	83.743
43.78	83.743
43.97	83.743
44.16	83.743
44.35	83.744
44.54	83.744
44.73	83.744
44.92	83.744
45.11	83.744
45.30	83.744
45.49	83.744
45.68	83.744
45.87	83.744
46.07	83.744
46.26	83.744
46.45	83.744
46.65	83.744
46.84	83.744
47.03	83.744
47.23	83.744
47.42	83.744
47.62	83.744
47.82	83.744
48.01	83.744
48.21	83.744
48.41	83.744
48.60	83.744
48.80	83.744
49.00	83.744
49.20	83.744
49.40	83.744
49.60	83.744
49.80	83.744
50.00	83.744
50.20	83.744
50.40	83.744
50.60	83.744
50.80	83.744
51.01	83.744
51.21	83.745
51.41	83.745
51.62	83.745
51.82	83.745
52.03	83.745
52.23	83.745
52.44	83.745
52.64	83.745
52.85	83.745
53.05	83.745
53.26	83.745
53.47	83.745
53.68	83.745
53.88	83.745
54.09	83.745
54.30	83.745
54.51	83.745
54.72	83.745
54.93	83.745
55.14	83.745
55.35	83.746
55.57	83.746
55.78	83.746
55.99	83.746
56.20	83.746
56.42	83.746
56.63	83.746
56.84	83.746
57.06	83.746
57.27	83.746
57.49	83.746
57.70	83.746
57.92	83.746
58.13	83.746
58.35	83.746
58.57	83.746
58.79	83.746
59.00	83.747
59.22	83.747
59.44	83.747
59.66	83.747
59.88	83.747
60.10	83.747
60.32	83.747
60.54	83.747
60.76	83.747
60.98	83.747
61.20	83.747
61.43	83.747
61.65	83.747
61.87	83.747
62.10	83.747
62.32	83.748
62.55	83.748
62.77	83.748
63.00	83.748
63.22	83.748
63.45	83.748
63.67	83.748
63.90	83.748
64.13	83.748
64.35	83.748
64.58	83.748
64.81	83.748
65.04	83.748
65.27	83.749
65.50	83.749
65.73	83.749
65.96	83.749
66.19	83.749
66.42	83.749
66.65	83.749
66.88	83.749
67.12	83.749
67.35	83.749
67.58	83.749
67.82	83.749
68.05	83.750
68.29	83.750
68.52	83.750
68.76	83.750
68.99	83.750
69.23	83.750
69.46	83.750
69.70	83.750
69.94	83.750
70.18	83.750
70.41	83.750
70.65	83.750
70.89	83.751
71.13	83.751
71.37	83.751
71.61	83.751
71.85	83.751
72.09	83.751
72.33	83.751
72.57	83.751
72.82	83.751
73.06	83.751
73.30	83.751
73.54	83.752
73.79	83.752
74.03	83.752
74.28	83.752
74.52	83.752
74.77	83.752
75.01	83.752
75.26	83.752
75.51	83.752
75.75	83.752
76.00	83.753
76.25	83.753
76.50	83.753
76.74	83.753
76.99	83.753
77.24	83.753
77.49	83.753
77.74	83.753
77.99	83.753
78.24	83.753
78.49	83.754
78.75	83.754
79.00	83.754
79.25	83.754
79.50	83.754
79.76	83.754
80.01	83.754
80.26	83.754
80.52	83.754
80.77	83.755
81.03	83.755
81.28	83.755
81.54	83.755
81.80	83.755
82.05	83.755
82.31	83.755
82.57	83.755
82.83	83.755
83.08	83.755
83.34	83.756
83.60	83.756
83.86	83.756
84.12	83.756
84.38	83.756
84.64	83.756
84.90	83.756
85.17	83.756
85.43	83.756
85.69	83.757
85.95	83.757
86.22	83.757
86.48	83.757
86.74	83.757
87.01	83.757
87.27	83.757
87.54	83.757
87.80	83.758
88.07	83.758
88.33	83.758
88.60	83.758
88.87	83.758
89.14	83.758
89.40	83.758
89.67	83.758
89.94	83.758
90.21	83.759
90.48	83.759
90.75	83.759
91.02	83.759
91.29	83.759
91.56	83.759
91.83	83.759
92.10	83.759
92.38	83.760
92.65	83.760
92.92	83.760
93.20	83.760
93.47	83.760
93.74	83.760
94.02	83.760
94.29	83.760
94.57	83.761
94.84	83.761
95.12	83.761
95.40	83.761
95.67	83.761
95.95	83.761
96.23	83.761
96.51	83.761
96.78	83.762
97.06	83.762
97.34	83.762
97.62	83.762
97.90	83.762
98.18	83.762
98.46	83.762
98.74	83.762
99.03	83.763
99.31	83.763
99.59	83.763
99.87	83.763
100.16	83.763
100.44	83.763
100.72	83.763
101.01	83.763
101.29	83.764
101.58	83.764
101.86	83.764
102.15	83.764
102.43	83.764
102.72	83.764
103.01	83.764
103.30	83.765
103.58	83.765
103.87	83.765
104.16	83.765
104.45	83.765
104.74	83.765
105.03	83.765
105.32	83.765
105.61	83.766
105.90	83.766
106.19	83.766
106.48	83.766
106.77	83.766
107.07	83.766
107.36	83.766
107.65	83.767
107.94	83.767
108.24	83.767
108.53	83.767
108.83	83.767
109.12	83.767
109.42	83.767
109.71	83.768
110.01	83.768
110.31	83.768
110.60	83.768
110.90	83.768
111.20	83.768
111.50	83.768
111.80	83.768
112.09	83.769
112.39	83.769
112.69	83.769
112.99	83.769
113.29	83.769
113.59	83.769
113.90	83.769
114.20	83.770
114.50	83.770
114.80	83.770
115.10	83.770
115.41	83.770
115.71	83.770
116.01	83.770
116.32	83.771
116.62	83.771
116.93	83.771
117.23	83.771
117.54	83.771
117.84	83.771
118.15	83.771
118.46	83.772
118.76	83.772
119.07	83.772
119.38	83.772
119.69	83.772
120.00	83.772
120.31	83.772
120.62	83.772
120.93	83.773
121.24	83.773
121.55	83.773
121.86	83.773
122.17	83.773
122.48	83.773
122.79	83.773
123.10	83.774
123.42	83.774
123.73	83.774
124.04	83.774
124.36	83.774
124.67	83.774
124.99	83.774
125.30	83.775
125.62	83.775
125.93	83.775
126.25	83.775
126.57	83.775
126.88	83.775
127.20	83.775
127.52	83.776
127.84	83.776
128.15	83.776
128.47	83.776
128.79	83.776
129.11	83.776
129.43	83.776
129.75	83.776
130.07	83.777
130.39	83.777
130.71	83.777
131.03	83.777
131.36	83.777
131.68	83.777
132.00	83.777
132.33	83.778
132.65	83.778
132.97	83.778
133.30	83.778
133.62	83.778
133.95	83.778
134.27	83.778
134.60	83.779
134.92	83.779
135.25	83.779
135.58	83.779
135.90	83.779
136.23	83.779
136.56	83.779
136.89	83.780
137.22	83.780
137.54	83.780
137.87	83.780
138.20	83.780
138.53	83.780
138.86	83.780
139.19	83.781
139.53	83.781
139.86	83.781
140.19	83.781
140.52	83.781
140.85	83.781
141.19	83.781
141.52	83.782
141.85	83.782
142.19	83.782
142.52	83.782
142.86	83.782
143.19	83.782
143.53	83.782
143.86	83.783
144.20	83.783
144.53	83.783
144.87	83.783
145.21	83.783
145.55	83.783
145.88	83.784
146.22	83.784
146.56	83.784
146.90	83.784
147.24	83.784
147.58	83.784
147.92	83.785
148.26	83.785
148.60	83.785
148.94	83.785
149.28	83.785
149.62	83.785
149.97	83.785
150.31	83.786
150.65	83.786
150.99	83.786
151.34	83.786
151.68	83.786
152.03	83.786
152.37	83.787
152.72	83.787
153.06	83.787
153.41	83.787
153.75	83.787
154.10	83.788
154.44	83.788
154.79	83.788
155.14	83.788
155.49	83.788
155.83	83.788
156.18	83.789
156.53	83.789
156.88	83.789
157.23	83.789
157.58	83.789
157.93	83.789
158.28	83.790
158.63	83.790
158.98	83.790
159.33	83.790
159.69	83.790
160.04	83.791
160.39	83.791
160.74	83.791
161.10	83.791
161.45	83.791
161.80	83.791
162.16	83.792
162.51	83.792
162.87	83.792
163.22	83.792
163.58	83.792
163.93	83.793
164.29	83.793
164.65	83.793
165.00	83.793
165.36	83.793
165.72	83.794
166.08	83.794
166.43	83.794
166.79	83.794
167.15	83.794
167.51	83.795
167.87	83.795
168.23	83.795
168.59	83.795
168.95	83.795
169.31	83.795
169.67	83.796
170.03	83.796
170.40	83.796
170.76	83.796
171.12	83.796
171.48	83.797
171.85	83.797
172.21	83.797
172.57	83.797
172.94	83.797
173.30	83.798
173.67	83.798
174.03	83.798
174.40	83.798
174.76	83.798
175.13	83.799
175.50	83.799
175.86	83.799
176.23	83.799
176.60	83.799
176.96	83.800
177.33	83.800
177.70	83.800
178.07	83.800
178.44	83.801
178.81	83.801
179.18	83.801
179.55	83.801
179.92	83.801
180.29	83.802
180.66	83.802
181.03	83.802
181.40	83.802
181.78	83.802
182.15	83.803
182.52	83.803
182.89	83.803
183.27	83.803
183.64	83.803
184.01	83.804
184.39	83.804
184.76	83.804
185.14	83.804
185.51	83.804
185.89	83.805
186.27	83.805
186.64	83.805
187.02	83.805
187.40	83.805
187.77	83.806
188.15	83.806
188.53	83.806
188.91	83.806
189.28	83.806
189.66	83.807
190.04	83.807
190.42	83.807
190.80	83.807
191.18	83.808
191.56	83.808
191.94	83.808
192.32	83.808
192.71	83.808
193.09	83.809
193.47	83.809
193.85	83.809
194.23	83.809
194.62	83.809
195.00	83.810
195.38	83.810
195.77	83.810
196.15	83.810
196.54	83.810
196.92	83.811
197.31	83.811
197.69	83.811
198.08	83.811
198.47	83.811
198.85	83.812
199.24	83.812
199.63	83.812
200.01	83.812
200.40	83.812
200.79	83.813
201.18	83.813
201.57	83.813
201.96	83.813
202.34	83.813
202.73	83.814
203.12	83.814
203.51	83.814
203.91	83.814
204.30	83.814
204.69	83.815
205.08	83.815
205.47	83.815
205.86	83.815
206.26	83.815
206.65	83.816
207.04	83.816
207.44	83.816
207.83	83.816
208.22	83.816
208.62	83.816
209.01	83.817
209.41	83.817
209.80	83.817
210.20	83.817
210.59	83.817
210.99	83.818
211.39	83.818
211.78	83.818
212.18	83.818
212.58	83.818
212.98	83.819
213.38	83.819
213.77	83.819
214.17	83.819
214.57	83.819
214.97	83.819
215.37	83.820
215.77	83.820
216.17	83.820
216.57	83.820
216.97	83.820
217.38	83.821
217.78	83.821
218.18	83.821
218.58	83.821
218.98	83.821
219.39	83.822
219.79	83.822
220.19	83.822
220.60	83.822
221.00	83.822
221.41	83.822
221.81	83.823
222.22	83.823
222.62	83.823
223.03	83.823
223.43	83.823
223.84	83.824
224.25	83.824
224.65	83.824
225.06	83.824
225.47	83.824
225.88	83.825
226.29	83.825
226.69	83.825
227.10	83.825
227.51	83.825
227.92	83.826
228.33	83.826
228.74	83.826
229.15	83.826
229.56	83.826
229.97	83.827
230.38	83.827
230.80	83.827
231.21	83.827
231.62	83.827
232.03	83.827
232.45	83.828
232.86	83.828
233.27	83.828
233.69	83.828
234.10	83.828
234.52	83.829
234.93	83.829
235.35	83.829
235.76	83.829
236.18	83.829
236.59	83.830
237.01	83.830
237.43	83.830
237.84	83.830
238.26	83.830
238.68	83.831
239.10	83.831
239.51	83.831
239.93	83.831
240.35	83.831
240.77	83.832
241.19	83.832
241.61	83.832
242.03	83.832
242.45	83.832
242.87	83.832
243.29	83.833
243.71	83.833
244.14	83.833
244.56	83.833
244.98	83.833
245.40	83.834
245.83	83.834
246.25	83.834
246.67	83.834
247.10	83.834
247.52	83.835
247.95	83.835
248.37	83.835
248.79	83.835
249.22	83.835
249.65	83.836
250.07	83.836
250.50	83.836
250.93	83.836
251.35	83.836
251.78	83.837
252.21	83.837
252.63	83.837
253.06	83.837
253.49	83.837
253.92	83.838
254.35	83.838
254.78	83.838
255.21	83.838
255.64	83.838
256.07	83.839
256.50	83.839
256.93	83.839
257.36	83.839
257.79	83.839
258.23	83.840
258.66	83.840
259.09	83.840
259.52	83.840
259.96	83.840
260.39	83.841
260.82	83.841
261.26	83.841
261.69	83.841
262.13	83.841
262.56	83.842
263.00	83.842
263.43	83.842
263.87	83.842
264.30	83.842
264.74	83.843
265.18	83.843
265.62	83.843
266.05	83.843
266.49	83.843
266.93	83.844
267.37	83.844
267.81	83.844
268.24	83.844
268.68	83.844
269.12	83.845
269.56	83.845
270.00	83.845
270.44	83.845
270.88	83.845
271.33	83.846
271.77	83.846
272.21	83.846
272.65	83.846
273.09	83.846
273.54	83.847
273.98	83.847
274.42	83.847
274.87	83.847
275.31	83.847
275.75	83.848
276.20	83.848
276.64	83.848
277.09	83.848
277.53	83.848
277.98	83.849
278.43	83.849
278.87	83.849
279.32	83.849
279.77	83.849
280.21	83.850
280.66	83.850
281.11	83.850
281.56	83.850
282.01	83.850
282.45	83.851
282.90	83.851
283.35	83.851
283.80	83.851
284.25	83.851
284.70	83.852
285.15	83.852
285.60	83.852
286.06	83.852
286.51	83.852
286.96	83.853
287.41	83.853
287.86	83.853
288.32	83.853
288.77	83.853
289.22	83.854
289.68	83.854
290.13	83.854
290.59	83.854
291.04	83.854
291.49	83.855
291.95	83.855
292.41	83.855
292.86	83.855
293.32	83.855
293.77	83.856
294.23	83.856
294.69	83.856
295.15	83.856
295.60	83.856
296.06	83.857
296.52	83.857
296.98	83.857
297.44	83.857
297.90	83.857
298.36	83.858
298.82	83.858
299.28	83.858
299.74	83.858
300.20	83.858
300.66	83.859
301.12	83.859
301.58	83.859
302.04	83.859
302.50	83.859
302.97	83.860
303.43	83.860
303.89	83.860
304.36	83.860
304.82	83.861
305.28	83.861
305.75	83.861
306.21	83.861
306.68	83.861
307.14	83.862
307.61	83.862
308.08	83.862
308.54	83.862
309.01	83.862
309.47	83.863
309.94	83.863
310.41	83.863
310.88	83.863
311.34	83.863
311.81	83.864
312.28	83.864
312.75	83.864
313.22	83.864
313.69	83.864
314.16	83.865
314.63	83.865
315.10	83.865
315.57	83.865
316.04	83.865
316.51	83.866
316.98	83.866
317.46	83.866
317.93	83.866
318.40	83.866
318.87	83.867
319.35	83.867
319.82	83.867
320.29	83.867
320.77	83.868
321.24	83.868
321.72	83.868
322.19	83.868
322.67	83.868
323.14	83.869
323.62	83.869
324.09	83.869
324.57	83.869
325.05	83.869
325.52	83.870
326.00	83.870
326.48	83.870
326.96	83.870
327.44	83.870
327.91	83.871
328.39	83.871
328.87	83.871
329.35	83.871
329.83	83.871
330.31	83.872
330.79	83.872
331.27	83.872
331.75	83.872
332.23	83.872
332.72	83.873
333.20	83.873
333.68	83.873
334.16	83.873
334.64	83.874
335.13	83.874
335.61	83.874
336.09	83.874
336.58	83.874
337.06	83.875
337.55	83.875
338.03	83.875
338.52	83.875
339.00	83.875
339.49	83.876
339.97	83.876
340.46	83.876
340.95	83.876
341.43	83.876
341.92	83.877
342.41	83.877
342.90	83.877
343.38	83.877
343.87	83.877
344.36	83.878
344.85	83.878
345.34	83.878
345.83	83.878
346.32	83.879
346.81	83.879
347.30	83.879
347.79	83.879
348.28	83.879
348.77	83.880
349.26	83.880
349.76	83.880
350.25	83.880
350.74	83.880
351.23	83.881
351.73	83.881
352.22	83.881
352.71	83.881
353.21	83.881
353.70	83.882
354.20	83.882
354.69	83.882
355.19	83.882
355.68	83.883
356.18	83.883
356.67	83.883
357.17	83.883
357.67	83.883
358.16	83.884
358.66	83.884
359.16	83.884
359.66	83.884
360.16	83.884
360.65	83.885
361.15	83.885
361.65	83.885
362.15	83.885
362.65	83.885
363.15	83.886
363.65	83.886
364.15	83.886
364.65	83.886
365.15	83.887
365.65	83.887
366.16	83.887
366.66	83.887
367.16	83.887
367.66	83.888
368.17	83.888
368.67	83.888
369.17	83.888
369.68	83.888
370.18	83.889
370.68	83.889
371.19	83.889
371.69	83.889
372.20	83.889
372.71	83.890
373.21	83.890
373.72	83.890
374.22	83.890
374.73	83.891
375.24	83.891
375.74	83.891
376.25	83.891
376.76	83.891
377.27	83.892
377.78	83.892
378.29	83.892
378.79	83.892
379.30	83.892
379.81	83.893
380.32	83.893
380.83	83.893
381.34	83.893
381.86	83.894
382.37	83.894
382.88	83.894
383.39	83.894
383.90	83.894
384.41	83.895
384.93	83.895
385.44	83.895
385.95	83.895
386.47	83.895
386.98	83.896
387.49	83.896
388.01	83.896
388.52	83.896
389.04	83.896
389.55	83.897
390.07	83.897
390.58	83.897
391.10	83.897
391.62	83.898
392.13	83.898
392.65	83.898
393.17	83.898
393.69	83.898
394.20	83.899
394.72	83.899
395.24	83.899
395.76	83.899
396.28	83.899
396.80	83.900
397.32	83.900
397.84	83.900
398.36	83.900
398.88	83.901
399.40	83.901
399.92	83.901
400.44	83.901
400.96	83.901
401.49	83.902
402.01	83.902
402.53	83.902
403.05	83.902
403.58	83.902
404.10	83.903
404.62	83.903
405.15	83.903
405.67	83.903
406.20	83.904
406.72	83.904
407.25	83.904
407.77	83.904
408.30	83.904
408.83	83.905
409.35	83.905
409.88	83.905
410.41	83.905
410.93	83.905
411.46	83.906
411.99	83.906
412.52	83.906
413.05	83.906
413.57	83.906
414.10	83.907
414.63	83.907
415.16	83.907
415.69	83.907
416.22	83.908
416.75	83.908
417.28	83.908
417.81	83.908
418.35	83.908
418.88	83.909
419.41	83.909
419.94	83.909
420.48	83.909
421.01	83.909
421.54	83.910
422.07	83.910
422.61	83.910
423.14	83.910
423.68	83.911
424.21	83.911
424.75	83.911
425.28	83.911
425.82	83.911
426.35	83.912
426.89	83.912
427.43	83.912
427.96	83.912
428.50	83.912
429.04	83.913
429.57	83.913
430.11	83.913
430.65	83.913
431.19	83.914
431.73	83.914
432.27	83.914
432.81	83.914
433.35	83.914
433.89	83.915
434.43	83.915
434.97	83.915
435.51	83.915
436.05	83.915
436.59	83.916
437.13	83.916
437.67	83.916
438.22	83.916
438.76	83.917
439.30	83.917
439.84	83.917
440.39	83.917
440.93	83.917
441.48	83.918
442.02	83.918
442.57	83.918
443.11	83.918
443.66	83.918
444.20	83.919
444.75	83.919
445.29	83.919
445.84	83.919
446.39	83.920
446.93	83.920
447.48	83.920
448.03	83.920
448.58	83.920
449.12	83.921
449.67	83.921
450.22	83.921
450.77	83.921
451.32	83.922
451.87	83.922
452.42	83.922
452.97	83.922
453.52	83.922
454.07	83.923
454.62	83.923
455.17	83.923
455.73	83.923
456.28	83.923
456.83	83.924
457.38	83.924
457.93	83.924
458.49	83.924
459.04	83.925
459.60	83.925
460.15	83.925
460.70	83.925
461.26	83.925
461.81	83.926
462.37	83.926
462.92	83.926
463.48	83.926
464.04	83.926
464.59	83.927
465.15	83.927
465.71	83.927
466.26	83.927
466.82	83.928
467.38	83.928
467.94	83.928
468.50	83.928
469.05	83.928
469.61	83.929
470.17	83.929
470.73	83.929
471.29	83.929
471.85	83.929
472.41	83.930
472.97	83.930
473.54	83.930
474.10	83.930
474.66	83.931
475.22	83.931
475.78	83.931
476.35	83.931
476.91	83.931
477.47	83.932
478.03	83.932
478.60	83.932
479.16	83.932
479.73	83.932
480.29	83.933
480.86	83.933
481.42	83.933
481.99	83.933
482.55	83.934
483.12	83.934
483.69	83.934
484.25	83.934
484.82	83.934
485.39	83.935
485.95	83.935
486.52	83.935
487.09	83.935
487.66	83.936
488.23	83.936
488.80	83.936
489.37	83.936
489.94	83.936
490.51	83.937
491.08	83.937
491.65	83.937
492.22	83.937
492.79	83.937
493.36	83.938
493.93	83.938
494.50	83.938
495.08	83.938
495.65	83.939
496.22	83.939
496.79	83.939
497.37	83.939
497.94	83.939
498.52	83.940
499.09	83.940
499.66	83.940
500.24	83.940
500.82	83.940
501.39	83.941
501.97	83.941
502.54	83.941
503.12	83.941
503.70	83.942
504.27	83.942
504.85	83.942
505.43	83.942
506.01	83.942
506.58	83.943
507.16	83.943
507.74	83.943
508.32	83.943
508.90	83.944
509.48	83.944
510.06	83.944
510.64	83.944
511.22	83.944
511.80	83.945
512.38	83.945
512.96	83.945
513.55	83.945
514.13	83.945
514.71	83.946
515.29	83.946
515.88	83.946
516.46	83.946
517.04	83.947
517.63	83.947
518.21	83.947
518.80	83.947
519.38	83.947
519.96	83.948
520.55	83.948
521.14	83.948
521.72	83.948
522.31	83.948
522.89	83.949
523.48	83.949
524.07	83.949
524.66	83.949
525.24	83.950
525.83	83.950
526.42	83.950
527.01	83.950
527.60	83.950
528.19	83.951
528.78	83.951
529.37	83.951
529.96	83.951
530.55	83.952
531.14	83.952
531.73	83.952
532.32	83.952
532.91	83.952
533.50	83.953
534.09	83.953
534.69	83.953
535.28	83.953
535.87	83.953
536.47	83.954
537.06	83.954
537.65	83.954
538.25	83.954
538.84	83.955
539.44	83.955
540.03	83.955
540.63	83.955
541.22	83.955
541.82	83.956
542.42	83.956
543.01	83.956
543.61	83.956
544.21	83.956
544.80	83.957
545.40	83.957
546.00	83.957
546.60	83.957
547.20	83.958
547.80	83.958
548.40	83.958
549.00	83.958
549.59	83.958
550.20	83.959
550.80	83.959
551.40	83.959
552.00	83.959
552.60	83.960
553.20	83.960
553.80	83.960
554.40	83.960
555.01	83.960
555.61	83.961
556.21	83.961
556.82	83.961
557.42	83.961
558.02	83.961
558.63	83.962
559.23	83.962
559.84	83.962
560.44	83.962
561.05	83.963
561.66	83.963
562.26	83.963
562.87	83.963
563.48	83.963
564.08	83.964
564.69	83.964
565.30	83.964
565.91	83.964
566.51	83.964
567.12	83.965
567.73	83.965
568.34	83.965
568.95	83.965
569.56	83.966
570.17	83.966
570.78	83.966
571.39	83.966
572.00	83.966
572.61	83.967
573.22	83.967
573.84	83.967
574.45	83.967
575.06	83.968
575.67	83.968
576.29	83.968
576.90	83.968
577.51	83.968
578.13	83.969
578.74	83.969
579.36	83.969
579.97	83.969
580.59	83.969
581.20	83.970
581.82	83.970
582.43	83.970
583.05	83.970
