t(c)	x(m)	y(m)	V(m/s)	theta_c(grad)	theta(grad)	alpha(grad)	omega_z(1/s)	M	Cxa	Cya_alpha	m(kg)	P(H)	g(m/s2)
0.340	0.52	5.33	21.889	84.227	85.000	0.773	0.0000	0.0643	0.3000	0.2500	1248.20	56000.0	9.8066
0.350	0.54	5.55	22.240	84.217	85.000	0.783	0.0000	0.0654	0.3000	0.2500	1248.00	56000.0	9.8066
0.360	0.56	5.77	22.591	84.207	85.000	0.793	0.0000	0.0664	0.3000	0.2500	1247.80	56000.0	9.8066
0.370	0.58	6.00	22.942	84.198	85.000	0.802	0.0000	0.0674	0.3000	0.2500	1247.60	56000.0	9.8066
0.380	0.61	6.23	23.293	84.189	85.000	0.811	0.0000	0.0685	0.3000	0.2500	1247.40	56000.0	9.8066
0.390	0.63	6.46	23.644	84.180	85.000	0.820	0.0000	0.0695	0.3000	0.2500	1247.20	56000.0	9.8066
0.400	0.65	6.69	23.995	84.172	85.000	0.828	0.0000	0.0705	0.3000	0.2500	1247.00	56000.0	9.8066
0.410	0.68	6.93	24.346	84.163	85.000	0.837	0.0000	0.0716	0.3000	0.2500	1246.80	56000.0	9.8066
0.420	0.70	7.17	24.698	84.155	85.000	0.845	0.0000	0.0726	0.3000	0.2500	1246.60	56000.0	9.8066
0.430	0.73	7.42	25.049	84.148	85.000	0.852	0.0000	0.0736	0.3000	0.2500	1246.40	56000.0	9.8066
0.440	0.75	7.67	25.400	84.140	85.000	0.860	0.0000	0.0746	0.3000	0.2500	1246.20	56000.0	9.8066
0.450	0.78	7.92	25.752	84.133	85.000	0.867	0.0000	0.0757	0.3000	0.2500	1246.00	56000.0	9.8066
0.460	0.81	8.18	26.104	84.126	85.000	0.874	0.0000	0.0767	0.3000	0.2500	1245.80	56000.0	9.8066
0.470	0.83	8.44	26.455	84.119	85.000	0.881	0.0000	0.0777	0.3000	0.2500	1245.60	56000.0	9.8066
0.480	0.86	8.70	26.807	84.112	85.000	0.888	0.0000	0.0788	0.3000	0.2500	1245.40	56000.0	9.8066
0.490	0.89	8.97	27.159	84.105	85.000	0.895	0.0000	0.0798	0.3000	0.2500	1245.20	56000.0	9.8066
0.500	0.92	9.24	27.511	84.099	85.000	0.901	0.0000	0.0809	0.3000	0.2500	1245.00	56000.0	9.8066
0.510	0.94	9.51	27.863	84.093	85.000	0.907	0.0000	0.0819	0.3000	0.2500	1244.80	56000.0	9.8066
0.520	0.97	9.79	28.215	84.086	85.000	0.914	0.0000	0.0829	0.3000	0.2500	1244.60	56000.0	9.8066
0.530	1.00	10.07	28.567	84.080	85.000	0.920	0.0000	0.0840	0.3000	0.2500	1244.40	56000.0	9.8066
0.540	1.03	10.35	28.919	84.075	85.000	0.925	0.0000	0.0850	0.3000	0.2500	1244.20	56000.0	9.8066
0.550	1.06	10.64	29.271	84.069	85.000	0.931	0.0000	0.0860	0.3000	0.2500	1244.00	56000.0	9.8066
0.560	1.09	10.93	29.623	84.064	85.000	0.936	0.0000	0.0871	0.3000	0.2500	1243.80	56000.0	9.8066
0.570	1.12	11.23	29.976	84.058	85.000	0.942	0.0000	0.0881	0.3000	0.2500	1243.60	56000.0	9.8066
0.580	1.15	11.52	30.328	84.053	85.000	0.947	0.0000	0.0891	0.3000	0.2500	1243.40	56000.0	9.8066
0.590	1.18	11.83	30.681	84.048	85.000	0.952	0.0000	0.0902	0.3000	0.2500	1243.20	56000.0	9.8066
0.600	1.22	12.13	31.033	84.043	85.000	0.957	0.0000	0.0912	0.3000	0.2500	1243.00	56000.0	9.8066
0.610	1.25	12.44	31.386	84.038	85.000	0.962	0.0000	0.0922	0.3000	0.2500	1242.80	56000.0	9.8066
0.620	1.28	12.75	31.738	84.033	85.000	0.967	0.0000	0.0933	0.3000	0.2500	1242.60	56000.0	9.8066
0.630	1.31	13.07	32.091	84.028	85.000	0.972	0.0000	0.0943	0.3000	0.2500	1242.40	56000.0	9.8066
0.640	1.35	13.39	32.444	84.024	85.000	0.976	0.0000	0.0954	0.3000	0.2500	1242.20	56000.0	9.8066
0.650	1.38	13.71	32.797	84.019	85.000	0.981	0.0000	0.0964	0.3000	0.2500	1242.00	56000.0	9.8066
0.660	1.41	14.04	33.150	84.015	85.000	0.985	0.0000	0.0974	0.3000	0.2500	1241.80	56000.0	9.8066
0.670	1.45	14.37	33.503	84.011	85.000	0.989	0.0000	0.0985	0.3000	0.2500	1241.60	56000.0	9.8066
0.680	1.48	14.70	33.856	84.007	85.000	0.993	0.0000	0.0995	0.3000	0.2500	1241.40	56000.0	9.8066
0.690	1.52	15.04	34.209	84.003	85.000	0.997	0.0000	0.1005	0.3000	0.2500	1241.20	56000.0	9.8066
0.700	1.56	15.38	34.562	83.999	85.000	1.001	0.0000	0.1016	0.3000	0.2500	1241.00	56000.0	9.8066
0.710	1.59	15.72	34.915	83.995	85.000	1.005	0.0000	0.1026	0.3000	0.2500	1240.80	56000.0	9.8066
0.720	1.63	16.07	35.268	83.991	85.000	1.009	0.0000	0.1037	0.3000	0.2500	1240.60	56000.0	9.8066
0.730	1.66	16.42	35.622	83.987	85.000	1.013	0.0000	0.1047	0.3000	0.2500	1240.40	56000.0	9.8066
0.740	1.70	16.77	35.975	83.983	85.000	1.017	0.0000	0.1057	0.3000	0.2500	1240.20	56000.0	9.8066
0.750	1.74	17.13	36.329	83.980	85.000	1.020	0.0000	0.1068	0.3000	0.2500	1240.00	56000.0	9.8066
0.760	1.78	17.49	36.682	83.976	85.000	1.024	0.0000	0.1078	0.3000	0.2500	1239.80	56000.0	9.8066
0.770	1.82	17.86	37.036	83.973	85.000	1.027	0.0000	0.1089	0.3000	0.2500	1239.60	56000.0	9.8066
0.780	1.86	18.22	37.390	83.969	85.000	1.031	0.0000	0.1099	0.3000	0.2500	1239.40	56000.0	9.8066
0.790	1.89	18.60	37.743	83.966	85.000	1.034	0.0000	0.1109	0.3000	0.2500	1239.20	56000.0	9.8066
0.800	1.93	18.97	38.097	83.963	85.000	1.037	0.0000	0.1120	0.3000	0.2500	1239.00	56000.0	9.8066
0.810	1.97	19.35	38.451	83.960	85.000	1.040	0.0000	0.1130	0.3000	0.2500	1238.80	56000.0	9.8066
0.820	2.01	19.73	38.805	83.956	85.000	1.044	0.0000	0.1141	0.3000	0.2500	1238.60	56000.0	9.8066
0.830	2.06	20.12	39.159	83.953	85.000	1.047	0.0000	0.1151	0.3000	0.2500	1238.40	56000.0	9.8066
0.840	2.10	20.51	39.513	83.950	85.000	1.050	0.0000	0.1161	0.3000	0.2500	1238.20	56000.0	9.8066
0.850	2.14	20.90	39.867	83.947	85.000	1.053	0.0000	0.1172	0.3000	0.2500	1238.00	56000.0	9.8066
0.860	2.18	21.30	40.222	83.945	85.000	1.055	0.0000	0.1182	0.3000	0.2500	1237.80	56000.0	9.8066
0.870	2.22	21.70	40.576	83.942	85.000	1.058	0.0000	0.1193	0.3000	0.2500	1237.60	56000.0	9.8066
0.880	2.27	22.10	40.930	83.939	85.000	1.061	0.0000	0.1203	0.3000	0.2500	1237.40	56000.0	9.8066
0.890	2.31	22.51	41.284	83.936	85.000	1.064	0.0000	0.1214	0.3000	0.2500	1237.20	56000.0	9.8066
0.900	2.35	22.92	41.639	83.933	85.000	1.067	0.0000	0.1224	0.3000	0.2500	1237.00	56000.0	9.8066
0.910	2.40	23.33	41.993	83.931	85.000	1.069	0.0000	0.1234	0.3000	0.2500	1236.80	56000.0	9.8066
0.920	2.44	23.75	42.348	83.928	85.000	1.072	0.0000	0.1245	0.3000	0.2500	1236.60	56000.0	9.8066
0.930	2.49	24.17	42.703	83.926	85.000	1.074	0.0000	0.1255	0.3000	0.2500	1236.40	56000.0	9.8066
0.940	2.53	24.60	43.057	83.923	85.000	1.077	0.0000	0.1266	0.3000	0.2500	1236.20	56000.0	9.8066
0.950	2.58	25.02	43.412	83.921	85.000	1.079	0.0000	0.1276	0.3000	0.2500	1236.00	56000.0	9.8066
0.960	2.62	25.46	43.767	83.918	85.000	1.082	0.0000	0.1287	0.3000	0.2500	1235.80	56000.0	9.8066
0.970	2.67	25.89	44.122	83.916	85.000	1.084	0.0000	0.1297	0.3000	0.2500	1235.60	56000.0	9.8066
0.980	2.72	26.33	44.477	83.913	85.000	1.087	0.0000	0.1307	0.3000	0.2500	1235.40	56000.0	9.8066
0.990	2.76	26.77	44.832	83.911	85.000	1.089	0.0000	0.1318	0.3000	0.2500	1235.20	56000.0	9.8066
1.000	2.81	27.22	45.187	83.909	85.000	1.091	0.0000	0.1328	0.3000	0.2500	1235.00	56000.0	9.8066
1.010	2.86	27.67	45.542	83.907	85.000	1.093	0.0000	0.1339	0.3000	0.2500	1234.80	56000.0	9.8066
1.020	2.91	28.12	45.897	83.904	85.000	1.096	0.0000	0.1349	0.3000	0.2500	1234.60	56000.0	9.8066
1.030	2.96	28.58	46.253	83.902	85.000	1.098	0.0000	0.1360	0.3000	0.2500	1234.40	56000.0	9.8066
1.040	3.00	29.04	46.608	83.900	85.000	1.100	0.0000	0.1370	0.3000	0.2500	1234.20	56000.0	9.8066
1.050	3.05	29.50	46.963	83.898	85.000	1.102	0.0000	0.1381	0.3000	0.2500	1234.00	56000.0	9.8066
1.060	3.10	29.97	47.319	83.896	85.000	1.104	0.0000	0.1391	0.3000	0.2500	1233.80	56000.0	9.8066
1.070	3.15	30.44	47.674	83.894	85.000	1.106	0.0000	0.1401	0.3000	0.2500	1233.60	56000.0	9.8066
1.080	3.21	30.91	48.030	83.892	85.000	1.108	0.0000	0.1412	0.3000	0.2500	1233.40	56000.0	9.8066
1.090	3.26	31.39	48.386	83.890	85.000	1.110	0.0000	0.1422	0.3000	0.2500	1233.20	56000.0	9.8066
1.100	3.31	31.87	48.741	83.888	85.000	1.112	0.0000	0.1433	0.3000	0.2500	1233.00	56000.0	9.8066
1.110	3.36	32.35	49.097	83.886	85.000	1.114	0.0000	0.1443	0.3000	0.2500	1232.80	56000.0	9.8066
1.120	3.41	32.84	49.453	83.884	85.000	1.116	0.0000	0.1454	0.3000	0.2500	1232.60	56000.0	9.8065
1.130	3.46	33.33	49.809	83.883	85.000	1.117	0.0000	0.1464	0.3000	0.2500	1232.40	56000.0	9.8065
1.140	3.52	33.83	50.165	83.881	85.000	1.119	0.0000	0.1475	0.3000	0.2500	1232.20	56000.0	9.8065
1.150	3.57	34.33	50.521	83.879	85.000	1.121	0.0000	0.1485	0.3000	0.2500	1232.00	56000.0	9.8065
1.160	3.63	34.83	50.877	83.877	85.000	1.123	0.0000	0.1496	0.3000	0.2500	1231.80	56000.0	9.8065
1.170	3.68	35.34	51.233	83.875	85.000	1.125	0.0000	0.1506	0.3000	0.2500	1231.60	56000.0	9.8065
1.180	3.73	35.85	51.589	83.874	85.000	1.126	0.0000	0.1517	0.3000	0.2500	1231.40	56000.0	9.8065
1.190	3.79	36.36	51.945	83.872	85.000	1.128	0.0000	0.1527	0.3000	0.2500	1231.20	56000.0	9.8065
1.200	3.84	36.88	52.302	83.870	85.000	1.130	0.0000	0.1538	0.3000	0.2500	1231.00	56000.0	9.8065
1.210	3.90	37.40	52.658	83.869	85.000	1.131	0.0000	0.1548	0.3000	0.2500	1230.80	56000.0	9.8065
1.220	3.96	37.92	53.015	83.867	85.000	1.133	0.0000	0.1559	0.3000	0.2500	1230.60	56000.0	9.8065
1.230	4.01	38.45	53.371	83.866	85.000	1.134	0.0000	0.1569	0.3000	0.2500	1230.40	56000.0	9.8065
1.240	4.07	38.98	53.728	83.864	85.000	1.136	0.0000	0.1580	0.3000	0.2500	1230.20	56000.0	9.8065
1.250	4.13	39.51	54.084	83.862	85.000	1.138	0.0000	0.1590	0.3000	0.2500	1230.00	56000.0	9.8065
1.260	4.19	40.05	54.441	83.861	85.000	1.139	0.0000	0.1601	0.3000	0.2500	1229.80	56000.0	9.8065
1.270	4.24	40.59	54.798	83.859	85.000	1.141	0.0000	0.1611	0.3000	0.2500	1229.60	56000.0	9.8065
1.280	4.30	41.13	55.154	83.858	85.000	1.142	0.0000	0.1622	0.3000	0.2500	1229.40	56000.0	9.8065
1.290	4.36	41.68	55.511	83.857	85.000	1.143	0.0000	0.1632	0.3000	0.2500	1229.20	56000.0	9.8065
1.300	4.42	42.23	55.868	83.855	85.000	1.145	0.0000	0.1643	0.3000	0.2500	1229.00	56000.0	9.8065
1.310	4.48	42.79	56.225	83.854	85.000	1.146	0.0000	0.1653	0.3000	0.2500	1228.80	56000.0	9.8065
1.320	4.54	43.35	56.582	83.852	85.000	1.148	0.0000	0.1664	0.3000	0.2500	1228.60	56000.0	9.8065
1.330	4.60	43.91	56.939	83.851	85.000	1.149	0.0000	0.1674	0.3000	0.2500	1228.40	56000.0	9.8065
1.340	4.66	44.48	57.297	83.850	85.000	1.150	0.0000	0.1685	0.3000	0.2500	1228.20	56000.0	9.8065
1.350	4.72	45.05	57.654	83.848	85.000	1.152	0.0000	0.1695	0.3000	0.2500	1228.00	56000.0	9.8065
1.360	4.79	45.62	58.011	83.847	85.000	1.153	0.0000	0.1706	0.3000	0.2500	1227.80	56000.0	9.8065
1.370	4.85	46.20	58.368	83.846	85.000	1.154	0.0000	0.1716	0.3000	0.2500	1227.60	56000.0	9.8065
1.380	4.91	46.78	58.726	83.844	85.000	1.156	0.0000	0.1727	0.3000	0.2500	1227.40	56000.0	9.8065
1.390	4.97	47.36	59.083	83.843	85.000	1.157	0.0000	0.1737	0.3000	0.2500	1227.20	56000.0	9.8065
1.400	5.04	47.95	59.441	83.842	85.000	1.158	0.0000	0.1748	0.3000	0.2500	1227.00	56000.0	9.8065
1.410	5.10	48.54	59.798	83.841	85.000	1.159	0.0000	0.1758	0.3000	0.2500	1226.80	56000.0	9.8065
1.420	5.16	49.13	60.156	83.839	85.000	1.161	0.0000	0.1769	0.3000	0.2500	1226.60	56000.0	9.8065
1.430	5.23	49.73	60.514	83.838	85.000	1.162	0.0000	0.1779	0.3000	0.2500	1226.40	56000.0	9.8065
1.440	5.29	50.33	60.872	83.837	85.000	1.163	0.0000	0.1790	0.3000	0.2500	1226.20	56000.0	9.8065
1.450	5.36	50.94	61.229	83.836	85.000	1.164	0.0000	0.1800	0.3000	0.2500	1226.00	56000.0	9.8065
1.460	5.43	51.55	61.587	83.835	85.000	1.165	0.0000	0.1811	0.3000	0.2500	1225.80	56000.0	9.8065
1.470	5.49	52.16	61.945	83.834	85.000	1.166	0.0000	0.1821	0.3000	0.2500	1225.60	56000.0	9.8065
1.480	5.56	52.78	62.303	83.832	85.000	1.168	0.0000	0.1832	0.3000	0.2500	1225.40	56000.0	9.8065
1.490	5.62	53.40	62.661	83.831	85.000	1.169	0.0000	0.1842	0.3000	0.2500	1225.20	56000.0	9.8065
1.500	5.69	54.02	63.019	83.830	85.000	1.170	0.0000	0.1853	0.3000	0.2500	1225.00	56000.0	9.8065
1.510	5.76	54.65	63.378	83.829	85.000	1.171	0.0000	0.1864	0.3000	0.2500	1224.80	56000.0	9.8065
1.520	5.83	55.28	63.736	83.828	85.000	1.172	0.0000	0.1874	0.3000	0.2500	1224.60	56000.0	9.8065
1.530	5.90	55.91	64.094	83.827	85.000	1.173	0.0000	0.1885	0.3000	0.2500	1224.40	56000.0	9.8065
1.540	5.97	56.55	64.452	83.826	85.000	1.174	0.0000	0.1895	0.3000	0.2500	1224.20	56000.0	9.8065
1.550	6.03	57.19	64.811	83.825	85.000	1.175	0.0000	0.1906	0.3000	0.2500	1224.00	56000.0	9.8065
1.560	6.10	57.83	65.169	83.824	85.000	1.176	0.0000	0.1916	0.3000	0.2500	1223.80	56000.0	9.8065
1.570	6.17	58.48	65.528	83.823	85.000	1.177	0.0000	0.1927	0.3000	0.2500	1223.60	56000.0	9.8065
1.580	6.25	59.13	65.887	83.822	85.000	1.178	0.0000	0.1937	0.3000	0.2500	1223.40	56000.0	9.8065
1.590	6.32	59.79	66.245	83.821	85.000	1.179	0.0000	0.1948	0.3000	0.2500	1223.20	56000.0	9.8065
1.600	6.39	60.44	66.604	83.820	85.000	1.180	0.0000	0.1959	0.3000	0.2500	1223.00	56000.0	9.8065
1.610	6.46	61.11	66.963	83.819	85.000	1.181	0.0000	0.1969	0.3000	0.2500	1222.80	56000.0	9.8065
1.620	6.53	61.77	67.321	83.818	85.000	1.182	0.0000	0.1980	0.3000	0.2500	1222.60	56000.0	9.8065
1.630	6.60	62.44	67.680	83.817	85.000	1.183	0.0000	0.1990	0.3000	0.2500	1222.40	56000.0	9.8065
1.640	6.68	63.11	68.039	83.816	85.000	1.184	0.0000	0.2001	0.3000	0.2500	1222.20	56000.0	9.8065
1.650	6.75	63.79	68.398	83.815	85.000	1.185	0.0000	0.2011	0.3000	0.2500	1222.00	56000.0	9.8065
1.660	6.82	64.47	68.757	83.815	85.000	1.185	0.0000	0.2022	0.3000	0.2500	1221.80	56000.0	9.8065
1.670	6.90	65.15	69.116	83.814	85.000	1.186	0.0000	0.2033	0.3000	0.2500	1221.60	56000.0	9.8064
1.680	6.97	65.84	69.476	83.813	85.000	1.187	0.0000	0.2043	0.3000	0.2500	1221.40	56000.0	9.8064
1.690	7.05	66.53	69.835	83.812	85.000	1.188	0.0000	0.2054	0.3000	0.2500	1221.20	56000.0	9.8064
1.700	7.12	67.23	70.194	83.811	85.000	1.189	0.0000	0.2064	0.3000	0.2500	1221.00	56000.0	9.8064
1.710	7.20	67.92	70.554	83.810	85.000	1.190	0.0000	0.2075	0.3000	0.2500	1220.80	56000.0	9.8064
1.720	7.27	68.63	70.913	83.809	85.000	1.191	0.0000	0.2085	0.3000	0.2500	1220.60	56000.0	9.8064
1.730	7.35	69.33	71.272	83.809	85.000	1.191	0.0000	0.2096	0.3000	0.2500	1220.40	56000.0	9.8064
1.740	7.43	70.04	71.632	83.808	85.000	1.192	0.0000	0.2107	0.3000	0.2500	1220.20	56000.0	9.8064
1.750	7.50	70.75	71.991	83.807	85.000	1.193	0.0000	0.2117	0.3000	0.2500	1220.00	56000.0	9.8064
1.760	7.58	71.47	72.351	83.806	85.000	1.194	0.0000	0.2128	0.3000	0.2500	1219.80	56000.0	9.8064
1.770	7.66	72.19	72.711	83.805	85.000	1.195	0.0000	0.2138	0.3000	0.2500	1219.60	56000.0	9.8064
1.780	7.74	72.91	73.071	83.805	85.000	1.195	0.0000	0.2149	0.3000	0.2500	1219.40	56000.0	9.8064
1.790	7.82	73.64	73.430	83.804	85.000	1.196	0.0000	0.2160	0.3000	0.2500	1219.20	56000.0	9.8064
1.800	7.90	74.37	73.790	83.803	85.000	1.197	0.0000	0.2170	0.3000	0.2500	1219.00	56000.0	9.8064
1.810	7.98	75.10	74.150	83.802	85.000	1.198	0.0000	0.2181	0.3000	0.2500	1218.80	56000.0	9.8064
1.820	8.06	75.84	74.510	83.802	85.000	1.198	0.0000	0.2191	0.3000	0.2500	1218.60	56000.0	9.8064
1.830	8.14	76.58	74.870	83.801	85.000	1.199	0.0000	0.2202	0.3000	0.2500	1218.40	56000.0	9.8064
1.840	8.22	77.32	75.230	83.800	85.000	1.200	0.0000	0.2213	0.3000	0.2500	1218.20	56000.0	9.8064
1.850	8.30	78.07	75.590	83.800	85.000	1.200	0.0000	0.2223	0.3000	0.2500	1218.00	56000.0	9.8064
1.860	8.38	78.82	75.951	83.799	85.000	1.201	0.0000	0.2234	0.3000	0.2500	1217.80	56000.0	9.8064
1.870	8.46	79.58	76.311	83.798	85.000	1.202	0.0000	0.2245	0.3000	0.2500	1217.60	56000.0	9.8064
1.880	8.55	80.34	76.671	83.797	85.000	1.203	0.0000	0.2255	0.3000	0.2500	1217.40	56000.0	9.8064
1.890	8.63	81.10	77.032	83.797	85.000	1.203	0.0000	0.2266	0.3000	0.2500	1217.20	56000.0	9.8064
1.900	8.71	81.86	77.392	83.796	85.000	1.204	0.0000	0.2276	0.3000	0.2500	1217.00	56000.0	9.8064
1.910	8.79	82.63	77.752	83.795	85.000	1.205	0.0000	0.2287	0.3000	0.2500	1216.80	56000.0	9.8064
1.920	8.88	83.41	78.113	83.795	85.000	1.205	0.0000	0.2298	0.3000	0.2500	1216.60	56000.0	9.8064
1.930	8.96	84.18	78.474	83.794	85.000	1.206	0.0000	0.2308	0.3000	0.2500	1216.40	56000.0	9.8064
1.940	9.05	84.96	78.834	83.794	85.000	1.206	0.0000	0.2319	0.3000	0.2500	1216.20	56000.0	9.8064
1.950	9.13	85.75	79.195	83.793	85.000	1.207	0.0000	0.2330	0.3000	0.2500	1216.00	56000.0	9.8064
1.960	9.22	86.53	79.556	83.792	85.000	1.208	0.0000	0.2340	0.3000	0.2500	1215.80	56000.0	9.8064
1.970	9.31	87.32	79.917	83.792	85.000	1.208	0.0000	0.2351	0.3000	0.2500	1215.60	56000.0	9.8064
1.980	9.39	88.12	80.277	83.791	85.000	1.209	0.0000	0.2361	0.3000	0.2500	1215.40	56000.0	9.8064
1.990	9.48	88.92	80.638	83.790	85.000	1.210	0.0000	0.2372	0.3000	0.2500	1215.20	56000.0	9.8064
2.000	9.57	89.72	80.999	83.790	85.000	1.210	0.0000	0.2383	0.3000	0.2500	1215.00	56000.0	9.8064
2.010	9.65	90.52	81.360	83.789	85.000	1.211	0.0000	0.2393	0.3000	0.2500	1214.80	56000.0	9.8064
2.020	9.74	91.33	81.721	83.789	85.000	1.211	0.0000	0.2404	0.3000	0.2500	1214.60	56000.0	9.8064
2.030	9.83	92.14	82.083	83.788	85.000	1.212	0.0000	0.2415	0.3000	0.2500	1214.40	56000.0	9.8064
2.040	9.92	92.96	82.444	83.788	85.000	1.212	0.0000	0.2425	0.3000	0.2500	1214.20	56000.0	9.8064
2.050	10.01	93.78	82.805	83.787	85.000	1.213	0.0000	0.2436	0.3000	0.2500	1214.00	56000.0	9.8064
2.060	10.10	94.60	83.166	83.786	85.000	1.214	0.0000	0.2447	0.3000	0.2500	1213.80	56000.0	9.8064
2.070	10.19	95.43	83.528	83.786	85.000	1.214	0.0000	0.2457	0.3000	0.2500	1213.60	56000.0	9.8064
2.080	10.28	96.26	83.889	83.785	85.000	1.215	0.0000	0.2468	0.3000	0.2500	1213.40	56000.0	9.8064
2.090	10.37	97.09	84.251	83.785	85.000	1.215	0.0000	0.2479	0.3000	0.2500	1213.20	56000.0	9.8064
2.100	10.46	97.93	84.612	83.784	85.000	1.216	0.0000	0.2489	0.3000	0.2500	1213.00	56000.0	9.8063
2.110	10.55	98.77	84.974	83.784	85.000	1.216	0.0000	0.2500	0.3000	0.2500	1212.80	56000.0	9.8063
2.120	10.64	99.62	85.335	83.783	85.000	1.217	0.0000	0.2511	0.3000	0.2500	1212.60	56000.0	9.8063
2.130	10.74	100.47	85.697	83.783	85.000	1.217	0.0000	0.2521	0.3000	0.2500	1212.40	56000.0	9.8063
2.140	10.83	101.32	86.059	83.782	85.000	1.218	0.0000	0.2532	0.3000	0.2500	1212.20	56000.0	9.8063
2.150	10.92	102.17	86.421	83.782	85.000	1.218	0.0000	0.2543	0.3000	0.2500	1212.00	56000.0	9.8063
2.160	11.02	103.03	86.783	83.781	85.000	1.219	0.0000	0.2553	0.3000	0.2500	1211.80	56000.0	9.8063
2.170	11.11	103.90	87.144	83.781	85.000	1.219	0.0000	0.2564	0.3000	0.2500	1211.60	56000.0	9.8063
2.180	11.20	104.76	87.506	83.780	85.000	1.220	0.0000	0.2575	0.3000	0.2500	1211.40	56000.0	9.8063
