t(c)	y(m)
0.000	0.00
0.010	0.10
0.020	0.21
0.030	0.31
0.040	0.43
0.050	0.54
0.060	0.66
0.070	0.78
0.080	0.91
0.090	1.04
0.100	1.17
0.110	1.31
0.120	1.44
0.130	1.59
0.140	1.73
0.150	1.88
0.160	2.04
0.170	2.19
0.180	2.35
0.190	2.52
0.200	2.69
0.210	2.86
0.220	3.03
0.230	3.21
0.240	3.39
0.250	3.57
0.260	3.76
0.270	3.95
0.280	4.15
0.290	4.35
0.300	4.55
0.310	4.75
0.320	4.96
0.330	5.18
0.340	5.39
0.350	5.61
0.360	5.83
0.370	6.06
0.380	6.29
0.390	6.52
0.400	6.76
0.410	7.00
0.420	7.24
0.430	7.49
0.440	7.74
0.450	8.00
0.460	8.25
0.470	8.51
0.480	8.78
0.490	9.05
0.500	9.32
0.510	9.59
0.520	9.87
0.530	10.15
0.540	10.44
0.550	10.73
0.560	11.02
0.570	11.32
0.580	11.62
0.590	11.92
0.600	12.23
0.610	12.54
0.620	12.85
0.630	13.17
0.640	13.49
0.650	13.81
0.660	14.14
0.670	14.47
0.680	14.80
0.690	15.14
0.700	15.48
0.710	15.83
0.720	16.18
0.730	16.53
0.740	16.88
0.750	17.24
0.760	17.60
0.770	17.97
0.780	18.34
0.790	18.71
0.800	19.09
0.810	19.47
0.820	19.85
0.830	20.24
0.840	20.63
0.850	21.02
0.860	21.42
0.870	21.82
0.880	22.23
0.890	22.63
0.900	23.04
0.910	23.46
0.920	23.88
0.930	24.30
0.940	24.72
0.950	25.15
0.960	25.59
0.970	26.02
0.980	26.46
0.990	26.90
1.000	27.35
1.010	27.80
1.020	28.25
1.030	28.71
1.040	29.17
1.050	29.63
1.060	30.10
1.070	30.57
1.080	31.05
1.090	31.53
1.100	32.01
1.110	32.49
1.120	32.98
1.130	33.47
1.140	33.97
1.150	34.47
1.160	34.97
1.170	35.48
1.180	35.98
1.190	36.50
1.200	37.01
1.210	37.53
1.220	38.06
1.230	38.59
1.240	39.12
1.250	39.65
1.260	40.19
1.270	40.73
1.280	41.27
1.290	41.82
1.300	42.37
1.310	42.93
1.320	43.49
1.330	44.05
1.340	44.62
1.350	45.19
1.360	45.76
1.370	46.33
1.380	46.91
1.390	47.50
1.400	48.08
1.410	48.68
1.420	49.27
1.430	49.87
1.440	50.47
1.450	51.07
1.460	51.68
1.470	52.29
1.480	52.91
1.490	53.53
1.500	54.15
1.510	54.77
1.520	55.40
1.530	56.04
1.540	56.67
1.550	57.31
1.560	57.96
1.570	58.60
1.580	59.25
1.590	59.91
1.600	60.57
1.610	61.23
1.620	61.89
1.630	62.56
1.640	63.23
1.650	63.91
1.660	64.58
1.670	65.27
1.680	65.95
1.690	66.64
1.700	67.34
1.710	68.03
1.720	68.73
1.730	69.43
1.740	70.14
1.750	70.85
1.760	71.57
1.770	72.28
1.780	73.01
1.790	73.73
1.800	74.46
1.810	75.19
1.820	75.93
1.830	76.66
1.840	77.41
1.850	78.15
1.860	78.90
1.870	79.66
1.880	80.41
1.890	81.17
1.900	81.94
1.910	82.70
1.920	83.47
1.930	84.25
1.940	85.03
1.950	85.81
1.960	86.59
1.970	87.38
1.980	88.17
1.990	88.97
2.000	89.77
2.010	90.57
2.020	91.38
2.030	92.19
2.040	93.00
2.050	93.82
2.060	94.64
2.070	95.46
2.080	96.29
2.090	97.12
2.100	97.96
2.110	98.79
2.120	99.64
2.130	100.48
2.140	101.33
2.150	102.18
2.160	103.04
2.170	103.90
2.180	104.76
2.190	105.63
2.200	106.50
2.210	107.37
2.220	108.25
2.230	109.13
2.240	110.02
2.250	110.90
2.260	111.80
2.270	112.69
2.280	113.59
2.290	114.49
2.300	115.40
2.310	116.31
2.320	117.22
2.330	118.14
2.340	119.06
2.350	119.98
2.360	120.91
2.370	121.84
2.380	122.77
2.390	123.71
2.400	124.65
2.410	125.60
2.420	126.55
2.430	127.50
2.440	128.45
2.450	129.41
2.460	130.38
2.470	131.34
2.480	132.31
2.490	133.29
2.500	134.26
2.510	135.24
2.520	136.23
2.530	137.22
2.540	138.21
2.550	139.20
2.560	140.20
2.570	141.20
2.580	142.21
2.590	143.22
2.600	144.23
2.610	145.25
2.620	146.27
2.630	147.29
2.640	148.32
2.650	149.35
2.660	150.39
2.670	151.42
2.680	152.46
2.690	153.51
2.700	154.56
2.710	155.61
2.720	156.67
2.730	157.73
2.740	158.79
2.750	159.86
2.760	160.93
2.770	162.00
2.780	163.08
2.790	164.16
2.800	165.24
2.810	166.33
2.820	167.42
2.830	168.52
2.840	169.62
2.850	170.72
2.860	171.82
2.870	172.93
2.880	174.05
2.890	175.16
2.900	176.28
2.910	177.41
2.920	178.54
2.930	179.67
2.940	180.80
2.950	181.94
2.960	183.08
2.970	184.23
2.980	185.38
2.990	186.53
3.000	187.68
3.010	188.84
3.020	190.01
3.030	191.17
3.040	192.34
3.050	193.52
3.060	194.70
3.070	195.88
3.080	197.06
3.090	198.25
3.100	199.44
3.110	200.64
3.120	201.84
3.130	203.04
3.140	204.25
3.150	205.46
3.160	206.67
3.170	207.89
3.180	209.11
3.190	210.33
3.200	211.56
3.210	212.79
3.220	214.03
3.230	215.27
3.240	216.51
3.250	217.76
3.260	219.01
3.270	220.26
3.280	221.52
3.290	222.78
3.300	224.04
3.310	225.31
3.320	226.58
3.330	227.85
3.340	229.13
3.350	230.41
3.360	231.70
3.370	232.99
3.380	234.28
3.390	235.58
3.400	236.88
3.410	238.18
3.420	239.49
3.430	240.80
3.440	242.11
3.450	243.43
3.460	244.75
3.470	246.08
3.480	247.41
3.490	248.74
3.500	250.08
3.510	251.42
3.520	252.76
3.530	254.11
3.540	255.46
3.550	256.81
3.560	258.17
3.570	259.53
3.580	260.89
3.590	262.26
3.600	263.64
3.610	265.01
3.620	266.39
3.630	267.77
3.640	269.16
3.650	270.55
3.660	271.94
3.670	273.34
3.680	274.74
3.690	276.15
3.700	277.56
3.710	278.97
3.720	280.38
3.730	281.80
3.740	283.22
3.750	284.65
3.760	286.08
3.770	287.51
3.780	288.95
3.790	290.39
3.800	291.84
3.810	293.28
3.820	294.74
3.830	296.19
3.840	297.65
3.850	299.11
3.860	300.58
3.870	302.05
3.880	303.52
3.890	305.00
3.900	306.48
3.910	307.96
3.920	309.45
3.930	310.94
3.940	312.44
3.950	313.94
3.960	315.44
3.970	316.94
3.980	318.45
3.990	319.97
4.000	321.48
4.010	323.00
4.020	324.53
4.030	326.06
4.040	327.59
4.050	329.12
4.060	330.66
4.070	332.20
4.080	333.75
4.090	335.30
4.100	336.85
4.110	338.41
4.120	339.97
4.130	341.53
4.140	343.10
4.150	344.67
4.160	346.24
4.170	347.82
4.180	349.40
4.190	350.99
4.200	352.58
4.210	354.17
4.220	355.77
4.230	357.37
4.240	358.97
4.250	360.58
4.260	362.19
4.270	363.81
4.280	365.42
4.290	367.05
4.300	368.67
4.310	370.30
4.320	371.93
4.330	373.57
4.340	375.21
4.350	376.85
4.360	378.50
4.370	380.15
4.380	381.81
4.390	383.47
4.400	385.13
4.410	386.79
4.420	388.46
4.430	390.13
4.440	391.81
4.450	393.49
4.460	395.17
4.470	396.86
4.480	398.55
4.490	400.25
4.500	401.95
4.510	403.65
4.520	405.35
4.530	407.06
4.540	408.77
4.550	410.49
4.560	412.21
4.570	413.93
4.580	415.66
4.590	417.39
4.600	419.13
4.610	420.87
4.620	422.61
4.630	424.35
4.640	426.10
4.650	427.85
4.660	429.61
4.670	431.37
4.680	433.13
4.690	434.90
4.700	436.67
4.710	438.45
4.720	440.23
4.730	442.01
4.740	443.79
4.750	445.58
4.760	447.38
4.770	449.17
4.780	450.97
4.790	452.78
4.800	454.58
4.810	456.39
4.820	458.21
4.830	460.03
4.840	461.85
4.850	463.68
4.860	465.50
4.870	467.34
4.880	469.17
4.890	471.01
4.900	472.86
4.910	474.71
4.920	476.56
4.930	478.41
4.940	480.27
4.950	482.13
4.960	484.00
4.970	485.87
4.980	487.74
4.990	489.62
5.000	491.50
5.010	493.38
5.020	495.27
5.030	497.16
5.040	499.05
5.050	500.95
5.060	502.85
5.070	504.76
5.080	506.67
5.090	508.58
5.100	510.50
5.110	512.42
5.120	514.34
5.130	516.27
5.140	518.20
5.150	520.14
5.160	522.08
5.170	524.02
5.180	525.96
5.190	527.91
5.200	529.87
5.210	531.82
5.220	533.78
5.230	535.75
5.240	537.72
5.250	539.69
5.260	541.66
5.270	543.64
5.280	545.62
5.290	547.61
5.300	549.60
5.310	551.59
5.320	553.59
5.330	555.59
5.340	557.59
5.350	559.60
5.360	561.61
5.370	563.62
5.380	565.64
5.390	567.66
5.400	569.69
5.410	571.72
5.420	573.75
5.430	575.79
5.440	577.83
5.450	579.87
5.460	581.92
5.470	583.97
5.480	586.03
5.490	588.09
5.500	590.15
5.510	592.21
5.520	594.28
5.530	596.35
5.540	598.43
5.550	600.51
5.560	602.59
5.570	604.68
5.580	606.77
5.590	608.87
5.600	610.97
5.610	613.07
5.620	615.17
5.630	617.28
5.640	619.39
5.650	621.51
5.660	623.63
5.670	625.75
5.680	627.88
5.690	630.01
5.700	632.15
5.710	634.28
5.720	636.43
5.730	638.57
5.740	640.72
5.750	642.87
5.760	645.03
5.770	647.19
5.780	649.35
5.790	651.52
5.800	653.69
5.810	655.86
5.820	658.04
5.830	660.22
5.840	662.41
5.850	664.59
5.860	666.79
5.870	668.98
5.880	671.18
5.890	673.38
5.900	675.59
5.910	677.80
5.920	680.01
5.930	682.23
5.940	684.45
5.950	686.68
5.960	688.90
5.970	691.14
5.980	693.37
5.990	695.61
6.000	697.85
6.010	700.10
6.020	702.35
6.030	704.60
6.040	706.86
6.050	709.12
6.060	711.38
6.070	713.65
6.080	715.92
6.090	718.20
6.100	720.47
6.110	722.76
6.120	725.04
6.130	727.33
6.140	729.62
6.150	731.92
6.160	734.22
6.170	736.52
6.180	738.83
6.190	741.14
6.200	743.45
6.210	745.77
6.220	748.09
6.230	750.42
6.240	752.75
6.250	755.08
6.260	757.41
6.270	759.75
6.280	762.10
6.290	764.44
6.300	766.79
6.310	769.15
6.320	771.50
6.330	773.86
6.340	776.23
6.350	778.60
6.360	780.97
6.370	783.34
6.380	785.72
6.390	788.10
6.400	790.49
6.410	792.88
6.420	795.27
6.430	797.67
6.440	800.07
6.450	802.47
6.460	804.88
6.470	807.29
6.480	809.70
6.490	812.12
6.500	814.54
6.510	816.96
6.520	819.39
6.530	821.82
6.540	824.26
6.550	826.70
6.560	829.14
6.570	831.59
6.580	834.03
6.590	836.49
6.600	838.94
6.610	841.40
6.620	843.87
6.630	846.34
6.640	848.81
6.650	851.28
6.660	853.76
6.670	856.24
6.680	858.72
6.690	861.21
6.700	863.70
6.710	866.20
6.720	868.70
6.730	871.20
6.740	873.71
6.750	876.22
6.760	878.73
6.770	881.25
6.780	883.77
6.790	886.29
6.800	888.82
6.810	891.35
6.820	893.88
6.830	896.42
6.840	898.96
6.850	901.51
6.860	904.05
6.870	906.61
6.880	909.16
6.890	911.72
6.900	914.28
6.910	916.85
6.920	919.42
6.930	921.99
6.940	924.57
6.950	927.15
6.960	929.73
6.970	932.32
6.980	934.91
6.990	937.50
7.000	940.10
7.010	942.70
7.020	945.30
7.030	947.91
7.040	950.52
7.050	953.14
7.060	955.76
7.070	958.38
7.080	961.00
7.090	963.63
7.100	966.26
7.110	968.90
7.120	971.54
7.130	974.18
7.140	976.83
7.150	979.48
7.160	982.13
7.170	984.79
7.180	987.45
7.190	990.11
7.200	992.78
7.210	995.45
7.220	998.12
7.230	1000.80
7.240	1003.48
7.250	1006.16
7.260	1008.85
7.270	1011.54
7.280	1014.24
7.290	1016.94
7.300	1019.64
7.310	1022.34
7.320	1025.05
7.330	1027.76
7.340	1030.48
7.350	1033.20
7.360	1035.92
7.370	1038.64
7.380	1041.37
7.390	1044.11
7.400	1046.84
7.410	1049.58
7.420	1052.32
7.430	1055.07
7.440	1057.82
7.450	1060.57
7.460	1063.33
7.470	1066.09
7.480	1068.85
7.490	1071.62
7.500	1074.39
7.510	1077.16
7.520	1079.94
7.530	1082.72
7.540	1085.50
7.550	1088.29
7.560	1091.08
7.570	1093.88
7.580	1096.67
7.590	1099.47
7.600	1102.28
7.610	1105.09
7.620	1107.90
7.630	1110.71
7.640	1113.53
7.650	1116.35
7.660	1119.17
7.670	1122.00
7.680	1124.83
7.690	1127.67
7.700	1130.51
7.710	1133.35
7.720	1136.19
7.730	1139.04
7.740	1141.89
7.750	1144.75
7.760	1147.60
7.770	1150.47
7.780	1153.33
7.790	1156.20
7.800	1159.07
7.810	1161.95
7.820	1164.82
7.830	1167.71
7.840	1170.59
7.850	1173.48
7.860	1176.37
7.870	1179.26
7.880	1182.16
7.890	1185.06
7.900	1187.97
7.910	1190.88
7.920	1193.79
7.930	1196.70
7.940	1199.62
7.950	1202.54
7.960	1205.47
7.970	1208.40
7.980	1211.33
7.990	1214.26
8.000	1217.20
8.010	1220.14
8.020	1223.09
8.030	1226.03
8.040	1228.99
8.050	1231.94
8.060	1234.90
8.070	1237.86
8.080	1240.82
8.090	1243.79
8.100	1246.76
8.110	1249.74
8.120	1252.71
8.130	1255.70
8.140	1258.68
8.150	1261.67
8.160	1264.66
8.170	1267.65
8.180	1270.65
8.190	1273.65
8.200	1276.65
8.210	1279.66
8.220	1282.67
8.230	1285.68
8.240	1288.70
8.250	1291.72
8.260	1294.74
8.270	1297.77
8.280	1300.80
8.290	1303.83
8.300	1306.87
8.310	1309.91
8.320	1312.95
8.330	1315.99
8.340	1319.04
8.350	1322.10
8.360	1325.15
8.370	1328.21
8.380	1331.27
8.390	1334.34
8.400	1337.41
8.410	1340.48
8.420	1343.55
8.430	1346.63
8.440	1349.71
8.450	1352.80
8.460	1355.88
8.470	1358.97
8.480	1362.07
8.490	1365.16
8.500	1368.26
8.510	1371.37
8.520	1374.48
8.530	1377.58
8.540	1380.70
8.550	1383.81
8.560	1386.93
8.570	1390.06
8.580	1393.18
8.590	1396.31
8.600	1399.44
8.610	1402.58
8.620	1405.72
8.630	1408.86
8.640	1412.00
8.650	1415.15
8.660	1418.30
8.670	1421.46
8.680	1424.61
8.690	1427.77
8.700	1430.94
8.710	1434.10
8.720	1437.27
8.730	1440.45
8.740	1443.62
8.750	1446.80
8.760	1449.98
8.770	1453.17
8.780	1456.36
8.790	1459.55
8.800	1462.74
8.810	1465.94
8.820	1469.14
8.830	1472.35
8.840	1475.55
8.850	1478.76
8.860	1481.98
8.870	1485.19
8.880	1488.41
8.890	1491.64
8.900	1494.86
8.910	1498.09
8.920	1501.32
8.930	1504.56
8.940	1507.80
8.950	1511.04
8.960	1514.28
8.970	1517.53
8.980	1520.78
8.990	1524.03
9.000	1527.29
9.010	1530.55
9.020	1533.81
9.030	1537.08
9.040	1540.35
9.050	1543.62
9.060	1546.89
9.070	1550.17
9.080	1553.45
9.090	1556.73
9.100	1560.02
9.110	1563.31
9.120	1566.61
9.130	1569.90
9.140	1573.20
9.150	1576.50
9.160	1579.81
9.170	1583.12
9.180	1586.43
9.190	1589.74
9.200	1593.06
9.210	1596.38
9.220	1599.70
9.230	1603.03
9.240	1606.36
9.250	1609.69
9.260	1613.03
9.270	1616.37
9.280	1619.71
9.290	1623.05
9.300	1626.40
9.310	1629.75
9.320	1633.10
9.330	1636.46
9.340	1639.82
9.350	1643.18
9.360	1646.55
9.370	1649.92
9.380	1653.29
9.390	1656.66
9.400	1660.04
9.410	1663.42
9.420	1666.80
9.430	1670.19
9.440	1673.58
9.450	1676.97
9.460	1680.37
9.470	1683.77
9.480	1687.17
9.490	1690.57
9.500	1693.98
9.510	1697.39
9.520	1700.81
9.530	1704.22
9.540	1707.64
9.550	1711.07
9.560	1714.49
9.570	1717.92
9.580	1721.35
9.590	1724.79
9.600	1728.22
9.610	1731.66
9.620	1735.11
9.630	1738.55
9.640	1742.00
9.650	1745.45
9.660	1748.91
9.670	1752.37
9.680	1755.83
9.690	1759.29
9.700	1762.76
9.710	1766.23
9.720	1769.70
9.730	1773.18
9.740	1776.66
9.750	1780.14
9.760	1783.63
9.770	1787.11
9.780	1790.60
9.790	1794.10
9.800	1797.59
9.810	1801.09
9.820	1804.60
9.830	1808.10
9.840	1811.61
9.850	1815.12
9.860	1818.64
9.870	1822.15
9.880	1825.67
9.890	1829.20
9.900	1832.72
9.910	1836.25
9.920	1839.78
9.930	1843.32
9.940	1846.86
9.950	1850.40
9.960	1853.94
9.970	1857.49
9.980	1861.04
9.990	1864.59
10.000	1868.14
10.010	1871.70
10.020	1875.26
10.030	1878.83
10.040	1882.40
10.050	1885.97
10.060	1889.54
10.070	1893.11
10.080	1896.69
10.090	1900.27
10.100	1903.86
10.110	1907.45
10.120	1911.04
10.130	1914.63
10.140	1918.23
10.150	1921.83
10.160	1925.43
10.170	1929.03
10.180	1932.64
10.190	1936.25
10.200	1939.86
10.210	1943.48
10.220	1947.10
10.230	1950.72
10.240	1954.35
10.250	1957.98
10.260	1961.61
10.270	1965.24
10.280	1968.88
10.290	1972.52
10.300	1976.16
10.310	1979.81
10.320	1983.46
10.330	1987.11
10.340	1990.76
10.350	1994.42
10.360	1998.08
10.370	2001.74
10.380	2005.41
10.390	2009.08
10.400	2012.75
10.410	2016.42
10.420	2020.10
10.430	2023.78
10.440	2027.46
10.450	2031.15
10.460	2034.84
10.470	2038.53
10.480	2042.23
10.490	2045.93
10.500	2049.63
10.510	2053.33
10.520	2057.04
10.530	2060.75
10.540	2064.46
10.550	2068.17
10.560	2071.89
10.570	2075.61
10.580	2079.34
10.590	2083.06
10.600	2086.79
10.610	2090.53
10.620	2094.26
10.630	2098.00
10.640	2101.74
10.650	2105.49
10.660	2109.23
10.670	2112.98
10.680	2116.74
10.690	2120.49
10.700	2124.25
10.710	2128.01
10.720	2131.78
10.730	2135.54
10.740	2139.31
10.750	2143.09
10.760	2146.86
10.770	2150.64
10.780	2154.42
10.790	2158.21
10.800	2162.00
10.810	2165.79
10.820	2169.58
10.830	2173.38
10.840	2177.18
10.850	2180.98
10.860	2184.78
10.870	2188.59
10.880	2192.40
10.890	2196.22
10.900	2200.03
10.910	2203.85
10.920	2207.67
10.930	2211.50
10.940	2215.33
10.950	2219.16
10.960	2222.99
10.970	2226.83
10.980	2230.67
10.990	2234.51
11.000	2238.36
11.010	2242.21
11.020	2246.06
11.030	2249.91
11.040	2253.77
11.050	2257.63
11.060	2261.49
11.070	2265.36
11.080	2269.22
11.090	2273.10
11.100	2276.97
11.110	2280.85
11.120	2284.73
11.130	2288.61
11.140	2292.50
11.150	2296.38
11.160	2300.28
11.170	2304.17
11.180	2308.07
11.190	2311.97
11.200	2315.87
11.210	2319.78
11.220	2323.69
11.230	2327.60
11.240	2331.51
11.250	2335.43
11.260	2339.35
11.270	2343.27
11.280	2347.20
11.290	2351.13
11.300	2355.06
11.310	2358.99
11.320	2362.93
11.330	2366.87
11.340	2370.82
11.350	2374.76
11.360	2378.71
11.370	2382.66
11.380	2386.62
11.390	2390.58
11.400	2394.54
11.410	2398.50
11.420	2402.47
11.430	2406.44
11.440	2410.41
11.450	2414.38
11.460	2418.36
11.470	2422.34
11.480	2426.32
11.490	2430.31
11.500	2434.30
11.510	2438.29
11.520	2442.29
11.530	2446.28
11.540	2450.29
11.550	2454.29
11.560	2458.30
11.570	2462.30
11.580	2466.32
11.590	2470.33
11.600	2474.35
11.610	2478.37
11.620	2482.39
11.630	2486.42
11.640	2490.45
11.650	2494.48
11.660	2498.52
11.670	2502.56
11.680	2506.60
11.690	2510.64
11.700	2514.69
11.710	2518.74
11.720	2522.79
11.730	2526.84
11.740	2530.90
11.750	2534.96
11.760	2539.03
11.770	2543.09
11.780	2547.16
11.790	2551.23
11.800	2555.31
11.810	2559.39
11.820	2563.47
11.830	2567.55
11.840	2571.64
11.850	2575.73
11.860	2579.82
11.870	2583.92
11.880	2588.01
11.890	2592.11
11.900	2596.22
11.910	2600.32
11.920	2604.43
