t(c)	y(m)
11.930	2608.55
11.940	2612.66
11.950	2616.78
11.960	2620.90
11.970	2625.02
11.980	2629.15
11.990	2633.28
12.000	2637.41
12.010	2641.55
12.020	2645.69
12.030	2649.83
12.040	2653.97
12.050	2658.12
12.060	2662.27
12.070	2666.42
12.080	2670.57
12.090	2674.73
12.100	2678.89
12.110	2683.06
12.120	2687.22
12.130	2691.39
12.140	2695.56
12.150	2699.74
12.160	2703.92
12.170	2708.10
12.180	2712.28
12.190	2716.47
12.200	2720.66
12.210	2724.85
12.220	2729.04
12.230	2733.24
12.240	2737.44
12.250	2741.65
12.260	2745.85
12.270	2750.06
12.280	2754.27
12.290	2758.49
12.300	2762.71
12.310	2766.93
12.320	2771.15
12.330	2775.38
12.340	2779.60
12.350	2783.84
12.360	2788.07
12.370	2792.31
12.380	2796.55
12.390	2800.79
12.400	2805.04
12.410	2809.29
12.420	2813.54
12.430	2817.79
12.440	2822.05
12.450	2826.31
12.460	2830.57
12.470	2834.84
12.480	2839.11
12.490	2843.38
12.500	2847.65
12.510	2851.93
12.520	2856.21
12.530	2860.49
12.540	2864.78
12.550	2869.07
12.560	2873.36
12.570	2877.65
12.580	2881.95
12.590	2886.25
12.600	2890.55
12.610	2894.86
12.620	2899.17
12.630	2903.48
12.640	2907.79
12.650	2912.11
12.660	2916.43
12.670	2920.75
12.680	2925.08
12.690	2929.40
12.700	2933.74
12.710	2938.07
12.720	2942.41
12.730	2946.74
12.740	2951.09
12.750	2955.43
12.760	2959.78
12.770	2964.13
12.780	2968.48
12.790	2972.84
12.800	2977.20
12.810	2981.56
12.820	2985.92
12.830	2990.29
12.840	2994.66
12.850	2999.03
12.860	3003.41
12.870	3007.79
12.880	3012.17
12.890	3016.55
12.900	3020.94
12.910	3025.33
12.920	3029.72
12.930	3034.12
12.940	3038.52
12.950	3042.92
12.960	3047.32
12.970	3051.73
12.980	3056.14
12.990	3060.55
13.000	3064.97
13.010	3069.38
13.020	3073.81
13.030	3078.23
13.040	3082.66
13.050	3087.08
13.060	3091.52
13.070	3095.95
13.080	3100.39
13.090	3104.83
13.100	3109.27
13.110	3113.72
13.120	3118.17
13.130	3122.62
13.140	3127.07
13.150	3131.53
13.160	3135.99
13.170	3140.45
13.180	3144.92
13.190	3149.38
13.200	3153.86
13.210	3158.33
13.220	3162.81
13.230	3167.29
13.240	3171.77
13.250	3176.25
13.260	3180.74
13.270	3185.23
13.280	3189.72
13.290	3194.22
13.300	3198.72
13.310	3203.22
13.320	3207.73
13.330	3212.23
13.340	3216.74
13.350	3221.26
13.360	3225.77
13.370	3230.29
13.380	3234.81
13.390	3239.34
13.400	3243.86
13.410	3248.39
13.420	3252.93
13.430	3257.46
13.440	3262.00
13.450	3266.54
13.460	3271.08
13.470	3275.63
13.480	3280.18
13.490	3284.73
13.500	3289.29
13.510	3293.84
13.520	3298.40
13.530	3302.97
13.540	3307.53
13.550	3312.10
13.560	3316.67
13.570	3321.25
13.580	3325.82
13.590	3330.40
13.600	3334.99
13.610	3339.57
13.620	3344.16
13.630	3348.75
13.640	3353.35
13.650	3357.94
13.660	3362.54
13.670	3367.14
13.680	3371.75
13.690	3376.36
13.700	3380.97
13.710	3385.58
13.720	3390.20
13.730	3394.82
13.740	3399.44
13.750	3404.06
13.760	3408.69
13.770	3413.32
13.780	3417.95
13.790	3422.59
13.800	3427.23
13.810	3431.87
13.820	3436.51
13.830	3441.16
13.840	3445.81
13.850	3450.46
13.860	3455.11
13.870	3459.77
13.880	3464.43
13.890	3469.10
13.900	3473.76
13.910	3478.43
13.920	3483.10
13.930	3487.78
13.940	3492.46
13.950	3497.14
13.960	3501.82
13.970	3506.51
13.980	3511.19
13.990	3515.89
14.000	3520.58
14.010	3525.28
14.020	3529.98
14.030	3534.68
14.040	3539.38
14.050	3544.09
14.060	3548.80
14.070	3553.52
14.080	3558.23
14.090	3562.95
14.100	3567.67
14.110	3572.40
14.120	3577.13
14.130	3581.86
14.140	3586.59
14.150	3591.33
14.160	3596.06
14.170	3600.81
14.180	3605.55
14.190	3610.30
14.200	3615.05
14.210	3619.80
14.220	3624.56
14.230	3629.31
14.240	3634.07
14.250	3638.84
14.260	3643.60
14.270	3648.37
14.280	3653.15
14.290	3657.92
14.300	3662.70
14.310	3667.48
14.320	3672.26
14.330	3677.05
14.340	3681.84
14.350	3686.63
14.360	3691.42
14.370	3696.22
14.380	3701.02
14.390	3705.82
14.400	3710.63
14.410	3715.44
14.420	3720.25
14.430	3725.06
14.440	3729.88
14.450	3734.70
14.460	3739.52
14.470	3744.35
14.480	3749.17
14.490	3754.00
14.500	3758.84
14.510	3763.67
14.520	3768.51
14.530	3773.35
14.540	3778.20
14.550	3783.05
14.560	3787.90
14.570	3792.75
14.580	3797.61
14.590	3802.46
14.600	3807.33
14.610	3812.19
14.620	3817.06
14.630	3821.93
14.640	3826.80
14.650	3831.67
14.660	3836.55
14.670	3841.43
14.680	3846.32
14.690	3851.20
14.700	3856.09
14.710	3860.98
14.720	3865.88
14.730	3870.78
14.740	3875.68
14.750	3880.58
14.760	3885.48
14.770	3890.39
14.780	3895.30
14.790	3900.22
14.800	3905.14
14.810	3910.06
14.820	3914.98
14.830	3919.90
14.840	3924.83
14.850	3929.76
14.860	3934.70
14.870	3939.63
14.880	3944.57
14.890	3949.51
14.900	3954.46
14.910	3959.41
14.920	3964.36
14.930	3969.31
14.940	3974.27
14.950	3979.23
14.960	3984.19
14.970	3989.15
14.980	3994.12
14.990	3999.09
15.000	4004.06
15.010	4009.04
15.020	4014.02
15.030	4019.00
15.040	4023.98
15.050	4028.97
15.060	4033.96
15.070	4038.95
15.080	4043.94
15.090	4048.94
15.100	4053.94
15.110	4058.95
15.120	4063.95
15.130	4068.96
15.140	4073.97
15.150	4078.99
15.160	4084.01
15.170	4089.03
15.180	4094.05
15.190	4099.08
15.200	4104.10
15.210	4109.14
15.220	4114.17
15.230	4119.21
15.240	4124.25
15.250	4129.29
15.260	4134.34
15.270	4139.38
15.280	4144.43
15.290	4149.49
15.300	4154.55
15.310	4159.60
15.320	4164.67
15.330	4169.73
15.340	4174.80
15.350	4179.87
15.360	4184.94
15.370	4190.02
15.380	4195.10
15.390	4200.18
15.400	4205.27
15.410	4210.35
15.420	4215.44
15.430	4220.54
15.440	4225.63
15.450	4230.73
15.460	4235.83
15.470	4240.94
15.480	4246.04
15.490	4251.15
15.500	4256.27
15.510	4261.38
15.520	4266.50
15.530	4271.62
15.540	4276.74
15.550	4281.87
15.560	4287.00
15.570	4292.13
15.580	4297.27
15.590	4302.40
15.600	4307.55
15.610	4312.69
15.620	4317.84
15.630	4322.98
15.640	4328.14
15.650	4333.29
15.660	4338.45
15.670	4343.61
15.680	4348.77
15.690	4353.94
15.700	4359.11
15.710	4364.28
15.720	4369.45
15.730	4374.63
15.740	4379.81
15.750	4384.99
15.760	4390.18
15.770	4395.37
15.780	4400.56
15.790	4405.75
15.800	4410.95
15.810	4416.15
15.820	4421.35
15.830	4426.55
15.840	4431.76
15.850	4436.97
15.860	4442.19
15.870	4447.40
15.880	4452.62
15.890	4457.85
15.900	4463.07
15.910	4468.30
15.920	4473.53
15.930	4478.76
15.940	4484.00
15.950	4489.24
15.960	4494.48
15.970	4499.72
15.980	4504.97
15.990	4510.22
16.000	4515.47
16.010	4520.73
16.020	4525.99
16.030	4531.25
16.040	4536.51
16.050	4541.78
16.060	4547.05
16.070	4552.32
16.080	4557.60
16.090	4562.88
16.100	4568.16
16.110	4573.44
16.120	4578.73
16.130	4584.02
16.140	4589.31
16.150	4594.61
16.160	4599.91
16.170	4605.21
16.180	4610.51
16.190	4615.82
16.200	4621.13
16.210	4626.44
16.220	4631.75
16.230	4637.07
16.240	4642.39
16.250	4647.72
16.260	4653.04
16.270	4658.37
16.280	4663.70
16.290	4669.04
16.300	4674.38
16.310	4679.72
16.320	4685.06
