t(c)	x(m)	y(m)	V(m/s)	theta_c(grad)	theta(grad)	alpha(grad)	omega_z(1/s)	M	Cxa	Cya_alpha	m(kg)	P(H)	g(m/s2)
2.300	16.32	111.21	91.896	80.460	85.000	0.000	0.0000	0.2704	0.3000	0.2500	1209.00	56000.0	9.8063
2.400	17.85	120.27	95.531	80.358	85.000	0.000	0.0000	0.2811	0.3000	0.2500	1207.00	56000.0	9.8063
2.500	19.45	129.69	99.172	80.260	85.000	0.000	0.0000	0.2919	0.3000	0.2500	1205.00	56000.0	9.8062
2.600	21.12	139.47	102.819	80.164	85.000	0.000	0.0000	0.3026	0.3000	0.2500	1203.00	56000.0	9.8062
2.700	22.88	149.60	106.471	80.071	85.000	0.000	0.0000	0.3134	0.3000	0.2500	1201.00	56000.0	9.8062
2.800	24.72	160.08	110.128	79.980	85.000	0.000	0.0000	0.3242	0.3000	0.2500	1199.00	56000.0	9.8062
2.900	26.63	170.93	113.791	79.891	85.000	0.000	0.0000	0.3350	0.3000	0.2500	1197.00	56000.0	9.8061
3.000	28.63	182.13	117.459	79.804	85.000	0.000	0.0000	0.3459	0.3000	0.2500	1195.00	56000.0	9.8061
3.100	30.71	193.69	121.132	79.720	85.000	0.000	0.0000	0.3567	0.3000	0.2500	1193.00	56000.0	9.8061
3.200	32.87	205.61	124.809	79.637	85.000	0.000	0.0000	0.3676	0.3000	0.2500	1191.00	56000.0	9.8060
3.300	35.12	217.89	128.492	79.556	85.000	0.000	0.0000	0.3785	0.3000	0.2500	1189.00	56000.0	9.8060
3.400	37.44	230.52	132.180	79.477	85.000	0.000	0.0000	0.3894	0.3000	0.2500	1187.00	56000.0	9.8059
3.500	39.86	243.52	135.873	79.399	85.000	0.000	0.0000	0.4004	0.3000	0.2500	1185.00	56000.0	9.8059
3.600	42.36	256.88	139.570	79.323	85.000	0.000	0.0000	0.4113	0.3000	0.2500	1183.00	56000.0	9.8059
3.700	44.94	270.59	143.272	79.248	85.000	0.000	0.0000	0.4223	0.3000	0.2500	1181.00	56000.0	9.8058
3.800	47.62	284.67	146.978	79.175	85.000	0.000	0.0000	0.4333	0.3000	0.2500	1179.00	56000.0	9.8058
3.900	50.38	299.10	150.689	79.103	85.000	0.000	0.0000	0.4443	0.3000	0.2500	1177.00	56000.0	9.8057
4.000	53.23	313.90	154.405	79.033	85.000	0.000	0.0000	0.4554	0.3000	0.2500	1175.00	56000.0	9.8057
4.100	56.16	329.06	158.125	78.964	85.000	0.000	0.0000	0.4664	0.3000	0.2500	1173.00	56000.0	9.8056
4.200	59.19	344.58	161.849	78.896	85.000	0.000	0.0000	0.4775	0.3000	0.2500	1171.00	56000.0	9.8056
4.300	62.31	360.46	165.577	78.829	85.000	0.000	0.0000	0.4886	0.3000	0.2500	1169.00	56000.0	9.8055
4.400	65.52	376.70	169.309	78.763	85.000	0.000	0.0000	0.4997	0.3000	0.2500	1167.00	56000.0	9.8055
4.500	68.81	393.31	173.045	78.698	85.000	0.000	0.0000	0.5108	0.3000	0.2500	1165.00	56000.0	9.8054
4.600	72.21	410.28	176.786	78.635	85.000	0.000	0.0000	0.5219	0.3000	0.2500	1163.00	56000.0	9.8054
4.700	75.69	427.61	180.530	78.572	85.000	0.000	0.0000	0.5331	0.3000	0.2500	1161.00	56000.0	9.8053
4.800	79.27	445.31	184.278	78.510	85.000	0.000	0.0000	0.5443	0.3000	0.2500	1159.00	56000.0	9.8053
4.900	82.94	463.37	188.030	78.450	85.000	0.000	0.0000	0.5555	0.3055	0.2500	1157.00	56000.0	9.8052
5.000	86.70	481.79	191.783	78.390	85.000	0.000	0.0000	0.5667	0.3167	0.2500	1155.00	56000.0	9.8052
5.100	90.56	500.57	195.535	78.331	85.000	0.000	0.0000	0.5779	0.3279	0.2500	1153.00	56000.0	9.8051
5.200	94.52	519.72	199.285	78.273	85.000	0.000	0.0000	0.5891	0.3391	0.2500	1151.00	56000.0	9.8050
5.300	98.57	539.24	203.032	78.216	85.000	0.000	0.0000	0.6003	0.3503	0.2500	1149.00	56000.0	9.8050
5.400	102.71	559.11	206.778	78.159	85.000	0.000	0.0000	0.6115	0.3615	0.2500	1147.00	56000.0	9.8049
5.500	106.96	579.35	210.520	78.103	85.000	0.000	0.0000	0.6227	0.3727	0.2500	1145.00	56000.0	9.8049
5.600	111.30	599.95	214.258	78.048	85.000	0.000	0.0000	0.6339	0.3839	0.2500	1143.00	56000.0	9.8048
5.700	115.73	620.91	217.992	77.994	85.000	0.000	0.0000	0.6451	0.3951	0.2500	1141.00	56000.0	9.8047
5.800	120.27	642.23	221.722	77.940	85.000	0.000	0.0000	0.6563	0.4063	0.2500	1139.00	56000.0	9.8047
5.900	124.90	663.91	225.447	77.887	85.000	0.000	0.0000	0.6675	0.4175	0.2500	1137.00	56000.0	9.8046
6.000	129.63	685.96	229.166	77.835	85.000	0.000	0.0000	0.6787	0.4287	0.2500	1135.00	56000.0	9.8045
6.100	134.46	708.36	232.878	77.784	85.000	0.000	0.0000	0.6899	0.4399	0.2500	1133.00	56000.0	9.8045
6.200	139.39	731.12	236.585	77.732	85.000	0.000	0.0000	0.7010	0.4510	0.2500	1131.00	56000.0	9.8044
6.300	144.41	754.24	240.284	77.682	85.000	0.000	0.0000	0.7122	0.4622	0.2500	1129.00	56000.0	9.8043
6.400	149.54	777.71	243.975	77.632	85.000	0.000	0.0000	0.7233	0.4733	0.2500	1127.00	56000.0	9.8043
6.500	154.77	801.54	247.658	77.583	85.000	0.000	0.0000	0.7344	0.4844	0.2500	1125.00	56000.0	9.8042
6.600	160.09	825.73	251.333	77.534	85.000	0.000	0.0000	0.7456	0.4956	0.2500	1123.00	56000.0	9.8041
6.700	165.52	850.27	254.998	77.486	85.000	0.000	0.0000	0.7566	0.5066	0.2500	1121.00	56000.0	9.8040
6.800	171.04	875.17	258.654	77.438	85.000	0.000	0.0000	0.7677	0.5177	0.2500	1119.00	56000.0	9.8040
6.900	176.67	900.41	262.299	77.391	85.000	0.000	0.0000	0.7787	0.5287	0.2500	1117.00	56000.0	9.8039
7.000	182.39	926.01	265.933	77.344	85.000	0.000	0.0000	0.7898	0.5398	0.2500	1115.00	56000.0	9.8038
7.100	188.22	951.96	269.556	77.298	85.000	0.000	0.0000	0.8008	0.5512	0.2496	1113.00	56000.0	9.8037
7.200	194.15	978.25	273.167	77.252	85.000	0.000	0.0000	0.8117	0.5676	0.2441	1111.00	56000.0	9.8036
7.300	200.18	1004.90	276.761	77.207	85.000	0.000	0.0000	0.8227	0.5840	0.2387	1109.00	56000.0	9.8036
7.400	206.30	1031.89	280.337	77.162	85.000	0.000	0.0000	0.8336	0.6003	0.2332	1107.00	56000.0	9.8035
7.500	212.53	1059.22	283.894	77.117	85.000	0.000	0.0000	0.8444	0.6166	0.2278	1105.00	56000.0	9.8034
7.600	218.86	1086.89	287.432	77.073	85.000	0.000	0.0000	0.8552	0.6328	0.2224	1103.00	56000.0	9.8033
7.700	225.29	1114.91	290.951	77.029	85.000	0.000	0.0000	0.8660	0.6489	0.2170	1101.00	56000.0	9.8032
7.800	231.82	1143.26	294.448	76.986	85.000	0.000	0.0000	0.8767	0.6650	0.2117	1099.00	56000.0	9.8031
7.900	238.45	1171.95	297.924	76.943	85.000	0.000	0.0000	0.8873	0.6809	0.2064	1097.00	56000.0	9.8030
8.000	245.18	1200.97	301.379	76.900	85.000	0.000	0.0000	0.8979	0.6968	0.2011	1095.00	56000.0	9.8029
8.100	252.02	1230.32	304.810	76.858	85.000	0.000	0.0000	0.9084	0.7118	0.2084	1093.00	56000.0	9.8029
8.200	258.95	1260.01	308.220	76.816	85.000	0.000	0.0000	0.9189	0.7265	0.2189	1091.00	56000.0	9.8028
8.300	265.97	1290.02	311.607	76.775	85.000	0.000	0.0000	0.9293	0.7410	0.2293	1089.00	56000.0	9.8027
8.400	273.10	1320.35	314.970	76.734	85.000	0.000	0.0000	0.9397	0.7556	0.2397	1087.00	56000.0	9.8026
8.500	280.33	1351.01	318.310	76.693	85.000	0.000	0.0000	0.9500	0.7700	0.2500	1085.00	56000.0	9.8025
8.600	287.66	1381.98	321.626	76.652	85.000	0.000	0.0000	0.9602	0.7843	0.2602	1083.00	56000.0	9.8024
8.700	295.08	1413.28	324.916	76.612	85.000	0.000	0.0000	0.9704	0.7986	0.2704	1081.00	56000.0	9.8023
8.800	302.61	1444.89	328.182	76.572	85.000	0.000	0.0000	0.9805	0.8127	0.2805	1079.00	56000.0	9.8022
8.900	310.23	1476.81	331.422	76.532	85.000	0.000	0.0000	0.9906	0.8268	0.2906	1077.00	56000.0	9.8021
9.000	317.95	1509.04	334.635	76.492	85.000	0.000	0.0000	1.0005	0.8402	0.3001	1075.00	56000.0	9.8020
9.100	325.76	1541.58	337.823	76.453	85.000	0.000	0.0000	1.0105	0.8435	0.3017	1073.00	56000.0	9.8019
9.200	333.68	1574.42	340.997	76.414	85.000	0.000	0.0000	1.0203	0.8468	0.3034	1071.00	56000.0	9.8018
9.300	341.69	1607.56	344.158	76.376	85.000	0.000	0.0000	1.0302	0.8501	0.3050	1069.00	56000.0	9.8017
9.400	349.79	1641.01	347.305	76.337	85.000	0.000	0.0000	1.0400	0.8533	0.3067	1067.00	56000.0	9.8016
9.500	358.00	1674.76	350.438	76.299	85.000	0.000	0.0000	1.0498	0.8566	0.3083	1065.00	56000.0	9.8015
9.600	366.30	1708.81	353.558	76.261	85.000	0.000	0.0000	1.0596	0.8599	0.3099	1063.00	56000.0	9.8014
9.700	374.69	1743.15	356.664	76.223	85.000	0.000	0.0000	1.0693	0.8623	0.2960	1061.00	56000.0	9.8013
9.800	383.19	1777.79	359.756	76.186	85.000	0.000	0.0000	1.0790	0.8648	0.2814	1059.00	56000.0	9.8012
9.900	391.78	1812.73	362.836	76.149	85.000	0.000	0.0000	1.0887	0.8672	0.2669	1057.00	56000.0	9.8011
10.000	400.46	1847.95	365.903	76.111	85.000	0.000	0.0000	1.0984	0.8696	0.2524	1055.00	56000.0	9.8010
10.100	409.25	1883.47	368.957	76.075	85.000	0.000	0.0000	1.1080	0.8668	0.2500	1053.00	56000.0	9.8008
10.200	418.13	1919.29	372.006	76.038	85.000	0.000	0.0000	1.1176	0.8629	0.2500	1051.00	56000.0	9.8007
10.300	427.10	1955.39	375.051	76.002	85.000	0.000	0.0000	1.1273	0.8591	0.2500	1049.00	56000.0	9.8006
10.400	436.17	1991.78	378.094	75.965	85.000	0.000	0.0000	1.1369	0.8552	0.2500	1047.00	56000.0	9.8005
10.500	445.34	2028.46	381.133	75.929	85.000	0.000	0.0000	1.1465	0.8514	0.2500	1045.00	56000.0	9.8004
10.600	454.61	2065.43	384.169	75.894	85.000	0.000	0.0000	1.1562	0.8475	0.2500	1043.00	56000.0	9.8003
10.700	463.97	2102.69	387.202	75.858	85.000	0.000	0.0000	1.1658	0.8437	0.2500	1041.00	56000.0	9.8002
10.800	473.43	2140.23	390.234	75.823	85.000	0.000	0.0000	1.1755	0.8398	0.2500	1039.00	56000.0	9.8000
10.900	482.99	2178.07	393.262	75.787	85.000	0.000	0.0000	1.1851	0.8360	0.2500	1037.00	56000.0	9.7999
11.000	492.65	2216.19	396.289	75.752	85.000	0.000	0.0000	1.1948	0.8321	0.2500	1035.00	56000.0	9.7998
11.100	502.40	2254.60	399.313	75.717	85.000	0.000	0.0000	1.2045	0.8287	0.2500	1033.00	56000.0	9.7997
11.200	512.25	2293.30	402.335	75.683	85.000	0.000	0.0000	1.2141	0.8258	0.2500	1031.00	56000.0	9.7996
11.300	522.20	2332.28	405.354	75.648	85.000	0.000	0.0000	1.2238	0.8229	0.2500	1029.00	56000.0	9.7995
11.400	532.25	2371.55	408.370	75.614	85.000	0.000	0.0000	1.2335	0.8200	0.2500	1027.00	56000.0	9.7993
11.500	542.39	2411.11	411.382	75.580	85.000	0.000	0.0000	1.2432	0.8170	0.2500	1025.00	56000.0	9.7992
11.600	552.64	2450.95	414.392	75.546	85.000	0.000	0.0000	1.2529	0.8141	0.2500	1023.00	56000.0	9.7991
11.700	562.98	2491.08	417.399	75.512	85.000	0.000	0.0000	1.2626	0.8112	0.2500	1021.00	56000.0	9.7990
11.800	573.43	2531.49	420.404	75.478	85.000	0.000	0.0000	1.2723	0.8083	0.2500	1019.00	56000.0	9.7988
11.900	583.97	2572.19	423.406	75.445	85.000	0.000	0.0000	1.2820	0.8054	0.2500	1017.00	56000.0	9.7987
12.000	594.61	2613.17	426.407	75.411	85.000	0.000	0.0000	1.2917	0.8025	0.2500	1015.00	56000.0	9.7986
12.100	605.35	2654.44	429.405	75.378	85.000	0.000	0.0000	1.3014	0.7999	0.2500	1013.00	56000.0	9.7985
12.200	616.19	2695.99	432.401	75.345	85.000	0.000	0.0000	1.3111	0.7989	0.2500	1011.00	56000.0	9.7983
12.300	627.13	2737.82	435.391	75.312	85.000	0.000	0.0000	1.3209	0.7979	0.2500	1009.00	56000.0	9.7982
12.400	638.17	2779.94	438.376	75.280	85.000	0.000	0.0000	1.3306	0.7969	0.2500	1007.00	56000.0	9.7981
12.500	649.31	2822.33	441.356	75.247	85.000	0.000	0.0000	1.3403	0.7960	0.2500	1005.00	56000.0	9.7979
12.600	660.55	2865.02	444.331	75.215	85.000	0.000	0.0000	1.3501	0.7950	0.2500	1003.00	56000.0	9.7978
12.700	671.88	2907.98	447.300	75.182	85.000	0.000	0.0000	1.3598	0.7940	0.2500	1001.00	56000.0	9.7977
12.800	683.32	2951.22	450.265	75.150	85.000	0.000	0.0000	1.3695	0.7930	0.2500	999.00	56000.0	9.7976
12.900	694.86	2994.74	453.225	75.118	85.000	0.000	0.0000	1.3792	0.7921	0.2500	997.00	56000.0	9.7974
13.000	706.50	3038.54	456.180	75.087	85.000	0.000	0.0000	1.3890	0.7911	0.2500	995.00	56000.0	9.7973
13.100	718.24	3082.63	459.131	75.055	85.000	0.000	0.0000	1.3987	0.7901	0.2500	993.00	56000.0	9.7971
13.200	730.08	3126.99	462.077	75.023	85.000	0.000	0.0000	1.4084	0.7880	0.2500	991.00	56000.0	9.7970
13.300	742.02	3171.62	465.022	74.992	85.000	0.000	0.0000	1.4182	0.7858	0.2500	989.00	56000.0	9.7969
13.400	754.07	3216.54	467.965	74.961	85.000	0.000	0.0000	1.4279	0.7835	0.2500	987.00	56000.0	9.7967
13.500	766.21	3261.73	470.907	74.930	85.000	0.000	0.0000	1.4377	0.7812	0.2500	985.00	56000.0	9.7966
13.600	778.45	3307.21	473.849	74.899	85.000	0.000	0.0000	1.4475	0.7789	0.2500	983.00	56000.0	9.7965
13.700	790.80	3352.95	476.790	74.868	85.000	0.000	0.0000	1.4573	0.7766	0.2500	981.00	56000.0	9.7963
13.800	803.24	3398.98	479.730	74.837	85.000	0.000	0.0000	1.4671	0.7743	0.2500	979.00	56000.0	9.7962
13.900	815.79	3445.28	482.670	74.806	85.000	0.000	0.0000	1.4769	0.7721	0.2500	977.00	56000.0	9.7960
14.000	828.44	3491.86	485.610	74.776	85.000	0.000	0.0000	1.4868	0.7698	0.2500	975.00	56000.0	9.7959
14.100	841.19	3538.72	488.551	74.746	85.000	0.000	0.0000	1.4966	0.7675	0.2500	973.00	56000.0	9.7957
14.200	854.05	3585.85	491.491	74.715	85.000	0.000	0.0000	1.5065	0.7652	0.2500	971.00	56000.0	9.7956
14.300	867.00	3633.26	494.432	74.685	85.000	0.000	0.0000	1.5164	0.7628	0.2500	969.00	56000.0	9.7954
14.400	880.06	3680.95	497.374	74.655	85.000	0.000	0.0000	1.5263	0.7605	0.2500	967.00	56000.0	9.7953
14.500	893.23	3728.92	500.316	74.625	85.000	0.000	0.0000	1.5362	0.7582	0.2500	965.00	56000.0	9.7952
14.600	906.49	3777.16	503.260	74.596	85.000	0.000	0.0000	1.5462	0.7559	0.2500	963.00	56000.0	9.7950
14.700	919.86	3825.67	506.205	74.566	85.000	0.000	0.0000	1.5562	0.7536	0.2500	961.00	56000.0	9.7949
14.800	933.33	3874.47	509.151	74.537	85.000	0.000	0.0000	1.5662	0.7512	0.2500	959.00	56000.0	9.7947
14.900	946.90	3923.54	512.099	74.507	85.000	0.000	0.0000	1.5762	0.7489	0.2500	957.00	56000.0	9.7946
15.000	960.58	3972.89	515.049	74.478	85.000	0.000	0.0000	1.5862	0.7465	0.2500	955.00	56000.0	9.7944
15.100	974.37	4022.52	518.002	74.449	85.000	0.000	0.0000	1.5963	0.7442	0.2500	953.00	56000.0	9.7943
15.200	988.25	4072.42	520.956	74.420	85.000	0.000	0.0000	1.6064	0.7418	0.2500	951.00	56000.0	9.7941
15.300	1002.25	4122.60	523.913	74.391	85.000	0.000	0.0000	1.6165	0.7395	0.2500	949.00	56000.0	9.7939
15.400	1016.34	4173.06	526.872	74.362	85.000	0.000	0.0000	1.6267	0.7371	0.2500	947.00	56000.0	9.7938
15.500	1030.55	4223.80	529.835	74.333	85.000	0.000	0.0000	1.6369	0.7347	0.2500	945.00	56000.0	9.7936
15.600	1044.85	4274.81	532.801	74.305	85.000	0.000	0.0000	1.6471	0.7323	0.2500	943.00	56000.0	9.7935
15.700	1059.27	4326.11	535.770	74.276	85.000	0.000	0.0000	1.6573	0.7300	0.2500	941.00	56000.0	9.7933
15.800	1073.79	4377.68	538.742	74.248	85.000	0.000	0.0000	1.6676	0.7276	0.2500	939.00	56000.0	9.7932
15.900	1088.41	4429.53	541.719	74.220	85.000	0.000	0.0000	1.6779	0.7252	0.2500	937.00	56000.0	9.7930
16.000	1103.14	4481.66	544.699	74.191	85.000	0.000	0.0000	1.6882	0.7227	0.2500	935.00	56000.0	9.7928
16.100	1117.98	4534.07	547.684	74.163	85.000	0.000	0.0000	1.6986	0.7203	0.2500	933.00	56000.0	9.7927
16.200	1132.93	4586.76	550.673	74.135	85.000	0.000	0.0000	1.7090	0.7179	0.2500	931.00	56000.0	9.7925
16.300	1147.98	4639.73	553.667	74.108	85.000	0.000	0.0000	1.7194	0.7155	0.2500	929.00	56000.0	9.7924
16.400	1163.14	4692.98	556.666	74.080	85.000	0.000	0.0000	1.7299	0.7130	0.2500	927.00	56000.0	9.7922
16.500	1178.41	4746.51	559.670	74.052	85.000	0.000	0.0000	1.7404	0.7106	0.2500	925.00	56000.0	9.7920
16.600	1193.79	4800.32	562.679	74.025	85.000	0.000	0.0000	1.7509	0.7081	0.2500	923.00	56000.0	9.7919
16.700	1209.28	4854.42	565.694	73.997	85.000	0.000	0.0000	1.7615	0.7056	0.2500	921.00	56000.0	9.7917
16.800	1224.87	4908.80	568.715	73.970	85.000	0.000	0.0000	1.7722	0.7032	0.2500	919.00	56000.0	9.7915
16.900	1240.58	4963.46	571.741	73.943	85.000	0.000	0.0000	1.7828	0.7007	0.2500	917.00	56000.0	9.7914
17.000	1256.39	5018.40	574.774	73.915	85.000	0.000	0.0000	1.7935	0.6982	0.2500	915.00	56000.0	9.7912
17.100	1272.32	5073.63	577.814	73.888	85.000	0.000	0.0000	1.8043	0.6957	0.2500	913.00	56000.0	9.7910
17.200	1288.35	5129.14	580.860	73.861	85.000	0.000	0.0000	1.8151	0.6931	0.2500	911.00	56000.0	9.7908
17.300	1304.50	5184.94	583.913	73.835	85.000	0.000	0.0000	1.8259	0.6906	0.2500	909.00	56000.0	9.7907
17.400	1320.75	5241.02	586.974	73.808	85.000	0.000	0.0000	1.8368	0.6881	0.2500	907.00	56000.0	9.7905
17.500	1337.12	5297.39	590.042	73.781	85.000	0.000	0.0000	1.8477	0.6855	0.2500	905.00	56000.0	9.7903
17.600	1353.60	5354.04	593.118	73.755	85.000	0.000	0.0000	1.8587	0.6830	0.2500	903.00	56000.0	9.7902
17.700	1370.20	5410.99	596.202	73.728	85.000	0.000	0.0000	1.8697	0.6804	0.2500	901.00	56000.0	9.7900
17.800	1386.90	5468.22	599.294	73.702	85.000	0.000	0.0000	1.8808	0.6778	0.2500	899.00	56000.0	9.7898
17.900	1403.72	5525.74	602.394	73.676	85.000	0.000	0.0000	1.8919	0.6752	0.2500	897.00	56000.0	9.7896
18.000	1420.65	5583.55	605.504	73.649	85.000	0.000	0.0000	1.9031	0.6726	0.2500	895.00	56000.0	9.7894
18.100	1437.70	5641.65	608.622	73.623	85.000	0.000	0.0000	1.9144	0.6700	0.2500	893.00	56000.0	9.7893
18.200	1454.86	5700.05	611.749	73.597	85.000	0.000	0.0000	1.9256	0.6673	0.2500	891.00	56000.0	9.7891
18.300	1472.13	5758.73	614.886	73.571	85.000	0.000	0.0000	1.9370	0.6647	0.2500	889.00	56000.0	9.7889
18.400	1489.52	5817.71	618.033	73.546	85.000	0.000	0.0000	1.9484	0.6620	0.2500	887.00	56000.0	9.7887
18.500	1507.03	5876.98	621.190	73.520	85.000	0.000	0.0000	1.9598	0.6594	0.2500	885.00	56000.0	9.7885
18.600	1524.65	5936.55	624.357	73.494	85.000	0.000	0.0000	1.9714	0.6567	0.2500	883.00	56000.0	9.7884
18.700	1542.39	5996.41	627.534	73.469	85.000	0.000	0.0000	1.9829	0.6540	0.2500	881.00	56000.0	9.7882
18.800	1560.24	6056.57	630.723	73.443	85.000	0.000	0.0000	1.9946	0.6513	0.2500	879.00	56000.0	9.7880
18.900	1578.22	6117.03	633.922	73.418	85.000	0.000	0.0000	2.0063	0.6490	0.2500	877.00	56000.0	9.7878
19.000	1596.31	6177.78	637.132	73.393	85.000	0.000	0.0000	2.0180	0.6470	0.2500	875.00	56000.0	9.7876
19.100	1614.52	6238.84	640.350	73.368	85.000	0.000	0.0000	2.0299	0.6450	0.2500	873.00	56000.0	9.7874
19.200	1632.85	6300.19	643.578	73.343	85.000	0.000	0.0000	2.0417	0.6430	0.2500	871.00	56000.0	9.7872
19.300	1651.30	6361.85	646.814	73.318	85.000	0.000	0.0000	2.0537	0.6411	0.2500	869.00	56000.0	9.7871
19.400	1669.86	6423.81	650.061	73.293	85.000	0.000	0.0000	2.0656	0.6391	0.2500	867.00	56000.0	9.7869
19.500	1688.55	6486.07	653.317	73.268	85.000	0.000	0.0000	2.0777	0.6371	0.2500	865.00	56000.0	9.7867
19.600	1707.36	6548.64	656.584	73.243	85.000	0.000	0.0000	2.0898	0.6350	0.2500	863.00	56000.0	9.7865
19.700	1726.29	6611.51	659.861	73.219	85.000	0.000	0.0000	2.1020	0.6330	0.2500	861.00	56000.0	9.7863
19.800	1745.34	6674.68	663.148	73.194	85.000	0.000	0.0000	2.1142	0.6310	0.2500	859.00	56000.0	9.7861
19.900	1764.52	6738.17	666.447	73.170	85.000	0.000	0.0000	2.1265	0.6289	0.2500	857.00	56000.0	9.7859
20.000	1783.81	6801.96	669.756	73.145	85.000	0.000	0.0000	2.1389	0.6268	0.2500	855.00	56000.0	9.7857
20.100	1803.23	6866.06	673.078	73.121	85.000	0.000	0.0000	2.1513	0.6248	0.2500	853.00	56000.0	9.7855
20.200	1822.77	6930.46	676.410	73.097	85.000	0.000	0.0000	2.1639	0.6227	0.2500	851.00	56000.0	9.7853
20.300	1842.44	6995.18	679.755	73.073	85.000	0.000	0.0000	2.1764	0.6206	0.2500	849.00	56000.0	9.7851
20.400	1862.23	7060.21	683.112	73.049	85.000	0.000	0.0000	2.1891	0.6185	0.2500	847.00	56000.0	9.7849
20.500	1882.15	7125.56	686.481	73.025	85.000	0.000	0.0000	2.2018	0.6164	0.2500	845.00	56000.0	9.7847
20.600	1902.19	7191.21	689.863	73.001	85.000	0.000	0.0000	2.2146	0.6142	0.2500	843.00	56000.0	9.7845
20.700	1922.36	7257.19	693.258	72.977	85.000	0.000	0.0000	2.2275	0.6121	0.2500	841.00	56000.0	9.7843
20.800	1942.66	7323.47	696.667	72.953	85.000	0.000	0.0000	2.2404	0.6099	0.2500	839.00	56000.0	9.7841
20.900	1963.08	7390.08	700.089	72.930	85.000	0.000	0.0000	2.2535	0.6078	0.2500	837.00	56000.0	9.7839
21.000	1983.63	7457.00	703.525	72.906	85.000	0.000	0.0000	2.2666	0.6056	0.2500	835.00	56000.0	9.7837
21.100	2004.31	7524.25	706.975	72.883	85.000	0.000	0.0000	2.2798	0.6034	0.2500	833.00	56000.0	9.7835
21.200	2025.12	7591.82	710.439	72.860	85.000	0.000	0.0000	2.2930	0.6012	0.2500	831.00	56000.0	9.7833
21.300	2046.05	7659.70	713.918	72.836	85.000	0.000	0.0000	2.3064	0.5989	0.2500	829.00	56000.0	9.7831
21.400	2067.12	7727.92	717.412	72.813	85.000	0.000	0.0000	2.3198	0.5967	0.2500	827.00	56000.0	9.7828
21.500	2088.32	7796.45	720.921	72.790	85.000	0.000	0.0000	2.3333	0.5944	0.2500	825.00	56000.0	9.7826
21.600	2109.65	7865.32	724.445	72.767	85.000	0.000	0.0000	2.3470	0.5922	0.2500	823.00	56000.0	9.7824
