t(c)	V(m/s)
0.000	10.000
0.100	13.485
0.200	16.977
0.300	20.477
0.400	23.985
0.500	27.499
0.600	31.021
0.700	34.549
0.800	38.085
0.900	41.627
1.000	45.177
1.100	48.733
1.200	52.295
1.300	55.864
1.400	59.440
1.500	63.021
1.600	66.610
1.700	70.204
1.800	73.804
1.900	77.411
2.000	81.023
2.100	84.642
2.200	88.266
2.300	91.896
2.400	95.531
2.500	99.172
2.600	102.819
2.700	106.471
2.800	110.128
2.900	113.791
3.000	117.459
3.100	121.132
3.200	124.809
3.300	128.492
3.400	132.180
3.500	135.873
3.600	139.570
3.700	143.272
3.800	146.978
3.900	150.689
4.000	154.405
4.100	158.125
4.200	161.849
4.300	165.577
4.400	169.309
4.500	173.045
4.600	176.786
4.700	180.530
4.800	184.278
4.900	188.030
5.000	191.783
5.100	195.535
5.200	199.285
5.300	203.032
5.400	206.778
5.500	210.520
5.600	214.258
5.700	217.992
5.800	221.722
5.900	225.447
6.000	229.166
6.100	232.878
6.200	236.585
6.300	240.284
6.400	243.975
6.500	247.658
6.600	251.333
6.700	254.998
6.800	258.654
6.900	262.299
7.000	265.933
7.100	269.556
7.200	273.167
7.300	276.761
7.400	280.337
7.500	283.894
7.600	287.432
7.700	290.951
7.800	294.448
7.900	297.924
8.000	301.379
8.100	304.810
8.200	308.220
8.300	311.607
8.400	314.970
8.500	318.310
8.600	321.626
8.700	324.916
8.800	328.182
8.900	331.422
9.000	334.635
9.100	337.823
9.200	340.997
9.300	344.158
9.400	347.305
9.500	350.438
9.600	353.558
9.700	356.664
9.800	359.756
9.900	362.836
10.000	365.903
10.100	368.957
10.200	372.006
10.300	375.051
10.400	378.094
10.500	381.133
10.600	384.169
10.700	387.202
10.800	390.234
10.900	393.262
11.000	396.289
11.100	399.313
11.200	402.335
11.300	405.354
11.400	408.370
11.500	411.382
11.600	414.392
11.700	417.399
11.800	420.404
11.900	423.406
12.000	426.407
12.100	429.405
12.200	432.401
12.300	435.391
12.400	438.376
12.500	441.356
12.600	444.331
12.700	447.300
12.800	450.265
12.900	453.225
13.000	456.180
13.100	459.131
13.200	462.077
13.300	465.022
13.400	467.965
13.500	470.907
13.600	473.849
13.700	476.790
13.800	479.730
13.900	482.670
14.000	485.610
14.100	488.551
14.200	491.491
14.300	494.432
14.400	497.374
14.500	500.316
14.600	503.260
14.700	506.205
14.800	509.151
14.900	512.099
15.000	515.049
15.100	518.002
15.200	520.956
15.300	523.913
15.400	526.872
15.500	529.835
15.600	532.801
15.700	535.770
15.800	538.742
15.900	541.719
16.000	544.699
16.100	547.684
16.200	550.673
16.300	553.667
16.400	556.666
16.500	559.670
16.600	562.679
16.700	565.694
16.800	568.715
16.900	571.741
17.000	574.774
17.100	577.814
17.200	580.860
17.300	583.913
17.400	586.974
17.500	590.042
17.600	593.118
17.700	596.202
17.800	599.294
17.900	602.394
18.000	605.504
18.100	608.622
18.200	611.749
18.300	614.886
18.400	618.033
18.500	621.190
18.600	624.357
18.700	627.534
18.800	630.723
18.900	633.922
19.000	637.132
19.100	640.350
19.200	643.578
19.300	646.814
19.400	650.061
19.500	653.317
19.600	656.584
19.700	659.861
19.800	663.148
19.900	666.447
20.000	669.756
20.100	673.078
20.200	676.410
20.300	679.755
20.400	683.112
20.500	686.481
20.600	689.863
20.700	693.258
20.800	696.667
20.900	700.089
21.000	703.525
21.100	706.975
21.200	710.439
21.300	713.918
21.400	717.412
21.500	720.921
21.600	724.445
21.700	727.986
21.800	731.543
21.900	735.116
22.000	738.705
22.100	742.312
22.200	745.936
22.300	749.578
22.400	753.237
22.500	756.915
22.600	760.611
22.700	764.326
22.800	768.061
22.900	771.814
23.000	775.588
23.100	779.382
23.200	783.196
23.300	787.031
23.400	790.887
23.500	794.760
23.600	798.649
23.700	802.553
23.800	806.472
23.900	810.407
24.000	814.358
24.100	818.325
24.200	822.309
24.300	826.310
24.400	830.328
24.500	834.363
24.600	838.416
24.700	842.488
24.800	846.577
24.900	850.686
25.000	854.813
25.100	858.960
25.200	863.126
25.300	867.312
25.400	871.518
25.500	875.745
25.600	879.992
25.700	884.260
25.800	888.550
25.900	892.872
26.000	897.221
26.100	901.596
26.200	905.999
26.300	910.429
26.400	914.887
26.500	919.373
26.600	923.887
26.700	928.429
26.800	933.000
26.900	937.599
27.000	942.228
27.100	946.886
27.200	951.573
27.300	956.290
27.400	961.037
27.500	965.815
27.600	970.623
27.700	975.461
27.800	980.331
27.900	985.232
28.000	990.164
28.100	995.128
28.200	1000.124
28.300	1005.152
28.400	1010.211
28.500	1015.299
28.600	1020.418
28.700	1025.566
28.800	1030.745
28.900	1035.954
29.000	1041.194
29.100	1046.465
29.200	1051.768
29.300	1057.102
29.400	1062.467
29.500	1067.865
29.600	1073.295
29.700	1078.758
29.800	1084.254
29.900	1089.782
30.000	1095.344
