x(m)	y(m)
516.05	4784.00
516.63	4789.50
517.22	4795.01
517.80	4800.51
518.38	4806.02
518.97	4811.54
519.55	4817.05
520.14	4822.57
520.72	4828.09
521.31	4833.62
521.90	4839.15
522.48	4844.68
523.07	4850.21
523.66	4855.75
524.24	4861.29
524.83	4866.83
525.42	4872.38
526.01	4877.93
526.60	4883.48
527.18	4889.03
527.77	4894.59
528.36	4900.15
528.95	4905.72
529.54	4911.28
530.13	4916.85
530.72	4922.43
531.31	4928.00
531.90	4933.58
532.50	4939.16
533.09	4944.75
533.68	4950.34
534.27	4955.93
534.86	4961.52
535.46	4967.12
536.05	4972.72
536.64	4978.32
537.24	4983.93
537.83	4989.54
538.43	4995.15
539.02	5000.77
539.62	5006.38
540.21	5012.00
540.81	5017.63
541.40	5023.26
542.00	5028.89
542.59	5034.52
543.19	5040.16
543.79	5045.80
544.39	5051.44
544.98	5057.08
545.58	5062.73
546.18	5068.38
546.78	5074.04
547.38	5079.69
547.98	5085.36
548.58	5091.02
549.17	5096.69
549.77	5102.35
550.38	5108.03
550.98	5113.70
551.58	5119.38
552.18	5125.06
552.78	5130.75
553.38	5136.44
553.98	5142.13
554.59	5147.82
555.19	5153.52
555.79	5159.22
556.39	5164.92
557.00	5170.63
557.60	5176.33
558.21	5182.05
558.81	5187.76
559.42	5193.48
560.02	5199.20
560.63	5204.92
561.23	5210.65
561.84	5216.38
562.44	5222.12
563.05	5227.85
563.66	5233.59
564.26	5239.33
564.87	5245.08
565.48	5250.83
566.09	5256.58
566.70	5262.33
567.31	5268.09
567.91	5273.85
568.52	5279.62
569.13	5285.38
569.74	5291.15
570.35	5296.92
570.96	5302.70
571.57	5308.48
572.19	5314.26
572.80	5320.05
573.41	5325.83
574.02	5331.63
574.63	5337.42
575.25	5343.22
575.86	5349.02
576.47	5354.82
577.09	5360.63
577.70	5366.44
578.31	5372.25
578.93	5378.07
579.54	5383.88
580.16	5389.71
580.77	5395.53
581.39	5401.36
582.00	5407.19
582.62	5413.02
583.24	5418.86
583.85	5424.70
584.47	5430.54
585.09	5436.39
585.71	5442.24
586.32	5448.09
586.94	5453.95
587.56	5459.81
588.18	5465.67
588.80	5471.53
589.42	5477.40
590.04	5483.27
590.66	5489.14
591.28	5495.02
591.90	5500.90
592.52	5506.79
593.14	5512.67
593.76	5518.56
594.39	5524.45
595.01	5530.35
595.63	5536.25
596.25	5542.15
596.88	5548.05
597.50	5553.96
598.12	5559.87
598.75	5565.79
599.37	5571.70
600.00	5577.62
600.62	5583.55
601.25	5589.47
601.87	5595.40
602.50	5601.34
603.13	5607.27
603.75	5613.21
604.38	5619.15
605.01	5625.10
605.63	5631.04
606.26	5637.00
606.89	5642.95
607.52	5648.91
608.15	5654.87
608.77	5660.83
609.40	5666.80
610.03	5672.77
610.66	5678.74
611.29	5684.72
611.92	5690.70
612.55	5696.68
613.19	5702.66
613.82	5708.65
614.45	5714.64
615.08	5720.64
615.71	5726.63
616.35	5732.64
616.98	5738.64
617.61	5744.65
618.25	5750.66
618.88	5756.67
619.51	5762.69
620.15	5768.71
620.78	5774.73
621.42	5780.75
622.05	5786.78
622.69	5792.82
623.32	5798.85
623.96	5804.89
624.60	5810.93
625.23	5816.97
625.87	5823.02
626.51	5829.07
627.15	5835.13
627.79	5841.18
628.42	5847.24
629.06	5853.31
629.70	5859.37
630.34	5865.44
630.98	5871.52
631.62	5877.59
632.26	5883.67
632.90	5889.75
633.54	5895.84
634.18	5901.93
634.82	5908.02
635.47	5914.11
636.11	5920.21
636.75	5926.31
637.39	5932.42
638.04	5938.52
638.68	5944.63
639.32	5950.75
639.97	5956.86
640.61	5962.98
641.26	5969.11
641.90	5975.23
642.55	5981.36
643.19	5987.49
643.84	5993.63
644.48	5999.77
645.13	6005.91
645.78	6012.06
646.42	6018.20
647.07	6024.36
647.72	6030.51
648.37	6036.67
649.02	6042.83
649.66	6048.99
650.31	6055.16
650.96	6061.33
651.61	6067.50
652.26	6073.68
652.91	6079.86
653.56	6086.04
654.21	6092.23
654.86	6098.42
655.52	6104.61
656.17	6110.81
656.82	6117.01
657.47	6123.21
658.12	6129.41
658.78	6135.62
659.43	6141.84
660.08	6148.05
660.74	6154.27
661.39	6160.49
662.05	6166.71
662.70	6172.94
663.36	6179.17
664.01	6185.41
664.67	6191.64
665.32	6197.88
665.98	6204.13
666.64	6210.37
667.29	6216.62
667.95	6222.88
668.61	6229.13
669.27	6235.39
669.93	6241.66
670.58	6247.92
671.24	6254.19
671.90	6260.46
672.56	6266.74
673.22	6273.02
673.88	6279.30
674.54	6285.59
675.20	6291.87
675.86	6298.17
676.53	6304.46
677.19	6310.76
677.85	6317.06
678.51	6323.36
679.17	6329.67
679.84	6335.98
680.50	6342.30
681.16	6348.61
681.83	6354.93
682.49	6361.26
683.16	6367.59
683.82	6373.92
684.49	6380.25
685.15	6386.59
685.82	6392.93
686.48	6399.27
687.15	6405.62
687.82	6411.96
688.48	6418.32
689.15	6424.67
689.82	6431.03
690.49	6437.40
691.16	6443.76
691.82	6450.13
692.49	6456.50
693.16	6462.88
693.83	6469.26
694.50	6475.64
695.17	6482.02
695.84	6488.41
696.51	6494.80
697.18	6501.20
697.86	6507.60
698.53	6514.00
699.20	6520.40
699.87	6526.81
700.54	6533.22
701.22	6539.64
701.89	6546.05
702.56	6552.47
703.24	6558.90
703.91	6565.33
704.59	6571.76
705.26	6578.19
705.94	6584.63
706.61	6591.07
707.29	6597.51
707.97	6603.96
708.64	6610.41
709.32	6616.86
710.00	6623.32
710.67	6629.78
711.35	6636.24
712.03	6642.71
712.71	6649.18
713.39	6655.65
714.07	6662.13
714.75	6668.61
715.43	6675.09
716.11	6681.58
716.79	6688.06
717.47	6694.56
718.15	6701.05
718.83	6707.55
719.51	6714.05
720.19	6720.56
720.87	6727.07
721.56	6733.58
722.24	6740.10
722.92	6746.62
723.61	6753.14
724.29	6759.66
724.97	6766.19
725.66	6772.72
726.34	6779.26
727.03	6785.80
727.71	6792.34
728.40	6798.88
729.09	6805.43
729.77	6811.98
730.46	6818.54
731.15	6825.10
731.83	6831.66
732.52	6838.22
733.21	6844.79
733.90	6851.36
734.59	6857.94
735.28	6864.52
735.97	6871.10
736.65	6877.68
737.34	6884.27
738.03	6890.86
738.73	6897.46
739.42	6904.05
740.11	6910.66
740.80	6917.26
741.49	6923.87
742.18	6930.48
742.88	6937.09
743.57	6943.71
744.26	6950.33
744.96	6956.96
745.65	6963.58
746.34	6970.22
747.04	6976.85
747.73	6983.49
748.43	6990.13
749.12	6996.77
749.82	7003.42
750.52	7010.07
751.21	7016.73
751.91	7023.38
752.61	7030.04
753.30	7036.71
754.00	7043.38
754.70	7050.05
755.40	7056.72
756.10	7063.40
756.79	7070.08
757.49	7076.77
758.19	7083.45
758.89	7090.14
759.59	7096.84
760.29	7103.54
761.00	7110.24
761.70	7116.94
762.40	7123.65
763.10	7130.36
763.80	7137.07
764.50	7143.79
765.21	7150.51
765.91	7157.24
766.61	7163.97
767.32	7170.70
768.02	7177.43
768.73	7184.17
769.43	7190.91
770.14	7197.66
770.84	7204.40
771.55	7211.16
772.25	7217.91
772.96	7224.67
773.67	7231.43
774.38	7238.19
775.08	7244.96
775.79	7251.73
776.50	7258.51
777.21	7265.29
777.92	7272.07
778.62	7278.85
779.33	7285.64
780.04	7292.44
780.75	7299.23
781.46	7306.03
782.18	7312.83
782.89	7319.64
783.60	7326.45
784.31	7333.26
785.02	7340.07
785.73	7346.89
786.45	7353.71
787.16	7360.54
787.87	7367.37
788.59	7374.20
789.30	7381.04
790.02	7387.88
790.73	7394.72
791.45	7401.57
792.16	7408.42
792.88	7415.27
793.59	7422.13
794.31	7428.99
795.03	7435.85
795.74	7442.72
796.46	7449.59
797.18	7456.46
797.90	7463.34
798.61	7470.22
799.33	7477.10
800.05	7483.99
800.77	7490.88
801.49	7497.77
802.21	7504.67
802.93	7511.57
803.65	7518.47
804.37	7525.38
805.09	7532.29
805.82	7539.21
806.54	7546.12
807.26	7553.05
807.98	7559.97
808.71	7566.90
809.43	7573.83
810.15	7580.77
810.88	7587.70
811.60	7594.65
812.33	7601.59
813.05	7608.54
813.78	7615.49
814.50	7622.45
815.23	7629.41
815.95	7636.37
816.68	7643.34
817.41	7650.31
818.13	7657.28
818.86	7664.26
819.59	7671.24
820.32	7678.22
821.05	7685.21
821.78	7692.20
822.51	7699.19
823.24	7706.19
823.97	7713.19
824.70	7720.19
825.43	7727.20
826.16	7734.21
826.89	7741.23
827.62	7748.24
828.35	7755.27
829.08	7762.29
829.82	7769.32
830.55	7776.35
831.28	7783.39
832.02	7790.43
832.75	7797.47
833.49	7804.51
834.22	7811.56
834.96	7818.62
835.69	7825.67
836.43	7832.73
837.16	7839.80
837.90	7846.86
838.64	7853.93
839.37	7861.01
840.11	7868.09
840.85	7875.17
841.59	7882.25
842.33	7889.34
843.06	7896.43
843.80	7903.53
844.54	7910.62
845.28	7917.73
846.02	7924.83
846.76	7931.94
847.50	7939.05
848.25	7946.17
848.99	7953.29
849.73	7960.41
850.47	7967.54
851.21	7974.67
851.96	7981.80
852.70	7988.94
853.44	7996.08
854.19	8003.22
854.93	8010.37
855.68	8017.52
856.42	8024.68
857.17	8031.84
857.91	8039.00
858.66	8046.16
859.40	8053.33
860.15	8060.50
860.90	8067.68
861.64	8074.86
862.39	8082.04
863.14	8089.23
863.89	8096.42
864.64	8103.61
865.39	8110.81
866.14	8118.01
866.89	8125.22
867.64	8132.42
868.39	8139.64
869.14	8146.85
869.89	8154.07
870.64	8161.29
871.39	8168.52
872.14	8175.75
872.90	8182.98
873.65	8190.22
874.40	8197.46
875.16	8204.70
875.91	8211.95
876.66	8219.20
877.42	8226.45
878.17	8233.71
878.93	8240.97
879.68	8248.24
880.44	8255.51
881.20	8262.78
881.95	8270.06
882.71	8277.34
883.47	8284.62
884.22	8291.91
884.98	8299.20
885.74	8306.49
886.50	8313.79
887.26	8321.09
888.02	8328.39
888.78	8335.70
889.54	8343.01
890.30	8350.33
891.06	8357.65
891.82	8364.97
892.58	8372.30
893.34	8379.63
894.11	8386.96
894.87	8394.30
895.63	8401.64
896.39	8408.99
897.16	8416.33
897.92	8423.69
898.69	8431.04
899.45	8438.40
900.22	8445.76
900.98	8453.13
901.75	8460.50
902.51	8467.87
903.28	8475.25
904.05	8482.63
904.81	8490.02
905.58	8497.40
906.35	8504.80
907.12	8512.19
907.89	8519.59
908.65	8526.99
909.42	8534.40
910.19	8541.81
910.96	8549.22
911.73	8556.64
912.50	8564.06
913.28	8571.49
914.05	8578.92
914.82	8586.35
915.59	8593.78
916.36	8601.22
917.14	8608.67
917.91	8616.11
918.68	8623.56
919.46	8631.02
920.23	8638.48
921.00	8645.94
921.78	8653.40
922.56	8660.87
923.33	8668.35
924.11	8675.82
924.88	8683.30
925.66	8690.79
926.44	8698.27
927.21	8705.76
927.99	8713.26
928.77	8720.76
929.55	8728.26
930.33	8735.77
931.11	8743.28
931.89	8750.79
932.67	8758.31
933.45	8765.83
934.23	8773.35
935.01	8780.88
935.79	8788.41
936.57	8795.95
937.35	8803.49
938.14	8811.03
938.92	8818.58
939.70	8826.13
940.48	8833.68
941.27	8841.24
942.05	8848.80
942.84	8856.37
943.62	8863.94
944.41	8871.51
945.19	8879.09
945.98	8886.67
946.77	8894.25
947.55	8901.84
948.34	8909.43
949.13	8917.03
949.91	8924.63
950.70	8932.23
951.49	8939.84
952.28	8947.45
953.07	8955.06
953.86	8962.68
954.65	8970.30
955.44	8977.93
956.23	8985.55
957.02	8993.19
957.81	9000.83
958.61	9008.47
959.40	9016.11
960.19	9023.76
960.98	9031.41
961.78	9039.07
962.57	9046.73
963.36	9054.39
964.16	9062.06
964.95	9069.73
965.75	9077.40
966.54	9085.08
967.34	9092.76
968.14	9100.45
968.93	9108.14
969.73	9115.83
970.53	9123.53
971.32	9131.23
972.12	9138.94
972.92	9146.65
973.72	9154.36
974.52	9162.08
975.32	9169.80
976.12	9177.52
976.92	9185.25
977.72	9192.98
978.52	9200.72
979.32	9208.46
980.12	9216.20
980.92	9223.95
981.73	9231.70
982.53	9239.45
983.33	9247.21
984.14	9254.98
984.94	9262.74
985.75	9270.51
986.55	9278.29
987.36	9286.07
988.16	9293.85
988.97	9301.63
989.77	9309.42
990.58	9317.22
991.39	9325.01
992.19	9332.82
993.00	9340.62
993.81	9348.43
994.62	9356.24
995.43	9364.06
996.24	9371.88
997.05	9379.70
997.85	9387.53
998.67	9395.37
999.48	9403.20
1000.29	9411.04
1001.10	9418.89
1001.91	9426.73
1002.72	9434.59
1003.53	9442.44
1004.35	9450.30
1005.16	9458.16
1005.97	9466.03
1006.79	9473.90
1007.60	9481.78
1008.42	9489.66
1009.23	9497.54
1010.05	9505.43
1010.86	9513.32
1011.68	9521.21
1012.50	9529.11
1013.31	9537.01
1014.13	9544.92
1014.95	9552.83
1015.77	9560.74
1016.59	9568.66
1017.41	9576.58
1018.22	9584.51
1019.04	9592.44
1019.86	9600.37
1020.68	9608.31
1021.51	9616.25
1022.33	9624.20
1023.15	9632.15
1023.97	9640.10
1024.79	9648.06
1025.62	9656.02
1026.44	9663.99
1027.26	9671.95
1028.09	9679.93
1028.91	9687.91
1029.73	9695.89
1030.56	9703.87
1031.38	9711.86
1032.21	9719.85
1033.04	9727.85
1033.86	9735.85
1034.69	9743.86
1035.52	9751.86
1036.35	9759.88
1037.17	9767.89
1038.00	9775.91
1038.83	9783.94
1039.66	9791.97
1040.49	9800.00
1041.32	9808.04
1042.15	9816.08
1042.98	9824.12
1043.81	9832.17
1044.64	9840.22
1045.47	9848.28
1046.31	9856.34
1047.14	9864.40
1047.97	9872.47
1048.81	9880.54
1049.64	9888.62
1050.47	9896.70
1051.31	9904.78
1052.14	9912.87
1052.98	9920.96
1053.81	9929.06
1054.65	9937.16
1055.49	9945.26
1056.32	9953.37
1057.16	9961.48
1058.00	9969.60
1058.84	9977.72
1059.67	9985.84
1060.51	9993.97
1061.35	10002.10
1062.19	10010.24
1063.03	10018.38
1063.87	10026.52
1064.71	10034.67
1065.55	10042.82
1066.39	10050.98
1067.24	10059.14
1068.08	10067.30
1068.92	10075.47
1069.76	10083.65
1070.61	10091.82
1071.45	10100.00
1072.30	10108.19
1073.14	10116.37
1073.99	10124.57
1074.83	10132.76
1075.68	10140.96
1076.52	10149.17
1077.37	10157.38
1078.22	10165.59
1079.06	10173.81
1079.91	10182.03
1080.76	10190.25
1081.61	10198.48
1082.46	10206.71
1083.30	10214.95
1084.15	10223.19
1085.00	10231.44
1085.85	10239.69
1086.71	10247.94
1087.56	10256.20
1088.41	10264.46
1089.26	10272.72
1090.11	10280.99
1090.97	10289.27
1091.82	10297.54
1092.67	10305.82
1093.53	10314.11
1094.38	10322.40
1095.23	10330.69
1096.09	10338.99
1096.95	10347.29
1097.80	10355.60
1098.66	10363.91
1099.51	10372.22
1100.37	10380.54
1101.23	10388.87
1102.09	10397.19
1102.94	10405.52
1103.80	10413.86
1104.66	10422.20
1105.52	10430.54
1106.38	10438.89
1107.24	10447.24
1108.10	10455.59
1108.96	10463.95
1109.82	10472.32
1110.69	10480.68
1111.55	10489.06
1112.41	10497.43
1113.27	10505.81
1114.14	10514.20
1115.00	10522.58
1115.86	10530.98
1116.73	10539.37
1117.59	10547.77
1118.46	10556.18
1119.33	10564.59
1120.19	10573.00
1121.06	10581.42
1121.92	10589.84
1122.79	10598.26
1123.66	10606.69
1124.53	10615.13
1125.40	10623.57
1126.27	10632.01
1127.13	10640.45
1128.00	10648.90
1128.87	10657.36
1129.74	10665.82
1130.62	10674.28
1131.49	10682.75
1132.36	10691.22
1133.23	10699.69
1134.10	10708.17
1134.98	10716.66
1135.85	10725.14
1136.72	10733.64
1137.60	10742.13
1138.47	10750.63
1139.35	10759.14
1140.22	10767.65
1141.10	10776.16
1141.97	10784.68
1142.85	10793.20
1143.73	10801.72
1144.60	10810.25
1145.48	10818.79
1146.36	10827.33
1147.24	10835.87
1148.12	10844.41
1149.00	10852.96
1149.88	10861.52
1150.76	10870.08
1151.64	10878.64
1152.52	10887.21
1153.40	10895.78
1154.28	10904.36
1155.16	10912.94
1156.05	10921.52
1156.93	10930.11
1157.81	10938.70
1158.70	10947.30
1159.58	10955.90
1160.46	10964.51
1161.35	10973.12
1162.23	10981.73
1163.12	10990.35
1164.01	10998.97
1164.89	11007.60
1165.78	11016.23
1166.67	11024.86
1167.56	11033.50
1168.44	11042.15
1169.33	11050.79
1170.22	11059.45
1171.11	11068.10
1172.00	11076.76
1172.89	11085.43
1173.78	11094.10
1174.67	11102.77
1175.56	11111.45
1176.46	11120.13
1177.35	11128.82
1178.24	11137.51
1179.13	11146.20
1180.03	11154.90
1180.92	11163.61
1181.82	11172.31
1182.71	11181.03
1183.61	11189.74
1184.50	11198.46
1185.40	11207.19
1186.29	11215.92
1187.19	11224.65
1188.09	11233.39
1188.99	11242.13
1189.88	11250.88
1190.78	11259.63
1191.68	11268.39
1192.58	11277.14
1193.48	11285.91
1194.38	11294.68
1195.28	11303.45
1196.18	11312.23
1197.08	11321.01
1197.99	11329.79
1198.89	11338.58
1199.79	11347.38
1200.69	11356.18
1201.60	11364.98
1202.50	11373.79
1203.41	11382.60
1204.31	11391.41
1205.21	11400.24
1206.12	11409.06
1207.03	11417.89
1207.93	11426.72
1208.84	11435.56
1209.75	11444.40
1210.65	11453.25
1211.56	11462.10
1212.47	11470.96
1213.38	11479.82
1214.29	11488.68
1215.20	11497.55
1216.11	11506.42
1217.02	11515.30
1217.93	11524.18
1218.84	11533.07
1219.75	11541.96
1220.67	11550.85
1221.58	11559.75
1222.49	11568.66
1223.41	11577.57
1224.32	11586.48
1225.24	11595.40
1226.15	11604.32
1227.07	11613.24
1227.98	11622.17
1228.90	11631.11
1229.81	11640.05
1230.73	11648.99
1231.65	11657.94
1232.57	11666.89
1233.48	11675.85
1234.40	11684.81
1235.32	11693.78
1236.24	11702.75
1237.16	11711.72
1238.08	11720.70
1239.00	11729.69
1239.92	11738.67
1240.85	11747.67
1241.77	11756.66
1242.69	11765.67
1243.61	11774.67
1244.54	11783.68
1245.46	11792.70
1246.38	11801.72
1247.31	11810.74
1248.23	11819.77
1249.16	11828.80
1250.09	11837.84
1251.01	11846.88
1251.94	11855.93
1252.87	11864.98
1253.79	11874.04
1254.72	11883.10
1255.65	11892.16
1256.58	11901.23
1257.51	11910.31
1258.44	11919.38
1259.37	11928.47
1260.30	11937.55
1261.23	11946.65
1262.16	11955.74
1263.10	11964.84
1264.03	11973.95
1264.96	11983.06
1265.89	11992.17
1266.83	12001.29
1267.76	12010.42
1268.70	12019.55
1269.63	12028.68
1270.57	12037.82
1271.50	12046.96
1272.44	12056.10
1273.38	12065.26
1274.31	12074.41
1275.25	12083.57
1276.19	12092.74
1277.13	12101.91
1278.07	12111.08
1279.01	12120.26
1279.95	12129.44
1280.89	12138.63
1281.83	12147.82
1282.77	12157.02
1283.71	12166.22
1284.65	12175.43
1285.60	12184.64
1286.54	12193.85
1287.48	12203.07
1288.43	12212.30
1289.37	12221.53
1290.32	12230.76
1291.26	12240.00
1292.21	12249.24
1293.15	12258.49
1294.10	12267.74
1295.05	12277.00
1295.99	12286.26
1296.94	12295.53
1297.89	12304.80
1298.84	12314.07
1299.79	12323.35
1300.74	12332.64
1301.69	12341.93
1302.64	12351.22
1303.59	12360.52
1304.54	12369.83
1305.49	12379.13
1306.45	12388.45
1307.40	12397.76
1308.35	12407.09
1309.31	12416.41
1310.26	12425.75
1311.21	12435.08
1312.17	12444.42
1313.13	12453.77
1314.08	12463.12
1315.04	12472.47
1315.99	12481.83
1316.95	12491.20
1317.91	12500.57
1318.87	12509.94
1319.83	12519.32
1320.79	12528.70
1321.75	12538.09
1322.71	12547.48
1323.67	12556.88
1324.63	12566.28
1325.59	12575.69
1326.55	12585.10
1327.51	12594.52
1328.48	12603.94
1329.44	12613.37
1330.40	12622.80
1331.37	12632.23
1332.33	12641.67
1333.30	12651.12
1334.26	12660.57
1335.23	12670.02
1336.19	12679.48
1337.16	12688.95
1338.13	12698.41
1339.10	12707.89
1340.06	12717.37
1341.03	12726.85
1342.00	12736.34
1342.97	12745.83
1343.94	12755.33
1344.91	12764.83
1345.88	12774.34
1346.85	12783.85
1347.83	12793.37
1348.80	12802.89
1349.77	12812.41
1350.74	12821.94
1351.72	12831.48
1352.69	12841.02
1353.67	12850.57
1354.64	12860.12
1355.62	12869.67
1356.59	12879.23
1357.57	12888.80
1358.55	12898.37
1359.53	12907.94
1360.50	12917.52
1361.48	12927.10
1362.46	12936.69
1363.44	12946.29
1364.42	12955.89
1365.40	12965.49
1366.38	12975.10
1367.36	12984.71
1368.34	12994.33
1369.33	13003.95
1370.31	13013.58
1371.29	13023.21
1372.27	13032.85
1373.26	13042.49
1374.24	13052.14
1375.23	13061.79
1376.21	13071.45
1377.20	13081.11
1378.19	13090.78
1379.17	13100.45
1380.16	13110.13
1381.15	13119.81
1382.14	13129.50
1383.12	13139.19
1384.11	13148.89
1385.10	13158.59
1386.09	13168.29
1387.08	13178.00
1388.07	13187.72
1389.07	13197.44
1390.06	13207.17
1391.05	13216.90
1392.04	13226.64
1393.04	13236.38
1394.03	13246.12
1395.03	13255.87
1396.02	13265.63
1397.02	13275.39
1398.01	13285.15
1399.01	13294.93
1400.00	13304.70
1401.00	13314.48
1402.00	13324.27
1403.00	13334.06
1404.00	13343.85
1404.99	13353.65
1405.99	13363.46
1406.99	13373.27
1408.00	13383.08
1409.00	13392.91
1410.00	13402.73
1411.00	13412.56
1412.00	13422.40
1413.01	13432.24
1414.01	13442.08
1415.01	13451.93
1416.02	13461.79
1417.02	13471.65
1418.03	13481.51
1419.03	13491.39
1420.04	13501.26
1421.05	13511.14
1422.05	13521.03
1423.06	13530.92
1424.07	13540.81
1425.08	13550.71
1426.09	13560.62
1427.10	13570.53
1428.11	13580.45
1429.12	13590.37
1430.13	13600.29
1431.14	13610.23
1432.15	13620.16
1433.17	13630.10
1434.18	13640.05
1435.19	13650.00
1436.21	13659.96
1437.22	13669.92
1438.24	13679.89
1439.25	13689.86
1440.27	13699.83
1441.28	13709.82
1442.30	13719.80
1443.32	13729.80
1444.34	13739.79
1445.35	13749.80
1446.37	13759.80
1447.39	13769.82
1448.41	13779.83
1449.43	13789.86
1450.45	13799.88
1451.48	13809.92
1452.50	13819.96
1453.52	13830.00
1454.54	13840.05
1455.57	13850.10
1456.59	13860.16
1457.61	13870.22
1458.64	13880.29
1459.67	13890.37
1460.69	13900.45
1461.72	13910.53
1462.74	13920.62
1463.77	13930.72
1464.80	13940.82
1465.83	13950.92
1466.86	13961.03
1467.89	13971.15
1468.92	13981.27
1469.95	13991.39
1470.98	14001.53
1472.01	14011.66
1473.04	14021.80
1474.07	14031.95
1475.10	14042.10
1476.14	14052.26
1477.17	14062.42
1478.21	14072.59
1479.24	14082.76
1480.28	14092.94
1481.31	14103.12
1482.35	14113.31
1483.39	14123.50
1484.42	14133.70
1485.46	14143.91
1486.50	14154.12
1487.54	14164.33
1488.58	14174.55
1489.62	14184.78
1490.66	14195.01
1491.70	14205.24
1492.74	14215.48
1493.78	14225.73
1494.82	14235.98
1495.87	14246.24
1496.91	14256.50
1497.95	14266.77
1499.00	14277.04
1500.04	14287.32
1501.09	14297.60
1502.13	14307.89
1503.18	14318.18
1504.23	14328.48
1505.27	14338.78
1506.32	14349.09
1507.37	14359.41
1508.42	14369.73
1509.47	14380.05
1510.52	14390.38
1511.57	14400.72
1512.62	14411.06
1513.67	14421.41
1514.72	14431.76
1515.78	14442.12
1516.83	14452.48
1517.88	14462.85
1518.94	14473.22
1519.99	14483.60
1521.05	14493.98
1522.10	14504.37
1523.16	14514.76
1524.21	14525.16
1525.27	14535.57
1526.33	14545.98
1527.39	14556.40
1528.45	14566.82
1529.50	14577.24
1530.56	14587.67
1531.62	14598.11
1532.68	14608.55
1533.75	14619.00
1534.81	14629.46
1535.87	14639.92
1536.93	14650.38
1538.00	14660.85
1539.06	14671.32
1540.12	14681.80
1541.19	14692.29
1542.25	14702.78
1543.32	14713.28
1544.39	14723.78
1545.45	14734.29
1546.52	14744.80
1547.59	14755.32
1548.66	14765.84
1549.73	14776.37
1550.79	14786.90
1551.86	14797.44
1552.94	14807.99
1554.01	14818.54
1555.08	14829.10
1556.15	14839.66
1557.22	14850.23
1558.30	14860.80
1559.37	14871.38
1560.44	14881.96
1561.52	14892.55
1562.59	14903.14
1563.67	14913.74
1564.75	14924.35
1565.82	14934.96
1566.90	14945.57
1567.98	14956.20
1569.06	14966.82
1570.13	14977.46
1571.21	14988.09
1572.29	14998.74
1573.37	15009.39
1574.45	15020.04
1575.54	15030.70
1576.62	15041.37
1577.70	15052.04
1578.78	15062.71
1579.87	15073.40
1580.95	15084.08
1582.04	15094.78
1583.12	15105.48
1584.21	15116.18
1585.29	15126.89
1586.38	15137.61
1587.47	15148.33
1588.56	15159.05
1589.64	15169.79
1590.73	15180.52
1591.82	15191.27
1592.91	15202.01
1594.00	15212.77
1595.09	15223.53
1596.19	15234.29
1597.28	15245.06
1598.37	15255.84
1599.46	15266.62
1600.56	15277.41
1601.65	15288.20
1602.75	15299.00
1603.84	15309.81
1604.94	15320.62
1606.03	15331.43
1607.13	15342.25
1608.23	15353.08
1609.33	15363.91
1610.42	15374.75
1611.52	15385.59
1612.62	15396.44
1613.72	15407.30
1614.82	15418.16
1615.92	15429.02
1617.03	15439.89
1618.13	15450.77
1619.23	15461.66
1620.33	15472.54
1621.44	15483.44
1622.54	15494.34
1623.65	15505.24
1624.75	15516.15
1625.86	15527.07
1626.97	15537.99
1628.07	15548.92
1629.18	15559.86
1630.29	15570.79
1631.40	15581.74
1632.51	15592.69
1633.62	15603.65
1634.73	15614.61
1635.84	15625.58
