N	t(c)	m(kg)	P(H)	V(m/s)	M	Cxa	alpha(grad)	theta_c(grad)	Cya_alpha	omega_z(1/s)	theta(grad)	y(m)	x(m)	g(m/s2)	x_dotc(m/s)	y_dotc(m/s)	V_dot(m/s2)
1	0.000	1255.00	56000.0	10.000	0.0294	0.3000	0.00	85.00	0.2500	0.0000	85.00	0.00	0.00	9.8066	0.872	9.962	34.849
2	0.010	1254.80	56000.0	10.348	0.0304	0.3000	0.00	84.95	0.2500	0.0000	85.00	0.10	0.01	9.8066	0.911	10.308	34.856
3	0.020	1254.60	56000.0	10.697	0.0314	0.3000	0.00	84.90	0.2500	0.0000	85.00	0.20	0.02	9.8066	0.950	10.655	34.864
4	0.030	1254.40	56000.0	11.046	0.0325	0.3000	0.00	84.86	0.2500	0.0000	85.00	0.31	0.03	9.8066	0.990	11.001	34.872
5	0.040	1254.20	56000.0	11.394	0.0335	0.3000	0.00	84.81	0.2500	0.0000	85.00	0.42	0.04	9.8066	1.031	11.348	34.879
6	0.050	1254.00	56000.0	11.743	0.0345	0.3000	0.00	84.77	0.2500	0.0000	85.00	0.53	0.05	9.8066	1.071	11.694	34.887
7	0.060	1253.80	56000.0	12.092	0.0355	0.3000	0.00	84.72	0.2500	0.0000	85.00	0.65	0.06	9.8066	1.112	12.041	34.894
8	0.070	1253.60	56000.0	12.441	0.0366	0.3000	0.00	84.68	0.2500	0.0000	85.00	0.77	0.07	9.8066	1.154	12.387	34.902
9	0.080	1253.40	56000.0	12.790	0.0376	0.3000	0.00	84.64	0.2500	0.0000	85.00	0.89	0.08	9.8066	1.195	12.734	34.909
10	0.090	1253.20	56000.0	13.139	0.0386	0.3000	0.00	84.60	0.2500	0.0000	85.00	1.02	0.09	9.8066	1.237	13.081	34.917
11	0.100	1253.00	56000.0	13.488	0.0396	0.3000	0.00	84.56	0.2500	0.0000	85.00	1.15	0.11	9.8066	1.279	13.427	34.924
12	0.110	1252.80	56000.0	13.838	0.0407	0.3000	0.00	84.52	0.2500	0.0000	85.00	1.29	0.12	9.8066	1.322	13.774	34.932
13	0.120	1252.60	56000.0	14.187	0.0417	0.3000	0.00	84.48	0.2500	0.0000	85.00	1.42	0.13	9.8066	1.365	14.121	34.939
14	0.130	1252.40	56000.0	14.536	0.0427	0.3000	0.00	84.44	0.2500	0.0000	85.00	1.57	0.14	9.8066	1.408	14.468	34.946
15	0.140	1252.20	56000.0	14.886	0.0437	0.3000	0.00	84.40	0.2500	0.0000	85.00	1.71	0.16	9.8066	1.452	14.815	34.954
16	0.150	1252.00	56000.0	15.235	0.0448	0.3000	0.00	84.37	0.2500	0.0000	85.00	1.86	0.17	9.8066	1.496	15.162	34.961
17	0.160	1251.80	56000.0	15.585	0.0458	0.3000	0.00	84.33	0.2500	0.0000	85.00	2.01	0.19	9.8066	1.540	15.509	34.969
18	0.170	1251.60	56000.0	15.935	0.0468	0.3000	0.00	84.29	0.2500	0.0000	85.00	2.16	0.20	9.8066	1.584	15.856	34.976
19	0.180	1251.40	56000.0	16.284	0.0479	0.3000	0.00	84.26	0.2500	0.0000	85.00	2.32	0.22	9.8066	1.629	16.203	34.983
20	0.190	1251.20	56000.0	16.634	0.0489	0.3000	0.00	84.22	0.2500	0.0000	85.00	2.49	0.24	9.8066	1.674	16.550	34.991
21	0.200	1251.00	56000.0	16.984	0.0499	0.3000	0.00	84.19	0.2500	0.0000	85.00	2.65	0.25	9.8066	1.719	16.897	34.998
22	0.210	1250.80	56000.0	17.334	0.0509	0.3000	0.00	84.16	0.2500	0.0000	85.00	2.82	0.27	9.8066	1.765	17.244	35.005
23	0.220	1250.60	56000.0	17.684	0.0520	0.3000	0.00	84.12	0.2500	0.0000	85.00	2.99	0.29	9.8066	1.810	17.591	35.013
24	0.230	1250.40	56000.0	18.034	0.0530	0.3000	0.00	84.09	0.2500	0.0000	85.00	3.17	0.31	9.8066	1.856	17.938	35.020
25	0.240	1250.20	56000.0	18.384	0.0540	0.3000	0.00	84.06	0.2500	0.0000	85.00	3.35	0.32	9.8066	1.903	18.286	35.027
26	0.250	1250.00	56000.0	18.735	0.0551	0.3000	0.00	84.03	0.2500	0.0000	85.00	3.53	0.34	9.8066	1.949	18.633	35.035
27	0.260	1249.80	56000.0	19.085	0.0561	0.3000	0.00	84.00	0.2500	0.0000	85.00	3.72	0.36	9.8066	1.996	18.980	35.042
28	0.270	1249.60	56000.0	19.435	0.0571	0.3000	0.00	83.97	0.2500	0.0000	85.00	3.91	0.38	9.8066	2.043	19.328	35.049
29	0.280	1249.40	56000.0	19.786	0.0581	0.3000	0.00	83.94	0.2500	0.0000	85.00	4.10	0.40	9.8066	2.090	19.675	35.056
30	0.290	1249.20	56000.0	20.136	0.0592	0.3000	0.00	83.91	0.2500	0.0000	85.00	4.30	0.42	9.8066	2.138	20.023	35.064
31	0.300	1249.00	56000.0	20.487	0.0602	0.3000	0.00	83.88	0.2500	0.0000	85.00	4.50	0.45	9.8066	2.186	20.370	35.071
32	0.310	1248.80	56000.0	20.838	0.0612	0.3000	0.00	83.85	0.2500	0.0000	85.00	4.70	0.47	9.8066	2.234	20.718	35.078
33	0.320	1248.60	56000.0	21.189	0.0623	0.3000	0.00	83.82	0.2500	0.0000	85.00	4.91	0.49	9.8066	2.282	21.065	35.085
34	0.330	1248.40	56000.0	21.539	0.0633	0.3000	0.00	83.79	0.2500	0.0000	85.00	5.12	0.51	9.8066	2.330	21.413	35.093
35	0.340	1248.20	56000.0	21.890	0.0643	0.3000	0.00	83.76	0.2500	0.0000	85.00	5.33	0.54	9.8066	2.379	21.761	35.100
36	0.350	1248.00	56000.0	22.241	0.0654	0.3000	0.00	83.73	0.2500	0.0000	85.00	5.55	0.56	9.8066	2.428	22.108	35.107
37	0.360	1247.80	56000.0	22.592	0.0664	0.3000	0.00	83.71	0.2500	0.0000	85.00	5.77	0.58	9.8066	2.477	22.456	35.114
38	0.370	1247.60	56000.0	22.944	0.0674	0.3000	0.00	83.68	0.2500	0.0000	85.00	6.00	0.61	9.8066	2.526	22.804	35.121
39	0.380	1247.40	56000.0	23.295	0.0685	0.3000	0.00	83.65	0.2500	0.0000	85.00	6.22	0.63	9.8066	2.576	23.152	35.128
40	0.390	1247.20	56000.0	23.646	0.0695	0.3000	0.00	83.62	0.2500	0.0000	85.00	6.46	0.66	9.8066	2.626	23.500	35.136
41	0.400	1247.00	56000.0	23.997	0.0705	0.3000	0.00	83.60	0.2500	0.0000	85.00	6.69	0.69	9.8066	2.676	23.848	35.143
42	0.410	1246.80	56000.0	24.349	0.0716	0.3000	0.00	83.57	0.2500	0.0000	85.00	6.93	0.71	9.8066	2.726	24.196	35.150
43	0.420	1246.60	56000.0	24.700	0.0726	0.3000	0.00	83.55	0.2500	0.0000	85.00	7.17	0.74	9.8066	2.776	24.544	35.157
44	0.430	1246.40	56000.0	25.052	0.0736	0.3000	0.00	83.52	0.2500	0.0000	85.00	7.42	0.77	9.8066	2.827	24.892	35.164
45	0.440	1246.20	56000.0	25.404	0.0747	0.3000	0.00	83.50	0.2500	0.0000	85.00	7.67	0.80	9.8066	2.878	25.240	35.171
46	0.450	1246.00	56000.0	25.755	0.0757	0.3000	0.00	83.47	0.2500	0.0000	85.00	7.92	0.82	9.8066	2.929	25.588	35.178
47	0.460	1245.80	56000.0	26.107	0.0767	0.3000	0.00	83.45	0.2500	0.0000	85.00	8.17	0.85	9.8066	2.980	25.936	35.185
48	0.470	1245.60	56000.0	26.459	0.0778	0.3000	0.00	83.42	0.2500	0.0000	85.00	8.43	0.88	9.8066	3.031	26.285	35.192
49	0.480	1245.40	56000.0	26.811	0.0788	0.3000	0.00	83.40	0.2500	0.0000	85.00	8.70	0.91	9.8066	3.083	26.633	35.199
50	0.490	1245.20	56000.0	27.163	0.0798	0.3000	0.00	83.37	0.2500	0.0000	85.00	8.96	0.94	9.8066	3.135	26.981	35.206
51	0.500	1245.00	56000.0	27.515	0.0809	0.3000	0.00	83.35	0.2500	0.0000	85.00	9.23	0.98	9.8066	3.187	27.330	35.214
52	0.510	1244.80	56000.0	27.867	0.0819	0.3000	0.00	83.33	0.2500	0.0000	85.00	9.51	1.01	9.8066	3.239	27.678	35.221
53	0.520	1244.60	56000.0	28.219	0.0829	0.3000	0.00	83.30	0.2500	0.0000	85.00	9.78	1.04	9.8066	3.292	28.027	35.228
54	0.530	1244.40	56000.0	28.572	0.0840	0.3000	0.00	83.28	0.2500	0.0000	85.00	10.06	1.07	9.8066	3.344	28.375	35.235
55	0.540	1244.20	56000.0	28.924	0.0850	0.3000	0.00	83.26	0.2500	0.0000	85.00	10.35	1.11	9.8066	3.397	28.724	35.242
56	0.550	1244.00	56000.0	29.276	0.0860	0.3000	0.00	83.23	0.2500	0.0000	85.00	10.63	1.14	9.8066	3.450	29.072	35.249
57	0.560	1243.80	56000.0	29.629	0.0871	0.3000	0.00	83.21	0.2500	0.0000	85.00	10.92	1.18	9.8066	3.503	29.421	35.256
58	0.570	1243.60	56000.0	29.981	0.0881	0.3000	0.00	83.19	0.2500	0.0000	85.00	11.22	1.21	9.8066	3.556	29.770	35.263
59	0.580	1243.40	56000.0	30.334	0.0892	0.3000	0.00	83.17	0.2500	0.0000	85.00	11.52	1.25	9.8066	3.610	30.118	35.269
60	0.590	1243.20	56000.0	30.687	0.0902	0.3000	0.00	83.14	0.2500	0.0000	85.00	11.82	1.28	9.8066	3.664	30.467	35.276
61	0.600	1243.00	56000.0	31.039	0.0912	0.3000	0.00	83.12	0.2500	0.0000	85.00	12.12	1.32	9.8066	3.717	30.816	35.283
62	0.610	1242.80	56000.0	31.392	0.0923	0.3000	0.00	83.10	0.2500	0.0000	85.00	12.43	1.36	9.8066	3.771	31.165	35.290
63	0.620	1242.60	56000.0	31.745	0.0933	0.3000	0.00	83.08	0.2500	0.0000	85.00	12.74	1.39	9.8066	3.826	31.514	35.297
64	0.630	1242.40	56000.0	32.098	0.0943	0.3000	0.00	83.06	0.2500	0.0000	85.00	13.06	1.43	9.8066	3.880	31.863	35.304
65	0.640	1242.20	56000.0	32.451	0.0954	0.3000	0.00	83.04	0.2500	0.0000	85.00	13.38	1.47	9.8066	3.935	32.212	35.311
66	0.650	1242.00	56000.0	32.804	0.0964	0.3000	0.00	83.01	0.2500	0.0000	85.00	13.70	1.51	9.8066	3.989	32.561	35.318
67	0.660	1241.80	56000.0	33.157	0.0975	0.3000	0.00	82.99	0.2500	0.0000	85.00	14.02	1.55	9.8066	4.044	32.910	35.325
68	0.670	1241.60	56000.0	33.511	0.0985	0.3000	0.00	82.97	0.2500	0.0000	85.00	14.35	1.59	9.8066	4.099	33.259	35.332
69	0.680	1241.40	56000.0	33.864	0.0995	0.3000	0.00	82.95	0.2500	0.0000	85.00	14.68	1.63	9.8066	4.155	33.608	35.339
70	0.690	1241.20	56000.0	34.217	0.1006	0.3000	0.00	82.93	0.2500	0.0000	85.00	15.02	1.67	9.8066	4.210	33.957	35.346
71	0.700	1241.00	56000.0	34.571	0.1016	0.3000	0.00	82.91	0.2500	0.0000	85.00	15.36	1.71	9.8066	4.266	34.307	35.352
72	0.710	1240.80	56000.0	34.924	0.1026	0.3000	0.00	82.89	0.2500	0.0000	85.00	15.70	1.76	9.8066	4.321	34.656	35.359
73	0.720	1240.60	56000.0	35.278	0.1037	0.3000	0.00	82.87	0.2500	0.0000	85.00	16.05	1.80	9.8066	4.377	35.005	35.366
74	0.730	1240.40	56000.0	35.632	0.1047	0.3000	0.00	82.85	0.2500	0.0000	85.00	16.40	1.84	9.8066	4.433	35.355	35.373
75	0.740	1240.20	56000.0	35.985	0.1058	0.3000	0.00	82.83	0.2500	0.0000	85.00	16.75	1.89	9.8066	4.490	35.704	35.380
76	0.750	1240.00	56000.0	36.339	0.1068	0.3000	0.00	82.81	0.2500	0.0000	85.00	17.11	1.93	9.8066	4.546	36.054	35.387
77	0.760	1239.80	56000.0	36.693	0.1078	0.3000	0.00	82.79	0.2500	0.0000	85.00	17.47	1.98	9.8066	4.603	36.403	35.393
78	0.770	1239.60	56000.0	37.047	0.1089	0.3000	0.00	82.77	0.2500	0.0000	85.00	17.84	2.03	9.8066	4.659	36.753	35.400
79	0.780	1239.40	56000.0	37.401	0.1099	0.3000	0.00	82.76	0.2500	0.0000	85.00	18.20	2.07	9.8066	4.716	37.102	35.407
80	0.790	1239.20	56000.0	37.755	0.1110	0.3000	0.00	82.74	0.2500	0.0000	85.00	18.57	2.12	9.8066	4.773	37.452	35.414
81	0.800	1239.00	56000.0	38.109	0.1120	0.3000	0.00	82.72	0.2500	0.0000	85.00	18.95	2.17	9.8066	4.830	37.802	35.421
82	0.810	1238.80	56000.0	38.463	0.1131	0.3000	0.00	82.70	0.2500	0.0000	85.00	19.33	2.22	9.8066	4.888	38.152	35.427
83	0.820	1238.60	56000.0	38.818	0.1141	0.3000	0.00	82.68	0.2500	0.0000	85.00	19.71	2.26	9.8066	4.945	38.501	35.434
84	0.830	1238.40	56000.0	39.172	0.1151	0.3000	0.00	82.66	0.2500	0.0000	85.00	20.09	2.31	9.8066	5.003	38.851	35.441
85	0.840	1238.20	56000.0	39.526	0.1162	0.3000	0.00	82.64	0.2500	0.0000	85.00	20.48	2.36	9.8066	5.061	39.201	35.448
86	0.850	1238.00	56000.0	39.881	0.1172	0.3000	0.00	82.63	0.2500	0.0000	85.00	20.87	2.41	9.8066	5.119	39.551	35.454
87	0.860	1237.80	56000.0	40.235	0.1183	0.3000	0.00	82.61	0.2500	0.0000	85.00	21.27	2.47	9.8066	5.177	39.901	35.461
88	0.870	1237.60	56000.0	40.590	0.1193	0.3000	0.00	82.59	0.2500	0.0000	85.00	21.67	2.52	9.8066	5.235	40.251	35.468
89	0.880	1237.40	56000.0	40.945	0.1204	0.3000	0.00	82.57	0.2500	0.0000	85.00	22.07	2.57	9.8066	5.293	40.601	35.475
90	0.890	1237.20	56000.0	41.299	0.1214	0.3000	0.00	82.55	0.2500	0.0000	85.00	22.48	2.62	9.8066	5.352	40.951	35.481
91	0.900	1237.00	56000.0	41.654	0.1224	0.3000	0.00	82.54	0.2500	0.0000	85.00	22.89	2.68	9.8066	5.411	41.301	35.488
92	0.910	1236.80	56000.0	42.009	0.1235	0.3000	0.00	82.52	0.2500	0.0000	85.00	23.30	2.73	9.8066	5.469	41.652	35.495
93	0.920	1236.60	56000.0	42.364	0.1245	0.3000	0.00	82.50	0.2500	0.0000	85.00	23.72	2.78	9.8066	5.528	42.002	35.501
94	0.930	1236.40	56000.0	42.719	0.1256	0.3000	0.00	82.48	0.2500	0.0000	85.00	24.14	2.84	9.8066	5.588	42.352	35.508
95	0.940	1236.20	56000.0	43.074	0.1266	0.3000	0.00	82.47	0.2500	0.0000	85.00	24.56	2.90	9.8066	5.647	42.702	35.515
96	0.950	1236.00	56000.0	43.429	0.1277	0.3000	0.00	82.45	0.2500	0.0000	85.00	24.99	2.95	9.8066	5.706	43.053	35.521
97	0.960	1235.80	56000.0	43.785	0.1287	0.3000	0.00	82.43	0.2500	0.0000	85.00	25.42	3.01	9.8066	5.766	43.403	35.528
98	0.970	1235.60	56000.0	44.140	0.1297	0.3000	0.00	82.42	0.2500	0.0000	85.00	25.85	3.07	9.8066	5.826	43.754	35.535
99	0.980	1235.40	56000.0	44.495	0.1308	0.3000	0.00	82.40	0.2500	0.0000	85.00	26.29	3.13	9.8066	5.885	44.104	35.541
100	0.990	1235.20	56000.0	44.851	0.1318	0.3000	0.00	82.38	0.2500	0.0000	85.00	26.73	3.18	9.8066	5.945	44.455	35.548
101	1.000	1235.00	56000.0	45.206	0.1329	0.3000	0.00	82.37	0.2500	0.0000	85.00	27.17	3.24	9.8066	6.005	44.805	35.554
102	1.010	1234.80	56000.0	45.562	0.1339	0.3000	0.00	82.35	0.2500	0.0000	85.00	27.62	3.30	9.8066	6.066	45.156	35.561
103	1.020	1234.60	56000.0	45.917	0.1350	0.3000	0.00	82.33	0.2500	0.0000	85.00	28.07	3.36	9.8066	6.126	45.507	35.568
104	1.030	1234.40	56000.0	46.273	0.1360	0.3000	0.00	82.32	0.2500	0.0000	85.00	28.53	3.43	9.8066	6.187	45.857	35.574
105	1.040	1234.20	56000.0	46.629	0.1371	0.3000	0.00	82.30	0.2500	0.0000	85.00	28.99	3.49	9.8066	6.247	46.208	35.581
106	1.050	1234.00	56000.0	46.984	0.1381	0.3000	0.00	82.28	0.2500	0.0000	85.00	29.45	3.55	9.8066	6.308	46.559	35.587
107	1.060	1233.80	56000.0	47.340	0.1392	0.3000	0.00	82.27	0.2500	0.0000	85.00	29.91	3.61	9.8066	6.369	46.910	35.594
108	1.070	1233.60	56000.0	47.696	0.1402	0.3000	0.00	82.25	0.2500	0.0000	85.00	30.38	3.68	9.8066	6.430	47.261	35.601
109	1.080	1233.40	56000.0	48.052	0.1413	0.3000	0.00	82.24	0.2500	0.0000	85.00	30.86	3.74	9.8066	6.491	47.612	35.607
110	1.090	1233.20	56000.0	48.408	0.1423	0.3000	0.00	82.22	0.2500	0.0000	85.00	31.33	3.81	9.8066	6.553	47.963	35.614
111	1.100	1233.00	56000.0	48.764	0.1434	0.3000	0.00	82.20	0.2500	0.0000	85.00	31.81	3.87	9.8066	6.614	48.314	35.620
112	1.110	1232.80	56000.0	49.121	0.1444	0.3000	0.00	82.19	0.2500	0.0000	85.00	32.30	3.94	9.8066	6.676	48.665	35.627
113	1.120	1232.60	56000.0	49.477	0.1454	0.3000	0.00	82.17	0.2500	0.0000	85.00	32.78	4.00	9.8065	6.737	49.016	35.633
114	1.130	1232.40	56000.0	49.833	0.1465	0.3000	0.00	82.16	0.2500	0.0000	85.00	33.27	4.07	9.8065	6.799	49.367	35.640
115	1.140	1232.20	56000.0	50.190	0.1475	0.3000	0.00	82.14	0.2500	0.0000	85.00	33.77	4.14	9.8065	6.861	49.719	35.646
116	1.150	1232.00	56000.0	50.546	0.1486	0.3000	0.00	82.13	0.2500	0.0000	85.00	34.26	4.21	9.8065	6.923	50.070	35.653
117	1.160	1231.80	56000.0	50.903	0.1496	0.3000	0.00	82.11	0.2500	0.0000	85.00	34.76	4.28	9.8065	6.985	50.421	35.659
118	1.170	1231.60	56000.0	51.259	0.1507	0.3000	0.00	82.10	0.2500	0.0000	85.00	35.27	4.35	9.8065	7.048	50.772	35.666
119	1.180	1231.40	56000.0	51.616	0.1517	0.3000	0.00	82.08	0.2500	0.0000	85.00	35.78	4.42	9.8065	7.110	51.124	35.672
120	1.190	1231.20	56000.0	51.973	0.1528	0.3000	0.00	82.07	0.2500	0.0000	85.00	36.29	4.49	9.8065	7.173	51.475	35.679
121	1.200	1231.00	56000.0	52.329	0.1538	0.3000	0.00	82.05	0.2500	0.0000	85.00	36.80	4.56	9.8065	7.236	51.827	35.685
122	1.210	1230.80	56000.0	52.686	0.1549	0.3000	0.00	82.04	0.2500	0.0000	85.00	37.32	4.63	9.8065	7.298	52.178	35.691
123	1.220	1230.60	56000.0	53.043	0.1559	0.3000	0.00	82.02	0.2500	0.0000	85.00	37.84	4.71	9.8065	7.361	52.530	35.698
124	1.230	1230.40	56000.0	53.400	0.1570	0.3000	0.00	82.01	0.2500	0.0000	85.00	38.37	4.78	9.8065	7.425	52.882	35.704
125	1.240	1230.20	56000.0	53.757	0.1580	0.3000	0.00	81.99	0.2500	0.0000	85.00	38.90	4.85	9.8065	7.488	53.233	35.711
126	1.250	1230.00	56000.0	54.114	0.1591	0.3000	0.00	81.98	0.2500	0.0000	85.00	39.43	4.93	9.8065	7.551	53.585	35.717
127	1.260	1229.80	56000.0	54.472	0.1601	0.3000	0.00	81.96	0.2500	0.0000	85.00	39.96	5.00	9.8065	7.615	53.937	35.724
128	1.270	1229.60	56000.0	54.829	0.1612	0.3000	0.00	81.95	0.2500	0.0000	85.00	40.50	5.08	9.8065	7.678	54.288	35.730
129	1.280	1229.40	56000.0	55.186	0.1622	0.3000	0.00	81.94	0.2500	0.0000	85.00	41.05	5.16	9.8065	7.742	54.640	35.736
130	1.290	1229.20	56000.0	55.543	0.1633	0.3000	0.00	81.92	0.2500	0.0000	85.00	41.59	5.23	9.8065	7.806	54.992	35.743
131	1.300	1229.00	56000.0	55.901	0.1644	0.3000	0.00	81.91	0.2500	0.0000	85.00	42.14	5.31	9.8065	7.870	55.344	35.749
132	1.310	1228.80	56000.0	56.258	0.1654	0.3000	0.00	81.89	0.2500	0.0000	85.00	42.70	5.39	9.8065	7.934	55.696	35.756
133	1.320	1228.60	56000.0	56.616	0.1665	0.3000	0.00	81.88	0.2500	0.0000	85.00	43.25	5.47	9.8065	7.998	56.048	35.762
134	1.330	1228.40	56000.0	56.973	0.1675	0.3000	0.00	81.86	0.2500	0.0000	85.00	43.81	5.55	9.8065	8.062	56.400	35.768
135	1.340	1228.20	56000.0	57.331	0.1686	0.3000	0.00	81.85	0.2500	0.0000	85.00	44.38	5.63	9.8065	8.127	56.752	35.775
136	1.350	1228.00	56000.0	57.689	0.1696	0.3000	0.00	81.84	0.2500	0.0000	85.00	44.94	5.71	9.8065	8.191	57.104	35.781
137	1.360	1227.80	56000.0	58.047	0.1707	0.3000	0.00	81.82	0.2500	0.0000	85.00	45.52	5.79	9.8065	8.256	57.457	35.787
138	1.370	1227.60	56000.0	58.405	0.1717	0.3000	0.00	81.81	0.2500	0.0000	85.00	46.09	5.88	9.8065	8.321	57.809	35.794
139	1.380	1227.40	56000.0	58.763	0.1728	0.3000	0.00	81.80	0.2500	0.0000	85.00	46.67	5.96	9.8065	8.386	58.161	35.800
140	1.390	1227.20	56000.0	59.121	0.1738	0.3000	0.00	81.78	0.2500	0.0000	85.00	47.25	6.04	9.8065	8.451	58.513	35.806
141	1.400	1227.00	56000.0	59.479	0.1749	0.3000	0.00	81.77	0.2500	0.0000	85.00	47.84	6.13	9.8065	8.516	58.866	35.812
142	1.410	1226.80	56000.0	59.837	0.1759	0.3000	0.00	81.75	0.2500	0.0000	85.00	48.42	6.21	9.8065	8.581	59.218	35.819
143	1.420	1226.60	56000.0	60.195	0.1770	0.3000	0.00	81.74	0.2500	0.0000	85.00	49.02	6.30	9.8065	8.647	59.571	35.825
144	1.430	1226.40	56000.0	60.553	0.1780	0.3000	0.00	81.73	0.2500	0.0000	85.00	49.61	6.39	9.8065	8.712	59.923	35.831
145	1.440	1226.20	56000.0	60.911	0.1791	0.3000	0.00	81.71	0.2500	0.0000	85.00	50.21	6.47	9.8065	8.778	60.276	35.838
146	1.450	1226.00	56000.0	61.270	0.1802	0.3000	0.00	81.70	0.2500	0.0000	85.00	50.81	6.56	9.8065	8.843	60.628	35.844
147	1.460	1225.80	56000.0	61.628	0.1812	0.3000	0.00	81.69	0.2500	0.0000	85.00	51.42	6.65	9.8065	8.909	60.981	35.850
148	1.470	1225.60	56000.0	61.987	0.1823	0.3000	0.00	81.67	0.2500	0.0000	85.00	52.03	6.74	9.8065	8.975	61.334	35.856
149	1.480	1225.40	56000.0	62.345	0.1833	0.3000	0.00	81.66	0.2500	0.0000	85.00	52.64	6.83	9.8065	9.041	61.686	35.863
150	1.490	1225.20	56000.0	62.704	0.1844	0.3000	0.00	81.65	0.2500	0.0000	85.00	53.26	6.92	9.8065	9.107	62.039	35.869
151	1.500	1225.00	56000.0	63.063	0.1854	0.3000	0.00	81.64	0.2500	0.0000	85.00	53.88	7.01	9.8065	9.174	62.392	35.875
152	1.510	1224.80	56000.0	63.421	0.1865	0.3000	0.00	81.62	0.2500	0.0000	85.00	54.50	7.10	9.8065	9.240	62.745	35.881
153	1.520	1224.60	56000.0	63.780	0.1875	0.3000	0.00	81.61	0.2500	0.0000	85.00	55.13	7.19	9.8065	9.306	63.098	35.887
154	1.530	1224.40	56000.0	64.139	0.1886	0.3000	0.00	81.60	0.2500	0.0000	85.00	55.76	7.29	9.8065	9.373	63.451	35.894
155	1.540	1224.20	56000.0	64.498	0.1897	0.3000	0.00	81.58	0.2500	0.0000	85.00	56.40	7.38	9.8065	9.440	63.804	35.900
156	1.550	1224.00	56000.0	64.857	0.1907	0.3000	0.00	81.57	0.2500	0.0000	85.00	57.04	7.47	9.8065	9.507	64.157	35.906
157	1.560	1223.80	56000.0	65.216	0.1918	0.3000	0.00	81.56	0.2500	0.0000	85.00	57.68	7.57	9.8065	9.573	64.510	35.912
158	1.570	1223.60	56000.0	65.575	0.1928	0.3000	0.00	81.55	0.2500	0.0000	85.00	58.32	7.67	9.8065	9.641	64.863	35.918
159	1.580	1223.40	56000.0	65.934	0.1939	0.3000	0.00	81.53	0.2500	0.0000	85.00	58.97	7.76	9.8065	9.708	65.216	35.924
160	1.590	1223.20	56000.0	66.294	0.1949	0.3000	0.00	81.52	0.2500	0.0000	85.00	59.62	7.86	9.8065	9.775	65.569	35.931
161	1.600	1223.00	56000.0	66.653	0.1960	0.3000	0.00	81.51	0.2500	0.0000	85.00	60.28	7.96	9.8065	9.842	65.922	35.937
162	1.610	1222.80	56000.0	67.012	0.1971	0.3000	0.00	81.50	0.2500	0.0000	85.00	60.94	8.06	9.8065	9.910	66.276	35.943
163	1.620	1222.60	56000.0	67.372	0.1981	0.3000	0.00	81.48	0.2500	0.0000	85.00	61.60	8.15	9.8065	9.977	66.629	35.949
164	1.630	1222.40	56000.0	67.731	0.1992	0.3000	0.00	81.47	0.2500	0.0000	85.00	62.27	8.25	9.8065	10.045	66.982	35.955
165	1.640	1222.20	56000.0	68.091	0.2002	0.3000	0.00	81.46	0.2500	0.0000	85.00	62.94	8.35	9.8065	10.113	67.336	35.961
166	1.650	1222.00	56000.0	68.450	0.2013	0.3000	0.00	81.45	0.2500	0.0000	85.00	63.61	8.46	9.8065	10.181	67.689	35.967
167	1.660	1221.80	56000.0	68.810	0.2024	0.3000	0.00	81.43	0.2500	0.0000	85.00	64.29	8.56	9.8065	10.249	68.043	35.973
168	1.670	1221.60	56000.0	69.170	0.2034	0.3000	0.00	81.42	0.2500	0.0000	85.00	64.97	8.66	9.8064	10.317	68.396	35.980
169	1.680	1221.40	56000.0	69.530	0.2045	0.3000	0.00	81.41	0.2500	0.0000	85.00	65.65	8.76	9.8064	10.385	68.750	35.986
170	1.690	1221.20	56000.0	69.889	0.2055	0.3000	0.00	81.40	0.2500	0.0000	85.00	66.34	8.87	9.8064	10.453	69.103	35.992
171	1.700	1221.00	56000.0	70.249	0.2066	0.3000	0.00	81.39	0.2500	0.0000	85.00	67.03	8.97	9.8064	10.522	69.457	35.998
172	1.710	1220.80	56000.0	70.609	0.2077	0.3000	0.00	81.37	0.2500	0.0000	85.00	67.72	9.08	9.8064	10.590	69.811	36.004
173	1.720	1220.60	56000.0	70.969	0.2087	0.3000	0.00	81.36	0.2500	0.0000	85.00	68.42	9.18	9.8064	10.659	70.164	36.010
174	1.730	1220.40	56000.0	71.330	0.2098	0.3000	0.00	81.35	0.2500	0.0000	85.00	69.12	9.29	9.8064	10.728	70.518	36.016
175	1.740	1220.20	56000.0	71.690	0.2108	0.3000	0.00	81.34	0.2500	0.0000	85.00	69.83	9.40	9.8064	10.796	70.872	36.022
176	1.750	1220.00	56000.0	72.050	0.2119	0.3000	0.00	81.33	0.2500	0.0000	85.00	70.54	9.50	9.8064	10.865	71.226	36.028
177	1.760	1219.80	56000.0	72.410	0.2130	0.3000	0.00	81.31	0.2500	0.0000	85.00	71.25	9.61	9.8064	10.934	71.580	36.034
178	1.770	1219.60	56000.0	72.771	0.2140	0.3000	0.00	81.30	0.2500	0.0000	85.00	71.97	9.72	9.8064	11.003	71.934	36.040
179	1.780	1219.40	56000.0	73.131	0.2151	0.3000	0.00	81.29	0.2500	0.0000	85.00	72.69	9.83	9.8064	11.073	72.288	36.046
180	1.790	1219.20	56000.0	73.491	0.2161	0.3000	0.00	81.28	0.2500	0.0000	85.00	73.41	9.94	9.8064	11.142	72.642	36.052
