x(m)	y(m)
0.00	0.00
0.11	1.17
0.25	2.69
0.44	4.55
0.66	6.76
0.93	9.32
1.23	12.24
1.57	15.50
1.95	19.11
2.37	23.08
2.83	27.39
3.33	32.06
3.87	37.09
4.44	42.46
5.06	48.20
5.72	54.28
6.41	60.73
7.15	67.53
7.93	74.69
8.74	82.20
9.60	90.08
10.49	98.31
11.43	106.90
12.40	115.85
13.42	125.16
14.47	134.84
15.57	144.87
16.71	155.27
17.88	166.03
19.10	177.15
20.35	188.64
21.65	200.49
22.99	212.70
24.36	225.28
25.78	238.23
27.24	251.54
28.74	265.21
30.27	279.26
31.85	293.67
33.47	308.45
35.13	323.59
36.83	339.11
38.57	354.99
40.35	371.25
42.18	387.87
44.04	404.86
45.94	422.22
47.88	439.96
49.87	458.06
51.89	476.54
53.96	495.39
56.06	514.61
58.21	534.20
60.40	554.16
62.62	574.50
64.89	595.20
67.20	616.27
69.55	637.72
71.93	659.53
74.36	681.71
76.83	704.26
79.34	727.18
81.88	750.47
84.47	774.12
87.10	798.13
89.76	822.51
92.47	847.26
95.21	872.37
98.00	897.84
100.82	923.67
103.68	949.86
106.58	976.41
109.52	1003.31
112.50	1030.58
115.51	1058.20
118.56	1086.17
121.65	1114.49
124.78	1143.15
127.94	1172.17
131.14	1201.53
134.38	1231.23
137.66	1261.28
140.97	1291.66
144.31	1322.37
147.69	1353.42
151.11	1384.80
154.56	1416.51
158.05	1448.55
161.57	1480.91
165.12	1513.59
168.71	1546.59
172.33	1579.91
175.98	1613.54
179.67	1647.48
183.39	1681.74
187.14	1716.31
190.93	1751.18
194.74	1786.37
198.59	1821.86
202.47	1857.66
206.38	1893.76
210.33	1930.16
214.30	1966.87
218.31	2003.88
222.35	2041.19
226.41	2078.80
230.51	2116.71
234.65	2154.92
238.81	2193.43
243.00	2232.25
247.23	2271.36
251.49	2310.77
255.77	2350.49
260.09	2390.50
264.44	2430.81
268.82	2471.42
273.23	2512.33
277.67	2553.53
282.14	2595.04
286.65	2636.84
291.18	2678.94
295.74	2721.34
300.34	2764.04
304.96	2807.03
309.62	2850.32
314.30	2893.90
319.02	2937.78
323.76	2981.95
328.54	3026.42
333.34	3071.19
338.18	3116.24
343.04	3161.59
347.94	3207.24
352.86	3253.17
357.82	3299.40
362.80	3345.92
367.82	3392.73
372.86	3439.84
377.93	3487.23
383.03	3534.92
388.16	3582.91
393.32	3631.18
398.51	3679.75
403.73	3728.60
408.98	3777.76
414.26	3827.20
419.57	3876.94
424.91	3926.97
430.27	3977.29
435.67	4027.91
441.10	4078.82
446.55	4130.02
452.03	4181.52
457.55	4233.31
463.09	4285.40
468.66	4337.78
474.27	4390.46
479.90	4443.43
485.56	4496.70
491.25	4550.27
496.97	4604.13
502.72	4658.29
508.50	4712.75
514.30	4767.51
520.14	4822.56
526.01	4877.92
531.91	4933.57
537.83	4989.53
543.79	5045.78
549.78	5102.34
555.79	5159.21
561.84	5216.37
567.92	5273.84
574.02	5331.61
580.16	5389.69
586.33	5448.08
592.52	5506.77
598.75	5565.77
605.01	5625.08
611.30	5684.70
617.61	5744.63
623.96	5804.88
630.34	5865.43
636.75	5926.30
643.19	5987.48
649.67	6048.98
656.17	6110.79
662.70	6172.93
669.27	6235.38
675.87	6298.15
682.49	6361.24
689.15	6424.66
695.84	6488.40
702.57	6552.46
709.32	6616.85
716.11	6681.56
722.93	6746.60
729.77	6811.97
736.66	6877.67
743.57	6943.69
750.52	7010.05
757.50	7076.75
764.51	7143.77
771.55	7211.14
778.63	7278.84
785.74	7346.87
792.88	7415.25
800.05	7483.97
807.26	7553.03
814.50	7622.43
821.78	7692.18
829.09	7762.27
836.43	7832.71
843.80	7903.50
851.21	7974.65
858.66	8046.14
866.14	8117.99
873.65	8190.20
881.20	8262.76
888.78	8335.68
896.40	8408.96
904.05	8482.61
911.73	8556.62
919.46	8630.99
927.22	8705.74
935.01	8780.85
942.84	8856.34
950.70	8932.20
958.61	9008.44
966.54	9085.05
974.52	9162.05
982.53	9239.43
990.58	9317.19
998.67	9395.34
1006.79	9473.87
1014.95	9552.80
1023.15	9632.12
1031.39	9711.83
1039.66	9791.94
1047.97	9872.44
1056.32	9953.34
1064.71	10034.64
1073.14	10116.34
1081.61	10198.45
1090.11	10280.96
1098.66	10363.88
1107.24	10447.21
1115.86	10530.94
1124.53	10615.09
1133.23	10699.66
1141.97	10784.64
1150.76	10870.04
1159.58	10955.87
1168.44	11042.11
1177.35	11128.78
1186.29	11215.88
1195.28	11303.41
1204.31	11391.38
1213.38	11479.78
1222.49	11568.62
1231.65	11657.90
1240.85	11747.63
1250.09	11837.80
1259.37	11928.43
1268.70	12019.50
1278.07	12111.04
1287.48	12203.03
1296.94	12295.48
1306.44	12388.40
1315.99	12481.79
1325.59	12575.65
1335.23	12669.98
1344.91	12764.78
1354.64	12860.07
1364.42	12955.84
1374.24	13052.10
1384.11	13148.84
1394.03	13246.07
1403.99	13343.81
1414.01	13442.03
1424.07	13540.76
1434.18	13640.00
1444.33	13739.74
1454.54	13840.00
1464.80	13940.76
1475.10	14042.05
1485.46	14143.86
1495.86	14246.18
1506.32	14349.04
1516.83	14452.42
1527.38	14556.34
1537.99	14660.79
1548.65	14765.79
1559.37	14871.32
1570.13	14977.40
1580.95	15084.03
1591.82	15191.21
1602.74	15298.94
1613.72	15407.24
1624.75	15516.09
1635.84	15625.52
