t(c)	V(m/s)
5.130	196.748
5.140	197.123
5.150	197.498
5.160	197.872
5.170	198.247
5.180	198.622
5.190	198.996
5.200	199.371
5.210	199.746
5.220	200.120
5.230	200.495
5.240	200.869
5.250	201.244
5.260	201.618
5.270	201.993
5.280	202.367
5.290	202.742
5.300	203.116
5.310	203.491
5.320	203.865
5.330	204.239
5.340	204.613
5.350	204.988
5.360	205.362
5.370	205.736
5.380	206.110
5.390	206.484
5.400	206.858
5.410	207.232
5.420	207.606
5.430	207.980
5.440	208.354
5.450	208.728
5.460	209.102
5.470	209.476
5.480	209.850
5.490	210.223
5.500	210.597
5.510	210.971
5.520	211.344
5.530	211.718
5.540	212.091
5.550	212.465
5.560	212.838
5.570	213.212
5.580	213.585
5.590	213.959
5.600	214.332
5.610	214.705
5.620	215.078
5.630	215.452
5.640	215.825
5.650	216.198
5.660	216.571
5.670	216.944
5.680	217.317
5.690	217.690
5.700	218.062
5.710	218.435
5.720	218.808
5.730	219.181
5.740	219.553
5.750	219.926
5.760	220.298
5.770	220.671
5.780	221.043
5.790	221.416
5.800	221.788
5.810	222.160
5.820	222.533
5.830	222.905
5.840	223.277
5.850	223.649
5.860	224.021
5.870	224.393
5.880	224.765
5.890	225.137
5.900	225.508
5.910	225.880
5.920	226.252
5.930	226.623
5.940	226.995
5.950	227.366
5.960	227.738
5.970	228.109
5.980	228.481
5.990	228.852
6.000	229.223
6.010	229.594
6.020	229.965
6.030	230.336
6.040	230.707
6.050	231.078
6.060	231.449
6.070	231.819
6.080	232.190
6.090	232.561
6.100	232.931
6.110	233.301
6.120	233.672
6.130	234.042
6.140	234.412
6.150	234.783
6.160	235.153
6.170	235.523
6.180	235.893
6.190	236.262
6.200	236.632
6.210	237.002
6.220	237.372
6.230	237.741
6.240	238.111
6.250	238.480
6.260	238.850
6.270	239.219
6.280	239.588
6.290	239.957
6.300	240.326
6.310	240.695
6.320	241.064
6.330	241.433
6.340	241.802
6.350	242.170
6.360	242.539
6.370	242.907
6.380	243.276
6.390	243.644
6.400	244.012
6.410	244.380
6.420	244.748
6.430	245.116
6.440	245.484
6.450	245.852
6.460	246.220
6.470	246.587
6.480	246.955
6.490	247.322
6.500	247.690
6.510	248.057
6.520	248.424
6.530	248.791
6.540	249.158
6.550	249.525
6.560	249.892
6.570	250.259
6.580	250.625
6.590	250.992
6.600	251.358
6.610	251.725
6.620	252.091
6.630	252.457
6.640	252.823
6.650	253.189
6.660	253.555
6.670	253.921
6.680	254.286
6.690	254.652
6.700	255.018
6.710	255.383
6.720	255.748
6.730	256.113
6.740	256.478
6.750	256.843
6.760	257.208
6.770	257.573
6.780	257.938
6.790	258.302
6.800	258.667
6.810	259.031
6.820	259.395
6.830	259.759
6.840	260.123
6.850	260.487
6.860	260.851
6.870	261.215
6.880	261.579
6.890	261.942
6.900	262.305
6.910	262.669
6.920	263.032
6.930	263.395
6.940	263.758
6.950	264.121
6.960	264.483
6.970	264.846
6.980	265.208
6.990	265.571
7.000	265.933
7.010	266.295
7.020	266.657
7.030	267.019
7.040	267.381
7.050	267.743
7.060	268.104
7.070	268.466
7.080	268.827
7.090	269.188
7.100	269.549
7.110	269.910
7.120	270.271
7.130	270.631
7.140	270.992
7.150	271.352
7.160	271.712
7.170	272.072
7.180	272.432
7.190	272.791
7.200	273.151
7.210	273.510
7.220	273.869
7.230	274.228
7.240	274.586
7.250	274.945
7.260	275.303
7.270	275.661
7.280	276.019
7.290	276.377
7.300	276.734
7.310	277.092
7.320	277.449
7.330	277.806
7.340	278.163
7.350	278.520
7.360	278.876
7.370	279.233
7.380	279.589
7.390	279.945
7.400	280.300
7.410	280.656
7.420	281.011
7.430	281.367
7.440	281.722
7.450	282.076
7.460	282.431
7.470	282.785
7.480	283.140
7.490	283.494
7.500	283.847
7.510	284.201
7.520	284.555
7.530	284.908
7.540	285.261
7.550	285.614
7.560	285.966
7.570	286.319
7.580	286.671
7.590	287.023
7.600	287.375
7.610	287.727
7.620	288.078
7.630	288.429
7.640	288.781
7.650	289.131
7.660	289.482
7.670	289.832
7.680	290.183
7.690	290.533
7.700	290.883
7.710	291.232
7.720	291.582
7.730	291.931
7.740	292.280
7.750	292.629
7.760	292.977
7.770	293.325
7.780	293.674
7.790	294.022
7.800	294.369
7.810	294.717
7.820	295.064
7.830	295.411
7.840	295.758
7.850	296.105
7.860	296.451
7.870	296.797
7.880	297.143
7.890	297.489
7.900	297.835
7.910	298.180
7.920	298.525
7.930	298.870
7.940	299.214
7.950	299.559
7.960	299.903
7.970	300.247
7.980	300.591
7.990	300.934
8.000	301.278
8.010	301.621
8.020	301.964
8.030	302.306
8.040	302.649
8.050	302.991
8.060	303.333
8.070	303.675
8.080	304.016
8.090	304.357
8.100	304.698
8.110	305.039
8.120	305.380
8.130	305.720
8.140	306.061
8.150	306.401
8.160	306.740
8.170	307.080
8.180	307.419
8.190	307.758
8.200	308.097
8.210	308.436
8.220	308.774
8.230	309.112
8.240	309.450
8.250	309.788
8.260	310.125
8.270	310.462
8.280	310.799
8.290	311.136
8.300	311.473
8.310	311.809
8.320	312.145
8.330	312.481
8.340	312.817
8.350	313.152
8.360	313.487
8.370	313.822
8.380	314.157
8.390	314.491
8.400	314.825
8.410	315.159
8.420	315.493
8.430	315.826
8.440	316.160
8.450	316.493
8.460	316.825
8.470	317.158
8.480	317.490
8.490	317.822
8.500	318.154
8.510	318.486
8.520	318.817
8.530	319.148
8.540	319.479
8.550	319.809
8.560	320.140
8.570	320.470
8.580	320.799
8.590	321.129
8.600	321.458
8.610	321.787
8.620	322.116
8.630	322.445
8.640	322.773
8.650	323.101
8.660	323.429
8.670	323.757
8.680	324.084
8.690	324.411
8.700	324.738
8.710	325.064
8.720	325.391
8.730	325.717
8.740	326.043
8.750	326.368
8.760	326.694
8.770	327.019
8.780	327.343
8.790	327.668
8.800	327.992
8.810	328.316
8.820	328.640
8.830	328.963
8.840	329.287
8.850	329.610
8.860	329.932
8.870	330.255
8.880	330.577
8.890	330.899
8.900	331.221
8.910	331.542
8.920	331.863
8.930	332.184
8.940	332.505
8.950	332.825
8.960	333.145
8.970	333.465
8.980	333.785
8.990	334.104
9.000	334.423
9.010	334.742
9.020	335.060
9.030	335.379
9.040	335.698
9.050	336.016
9.060	336.334
9.070	336.652
9.080	336.970
9.090	337.288
9.100	337.606
9.110	337.923
9.120	338.240
9.130	338.558
9.140	338.875
9.150	339.192
9.160	339.509
9.170	339.825
9.180	340.142
9.190	340.458
9.200	340.775
9.210	341.091
9.220	341.407
9.230	341.723
9.240	342.039
9.250	342.354
9.260	342.670
9.270	342.985
9.280	343.301
9.290	343.616
9.300	343.931
9.310	344.245
9.320	344.560
9.330	344.875
9.340	345.189
9.350	345.503
9.360	345.818
9.370	346.132
9.380	346.446
9.390	346.759
9.400	347.073
9.410	347.386
9.420	347.700
9.430	348.013
9.440	348.326
9.450	348.639
9.460	348.952
9.470	349.264
9.480	349.577
9.490	349.889
9.500	350.202
9.510	350.514
9.520	350.826
9.530	351.138
9.540	351.449
9.550	351.761
9.560	352.072
9.570	352.384
9.580	352.695
9.590	353.006
9.600	353.317
9.610	353.627
9.620	353.938
9.630	354.248
9.640	354.559
9.650	354.869
9.660	355.179
9.670	355.489
9.680	355.799
9.690	356.109
9.700	356.418
9.710	356.728
9.720	357.037
9.730	357.346
9.740	357.655
9.750	357.964
9.760	358.273
9.770	358.582
9.780	358.890
9.790	359.199
9.800	359.507
9.810	359.815
9.820	360.123
9.830	360.431
9.840	360.739
9.850	361.046
9.860	361.354
9.870	361.661
9.880	361.969
9.890	362.276
9.900	362.583
9.910	362.890
9.920	363.196
9.930	363.503
9.940	363.810
9.950	364.116
9.960	364.422
9.970	364.728
9.980	365.034
9.990	365.340
10.000	365.646
10.010	365.952
10.020	366.257
10.030	366.562
10.040	366.868
10.050	367.173
10.060	367.478
10.070	367.783
10.080	368.089
10.090	368.394
10.100	368.699
10.110	369.004
10.120	369.309
10.130	369.614
10.140	369.919
10.150	370.224
10.160	370.529
10.170	370.834
10.180	371.139
10.190	371.444
10.200	371.748
10.210	372.053
10.220	372.358
10.230	372.663
10.240	372.967
10.250	373.272
10.260	373.576
10.270	373.881
10.280	374.186
10.290	374.490
10.300	374.794
10.310	375.099
10.320	375.403
10.330	375.708
10.340	376.012
10.350	376.316
10.360	376.621
10.370	376.925
10.380	377.229
10.390	377.533
10.400	377.838
10.410	378.142
10.420	378.446
10.430	378.750
10.440	379.054
10.450	379.358
10.460	379.662
10.470	379.966
10.480	380.270
10.490	380.574
10.500	380.878
10.510	381.181
10.520	381.485
10.530	381.789
10.540	382.093
10.550	382.397
10.560	382.700
10.570	383.004
10.580	383.308
10.590	383.611
10.600	383.915
10.610	384.219
10.620	384.522
10.630	384.826
10.640	385.129
10.650	385.433
10.660	385.736
10.670	386.040
10.680	386.343
10.690	386.646
10.700	386.950
10.710	387.253
10.720	387.556
10.730	387.860
10.740	388.163
10.750	388.466
10.760	388.770
10.770	389.073
10.780	389.376
10.790	389.679
10.800	389.982
10.810	390.285
10.820	390.588
10.830	390.892
10.840	391.195
10.850	391.498
10.860	391.801
10.870	392.104
10.880	392.407
10.890	392.710
10.900	393.012
10.910	393.315
10.920	393.618
10.930	393.921
10.940	394.224
10.950	394.527
10.960	394.830
10.970	395.132
10.980	395.435
10.990	395.738
11.000	396.041
11.010	396.343
11.020	396.646
11.030	396.949
11.040	397.251
11.050	397.554
11.060	397.857
11.070	398.159
11.080	398.462
11.090	398.764
11.100	399.067
11.110	399.369
11.120	399.672
11.130	399.974
11.140	400.277
11.150	400.579
11.160	400.881
11.170	401.183
11.180	401.486
11.190	401.788
11.200	402.090
11.210	402.392
11.220	402.694
11.230	402.996
11.240	403.298
11.250	403.600
11.260	403.902
11.270	404.204
11.280	404.506
11.290	404.808
11.300	405.110
11.310	405.412
11.320	405.714
11.330	406.016
11.340	406.317
11.350	406.619
11.360	406.921
11.370	407.222
11.380	407.524
11.390	407.826
11.400	408.127
11.410	408.429
11.420	408.730
11.430	409.032
11.440	409.333
11.450	409.635
11.460	409.936
11.470	410.237
11.480	410.539
11.490	410.840
11.500	411.141
11.510	411.443
11.520	411.744
11.530	412.045
11.540	412.346
11.550	412.647
11.560	412.948
11.570	413.250
11.580	413.551
11.590	413.852
11.600	414.153
11.610	414.454
11.620	414.755
11.630	415.056
11.640	415.357
11.650	415.658
11.660	415.958
11.670	416.259
11.680	416.560
11.690	416.861
11.700	417.162
11.710	417.463
11.720	417.763
11.730	418.064
11.740	418.365
11.750	418.665
11.760	418.966
11.770	419.267
11.780	419.567
11.790	419.868
11.800	420.168
11.810	420.469
11.820	420.769
11.830	421.070
11.840	421.370
11.850	421.671
11.860	421.971
11.870	422.272
11.880	422.572
11.890	422.872
11.900	423.173
11.910	423.473
11.920	423.773
11.930	424.074
11.940	424.374
11.950	424.674
11.960	424.975
11.970	425.275
11.980	425.575
11.990	425.875
12.000	426.175
12.010	426.475
12.020	426.776
12.030	427.076
12.040	427.376
12.050	427.676
12.060	427.976
12.070	428.276
12.080	428.576
12.090	428.876
12.100	429.176
12.110	429.476
12.120	429.776
12.130	430.075
12.140	430.375
12.150	430.675
12.160	430.975
12.170	431.274
12.180	431.574
12.190	431.873
12.200	432.173
12.210	432.472
12.220	432.771
12.230	433.070
12.240	433.370
12.250	433.669
12.260	433.968
12.270	434.267
12.280	434.566
12.290	434.865
12.300	435.164
12.310	435.463
12.320	435.761
12.330	436.060
12.340	436.359
12.350	436.657
12.360	436.956
12.370	437.255
12.380	437.553
12.390	437.851
12.400	438.150
12.410	438.448
12.420	438.746
12.430	439.045
12.440	439.343
12.450	439.641
12.460	439.939
12.470	440.237
12.480	440.535
12.490	440.833
12.500	441.131
12.510	441.428
12.520	441.726
12.530	442.024
12.540	442.322
12.550	442.619
12.560	442.917
12.570	443.214
12.580	443.512
12.590	443.809
12.600	444.106
12.610	444.404
12.620	444.701
12.630	444.998
12.640	445.295
12.650	445.592
12.660	445.890
12.670	446.187
12.680	446.484
12.690	446.780
12.700	447.077
12.710	447.374
12.720	447.671
12.730	447.968
12.740	448.264
12.750	448.561
12.760	448.858
12.770	449.154
12.780	449.451
12.790	449.747
12.800	450.043
12.810	450.340
12.820	450.636
12.830	450.932
12.840	451.229
12.850	451.525
12.860	451.821
12.870	452.117
12.880	452.413
12.890	452.709
12.900	453.005
12.910	453.301
12.920	453.597
12.930	453.893
12.940	454.188
12.950	454.484
12.960	454.780
12.970	455.075
12.980	455.371
12.990	455.666
13.000	455.962
13.010	456.257
13.020	456.553
13.030	456.848
13.040	457.144
13.050	457.439
13.060	457.734
13.070	458.029
13.080	458.324
13.090	458.619
13.100	458.915
13.110	459.210
13.120	459.505
13.130	459.800
13.140	460.094
13.150	460.389
13.160	460.684
13.170	460.979
13.180	461.274
13.190	461.569
13.200	461.864
13.210	462.159
13.220	462.454
13.230	462.748
13.240	463.043
13.250	463.338
13.260	463.633
13.270	463.928
13.280	464.222
13.290	464.517
13.300	464.812
13.310	465.107
13.320	465.402
13.330	465.696
13.340	465.991
13.350	466.286
13.360	466.580
13.370	466.875
13.380	467.170
13.390	467.464
13.400	467.759
13.410	468.054
13.420	468.348
13.430	468.643
13.440	468.938
13.450	469.232
13.460	469.527
13.470	469.822
13.480	470.116
13.490	470.411
13.500	470.705
13.510	471.000
13.520	471.294
13.530	471.589
13.540	471.884
13.550	472.178
13.560	472.473
13.570	472.767
13.580	473.062
13.590	473.356
13.600	473.651
13.610	473.945
13.620	474.240
13.630	474.534
13.640	474.829
13.650	475.123
13.660	475.418
13.670	475.712
13.680	476.007
13.690	476.301
13.700	476.596
13.710	476.890
13.720	477.185
13.730	477.479
13.740	477.774
13.750	478.068
13.760	478.363
13.770	478.657
13.780	478.952
13.790	479.246
13.800	479.541
13.810	479.835
13.820	480.130
13.830	480.424
13.840	480.718
13.850	481.013
13.860	481.307
13.870	481.602
13.880	481.896
13.890	482.191
13.900	482.485
13.910	482.780
13.920	483.074
13.930	483.369
13.940	483.663
13.950	483.958
13.960	484.252
13.970	484.546
13.980	484.841
13.990	485.135
14.000	485.430
14.010	485.724
14.020	486.019
14.030	486.313
14.040	486.608
14.050	486.902
14.060	487.197
14.070	487.491
14.080	487.786
14.090	488.080
14.100	488.375
14.110	488.669
14.120	488.964
14.130	489.258
14.140	489.553
14.150	489.847
14.160	490.142
14.170	490.437
14.180	490.731
14.190	491.026
14.200	491.320
14.210	491.615
14.220	491.909
14.230	492.204
14.240	492.499
14.250	492.793
14.260	493.088
14.270	493.382
14.280	493.677
14.290	493.972
14.300	494.266
14.310	494.561
14.320	494.856
14.330	495.150
14.340	495.445
14.350	495.740
14.360	496.034
14.370	496.329
14.380	496.624
14.390	496.918
14.400	497.213
14.410	497.508
14.420	497.803
14.430	498.097
14.440	498.392
14.450	498.687
14.460	498.982
14.470	499.277
14.480	499.571
14.490	499.866
14.500	500.161
14.510	500.456
14.520	500.751
14.530	501.046
14.540	501.341
14.550	501.635
14.560	501.930
14.570	502.225
14.580	502.520
14.590	502.815
14.600	503.110
14.610	503.405
14.620	503.700
14.630	503.995
14.640	504.290
14.650	504.585
14.660	504.880
14.670	505.175
14.680	505.471
14.690	505.766
14.700	506.061
14.710	506.356
14.720	506.651
14.730	506.946
14.740	507.241
14.750	507.537
14.760	507.832
14.770	508.127
14.780	508.422
14.790	508.718
14.800	509.013
14.810	509.308
14.820	509.604
14.830	509.899
14.840	510.194
14.850	510.490
14.860	510.785
14.870	511.081
14.880	511.376
14.890	511.672
14.900	511.967
14.910	512.263
14.920	512.558
14.930	512.854
14.940	513.149
14.950	513.445
14.960	513.740
14.970	514.036
14.980	514.332
14.990	514.627
15.000	514.923
15.010	515.219
15.020	515.515
15.030	515.810
15.040	516.106
15.050	516.402
15.060	516.698
15.070	516.994
15.080	517.290
15.090	517.586
15.100	517.882
15.110	518.178
15.120	518.474
15.130	518.770
15.140	519.066
15.150	519.362
15.160	519.658
15.170	519.954
15.180	520.250
15.190	520.546
15.200	520.842
15.210	521.139
15.220	521.435
15.230	521.731
15.240	522.028
15.250	522.324
15.260	522.620
15.270	522.917
15.280	523.213
15.290	523.509
15.300	523.806
15.310	524.102
15.320	524.399
15.330	524.696
15.340	524.992
15.350	525.289
15.360	525.585
15.370	525.882
15.380	526.179
15.390	526.476
15.400	526.772
15.410	527.069
15.420	527.366
15.430	527.663
15.440	527.960
15.450	528.257
15.460	528.554
15.470	528.851
15.480	529.148
15.490	529.445
15.500	529.742
15.510	530.039
15.520	530.336
15.530	530.633
15.540	530.931
15.550	531.228
15.560	531.525
15.570	531.822
15.580	532.120
15.590	532.417
15.600	532.715
15.610	533.012
15.620	533.310
15.630	533.607
15.640	533.905
15.650	534.202
15.660	534.500
15.670	534.798
15.680	535.095
15.690	535.393
15.700	535.691
15.710	535.989
15.720	536.287
15.730	536.585
15.740	536.883
15.750	537.181
15.760	537.479
15.770	537.777
15.780	538.075
15.790	538.373
15.800	538.671
15.810	538.969
15.820	539.268
15.830	539.566
15.840	539.864
15.850	540.163
15.860	540.461
15.870	540.760
15.880	541.058
15.890	541.357
15.900	541.655
15.910	541.954
15.920	542.252
15.930	542.551
15.940	542.850
15.950	543.149
15.960	543.448
15.970	543.746
15.980	544.045
15.990	544.344
16.000	544.643
16.010	544.942
16.020	545.242
16.030	545.541
16.040	545.840
16.050	546.139
16.060	546.438
16.070	546.738
16.080	547.037
16.090	547.337
16.100	547.636
16.110	547.936
16.120	548.235
16.130	548.535
16.140	548.834
16.150	549.134
16.160	549.434
16.170	549.734
16.180	550.033
16.190	550.333
16.200	550.633
16.210	550.933
16.220	551.233
16.230	551.533
16.240	551.834
16.250	552.134
16.260	552.434
16.270	552.734
16.280	553.035
16.290	553.335
16.300	553.635
16.310	553.936
16.320	554.236
16.330	554.537
16.340	554.838
16.350	555.138
16.360	555.439
16.370	555.740
16.380	556.041
16.390	556.342
16.400	556.643
16.410	556.944
16.420	557.245
16.430	557.546
16.440	557.847
16.450	558.148
16.460	558.449
16.470	558.751
16.480	559.052
16.490	559.354
16.500	559.655
16.510	559.957
16.520	560.258
16.530	560.560
16.540	560.862
16.550	561.163
16.560	561.465
16.570	561.767
16.580	562.069
16.590	562.371
16.600	562.673
16.610	562.975
16.620	563.277
16.630	563.580
16.640	563.882
16.650	564.184
16.660	564.487
16.670	564.789
16.680	565.092
16.690	565.394
16.700	565.697
16.710	566.000
16.720	566.303
16.730	566.605
16.740	566.908
16.750	567.211
16.760	567.514
16.770	567.817
16.780	568.120
16.790	568.424
16.800	568.727
16.810	569.030
16.820	569.334
16.830	569.637
16.840	569.941
16.850	570.244
16.860	570.548
16.870	570.851
16.880	571.155
16.890	571.459
16.900	571.763
16.910	572.067
16.920	572.371
16.930	572.675
16.940	572.979
16.950	573.283
16.960	573.588
16.970	573.892
16.980	574.196
16.990	574.501
17.000	574.805
17.010	575.110
17.020	575.415
17.030	575.720
17.040	576.024
17.050	576.329
17.060	576.634
17.070	576.939
17.080	577.244
17.090	577.549
17.100	577.855
17.110	578.160
17.120	578.465
17.130	578.771
17.140	579.076
17.150	579.382
17.160	579.688
17.170	579.993
17.180	580.299
17.190	580.605
17.200	580.911
17.210	581.217
17.220	581.523
17.230	581.829
17.240	582.135
17.250	582.442
17.260	582.748
17.270	583.055
17.280	583.361
17.290	583.668
17.300	583.974
17.310	584.281
17.320	584.588
17.330	584.895
17.340	585.202
17.350	585.509
17.360	585.816
17.370	586.123
17.380	586.430
17.390	586.738
17.400	587.045
17.410	587.353
17.420	587.660
17.430	587.968
17.440	588.276
17.450	588.583
17.460	588.891
