t(c)	x(m)
16.870	1201.23
16.880	1202.76
16.890	1204.28
16.900	1205.81
16.910	1207.34
16.920	1208.87
16.930	1210.40
16.940	1211.93
16.950	1213.46
16.960	1215.00
16.970	1216.53
16.980	1218.07
16.990	1219.60
17.000	1221.14
17.010	1222.68
17.020	1224.22
17.030	1225.76
17.040	1227.30
17.050	1228.85
17.060	1230.39
17.070	1231.94
17.080	1233.48
17.090	1235.03
17.100	1236.58
17.110	1238.13
17.120	1239.68
17.130	1241.23
17.140	1242.78
17.150	1244.34
17.160	1245.89
17.170	1247.45
17.180	1249.01
17.190	1250.56
17.200	1252.12
17.210	1253.68
17.220	1255.24
17.230	1256.81
17.240	1258.37
17.250	1259.94
17.260	1261.50
17.270	1263.07
17.280	1264.64
17.290	1266.21
17.300	1267.78
17.310	1269.35
17.320	1270.92
17.330	1272.49
17.340	1274.07
17.350	1275.64
17.360	1277.22
17.370	1278.80
17.380	1280.37
17.390	1281.95
17.400	1283.53
17.410	1285.12
17.420	1286.70
17.430	1288.28
17.440	1289.87
17.450	1291.46
17.460	1293.04
17.470	1294.63
17.480	1296.22
17.490	1297.81
17.500	1299.40
17.510	1301.00
17.520	1302.59
17.530	1304.18
17.540	1305.78
17.550	1307.38
17.560	1308.98
17.570	1310.58
17.580	1312.18
17.590	1313.78
17.600	1315.38
17.610	1316.98
17.620	1318.59
17.630	1320.19
17.640	1321.80
17.650	1323.41
17.660	1325.02
17.670	1326.63
17.680	1328.24
17.690	1329.85
17.700	1331.47
17.710	1333.08
17.720	1334.70
17.730	1336.31
17.740	1337.93
17.750	1339.55
17.760	1341.17
17.770	1342.79
17.780	1344.41
17.790	1346.04
17.800	1347.66
17.810	1349.29
17.820	1350.91
17.830	1352.54
17.840	1354.17
17.850	1355.80
17.860	1357.43
17.870	1359.06
17.880	1360.70
17.890	1362.33
17.900	1363.97
17.910	1365.60
17.920	1367.24
17.930	1368.88
17.940	1370.52
17.950	1372.16
17.960	1373.80
17.970	1375.44
17.980	1377.09
17.990	1378.73
18.000	1380.38
18.010	1382.03
18.020	1383.68
18.030	1385.33
18.040	1386.98
18.050	1388.63
18.060	1390.28
18.070	1391.94
18.080	1393.59
18.090	1395.25
18.100	1396.91
18.110	1398.56
18.120	1400.22
18.130	1401.89
18.140	1403.55
18.150	1405.21
18.160	1406.87
18.170	1408.54
18.180	1410.21
18.190	1411.87
18.200	1413.54
18.210	1415.21
18.220	1416.88
18.230	1418.56
18.240	1420.23
18.250	1421.90
18.260	1423.58
18.270	1425.25
18.280	1426.93
18.290	1428.61
18.300	1430.29
18.310	1431.97
18.320	1433.65
18.330	1435.34
18.340	1437.02
18.350	1438.71
18.360	1440.39
18.370	1442.08
18.380	1443.77
18.390	1445.46
18.400	1447.15
18.410	1448.84
18.420	1450.54
18.430	1452.23
18.440	1453.93
18.450	1455.62
18.460	1457.32
18.470	1459.02
18.480	1460.72
18.490	1462.42
18.500	1464.12
18.510	1465.83
18.520	1467.53
18.530	1469.24
18.540	1470.94
18.550	1472.65
18.560	1474.36
18.570	1476.07
18.580	1477.78
18.590	1479.49
18.600	1481.21
18.610	1482.92
18.620	1484.64
18.630	1486.36
18.640	1488.07
18.650	1489.79
18.660	1491.51
18.670	1493.24
18.680	1494.96
18.690	1496.68
18.700	1498.41
18.710	1500.13
18.720	1501.86
18.730	1503.59
18.740	1505.32
18.750	1507.05
18.760	1508.78
18.770	1510.51
18.780	1512.25
18.790	1513.98
18.800	1515.72
18.810	1517.46
18.820	1519.20
18.830	1520.93
18.840	1522.68
18.850	1524.42
18.860	1526.16
18.870	1527.91
18.880	1529.65
18.890	1531.40
18.900	1533.15
18.910	1534.89
18.920	1536.64
18.930	1538.40
18.940	1540.15
18.950	1541.90
18.960	1543.66
18.970	1545.41
18.980	1547.17
18.990	1548.93
19.000	1550.69
19.010	1552.45
19.020	1554.21
19.030	1555.97
19.040	1557.73
19.050	1559.50
19.060	1561.27
19.070	1563.03
19.080	1564.80
19.090	1566.57
19.100	1568.34
19.110	1570.11
19.120	1571.89
19.130	1573.66
19.140	1575.44
19.150	1577.21
19.160	1578.99
19.170	1580.77
19.180	1582.55
19.190	1584.33
19.200	1586.11
19.210	1587.90
19.220	1589.68
19.230	1591.47
19.240	1593.25
19.250	1595.04
19.260	1596.83
19.270	1598.62
19.280	1600.41
19.290	1602.21
19.300	1604.00
19.310	1605.80
19.320	1607.59
19.330	1609.39
19.340	1611.19
19.350	1612.99
19.360	1614.79
19.370	1616.59
19.380	1618.39
19.390	1620.20
19.400	1622.00
19.410	1623.81
19.420	1625.62
19.430	1627.43
19.440	1629.24
19.450	1631.05
19.460	1632.86
19.470	1634.68
19.480	1636.49
19.490	1638.31
19.500	1640.12
19.510	1641.94
19.520	1643.76
19.530	1645.58
19.540	1647.41
19.550	1649.23
19.560	1651.05
19.570	1652.88
19.580	1654.71
19.590	1656.53
19.600	1658.36
19.610	1660.19
19.620	1662.02
19.630	1663.86
19.640	1665.69
19.650	1667.53
19.660	1669.36
19.670	1671.20
19.680	1673.04
19.690	1674.88
19.700	1676.72
19.710	1678.56
19.720	1680.40
19.730	1682.25
19.740	1684.09
19.750	1685.94
19.760	1687.79
19.770	1689.64
19.780	1691.49
19.790	1693.34
19.800	1695.19
19.810	1697.04
19.820	1698.90
19.830	1700.76
19.840	1702.61
19.850	1704.47
19.860	1706.33
19.870	1708.19
19.880	1710.06
19.890	1711.92
19.900	1713.78
19.910	1715.65
19.920	1717.52
19.930	1719.38
19.940	1721.25
19.950	1723.12
19.960	1725.00
19.970	1726.87
19.980	1728.74
19.990	1730.62
20.000	1732.49
20.010	1734.37
20.020	1736.25
20.030	1738.13
20.040	1740.01
20.050	1741.89
20.060	1743.78
20.070	1745.66
20.080	1747.55
20.090	1749.44
20.100	1751.32
20.110	1753.21
20.120	1755.11
20.130	1757.00
20.140	1758.89
20.150	1760.79
20.160	1762.68
20.170	1764.58
20.180	1766.48
20.190	1768.37
20.200	1770.28
20.210	1772.18
20.220	1774.08
20.230	1775.98
20.240	1777.89
20.250	1779.80
20.260	1781.70
20.270	1783.61
20.280	1785.52
20.290	1787.43
20.300	1789.35
20.310	1791.26
20.320	1793.18
20.330	1795.09
20.340	1797.01
20.350	1798.93
20.360	1800.85
20.370	1802.77
20.380	1804.69
20.390	1806.61
20.400	1808.54
20.410	1810.46
20.420	1812.39
20.430	1814.32
20.440	1816.25
20.450	1818.18
20.460	1820.11
20.470	1822.05
20.480	1823.98
20.490	1825.92
20.500	1827.85
20.510	1829.79
20.520	1831.73
20.530	1833.67
20.540	1835.61
20.550	1837.56
20.560	1839.50
20.570	1841.45
20.580	1843.39
20.590	1845.34
20.600	1847.29
20.610	1849.24
20.620	1851.19
20.630	1853.14
20.640	1855.10
20.650	1857.05
20.660	1859.01
20.670	1860.97
20.680	1862.93
20.690	1864.89
20.700	1866.85
20.710	1868.81
20.720	1870.77
20.730	1872.74
20.740	1874.71
20.750	1876.67
20.760	1878.64
20.770	1880.61
20.780	1882.58
20.790	1884.56
20.800	1886.53
20.810	1888.50
20.820	1890.48
20.830	1892.46
20.840	1894.44
20.850	1896.42
20.860	1898.40
20.870	1900.38
20.880	1902.36
20.890	1904.35
20.900	1906.33
20.910	1908.32
20.920	1910.31
20.930	1912.30
20.940	1914.29
20.950	1916.28
20.960	1918.28
20.970	1920.27
20.980	1922.27
20.990	1924.27
21.000	1926.26
21.010	1928.26
21.020	1930.27
21.030	1932.27
21.040	1934.27
21.050	1936.28
21.060	1938.28
21.070	1940.29
21.080	1942.30
21.090	1944.31
21.100	1946.32
21.110	1948.33
21.120	1950.35
21.130	1952.36
21.140	1954.38
21.150	1956.39
21.160	1958.41
21.170	1960.43
21.180	1962.45
21.190	1964.48
21.200	1966.50
21.210	1968.52
21.220	1970.55
21.230	1972.58
21.240	1974.61
21.250	1976.64
21.260	1978.67
21.270	1980.70
21.280	1982.73
21.290	1984.77
21.300	1986.81
21.310	1988.84
21.320	1990.88
21.330	1992.92
21.340	1994.96
21.350	1997.01
21.360	1999.05
21.370	2001.10
21.380	2003.14
21.390	2005.19
21.400	2007.24
21.410	2009.29
21.420	2011.34
21.430	2013.39
21.440	2015.45
21.450	2017.50
21.460	2019.56
21.470	2021.62
21.480	2023.68
21.490	2025.74
21.500	2027.80
21.510	2029.86
21.520	2031.93
21.530	2033.99
21.540	2036.06
21.550	2038.13
21.560	2040.20
21.570	2042.27
21.580	2044.34
21.590	2046.41
21.600	2048.49
21.610	2050.56
21.620	2052.64
21.630	2054.72
21.640	2056.80
21.650	2058.88
21.660	2060.96
21.670	2063.04
21.680	2065.13
21.690	2067.22
21.700	2069.30
21.710	2071.39
21.720	2073.48
21.730	2075.57
21.740	2077.67
21.750	2079.76
21.760	2081.85
21.770	2083.95
21.780	2086.05
21.790	2088.15
21.800	2090.25
21.810	2092.35
21.820	2094.45
21.830	2096.56
21.840	2098.66
21.850	2100.77
21.860	2102.88
21.870	2104.99
21.880	2107.10
21.890	2109.21
21.900	2111.32
21.910	2113.44
21.920	2115.55
21.930	2117.67
21.940	2119.79
21.950	2121.91
21.960	2124.03
21.970	2126.15
21.980	2128.28
21.990	2130.40
22.000	2132.53
22.010	2134.66
22.020	2136.79
22.030	2138.92
22.040	2141.05
22.050	2143.18
22.060	2145.31
22.070	2147.45
22.080	2149.59
22.090	2151.73
22.100	2153.87
22.110	2156.01
22.120	2158.15
22.130	2160.29
22.140	2162.44
22.150	2164.58
22.160	2166.73
22.170	2168.88
22.180	2171.03
22.190	2173.18
22.200	2175.33
22.210	2177.49
22.220	2179.64
22.230	2181.80
22.240	2183.96
22.250	2186.12
22.260	2188.28
22.270	2190.44
22.280	2192.60
22.290	2194.77
22.300	2196.93
22.310	2199.10
22.320	2201.27
22.330	2203.44
22.340	2205.61
22.350	2207.78
22.360	2209.96
22.370	2212.13
22.380	2214.31
22.390	2216.49
22.400	2218.67
22.410	2220.85
22.420	2223.03
22.430	2225.21
22.440	2227.40
22.450	2229.58
22.460	2231.77
22.470	2233.96
22.480	2236.15
22.490	2238.34
22.500	2240.53
22.510	2242.73
22.520	2244.92
22.530	2247.12
22.540	2249.32
22.550	2251.52
22.560	2253.72
22.570	2255.92
22.580	2258.12
22.590	2260.33
22.600	2262.54
22.610	2264.74
22.620	2266.95
22.630	2269.16
22.640	2271.37
22.650	2273.59
22.660	2275.80
22.670	2278.02
22.680	2280.23
22.690	2282.45
22.700	2284.67
22.710	2286.89
22.720	2289.12
22.730	2291.34
22.740	2293.57
22.750	2295.79
22.760	2298.02
22.770	2300.25
22.780	2302.48
22.790	2304.71
22.800	2306.94
22.810	2309.18
22.820	2311.42
22.830	2313.65
22.840	2315.89
22.850	2318.13
22.860	2320.37
22.870	2322.62
22.880	2324.86
22.890	2327.11
22.900	2329.35
22.910	2331.60
22.920	2333.85
22.930	2336.10
22.940	2338.36
22.950	2340.61
22.960	2342.87
22.970	2345.12
22.980	2347.38
22.990	2349.64
23.000	2351.90
23.010	2354.16
23.020	2356.43
23.030	2358.69
23.040	2360.96
23.050	2363.23
23.060	2365.49
23.070	2367.77
23.080	2370.04
23.090	2372.31
23.100	2374.58
23.110	2376.86
23.120	2379.14
23.130	2381.42
23.140	2383.70
23.150	2385.98
23.160	2388.26
23.170	2390.55
23.180	2392.83
23.190	2395.12
23.200	2397.41
23.210	2399.70
23.220	2401.99
23.230	2404.28
23.240	2406.58
23.250	2408.87
23.260	2411.17
23.270	2413.47
23.280	2415.77
23.290	2418.07
23.300	2420.37
23.310	2422.68
23.320	2424.98
23.330	2427.29
23.340	2429.60
23.350	2431.91
23.360	2434.22
23.370	2436.53
23.380	2438.84
23.390	2441.16
23.400	2443.47
23.410	2445.79
23.420	2448.11
23.430	2450.43
23.440	2452.76
23.450	2455.08
23.460	2457.40
23.470	2459.73
23.480	2462.06
23.490	2464.39
23.500	2466.72
23.510	2469.05
23.520	2471.38
23.530	2473.72
23.540	2476.06
23.550	2478.39
23.560	2480.73
23.570	2483.07
23.580	2485.42
23.590	2487.76
23.600	2490.10
23.610	2492.45
23.620	2494.80
23.630	2497.15
23.640	2499.50
23.650	2501.85
23.660	2504.20
23.670	2506.56
23.680	2508.92
23.690	2511.27
23.700	2513.63
23.710	2515.99
23.720	2518.36
23.730	2520.72
23.740	2523.08
23.750	2525.45
23.760	2527.82
23.770	2530.19
23.780	2532.56
23.790	2534.93
23.800	2537.30
23.810	2539.68
23.820	2542.06
23.830	2544.43
23.840	2546.81
23.850	2549.19
23.860	2551.58
23.870	2553.96
23.880	2556.34
23.890	2558.73
23.900	2561.12
23.910	2563.51
23.920	2565.90
23.930	2568.29
23.940	2570.68
23.950	2573.08
23.960	2575.48
23.970	2577.87
23.980	2580.27
23.990	2582.67
24.000	2585.08
24.010	2587.48
24.020	2589.89
24.030	2592.29
24.040	2594.70
24.050	2597.11
24.060	2599.52
24.070	2601.93
24.080	2604.35
24.090	2606.76
24.100	2609.18
24.110	2611.60
24.120	2614.02
24.130	2616.44
24.140	2618.86
24.150	2621.29
24.160	2623.71
24.170	2626.14
24.180	2628.57
24.190	2631.00
24.200	2633.43
24.210	2635.86
24.220	2638.30
24.230	2640.73
24.240	2643.17
24.250	2645.61
24.260	2648.05
24.270	2650.49
24.280	2652.93
24.290	2655.38
24.300	2657.82
24.310	2660.27
24.320	2662.72
24.330	2665.17
24.340	2667.62
24.350	2670.08
24.360	2672.53
24.370	2674.99
24.380	2677.45
24.390	2679.91
24.400	2682.37
24.410	2684.83
24.420	2687.29
24.430	2689.76
24.440	2692.22
24.450	2694.69
24.460	2697.16
24.470	2699.63
24.480	2702.11
24.490	2704.58
24.500	2707.05
24.510	2709.53
24.520	2712.01
24.530	2714.49
24.540	2716.97
24.550	2719.46
24.560	2721.94
24.570	2724.43
24.580	2726.91
24.590	2729.40
24.600	2731.89
24.610	2734.38
24.620	2736.88
24.630	2739.37
24.640	2741.87
24.650	2744.37
24.660	2746.87
24.670	2749.37
24.680	2751.87
24.690	2754.37
24.700	2756.88
24.710	2759.39
24.720	2761.89
24.730	2764.40
24.740	2766.91
24.750	2769.43
24.760	2771.94
24.770	2774.46
24.780	2776.97
24.790	2779.49
24.800	2782.01
24.810	2784.54
24.820	2787.06
24.830	2789.58
24.840	2792.11
24.850	2794.64
24.860	2797.17
24.870	2799.70
24.880	2802.23
24.890	2804.76
24.900	2807.30
24.910	2809.84
24.920	2812.37
24.930	2814.91
24.940	2817.46
24.950	2820.00
24.960	2822.54
24.970	2825.09
24.980	2827.64
24.990	2830.19
25.000	2832.74
25.010	2835.29
25.020	2837.84
25.030	2840.40
25.040	2842.95
25.050	2845.51
25.060	2848.07
25.070	2850.63
25.080	2853.20
25.090	2855.76
25.100	2858.33
25.110	2860.89
25.120	2863.46
25.130	2866.03
25.140	2868.60
25.150	2871.18
25.160	2873.75
25.170	2876.33
25.180	2878.91
25.190	2881.49
25.200	2884.07
25.210	2886.65
25.220	2889.23
25.230	2891.82
25.240	2894.41
25.250	2896.99
25.260	2899.58
25.270	2902.18
25.280	2904.77
25.290	2907.36
25.300	2909.96
25.310	2912.56
25.320	2915.16
25.330	2917.76
25.340	2920.36
25.350	2922.97
25.360	2925.57
25.370	2928.18
25.380	2930.79
25.390	2933.40
25.400	2936.01
25.410	2938.62
25.420	2941.24
25.430	2943.85
25.440	2946.47
25.450	2949.09
25.460	2951.71
25.470	2954.33
25.480	2956.96
25.490	2959.58
25.500	2962.21
25.510	2964.84
25.520	2967.47
25.530	2970.10
25.540	2972.74
25.550	2975.37
25.560	2978.01
25.570	2980.65
25.580	2983.29
25.590	2985.93
25.600	2988.57
25.610	2991.22
25.620	2993.86
25.630	2996.51
25.640	2999.16
25.650	3001.81
25.660	3004.46
25.670	3007.12
25.680	3009.77
25.690	3012.43
25.700	3015.09
25.710	3017.75
25.720	3020.41
25.730	3023.07
25.740	3025.74
25.750	3028.40
25.760	3031.07
25.770	3033.74
25.780	3036.41
25.790	3039.08
25.800	3041.76
25.810	3044.43
25.820	3047.11
25.830	3049.79
25.840	3052.47
25.850	3055.15
25.860	3057.84
25.870	3060.52
25.880	3063.21
25.890	3065.90
25.900	3068.59
25.910	3071.28
25.920	3073.98
25.930	3076.67
25.940	3079.37
25.950	3082.07
25.960	3084.77
25.970	3087.47
25.980	3090.17
25.990	3092.87
26.000	3095.58
26.010	3098.29
26.020	3101.00
26.030	3103.71
26.040	3106.42
26.050	3109.14
26.060	3111.85
26.070	3114.57
26.080	3117.29
26.090	3120.01
26.100	3122.73
26.110	3125.46
26.120	3128.18
26.130	3130.91
26.140	3133.64
26.150	3136.37
26.160	3139.10
26.170	3141.83
26.180	3144.57
26.190	3147.31
26.200	3150.04
26.210	3152.78
26.220	3155.53
26.230	3158.27
26.240	3161.01
26.250	3163.76
26.260	3166.51
26.270	3169.26
26.280	3172.01
26.290	3174.76
26.300	3177.52
26.310	3180.28
26.320	3183.03
26.330	3185.79
26.340	3188.55
26.350	3191.32
26.360	3194.08
26.370	3196.85
26.380	3199.62
26.390	3202.39
26.400	3205.16
26.410	3207.93
26.420	3210.70
26.430	3213.48
26.440	3216.26
26.450	3219.04
26.460	3221.82
26.470	3224.60
26.480	3227.39
26.490	3230.17
26.500	3232.96
26.510	3235.75
26.520	3238.54
26.530	3241.33
26.540	3244.13
26.550	3246.92
26.560	3249.72
26.570	3252.52
26.580	3255.32
26.590	3258.12
26.600	3260.93
26.610	3263.73
26.620	3266.54
26.630	3269.35
26.640	3272.16
26.650	3274.97
26.660	3277.79
26.670	3280.60
26.680	3283.42
26.690	3286.24
26.700	3289.06
26.710	3291.88
26.720	3294.71
26.730	3297.53
26.740	3300.36
26.750	3303.19
26.760	3306.02
26.770	3308.86
26.780	3311.69
26.790	3314.53
26.800	3317.36
26.810	3320.20
26.820	3323.04
26.830	3325.89
26.840	3328.73
26.850	3331.58
26.860	3334.43
26.870	3337.27
26.880	3340.13
26.890	3342.98
26.900	3345.83
26.910	3348.69
26.920	3351.55
26.930	3354.41
26.940	3357.27
26.950	3360.13
26.960	3363.00
26.970	3365.86
26.980	3368.73
26.990	3371.60
27.000	3374.47
27.010	3377.35
27.020	3380.22
27.030	3383.10
27.040	3385.98
27.050	3388.86
27.060	3391.74
27.070	3394.62
27.080	3397.51
27.090	3400.40
27.100	3403.28
27.110	3406.17
27.120	3409.07
27.130	3411.96
27.140	3414.86
27.150	3417.75
27.160	3420.65
27.170	3423.55
27.180	3426.46
27.190	3429.36
27.200	3432.27
27.210	3435.17
27.220	3438.08
27.230	3440.99
27.240	3443.91
27.250	3446.82
27.260	3449.74
27.270	3452.66
27.280	3455.58
27.290	3458.50
27.300	3461.42
27.310	3464.35
27.320	3467.27
27.330	3470.20
27.340	3473.13
27.350	3476.06
27.360	3479.00
27.370	3481.93
27.380	3484.87
27.390	3487.81
27.400	3490.75
27.410	3493.69
27.420	3496.64
27.430	3499.58
27.440	3502.53
27.450	3505.48
27.460	3508.43
27.470	3511.38
27.480	3514.34
27.490	3517.29
27.500	3520.25
27.510	3523.21
27.520	3526.17
27.530	3529.14
27.540	3532.10
27.550	3535.07
27.560	3538.04
27.570	3541.01
27.580	3543.98
27.590	3546.96
27.600	3549.93
27.610	3552.91
27.620	3555.89
27.630	3558.87
27.640	3561.85
27.650	3564.84
27.660	3567.83
27.670	3570.81
27.680	3573.80
27.690	3576.80
27.700	3579.79
27.710	3582.78
27.720	3585.78
27.730	3588.78
27.740	3591.78
27.750	3594.78
27.760	3597.79
27.770	3600.80
27.780	3603.80
27.790	3606.81
27.800	3609.82
27.810	3612.84
27.820	3615.85
27.830	3618.87
27.840	3621.89
27.850	3624.91
27.860	3627.93
27.870	3630.96
27.880	3633.98
27.890	3637.01
27.900	3640.04
27.910	3643.07
27.920	3646.10
27.930	3649.14
27.940	3652.17
27.950	3655.21
27.960	3658.25
27.970	3661.30
27.980	3664.34
27.990	3667.39
28.000	3670.43
28.010	3673.48
28.020	3676.53
28.030	3679.59
28.040	3682.64
28.050	3685.70
28.060	3688.76
28.070	3691.82
28.080	3694.88
28.090	3697.94
28.100	3701.01
28.110	3704.08
28.120	3707.15
28.130	3710.22
28.140	3713.29
28.150	3716.37
28.160	3719.44
28.170	3722.52
28.180	3725.60
28.190	3728.69
28.200	3731.77
28.210	3734.86
28.220	3737.94
28.230	3741.03
28.240	3744.12
28.250	3747.22
28.260	3750.31
28.270	3753.41
28.280	3756.51
28.290	3759.61
28.300	3762.71
28.310	3765.82
28.320	3768.92
28.330	3772.03
28.340	3775.14
28.350	3778.25
28.360	3781.37
28.370	3784.48
28.380	3787.60
28.390	3790.72
28.400	3793.84
28.410	3796.96
28.420	3800.09
28.430	3803.22
28.440	3806.34
28.450	3809.47
28.460	3812.61
28.470	3815.74
28.480	3818.88
28.490	3822.02
28.500	3825.16
28.510	3828.30
28.520	3831.44
28.530	3834.59
28.540	3837.73
28.550	3840.88
28.560	3844.03
28.570	3847.19
28.580	3850.34
28.590	3853.50
28.600	3856.66
28.610	3859.82
28.620	3862.98
28.630	3866.14
28.640	3869.31
28.650	3872.48
28.660	3875.65
28.670	3878.82
28.680	3881.99
28.690	3885.17
28.700	3888.35
28.710	3891.53
28.720	3894.71
28.730	3897.89
28.740	3901.08
28.750	3904.26
28.760	3907.45
28.770	3910.64
28.780	3913.84
28.790	3917.03
28.800	3920.23
28.810	3923.42
28.820	3926.63
28.830	3929.83
28.840	3933.03
28.850	3936.24
28.860	3939.45
28.870	3942.66
28.880	3945.87
28.890	3949.08
28.900	3952.30
28.910	3955.51
28.920	3958.73
28.930	3961.95
28.940	3965.18
28.950	3968.40
28.960	3971.63
28.970	3974.86
28.980	3978.09
28.990	3981.32
29.000	3984.56
29.010	3987.79
29.020	3991.03
29.030	3994.27
29.040	3997.52
29.050	4000.76
29.060	4004.01
29.070	4007.26
29.080	4010.51
29.090	4013.76
29.100	4017.01
29.110	4020.27
29.120	4023.53
29.130	4026.79
29.140	4030.05
29.150	4033.31
29.160	4036.58
29.170	4039.85
29.180	4043.12
29.190	4046.39
29.200	4049.66
29.210	4052.94
29.220	4056.21
29.230	4059.49
29.240	4062.77
29.250	4066.06
29.260	4069.34
29.270	4072.63
29.280	4075.92
29.290	4079.21
29.300	4082.50
29.310	4085.80
29.320	4089.10
29.330	4092.39
29.340	4095.70
29.350	4099.00
29.360	4102.30
29.370	4105.61
29.380	4108.92
29.390	4112.23
29.400	4115.54
29.410	4118.86
29.420	4122.17
29.430	4125.49
29.440	4128.81
29.450	4132.14
29.460	4135.46
29.470	4138.79
29.480	4142.12
29.490	4145.45
29.500	4148.78
29.510	4152.11
29.520	4155.45
29.530	4158.79
29.540	4162.13
29.550	4165.47
29.560	4168.82
29.570	4172.16
29.580	4175.51
29.590	4178.86
29.600	4182.22
29.610	4185.57
29.620	4188.93
29.630	4192.29
29.640	4195.65
29.650	4199.01
29.660	4202.37
29.670	4205.74
29.680	4209.11
29.690	4212.48
29.700	4215.85
29.710	4219.23
29.720	4222.60
29.730	4225.98
29.740	4229.36
29.750	4232.74
29.760	4236.13
29.770	4239.52
29.780	4242.90
29.790	4246.29
29.800	4249.69
29.810	4253.08
29.820	4256.48
29.830	4259.88
29.840	4263.28
29.850	4266.68
29.860	4270.09
29.870	4273.49
29.880	4276.90
29.890	4280.31
29.900	4283.73
29.910	4287.14
29.920	4290.56
29.930	4293.98
29.940	4297.40
29.950	4300.82
29.960	4304.25
29.970	4307.67
29.980	4311.10
29.990	4314.53
30.000	4317.97
