t(c)	V(m/s)
0.762	36.755
0.763	36.791
0.764	36.826
0.765	36.861
0.766	36.897
0.767	36.932
0.768	36.968
0.769	37.003
0.770	37.038
0.771	37.074
0.772	37.109
0.773	37.144
0.774	37.180
0.775	37.215
0.776	37.250
0.777	37.286
0.778	37.321
0.779	37.357
0.780	37.392
0.781	37.427
0.782	37.463
0.783	37.498
0.784	37.533
0.785	37.569
0.786	37.604
0.787	37.640
0.788	37.675
0.789	37.710
0.790	37.746
0.791	37.781
0.792	37.817
0.793	37.852
0.794	37.887
0.795	37.923
0.796	37.958
0.797	37.993
0.798	38.029
0.799	38.064
0.800	38.100
0.801	38.135
0.802	38.170
0.803	38.206
0.804	38.241
0.805	38.277
0.806	38.312
0.807	38.347
0.808	38.383
0.809	38.418
0.810	38.454
0.811	38.489
0.812	38.524
0.813	38.560
0.814	38.595
0.815	38.631
0.816	38.666
0.817	38.701
0.818	38.737
0.819	38.772
0.820	38.808
0.821	38.843
0.822	38.878
0.823	38.914
0.824	38.949
0.825	38.985
0.826	39.020
0.827	39.055
0.828	39.091
0.829	39.126
0.830	39.162
0.831	39.197
0.832	39.232
0.833	39.268
0.834	39.303
0.835	39.339
0.836	39.374
0.837	39.409
0.838	39.445
0.839	39.480
0.840	39.516
0.841	39.551
0.842	39.586
0.843	39.622
0.844	39.657
0.845	39.693
0.846	39.728
0.847	39.764
0.848	39.799
0.849	39.834
0.850	39.870
0.851	39.905
0.852	39.941
0.853	39.976
0.854	40.012
0.855	40.047
0.856	40.082
0.857	40.118
0.858	40.153
0.859	40.189
0.860	40.224
0.861	40.259
0.862	40.295
0.863	40.330
0.864	40.366
0.865	40.401
0.866	40.437
0.867	40.472
0.868	40.507
0.869	40.543
0.870	40.578
0.871	40.614
0.872	40.649
0.873	40.685
0.874	40.720
0.875	40.756
0.876	40.791
0.877	40.826
0.878	40.862
0.879	40.897
0.880	40.933
0.881	40.968
0.882	41.004
0.883	41.039
0.884	41.074
0.885	41.110
0.886	41.145
0.887	41.181
0.888	41.216
0.889	41.252
0.890	41.287
0.891	41.323
0.892	41.358
0.893	41.393
0.894	41.429
0.895	41.464
0.896	41.500
0.897	41.535
0.898	41.571
0.899	41.606
0.900	41.642
0.901	41.677
0.902	41.713
0.903	41.748
0.904	41.783
0.905	41.819
0.906	41.854
0.907	41.890
0.908	41.925
0.909	41.961
0.910	41.996
0.911	42.032
0.912	42.067
0.913	42.103
0.914	42.138
0.915	42.173
0.916	42.209
0.917	42.244
0.918	42.280
0.919	42.315
0.920	42.351
0.921	42.386
0.922	42.422
0.923	42.457
0.924	42.493
0.925	42.528
0.926	42.564
0.927	42.599
0.928	42.635
0.929	42.670
0.930	42.705
0.931	42.741
0.932	42.776
0.933	42.812
0.934	42.847
0.935	42.883
0.936	42.918
0.937	42.954
0.938	42.989
0.939	43.025
0.940	43.060
0.941	43.096
0.942	43.131
0.943	43.167
0.944	43.202
0.945	43.238
0.946	43.273
0.947	43.309
0.948	43.344
0.949	43.379
0.950	43.415
0.951	43.450
0.952	43.486
0.953	43.521
0.954	43.557
0.955	43.592
0.956	43.628
0.957	43.663
0.958	43.699
0.959	43.734
0.960	43.770
0.961	43.805
0.962	43.841
0.963	43.876
0.964	43.912
0.965	43.947
0.966	43.983
0.967	44.018
0.968	44.054
0.969	44.089
0.970	44.125
0.971	44.160
0.972	44.196
0.973	44.231
0.974	44.267
0.975	44.302
0.976	44.338
0.977	44.373
0.978	44.409
0.979	44.444
0.980	44.480
0.981	44.515
0.982	44.551
0.983	44.586
0.984	44.622
0.985	44.657
0.986	44.693
0.987	44.728
0.988	44.764
0.989	44.799
0.990	44.835
0.991	44.870
0.992	44.906
0.993	44.941
0.994	44.977
0.995	45.012
0.996	45.048
0.997	45.083
0.998	45.119
0.999	45.154
1.000	45.190
1.001	45.225
1.002	45.261
1.003	45.296
1.004	45.332
1.005	45.367
1.006	45.403
1.007	45.439
1.008	45.474
1.009	45.510
1.010	45.545
1.011	45.581
1.012	45.616
1.013	45.652
1.014	45.687
1.015	45.723
1.016	45.758
1.017	45.794
1.018	45.829
1.019	45.865
1.020	45.900
1.021	45.936
1.022	45.971
1.023	46.007
1.024	46.042
1.025	46.078
1.026	46.114
1.027	46.149
1.028	46.185
1.029	46.220
1.030	46.256
1.031	46.291
1.032	46.327
1.033	46.362
1.034	46.398
1.035	46.433
1.036	46.469
1.037	46.504
1.038	46.540
1.039	46.575
1.040	46.611
1.041	46.647
1.042	46.682
1.043	46.718
1.044	46.753
1.045	46.789
1.046	46.824
1.047	46.860
1.048	46.895
1.049	46.931
1.050	46.966
1.051	47.002
1.052	47.038
1.053	47.073
1.054	47.109
1.055	47.144
1.056	47.180
1.057	47.215
1.058	47.251
1.059	47.286
1.060	47.322
1.061	47.357
1.062	47.393
1.063	47.429
1.064	47.464
1.065	47.500
1.066	47.535
1.067	47.571
1.068	47.606
1.069	47.642
1.070	47.677
1.071	47.713
1.072	47.749
1.073	47.784
1.074	47.820
1.075	47.855
1.076	47.891
1.077	47.926
1.078	47.962
1.079	47.997
1.080	48.033
1.081	48.069
1.082	48.104
1.083	48.140
1.084	48.175
1.085	48.211
1.086	48.246
1.087	48.282
1.088	48.318
1.089	48.353
1.090	48.389
1.091	48.424
1.092	48.460
1.093	48.495
1.094	48.531
1.095	48.567
1.096	48.602
1.097	48.638
1.098	48.673
1.099	48.709
1.100	48.744
1.101	48.780
1.102	48.816
1.103	48.851
1.104	48.887
1.105	48.922
1.106	48.958
1.107	48.994
1.108	49.029
1.109	49.065
1.110	49.100
1.111	49.136
1.112	49.171
1.113	49.207
1.114	49.243
1.115	49.278
1.116	49.314
1.117	49.349
1.118	49.385
1.119	49.421
1.120	49.456
1.121	49.492
1.122	49.527
1.123	49.563
1.124	49.598
1.125	49.634
1.126	49.670
1.127	49.705
1.128	49.741
1.129	49.776
1.130	49.812
1.131	49.848
1.132	49.883
1.133	49.919
1.134	49.954
1.135	49.990
1.136	50.026
1.137	50.061
1.138	50.097
1.139	50.132
1.140	50.168
1.141	50.204
1.142	50.239
1.143	50.275
1.144	50.310
1.145	50.346
1.146	50.382
1.147	50.417
1.148	50.453
1.149	50.488
1.150	50.524
1.151	50.560
1.152	50.595
1.153	50.631
1.154	50.666
1.155	50.702
1.156	50.738
1.157	50.773
1.158	50.809
1.159	50.845
1.160	50.880
1.161	50.916
1.162	50.951
1.163	50.987
1.164	51.023
1.165	51.058
1.166	51.094
1.167	51.129
1.168	51.165
1.169	51.201
1.170	51.236
1.171	51.272
1.172	51.308
1.173	51.343
1.174	51.379
1.175	51.414
1.176	51.450
1.177	51.486
1.178	51.521
1.179	51.557
1.180	51.593
1.181	51.628
1.182	51.664
1.183	51.699
1.184	51.735
1.185	51.771
1.186	51.806
1.187	51.842
1.188	51.878
1.189	51.913
1.190	51.949
1.191	51.984
1.192	52.020
1.193	52.056
1.194	52.091
1.195	52.127
1.196	52.163
1.197	52.198
1.198	52.234
1.199	52.270
1.200	52.305
1.201	52.341
1.202	52.376
1.203	52.412
1.204	52.448
1.205	52.483
1.206	52.519
1.207	52.555
1.208	52.590
1.209	52.626
1.210	52.662
1.211	52.697
1.212	52.733
1.213	52.769
1.214	52.804
1.215	52.840
1.216	52.875
1.217	52.911
1.218	52.947
1.219	52.982
1.220	53.018
1.221	53.054
1.222	53.089
1.223	53.125
1.224	53.161
1.225	53.196
1.226	53.232
1.227	53.268
1.228	53.303
1.229	53.339
1.230	53.375
1.231	53.410
1.232	53.446
1.233	53.482
1.234	53.517
1.235	53.553
1.236	53.589
1.237	53.624
1.238	53.660
1.239	53.696
1.240	53.731
1.241	53.767
1.242	53.803
1.243	53.838
1.244	53.874
1.245	53.910
1.246	53.945
1.247	53.981
1.248	54.017
1.249	54.052
1.250	54.088
1.251	54.124
1.252	54.159
1.253	54.195
1.254	54.231
1.255	54.266
1.256	54.302
1.257	54.338
1.258	54.373
1.259	54.409
1.260	54.445
1.261	54.480
1.262	54.516
1.263	54.552
1.264	54.587
1.265	54.623
1.266	54.659
1.267	54.694
1.268	54.730
1.269	54.766
1.270	54.801
1.271	54.837
1.272	54.873
1.273	54.908
1.274	54.944
1.275	54.980
1.276	55.015
1.277	55.051
1.278	55.087
1.279	55.122
1.280	55.158
1.281	55.194
1.282	55.230
1.283	55.265
1.284	55.301
1.285	55.337
1.286	55.372
1.287	55.408
1.288	55.444
1.289	55.479
1.290	55.515
1.291	55.551
1.292	55.586
1.293	55.622
1.294	55.658
1.295	55.694
1.296	55.729
1.297	55.765
1.298	55.801
1.299	55.836
1.300	55.872
1.301	55.908
1.302	55.943
1.303	55.979
1.304	56.015
1.305	56.051
1.306	56.086
1.307	56.122
1.308	56.158
1.309	56.193
1.310	56.229
1.311	56.265
1.312	56.300
1.313	56.336
1.314	56.372
1.315	56.408
1.316	56.443
1.317	56.479
1.318	56.515
1.319	56.550
1.320	56.586
1.321	56.622
1.322	56.658
1.323	56.693
1.324	56.729
1.325	56.765
1.326	56.800
1.327	56.836
1.328	56.872
1.329	56.908
1.330	56.943
1.331	56.979
1.332	57.015
1.333	57.050
1.334	57.086
1.335	57.122
1.336	57.158
1.337	57.193
1.338	57.229
1.339	57.265
1.340	57.300
1.341	57.336
1.342	57.372
1.343	57.408
1.344	57.443
1.345	57.479
1.346	57.515
1.347	57.551
1.348	57.586
1.349	57.622
1.350	57.658
1.351	57.693
1.352	57.729
1.353	57.765
1.354	57.801
1.355	57.836
1.356	57.872
1.357	57.908
1.358	57.944
1.359	57.979
1.360	58.015
1.361	58.051
1.362	58.086
1.363	58.122
1.364	58.158
1.365	58.194
1.366	58.229
1.367	58.265
1.368	58.301
1.369	58.337
1.370	58.372
1.371	58.408
1.372	58.444
1.373	58.480
1.374	58.515
1.375	58.551
1.376	58.587
1.377	58.623
1.378	58.658
1.379	58.694
1.380	58.730
1.381	58.766
1.382	58.801
1.383	58.837
1.384	58.873
1.385	58.909
1.386	58.944
1.387	58.980
1.388	59.016
1.389	59.052
1.390	59.087
1.391	59.123
1.392	59.159
1.393	59.195
1.394	59.230
1.395	59.266
1.396	59.302
1.397	59.338
1.398	59.373
1.399	59.409
1.400	59.445
1.401	59.481
1.402	59.516
1.403	59.552
1.404	59.588
1.405	59.624
1.406	59.659
1.407	59.695
1.408	59.731
1.409	59.767
1.410	59.802
1.411	59.838
1.412	59.874
1.413	59.910
1.414	59.946
1.415	59.981
1.416	60.017
1.417	60.053
1.418	60.089
1.419	60.124
1.420	60.160
1.421	60.196
1.422	60.232
1.423	60.267
1.424	60.303
1.425	60.339
1.426	60.375
1.427	60.411
1.428	60.446
1.429	60.482
1.430	60.518
1.431	60.554
1.432	60.589
1.433	60.625
1.434	60.661
1.435	60.697
1.436	60.733
1.437	60.768
1.438	60.804
1.439	60.840
1.440	60.876
1.441	60.911
1.442	60.947
1.443	60.983
1.444	61.019
1.445	61.055
1.446	61.090
1.447	61.126
1.448	61.162
1.449	61.198
1.450	61.234
1.451	61.269
1.452	61.305
1.453	61.341
1.454	61.377
1.455	61.412
1.456	61.448
1.457	61.484
1.458	61.520
1.459	61.556
1.460	61.591
1.461	61.627
1.462	61.663
1.463	61.699
1.464	61.735
1.465	61.770
1.466	61.806
1.467	61.842
1.468	61.878
1.469	61.914
1.470	61.949
1.471	61.985
1.472	62.021
1.473	62.057
1.474	62.093
1.475	62.128
1.476	62.164
1.477	62.200
1.478	62.236
1.479	62.272
1.480	62.307
1.481	62.343
1.482	62.379
1.483	62.415
1.484	62.451
1.485	62.486
1.486	62.522
1.487	62.558
1.488	62.594
1.489	62.630
1.490	62.666
1.491	62.701
1.492	62.737
1.493	62.773
1.494	62.809
1.495	62.845
1.496	62.880
1.497	62.916
1.498	62.952
1.499	62.988
1.500	63.024
1.501	63.060
1.502	63.095
1.503	63.131
1.504	63.167
1.505	63.203
1.506	63.239
1.507	63.274
1.508	63.310
1.509	63.346
1.510	63.382
1.511	63.418
1.512	63.454
1.513	63.489
1.514	63.525
1.515	63.561
1.516	63.597
1.517	63.633
1.518	63.669
1.519	63.704
1.520	63.740
1.521	63.776
1.522	63.812
1.523	63.848
1.524	63.883
1.525	63.919
1.526	63.955
1.527	63.991
1.528	64.027
1.529	64.063
1.530	64.098
1.531	64.134
1.532	64.170
1.533	64.206
1.534	64.242
1.535	64.278
1.536	64.314
1.537	64.349
1.538	64.385
1.539	64.421
1.540	64.457
1.541	64.493
1.542	64.529
1.543	64.564
1.544	64.600
1.545	64.636
1.546	64.672
1.547	64.708
1.548	64.744
1.549	64.779
1.550	64.815
1.551	64.851
1.552	64.887
1.553	64.923
1.554	64.959
1.555	64.995
1.556	65.030
1.557	65.066
1.558	65.102
1.559	65.138
1.560	65.174
1.561	65.210
1.562	65.246
1.563	65.281
1.564	65.317
1.565	65.353
1.566	65.389
1.567	65.425
1.568	65.461
1.569	65.497
1.570	65.532
1.571	65.568
1.572	65.604
1.573	65.640
1.574	65.676
1.575	65.712
1.576	65.748
1.577	65.783
1.578	65.819
1.579	65.855
1.580	65.891
1.581	65.927
1.582	65.963
1.583	65.999
1.584	66.034
1.585	66.070
1.586	66.106
1.587	66.142
1.588	66.178
1.589	66.214
1.590	66.250
1.591	66.286
1.592	66.321
1.593	66.357
1.594	66.393
1.595	66.429
1.596	66.465
1.597	66.501
1.598	66.537
1.599	66.573
1.600	66.608
1.601	66.644
1.602	66.680
1.603	66.716
1.604	66.752
1.605	66.788
1.606	66.824
1.607	66.860
1.608	66.895
1.609	66.931
1.610	66.967
1.611	67.003
1.612	67.039
1.613	67.075
1.614	67.111
1.615	67.147
1.616	67.183
1.617	67.218
1.618	67.254
1.619	67.290
1.620	67.326
1.621	67.362
1.622	67.398
1.623	67.434
1.624	67.470
1.625	67.506
1.626	67.541
1.627	67.577
1.628	67.613
1.629	67.649
1.630	67.685
1.631	67.721
1.632	67.757
1.633	67.793
1.634	67.829
1.635	67.864
1.636	67.900
1.637	67.936
1.638	67.972
1.639	68.008
1.640	68.044
1.641	68.080
1.642	68.116
1.643	68.152
1.644	68.188
1.645	68.223
1.646	68.259
1.647	68.295
1.648	68.331
1.649	68.367
1.650	68.403
1.651	68.439
1.652	68.475
1.653	68.511
1.654	68.547
1.655	68.583
1.656	68.618
1.657	68.654
1.658	68.690
1.659	68.726
1.660	68.762
1.661	68.798
1.662	68.834
1.663	68.870
1.664	68.906
1.665	68.942
1.666	68.978
1.667	69.013
1.668	69.049
1.669	69.085
1.670	69.121
1.671	69.157
1.672	69.193
1.673	69.229
1.674	69.265
1.675	69.301
1.676	69.337
1.677	69.373
1.678	69.409
1.679	69.444
1.680	69.480
1.681	69.516
1.682	69.552
1.683	69.588
1.684	69.624
1.685	69.660
1.686	69.696
1.687	69.732
1.688	69.768
1.689	69.804
1.690	69.840
1.691	69.876
1.692	69.912
1.693	69.947
1.694	69.983
1.695	70.019
1.696	70.055
1.697	70.091
1.698	70.127
1.699	70.163
1.700	70.199
1.701	70.235
1.702	70.271
1.703	70.307
1.704	70.343
1.705	70.379
1.706	70.415
1.707	70.451
1.708	70.486
1.709	70.522
1.710	70.558
1.711	70.594
1.712	70.630
1.713	70.666
1.714	70.702
1.715	70.738
1.716	70.774
1.717	70.810
1.718	70.846
1.719	70.882
1.720	70.918
1.721	70.954
1.722	70.990
1.723	71.026
1.724	71.062
1.725	71.098
1.726	71.133
1.727	71.169
1.728	71.205
1.729	71.241
1.730	71.277
1.731	71.313
1.732	71.349
1.733	71.385
1.734	71.421
1.735	71.457
1.736	71.493
1.737	71.529
1.738	71.565
1.739	71.601
1.740	71.637
1.741	71.673
1.742	71.709
1.743	71.745
1.744	71.781
1.745	71.817
1.746	71.853
