t(c)	x(m)
1.310	5.39
1.320	5.47
1.330	5.55
1.340	5.63
1.350	5.71
1.360	5.79
1.370	5.88
1.380	5.96
1.390	6.04
1.400	6.13
1.410	6.21
1.420	6.30
1.430	6.39
1.440	6.47
1.450	6.56
1.460	6.65
1.470	6.74
1.480	6.83
1.490	6.92
1.500	7.01
1.510	7.10
1.520	7.19
1.530	7.29
1.540	7.38
1.550	7.47
1.560	7.57
1.570	7.67
1.580	7.76
1.590	7.86
1.600	7.96
1.610	8.06
1.620	8.15
1.630	8.25
1.640	8.35
1.650	8.46
1.660	8.56
1.670	8.66
1.680	8.76
1.690	8.87
1.700	8.97
1.710	9.08
1.720	9.18
1.730	9.29
1.740	9.40
1.750	9.50
1.760	9.61
1.770	9.72
1.780	9.83
1.790	9.94
1.800	10.05
1.810	10.17
1.820	10.28
1.830	10.39
1.840	10.51
1.850	10.62
1.860	10.74
1.870	10.85
1.880	10.97
1.890	11.09
1.900	11.21
1.910	11.33
1.920	11.45
1.930	11.57
1.940	11.69
1.950	11.81
1.960	11.93
1.970	12.06
1.980	12.18
1.990	12.30
2.000	12.43
2.010	12.56
2.020	12.68
2.030	12.81
2.040	12.94
2.050	13.07
2.060	13.20
2.070	13.33
2.080	13.46
2.090	13.59
2.100	13.72
2.110	13.86
2.120	13.99
2.130	14.13
2.140	14.26
2.150	14.40
2.160	14.54
2.170	14.67
2.180	14.81
2.190	14.95
2.200	15.09
2.210	15.23
2.220	15.37
2.230	15.52
2.240	15.66
2.250	15.80
2.260	15.95
2.270	16.09
2.280	16.24
2.290	16.38
2.300	16.53
2.310	16.68
2.320	16.83
2.330	16.98
2.340	17.13
2.350	17.28
2.360	17.43
2.370	17.58
2.380	17.74
2.390	17.89
2.400	18.04
2.410	18.20
2.420	18.36
2.430	18.51
2.440	18.67
2.450	18.83
2.460	18.99
2.470	19.15
2.480	19.31
2.490	19.47
2.500	19.63
2.510	19.80
2.520	19.96
2.530	20.13
2.540	20.29
2.550	20.46
2.560	20.62
2.570	20.79
2.580	20.96
2.590	21.13
2.600	21.30
2.610	21.47
2.620	21.64
2.630	21.81
2.640	21.99
2.650	22.16
2.660	22.33
2.670	22.51
2.680	22.69
2.690	22.86
2.700	23.04
2.710	23.22
2.720	23.40
2.730	23.58
2.740	23.76
2.750	23.94
2.760	24.12
2.770	24.30
2.780	24.49
2.790	24.67
2.800	24.86
2.810	25.04
2.820	25.23
2.830	25.42
2.840	25.61
2.850	25.80
2.860	25.99
2.870	26.18
2.880	26.37
2.890	26.56
2.900	26.75
2.910	26.95
2.920	27.14
2.930	27.34
2.940	27.54
2.950	27.73
2.960	27.93
2.970	28.13
2.980	28.33
2.990	28.53
3.000	28.73
3.010	28.93
3.020	29.13
3.030	29.34
3.040	29.54
3.050	29.75
3.060	29.95
3.070	30.16
3.080	30.37
3.090	30.58
3.100	30.79
3.110	31.00
3.120	31.21
3.130	31.42
3.140	31.63
3.150	31.84
3.160	32.06
3.170	32.27
3.180	32.49
3.190	32.70
3.200	32.92
3.210	33.14
3.220	33.36
3.230	33.58
3.240	33.80
3.250	34.02
3.260	34.24
3.270	34.46
3.280	34.69
3.290	34.91
3.300	35.14
3.310	35.36
3.320	35.59
3.330	35.82
3.340	36.05
3.350	36.28
3.360	36.51
3.370	36.74
3.380	36.97
3.390	37.20
3.400	37.44
3.410	37.67
3.420	37.91
3.430	38.14
3.440	38.38
3.450	38.62
3.460	38.86
3.470	39.09
3.480	39.33
3.490	39.58
3.500	39.82
3.510	40.06
3.520	40.30
3.530	40.55
3.540	40.79
3.550	41.04
3.560	41.29
3.570	41.53
3.580	41.78
3.590	42.03
3.600	42.28
3.610	42.53
3.620	42.78
3.630	43.04
3.640	43.29
3.650	43.55
3.660	43.80
3.670	44.06
3.680	44.31
3.690	44.57
3.700	44.83
3.710	45.09
3.720	45.35
3.730	45.61
3.740	45.87
3.750	46.14
3.760	46.40
3.770	46.66
3.780	46.93
3.790	47.20
3.800	47.46
3.810	47.73
3.820	48.00
3.830	48.27
3.840	48.54
3.850	48.81
3.860	49.08
3.870	49.36
3.880	49.63
3.890	49.90
3.900	50.18
3.910	50.46
3.920	50.73
3.930	51.01
3.940	51.29
3.950	51.57
3.960	51.85
3.970	52.13
3.980	52.42
3.990	52.70
4.000	52.98
4.010	53.27
4.020	53.55
4.030	53.84
4.040	54.13
4.050	54.42
4.060	54.71
4.070	55.00
4.080	55.29
4.090	55.58
4.100	55.87
4.110	56.17
4.120	56.46
4.130	56.76
4.140	57.05
4.150	57.35
4.160	57.65
4.170	57.95
4.180	58.25
4.190	58.55
4.200	58.85
4.210	59.15
4.220	59.46
4.230	59.76
4.240	60.07
4.250	60.37
4.260	60.68
4.270	60.99
4.280	61.30
4.290	61.60
4.300	61.92
4.310	62.23
4.320	62.54
4.330	62.85
4.340	63.17
4.350	63.48
4.360	63.80
4.370	64.11
4.380	64.43
4.390	64.75
4.400	65.07
4.410	65.39
4.420	65.71
4.430	66.03
4.440	66.35
4.450	66.68
4.460	67.00
4.470	67.33
4.480	67.65
4.490	67.98
4.500	68.31
4.510	68.64
4.520	68.97
4.530	69.30
4.540	69.63
4.550	69.96
4.560	70.30
4.570	70.63
4.580	70.97
4.590	71.30
4.600	71.64
4.610	71.98
4.620	72.32
4.630	72.66
4.640	73.00
4.650	73.34
4.660	73.68
4.670	74.03
4.680	74.37
4.690	74.71
4.700	75.06
4.710	75.41
4.720	75.76
4.730	76.10
4.740	76.45
4.750	76.81
4.760	77.16
4.770	77.51
4.780	77.86
4.790	78.22
4.800	78.57
4.810	78.93
4.820	79.29
4.830	79.64
4.840	80.00
4.850	80.36
4.860	80.72
4.870	81.08
4.880	81.45
4.890	81.81
4.900	82.17
4.910	82.54
4.920	82.91
4.930	83.27
4.940	83.64
4.950	84.01
4.960	84.38
4.970	84.75
4.980	85.12
4.990	85.49
5.000	85.87
5.010	86.24
5.020	86.62
5.030	86.99
5.040	87.37
5.050	87.75
5.060	88.13
5.070	88.51
5.080	88.89
5.090	89.27
5.100	89.65
5.110	90.04
5.120	90.42
5.130	90.81
5.140	91.19
5.150	91.58
5.160	91.97
5.170	92.36
5.180	92.75
5.190	93.14
5.200	93.53
5.210	93.92
5.220	94.32
5.230	94.71
5.240	95.11
5.250	95.51
5.260	95.90
5.270	96.30
5.280	96.70
5.290	97.10
5.300	97.50
5.310	97.90
5.320	98.31
5.330	98.71
5.340	99.12
5.350	99.52
5.360	99.93
5.370	100.34
5.380	100.75
5.390	101.16
5.400	101.57
5.410	101.98
5.420	102.39
5.430	102.80
5.440	103.22
5.450	103.63
5.460	104.05
5.470	104.47
5.480	104.89
5.490	105.30
5.500	105.72
5.510	106.15
5.520	106.57
5.530	106.99
5.540	107.41
5.550	107.84
5.560	108.26
5.570	108.69
5.580	109.12
5.590	109.55
5.600	109.98
5.610	110.41
5.620	110.84
5.630	111.27
5.640	111.70
5.650	112.14
5.660	112.57
5.670	113.01
5.680	113.44
5.690	113.88
5.700	114.32
5.710	114.76
5.720	115.20
5.730	115.64
5.740	116.09
5.750	116.53
5.760	116.97
5.770	117.42
5.780	117.87
5.790	118.31
5.800	118.76
5.810	119.21
5.820	119.66
5.830	120.11
5.840	120.56
5.850	121.02
5.860	121.47
5.870	121.93
5.880	122.38
5.890	122.84
5.900	123.30
5.910	123.76
5.920	124.22
5.930	124.68
5.940	125.14
5.950	125.60
5.960	126.06
5.970	126.53
5.980	126.99
5.990	127.46
6.000	127.93
6.010	128.40
6.020	128.86
6.030	129.33
6.040	129.81
6.050	130.28
6.060	130.75
6.070	131.22
6.080	131.70
6.090	132.18
6.100	132.65
6.110	133.13
6.120	133.61
6.130	134.09
6.140	134.57
6.150	135.05
6.160	135.53
6.170	136.02
6.180	136.50
6.190	136.99
6.200	137.47
6.210	137.96
6.220	138.45
6.230	138.94
6.240	139.43
6.250	139.92
6.260	140.41
6.270	140.91
6.280	141.40
6.290	141.90
6.300	142.39
6.310	142.89
6.320	143.39
6.330	143.89
6.340	144.39
6.350	144.89
6.360	145.39
6.370	145.89
6.380	146.39
6.390	146.90
6.400	147.40
6.410	147.91
6.420	148.42
6.430	148.93
6.440	149.44
6.450	149.95
6.460	150.46
6.470	150.97
6.480	151.48
6.490	152.00
6.500	152.51
6.510	153.03
6.520	153.55
6.530	154.07
6.540	154.59
6.550	155.11
6.560	155.63
6.570	156.15
6.580	156.67
6.590	157.20
6.600	157.72
6.610	158.25
6.620	158.77
6.630	159.30
6.640	159.83
6.650	160.36
6.660	160.89
6.670	161.42
6.680	161.96
6.690	162.49
6.700	163.02
6.710	163.56
6.720	164.10
6.730	164.63
6.740	165.17
6.750	165.71
6.760	166.25
6.770	166.79
6.780	167.34
6.790	167.88
6.800	168.42
6.810	168.97
6.820	169.52
6.830	170.06
6.840	170.61
6.850	171.16
6.860	171.71
6.870	172.26
6.880	172.81
6.890	173.37
6.900	173.92
6.910	174.48
6.920	175.03
6.930	175.59
6.940	176.15
6.950	176.71
6.960	177.27
6.970	177.83
6.980	178.39
6.990	178.95
7.000	179.52
7.010	180.08
7.020	180.65
7.030	181.21
7.040	181.78
7.050	182.35
7.060	182.92
7.070	183.49
7.080	184.06
7.090	184.63
7.100	185.21
7.110	185.78
7.120	186.36
7.130	186.93
7.140	187.51
7.150	188.09
7.160	188.67
7.170	189.25
7.180	189.83
7.190	190.41
7.200	191.00
7.210	191.58
7.220	192.17
7.230	192.75
7.240	193.34
7.250	193.93
7.260	194.52
7.270	195.11
7.280	195.70
7.290	196.29
7.300	196.88
7.310	197.48
7.320	198.07
7.330	198.67
7.340	199.26
7.350	199.86
7.360	200.46
7.370	201.06
7.380	201.66
7.390	202.26
7.400	202.87
7.410	203.47
7.420	204.07
7.430	204.68
7.440	205.29
7.450	205.89
7.460	206.50
7.470	207.11
7.480	207.72
7.490	208.33
7.500	208.95
7.510	209.56
7.520	210.17
7.530	210.79
7.540	211.41
7.550	212.02
7.560	212.64
7.570	213.26
7.580	213.88
7.590	214.50
7.600	215.12
7.610	215.75
7.620	216.37
7.630	217.00
7.640	217.62
7.650	218.25
7.660	218.88
7.670	219.51
7.680	220.14
7.690	220.77
7.700	221.40
7.710	222.03
7.720	222.67
7.730	223.30
7.740	223.94
7.750	224.57
7.760	225.21
7.770	225.85
7.780	226.49
7.790	227.13
7.800	227.77
7.810	228.41
7.820	229.06
7.830	229.70
7.840	230.35
7.850	230.99
7.860	231.64
7.870	232.29
7.880	232.94
7.890	233.59
7.900	234.24
7.910	234.89
7.920	235.55
7.930	236.20
7.940	236.86
7.950	237.51
7.960	238.17
7.970	238.83
7.980	239.49
7.990	240.15
8.000	240.81
8.010	241.47
8.020	242.13
8.030	242.79
8.040	243.46
8.050	244.12
8.060	244.79
8.070	245.46
8.080	246.13
8.090	246.80
8.100	247.47
8.110	248.14
8.120	248.81
8.130	249.49
8.140	250.16
8.150	250.83
8.160	251.51
8.170	252.19
8.180	252.87
8.190	253.55
8.200	254.23
8.210	254.91
8.220	255.59
8.230	256.27
8.240	256.96
8.250	257.64
8.260	258.33
8.270	259.01
8.280	259.70
8.290	260.39
8.300	261.08
8.310	261.77
8.320	262.46
8.330	263.16
8.340	263.85
8.350	264.54
8.360	265.24
8.370	265.94
8.380	266.63
8.390	267.33
8.400	268.03
8.410	268.73
8.420	269.43
8.430	270.13
8.440	270.84
8.450	271.54
8.460	272.25
8.470	272.95
8.480	273.66
8.490	274.37
8.500	275.08
8.510	275.79
8.520	276.50
8.530	277.21
8.540	277.92
8.550	278.63
8.560	279.35
8.570	280.06
8.580	280.78
8.590	281.50
8.600	282.22
8.610	282.94
8.620	283.66
8.630	284.38
8.640	285.10
8.650	285.82
8.660	286.55
8.670	287.27
8.680	288.00
8.690	288.72
8.700	289.45
8.710	290.18
8.720	290.91
8.730	291.64
8.740	292.37
8.750	293.11
8.760	293.84
8.770	294.57
8.780	295.31
8.790	296.05
8.800	296.78
8.810	297.52
8.820	298.26
8.830	299.00
8.840	299.74
8.850	300.48
8.860	301.23
8.870	301.97
8.880	302.72
8.890	303.46
8.900	304.21
8.910	304.96
8.920	305.71
8.930	306.46
8.940	307.21
8.950	307.96
8.960	308.71
8.970	309.46
8.980	310.22
8.990	310.97
9.000	311.73
9.010	312.49
9.020	313.24
9.030	314.00
9.040	314.76
9.050	315.52
9.060	316.29
9.070	317.05
9.080	317.81
9.090	318.58
9.100	319.34
9.110	320.11
9.120	320.88
9.130	321.64
9.140	322.41
9.150	323.18
9.160	323.96
9.170	324.73
9.180	325.50
9.190	326.27
9.200	327.05
9.210	327.83
9.220	328.60
9.230	329.38
9.240	330.16
9.250	330.94
9.260	331.72
9.270	332.50
9.280	333.28
9.290	334.07
9.300	334.85
9.310	335.64
9.320	336.42
9.330	337.21
9.340	338.00
9.350	338.79
9.360	339.58
9.370	340.37
9.380	341.16
9.390	341.95
9.400	342.74
9.410	343.54
9.420	344.34
9.430	345.13
9.440	345.93
9.450	346.73
9.460	347.53
9.470	348.33
9.480	349.13
9.490	349.93
9.500	350.73
9.510	351.54
9.520	352.34
9.530	353.15
9.540	353.95
9.550	354.76
9.560	355.57
9.570	356.38
9.580	357.19
9.590	358.00
9.600	358.82
9.610	359.63
9.620	360.44
9.630	361.26
9.640	362.07
9.650	362.89
9.660	363.71
9.670	364.53
9.680	365.35
9.690	366.17
9.700	366.99
9.710	367.81
9.720	368.64
9.730	369.46
9.740	370.29
9.750	371.11
9.760	371.94
9.770	372.77
9.780	373.60
9.790	374.43
9.800	375.26
9.810	376.09
9.820	376.92
9.830	377.76
9.840	378.59
9.850	379.43
9.860	380.27
9.870	381.10
9.880	381.94
9.890	382.78
9.900	383.62
9.910	384.46
9.920	385.31
9.930	386.15
9.940	386.99
9.950	387.84
9.960	388.68
9.970	389.53
9.980	390.38
9.990	391.23
10.000	392.08
10.010	392.93
10.020	393.78
10.030	394.63
10.040	395.49
10.050	396.34
10.060	397.20
10.070	398.05
10.080	398.91
10.090	399.77
10.100	400.63
10.110	401.49
10.120	402.35
10.130	403.21
10.140	404.07
10.150	404.94
10.160	405.80
10.170	406.67
10.180	407.53
10.190	408.40
10.200	409.27
10.210	410.14
10.220	411.01
10.230	411.88
10.240	412.75
10.250	413.63
10.260	414.50
10.270	415.37
10.280	416.25
10.290	417.13
10.300	418.00
10.310	418.88
10.320	419.76
10.330	420.64
10.340	421.53
10.350	422.41
10.360	423.29
10.370	424.18
10.380	425.06
10.390	425.95
10.400	426.83
10.410	427.72
10.420	428.61
10.430	429.50
10.440	430.39
10.450	431.28
10.460	432.18
10.470	433.07
10.480	433.97
10.490	434.86
10.500	435.76
10.510	436.66
10.520	437.55
10.530	438.45
10.540	439.35
10.550	440.26
10.560	441.16
10.570	442.06
10.580	442.96
10.590	443.87
10.600	444.78
10.610	445.68
10.620	446.59
10.630	447.50
10.640	448.41
10.650	449.32
10.660	450.23
10.670	451.14
10.680	452.06
10.690	452.97
10.700	453.89
10.710	454.80
10.720	455.72
10.730	456.64
10.740	457.56
10.750	458.48
10.760	459.40
10.770	460.32
10.780	461.24
10.790	462.17
10.800	463.09
10.810	464.02
10.820	464.95
10.830	465.87
10.840	466.80
10.850	467.73
10.860	468.66
10.870	469.59
10.880	470.53
10.890	471.46
10.900	472.39
10.910	473.33
10.920	474.27
10.930	475.20
10.940	476.14
10.950	477.08
10.960	478.02
10.970	478.96
10.980	479.90
10.990	480.85
11.000	481.79
11.010	482.73
11.020	483.68
11.030	484.63
11.040	485.57
11.050	486.52
11.060	487.47
11.070	488.42
11.080	489.37
11.090	490.33
11.100	491.28
11.110	492.23
11.120	493.19
11.130	494.15
11.140	495.10
11.150	496.06
11.160	497.02
11.170	497.98
11.180	498.94
11.190	499.90
11.200	500.87
11.210	501.83
11.220	502.79
11.230	503.76
11.240	504.73
11.250	505.69
11.260	506.66
11.270	507.63
11.280	508.60
11.290	509.57
11.300	510.55
11.310	511.52
11.320	512.49
11.330	513.47
11.340	514.44
11.350	515.42
11.360	516.40
11.370	517.38
11.380	518.36
11.390	519.34
11.400	520.32
11.410	521.30
11.420	522.29
11.430	523.27
11.440	524.26
11.450	525.25
11.460	526.23
11.470	527.22
11.480	528.21
11.490	529.20
11.500	530.19
11.510	531.19
11.520	532.18
11.530	533.17
11.540	534.17
11.550	535.17
11.560	536.16
11.570	537.16
11.580	538.16
11.590	539.16
11.600	540.16
11.610	541.16
11.620	542.17
11.630	543.17
11.640	544.17
11.650	545.18
11.660	546.19
11.670	547.19
11.680	548.20
11.690	549.21
11.700	550.22
11.710	551.24
11.720	552.25
11.730	553.26
11.740	554.28
11.750	555.29
11.760	556.31
11.770	557.32
11.780	558.34
11.790	559.36
11.800	560.38
11.810	561.40
11.820	562.43
11.830	563.45
11.840	564.47
11.850	565.50
11.860	566.52
11.870	567.55
11.880	568.58
11.890	569.61
11.900	570.64
11.910	571.67
11.920	572.70
11.930	573.73
11.940	574.77
11.950	575.80
11.960	576.84
11.970	577.87
11.980	578.91
11.990	579.95
12.000	580.99
12.010	582.03
12.020	583.07
12.030	584.11
12.040	585.16
12.050	586.20
12.060	587.25
12.070	588.29
12.080	589.34
12.090	590.39
12.100	591.44
12.110	592.49
12.120	593.54
12.130	594.59
12.140	595.64
12.150	596.70
12.160	597.75
12.170	598.81
12.180	599.86
12.190	600.92
12.200	601.98
12.210	603.04
12.220	604.10
12.230	605.16
12.240	606.23
12.250	607.29
12.260	608.35
12.270	609.42
12.280	610.49
12.290	611.55
12.300	612.62
12.310	613.69
12.320	614.76
12.330	615.83
12.340	616.91
12.350	617.98
12.360	619.05
12.370	620.13
12.380	621.21
12.390	622.28
12.400	623.36
12.410	624.44
12.420	625.52
12.430	626.60
12.440	627.68
12.450	628.77
12.460	629.85
12.470	630.93
12.480	632.02
12.490	633.11
12.500	634.20
12.510	635.28
12.520	636.37
12.530	637.46
12.540	638.56
12.550	639.65
12.560	640.74
12.570	641.84
12.580	642.93
12.590	644.03
12.600	645.13
12.610	646.23
12.620	647.33
12.630	648.43
12.640	649.53
12.650	650.63
12.660	651.73
12.670	652.84
12.680	653.94
12.690	655.05
12.700	656.16
12.710	657.26
12.720	658.37
12.730	659.48
12.740	660.59
12.750	661.71
12.760	662.82
12.770	663.93
12.780	665.05
12.790	666.16
12.800	667.28
12.810	668.40
12.820	669.52
12.830	670.64
12.840	671.76
12.850	672.88
12.860	674.00
12.870	675.13
12.880	676.25
12.890	677.38
12.900	678.50
12.910	679.63
12.920	680.76
12.930	681.89
12.940	683.02
12.950	684.15
12.960	685.29
12.970	686.42
12.980	687.55
12.990	688.69
13.000	689.83
13.010	690.96
13.020	692.10
13.030	693.24
13.040	694.38
13.050	695.52
13.060	696.66
13.070	697.81
13.080	698.95
13.090	700.10
13.100	701.24
13.110	702.39
13.120	703.54
13.130	704.69
13.140	705.84
13.150	706.99
13.160	708.14
13.170	709.29
13.180	710.45
13.190	711.60
13.200	712.76
13.210	713.91
13.220	715.07
13.230	716.23
13.240	717.39
13.250	718.55
13.260	719.71
13.270	720.88
13.280	722.04
13.290	723.21
13.300	724.37
13.310	725.54
13.320	726.71
13.330	727.87
13.340	729.04
13.350	730.21
13.360	731.39
13.370	732.56
13.380	733.73
13.390	734.91
13.400	736.08
13.410	737.26
13.420	738.44
13.430	739.61
13.440	740.79
13.450	741.97
13.460	743.15
13.470	744.34
13.480	745.52
13.490	746.70
13.500	747.89
13.510	749.08
13.520	750.26
13.530	751.45
13.540	752.64
13.550	753.83
13.560	755.02
13.570	756.21
13.580	757.41
13.590	758.60
13.600	759.80
13.610	760.99
13.620	762.19
13.630	763.39
13.640	764.59
13.650	765.79
13.660	766.99
13.670	768.19
13.680	769.39
13.690	770.60
13.700	771.80
13.710	773.01
13.720	774.21
13.730	775.42
13.740	776.63
13.750	777.84
13.760	779.05
13.770	780.26
13.780	781.48
13.790	782.69
13.800	783.90
13.810	785.12
13.820	786.34
13.830	787.55
13.840	788.77
13.850	789.99
13.860	791.21
13.870	792.44
13.880	793.66
13.890	794.88
13.900	796.11
13.910	797.33
13.920	798.56
13.930	799.79
13.940	801.02
13.950	802.24
13.960	803.48
13.970	804.71
13.980	805.94
13.990	807.17
14.000	808.41
14.010	809.64
14.020	810.88
14.030	812.12
14.040	813.36
14.050	814.60
14.060	815.84
14.070	817.08
14.080	818.32
14.090	819.56
14.100	820.81
14.110	822.05
14.120	823.30
14.130	824.55
14.140	825.80
14.150	827.04
14.160	828.29
14.170	829.55
14.180	830.80
14.190	832.05
14.200	833.31
14.210	834.56
14.220	835.82
14.230	837.08
14.240	838.33
14.250	839.59
14.260	840.85
14.270	842.12
14.280	843.38
14.290	844.64
14.300	845.91
14.310	847.17
14.320	848.44
14.330	849.70
14.340	850.97
14.350	852.24
14.360	853.51
14.370	854.78
14.380	856.06
14.390	857.33
14.400	858.60
14.410	859.88
14.420	861.15
14.430	862.43
14.440	863.71
14.450	864.99
14.460	866.27
14.470	867.55
14.480	868.83
14.490	870.12
14.500	871.40
14.510	872.69
14.520	873.97
14.530	875.26
14.540	876.55
14.550	877.84
14.560	879.13
14.570	880.42
14.580	881.71
14.590	883.01
14.600	884.30
14.610	885.59
14.620	886.89
14.630	888.19
14.640	889.49
14.650	890.79
14.660	892.09
14.670	893.39
14.680	894.69
14.690	895.99
14.700	897.30
14.710	898.60
14.720	899.91
14.730	901.22
14.740	902.53
14.750	903.84
14.760	905.15
14.770	906.46
14.780	907.77
14.790	909.08
14.800	910.40
14.810	911.71
14.820	913.03
14.830	914.35
14.840	915.66
14.850	916.98
14.860	918.30
14.870	919.63
14.880	920.95
14.890	922.27
14.900	923.60
14.910	924.92
14.920	926.25
14.930	927.58
14.940	928.90
14.950	930.23
14.960	931.57
14.970	932.90
14.980	934.23
14.990	935.56
15.000	936.90
15.010	938.23
15.020	939.57
15.030	940.91
15.040	942.25
15.050	943.59
15.060	944.93
15.070	946.27
15.080	947.61
15.090	948.95
15.100	950.30
15.110	951.65
15.120	952.99
15.130	954.34
15.140	955.69
15.150	957.04
15.160	958.39
15.170	959.74
15.180	961.09
15.190	962.45
15.200	963.80
15.210	965.16
15.220	966.52
15.230	967.87
15.240	969.23
15.250	970.59
15.260	971.95
15.270	973.32
15.280	974.68
15.290	976.04
15.300	977.41
15.310	978.77
15.320	980.14
15.330	981.51
15.340	982.88
15.350	984.25
15.360	985.62
15.370	986.99
15.380	988.37
15.390	989.74
15.400	991.11
15.410	992.49
15.420	993.87
15.430	995.25
15.440	996.63
15.450	998.01
15.460	999.39
15.470	1000.77
15.480	1002.15
15.490	1003.54
15.500	1004.92
15.510	1006.31
15.520	1007.70
15.530	1009.09
15.540	1010.48
15.550	1011.87
15.560	1013.26
15.570	1014.65
15.580	1016.05
15.590	1017.44
15.600	1018.84
15.610	1020.23
15.620	1021.63
15.630	1023.03
15.640	1024.43
15.650	1025.83
15.660	1027.23
15.670	1028.64
15.680	1030.04
15.690	1031.44
15.700	1032.85
15.710	1034.26
15.720	1035.67
15.730	1037.07
15.740	1038.49
15.750	1039.90
15.760	1041.31
15.770	1042.72
15.780	1044.14
15.790	1045.55
15.800	1046.97
15.810	1048.39
15.820	1049.80
15.830	1051.22
15.840	1052.64
15.850	1054.07
15.860	1055.49
15.870	1056.91
15.880	1058.34
15.890	1059.76
15.900	1061.19
15.910	1062.62
15.920	1064.05
15.930	1065.48
15.940	1066.91
15.950	1068.34
15.960	1069.77
15.970	1071.20
15.980	1072.64
15.990	1074.08
16.000	1075.51
16.010	1076.95
16.020	1078.39
16.030	1079.83
16.040	1081.27
16.050	1082.71
16.060	1084.16
16.070	1085.60
16.080	1087.05
16.090	1088.49
16.100	1089.94
16.110	1091.39
16.120	1092.84
16.130	1094.29
16.140	1095.74
16.150	1097.19
16.160	1098.65
16.170	1100.10
16.180	1101.56
16.190	1103.02
16.200	1104.47
16.210	1105.93
16.220	1107.39
16.230	1108.85
16.240	1110.32
16.250	1111.78
16.260	1113.24
16.270	1114.71
16.280	1116.17
16.290	1117.64
16.300	1119.11
16.310	1120.58
16.320	1122.05
16.330	1123.52
16.340	1124.99
16.350	1126.47
16.360	1127.94
16.370	1129.42
16.380	1130.90
16.390	1132.37
16.400	1133.85
16.410	1135.33
16.420	1136.81
16.430	1138.30
16.440	1139.78
16.450	1141.26
16.460	1142.75
16.470	1144.23
16.480	1145.72
16.490	1147.21
16.500	1148.70
16.510	1150.19
16.520	1151.68
16.530	1153.17
16.540	1154.67
16.550	1156.16
16.560	1157.66
16.570	1159.15
16.580	1160.65
16.590	1162.15
16.600	1163.65
16.610	1165.15
16.620	1166.65
16.630	1168.16
16.640	1169.66
16.650	1171.17
16.660	1172.67
16.670	1174.18
16.680	1175.69
16.690	1177.20
16.700	1178.71
16.710	1180.22
16.720	1181.73
16.730	1183.25
16.740	1184.76
16.750	1186.28
16.760	1187.79
16.770	1189.31
16.780	1190.83
16.790	1192.35
16.800	1193.87
16.810	1195.40
16.820	1196.92
16.830	1198.44
16.840	1199.97
16.850	1201.49
16.860	1203.02
16.870	1204.55
16.880	1206.08
16.890	1207.61
16.900	1209.14
16.910	1210.68
16.920	1212.21
16.930	1213.75
16.940	1215.28
16.950	1216.82
16.960	1218.36
16.970	1219.90
16.980	1221.44
16.990	1222.98
17.000	1224.52
17.010	1226.06
17.020	1227.61
17.030	1229.15
17.040	1230.70
17.050	1232.25
17.060	1233.80
17.070	1235.35
17.080	1236.90
17.090	1238.45
17.100	1240.00
17.110	1241.56
17.120	1243.11
17.130	1244.67
17.140	1246.23
17.150	1247.79
17.160	1249.35
17.170	1250.91
17.180	1252.47
17.190	1254.03
17.200	1255.60
17.210	1257.16
17.220	1258.73
17.230	1260.29
17.240	1261.86
