t(c)	x(m)	y(m)	V(m/s)	theta_c(grad)	theta(grad)	alpha(grad)	omega_z(1/s)	M	Cxa	Cya_alpha	m(kg)	P(H)	g(m/s2)
1.900	11.26	81.93	77.467	81.160	85.000	0.000	0.0000	0.2279	0.3000	0.2500	1217.00	56000.0	9.8064
2.000	12.49	89.76	81.081	81.051	85.000	0.000	0.0000	0.2385	0.3000	0.2500	1215.00	56000.0	9.8064
2.100	13.79	97.95	84.702	80.945	85.000	0.000	0.0000	0.2492	0.3000	0.2500	1213.00	56000.0	9.8063
2.200	15.16	106.49	88.328	80.842	85.000	0.000	0.0000	0.2599	0.3000	0.2500	1211.00	56000.0	9.8063
2.300	16.60	115.39	91.960	80.742	85.000	0.000	0.0000	0.2706	0.3000	0.2500	1209.00	56000.0	9.8063
2.400	18.12	124.64	95.597	80.645	85.000	0.000	0.0000	0.2813	0.3000	0.2500	1207.00	56000.0	9.8063
2.500	19.71	134.25	99.240	80.551	85.000	0.000	0.0000	0.2921	0.3000	0.2500	1205.00	56000.0	9.8062
2.600	21.38	144.22	102.889	80.459	85.000	0.000	0.0000	0.3028	0.3000	0.2500	1203.00	56000.0	9.8062
2.700	23.12	154.55	106.543	80.370	85.000	0.000	0.0000	0.3136	0.3000	0.2500	1201.00	56000.0	9.8062
2.800	24.94	165.23	110.202	80.283	85.000	0.000	0.0000	0.3244	0.3000	0.2500	1199.00	56000.0	9.8061
2.900	26.84	176.27	113.866	80.198	85.000	0.000	0.0000	0.3353	0.3000	0.2500	1197.00	56000.0	9.8061
3.000	28.82	187.67	117.535	80.115	85.000	0.000	0.0000	0.3461	0.3000	0.2500	1195.00	56000.0	9.8061
3.100	30.88	199.43	121.210	80.033	85.000	0.000	0.0000	0.3570	0.3000	0.2500	1193.00	56000.0	9.8060
3.200	33.02	211.55	124.889	79.954	85.000	0.000	0.0000	0.3679	0.3000	0.2500	1191.00	56000.0	9.8060
3.300	35.23	224.02	128.574	79.876	85.000	0.000	0.0000	0.3788	0.3000	0.2500	1189.00	56000.0	9.8060
3.400	37.54	236.86	132.263	79.800	85.000	0.000	0.0000	0.3897	0.3000	0.2500	1187.00	56000.0	9.8059
3.500	39.92	250.06	135.957	79.726	85.000	0.000	0.0000	0.4007	0.3000	0.2500	1185.00	56000.0	9.8059
3.600	42.39	263.62	139.655	79.653	85.000	0.000	0.0000	0.4116	0.3000	0.2500	1183.00	56000.0	9.8058
3.700	44.94	277.54	143.358	79.581	85.000	0.000	0.0000	0.4226	0.3000	0.2500	1181.00	56000.0	9.8058
3.800	47.57	291.82	147.066	79.511	85.000	0.000	0.0000	0.4336	0.3000	0.2500	1179.00	56000.0	9.8057
3.900	50.29	306.46	150.778	79.442	85.000	0.000	0.0000	0.4446	0.3000	0.2500	1177.00	56000.0	9.8057
4.000	53.10	321.46	154.495	79.375	85.000	0.000	0.0000	0.4557	0.3000	0.2500	1175.00	56000.0	9.8057
4.100	55.99	336.83	158.215	79.308	85.000	0.000	0.0000	0.4667	0.3000	0.2500	1173.00	56000.0	9.8056
4.200	58.97	352.55	161.940	79.243	85.000	0.000	0.0000	0.4778	0.3000	0.2500	1171.00	56000.0	9.8056
4.300	62.04	368.64	165.669	79.179	85.000	0.000	0.0000	0.4889	0.3000	0.2500	1169.00	56000.0	9.8055
4.400	65.19	385.10	169.402	79.115	85.000	0.000	0.0000	0.5000	0.3000	0.2500	1167.00	56000.0	9.8055
4.500	68.43	401.92	173.140	79.053	85.000	0.000	0.0000	0.5111	0.3000	0.2500	1165.00	56000.0	9.8054
4.600	71.77	419.10	176.881	78.992	85.000	0.000	0.0000	0.5223	0.3000	0.2500	1163.00	56000.0	9.8054
4.700	75.19	436.64	180.625	78.932	85.000	0.000	0.0000	0.5334	0.3000	0.2500	1161.00	56000.0	9.8053
4.800	78.70	454.55	184.374	78.873	85.000	0.000	0.0000	0.5446	0.3000	0.2500	1159.00	56000.0	9.8052
4.900	82.31	472.82	188.125	78.814	85.000	0.000	0.0000	0.5558	0.3058	0.2500	1157.00	56000.0	9.8052
5.000	86.00	491.46	191.876	78.757	85.000	0.000	0.0000	0.5670	0.3170	0.2500	1155.00	56000.0	9.8051
5.100	89.79	510.46	195.626	78.700	85.000	0.000	0.0000	0.5782	0.3282	0.2500	1153.00	56000.0	9.8051
5.200	93.67	529.83	199.373	78.644	85.000	0.000	0.0000	0.5894	0.3394	0.2500	1151.00	56000.0	9.8050
5.300	97.64	549.56	203.119	78.589	85.000	0.000	0.0000	0.6006	0.3506	0.2500	1149.00	56000.0	9.8050
5.400	101.70	569.65	206.861	78.535	85.000	0.000	0.0000	0.6118	0.3618	0.2500	1147.00	56000.0	9.8049
5.500	105.86	590.10	210.600	78.481	85.000	0.000	0.0000	0.6230	0.3730	0.2500	1145.00	56000.0	9.8048
5.600	110.12	610.92	214.334	78.428	85.000	0.000	0.0000	0.6342	0.3842	0.2500	1143.00	56000.0	9.8048
5.700	114.46	632.10	218.065	78.376	85.000	0.000	0.0000	0.6454	0.3954	0.2500	1141.00	56000.0	9.8047
5.800	118.90	653.64	221.791	78.324	85.000	0.000	0.0000	0.6566	0.4066	0.2500	1139.00	56000.0	9.8046
5.900	123.44	675.54	225.511	78.273	85.000	0.000	0.0000	0.6678	0.4178	0.2500	1137.00	56000.0	9.8046
6.000	128.07	697.80	229.226	78.223	85.000	0.000	0.0000	0.6790	0.4290	0.2500	1135.00	56000.0	9.8045
6.100	132.80	720.42	232.934	78.173	85.000	0.000	0.0000	0.6901	0.4401	0.2500	1133.00	56000.0	9.8044
6.200	137.62	743.40	236.635	78.124	85.000	0.000	0.0000	0.7013	0.4513	0.2500	1131.00	56000.0	9.8044
6.300	142.54	766.73	240.329	78.076	85.000	0.000	0.0000	0.7124	0.4624	0.2500	1129.00	56000.0	9.8043
6.400	147.55	790.42	244.015	78.028	85.000	0.000	0.0000	0.7235	0.4735	0.2500	1127.00	56000.0	9.8042
6.500	152.66	814.47	247.693	77.980	85.000	0.000	0.0000	0.7347	0.4847	0.2500	1125.00	56000.0	9.8041
6.600	157.87	838.88	251.361	77.933	85.000	0.000	0.0000	0.7457	0.4957	0.2500	1123.00	56000.0	9.8041
6.700	163.17	863.63	255.020	77.887	85.000	0.000	0.0000	0.7568	0.5068	0.2500	1121.00	56000.0	9.8040
6.800	168.57	888.74	258.670	77.841	85.000	0.000	0.0000	0.7679	0.5179	0.2500	1119.00	56000.0	9.8039
6.900	174.07	914.21	262.308	77.795	85.000	0.000	0.0000	0.7789	0.5289	0.2500	1117.00	56000.0	9.8038
7.000	179.66	940.02	265.936	77.750	85.000	0.000	0.0000	0.7899	0.5399	0.2500	1115.00	56000.0	9.8038
7.100	185.35	966.18	269.552	77.706	85.000	0.000	0.0000	0.8009	0.5513	0.2496	1113.00	56000.0	9.8037
7.200	191.14	992.69	273.153	77.661	85.000	0.000	0.0000	0.8118	0.5678	0.2441	1111.00	56000.0	9.8036
7.300	197.03	1019.55	276.737	77.618	85.000	0.000	0.0000	0.8227	0.5841	0.2386	1109.00	56000.0	9.8035
7.400	203.01	1046.75	280.303	77.574	85.000	0.000	0.0000	0.8336	0.6004	0.2332	1107.00	56000.0	9.8034
7.500	209.09	1074.30	283.850	77.532	85.000	0.000	0.0000	0.8444	0.6166	0.2278	1105.00	56000.0	9.8033
7.600	215.27	1102.19	287.378	77.489	85.000	0.000	0.0000	0.8552	0.6328	0.2224	1103.00	56000.0	9.8033
7.700	221.54	1130.41	290.885	77.447	85.000	0.000	0.0000	0.8659	0.6489	0.2170	1101.00	56000.0	9.8032
7.800	227.91	1158.97	294.372	77.405	85.000	0.000	0.0000	0.8766	0.6649	0.2117	1099.00	56000.0	9.8031
7.900	234.38	1187.87	297.837	77.364	85.000	0.000	0.0000	0.8872	0.6808	0.2064	1097.00	56000.0	9.8030
8.000	240.94	1217.10	301.280	77.323	85.000	0.000	0.0000	0.8978	0.6966	0.2011	1095.00	56000.0	9.8029
8.100	247.60	1246.66	304.701	77.282	85.000	0.000	0.0000	0.9083	0.7116	0.2083	1093.00	56000.0	9.8028
8.200	254.36	1276.54	308.100	77.241	85.000	0.000	0.0000	0.9187	0.7262	0.2187	1091.00	56000.0	9.8027
8.300	261.21	1306.75	311.476	77.201	85.000	0.000	0.0000	0.9291	0.7407	0.2291	1089.00	56000.0	9.8026
8.400	268.16	1337.29	314.828	77.161	85.000	0.000	0.0000	0.9394	0.7552	0.2394	1087.00	56000.0	9.8025
8.500	275.20	1368.15	318.157	77.122	85.000	0.000	0.0000	0.9497	0.7696	0.2497	1085.00	56000.0	9.8024
8.600	282.34	1399.32	321.461	77.083	85.000	0.000	0.0000	0.9599	0.7839	0.2599	1083.00	56000.0	9.8023
8.700	289.58	1430.81	324.741	77.044	85.000	0.000	0.0000	0.9701	0.7981	0.2701	1081.00	56000.0	9.8022
8.800	296.90	1462.61	327.995	77.005	85.000	0.000	0.0000	0.9802	0.8122	0.2802	1079.00	56000.0	9.8021
8.900	304.33	1494.73	331.223	76.967	85.000	0.000	0.0000	0.9902	0.8262	0.2902	1077.00	56000.0	9.8020
9.000	311.84	1527.15	334.426	76.929	85.000	0.000	0.0000	1.0001	0.8400	0.3000	1075.00	56000.0	9.8019
9.100	319.45	1559.88	337.608	76.891	85.000	0.000	0.0000	1.0100	0.8433	0.3017	1073.00	56000.0	9.8018
9.200	327.16	1592.91	340.778	76.853	85.000	0.000	0.0000	1.0199	0.8466	0.3033	1071.00	56000.0	9.8017
9.300	334.96	1626.25	343.933	76.816	85.000	0.000	0.0000	1.0298	0.8499	0.3050	1069.00	56000.0	9.8016
9.400	342.85	1659.89	347.076	76.779	85.000	0.000	0.0000	1.0396	0.8532	0.3066	1067.00	56000.0	9.8015
9.500	350.83	1693.83	350.204	76.742	85.000	0.000	0.0000	1.0494	0.8565	0.3082	1065.00	56000.0	9.8014
9.600	358.91	1728.06	353.319	76.705	85.000	0.000	0.0000	1.0591	0.8597	0.3099	1063.00	56000.0	9.8013
9.700	367.08	1762.60	356.421	76.669	85.000	0.000	0.0000	1.0689	0.8622	0.2967	1061.00	56000.0	9.8012
9.800	375.35	1797.43	359.510	76.633	85.000	0.000	0.0000	1.0786	0.8646	0.2822	1059.00	56000.0	9.8011
9.900	383.71	1832.55	362.586	76.597	85.000	0.000	0.0000	1.0882	0.8671	0.2677	1057.00	56000.0	9.8010
10.000	392.16	1867.97	365.649	76.561	85.000	0.000	0.0000	1.0979	0.8695	0.2532	1055.00	56000.0	9.8009
10.100	400.70	1903.68	368.703	76.525	85.000	0.000	0.0000	1.1075	0.8670	0.2500	1053.00	56000.0	9.8008
10.200	409.34	1939.68	371.752	76.490	85.000	0.000	0.0000	1.1172	0.8631	0.2500	1051.00	56000.0	9.8007
10.300	418.07	1975.97	374.799	76.455	85.000	0.000	0.0000	1.1268	0.8593	0.2500	1049.00	56000.0	9.8006
10.400	426.90	2012.55	377.842	76.420	85.000	0.000	0.0000	1.1364	0.8554	0.2500	1047.00	56000.0	9.8004
10.500	435.82	2049.43	380.882	76.385	85.000	0.000	0.0000	1.1461	0.8516	0.2500	1045.00	56000.0	9.8003
10.600	444.83	2086.59	383.919	76.350	85.000	0.000	0.0000	1.1557	0.8477	0.2500	1043.00	56000.0	9.8002
10.700	453.94	2124.04	386.954	76.316	85.000	0.000	0.0000	1.1654	0.8439	0.2500	1041.00	56000.0	9.8001
10.800	463.14	2161.78	389.987	76.282	85.000	0.000	0.0000	1.1750	0.8400	0.2500	1039.00	56000.0	9.8000
10.900	472.43	2199.81	393.017	76.248	85.000	0.000	0.0000	1.1847	0.8361	0.2500	1037.00	56000.0	9.7999
11.000	481.82	2238.13	396.045	76.214	85.000	0.000	0.0000	1.1944	0.8323	0.2500	1035.00	56000.0	9.7997
11.100	491.31	2276.74	399.072	76.180	85.000	0.000	0.0000	1.2040	0.8288	0.2500	1033.00	56000.0	9.7996
11.200	500.89	2315.64	402.095	76.146	85.000	0.000	0.0000	1.2137	0.8259	0.2500	1031.00	56000.0	9.7995
11.300	510.56	2354.82	405.115	76.113	85.000	0.000	0.0000	1.2234	0.8230	0.2500	1029.00	56000.0	9.7994
11.400	520.34	2394.29	408.132	76.080	85.000	0.000	0.0000	1.2331	0.8201	0.2500	1027.00	56000.0	9.7993
11.500	530.20	2434.05	411.146	76.047	85.000	0.000	0.0000	1.2428	0.8172	0.2500	1025.00	56000.0	9.7991
11.600	540.16	2474.09	414.158	76.014	85.000	0.000	0.0000	1.2525	0.8143	0.2500	1023.00	56000.0	9.7990
11.700	550.22	2514.42	417.167	75.981	85.000	0.000	0.0000	1.2622	0.8113	0.2500	1021.00	56000.0	9.7989
11.800	560.37	2555.04	420.174	75.949	85.000	0.000	0.0000	1.2719	0.8084	0.2500	1019.00	56000.0	9.7988
11.900	570.62	2595.94	423.178	75.916	85.000	0.000	0.0000	1.2816	0.8055	0.2500	1017.00	56000.0	9.7986
12.000	580.97	2637.13	426.181	75.884	85.000	0.000	0.0000	1.2914	0.8026	0.2500	1015.00	56000.0	9.7985
12.100	591.41	2678.61	429.181	75.852	85.000	0.000	0.0000	1.3011	0.7999	0.2500	1013.00	56000.0	9.7984
12.200	601.95	2720.37	432.178	75.820	85.000	0.000	0.0000	1.3109	0.7989	0.2500	1011.00	56000.0	9.7983
12.300	612.59	2762.41	435.169	75.789	85.000	0.000	0.0000	1.3206	0.7979	0.2500	1009.00	56000.0	9.7981
12.400	623.32	2804.74	438.155	75.757	85.000	0.000	0.0000	1.3303	0.7970	0.2500	1007.00	56000.0	9.7980
12.500	634.15	2847.35	441.136	75.726	85.000	0.000	0.0000	1.3401	0.7960	0.2500	1005.00	56000.0	9.7979
12.600	645.07	2890.24	444.112	75.694	85.000	0.000	0.0000	1.3498	0.7950	0.2500	1003.00	56000.0	9.7977
12.700	656.09	2933.41	447.083	75.663	85.000	0.000	0.0000	1.3595	0.7940	0.2500	1001.00	56000.0	9.7976
12.800	667.21	2976.87	450.049	75.632	85.000	0.000	0.0000	1.3693	0.7931	0.2500	999.00	56000.0	9.7975
12.900	678.43	3020.61	453.011	75.601	85.000	0.000	0.0000	1.3790	0.7921	0.2500	997.00	56000.0	9.7973
13.000	689.74	3064.63	455.968	75.570	85.000	0.000	0.0000	1.3888	0.7911	0.2500	995.00	56000.0	9.7972
13.100	701.15	3108.93	458.920	75.540	85.000	0.000	0.0000	1.3985	0.7901	0.2500	993.00	56000.0	9.7971
13.200	712.66	3153.50	461.870	75.509	85.000	0.000	0.0000	1.4083	0.7881	0.2500	991.00	56000.0	9.7969
13.300	724.27	3198.36	464.818	75.479	85.000	0.000	0.0000	1.4180	0.7858	0.2500	989.00	56000.0	9.7968
13.400	735.97	3243.50	467.765	75.449	85.000	0.000	0.0000	1.4278	0.7835	0.2500	987.00	56000.0	9.7967
13.500	747.77	3288.91	470.711	75.419	85.000	0.000	0.0000	1.4376	0.7812	0.2500	985.00	56000.0	9.7965
13.600	759.67	3334.61	473.657	75.389	85.000	0.000	0.0000	1.4474	0.7789	0.2500	983.00	56000.0	9.7964
13.700	771.67	3380.58	476.602	75.359	85.000	0.000	0.0000	1.4572	0.7767	0.2500	981.00	56000.0	9.7962
13.800	783.77	3426.83	479.547	75.329	85.000	0.000	0.0000	1.4670	0.7744	0.2500	979.00	56000.0	9.7961
13.900	795.96	3473.36	482.491	75.300	85.000	0.000	0.0000	1.4769	0.7721	0.2500	977.00	56000.0	9.7959
14.000	808.25	3520.17	485.436	75.270	85.000	0.000	0.0000	1.4867	0.7698	0.2500	975.00	56000.0	9.7958
14.100	820.65	3567.26	488.381	75.241	85.000	0.000	0.0000	1.4966	0.7675	0.2500	973.00	56000.0	9.7957
14.200	833.14	3614.63	491.326	75.212	85.000	0.000	0.0000	1.5065	0.7651	0.2500	971.00	56000.0	9.7955
14.300	845.73	3662.27	494.273	75.182	85.000	0.000	0.0000	1.5164	0.7628	0.2500	969.00	56000.0	9.7954
14.400	858.42	3710.19	497.219	75.154	85.000	0.000	0.0000	1.5264	0.7605	0.2500	967.00	56000.0	9.7952
14.500	871.21	3758.39	500.167	75.125	85.000	0.000	0.0000	1.5363	0.7582	0.2500	965.00	56000.0	9.7951
14.600	884.10	3806.87	503.117	75.096	85.000	0.000	0.0000	1.5463	0.7559	0.2500	963.00	56000.0	9.7949
14.700	897.09	3855.63	506.067	75.067	85.000	0.000	0.0000	1.5563	0.7535	0.2500	961.00	56000.0	9.7948
14.800	910.18	3904.67	509.019	75.039	85.000	0.000	0.0000	1.5664	0.7512	0.2500	959.00	56000.0	9.7946
14.900	923.37	3953.98	511.974	75.010	85.000	0.000	0.0000	1.5764	0.7488	0.2500	957.00	56000.0	9.7945
15.000	936.67	4003.58	514.930	74.982	85.000	0.000	0.0000	1.5865	0.7465	0.2500	955.00	56000.0	9.7943
15.100	950.06	4053.45	517.888	74.954	85.000	0.000	0.0000	1.5966	0.7441	0.2500	953.00	56000.0	9.7942
15.200	963.55	4103.61	520.849	74.926	85.000	0.000	0.0000	1.6067	0.7418	0.2500	951.00	56000.0	9.7940
15.300	977.15	4154.04	523.813	74.898	85.000	0.000	0.0000	1.6169	0.7394	0.2500	949.00	56000.0	9.7938
15.400	990.85	4204.75	526.779	74.870	85.000	0.000	0.0000	1.6270	0.7370	0.2500	947.00	56000.0	9.7937
15.500	1004.65	4255.74	529.748	74.842	85.000	0.000	0.0000	1.6373	0.7346	0.2500	945.00	56000.0	9.7935
15.600	1018.55	4307.01	532.721	74.815	85.000	0.000	0.0000	1.6475	0.7323	0.2500	943.00	56000.0	9.7934
15.700	1032.56	4358.57	535.698	74.787	85.000	0.000	0.0000	1.6578	0.7299	0.2500	941.00	56000.0	9.7932
15.800	1046.67	4410.40	538.678	74.760	85.000	0.000	0.0000	1.6681	0.7275	0.2500	939.00	56000.0	9.7931
15.900	1060.88	4462.51	541.662	74.732	85.000	0.000	0.0000	1.6784	0.7250	0.2500	937.00	56000.0	9.7929
16.000	1075.19	4514.91	544.650	74.705	85.000	0.000	0.0000	1.6888	0.7226	0.2500	935.00	56000.0	9.7927
16.100	1089.61	4567.58	547.643	74.678	85.000	0.000	0.0000	1.6992	0.7202	0.2500	933.00	56000.0	9.7926
16.200	1104.14	4620.54	550.640	74.651	85.000	0.000	0.0000	1.7096	0.7178	0.2500	931.00	56000.0	9.7924
16.300	1118.76	4673.78	553.642	74.624	85.000	0.000	0.0000	1.7201	0.7153	0.2500	929.00	56000.0	9.7922
16.400	1133.50	4727.31	556.649	74.597	85.000	0.000	0.0000	1.7306	0.7129	0.2500	927.00	56000.0	9.7921
16.500	1148.33	4781.12	559.662	74.570	85.000	0.000	0.0000	1.7411	0.7104	0.2500	925.00	56000.0	9.7919
16.600	1163.28	4835.21	562.680	74.544	85.000	0.000	0.0000	1.7517	0.7079	0.2500	923.00	56000.0	9.7917
16.700	1178.33	4889.58	565.704	74.517	85.000	0.000	0.0000	1.7623	0.7055	0.2500	921.00	56000.0	9.7916
16.800	1193.48	4944.24	568.734	74.491	85.000	0.000	0.0000	1.7730	0.7030	0.2500	919.00	56000.0	9.7914
16.900	1208.74	4999.19	571.770	74.465	85.000	0.000	0.0000	1.7837	0.7005	0.2500	917.00	56000.0	9.7912
17.000	1224.11	5054.42	574.812	74.438	85.000	0.000	0.0000	1.7945	0.6980	0.2500	915.00	56000.0	9.7911
17.100	1239.58	5109.93	577.861	74.412	85.000	0.000	0.0000	1.8053	0.6954	0.2500	913.00	56000.0	9.7909
17.200	1255.16	5165.74	580.918	74.386	85.000	0.000	0.0000	1.8161	0.6929	0.2500	911.00	56000.0	9.7907
17.300	1270.85	5221.83	583.981	74.360	85.000	0.000	0.0000	1.8270	0.6904	0.2500	909.00	56000.0	9.7906
17.400	1286.65	5278.21	587.052	74.334	85.000	0.000	0.0000	1.8379	0.6878	0.2500	907.00	56000.0	9.7904
17.500	1302.56	5334.88	590.130	74.309	85.000	0.000	0.0000	1.8489	0.6853	0.2500	905.00	56000.0	9.7902
17.600	1318.57	5391.84	593.217	74.283	85.000	0.000	0.0000	1.8599	0.6827	0.2500	903.00	56000.0	9.7900
17.700	1334.70	5449.09	596.311	74.257	85.000	0.000	0.0000	1.8710	0.6801	0.2500	901.00	56000.0	9.7899
17.800	1350.93	5506.63	599.414	74.232	85.000	0.000	0.0000	1.8821	0.6775	0.2500	899.00	56000.0	9.7897
17.900	1367.27	5564.46	602.526	74.206	85.000	0.000	0.0000	1.8933	0.6749	0.2500	897.00	56000.0	9.7895
18.000	1383.73	5622.58	605.647	74.181	85.000	0.000	0.0000	1.9045	0.6723	0.2500	895.00	56000.0	9.7893
18.100	1400.29	5681.00	608.776	74.156	85.000	0.000	0.0000	1.9158	0.6696	0.2500	893.00	56000.0	9.7891
18.200	1416.97	5739.71	611.916	74.131	85.000	0.000	0.0000	1.9272	0.6670	0.2500	891.00	56000.0	9.7890
18.300	1433.76	5798.72	615.065	74.106	85.000	0.000	0.0000	1.9386	0.6643	0.2500	889.00	56000.0	9.7888
18.400	1450.66	5858.02	618.224	74.081	85.000	0.000	0.0000	1.9500	0.6617	0.2500	887.00	56000.0	9.7886
18.500	1467.67	5917.62	621.393	74.056	85.000	0.000	0.0000	1.9615	0.6590	0.2500	885.00	56000.0	9.7884
18.600	1484.80	5977.52	624.572	74.031	85.000	0.000	0.0000	1.9731	0.6563	0.2500	883.00	56000.0	9.7882
18.700	1502.04	6037.72	627.763	74.007	85.000	0.000	0.0000	1.9847	0.6536	0.2500	881.00	56000.0	9.7880
18.800	1519.39	6098.21	630.964	73.982	85.000	0.000	0.0000	1.9964	0.6508	0.2500	879.00	56000.0	9.7879
18.900	1536.86	6159.01	634.176	73.958	85.000	0.000	0.0000	2.0082	0.6486	0.2500	877.00	56000.0	9.7877
19.000	1554.44	6220.11	637.397	73.933	85.000	0.000	0.0000	2.0200	0.6467	0.2500	875.00	56000.0	9.7875
19.100	1572.14	6281.51	640.627	73.909	85.000	0.000	0.0000	2.0319	0.6447	0.2500	873.00	56000.0	9.7873
19.200	1589.95	6343.21	643.867	73.885	85.000	0.000	0.0000	2.0438	0.6427	0.2500	871.00	56000.0	9.7871
19.300	1607.88	6405.22	647.116	73.861	85.000	0.000	0.0000	2.0558	0.6407	0.2500	869.00	56000.0	9.7869
19.400	1625.93	6467.54	650.375	73.837	85.000	0.000	0.0000	2.0678	0.6387	0.2500	867.00	56000.0	9.7867
19.500	1644.09	6530.16	653.644	73.813	85.000	0.000	0.0000	2.0799	0.6367	0.2500	865.00	56000.0	9.7865
19.600	1662.37	6593.08	656.923	73.789	85.000	0.000	0.0000	2.0921	0.6346	0.2500	863.00	56000.0	9.7863
19.700	1680.77	6656.32	660.213	73.765	85.000	0.000	0.0000	2.1044	0.6326	0.2500	861.00	56000.0	9.7861
19.800	1699.29	6719.86	663.514	73.741	85.000	0.000	0.0000	2.1167	0.6306	0.2500	859.00	56000.0	9.7859
19.900	1717.93	6783.71	666.826	73.718	85.000	0.000	0.0000	2.1290	0.6285	0.2500	857.00	56000.0	9.7858
20.000	1736.68	6847.88	670.150	73.694	85.000	0.000	0.0000	2.1415	0.6264	0.2500	855.00	56000.0	9.7856
20.100	1755.56	6912.35	673.485	73.671	85.000	0.000	0.0000	2.1540	0.6243	0.2500	853.00	56000.0	9.7854
20.200	1774.55	6977.14	676.832	73.647	85.000	0.000	0.0000	2.1665	0.6222	0.2500	851.00	56000.0	9.7852
20.300	1793.67	7042.24	680.191	73.624	85.000	0.000	0.0000	2.1792	0.6201	0.2500	849.00	56000.0	9.7850
20.400	1812.91	7107.66	683.562	73.601	85.000	0.000	0.0000	2.1919	0.6180	0.2500	847.00	56000.0	9.7848
20.500	1832.27	7173.39	686.947	73.578	85.000	0.000	0.0000	2.2047	0.6159	0.2500	845.00	56000.0	9.7846
20.600	1851.75	7239.44	690.344	73.555	85.000	0.000	0.0000	2.2176	0.6137	0.2500	843.00	56000.0	9.7844
20.700	1871.36	7305.81	693.754	73.532	85.000	0.000	0.0000	2.2305	0.6116	0.2500	841.00	56000.0	9.7841
20.800	1891.08	7372.50	697.178	73.509	85.000	0.000	0.0000	2.2436	0.6094	0.2500	839.00	56000.0	9.7839
20.900	1910.94	7439.51	700.616	73.486	85.000	0.000	0.0000	2.2567	0.6072	0.2500	837.00	56000.0	9.7837
21.000	1930.91	7506.84	704.068	73.463	85.000	0.000	0.0000	2.2698	0.6050	0.2500	835.00	56000.0	9.7835
21.100	1951.02	7574.50	707.534	73.441	85.000	0.000	0.0000	2.2831	0.6028	0.2500	833.00	56000.0	9.7833
21.200	1971.25	7642.48	711.015	73.418	85.000	0.000	0.0000	2.2965	0.6006	0.2500	831.00	56000.0	9.7831
21.300	1991.60	7710.79	714.511	73.396	85.000	0.000	0.0000	2.3099	0.5984	0.2500	829.00	56000.0	9.7829
21.400	2012.08	7779.43	718.022	73.373	85.000	0.000	0.0000	2.3234	0.5961	0.2500	827.00	56000.0	9.7827
21.500	2032.69	7848.39	721.548	73.351	85.000	0.000	0.0000	2.3370	0.5938	0.2500	825.00	56000.0	9.7825
21.600	2053.43	7917.69	725.090	73.329	85.000	0.000	0.0000	2.3507	0.5915	0.2500	823.00	56000.0	9.7823
