x(m)	theta_c(grad)
7.96	81.508
8.06	81.496
8.15	81.484
8.25	81.471
8.35	81.459
8.46	81.447
8.56	81.434
8.66	81.422
8.76	81.410
8.87	81.398
8.97	81.386
9.08	81.374
9.18	81.362
9.29	81.350
9.40	81.338
9.50	81.327
9.61	81.315
9.72	81.303
9.83	81.291
9.94	81.280
10.05	81.268
10.17	81.257
10.28	81.245
10.39	81.234
10.51	81.222
10.62	81.211
10.74	81.200
10.85	81.188
10.97	81.177
11.09	81.166
11.21	81.155
11.33	81.143
11.45	81.132
11.57	81.121
11.69	81.110
11.81	81.099
11.93	81.088
12.06	81.077
12.18	81.066
12.30	81.055
12.43	81.045
12.56	81.034
12.68	81.023
12.81	81.012
12.94	81.002
13.07	80.991
13.20	80.980
13.33	80.970
13.46	80.959
13.59	80.949
13.72	80.938
13.86	80.928
13.99	80.917
14.13	80.907
14.26	80.897
14.40	80.886
14.54	80.876
14.67	80.866
14.81	80.856
14.95	80.845
15.09	80.835
15.23	80.825
15.37	80.815
15.52	80.805
15.66	80.795
15.80	80.785
15.95	80.775
16.09	80.765
16.24	80.755
16.38	80.745
16.53	80.735
16.68	80.725
16.83	80.716
16.98	80.706
17.13	80.696
17.28	80.686
17.43	80.677
17.58	80.667
17.74	80.657
17.89	80.648
18.04	80.638
18.20	80.629
18.36	80.619
18.51	80.610
18.67	80.600
18.83	80.591
18.99	80.581
19.15	80.572
19.31	80.562
19.47	80.553
19.63	80.544
19.80	80.534
19.96	80.525
20.13	80.516
20.29	80.507
20.46	80.498
20.62	80.488
20.79	80.479
20.96	80.470
21.13	80.461
21.30	80.452
21.47	80.443
21.64	80.434
21.81	80.425
21.99	80.416
22.16	80.407
22.33	80.398
22.51	80.389
22.69	80.380
22.86	80.371
23.04	80.362
23.22	80.353
23.40	80.345
23.58	80.336
23.76	80.327
23.94	80.318
24.12	80.310
24.30	80.301
24.49	80.292
24.67	80.284
24.86	80.275
25.04	80.266
25.23	80.258
25.42	80.249
25.61	80.241
25.80	80.232
25.99	80.224
26.18	80.215
26.37	80.207
26.56	80.198
26.75	80.190
26.95	80.181
27.14	80.173
27.34	80.165
27.54	80.156
27.73	80.148
27.93	80.140
28.13	80.131
28.33	80.123
28.53	80.115
28.73	80.107
28.93	80.098
29.13	80.090
29.34	80.082
29.54	80.074
29.75	80.066
29.95	80.058
30.16	80.050
30.37	80.041
30.58	80.033
30.79	80.025
31.00	80.017
31.21	80.009
31.42	80.001
31.63	79.993
31.84	79.985
32.06	79.977
32.27	79.969
32.49	79.962
32.70	79.954
32.92	79.946
33.14	79.938
33.36	79.930
33.58	79.922
33.80	79.914
34.02	79.907
34.24	79.899
34.46	79.891
34.69	79.883
34.91	79.876
35.14	79.868
35.36	79.860
35.59	79.853
35.82	79.845
36.05	79.837
36.28	79.830
36.51	79.822
36.74	79.815
36.97	79.807
37.20	79.799
37.44	79.792
37.67	79.784
37.91	79.777
38.14	79.769
38.38	79.762
38.62	79.754
38.86	79.747
39.09	79.739
39.33	79.732
39.58	79.725
39.82	79.717
40.06	79.710
40.30	79.703
40.55	79.695
40.79	79.688
41.04	79.681
41.29	79.673
41.53	79.666
41.78	79.659
42.03	79.651
42.28	79.644
42.53	79.637
42.78	79.630
43.04	79.622
43.29	79.615
43.55	79.608
43.80	79.601
44.06	79.594
44.31	79.587
44.57	79.580
44.83	79.572
45.09	79.565
45.35	79.558
45.61	79.551
45.87	79.544
46.14	79.537
46.40	79.530
46.66	79.523
46.93	79.516
47.20	79.509
47.46	79.502
47.73	79.495
48.00	79.488
48.27	79.481
48.54	79.474
48.81	79.467
49.08	79.461
49.36	79.454
49.63	79.447
49.90	79.440
50.18	79.433
50.46	79.426
50.73	79.419
51.01	79.413
51.29	79.406
51.57	79.399
51.85	79.392
52.13	79.386
52.42	79.379
52.70	79.372
52.98	79.365
53.27	79.359
53.55	79.352
53.84	79.345
54.13	79.339
54.42	79.332
54.71	79.325
55.00	79.319
55.29	79.312
55.58	79.305
55.87	79.299
56.17	79.292
56.46	79.286
56.76	79.279
57.05	79.272
57.35	79.266
57.65	79.259
57.95	79.253
58.25	79.246
58.55	79.240
58.85	79.233
59.15	79.227
59.46	79.220
59.76	79.214
60.07	79.207
60.37	79.201
60.68	79.195
60.99	79.188
61.30	79.182
61.60	79.175
61.92	79.169
62.23	79.163
62.54	79.156
62.85	79.150
63.17	79.144
63.48	79.137
63.80	79.131
64.11	79.125
64.43	79.118
64.75	79.112
65.07	79.106
65.39	79.099
65.71	79.093
66.03	79.087
66.35	79.081
66.68	79.074
67.00	79.068
67.33	79.062
67.65	79.056
67.98	79.050
68.31	79.043
68.64	79.037
68.97	79.031
69.30	79.025
69.63	79.019
69.96	79.013
70.30	79.007
70.63	79.001
70.97	78.994
71.30	78.988
71.64	78.982
71.98	78.976
72.32	78.970
72.66	78.964
73.00	78.958
73.34	78.952
73.68	78.946
74.03	78.940
74.37	78.934
74.71	78.928
75.06	78.922
75.41	78.916
75.76	78.910
76.10	78.904
76.45	78.898
76.81	78.892
77.16	78.886
77.51	78.880
77.86	78.874
78.22	78.868
78.57	78.863
78.93	78.857
79.29	78.851
79.64	78.845
80.00	78.839
80.36	78.833
80.72	78.827
81.08	78.822
81.45	78.816
81.81	78.810
82.17	78.804
82.54	78.798
82.91	78.793
83.27	78.787
83.64	78.781
84.01	78.775
84.38	78.769
84.75	78.764
85.12	78.758
85.49	78.752
85.87	78.747
86.24	78.741
86.62	78.735
86.99	78.729
87.37	78.724
87.75	78.718
88.13	78.712
88.51	78.707
88.89	78.701
89.27	78.695
89.65	78.690
90.04	78.684
90.42	78.679
90.81	78.673
91.19	78.667
91.58	78.662
91.97	78.656
92.36	78.651
92.75	78.645
93.14	78.639
93.53	78.634
93.92	78.628
94.32	78.623
94.71	78.617
95.11	78.612
95.51	78.606
95.90	78.601
96.30	78.595
96.70	78.590
97.10	78.584
97.50	78.579
97.90	78.573
98.31	78.568
98.71	78.562
99.12	78.557
99.52	78.551
99.93	78.546
100.34	78.540
100.75	78.535
101.16	78.530
101.57	78.524
101.98	78.519
102.39	78.513
102.80	78.508
103.22	78.503
103.63	78.497
104.05	78.492
104.47	78.486
104.89	78.481
105.30	78.476
105.72	78.470
106.15	78.465
106.57	78.460
106.99	78.454
107.41	78.449
107.84	78.444
108.26	78.439
108.69	78.433
109.12	78.428
109.55	78.423
109.98	78.417
110.41	78.412
110.84	78.407
111.27	78.402
111.70	78.396
112.14	78.391
112.57	78.386
113.01	78.381
113.44	78.376
113.88	78.370
114.32	78.365
114.76	78.360
115.20	78.355
115.64	78.350
116.09	78.344
116.53	78.339
116.97	78.334
117.42	78.329
117.87	78.324
118.31	78.319
118.76	78.313
119.21	78.308
119.66	78.303
120.11	78.298
120.56	78.293
121.02	78.288
121.47	78.283
121.93	78.278
122.38	78.273
122.84	78.268
123.30	78.262
123.76	78.257
124.22	78.252
124.68	78.247
125.14	78.242
125.60	78.237
126.06	78.232
126.53	78.227
126.99	78.222
127.46	78.217
127.93	78.212
128.40	78.207
128.86	78.202
129.33	78.197
129.81	78.192
130.28	78.187
130.75	78.182
131.22	78.177
131.70	78.172
132.18	78.167
132.65	78.162
133.13	78.157
133.61	78.152
134.09	78.147
134.57	78.142
135.05	78.138
135.53	78.133
136.02	78.128
136.50	78.123
136.99	78.118
137.47	78.113
137.96	78.108
138.45	78.103
138.94	78.098
139.43	78.094
139.92	78.089
140.41	78.084
140.91	78.079
141.40	78.074
141.90	78.069
142.39	78.064
142.89	78.060
143.39	78.055
143.89	78.050
144.39	78.045
144.89	78.040
145.39	78.035
145.89	78.031
146.39	78.026
146.90	78.021
147.40	78.016
147.91	78.012
148.42	78.007
148.93	78.002
149.44	77.997
149.95	77.992
150.46	77.988
150.97	77.983
151.48	77.978
152.00	77.973
152.51	77.969
153.03	77.964
153.55	77.959
154.07	77.955
154.59	77.950
155.11	77.945
155.63	77.940
156.15	77.936
156.67	77.931
157.20	77.926
157.72	77.922
158.25	77.917
158.77	77.912
159.30	77.908
159.83	77.903
160.36	77.898
160.89	77.894
161.42	77.889
161.96	77.884
162.49	77.880
163.02	77.875
163.56	77.871
164.10	77.866
164.63	77.861
165.17	77.857
165.71	77.852
166.25	77.847
166.79	77.843
167.34	77.838
167.88	77.834
168.42	77.829
168.97	77.825
169.52	77.820
170.06	77.815
170.61	77.811
171.16	77.806
171.71	77.802
172.26	77.797
172.81	77.793
173.37	77.788
173.92	77.784
174.48	77.779
175.03	77.774
175.59	77.770
176.15	77.765
176.71	77.761
177.27	77.756
177.83	77.752
178.39	77.747
178.95	77.743
179.52	77.738
180.08	77.734
180.65	77.729
181.21	77.725
181.78	77.720
182.35	77.716
182.92	77.712
183.49	77.707
184.06	77.703
184.63	77.698
185.21	77.694
185.78	77.689
186.36	77.685
186.93	77.680
187.51	77.676
188.09	77.672
188.67	77.667
189.25	77.663
189.83	77.658
190.41	77.654
191.00	77.650
191.58	77.645
192.17	77.641
192.75	77.636
193.34	77.632
193.93	77.628
194.52	77.623
195.11	77.619
195.70	77.614
196.29	77.610
196.88	77.606
197.48	77.601
198.07	77.597
198.67	77.593
199.26	77.588
199.86	77.584
200.46	77.580
201.06	77.575
201.66	77.571
202.26	77.567
202.87	77.562
203.47	77.558
204.07	77.554
204.68	77.549
205.29	77.545
205.89	77.541
206.50	77.537
207.11	77.532
207.72	77.528
208.33	77.524
208.95	77.519
209.56	77.515
210.17	77.511
210.79	77.507
211.41	77.502
212.02	77.498
212.64	77.494
213.26	77.490
213.88	77.485
214.50	77.481
215.12	77.477
215.75	77.473
216.37	77.468
217.00	77.464
217.62	77.460
218.25	77.456
218.88	77.451
219.51	77.447
220.14	77.443
220.77	77.439
221.40	77.435
222.03	77.430
222.67	77.426
223.30	77.422
223.94	77.418
224.57	77.414
225.21	77.409
225.85	77.405
226.49	77.401
227.13	77.397
227.77	77.393
228.41	77.389
229.06	77.384
229.70	77.380
230.35	77.376
230.99	77.372
231.64	77.368
232.29	77.364
232.94	77.360
233.59	77.355
234.24	77.351
234.89	77.347
235.55	77.343
236.20	77.339
236.86	77.335
237.51	77.331
238.17	77.327
238.83	77.322
239.49	77.318
240.15	77.314
240.81	77.310
241.47	77.306
242.13	77.302
242.79	77.298
243.46	77.294
244.12	77.290
244.79	77.286
245.46	77.282
246.13	77.277
246.80	77.273
247.47	77.269
248.14	77.265
248.81	77.261
249.49	77.257
250.16	77.253
250.83	77.249
251.51	77.245
252.19	77.241
252.87	77.237
253.55	77.233
254.23	77.229
254.91	77.225
255.59	77.221
256.27	77.217
256.96	77.213
257.64	77.209
258.33	77.205
259.01	77.201
259.70	77.197
260.39	77.193
261.08	77.189
261.77	77.185
262.46	77.181
263.16	77.177
263.85	77.173
264.54	77.169
265.24	77.165
265.94	77.161
266.63	77.157
267.33	77.153
268.03	77.149
268.73	77.145
269.43	77.141
270.13	77.137
270.84	77.133
271.54	77.129
272.25	77.125
272.95	77.121
273.66	77.117
274.37	77.113
275.08	77.109
275.79	77.105
276.50	77.101
277.21	77.097
277.92	77.094
278.63	77.090
279.35	77.086
280.06	77.082
280.78	77.078
281.50	77.074
282.22	77.070
282.94	77.066
283.66	77.062
284.38	77.058
285.10	77.054
285.82	77.051
286.55	77.047
287.27	77.043
288.00	77.039
288.72	77.035
289.45	77.031
290.18	77.027
290.91	77.023
291.64	77.019
292.37	77.016
293.11	77.012
293.84	77.008
294.57	77.004
295.31	77.000
296.05	76.996
296.78	76.992
297.52	76.989
298.26	76.985
299.00	76.981
299.74	76.977
300.48	76.973
301.23	76.969
301.97	76.965
302.72	76.962
303.46	76.958
304.21	76.954
304.96	76.950
305.71	76.946
306.46	76.942
307.21	76.939
307.96	76.935
308.71	76.931
309.46	76.927
310.22	76.923
310.97	76.920
311.73	76.916
312.49	76.912
313.24	76.908
314.00	76.904
314.76	76.901
315.52	76.897
316.29	76.893
317.05	76.889
317.81	76.885
318.58	76.882
319.34	76.878
320.11	76.874
320.88	76.870
321.64	76.867
322.41	76.863
323.18	76.859
323.96	76.855
324.73	76.852
325.50	76.848
326.27	76.844
327.05	76.840
327.83	76.837
328.60	76.833
329.38	76.829
330.16	76.825
330.94	76.822
331.72	76.818
332.50	76.814
333.28	76.810
334.07	76.807
334.85	76.803
335.64	76.799
336.42	76.795
337.21	76.792
338.00	76.788
338.79	76.784
339.58	76.781
340.37	76.777
341.16	76.773
341.95	76.769
342.74	76.766
343.54	76.762
344.34	76.758
345.13	76.755
345.93	76.751
346.73	76.747
347.53	76.743
348.33	76.740
349.13	76.736
349.93	76.732
350.73	76.729
351.54	76.725
352.34	76.721
353.15	76.718
353.95	76.714
354.76	76.710
355.57	76.707
356.38	76.703
357.19	76.699
358.00	76.696
358.82	76.692
359.63	76.688
360.44	76.685
361.26	76.681
362.07	76.677
362.89	76.674
363.71	76.670
364.53	76.666
365.35	76.663
366.17	76.659
366.99	76.656
367.81	76.652
368.64	76.648
369.46	76.645
370.29	76.641
371.11	76.637
371.94	76.634
372.77	76.630
373.60	76.627
374.43	76.623
375.26	76.619
376.09	76.616
376.92	76.612
377.76	76.608
378.59	76.605
379.43	76.601
380.27	76.598
381.10	76.594
381.94	76.590
382.78	76.587
383.62	76.583
384.46	76.580
385.31	76.576
386.15	76.572
386.99	76.569
387.84	76.565
388.68	76.562
389.53	76.558
390.38	76.555
391.23	76.551
392.08	76.547
392.93	76.544
393.78	76.540
394.63	76.537
395.49	76.533
396.34	76.530
397.20	76.526
398.05	76.522
398.91	76.519
399.77	76.515
400.63	76.512
401.49	76.508
402.35	76.505
403.21	76.501
404.07	76.498
404.94	76.494
405.80	76.490
406.67	76.487
407.53	76.483
408.40	76.480
409.27	76.476
410.14	76.473
411.01	76.469
411.88	76.466
412.75	76.462
413.63	76.459
414.50	76.455
415.37	76.452
416.25	76.448
417.13	76.445
418.00	76.441
418.88	76.438
419.76	76.434
420.64	76.431
421.53	76.427
422.41	76.424
423.29	76.420
424.18	76.417
425.06	76.413
425.95	76.410
426.83	76.406
427.72	76.403
428.61	76.399
429.50	76.396
430.39	76.392
431.28	76.389
432.18	76.385
433.07	76.382
433.97	76.378
434.86	76.375
435.76	76.371
436.66	76.368
437.55	76.364
438.45	76.361
439.35	76.357
440.26	76.354
441.16	76.350
442.06	76.347
442.96	76.343
443.87	76.340
444.78	76.337
445.68	76.333
446.59	76.330
447.50	76.326
448.41	76.323
449.32	76.319
450.23	76.316
451.14	76.312
452.06	76.309
452.97	76.306
453.89	76.302
454.80	76.299
455.72	76.295
456.64	76.292
457.56	76.288
458.48	76.285
459.40	76.282
460.32	76.278
461.24	76.275
462.17	76.271
463.09	76.268
464.02	76.264
464.95	76.261
465.87	76.258
466.80	76.254
467.73	76.251
468.66	76.247
469.59	76.244
470.53	76.241
471.46	76.237
472.39	76.234
473.33	76.230
474.27	76.227
475.20	76.224
476.14	76.220
477.08	76.217
478.02	76.213
478.96	76.210
479.90	76.207
480.85	76.203
481.79	76.200
482.73	76.196
483.68	76.193
484.63	76.190
485.57	76.186
486.52	76.183
487.47	76.180
488.42	76.176
489.37	76.173
490.33	76.169
491.28	76.166
492.23	76.163
493.19	76.159
494.15	76.156
495.10	76.153
496.06	76.149
497.02	76.146
497.98	76.143
498.94	76.139
499.90	76.136
500.87	76.133
501.83	76.129
502.79	76.126
503.76	76.122
504.73	76.119
505.69	76.116
506.66	76.112
507.63	76.109
508.60	76.106
509.57	76.102
510.55	76.099
511.52	76.096
512.49	76.092
513.47	76.089
514.44	76.086
515.42	76.083
516.40	76.079
517.38	76.076
518.36	76.073
519.34	76.069
520.32	76.066
521.30	76.063
522.29	76.059
523.27	76.056
524.26	76.053
525.25	76.049
526.23	76.046
527.22	76.043
528.21	76.039
529.20	76.036
530.19	76.033
531.19	76.030
532.18	76.026
533.17	76.023
534.17	76.020
535.17	76.016
536.16	76.013
537.16	76.010
538.16	76.007
539.16	76.003
540.16	76.000
541.16	75.997
542.17	75.993
543.17	75.990
544.17	75.987
545.18	75.984
546.19	75.980
547.19	75.977
548.20	75.974
549.21	75.971
550.22	75.967
551.24	75.964
552.25	75.961
553.26	75.957
554.28	75.954
555.29	75.951
556.31	75.948
557.32	75.944
558.34	75.941
559.36	75.938
560.38	75.935
561.40	75.931
562.43	75.928
563.45	75.925
564.47	75.922
565.50	75.918
566.52	75.915
567.55	75.912
568.58	75.909
569.61	75.906
570.64	75.902
571.67	75.899
572.70	75.896
573.73	75.893
574.77	75.889
575.80	75.886
576.84	75.883
577.87	75.880
578.91	75.876
579.95	75.873
580.99	75.870
582.03	75.867
583.07	75.864
584.11	75.860
585.16	75.857
586.20	75.854
587.25	75.851
588.29	75.848
589.34	75.844
590.39	75.841
591.44	75.838
592.49	75.835
593.54	75.832
594.59	75.828
595.64	75.825
596.70	75.822
597.75	75.819
598.81	75.816
599.86	75.812
600.92	75.809
601.98	75.806
603.04	75.803
604.10	75.800
605.16	75.796
606.23	75.793
607.29	75.790
608.35	75.787
609.42	75.784
610.49	75.781
611.55	75.777
612.62	75.774
613.69	75.771
614.76	75.768
615.83	75.765
616.91	75.762
617.98	75.758
619.05	75.755
620.13	75.752
621.21	75.749
622.28	75.746
623.36	75.743
624.44	75.739
625.52	75.736
626.60	75.733
627.68	75.730
628.77	75.727
629.85	75.724
630.93	75.721
632.02	75.717
633.11	75.714
634.20	75.711
635.28	75.708
636.37	75.705
637.46	75.702
638.56	75.699
639.65	75.695
640.74	75.692
641.84	75.689
642.93	75.686
644.03	75.683
645.13	75.680
646.23	75.677
647.33	75.674
648.43	75.670
649.53	75.667
650.63	75.664
651.73	75.661
652.84	75.658
653.94	75.655
655.05	75.652
656.16	75.649
657.26	75.645
658.37	75.642
659.48	75.639
660.59	75.636
661.71	75.633
662.82	75.630
663.93	75.627
665.05	75.624
666.16	75.621
667.28	75.618
668.40	75.614
669.52	75.611
670.64	75.608
671.76	75.605
672.88	75.602
674.00	75.599
675.13	75.596
676.25	75.593
677.38	75.590
678.50	75.587
679.63	75.584
680.76	75.580
681.89	75.577
683.02	75.574
684.15	75.571
685.29	75.568
686.42	75.565
687.55	75.562
688.69	75.559
689.83	75.556
690.96	75.553
692.10	75.550
693.24	75.547
694.38	75.544
695.52	75.540
696.66	75.537
697.81	75.534
698.95	75.531
700.10	75.528
701.24	75.525
702.39	75.522
703.54	75.519
704.69	75.516
705.84	75.513
706.99	75.510
708.14	75.507
709.29	75.504
710.45	75.501
711.60	75.498
712.76	75.495
713.91	75.492
715.07	75.489
716.23	75.486
717.39	75.483
718.55	75.479
719.71	75.476
720.88	75.473
722.04	75.470
723.21	75.467
724.37	75.464
725.54	75.461
726.71	75.458
727.87	75.455
729.04	75.452
730.21	75.449
731.39	75.446
732.56	75.443
733.73	75.440
734.91	75.437
736.08	75.434
737.26	75.431
738.44	75.428
739.61	75.425
740.79	75.422
741.97	75.419
743.15	75.416
744.34	75.413
745.52	75.410
746.70	75.407
747.89	75.404
749.08	75.401
750.26	75.398
751.45	75.395
752.64	75.392
753.83	75.389
755.02	75.386
756.21	75.383
757.41	75.380
758.60	75.377
759.80	75.374
760.99	75.371
762.19	75.368
763.39	75.365
764.59	75.362
765.79	75.359
766.99	75.356
768.19	75.353
769.39	75.350
770.60	75.347
771.80	75.344
773.01	75.341
774.21	75.338
775.42	75.335
776.63	75.332
777.84	75.329
779.05	75.326
780.26	75.323
781.48	75.320
782.69	75.317
783.90	75.314
785.12	75.311
786.34	75.308
787.55	75.305
788.77	75.302
789.99	75.300
791.21	75.297
792.44	75.294
793.66	75.291
794.88	75.288
796.11	75.285
797.33	75.282
798.56	75.279
799.79	75.276
801.02	75.273
802.24	75.270
803.48	75.267
804.71	75.264
805.94	75.261
807.17	75.258
808.41	75.255
809.64	75.252
810.88	75.249
812.12	75.246
813.36	75.243
814.60	75.241
815.84	75.238
817.08	75.235
818.32	75.232
819.56	75.229
820.81	75.226
822.05	75.223
823.30	75.220
824.55	75.217
825.80	75.214
827.04	75.211
828.29	75.208
829.55	75.205
830.80	75.202
832.05	75.200
833.31	75.197
834.56	75.194
835.82	75.191
837.08	75.188
838.33	75.185
839.59	75.182
840.85	75.179
842.12	75.176
843.38	75.173
844.64	75.170
845.91	75.167
847.17	75.165
848.44	75.162
849.70	75.159
850.97	75.156
852.24	75.153
853.51	75.150
854.78	75.147
856.06	75.144
857.33	75.141
858.60	75.138
859.88	75.136
861.15	75.133
862.43	75.130
863.71	75.127
864.99	75.124
866.27	75.121
867.55	75.118
868.83	75.115
870.12	75.112
871.40	75.110
872.69	75.107
873.97	75.104
875.26	75.101
876.55	75.098
877.84	75.095
879.13	75.092
880.42	75.089
881.71	75.087
883.01	75.084
884.30	75.081
885.59	75.078
886.89	75.075
888.19	75.072
889.49	75.069
890.79	75.066
892.09	75.064
893.39	75.061
894.69	75.058
895.99	75.055
897.30	75.052
898.60	75.049
899.91	75.046
901.22	75.044
902.53	75.041
903.84	75.038
905.15	75.035
906.46	75.032
907.77	75.029
909.08	75.026
910.40	75.024
911.71	75.021
913.03	75.018
914.35	75.015
915.66	75.012
916.98	75.009
918.30	75.006
919.63	75.004
920.95	75.001
922.27	74.998
923.60	74.995
924.92	74.992
926.25	74.989
927.58	74.987
928.90	74.984
930.23	74.981
931.57	74.978
932.90	74.975
934.23	74.972
935.56	74.970
936.90	74.967
938.23	74.964
939.57	74.961
940.91	74.958
942.25	74.955
943.59	74.953
944.93	74.950
946.27	74.947
947.61	74.944
948.95	74.941
950.30	74.939
951.65	74.936
952.99	74.933
954.34	74.930
955.69	74.927
957.04	74.925
958.39	74.922
959.74	74.919
961.09	74.916
962.45	74.913
963.80	74.910
965.16	74.908
966.52	74.905
967.87	74.902
969.23	74.899
970.59	74.896
971.95	74.894
973.32	74.891
974.68	74.888
976.04	74.885
977.41	74.882
978.77	74.880
980.14	74.877
981.51	74.874
982.88	74.871
984.25	74.869
985.62	74.866
986.99	74.863
988.37	74.860
989.74	74.857
991.11	74.855
992.49	74.852
993.87	74.849
995.25	74.846
996.63	74.843
998.01	74.841
999.39	74.838
1000.77	74.835
1002.15	74.832
1003.54	74.830
1004.92	74.827
1006.31	74.824
1007.70	74.821
1009.09	74.818
1010.48	74.816
1011.87	74.813
1013.26	74.810
1014.65	74.807
1016.05	74.805
1017.44	74.802
1018.84	74.799
1020.23	74.796
1021.63	74.794
1023.03	74.791
1024.43	74.788
1025.83	74.785
1027.23	74.783
1028.64	74.780
1030.04	74.777
1031.44	74.774
1032.85	74.772
1034.26	74.769
1035.67	74.766
1037.07	74.763
1038.49	74.761
1039.90	74.758
1041.31	74.755
1042.72	74.752
1044.14	74.750
1045.55	74.747
1046.97	74.744
1048.39	74.741
1049.80	74.739
1051.22	74.736
1052.64	74.733
1054.07	74.730
1055.49	74.728
1056.91	74.725
1058.34	74.722
1059.76	74.719
1061.19	74.717
1062.62	74.714
1064.05	74.711
1065.48	74.709
1066.91	74.706
1068.34	74.703
1069.77	74.700
1071.20	74.698
1072.64	74.695
1074.08	74.692
1075.51	74.689
1076.95	74.687
1078.39	74.684
1079.83	74.681
1081.27	74.679
1082.71	74.676
1084.16	74.673
1085.60	74.670
1087.05	74.668
1088.49	74.665
1089.94	74.662
1091.39	74.660
1092.84	74.657
1094.29	74.654
1095.74	74.651
1097.19	74.649
1098.65	74.646
1100.10	74.643
1101.56	74.641
1103.02	74.638
1104.47	74.635
1105.93	74.633
1107.39	74.630
1108.85	74.627
1110.32	74.624
1111.78	74.622
1113.24	74.619
1114.71	74.616
1116.17	74.614
1117.64	74.611
1119.11	74.608
1120.58	74.606
1122.05	74.603
1123.52	74.600
1124.99	74.598
1126.47	74.595
1127.94	74.592
1129.42	74.589
1130.90	74.587
1132.37	74.584
1133.85	74.581
1135.33	74.579
1136.81	74.576
1138.30	74.573
1139.78	74.571
1141.26	74.568
1142.75	74.565
1144.23	74.563
1145.72	74.560
1147.21	74.557
1148.70	74.555
1150.19	74.552
1151.68	74.549
1153.17	74.547
1154.67	74.544
1156.16	74.541
1157.66	74.539
1159.15	74.536
1160.65	74.533
1162.15	74.531
1163.65	74.528
1165.15	74.525
1166.65	74.523
1168.16	74.520
1169.66	74.517
1171.17	74.515
1172.67	74.512
1174.18	74.509
1175.69	74.507
1177.20	74.504
1178.71	74.501
1180.22	74.499
1181.73	74.496
1183.25	74.494
1184.76	74.491
1186.28	74.488
1187.79	74.486
1189.31	74.483
1190.83	74.480
1192.35	74.478
1193.87	74.475
1195.40	74.472
1196.92	74.470
1198.44	74.467
1199.97	74.464
1201.49	74.462
1203.02	74.459
1204.55	74.457
1206.08	74.454
1207.61	74.451
1209.14	74.449
1210.68	74.446
1212.21	74.443
1213.75	74.441
1215.28	74.438
1216.82	74.436
1218.36	74.433
1219.90	74.430
1221.44	74.428
1222.98	74.425
1224.52	74.422
1226.06	74.420
1227.61	74.417
1229.15	74.415
1230.70	74.412
1232.25	74.409
1233.80	74.407
1235.35	74.404
1236.90	74.401
1238.45	74.399
1240.00	74.396
1241.56	74.394
1243.11	74.391
1244.67	74.388
1246.23	74.386
1247.79	74.383
1249.35	74.381
1250.91	74.378
1252.47	74.375
1254.03	74.373
1255.60	74.370
1257.16	74.368
1258.73	74.365
1260.29	74.362
