t(c)	y(m)
0.000	0.00
0.100	1.17
0.200	2.69
0.300	4.55
0.400	6.76
0.500	9.32
0.600	12.24
0.700	15.50
0.800	19.11
0.900	23.08
1.000	27.39
1.100	32.06
1.200	37.09
1.300	42.46
1.400	48.20
1.500	54.28
1.600	60.73
1.700	67.53
1.800	74.69
1.900	82.20
2.000	90.08
2.100	98.31
2.200	106.90
2.300	115.85
2.400	125.16
2.500	134.84
2.600	144.87
2.700	155.27
2.800	166.03
2.900	177.15
3.000	188.64
3.100	200.49
3.200	212.70
3.300	225.28
3.400	238.23
3.500	251.54
3.600	265.21
3.700	279.26
3.800	293.67
3.900	308.45
4.000	323.59
4.100	339.11
4.200	354.99
4.300	371.25
4.400	387.87
4.500	404.86
4.600	422.22
4.700	439.96
4.800	458.06
4.900	476.54
5.000	495.39
5.100	514.61
5.200	534.20
5.300	554.16
5.400	574.50
5.500	595.20
5.600	616.27
5.700	637.72
5.800	659.53
5.900	681.71
6.000	704.26
6.100	727.18
6.200	750.47
6.300	774.12
6.400	798.13
6.500	822.51
6.600	847.26
6.700	872.37
6.800	897.84
6.900	923.67
7.000	949.86
7.100	976.41
7.200	1003.31
7.300	1030.58
7.400	1058.20
7.500	1086.17
7.600	1114.49
7.700	1143.15
7.800	1172.17
7.900	1201.53
8.000	1231.23
8.100	1261.28
8.200	1291.66
8.300	1322.37
8.400	1353.42
8.500	1384.80
8.600	1416.51
8.700	1448.55
8.800	1480.91
8.900	1513.59
9.000	1546.59
9.100	1579.91
9.200	1613.54
9.300	1647.48
9.400	1681.74
9.500	1716.31
9.600	1751.18
9.700	1786.37
9.800	1821.86
9.900	1857.66
10.000	1893.76
10.100	1930.16
10.200	1966.87
10.300	2003.88
10.400	2041.19
10.500	2078.80
10.600	2116.71
10.700	2154.92
10.800	2193.43
10.900	2232.25
11.000	2271.36
11.100	2310.77
11.200	2350.49
11.300	2390.50
11.400	2430.81
11.500	2471.42
11.600	2512.33
11.700	2553.53
11.800	2595.04
11.900	2636.84
12.000	2678.94
12.100	2721.34
12.200	2764.04
12.300	2807.03
12.400	2850.32
12.500	2893.90
12.600	2937.78
12.700	2981.95
12.800	3026.42
12.900	3071.19
13.000	3116.24
13.100	3161.59
13.200	3207.24
13.300	3253.17
13.400	3299.40
13.500	3345.92
13.600	3392.73
13.700	3439.84
13.800	3487.23
13.900	3534.92
14.000	3582.91
14.100	3631.18
14.200	3679.75
14.300	3728.60
14.400	3777.76
14.500	3827.20
14.600	3876.94
14.700	3926.97
14.800	3977.29
14.900	4027.91
15.000	4078.82
15.100	4130.02
15.200	4181.52
15.300	4233.31
15.400	4285.40
15.500	4337.78
15.600	4390.46
15.700	4443.43
15.800	4496.70
15.900	4550.27
16.000	4604.13
16.100	4658.29
16.200	4712.75
16.300	4767.51
16.400	4822.56
16.500	4877.92
16.600	4933.57
16.700	4989.53
16.800	5045.78
16.900	5102.34
17.000	5159.21
17.100	5216.37
17.200	5273.84
17.300	5331.61
17.400	5389.69
17.500	5448.08
17.600	5506.77
17.700	5565.77
17.800	5625.08
17.900	5684.70
18.000	5744.63
18.100	5804.88
18.200	5865.43
18.300	5926.30
18.400	5987.48
18.500	6048.98
18.600	6110.79
18.700	6172.93
18.800	6235.38
18.900	6298.15
19.000	6361.24
19.100	6424.66
19.200	6488.40
19.300	6552.46
19.400	6616.85
19.500	6681.56
19.600	6746.60
19.700	6811.97
19.800	6877.67
19.900	6943.69
20.000	7010.05
20.100	7076.75
20.200	7143.77
20.300	7211.14
20.400	7278.84
20.500	7346.87
20.600	7415.25
20.700	7483.97
20.800	7553.03
20.900	7622.43
21.000	7692.18
21.100	7762.27
21.200	7832.71
21.300	7903.50
21.400	7974.65
21.500	8046.14
21.600	8117.99
21.700	8190.20
21.800	8262.76
21.900	8335.68
22.000	8408.96
22.100	8482.61
22.200	8556.62
22.300	8630.99
22.400	8705.74
22.500	8780.85
22.600	8856.34
22.700	8932.20
22.800	9008.44
22.900	9085.05
23.000	9162.05
23.100	9239.43
23.200	9317.19
23.300	9395.34
23.400	9473.87
23.500	9552.80
23.600	9632.12
23.700	9711.83
23.800	9791.94
23.900	9872.44
24.000	9953.34
24.100	10034.64
24.200	10116.34
24.300	10198.45
24.400	10280.96
24.500	10363.88
24.600	10447.21
24.700	10530.94
24.800	10615.09
24.900	10699.66
25.000	10784.64
25.100	10870.04
25.200	10955.87
25.300	11042.11
25.400	11128.78
25.500	11215.88
25.600	11303.41
25.700	11391.38
25.800	11479.78
25.900	11568.62
26.000	11657.90
26.100	11747.63
26.200	11837.80
26.300	11928.43
26.400	12019.50
26.500	12111.04
26.600	12203.03
26.700	12295.48
26.800	12388.40
26.900	12481.79
27.000	12575.65
27.100	12669.98
27.200	12764.78
27.300	12860.07
27.400	12955.84
27.500	13052.10
27.600	13148.84
27.700	13246.07
27.800	13343.81
27.900	13442.03
28.000	13540.76
28.100	13640.00
28.200	13739.74
28.300	13840.00
28.400	13940.76
28.500	14042.05
28.600	14143.86
28.700	14246.18
28.800	14349.04
28.900	14452.42
29.000	14556.34
29.100	14660.79
29.200	14765.79
29.300	14871.32
29.400	14977.40
29.500	15084.03
29.600	15191.21
29.700	15298.94
29.800	15407.24
29.900	15516.09
30.000	15625.52
