x(m)	y(m)
0.63	6.45
0.63	6.47
0.63	6.50
0.64	6.52
0.64	6.54
0.64	6.57
0.64	6.59
0.65	6.61
0.65	6.64
0.65	6.66
0.65	6.68
0.65	6.71
0.66	6.73
0.66	6.76
0.66	6.78
0.66	6.80
0.67	6.83
0.67	6.85
0.67	6.88
0.67	6.90
0.68	6.92
0.68	6.95
0.68	6.97
0.68	7.00
0.69	7.02
0.69	7.05
0.69	7.07
0.69	7.09
0.70	7.12
0.70	7.14
0.70	7.17
0.70	7.19
0.71	7.22
0.71	7.24
0.71	7.27
0.71	7.29
0.72	7.31
0.72	7.34
0.72	7.36
0.72	7.39
0.73	7.41
0.73	7.44
0.73	7.46
0.73	7.49
0.74	7.51
0.74	7.54
0.74	7.56
0.74	7.59
0.75	7.61
0.75	7.64
0.75	7.66
0.75	7.69
0.76	7.71
0.76	7.74
0.76	7.76
0.77	7.79
0.77	7.81
0.77	7.84
0.77	7.87
0.78	7.89
0.78	7.92
0.78	7.94
0.78	7.97
0.79	7.99
0.79	8.02
0.79	8.04
0.79	8.07
0.80	8.10
0.80	8.12
0.80	8.15
0.80	8.17
0.81	8.20
0.81	8.22
0.81	8.25
0.82	8.28
0.82	8.30
0.82	8.33
0.82	8.35
0.83	8.38
0.83	8.41
0.83	8.43
0.83	8.46
0.84	8.49
0.84	8.51
0.84	8.54
0.84	8.56
0.85	8.59
0.85	8.62
0.85	8.64
0.86	8.67
0.86	8.70
0.86	8.72
0.86	8.75
0.87	8.78
0.87	8.80
0.87	8.83
0.87	8.86
0.88	8.88
0.88	8.91
0.88	8.94
0.89	8.96
0.89	8.99
0.89	9.02
0.89	9.04
0.90	9.07
0.90	9.10
0.90	9.13
0.91	9.15
0.91	9.18
0.91	9.21
0.91	9.23
0.92	9.26
0.92	9.29
0.92	9.32
0.93	9.34
0.93	9.37
0.93	9.40
0.93	9.43
0.94	9.45
0.94	9.48
0.94	9.51
0.94	9.54
0.95	9.56
0.95	9.59
0.95	9.62
0.96	9.65
0.96	9.68
0.96	9.70
0.97	9.73
0.97	9.76
0.97	9.79
0.97	9.81
0.98	9.84
0.98	9.87
0.98	9.90
0.99	9.93
0.99	9.95
0.99	9.98
0.99	10.01
1.00	10.04
1.00	10.07
1.00	10.10
1.01	10.12
1.01	10.15
1.01	10.18
1.01	10.21
1.02	10.24
1.02	10.27
1.02	10.30
1.03	10.32
1.03	10.35
1.03	10.38
1.04	10.41
1.04	10.44
1.04	10.47
1.04	10.50
1.05	10.52
1.05	10.55
1.05	10.58
1.06	10.61
1.06	10.64
1.06	10.67
1.07	10.70
1.07	10.73
1.07	10.76
1.07	10.79
1.08	10.82
1.08	10.84
1.08	10.87
1.09	10.90
1.09	10.93
1.09	10.96
1.10	10.99
1.10	11.02
1.10	11.05
1.10	11.08
1.11	11.11
1.11	11.14
1.11	11.17
1.12	11.20
1.12	11.23
1.12	11.26
1.13	11.29
1.13	11.32
1.13	11.35
1.14	11.38
1.14	11.41
1.14	11.44
1.14	11.47
1.15	11.50
1.15	11.53
1.15	11.56
1.16	11.59
1.16	11.62
1.16	11.65
1.17	11.68
1.17	11.71
1.17	11.74
1.18	11.77
1.18	11.80
1.18	11.83
1.19	11.86
1.19	11.89
1.19	11.92
1.20	11.95
1.20	11.98
1.20	12.01
1.20	12.04
1.21	12.07
1.21	12.10
1.21	12.13
1.22	12.16
1.22	12.20
1.22	12.23
1.23	12.26
1.23	12.29
1.23	12.32
1.24	12.35
1.24	12.38
1.24	12.41
1.25	12.44
1.25	12.47
1.25	12.51
1.26	12.54
1.26	12.57
1.26	12.60
1.27	12.63
1.27	12.66
1.27	12.69
1.28	12.72
1.28	12.76
1.28	12.79
1.29	12.82
1.29	12.85
1.29	12.88
1.30	12.91
1.30	12.95
1.30	12.98
1.31	13.01
1.31	13.04
1.31	13.07
1.32	13.10
1.32	13.14
1.32	13.17
1.33	13.20
1.33	13.23
1.33	13.26
1.34	13.30
1.34	13.33
1.34	13.36
1.35	13.39
1.35	13.42
1.35	13.46
1.36	13.49
1.36	13.52
1.36	13.55
1.37	13.59
1.37	13.62
1.37	13.65
1.38	13.68
1.38	13.72
1.38	13.75
1.39	13.78
1.39	13.81
1.39	13.85
1.40	13.88
1.40	13.91
1.40	13.94
1.41	13.98
1.41	14.01
1.41	14.04
1.42	14.07
1.42	14.11
1.42	14.14
1.43	14.17
1.43	14.21
1.43	14.24
1.44	14.27
1.44	14.31
1.44	14.34
1.45	14.37
1.45	14.41
1.46	14.44
1.46	14.47
1.46	14.51
1.47	14.54
1.47	14.57
1.47	14.61
1.48	14.64
1.48	14.67
1.48	14.71
1.49	14.74
1.49	14.77
1.49	14.81
1.50	14.84
1.50	14.87
1.50	14.91
1.51	14.94
1.51	14.98
1.51	15.01
1.52	15.04
1.52	15.08
1.53	15.11
1.53	15.14
1.53	15.18
1.54	15.21
1.54	15.25
1.54	15.28
1.55	15.32
1.55	15.35
1.55	15.38
1.56	15.42
1.56	15.45
1.57	15.49
1.57	15.52
1.57	15.56
1.58	15.59
1.58	15.62
1.58	15.66
1.59	15.69
1.59	15.73
1.59	15.76
1.60	15.80
1.60	15.83
1.60	15.87
1.61	15.90
1.61	15.94
1.62	15.97
1.62	16.01
1.62	16.04
1.63	16.08
1.63	16.11
1.63	16.15
1.64	16.18
1.64	16.22
1.65	16.25
1.65	16.29
1.65	16.32
1.66	16.36
1.66	16.39
1.66	16.43
1.67	16.46
1.67	16.50
1.68	16.53
1.68	16.57
1.68	16.60
1.69	16.64
1.69	16.68
1.69	16.71
1.70	16.75
1.70	16.78
1.70	16.82
1.71	16.85
1.71	16.89
1.72	16.92
1.72	16.96
1.72	17.00
1.73	17.03
1.73	17.07
1.74	17.10
1.74	17.14
1.74	17.18
1.75	17.21
1.75	17.25
1.75	17.28
1.76	17.32
1.76	17.36
1.77	17.39
1.77	17.43
1.77	17.47
1.78	17.50
1.78	17.54
1.78	17.58
1.79	17.61
1.79	17.65
1.80	17.68
1.80	17.72
1.80	17.76
1.81	17.79
1.81	17.83
1.82	17.87
1.82	17.90
1.82	17.94
1.83	17.98
1.83	18.01
1.83	18.05
1.84	18.09
1.84	18.13
1.85	18.16
1.85	18.20
1.85	18.24
1.86	18.27
1.86	18.31
1.87	18.35
1.87	18.38
1.87	18.42
1.88	18.46
1.88	18.50
1.89	18.53
1.89	18.57
1.89	18.61
1.90	18.65
1.90	18.68
1.91	18.72
1.91	18.76
1.91	18.80
1.92	18.83
1.92	18.87
1.93	18.91
1.93	18.95
1.93	18.98
1.94	19.02
1.94	19.06
1.95	19.10
1.95	19.14
1.95	19.17
1.96	19.21
1.96	19.25
1.97	19.29
1.97	19.33
1.97	19.36
1.98	19.40
1.98	19.44
1.99	19.48
1.99	19.52
1.99	19.56
2.00	19.59
2.00	19.63
2.01	19.67
2.01	19.71
2.01	19.75
2.02	19.79
2.02	19.82
2.03	19.86
2.03	19.90
2.03	19.94
2.04	19.98
2.04	20.02
2.05	20.06
2.05	20.09
2.05	20.13
2.06	20.17
2.06	20.21
2.07	20.25
2.07	20.29
2.08	20.33
2.08	20.37
2.08	20.41
2.09	20.45
2.09	20.48
2.10	20.52
2.10	20.56
2.10	20.60
2.11	20.64
2.11	20.68
2.12	20.72
2.12	20.76
2.13	20.80
2.13	20.84
2.13	20.88
2.14	20.92
2.14	20.96
2.15	21.00
2.15	21.04
2.15	21.08
2.16	21.12
2.16	21.15
2.17	21.19
2.17	21.23
2.18	21.27
2.18	21.31
2.18	21.35
2.19	21.39
2.19	21.43
2.20	21.47
2.20	21.51
2.21	21.55
2.21	21.59
2.21	21.63
2.22	21.67
2.22	21.71
2.23	21.75
2.23	21.80
2.23	21.84
2.24	21.88
2.24	21.92
2.25	21.96
2.25	22.00
2.26	22.04
2.26	22.08
2.26	22.12
2.27	22.16
2.27	22.20
2.28	22.24
2.28	22.28
2.29	22.32
2.29	22.36
2.30	22.40
2.30	22.44
2.30	22.49
2.31	22.53
2.31	22.57
2.32	22.61
2.32	22.65
2.33	22.69
2.33	22.73
2.33	22.77
2.34	22.81
2.34	22.85
2.35	22.90
2.35	22.94
2.36	22.98
2.36	23.02
2.36	23.06
2.37	23.10
2.37	23.14
2.38	23.19
2.38	23.23
2.39	23.27
2.39	23.31
2.40	23.35
2.40	23.39
2.40	23.44
2.41	23.48
2.41	23.52
2.42	23.56
2.42	23.60
2.43	23.64
2.43	23.69
2.44	23.73
2.44	23.77
2.44	23.81
2.45	23.85
2.45	23.90
2.46	23.94
2.46	23.98
2.47	24.02
2.47	24.06
2.48	24.11
2.48	24.15
2.48	24.19
2.49	24.23
2.49	24.28
2.50	24.32
2.50	24.36
2.51	24.40
2.51	24.45
2.52	24.49
2.52	24.53
2.53	24.57
2.53	24.62
2.53	24.66
2.54	24.70
2.54	24.75
2.55	24.79
2.55	24.83
2.56	24.87
2.56	24.92
2.57	24.96
2.57	25.00
2.58	25.05
2.58	25.09
2.58	25.13
2.59	25.17
2.59	25.22
2.60	25.26
2.60	25.30
2.61	25.35
2.61	25.39
2.62	25.43
2.62	25.48
2.63	25.52
2.63	25.56
2.64	25.61
2.64	25.65
2.64	25.70
2.65	25.74
2.65	25.78
2.66	25.83
2.66	25.87
2.67	25.91
2.67	25.96
2.68	26.00
2.68	26.05
2.69	26.09
2.69	26.13
2.70	26.18
2.70	26.22
2.71	26.26
2.71	26.31
2.71	26.35
2.72	26.40
2.72	26.44
2.73	26.49
2.73	26.53
2.74	26.57
2.74	26.62
2.75	26.66
2.75	26.71
2.76	26.75
2.76	26.80
2.77	26.84
2.77	26.88
2.78	26.93
2.78	26.97
2.79	27.02
2.79	27.06
2.80	27.11
2.80	27.15
2.80	27.20
2.81	27.24
2.81	27.29
2.82	27.33
2.82	27.38
2.83	27.42
2.83	27.47
2.84	27.51
2.84	27.56
2.85	27.60
2.85	27.65
2.86	27.69
2.86	27.74
2.87	27.78
2.87	27.83
2.88	27.87
2.88	27.92
2.89	27.96
2.89	28.01
2.90	28.05
2.90	28.10
2.91	28.15
2.91	28.19
2.92	28.24
2.92	28.28
2.93	28.33
2.93	28.37
2.94	28.42
2.94	28.46
2.94	28.51
2.95	28.56
2.95	28.60
2.96	28.65
2.96	28.69
2.97	28.74
2.97	28.79
2.98	28.83
2.98	28.88
2.99	28.92
2.99	28.97
3.00	29.02
3.00	29.06
3.01	29.11
3.01	29.16
3.02	29.20
3.02	29.25
3.03	29.29
3.03	29.34
3.04	29.39
3.04	29.43
3.05	29.48
3.05	29.53
3.06	29.57
3.06	29.62
3.07	29.67
3.07	29.71
3.08	29.76
3.08	29.81
3.09	29.85
3.09	29.90
3.10	29.95
3.10	29.99
3.11	30.04
3.11	30.09
3.12	30.14
3.12	30.18
3.13	30.23
3.13	30.28
3.14	30.32
3.14	30.37
3.15	30.42
3.15	30.47
3.16	30.51
3.16	30.56
3.17	30.61
3.17	30.65
3.18	30.70
3.18	30.75
3.19	30.80
3.19	30.84
3.20	30.89
3.20	30.94
3.21	30.99
3.21	31.04
3.22	31.08
3.22	31.13
3.23	31.18
3.23	31.23
3.24	31.27
3.25	31.32
3.25	31.37
3.26	31.42
3.26	31.47
3.27	31.51
3.27	31.56
3.28	31.61
3.28	31.66
3.29	31.71
3.29	31.75
3.30	31.80
3.30	31.85
3.31	31.90
3.31	31.95
3.32	32.00
3.32	32.05
3.33	32.09
3.33	32.14
3.34	32.19
3.34	32.24
3.35	32.29
3.35	32.34
3.36	32.39
3.36	32.43
3.37	32.48
3.37	32.53
3.38	32.58
3.38	32.63
3.39	32.68
3.40	32.73
3.40	32.78
3.41	32.82
3.41	32.87
3.42	32.92
3.42	32.97
3.43	33.02
3.43	33.07
3.44	33.12
3.44	33.17
3.45	33.22
3.45	33.27
3.46	33.32
3.46	33.37
3.47	33.42
3.47	33.46
3.48	33.51
3.48	33.56
3.49	33.61
3.50	33.66
3.50	33.71
3.51	33.76
3.51	33.81
3.52	33.86
3.52	33.91
3.53	33.96
3.53	34.01
3.54	34.06
3.54	34.11
3.55	34.16
3.55	34.21
3.56	34.26
3.56	34.31
3.57	34.36
3.58	34.41
3.58	34.46
3.59	34.51
3.59	34.56
3.60	34.61
3.60	34.66
3.61	34.71
3.61	34.76
3.62	34.81
3.62	34.86
3.63	34.91
3.63	34.97
3.64	35.02
3.65	35.07
3.65	35.12
3.66	35.17
3.66	35.22
3.67	35.27
3.67	35.32
3.68	35.37
3.68	35.42
3.69	35.47
3.69	35.52
3.70	35.57
3.71	35.63
3.71	35.68
3.72	35.73
3.72	35.78
3.73	35.83
3.73	35.88
3.74	35.93
3.74	35.98
3.75	36.03
3.76	36.09
3.76	36.14
3.77	36.19
3.77	36.24
3.78	36.29
3.78	36.34
3.79	36.39
3.79	36.45
3.80	36.50
3.80	36.55
3.81	36.60
3.82	36.65
3.82	36.70
3.83	36.76
3.83	36.81
3.84	36.86
3.84	36.91
3.85	36.96
3.85	37.02
3.86	37.07
3.87	37.12
3.87	37.17
3.88	37.22
3.88	37.28
3.89	37.33
3.89	37.38
3.90	37.43
3.91	37.48
3.91	37.54
3.92	37.59
3.92	37.64
3.93	37.69
3.93	37.75
3.94	37.80
3.94	37.85
3.95	37.90
3.96	37.96
3.96	38.01
3.97	38.06
3.97	38.11
3.98	38.17
3.98	38.22
3.99	38.27
4.00	38.32
4.00	38.38
4.01	38.43
4.01	38.48
4.02	38.54
4.02	38.59
4.03	38.64
4.04	38.70
4.04	38.75
4.05	38.80
4.05	38.86
4.06	38.91
4.06	38.96
4.07	39.01
4.08	39.07
4.08	39.12
4.09	39.17
4.09	39.23
4.10	39.28
4.10	39.34
4.11	39.39
4.12	39.44
4.12	39.50
4.13	39.55
4.13	39.60
4.14	39.66
4.14	39.71
4.15	39.76
4.16	39.82
4.16	39.87
4.17	39.93
4.17	39.98
4.18	40.03
4.18	40.09
4.19	40.14
4.20	40.20
4.20	40.25
4.21	40.30
4.21	40.36
4.22	40.41
4.23	40.47
4.23	40.52
4.24	40.58
4.24	40.63
4.25	40.68
4.25	40.74
4.26	40.79
4.27	40.85
4.27	40.90
4.28	40.96
4.28	41.01
4.29	41.07
4.30	41.12
4.30	41.18
4.31	41.23
4.31	41.28
4.32	41.34
4.33	41.39
4.33	41.45
4.34	41.50
4.34	41.56
4.35	41.61
4.35	41.67
4.36	41.72
4.37	41.78
4.37	41.83
4.38	41.89
4.38	41.94
4.39	42.00
4.40	42.06
4.40	42.11
4.41	42.17
4.41	42.22
4.42	42.28
4.43	42.33
4.43	42.39
4.44	42.44
4.44	42.50
4.45	42.55
4.46	42.61
4.46	42.67
4.47	42.72
4.47	42.78
4.48	42.83
4.49	42.89
4.49	42.94
4.50	43.00
4.50	43.06
4.51	43.11
4.52	43.17
4.52	43.22
4.53	43.28
4.53	43.34
4.54	43.39
4.55	43.45
4.55	43.50
4.56	43.56
4.56	43.62
4.57	43.67
4.58	43.73
4.58	43.79
4.59	43.84
4.59	43.90
4.60	43.96
4.61	44.01
4.61	44.07
4.62	44.13
4.62	44.18
4.63	44.24
4.64	44.30
4.64	44.35
4.65	44.41
4.66	44.47
4.66	44.52
4.67	44.58
4.67	44.64
4.68	44.69
4.69	44.75
4.69	44.81
4.70	44.86
4.70	44.92
4.71	44.98
4.72	45.04
4.72	45.09
4.73	45.15
4.74	45.21
4.74	45.26
4.75	45.32
4.75	45.38
4.76	45.44
4.77	45.49
4.77	45.55
4.78	45.61
4.78	45.67
4.79	45.72
4.80	45.78
4.80	45.84
4.81	45.90
4.82	45.95
4.82	46.01
4.83	46.07
4.83	46.13
4.84	46.19
4.85	46.24
4.85	46.30
4.86	46.36
4.87	46.42
4.87	46.48
4.88	46.53
4.88	46.59
4.89	46.65
4.90	46.71
4.90	46.77
4.91	46.82
4.92	46.88
4.92	46.94
4.93	47.00
4.93	47.06
4.94	47.12
4.95	47.17
4.95	47.23
4.96	47.29
4.97	47.35
4.97	47.41
4.98	47.47
4.98	47.53
4.99	47.58
5.00	47.64
5.00	47.70
5.01	47.76
5.02	47.82
5.02	47.88
5.03	47.94
5.04	48.00
5.04	48.06
5.05	48.11
5.05	48.17
5.06	48.23
5.07	48.29
5.07	48.35
5.08	48.41
5.09	48.47
5.09	48.53
5.10	48.59
5.11	48.65
5.11	48.71
5.12	48.77
5.13	48.83
5.13	48.89
5.14	48.95
5.14	49.00
5.15	49.06
5.16	49.12
5.16	49.18
5.17	49.24
5.18	49.30
5.18	49.36
5.19	49.42
5.20	49.48
5.20	49.54
5.21	49.60
5.22	49.66
5.22	49.72
5.23	49.78
5.23	49.84
5.24	49.90
5.25	49.96
5.25	50.02
5.26	50.08
5.27	50.14
5.27	50.20
5.28	50.26
5.29	50.32
5.29	50.38
5.30	50.44
5.31	50.51
5.31	50.57
5.32	50.63
5.33	50.69
5.33	50.75
5.34	50.81
5.35	50.87
5.35	50.93
5.36	50.99
5.37	51.05
5.37	51.11
5.38	51.17
5.38	51.23
5.39	51.29
5.40	51.36
5.40	51.42
5.41	51.48
5.42	51.54
5.42	51.60
5.43	51.66
5.44	51.72
5.44	51.78
5.45	51.84
5.46	51.91
5.46	51.97
5.47	52.03
5.48	52.09
5.48	52.15
5.49	52.21
5.50	52.27
5.50	52.34
5.51	52.40
5.52	52.46
5.52	52.52
5.53	52.58
5.54	52.64
5.54	52.71
5.55	52.77
5.56	52.83
5.56	52.89
5.57	52.95
5.58	53.01
5.58	53.08
5.59	53.14
5.60	53.20
5.60	53.26
5.61	53.32
5.62	53.39
5.62	53.45
5.63	53.51
5.64	53.57
5.64	53.64
5.65	53.70
5.66	53.76
5.66	53.82
5.67	53.89
5.68	53.95
5.68	54.01
5.69	54.07
5.70	54.14
5.70	54.20
5.71	54.26
5.72	54.32
5.72	54.39
5.73	54.45
5.74	54.51
5.75	54.57
5.75	54.64
5.76	54.70
5.77	54.76
5.77	54.83
5.78	54.89
5.79	54.95
5.79	55.01
5.80	55.08
5.81	55.14
5.81	55.20
5.82	55.27
5.83	55.33
5.83	55.39
5.84	55.46
5.85	55.52
5.85	55.58
5.86	55.65
5.87	55.71
5.87	55.77
5.88	55.84
5.89	55.90
5.90	55.96
5.90	56.03
5.91	56.09
5.92	56.16
5.92	56.22
5.93	56.28
5.94	56.35
5.94	56.41
5.95	56.47
5.96	56.54
5.96	56.60
5.97	56.67
5.98	56.73
5.99	56.79
5.99	56.86
6.00	56.92
6.01	56.99
6.01	57.05
6.02	57.12
6.03	57.18
6.03	57.24
6.04	57.31
6.05	57.37
6.05	57.44
6.06	57.50
6.07	57.57
6.08	57.63
6.08	57.69
6.09	57.76
6.10	57.82
6.10	57.89
6.11	57.95
6.12	58.02
6.12	58.08
6.13	58.15
6.14	58.21
6.15	58.28
6.15	58.34
6.16	58.41
6.17	58.47
6.17	58.54
6.18	58.60
6.19	58.67
6.19	58.73
6.20	58.80
6.21	58.86
6.22	58.93
6.22	58.99
6.23	59.06
6.24	59.12
6.24	59.19
6.25	59.25
6.26	59.32
6.27	59.39
6.27	59.45
6.28	59.52
6.29	59.58
6.29	59.65
6.30	59.71
6.31	59.78
6.32	59.84
6.32	59.91
6.33	59.98
6.34	60.04
6.34	60.11
6.35	60.17
6.36	60.24
6.36	60.31
6.37	60.37
6.38	60.44
6.39	60.50
6.39	60.57
6.40	60.64
6.41	60.70
6.41	60.77
6.42	60.83
6.43	60.90
6.44	60.97
6.44	61.03
6.45	61.10
6.46	61.17
6.47	61.23
6.47	61.30
6.48	61.37
6.49	61.43
6.49	61.50
6.50	61.57
6.51	61.63
6.52	61.70
6.52	61.77
6.53	61.83
6.54	61.90
6.54	61.97
6.55	62.03
6.56	62.10
6.57	62.17
6.57	62.23
6.58	62.30
6.59	62.37
6.60	62.44
6.60	62.50
6.61	62.57
6.62	62.64
6.62	62.70
6.63	62.77
6.64	62.84
6.65	62.91
6.65	62.97
6.66	63.04
6.67	63.11
6.68	63.18
6.68	63.24
6.69	63.31
6.70	63.38
6.70	63.45
6.71	63.51
6.72	63.58
6.73	63.65
6.73	63.72
6.74	63.79
6.75	63.85
6.76	63.92
6.76	63.99
6.77	64.06
6.78	64.13
6.79	64.19
6.79	64.26
6.80	64.33
6.81	64.40
6.82	64.47
6.82	64.53
6.83	64.60
6.84	64.67
6.84	64.74
6.85	64.81
6.86	64.88
6.87	64.94
6.87	65.01
6.88	65.08
6.89	65.15
6.90	65.22
6.90	65.29
6.91	65.36
6.92	65.42
6.93	65.49
6.93	65.56
6.94	65.63
6.95	65.70
6.96	65.77
6.96	65.84
6.97	65.91
6.98	65.97
6.99	66.04
6.99	66.11
7.00	66.18
7.01	66.25
7.02	66.32
7.02	66.39
7.03	66.46
7.04	66.53
7.05	66.60
7.05	66.67
7.06	66.74
7.07	66.81
7.08	66.87
7.08	66.94
7.09	67.01
7.10	67.08
7.11	67.15
7.11	67.22
7.12	67.29
7.13	67.36
7.14	67.43
7.14	67.50
7.15	67.57
7.16	67.64
7.17	67.71
7.17	67.78
7.18	67.85
7.19	67.92
7.20	67.99
7.20	68.06
7.21	68.13
7.22	68.20
7.23	68.27
7.23	68.34
7.24	68.41
7.25	68.48
7.26	68.55
7.27	68.62
7.27	68.69
7.28	68.76
7.29	68.83
7.30	68.90
7.30	68.97
7.31	69.04
7.32	69.12
7.33	69.19
7.33	69.26
7.34	69.33
7.35	69.40
7.36	69.47
7.36	69.54
7.37	69.61
7.38	69.68
7.39	69.75
7.40	69.82
7.40	69.89
7.41	69.97
7.42	70.04
7.43	70.11
7.43	70.18
7.44	70.25
7.45	70.32
7.46	70.39
7.46	70.46
7.47	70.53
7.48	70.61
7.49	70.68
7.50	70.75
