t(c)	theta_c(grad)
0.166	84.484
0.167	84.482
0.168	84.480
0.169	84.478
0.170	84.476
0.171	84.475
0.172	84.473
0.173	84.471
0.174	84.469
0.175	84.467
0.176	84.465
0.177	84.463
0.178	84.461
0.179	84.459
0.180	84.458
0.181	84.456
0.182	84.454
0.183	84.452
0.184	84.450
0.185	84.448
0.186	84.447
0.187	84.445
0.188	84.443
0.189	84.441
0.190	84.440
0.191	84.438
0.192	84.436
0.193	84.434
0.194	84.432
0.195	84.431
0.196	84.429
0.197	84.427
0.198	84.426
0.199	84.424
0.200	84.422
0.201	84.420
0.202	84.419
0.203	84.417
0.204	84.415
0.205	84.414
0.206	84.412
0.207	84.410
0.208	84.409
0.209	84.407
0.210	84.406
0.211	84.404
0.212	84.402
0.213	84.401
0.214	84.399
0.215	84.398
0.216	84.396
0.217	84.394
0.218	84.393
0.219	84.391
0.220	84.390
0.221	84.388
0.222	84.387
0.223	84.385
0.224	84.383
0.225	84.382
0.226	84.380
0.227	84.379
0.228	84.377
0.229	84.376
0.230	84.374
0.231	84.373
0.232	84.371
0.233	84.370
0.234	84.368
0.235	84.367
0.236	84.365
0.237	84.364
0.238	84.362
0.239	84.361
0.240	84.360
0.241	84.358
0.242	84.357
0.243	84.355
0.244	84.354
0.245	84.352
0.246	84.351
0.247	84.350
0.248	84.348
0.249	84.347
0.250	84.345
0.251	84.344
0.252	84.343
0.253	84.341
0.254	84.340
0.255	84.338
0.256	84.337
0.257	84.336
0.258	84.334
0.259	84.333
0.260	84.332
0.261	84.330
0.262	84.329
0.263	84.328
0.264	84.326
0.265	84.325
0.266	84.324
0.267	84.322
0.268	84.321
0.269	84.320
0.270	84.319
0.271	84.317
0.272	84.316
0.273	84.315
0.274	84.313
0.275	84.312
0.276	84.311
0.277	84.310
0.278	84.308
0.279	84.307
0.280	84.306
0.281	84.305
0.282	84.303
0.283	84.302
0.284	84.301
0.285	84.300
0.286	84.298
0.287	84.297
0.288	84.296
0.289	84.295
0.290	84.294
0.291	84.292
0.292	84.291
0.293	84.290
0.294	84.289
0.295	84.288
0.296	84.286
0.297	84.285
0.298	84.284
0.299	84.283
0.300	84.282
0.301	84.281
0.302	84.279
0.303	84.278
0.304	84.277
0.305	84.276
0.306	84.275
0.307	84.274
0.308	84.273
0.309	84.271
0.310	84.270
0.311	84.269
0.312	84.268
0.313	84.267
0.314	84.266
0.315	84.265
0.316	84.264
0.317	84.263
0.318	84.261
0.319	84.260
0.320	84.259
0.321	84.258
0.322	84.257
0.323	84.256
0.324	84.255
0.325	84.254
0.326	84.253
0.327	84.252
0.328	84.251
0.329	84.250
0.330	84.249
0.331	84.248
0.332	84.247
0.333	84.245
0.334	84.244
0.335	84.243
0.336	84.242
0.337	84.241
0.338	84.240
0.339	84.239
0.340	84.238
0.341	84.237
0.342	84.236
0.343	84.235
0.344	84.234
0.345	84.233
0.346	84.232
0.347	84.231
0.348	84.230
0.349	84.229
0.350	84.228
0.351	84.227
0.352	84.226
0.353	84.225
0.354	84.224
0.355	84.223
0.356	84.222
0.357	84.221
0.358	84.220
0.359	84.220
0.360	84.219
0.361	84.218
0.362	84.217
0.363	84.216
0.364	84.215
0.365	84.214
0.366	84.213
0.367	84.212
0.368	84.211
0.369	84.210
0.370	84.209
0.371	84.208
0.372	84.207
0.373	84.206
0.374	84.205
0.375	84.205
0.376	84.204
0.377	84.203
0.378	84.202
0.379	84.201
0.380	84.200
0.381	84.199
0.382	84.198
0.383	84.197
0.384	84.197
0.385	84.196
0.386	84.195
0.387	84.194
0.388	84.193
0.389	84.192
0.390	84.191
0.391	84.190
0.392	84.190
0.393	84.189
0.394	84.188
0.395	84.187
0.396	84.186
0.397	84.185
0.398	84.184
0.399	84.184
0.400	84.183
0.401	84.182
0.402	84.181
0.403	84.180
0.404	84.179
0.405	84.178
0.406	84.178
0.407	84.177
0.408	84.176
0.409	84.175
0.410	84.174
0.411	84.174
0.412	84.173
0.413	84.172
0.414	84.171
0.415	84.170
0.416	84.169
0.417	84.169
0.418	84.168
0.419	84.167
0.420	84.166
0.421	84.165
0.422	84.165
0.423	84.164
0.424	84.163
0.425	84.162
0.426	84.162
0.427	84.161
0.428	84.160
0.429	84.159
0.430	84.158
0.431	84.158
0.432	84.157
0.433	84.156
0.434	84.155
0.435	84.155
0.436	84.154
0.437	84.153
0.438	84.152
0.439	84.152
0.440	84.151
0.441	84.150
0.442	84.149
0.443	84.149
0.444	84.148
0.445	84.147
0.446	84.146
0.447	84.146
0.448	84.145
0.449	84.144
0.450	84.143
0.451	84.143
0.452	84.142
0.453	84.141
0.454	84.140
0.455	84.140
0.456	84.139
0.457	84.138
0.458	84.138
0.459	84.137
0.460	84.136
0.461	84.135
0.462	84.135
0.463	84.134
0.464	84.133
0.465	84.133
0.466	84.132
0.467	84.131
0.468	84.131
0.469	84.130
0.470	84.129
0.471	84.128
0.472	84.128
0.473	84.127
0.474	84.126
0.475	84.126
0.476	84.125
0.477	84.124
0.478	84.124
0.479	84.123
0.480	84.122
0.481	84.122
0.482	84.121
0.483	84.120
0.484	84.120
0.485	84.119
0.486	84.118
0.487	84.118
0.488	84.117
0.489	84.116
0.490	84.116
0.491	84.115
0.492	84.114
0.493	84.114
0.494	84.113
0.495	84.112
0.496	84.112
0.497	84.111
0.498	84.110
0.499	84.110
0.500	84.109
0.501	84.109
0.502	84.108
0.503	84.107
0.504	84.107
0.505	84.106
0.506	84.105
0.507	84.105
0.508	84.104
0.509	84.103
0.510	84.103
0.511	84.102
0.512	84.102
0.513	84.101
0.514	84.100
0.515	84.100
0.516	84.099
0.517	84.099
0.518	84.098
0.519	84.097
0.520	84.097
0.521	84.096
0.522	84.095
0.523	84.095
0.524	84.094
0.525	84.094
0.526	84.093
0.527	84.092
0.528	84.092
0.529	84.091
0.530	84.091
0.531	84.090
0.532	84.089
0.533	84.089
0.534	84.088
0.535	84.088
0.536	84.087
0.537	84.087
0.538	84.086
0.539	84.085
0.540	84.085
0.541	84.084
0.542	84.084
0.543	84.083
0.544	84.083
0.545	84.082
0.546	84.081
0.547	84.081
0.548	84.080
0.549	84.080
0.550	84.079
0.551	84.079
0.552	84.078
0.553	84.077
0.554	84.077
0.555	84.076
0.556	84.076
0.557	84.075
0.558	84.075
0.559	84.074
0.560	84.074
0.561	84.073
0.562	84.072
0.563	84.072
0.564	84.071
0.565	84.071
0.566	84.070
0.567	84.070
0.568	84.069
0.569	84.069
0.570	84.068
0.571	84.068
0.572	84.067
0.573	84.067
0.574	84.066
0.575	84.065
0.576	84.065
0.577	84.064
0.578	84.064
0.579	84.063
0.580	84.063
0.581	84.062
0.582	84.062
0.583	84.061
0.584	84.061
0.585	84.060
0.586	84.060
0.587	84.059
0.588	84.059
0.589	84.058
0.590	84.058
0.591	84.057
0.592	84.057
0.593	84.056
0.594	84.056
0.595	84.055
0.596	84.055
0.597	84.054
0.598	84.054
0.599	84.053
0.600	84.053
0.601	84.052
0.602	84.052
0.603	84.051
0.604	84.051
0.605	84.050
0.606	84.050
0.607	84.049
0.608	84.049
0.609	84.048
0.610	84.048
0.611	84.047
0.612	84.047
0.613	84.046
0.614	84.046
0.615	84.045
0.616	84.045
0.617	84.044
0.618	84.044
0.619	84.043
0.620	84.043
0.621	84.042
0.622	84.042
0.623	84.041
0.624	84.041
0.625	84.040
0.626	84.040
0.627	84.039
0.628	84.039
0.629	84.039
0.630	84.038
0.631	84.038
0.632	84.037
0.633	84.037
0.634	84.036
0.635	84.036
0.636	84.035
0.637	84.035
0.638	84.034
0.639	84.034
0.640	84.033
0.641	84.033
0.642	84.033
0.643	84.032
0.644	84.032
0.645	84.031
0.646	84.031
0.647	84.030
0.648	84.030
0.649	84.029
0.650	84.029
0.651	84.028
0.652	84.028
0.653	84.028
0.654	84.027
0.655	84.027
0.656	84.026
0.657	84.026
0.658	84.025
0.659	84.025
0.660	84.024
0.661	84.024
0.662	84.024
0.663	84.023
0.664	84.023
0.665	84.022
0.666	84.022
0.667	84.021
0.668	84.021
0.669	84.021
0.670	84.020
0.671	84.020
0.672	84.019
0.673	84.019
0.674	84.018
0.675	84.018
0.676	84.018
0.677	84.017
0.678	84.017
0.679	84.016
0.680	84.016
0.681	84.016
0.682	84.015
0.683	84.015
0.684	84.014
0.685	84.014
0.686	84.013
0.687	84.013
0.688	84.013
0.689	84.012
0.690	84.012
0.691	84.011
0.692	84.011
0.693	84.011
0.694	84.010
0.695	84.010
0.696	84.009
0.697	84.009
0.698	84.009
0.699	84.008
0.700	84.008
0.701	84.007
0.702	84.007
0.703	84.007
0.704	84.006
0.705	84.006
0.706	84.005
0.707	84.005
0.708	84.005
0.709	84.004
0.710	84.004
0.711	84.003
0.712	84.003
0.713	84.003
0.714	84.002
0.715	84.002
0.716	84.001
0.717	84.001
0.718	84.001
0.719	84.000
0.720	84.000
0.721	84.000
0.722	83.999
0.723	83.999
0.724	83.998
0.725	83.998
0.726	83.998
0.727	83.997
0.728	83.997
0.729	83.996
0.730	83.996
0.731	83.996
0.732	83.995
0.733	83.995
0.734	83.995
0.735	83.994
0.736	83.994
0.737	83.993
0.738	83.993
0.739	83.993
0.740	83.992
0.741	83.992
0.742	83.992
0.743	83.991
0.744	83.991
0.745	83.991
0.746	83.990
0.747	83.990
0.748	83.989
0.749	83.989
0.750	83.989
0.751	83.988
0.752	83.988
0.753	83.988
0.754	83.987
0.755	83.987
0.756	83.987
0.757	83.986
0.758	83.986
0.759	83.985
0.760	83.985
0.761	83.985
0.762	83.984
0.763	83.984
0.764	83.984
0.765	83.983
0.766	83.983
0.767	83.983
0.768	83.982
0.769	83.982
0.770	83.982
0.771	83.981
0.772	83.981
0.773	83.981
0.774	83.980
0.775	83.980
0.776	83.980
0.777	83.979
0.778	83.979
0.779	83.978
0.780	83.978
0.781	83.978
0.782	83.977
0.783	83.977
0.784	83.977
0.785	83.976
0.786	83.976
0.787	83.976
0.788	83.975
0.789	83.975
0.790	83.975
0.791	83.974
0.792	83.974
0.793	83.974
0.794	83.973
0.795	83.973
0.796	83.973
0.797	83.972
0.798	83.972
0.799	83.972
0.800	83.971
0.801	83.971
0.802	83.971
0.803	83.970
0.804	83.970
0.805	83.970
0.806	83.970
0.807	83.969
0.808	83.969
0.809	83.969
0.810	83.968
0.811	83.968
0.812	83.968
0.813	83.967
0.814	83.967
0.815	83.967
0.816	83.966
0.817	83.966
0.818	83.966
0.819	83.965
0.820	83.965
0.821	83.965
0.822	83.964
0.823	83.964
0.824	83.964
0.825	83.963
0.826	83.963
0.827	83.963
0.828	83.963
0.829	83.962
0.830	83.962
0.831	83.962
0.832	83.961
0.833	83.961
0.834	83.961
0.835	83.960
0.836	83.960
0.837	83.960
0.838	83.959
0.839	83.959
0.840	83.959
0.841	83.959
0.842	83.958
0.843	83.958
0.844	83.958
0.845	83.957
0.846	83.957
0.847	83.957
0.848	83.956
0.849	83.956
0.850	83.956
0.851	83.956
0.852	83.955
0.853	83.955
0.854	83.955
0.855	83.954
0.856	83.954
0.857	83.954
0.858	83.953
0.859	83.953
0.860	83.953
0.861	83.953
0.862	83.952
0.863	83.952
0.864	83.952
0.865	83.951
0.866	83.951
0.867	83.951
0.868	83.951
0.869	83.950
0.870	83.950
0.871	83.950
0.872	83.949
0.873	83.949
0.874	83.949
0.875	83.949
0.876	83.948
0.877	83.948
0.878	83.948
0.879	83.947
0.880	83.947
0.881	83.947
0.882	83.947
0.883	83.946
0.884	83.946
0.885	83.946
0.886	83.945
0.887	83.945
0.888	83.945
0.889	83.945
0.890	83.944
0.891	83.944
0.892	83.944
0.893	83.943
0.894	83.943
0.895	83.943
0.896	83.943
0.897	83.942
0.898	83.942
0.899	83.942
0.900	83.942
0.901	83.941
0.902	83.941
0.903	83.941
0.904	83.940
0.905	83.940
0.906	83.940
0.907	83.940
0.908	83.939
0.909	83.939
0.910	83.939
0.911	83.939
0.912	83.938
0.913	83.938
0.914	83.938
0.915	83.938
0.916	83.937
0.917	83.937
0.918	83.937
0.919	83.936
0.920	83.936
0.921	83.936
0.922	83.936
0.923	83.935
0.924	83.935
0.925	83.935
0.926	83.935
0.927	83.934
0.928	83.934
0.929	83.934
0.930	83.934
0.931	83.933
0.932	83.933
0.933	83.933
0.934	83.933
0.935	83.932
0.936	83.932
0.937	83.932
0.938	83.932
0.939	83.931
0.940	83.931
0.941	83.931
0.942	83.931
0.943	83.930
0.944	83.930
0.945	83.930
0.946	83.930
0.947	83.929
0.948	83.929
0.949	83.929
0.950	83.929
0.951	83.928
0.952	83.928
0.953	83.928
0.954	83.928
0.955	83.927
0.956	83.927
0.957	83.927
0.958	83.927
0.959	83.926
0.960	83.926
0.961	83.926
0.962	83.926
0.963	83.925
0.964	83.925
0.965	83.925
0.966	83.925
0.967	83.924
0.968	83.924
0.969	83.924
0.970	83.924
0.971	83.923
0.972	83.923
0.973	83.923
0.974	83.923
0.975	83.922
0.976	83.922
0.977	83.922
0.978	83.922
0.979	83.921
0.980	83.921
0.981	83.921
0.982	83.921
0.983	83.921
0.984	83.920
0.985	83.920
0.986	83.920
0.987	83.920
0.988	83.919
0.989	83.919
0.990	83.919
0.991	83.919
0.992	83.918
0.993	83.918
0.994	83.918
0.995	83.918
0.996	83.917
0.997	83.917
0.998	83.917
0.999	83.917
1.000	83.917
1.001	83.916
1.002	83.916
1.003	83.916
1.004	83.916
1.005	83.915
1.006	83.915
1.007	83.915
1.008	83.915
1.009	83.915
1.010	83.914
1.011	83.914
1.012	83.914
1.013	83.914
1.014	83.913
1.015	83.913
1.016	83.913
1.017	83.913
1.018	83.912
1.019	83.912
1.020	83.912
1.021	83.912
1.022	83.912
1.023	83.911
1.024	83.911
1.025	83.911
1.026	83.911
1.027	83.911
1.028	83.910
1.029	83.910
1.030	83.910
1.031	83.910
1.032	83.909
1.033	83.909
1.034	83.909
1.035	83.909
1.036	83.909
1.037	83.908
1.038	83.908
1.039	83.908
1.040	83.908
1.041	83.907
1.042	83.907
1.043	83.907
1.044	83.907
1.045	83.907
1.046	83.906
1.047	83.906
1.048	83.906
1.049	83.906
1.050	83.906
1.051	83.905
1.052	83.905
1.053	83.905
1.054	83.905
1.055	83.904
1.056	83.904
1.057	83.904
1.058	83.904
1.059	83.904
1.060	83.903
1.061	83.903
1.062	83.903
1.063	83.903
1.064	83.903
1.065	83.902
1.066	83.902
1.067	83.902
1.068	83.902
1.069	83.902
1.070	83.901
1.071	83.901
1.072	83.901
1.073	83.901
1.074	83.901
1.075	83.900
1.076	83.900
1.077	83.900
1.078	83.900
1.079	83.900
1.080	83.899
1.081	83.899
1.082	83.899
1.083	83.899
1.084	83.899
1.085	83.898
1.086	83.898
1.087	83.898
1.088	83.898
1.089	83.898
1.090	83.897
1.091	83.897
1.092	83.897
1.093	83.897
1.094	83.897
1.095	83.896
1.096	83.896
1.097	83.896
1.098	83.896
1.099	83.896
1.100	83.895
1.101	83.895
1.102	83.895
1.103	83.895
1.104	83.895
1.105	83.894
1.106	83.894
1.107	83.894
1.108	83.894
1.109	83.894
1.110	83.893
1.111	83.893
1.112	83.893
1.113	83.893
1.114	83.893
1.115	83.892
1.116	83.892
1.117	83.892
1.118	83.892
1.119	83.892
1.120	83.892
1.121	83.891
1.122	83.891
1.123	83.891
1.124	83.891
1.125	83.891
1.126	83.890
1.127	83.890
1.128	83.890
1.129	83.890
1.130	83.890
1.131	83.889
1.132	83.889
1.133	83.889
1.134	83.889
1.135	83.889
1.136	83.889
1.137	83.888
1.138	83.888
1.139	83.888
1.140	83.888
1.141	83.888
1.142	83.887
1.143	83.887
1.144	83.887
1.145	83.887
1.146	83.887
1.147	83.887
1.148	83.886
1.149	83.886
1.150	83.886
1.151	83.886
1.152	83.886
1.153	83.885
1.154	83.885
1.155	83.885
1.156	83.885
1.157	83.885
1.158	83.885
1.159	83.884
1.160	83.884
1.161	83.884
1.162	83.884
1.163	83.884
1.164	83.883
1.165	83.883
1.166	83.883
1.167	83.883
1.168	83.883
1.169	83.883
1.170	83.882
1.171	83.882
1.172	83.882
1.173	83.882
1.174	83.882
1.175	83.882
1.176	83.881
1.177	83.881
1.178	83.881
1.179	83.881
1.180	83.881
1.181	83.881
1.182	83.880
1.183	83.880
1.184	83.880
1.185	83.880
1.186	83.880
1.187	83.879
1.188	83.879
1.189	83.879
1.190	83.879
1.191	83.879
1.192	83.879
1.193	83.878
1.194	83.878
1.195	83.878
1.196	83.878
1.197	83.878
1.198	83.878
1.199	83.877
1.200	83.877
1.201	83.877
1.202	83.877
1.203	83.877
1.204	83.877
1.205	83.876
1.206	83.876
1.207	83.876
1.208	83.876
1.209	83.876
1.210	83.876
1.211	83.875
1.212	83.875
1.213	83.875
1.214	83.875
1.215	83.875
1.216	83.875
1.217	83.874
1.218	83.874
1.219	83.874
1.220	83.874
1.221	83.874
1.222	83.874
1.223	83.873
1.224	83.873
1.225	83.873
1.226	83.873
1.227	83.873
1.228	83.873
1.229	83.873
1.230	83.872
1.231	83.872
1.232	83.872
1.233	83.872
1.234	83.872
1.235	83.872
1.236	83.871
1.237	83.871
1.238	83.871
1.239	83.871
1.240	83.871
1.241	83.871
1.242	83.870
1.243	83.870
1.244	83.870
1.245	83.870
1.246	83.870
1.247	83.870
1.248	83.870
1.249	83.869
1.250	83.869
1.251	83.869
1.252	83.869
1.253	83.869
1.254	83.869
1.255	83.868
1.256	83.868
1.257	83.868
1.258	83.868
1.259	83.868
1.260	83.868
1.261	83.867
1.262	83.867
1.263	83.867
1.264	83.867
1.265	83.867
1.266	83.867
1.267	83.867
1.268	83.866
1.269	83.866
1.270	83.866
1.271	83.866
1.272	83.866
1.273	83.866
1.274	83.866
1.275	83.865
1.276	83.865
1.277	83.865
1.278	83.865
1.279	83.865
1.280	83.865
1.281	83.864
1.282	83.864
1.283	83.864
1.284	83.864
1.285	83.864
1.286	83.864
1.287	83.864
1.288	83.863
1.289	83.863
1.290	83.863
1.291	83.863
1.292	83.863
1.293	83.863
1.294	83.863
1.295	83.862
1.296	83.862
1.297	83.862
1.298	83.862
1.299	83.862
1.300	83.862
1.301	83.862
1.302	83.861
1.303	83.861
1.304	83.861
1.305	83.861
1.306	83.861
1.307	83.861
1.308	83.861
1.309	83.860
1.310	83.860
1.311	83.860
1.312	83.860
1.313	83.860
1.314	83.860
1.315	83.860
1.316	83.859
1.317	83.859
1.318	83.859
1.319	83.859
1.320	83.859
1.321	83.859
1.322	83.859
1.323	83.858
1.324	83.858
1.325	83.858
1.326	83.858
1.327	83.858
1.328	83.858
1.329	83.858
1.330	83.857
1.331	83.857
1.332	83.857
1.333	83.857
1.334	83.857
1.335	83.857
1.336	83.857
1.337	83.856
1.338	83.856
1.339	83.856
1.340	83.856
1.341	83.856
1.342	83.856
1.343	83.856
1.344	83.855
1.345	83.855
1.346	83.855
1.347	83.855
1.348	83.855
1.349	83.855
1.350	83.855
1.351	83.855
1.352	83.854
1.353	83.854
1.354	83.854
1.355	83.854
1.356	83.854
1.357	83.854
1.358	83.854
1.359	83.853
1.360	83.853
1.361	83.853
1.362	83.853
1.363	83.853
1.364	83.853
1.365	83.853
1.366	83.853
1.367	83.852
1.368	83.852
1.369	83.852
1.370	83.852
1.371	83.852
1.372	83.852
1.373	83.852
1.374	83.851
1.375	83.851
1.376	83.851
1.377	83.851
1.378	83.851
1.379	83.851
1.380	83.851
1.381	83.851
1.382	83.850
1.383	83.850
1.384	83.850
1.385	83.850
1.386	83.850
1.387	83.850
1.388	83.850
1.389	83.849
1.390	83.849
1.391	83.849
1.392	83.849
1.393	83.849
1.394	83.849
1.395	83.849
1.396	83.849
1.397	83.848
1.398	83.848
1.399	83.848
1.400	83.848
1.401	83.848
1.402	83.848
1.403	83.848
1.404	83.848
1.405	83.847
1.406	83.847
1.407	83.847
1.408	83.847
1.409	83.847
1.410	83.847
1.411	83.847
1.412	83.847
1.413	83.846
1.414	83.846
1.415	83.846
1.416	83.846
1.417	83.846
1.418	83.846
1.419	83.846
1.420	83.846
1.421	83.845
1.422	83.845
1.423	83.845
1.424	83.845
1.425	83.845
1.426	83.845
1.427	83.845
1.428	83.845
1.429	83.844
1.430	83.844
1.431	83.844
1.432	83.844
1.433	83.844
1.434	83.844
1.435	83.844
1.436	83.844
1.437	83.844
1.438	83.843
1.439	83.843
1.440	83.843
1.441	83.843
1.442	83.843
1.443	83.843
1.444	83.843
1.445	83.843
1.446	83.842
1.447	83.842
1.448	83.842
1.449	83.842
1.450	83.842
1.451	83.842
1.452	83.842
1.453	83.842
1.454	83.841
1.455	83.841
1.456	83.841
1.457	83.841
1.458	83.841
1.459	83.841
1.460	83.841
1.461	83.841
1.462	83.841
1.463	83.840
1.464	83.840
1.465	83.840
1.466	83.840
1.467	83.840
1.468	83.840
1.469	83.840
1.470	83.840
1.471	83.840
1.472	83.839
1.473	83.839
1.474	83.839
1.475	83.839
1.476	83.839
1.477	83.839
1.478	83.839
1.479	83.839
1.480	83.838
1.481	83.838
1.482	83.838
1.483	83.838
1.484	83.838
1.485	83.838
1.486	83.838
1.487	83.838
1.488	83.838
1.489	83.837
1.490	83.837
1.491	83.837
1.492	83.837
1.493	83.837
1.494	83.837
1.495	83.837
1.496	83.837
1.497	83.837
1.498	83.836
1.499	83.836
1.500	83.836
1.501	83.836
1.502	83.836
1.503	83.836
1.504	83.836
1.505	83.836
1.506	83.836
1.507	83.835
1.508	83.835
1.509	83.835
1.510	83.835
1.511	83.835
1.512	83.835
1.513	83.835
1.514	83.835
1.515	83.835
1.516	83.834
1.517	83.834
1.518	83.834
1.519	83.834
1.520	83.834
1.521	83.834
1.522	83.834
1.523	83.834
1.524	83.834
1.525	83.833
1.526	83.833
1.527	83.833
1.528	83.833
1.529	83.833
1.530	83.833
1.531	83.833
1.532	83.833
1.533	83.833
1.534	83.833
1.535	83.832
1.536	83.832
1.537	83.832
1.538	83.832
1.539	83.832
1.540	83.832
1.541	83.832
1.542	83.832
1.543	83.832
1.544	83.831
1.545	83.831
1.546	83.831
1.547	83.831
1.548	83.831
1.549	83.831
1.550	83.831
1.551	83.831
1.552	83.831
1.553	83.831
1.554	83.830
1.555	83.830
1.556	83.830
1.557	83.830
1.558	83.830
1.559	83.830
1.560	83.830
1.561	83.830
1.562	83.830
1.563	83.829
1.564	83.829
1.565	83.829
1.566	83.829
1.567	83.829
1.568	83.829
1.569	83.829
1.570	83.829
1.571	83.829
1.572	83.829
1.573	83.828
1.574	83.828
1.575	83.828
1.576	83.828
1.577	83.828
1.578	83.828
1.579	83.828
1.580	83.828
1.581	83.828
1.582	83.828
1.583	83.827
1.584	83.827
1.585	83.827
1.586	83.827
1.587	83.827
1.588	83.827
1.589	83.827
1.590	83.827
1.591	83.827
1.592	83.827
1.593	83.826
1.594	83.826
1.595	83.826
1.596	83.826
1.597	83.826
1.598	83.826
1.599	83.826
1.600	83.826
1.601	83.826
1.602	83.826
1.603	83.825
1.604	83.825
1.605	83.825
1.606	83.825
1.607	83.825
1.608	83.825
1.609	83.825
1.610	83.825
1.611	83.825
1.612	83.825
1.613	83.825
1.614	83.824
1.615	83.824
1.616	83.824
1.617	83.824
1.618	83.824
1.619	83.824
1.620	83.824
1.621	83.824
1.622	83.824
1.623	83.824
1.624	83.823
1.625	83.823
1.626	83.823
1.627	83.823
1.628	83.823
1.629	83.823
1.630	83.823
1.631	83.823
1.632	83.823
1.633	83.823
1.634	83.823
1.635	83.822
1.636	83.822
1.637	83.822
1.638	83.822
1.639	83.822
1.640	83.822
1.641	83.822
1.642	83.822
1.643	83.822
1.644	83.822
1.645	83.822
1.646	83.821
1.647	83.821
1.648	83.821
1.649	83.821
1.650	83.821
1.651	83.821
1.652	83.821
1.653	83.821
1.654	83.821
1.655	83.821
1.656	83.820
1.657	83.820
1.658	83.820
1.659	83.820
1.660	83.820
1.661	83.820
1.662	83.820
1.663	83.820
1.664	83.820
1.665	83.820
1.666	83.820
1.667	83.819
1.668	83.819
1.669	83.819
1.670	83.819
1.671	83.819
1.672	83.819
1.673	83.819
1.674	83.819
1.675	83.819
1.676	83.819
1.677	83.819
1.678	83.819
1.679	83.818
1.680	83.818
1.681	83.818
1.682	83.818
1.683	83.818
1.684	83.818
1.685	83.818
1.686	83.818
1.687	83.818
1.688	83.818
1.689	83.818
1.690	83.817
1.691	83.817
1.692	83.817
1.693	83.817
1.694	83.817
1.695	83.817
1.696	83.817
1.697	83.817
1.698	83.817
1.699	83.817
1.700	83.817
1.701	83.816
1.702	83.816
1.703	83.816
1.704	83.816
1.705	83.816
1.706	83.816
1.707	83.816
1.708	83.816
1.709	83.816
1.710	83.816
1.711	83.816
1.712	83.816
1.713	83.815
1.714	83.815
1.715	83.815
1.716	83.815
1.717	83.815
1.718	83.815
1.719	83.815
1.720	83.815
1.721	83.815
1.722	83.815
1.723	83.815
1.724	83.815
1.725	83.814
1.726	83.814
1.727	83.814
1.728	83.814
1.729	83.814
1.730	83.814
1.731	83.814
1.732	83.814
1.733	83.814
1.734	83.814
1.735	83.814
1.736	83.814
1.737	83.813
1.738	83.813
1.739	83.813
1.740	83.813
1.741	83.813
1.742	83.813
1.743	83.813
1.744	83.813
1.745	83.813
