t(c)	y(m)
0.000	0.00
0.100	1.00
0.200	2.34
0.300	4.03
0.400	6.06
0.500	8.45
0.600	11.18
0.700	14.27
0.800	17.70
0.900	21.49
1.000	25.63
1.100	30.12
1.200	34.96
1.300	40.15
1.400	45.70
1.500	51.61
1.600	57.87
1.700	64.49
1.800	71.46
1.900	78.79
2.000	86.48
2.100	94.52
2.200	102.93
2.300	111.69
2.400	120.82
2.500	130.30
2.600	140.15
2.700	150.35
2.800	160.92
2.900	171.85
3.000	183.15
3.100	194.81
3.200	206.83
3.300	219.22
3.400	231.97
3.500	245.09
3.600	258.57
3.700	272.42
3.800	286.63
3.900	301.22
4.000	316.17
4.100	331.49
4.200	347.18
4.300	363.23
4.400	379.66
4.500	396.45
4.600	413.62
4.700	431.15
4.800	449.06
4.900	467.34
5.000	485.99
5.100	505.01
5.200	524.40
5.300	544.17
5.400	564.30
5.500	584.81
5.600	605.68
5.700	626.93
5.800	648.55
5.900	670.53
6.000	692.89
6.100	715.61
6.200	738.70
6.300	762.16
6.400	785.98
6.500	810.17
6.600	834.73
6.700	859.64
6.800	884.92
6.900	910.57
7.000	936.57
7.100	962.94
7.200	989.66
7.300	1016.74
7.400	1044.17
7.500	1071.96
7.600	1100.11
7.700	1128.60
7.800	1157.44
7.900	1186.63
8.000	1216.16
8.100	1246.04
8.200	1276.25
8.300	1306.81
8.400	1337.69
8.500	1368.92
8.600	1400.47
8.700	1432.35
8.800	1464.56
8.900	1497.09
9.000	1529.94
9.100	1563.11
9.200	1596.60
9.300	1630.40
9.400	1664.51
9.500	1698.94
9.600	1733.68
9.700	1768.72
9.800	1804.08
9.900	1839.74
10.000	1875.70
10.100	1911.97
10.200	1948.54
10.300	1985.42
10.400	2022.59
10.500	2060.07
10.600	2097.84
10.700	2135.92
10.800	2174.30
10.900	2212.98
11.000	2251.95
11.100	2291.23
11.200	2330.81
11.300	2370.68
11.400	2410.86
11.500	2451.33
11.600	2492.10
11.700	2533.18
11.800	2574.54
11.900	2616.21
12.000	2658.17
12.100	2700.43
12.200	2742.99
12.300	2785.85
12.400	2829.00
12.500	2872.44
12.600	2916.19
12.700	2960.22
12.800	3004.56
12.900	3049.18
13.000	3094.10
13.100	3139.32
13.200	3184.82
13.300	3230.62
13.400	3276.71
13.500	3323.09
13.600	3369.76
13.700	3416.73
13.800	3463.99
13.900	3511.54
14.000	3559.38
14.100	3607.51
14.200	3655.94
14.300	3704.65
14.400	3753.66
14.500	3802.96
14.600	3852.55
14.700	3902.44
14.800	3952.62
14.900	4003.09
15.000	4053.85
15.100	4104.91
15.200	4156.26
15.300	4207.90
15.400	4259.84
15.500	4312.07
15.600	4364.59
15.700	4417.41
15.800	4470.53
15.900	4523.94
16.000	4577.65
16.100	4631.65
16.200	4685.95
16.300	4740.55
16.400	4795.44
16.500	4850.64
16.600	4906.13
16.700	4961.92
16.800	5018.02
16.900	5074.41
17.000	5131.10
17.100	5188.10
17.200	5245.40
17.300	5303.00
17.400	5360.91
17.500	5419.12
17.600	5477.64
17.700	5536.47
17.800	5595.60
17.900	5655.04
18.000	5714.79
18.100	5774.85
18.200	5835.22
18.300	5895.90
18.400	5956.89
18.500	6018.20
18.600	6079.82
18.700	6141.76
18.800	6204.02
18.900	6266.60
19.000	6329.49
19.100	6392.71
19.200	6456.24
19.300	6520.10
19.400	6584.29
19.500	6648.79
19.600	6713.63
19.700	6778.78
19.800	6844.27
19.900	6910.09
20.000	6976.23
20.100	7042.71
20.200	7109.52
20.300	7176.66
20.400	7244.13
20.500	7311.95
20.600	7380.10
20.700	7448.58
20.800	7517.41
20.900	7586.58
21.000	7656.09
21.100	7725.95
21.200	7796.15
21.300	7866.70
21.400	7937.60
21.500	8008.85
21.600	8080.45
21.700	8152.40
21.800	8224.71
21.900	8297.38
22.000	8370.40
22.100	8443.79
22.200	8517.53
22.300	8591.64
22.400	8666.12
22.500	8740.96
22.600	8816.17
22.700	8891.76
22.800	8967.71
22.900	9044.05
23.000	9120.76
23.100	9197.85
23.200	9275.32
23.300	9353.17
23.400	9431.41
23.500	9510.03
23.600	9589.05
23.700	9668.46
23.800	9748.26
23.900	9828.45
24.000	9909.04
24.100	9990.03
24.200	10071.41
24.300	10153.20
24.400	10235.39
24.500	10317.98
24.600	10400.98
24.700	10484.39
24.800	10568.21
24.900	10652.44
25.000	10737.09
25.100	10822.15
25.200	10907.62
25.300	10993.52
25.400	11079.84
25.500	11166.59
25.600	11253.76
25.700	11341.36
25.800	11429.40
25.900	11517.87
26.000	11606.78
26.100	11696.13
26.200	11785.92
26.300	11876.16
26.400	11966.85
26.500	12057.99
26.600	12149.59
26.700	12241.64
26.800	12334.15
26.900	12427.13
27.000	12520.57
27.100	12614.49
27.200	12708.87
27.300	12803.73
27.400	12899.07
27.500	12994.89
27.600	13091.20
27.700	13187.99
27.800	13285.27
27.900	13383.05
28.000	13481.32
28.100	13580.10
28.200	13679.38
28.300	13779.16
28.400	13879.46
28.500	13980.26
28.600	14081.59
28.700	14183.43
28.800	14285.80
28.900	14388.69
29.000	14492.10
29.100	14596.05
29.200	14700.54
29.300	14805.56
29.400	14911.12
29.500	15017.23
29.600	15123.89
29.700	15231.09
29.800	15338.85
29.900	15447.17
30.000	15556.05
