t(c)	V(m/s)
5.130	196.339
5.140	196.713
5.150	197.086
5.160	197.460
5.170	197.833
5.180	198.206
5.190	198.580
5.200	198.953
5.210	199.326
5.220	199.700
5.230	200.073
5.240	200.446
5.250	200.819
5.260	201.193
5.270	201.566
5.280	201.939
5.290	202.312
5.300	202.685
5.310	203.058
5.320	203.431
5.330	203.804
5.340	204.177
5.350	204.550
5.360	204.923
5.370	205.295
5.380	205.668
5.390	206.041
5.400	206.414
5.410	206.786
5.420	207.159
5.430	207.532
5.440	207.904
5.450	208.277
5.460	208.649
5.470	209.022
5.480	209.394
5.490	209.767
5.500	210.139
5.510	210.512
5.520	210.884
5.530	211.256
5.540	211.628
5.550	212.000
5.560	212.373
5.570	212.745
5.580	213.117
5.590	213.489
5.600	213.861
5.610	214.233
5.620	214.604
5.630	214.976
5.640	215.348
5.650	215.720
5.660	216.091
5.670	216.463
5.680	216.835
5.690	217.206
5.700	217.578
5.710	217.949
5.720	218.321
5.730	218.692
5.740	219.063
5.750	219.434
5.760	219.806
5.770	220.177
5.780	220.548
5.790	220.919
5.800	221.290
5.810	221.661
5.820	222.032
5.830	222.403
5.840	222.773
5.850	223.144
5.860	223.515
5.870	223.885
5.880	224.256
5.890	224.626
5.900	224.997
5.910	225.367
5.920	225.737
5.930	226.108
5.940	226.478
5.950	226.848
5.960	227.218
5.970	227.588
5.980	227.958
5.990	228.328
6.000	228.698
6.010	229.067
6.020	229.437
6.030	229.807
6.040	230.176
6.050	230.546
6.060	230.915
6.070	231.284
6.080	231.654
6.090	232.023
6.100	232.392
6.110	232.761
6.120	233.130
6.130	233.499
6.140	233.868
6.150	234.237
6.160	234.605
6.170	234.974
6.180	235.343
6.190	235.711
6.200	236.080
6.210	236.448
6.220	236.816
6.230	237.185
6.240	237.553
6.250	237.921
6.260	238.289
6.270	238.657
6.280	239.024
6.290	239.392
6.300	239.760
6.310	240.128
6.320	240.495
6.330	240.862
6.340	241.230
6.350	241.597
6.360	241.964
6.370	242.331
6.380	242.698
6.390	243.065
6.400	243.432
6.410	243.799
6.420	244.166
6.430	244.532
6.440	244.899
6.450	245.265
6.460	245.632
6.470	245.998
6.480	246.364
6.490	246.730
6.500	247.096
6.510	247.462
6.520	247.828
6.530	248.194
6.540	248.559
6.550	248.925
6.560	249.290
6.570	249.656
6.580	250.021
6.590	250.386
6.600	250.751
6.610	251.116
6.620	251.481
6.630	251.846
6.640	252.211
6.650	252.575
6.660	252.940
6.670	253.304
6.680	253.668
6.690	254.033
6.700	254.397
6.710	254.761
6.720	255.125
6.730	255.489
6.740	255.852
6.750	256.216
6.760	256.579
6.770	256.943
6.780	257.306
6.790	257.669
6.800	258.032
6.810	258.395
6.820	258.758
6.830	259.121
6.840	259.484
6.850	259.846
6.860	260.209
6.870	260.571
6.880	260.933
6.890	261.296
6.900	261.658
6.910	262.020
6.920	262.381
6.930	262.743
6.940	263.105
6.950	263.466
6.960	263.828
6.970	264.189
6.980	264.550
6.990	264.911
7.000	265.272
7.010	265.633
7.020	265.993
7.030	266.354
7.040	266.714
7.050	267.075
7.060	267.435
7.070	267.795
7.080	268.155
7.090	268.515
7.100	268.875
7.110	269.234
7.120	269.594
7.130	269.953
7.140	270.312
7.150	270.671
7.160	271.030
7.170	271.389
7.180	271.747
7.190	272.105
7.200	272.463
7.210	272.821
7.220	273.179
7.230	273.537
7.240	273.894
7.250	274.251
7.260	274.608
7.270	274.965
7.280	275.322
7.290	275.679
7.300	276.035
7.310	276.391
7.320	276.747
7.330	277.103
7.340	277.459
7.350	277.814
7.360	278.169
7.370	278.524
7.380	278.879
7.390	279.234
7.400	279.589
7.410	279.943
7.420	280.297
7.430	280.651
7.440	281.005
7.450	281.359
7.460	281.712
7.470	282.065
7.480	282.418
7.490	282.771
7.500	283.124
7.510	283.476
7.520	283.828
7.530	284.180
7.540	284.532
7.550	284.884
7.560	285.235
7.570	285.587
7.580	285.938
7.590	286.289
7.600	286.639
7.610	286.990
7.620	287.340
7.630	287.690
7.640	288.040
7.650	288.390
7.660	288.739
7.670	289.089
7.680	289.438
7.690	289.787
7.700	290.135
7.710	290.484
7.720	290.832
7.730	291.180
7.740	291.528
7.750	291.875
7.760	292.223
7.770	292.570
7.780	292.917
7.790	293.264
7.800	293.610
7.810	293.957
7.820	294.303
7.830	294.649
7.840	294.994
7.850	295.340
7.860	295.685
7.870	296.030
7.880	296.375
7.890	296.720
7.900	297.064
7.910	297.408
7.920	297.752
7.930	298.096
7.940	298.440
7.950	298.783
7.960	299.126
7.970	299.469
7.980	299.812
7.990	300.154
8.000	300.496
8.010	300.838
8.020	301.180
8.030	301.522
8.040	301.863
8.050	302.204
8.060	302.545
8.070	302.885
8.080	303.226
8.090	303.566
8.100	303.906
8.110	304.246
8.120	304.585
8.130	304.925
8.140	305.264
8.150	305.603
8.160	305.941
8.170	306.280
8.180	306.618
8.190	306.956
8.200	307.294
8.210	307.631
8.220	307.968
8.230	308.306
8.240	308.642
8.250	308.979
8.260	309.315
8.270	309.652
8.280	309.988
8.290	310.323
8.300	310.659
8.310	310.994
8.320	311.329
8.330	311.664
8.340	311.998
8.350	312.333
8.360	312.667
8.370	313.001
8.380	313.334
8.390	313.668
8.400	314.001
8.410	314.334
8.420	314.666
8.430	314.999
8.440	315.331
8.450	315.663
8.460	315.995
8.470	316.326
8.480	316.657
8.490	316.988
8.500	317.319
8.510	317.650
8.520	317.980
8.530	318.310
8.540	318.640
8.550	318.969
8.560	319.299
8.570	319.628
8.580	319.957
8.590	320.285
8.600	320.614
8.610	320.942
8.620	321.270
8.630	321.597
8.640	321.924
8.650	322.252
8.660	322.578
8.670	322.905
8.680	323.231
8.690	323.558
8.700	323.883
8.710	324.209
8.720	324.534
8.730	324.859
8.740	325.184
8.750	325.509
8.760	325.833
8.770	326.157
8.780	326.481
8.790	326.805
8.800	327.128
8.810	327.451
8.820	327.774
8.830	328.097
8.840	328.419
8.850	328.741
8.860	329.063
8.870	329.384
8.880	329.706
8.890	330.027
8.900	330.347
8.910	330.668
8.920	330.988
8.930	331.308
8.940	331.628
8.950	331.947
8.960	332.267
8.970	332.586
8.980	332.904
8.990	333.223
9.000	333.541
9.010	333.859
9.020	334.176
9.030	334.494
9.040	334.811
9.050	335.128
9.060	335.445
9.070	335.762
9.080	336.079
9.090	336.395
9.100	336.712
9.110	337.028
9.120	337.344
9.130	337.660
9.140	337.976
9.150	338.292
9.160	338.608
9.170	338.923
9.180	339.239
9.190	339.554
9.200	339.869
9.210	340.184
9.220	340.499
9.230	340.814
9.240	341.129
9.250	341.443
9.260	341.757
9.270	342.072
9.280	342.386
9.290	342.700
9.300	343.013
9.310	343.327
9.320	343.641
9.330	343.954
9.340	344.267
9.350	344.581
9.360	344.894
9.370	345.206
9.380	345.519
9.390	345.832
9.400	346.144
9.410	346.457
9.420	346.769
9.430	347.081
9.440	347.393
9.450	347.705
9.460	348.016
9.470	348.328
9.480	348.639
9.490	348.950
9.500	349.262
9.510	349.573
9.520	349.883
9.530	350.194
9.540	350.505
9.550	350.815
9.560	351.125
9.570	351.436
9.580	351.746
9.590	352.055
9.600	352.365
9.610	352.675
9.620	352.984
9.630	353.294
9.640	353.603
9.650	353.912
9.660	354.221
9.670	354.530
9.680	354.838
9.690	355.147
9.700	355.455
9.710	355.764
9.720	356.072
9.730	356.380
9.740	356.688
9.750	356.996
9.760	357.304
9.770	357.611
9.780	357.919
9.790	358.226
9.800	358.533
9.810	358.840
9.820	359.147
9.830	359.454
9.840	359.761
9.850	360.067
9.860	360.374
9.870	360.680
9.880	360.986
9.890	361.292
9.900	361.598
9.910	361.904
9.920	362.209
9.930	362.515
9.940	362.820
9.950	363.126
9.960	363.431
9.970	363.736
9.980	364.041
9.990	364.346
10.000	364.650
10.010	364.955
10.020	365.259
10.030	365.563
10.040	365.868
10.050	366.172
10.060	366.476
10.070	366.779
10.080	367.083
10.090	367.387
10.100	367.691
10.110	367.995
10.120	368.298
10.130	368.602
10.140	368.906
10.150	369.209
10.160	369.513
10.170	369.817
10.180	370.120
10.190	370.424
10.200	370.727
10.210	371.030
10.220	371.334
10.230	371.637
10.240	371.941
10.250	372.244
10.260	372.547
10.270	372.850
10.280	373.154
10.290	373.457
10.300	373.760
10.310	374.063
10.320	374.366
10.330	374.669
10.340	374.972
10.350	375.275
10.360	375.578
10.370	375.881
10.380	376.184
10.390	376.487
10.400	376.790
10.410	377.093
10.420	377.396
10.430	377.698
10.440	378.001
10.450	378.304
10.460	378.606
10.470	378.909
10.480	379.212
10.490	379.514
10.500	379.817
10.510	380.120
10.520	380.422
10.530	380.725
10.540	381.027
10.550	381.329
10.560	381.632
10.570	381.934
10.580	382.237
10.590	382.539
10.600	382.841
10.610	383.144
10.620	383.446
10.630	383.748
10.640	384.050
10.650	384.353
10.660	384.655
10.670	384.957
10.680	385.259
10.690	385.561
10.700	385.863
10.710	386.165
10.720	386.467
10.730	386.769
10.740	387.071
10.750	387.373
10.760	387.675
10.770	387.977
10.780	388.279
10.790	388.581
10.800	388.883
10.810	389.185
10.820	389.486
10.830	389.788
10.840	390.090
10.850	390.392
10.860	390.694
10.870	390.995
10.880	391.297
10.890	391.599
10.900	391.900
10.910	392.202
10.920	392.503
10.930	392.805
10.940	393.107
10.950	393.408
10.960	393.710
10.970	394.011
10.980	394.313
10.990	394.614
11.000	394.916
11.010	395.217
11.020	395.519
11.030	395.820
11.040	396.121
11.050	396.423
11.060	396.724
11.070	397.026
11.080	397.327
11.090	397.628
11.100	397.929
11.110	398.231
11.120	398.532
11.130	398.833
11.140	399.134
11.150	399.435
11.160	399.737
11.170	400.038
11.180	400.339
11.190	400.640
11.200	400.941
11.210	401.242
11.220	401.543
11.230	401.843
11.240	402.144
11.250	402.445
11.260	402.746
11.270	403.047
11.280	403.347
11.290	403.648
11.300	403.949
11.310	404.249
11.320	404.550
11.330	404.851
11.340	405.151
11.350	405.452
11.360	405.752
11.370	406.053
11.380	406.353
11.390	406.654
11.400	406.954
11.410	407.254
11.420	407.555
11.430	407.855
11.440	408.155
11.450	408.456
11.460	408.756
11.470	409.056
11.480	409.356
11.490	409.656
11.500	409.956
11.510	410.257
11.520	410.557
11.530	410.857
11.540	411.157
11.550	411.457
11.560	411.757
11.570	412.057
11.580	412.357
11.590	412.656
11.600	412.956
11.610	413.256
11.620	413.556
11.630	413.856
11.640	414.156
11.650	414.455
11.660	414.755
11.670	415.055
11.680	415.355
11.690	415.654
11.700	415.954
11.710	416.253
11.720	416.553
11.730	416.853
11.740	417.152
11.750	417.452
11.760	417.751
11.770	418.051
11.780	418.350
11.790	418.650
11.800	418.949
11.810	419.249
11.820	419.548
11.830	419.847
11.840	420.147
11.850	420.446
11.860	420.745
11.870	421.045
11.880	421.344
11.890	421.643
11.900	421.942
11.910	422.242
11.920	422.541
11.930	422.840
11.940	423.139
11.950	423.438
11.960	423.737
11.970	424.037
11.980	424.336
11.990	424.635
12.000	424.934
12.010	425.233
12.020	425.532
12.030	425.831
12.040	426.130
12.050	426.429
12.060	426.728
12.070	427.027
12.080	427.326
12.090	427.625
12.100	427.923
12.110	428.222
12.120	428.521
12.130	428.820
12.140	429.119
12.150	429.418
12.160	429.716
12.170	430.015
12.180	430.313
12.190	430.612
12.200	430.910
12.210	431.209
12.220	431.507
12.230	431.805
12.240	432.104
12.250	432.402
12.260	432.700
12.270	432.998
12.280	433.296
12.290	433.594
12.300	433.892
12.310	434.190
12.320	434.488
12.330	434.786
12.340	435.084
12.350	435.381
12.360	435.679
12.370	435.977
12.380	436.274
12.390	436.572
12.400	436.869
12.410	437.166
12.420	437.464
12.430	437.761
12.440	438.058
12.450	438.356
12.460	438.653
12.470	438.950
12.480	439.247
12.490	439.544
12.500	439.841
12.510	440.138
12.520	440.435
12.530	440.732
12.540	441.028
12.550	441.325
12.560	441.622
12.570	441.918
12.580	442.215
12.590	442.511
12.600	442.808
12.610	443.104
12.620	443.401
12.630	443.697
12.640	443.993
12.650	444.290
12.660	444.586
12.670	444.882
12.680	445.178
12.690	445.474
12.700	445.770
12.710	446.066
12.720	446.362
12.730	446.658
12.740	446.954
12.750	447.250
12.760	447.546
12.770	447.841
12.780	448.137
12.790	448.433
12.800	448.728
12.810	449.024
12.820	449.319
12.830	449.615
12.840	449.910
12.850	450.205
12.860	450.501
12.870	450.796
12.880	451.091
12.890	451.386
12.900	451.681
12.910	451.977
12.920	452.272
12.930	452.567
12.940	452.862
12.950	453.156
12.960	453.451
12.970	453.746
12.980	454.041
12.990	454.336
13.000	454.630
13.010	454.925
13.020	455.220
13.030	455.514
13.040	455.809
13.050	456.103
13.060	456.398
13.070	456.692
13.080	456.987
13.090	457.281
13.100	457.575
13.110	457.870
13.120	458.164
13.130	458.458
13.140	458.752
13.150	459.046
13.160	459.340
13.170	459.634
13.180	459.928
13.190	460.223
13.200	460.517
13.210	460.811
13.220	461.105
13.230	461.399
13.240	461.693
13.250	461.987
13.260	462.281
13.270	462.575
13.280	462.869
13.290	463.163
13.300	463.456
13.310	463.750
13.320	464.044
13.330	464.338
13.340	464.632
13.350	464.926
13.360	465.220
13.370	465.514
13.380	465.808
13.390	466.102
13.400	466.395
13.410	466.689
13.420	466.983
13.430	467.277
13.440	467.571
13.450	467.865
13.460	468.159
13.470	468.452
13.480	468.746
13.490	469.040
13.500	469.334
13.510	469.628
13.520	469.921
13.530	470.215
13.540	470.509
13.550	470.803
13.560	471.097
13.570	471.390
13.580	471.684
13.590	471.978
13.600	472.272
13.610	472.566
13.620	472.859
13.630	473.153
13.640	473.447
13.650	473.741
13.660	474.034
13.670	474.328
13.680	474.622
13.690	474.916
13.700	475.209
13.710	475.503
13.720	475.797
13.730	476.091
13.740	476.384
13.750	476.678
13.760	476.972
13.770	477.266
13.780	477.559
13.790	477.853
13.800	478.147
13.810	478.441
13.820	478.734
13.830	479.028
13.840	479.322
13.850	479.616
13.860	479.909
13.870	480.203
13.880	480.497
13.890	480.791
13.900	481.085
13.910	481.378
13.920	481.672
13.930	481.966
13.940	482.260
13.950	482.553
13.960	482.847
13.970	483.141
13.980	483.435
13.990	483.729
14.000	484.022
14.010	484.316
14.020	484.610
14.030	484.904
14.040	485.198
14.050	485.492
14.060	485.785
14.070	486.079
14.080	486.373
14.090	486.667
14.100	486.961
14.110	487.255
14.120	487.549
14.130	487.842
14.140	488.136
14.150	488.430
14.160	488.724
14.170	489.018
14.180	489.312
14.190	489.606
14.200	489.900
14.210	490.194
14.220	490.488
14.230	490.782
14.240	491.076
14.250	491.370
14.260	491.664
14.270	491.958
14.280	492.252
14.290	492.546
14.300	492.840
14.310	493.134
14.320	493.428
14.330	493.722
14.340	494.016
14.350	494.310
14.360	494.604
14.370	494.898
14.380	495.193
14.390	495.487
14.400	495.781
14.410	496.075
14.420	496.369
14.430	496.663
14.440	496.958
14.450	497.252
14.460	497.546
14.470	497.840
14.480	498.135
14.490	498.429
14.500	498.723
14.510	499.018
14.520	499.312
14.530	499.606
14.540	499.901
14.550	500.195
14.560	500.489
14.570	500.784
14.580	501.078
14.590	501.373
14.600	501.667
14.610	501.961
14.620	502.256
14.630	502.550
14.640	502.845
14.650	503.140
14.660	503.434
14.670	503.729
14.680	504.023
14.690	504.318
14.700	504.613
14.710	504.907
14.720	505.202
14.730	505.497
14.740	505.791
14.750	506.086
14.760	506.381
14.770	506.675
14.780	506.970
14.790	507.265
14.800	507.560
14.810	507.855
14.820	508.150
14.830	508.445
14.840	508.739
14.850	509.034
14.860	509.329
14.870	509.624
14.880	509.919
14.890	510.214
14.900	510.509
14.910	510.804
14.920	511.100
14.930	511.395
14.940	511.690
14.950	511.985
14.960	512.280
14.970	512.575
14.980	512.871
14.990	513.166
15.000	513.461
15.010	513.756
15.020	514.052
15.030	514.347
15.040	514.643
15.050	514.938
15.060	515.233
15.070	515.529
15.080	515.824
15.090	516.120
15.100	516.415
15.110	516.711
15.120	517.007
15.130	517.302
15.140	517.598
15.150	517.894
15.160	518.189
15.170	518.485
15.180	518.781
15.190	519.077
15.200	519.373
15.210	519.668
15.220	519.964
15.230	520.260
15.240	520.556
15.250	520.852
15.260	521.148
15.270	521.444
15.280	521.740
15.290	522.036
15.300	522.333
15.310	522.629
15.320	522.925
15.330	523.221
15.340	523.517
15.350	523.814
15.360	524.110
15.370	524.406
15.380	524.703
15.390	524.999
15.400	525.296
15.410	525.592
15.420	525.889
15.430	526.185
15.440	526.482
15.450	526.778
15.460	527.075
15.470	527.372
15.480	527.669
15.490	527.965
15.500	528.262
15.510	528.559
15.520	528.856
15.530	529.153
15.540	529.450
15.550	529.747
15.560	530.044
15.570	530.341
15.580	530.638
15.590	530.935
15.600	531.232
15.610	531.530
15.620	531.827
15.630	532.124
15.640	532.421
15.650	532.719
15.660	533.016
15.670	533.314
15.680	533.611
15.690	533.909
15.700	534.206
15.710	534.504
15.720	534.802
15.730	535.099
15.740	535.397
15.750	535.695
15.760	535.993
15.770	536.290
15.780	536.588
15.790	536.886
15.800	537.184
15.810	537.482
15.820	537.780
15.830	538.078
15.840	538.377
15.850	538.675
15.860	538.973
15.870	539.271
15.880	539.570
15.890	539.868
15.900	540.166
15.910	540.465
15.920	540.763
15.930	541.062
15.940	541.361
15.950	541.659
15.960	541.958
15.970	542.257
15.980	542.556
15.990	542.854
16.000	543.153
16.010	543.452
16.020	543.751
16.030	544.050
16.040	544.349
16.050	544.648
16.060	544.948
16.070	545.247
16.080	545.546
16.090	545.845
16.100	546.145
16.110	546.444
16.120	546.744
16.130	547.043
16.140	547.343
16.150	547.642
16.160	547.942
16.170	548.242
16.180	548.541
16.190	548.841
16.200	549.141
16.210	549.441
16.220	549.741
16.230	550.041
16.240	550.341
16.250	550.641
16.260	550.941
16.270	551.242
16.280	551.542
16.290	551.842
16.300	552.143
16.310	552.443
16.320	552.744
16.330	553.044
16.340	553.345
16.350	553.645
16.360	553.946
16.370	554.247
16.380	554.548
16.390	554.849
16.400	555.150
16.410	555.451
16.420	555.752
16.430	556.053
16.440	556.354
16.450	556.655
16.460	556.956
16.470	557.258
16.480	557.559
16.490	557.861
16.500	558.162
16.510	558.464
16.520	558.765
16.530	559.067
16.540	559.369
16.550	559.671
16.560	559.973
16.570	560.274
16.580	560.576
16.590	560.879
16.600	561.181
16.610	561.483
16.620	561.785
16.630	562.087
16.640	562.390
16.650	562.692
16.660	562.995
16.670	563.297
16.680	563.600
16.690	563.902
16.700	564.205
16.710	564.508
16.720	564.811
16.730	565.114
16.740	565.417
16.750	565.720
16.760	566.023
16.770	566.326
16.780	566.629
16.790	566.933
16.800	567.236
16.810	567.540
16.820	567.843
16.830	568.147
16.840	568.450
16.850	568.754
16.860	569.058
16.870	569.362
16.880	569.666
16.890	569.970
16.900	570.274
16.910	570.578
16.920	570.882
16.930	571.186
16.940	571.490
16.950	571.795
16.960	572.099
16.970	572.404
16.980	572.708
16.990	573.013
17.000	573.318
17.010	573.623
17.020	573.928
17.030	574.233
17.040	574.538
17.050	574.843
17.060	575.148
17.070	575.453
17.080	575.758
17.090	576.064
17.100	576.369
17.110	576.675
17.120	576.980
17.130	577.286
17.140	577.592
17.150	577.898
17.160	578.204
17.170	578.510
17.180	578.816
17.190	579.122
17.200	579.428
17.210	579.734
17.220	580.041
17.230	580.347
17.240	580.654
17.250	580.960
17.260	581.267
17.270	581.574
17.280	581.880
17.290	582.187
17.300	582.494
17.310	582.801
17.320	583.108
17.330	583.416
17.340	583.723
17.350	584.030
17.360	584.338
17.370	584.645
17.380	584.953
17.390	585.261
17.400	585.568
17.410	585.876
17.420	586.184
17.430	586.492
17.440	586.800
17.450	587.108
17.460	587.417
