t(c)	y(m)
11.930	2606.16
11.940	2610.27
11.950	2614.39
11.960	2618.51
11.970	2622.63
11.980	2626.75
11.990	2630.88
12.000	2635.01
12.010	2639.14
12.020	2643.28
12.030	2647.42
12.040	2651.56
12.050	2655.70
12.060	2659.85
12.070	2664.00
12.080	2668.15
12.090	2672.31
12.100	2676.47
12.110	2680.63
12.120	2684.79
12.130	2688.96
12.140	2693.13
12.150	2697.30
12.160	2701.48
12.170	2705.66
12.180	2709.84
12.190	2714.02
12.200	2718.21
12.210	2722.40
12.220	2726.59
12.230	2730.79
12.240	2734.99
12.250	2739.19
12.260	2743.39
12.270	2747.60
12.280	2751.81
12.290	2756.02
12.300	2760.24
12.310	2764.46
12.320	2768.68
12.330	2772.90
12.340	2777.13
12.350	2781.36
12.360	2785.59
12.370	2789.83
12.380	2794.07
12.390	2798.31
12.400	2802.55
12.410	2806.80
12.420	2811.05
12.430	2815.30
12.440	2819.55
12.450	2823.81
12.460	2828.07
12.470	2832.34
12.480	2836.60
12.490	2840.87
12.500	2845.15
12.510	2849.42
12.520	2853.70
12.530	2857.98
12.540	2862.26
12.550	2866.55
12.560	2870.84
12.570	2875.13
12.580	2879.42
12.590	2883.72
12.600	2888.02
12.610	2892.33
12.620	2896.63
12.630	2900.94
12.640	2905.25
12.650	2909.57
12.660	2913.89
12.670	2918.21
12.680	2922.53
12.690	2926.85
12.700	2931.18
12.710	2935.51
12.720	2939.85
12.730	2944.19
12.740	2948.53
12.750	2952.87
12.760	2957.21
12.770	2961.56
12.780	2965.91
12.790	2970.27
12.800	2974.62
12.810	2978.98
12.820	2983.35
12.830	2987.71
12.840	2992.08
12.850	2996.45
12.860	3000.82
12.870	3005.20
12.880	3009.58
12.890	3013.96
12.900	3018.35
12.910	3022.73
12.920	3027.12
12.930	3031.52
12.940	3035.91
12.950	3040.31
12.960	3044.71
12.970	3049.12
12.980	3053.53
12.990	3057.94
13.000	3062.35
13.010	3066.76
13.020	3071.18
13.030	3075.60
13.040	3080.03
13.050	3084.46
13.060	3088.89
13.070	3093.32
13.080	3097.75
13.090	3102.19
13.100	3106.63
13.110	3111.08
13.120	3115.52
13.130	3119.97
13.140	3124.42
13.150	3128.88
13.160	3133.34
13.170	3137.80
13.180	3142.26
13.190	3146.73
13.200	3151.19
13.210	3155.67
13.220	3160.14
13.230	3164.62
13.240	3169.10
13.250	3173.58
13.260	3178.07
13.270	3182.55
13.280	3187.05
13.290	3191.54
13.300	3196.04
13.310	3200.54
13.320	3205.04
13.330	3209.54
13.340	3214.05
13.350	3218.56
13.360	3223.08
13.370	3227.59
13.380	3232.11
13.390	3236.63
13.400	3241.16
13.410	3245.68
13.420	3250.22
13.430	3254.75
13.440	3259.28
13.450	3263.82
13.460	3268.36
13.470	3272.91
13.480	3277.46
13.490	3282.00
13.500	3286.56
13.510	3291.11
13.520	3295.67
13.530	3300.23
13.540	3304.80
13.550	3309.36
13.560	3313.93
13.570	3318.50
13.580	3323.08
13.590	3327.66
13.600	3332.24
13.610	3336.82
13.620	3341.41
13.630	3345.99
13.640	3350.59
13.650	3355.18
13.660	3359.78
13.670	3364.38
13.680	3368.98
13.690	3373.59
13.700	3378.19
13.710	3382.80
13.720	3387.42
13.730	3392.04
13.740	3396.65
13.750	3401.28
13.760	3405.90
13.770	3410.53
13.780	3415.16
13.790	3419.79
13.800	3424.43
13.810	3429.07
13.820	3433.71
13.830	3438.35
13.840	3443.00
13.850	3447.65
13.860	3452.30
13.870	3456.96
13.880	3461.62
13.890	3466.28
13.900	3470.94
13.910	3475.61
13.920	3480.28
13.930	3484.95
13.940	3489.63
13.950	3494.31
13.960	3498.99
13.970	3503.67
13.980	3508.36
13.990	3513.05
14.000	3517.74
14.010	3522.43
14.020	3527.13
14.030	3531.83
14.040	3536.53
14.050	3541.24
14.060	3545.95
14.070	3550.66
14.080	3555.37
14.090	3560.09
14.100	3564.81
14.110	3569.53
14.120	3574.26
14.130	3578.98
14.140	3583.71
14.150	3588.45
14.160	3593.18
14.170	3597.92
14.180	3602.67
14.190	3607.41
14.200	3612.16
14.210	3616.91
14.220	3621.66
14.230	3626.42
14.240	3631.18
14.250	3635.94
14.260	3640.70
14.270	3645.47
14.280	3650.24
14.290	3655.01
14.300	3659.79
14.310	3664.56
14.320	3669.35
14.330	3674.13
14.340	3678.92
14.350	3683.70
14.360	3688.50
14.370	3693.29
14.380	3698.09
14.390	3702.89
14.400	3707.69
14.410	3712.50
14.420	3717.31
14.430	3722.12
14.440	3726.93
14.450	3731.75
14.460	3736.57
14.470	3741.39
14.480	3746.22
14.490	3751.05
14.500	3755.88
14.510	3760.71
14.520	3765.55
14.530	3770.39
14.540	3775.23
14.550	3780.07
14.560	3784.92
14.570	3789.77
14.580	3794.63
14.590	3799.48
14.600	3804.34
14.610	3809.20
14.620	3814.07
14.630	3818.93
14.640	3823.80
14.650	3828.68
14.660	3833.55
14.670	3838.43
14.680	3843.31
14.690	3848.20
14.700	3853.08
14.710	3857.97
14.720	3862.86
14.730	3867.76
14.740	3872.66
14.750	3877.56
14.760	3882.46
14.770	3887.37
14.780	3892.28
14.790	3897.19
14.800	3902.10
14.810	3907.02
14.820	3911.94
14.830	3916.86
14.840	3921.79
14.850	3926.72
14.860	3931.65
14.870	3936.58
14.880	3941.52
14.890	3946.46
14.900	3951.40
14.910	3956.35
14.920	3961.29
14.930	3966.25
14.940	3971.20
14.950	3976.16
14.960	3981.11
14.970	3986.08
14.980	3991.04
14.990	3996.01
15.000	4000.98
15.010	4005.95
15.020	4010.93
15.030	4015.91
15.040	4020.89
15.050	4025.87
15.060	4030.86
15.070	4035.85
15.080	4040.84
15.090	4045.84
15.100	4050.84
15.110	4055.84
15.120	4060.84
15.130	4065.85
15.140	4070.86
15.150	4075.87
15.160	4080.88
15.170	4085.90
15.180	4090.92
15.190	4095.95
15.200	4100.97
15.210	4106.00
15.220	4111.03
15.230	4116.07
15.240	4121.10
15.250	4126.14
15.260	4131.19
15.270	4136.23
15.280	4141.28
15.290	4146.33
15.300	4151.39
15.310	4156.44
15.320	4161.50
15.330	4166.57
15.340	4171.63
15.350	4176.70
15.360	4181.77
15.370	4186.84
15.380	4191.92
15.390	4197.00
15.400	4202.08
15.410	4207.17
15.420	4212.25
15.430	4217.34
15.440	4222.44
15.450	4227.53
15.460	4232.63
15.470	4237.73
15.480	4242.84
15.490	4247.95
15.500	4253.06
15.510	4258.17
15.520	4263.28
15.530	4268.40
15.540	4273.52
15.550	4278.65
15.560	4283.78
15.570	4288.90
15.580	4294.04
15.590	4299.17
15.600	4304.31
15.610	4309.45
15.620	4314.59
15.630	4319.74
15.640	4324.89
15.650	4330.04
15.660	4335.20
15.670	4340.36
15.680	4345.52
15.690	4350.68
15.700	4355.84
15.710	4361.01
15.720	4366.19
15.730	4371.36
15.740	4376.54
15.750	4381.72
15.760	4386.90
15.770	4392.09
15.780	4397.27
15.790	4402.47
15.800	4407.66
15.810	4412.86
15.820	4418.06
15.830	4423.26
15.840	4428.46
15.850	4433.67
15.860	4438.88
15.870	4444.10
15.880	4449.31
15.890	4454.53
15.900	4459.76
15.910	4464.98
15.920	4470.21
15.930	4475.44
15.940	4480.67
15.950	4485.91
15.960	4491.15
15.970	4496.39
15.980	4501.63
15.990	4506.88
16.000	4512.13
16.010	4517.39
16.020	4522.64
16.030	4527.90
16.040	4533.16
16.050	4538.43
16.060	4543.69
16.070	4548.96
16.080	4554.24
16.090	4559.51
16.100	4564.79
16.110	4570.07
16.120	4575.36
16.130	4580.64
16.140	4585.93
16.150	4591.23
16.160	4596.52
16.170	4601.82
16.180	4607.12
16.190	4612.43
16.200	4617.73
16.210	4623.04
16.220	4628.35
16.230	4633.67
16.240	4638.99
16.250	4644.31
16.260	4649.63
16.270	4654.96
16.280	4660.29
16.290	4665.62
16.300	4670.95
16.310	4676.29
16.320	4681.63
