N	t(c)	m(kg)	P(H)	V(m/s)	M	Cxa	alpha(grad)	theta_c(grad)	Cya_alpha	omega_z(1/s)	theta(grad)	y(m)	x(m)	g(m/s2)
247	24.600	763.00	56000.0	839.746	2.8219	0.5361	0.88	84.12	0.2500	0.0000	85.00	10447.23	1107.24	9.7745
248	24.700	761.00	56000.0	843.883	2.8393	0.5350	0.88	84.12	0.2500	0.0000	85.00	10530.97	1115.86	9.7742
249	24.800	759.00	56000.0	848.040	2.8568	0.5339	0.88	84.12	0.2500	0.0000	85.00	10615.12	1124.53	9.7740
250	24.900	757.00	56000.0	852.217	2.8745	0.5328	0.87	84.13	0.2500	0.0000	85.00	10699.69	1133.23	9.7737
251	25.000	755.00	56000.0	856.414	2.8923	0.5317	0.87	84.13	0.2500	0.0000	85.00	10784.67	1141.97	9.7735
252	25.100	753.00	56000.0	860.632	2.9102	0.5306	0.87	84.13	0.2500	0.0000	85.00	10870.08	1150.76	9.7732
253	25.200	751.00	56000.0	864.871	2.9283	0.5295	0.87	84.13	0.2500	0.0000	85.00	10955.90	1159.58	9.7729
254	25.300	749.00	56000.0	869.132	2.9455	0.5284	0.87	84.13	0.2500	0.0000	85.00	11042.14	1168.44	9.7727
255	25.400	747.00	56000.0	873.424	2.9601	0.5275	0.87	84.13	0.2500	0.0000	85.00	11128.81	1177.35	9.7724
256	25.500	745.00	56000.0	877.742	2.9747	0.5266	0.86	84.14	0.2500	0.0000	85.00	11215.91	1186.29	9.7721
257	25.600	743.00	56000.0	882.086	2.9894	0.5257	0.86	84.14	0.2500	0.0000	85.00	11303.45	1195.28	9.7719
258	25.700	741.00	56000.0	886.458	3.0042	0.5247	0.86	84.14	0.2500	0.0000	85.00	11391.41	1204.31	9.7716
259	25.800	739.00	56000.0	890.856	3.0191	0.5238	0.86	84.14	0.2500	0.0000	85.00	11479.81	1213.38	9.7713
260	25.900	737.00	56000.0	895.282	3.0341	0.5229	0.86	84.14	0.2500	0.0000	85.00	11568.65	1222.49	9.7711
261	26.000	735.00	56000.0	899.736	3.0492	0.5219	0.85	84.15	0.2500	0.0000	85.00	11657.93	1231.65	9.7708
262	26.100	733.00	56000.0	904.217	3.0644	0.5210	0.85	84.15	0.2500	0.0000	85.00	11747.66	1240.85	9.7705
263	26.200	731.00	56000.0	908.726	3.0797	0.5200	0.85	84.15	0.2500	0.0000	85.00	11837.84	1250.09	9.7702
264	26.300	729.00	56000.0	913.264	3.0951	0.5191	0.85	84.15	0.2500	0.0000	85.00	11928.46	1259.37	9.7699
265	26.400	727.00	56000.0	917.830	3.1106	0.5181	0.85	84.15	0.2500	0.0000	85.00	12019.54	1268.70	9.7697
266	26.500	725.00	56000.0	922.424	3.1261	0.5171	0.84	84.16	0.2500	0.0000	85.00	12111.07	1278.07	9.7694
267	26.600	723.00	56000.0	927.048	3.1418	0.5161	0.84	84.16	0.2500	0.0000	85.00	12203.07	1287.48	9.7691
268	26.700	721.00	56000.0	931.701	3.1576	0.5152	0.84	84.16	0.2500	0.0000	85.00	12295.52	1296.94	9.7688
269	26.800	719.00	56000.0	936.383	3.1734	0.5142	0.84	84.16	0.2500	0.0000	85.00	12388.44	1306.45	9.7685
270	26.900	717.00	56000.0	941.095	3.1894	0.5132	0.84	84.16	0.2500	0.0000	85.00	12481.83	1315.99	9.7683
271	27.000	715.00	56000.0	945.837	3.2055	0.5122	0.84	84.16	0.2500	0.0000	85.00	12575.68	1325.59	9.7680
272	27.100	713.00	56000.0	950.609	3.2216	0.5111	0.83	84.17	0.2500	0.0000	85.00	12670.02	1335.23	9.7677
273	27.200	711.00	56000.0	955.411	3.2379	0.5101	0.83	84.17	0.2500	0.0000	85.00	12764.82	1344.91	9.7674
274	27.300	709.00	56000.0	960.244	3.2543	0.5091	0.83	84.17	0.2500	0.0000	85.00	12860.11	1354.64	9.7671
275	27.400	707.00	56000.0	965.107	3.2708	0.5081	0.83	84.17	0.2500	0.0000	85.00	12955.88	1364.42	9.7668
276	27.500	705.00	56000.0	970.002	3.2874	0.5070	0.83	84.17	0.2500	0.0000	85.00	13052.13	1374.24	9.7665
277	27.600	703.00	56000.0	974.928	3.3041	0.5060	0.82	84.18	0.2500	0.0000	85.00	13148.88	1384.11	9.7662
278	27.700	701.00	56000.0	979.885	3.3209	0.5049	0.82	84.18	0.2500	0.0000	85.00	13246.11	1394.03	9.7659
279	27.800	699.00	56000.0	984.875	3.3378	0.5039	0.82	84.18	0.2500	0.0000	85.00	13343.85	1404.00	9.7656
280	27.900	697.00	56000.0	989.896	3.3548	0.5028	0.82	84.18	0.2500	0.0000	85.00	13442.07	1414.01	9.7653
281	28.000	695.00	56000.0	994.950	3.3719	0.5018	0.82	84.18	0.2500	0.0000	85.00	13540.81	1424.07	9.7650
282	28.100	693.00	56000.0	1000.036	3.3892	0.5007	0.82	84.18	0.2500	0.0000	85.00	13640.04	1434.18	9.7647
283	28.200	691.00	56000.0	1005.155	3.4065	0.4999	0.81	84.19	0.2500	0.0000	85.00	13739.78	1444.34	9.7644
284	28.300	689.00	56000.0	1010.304	3.4240	0.4995	0.81	84.19	0.2500	0.0000	85.00	13840.04	1454.54	9.7641
285	28.400	687.00	56000.0	1015.484	3.4415	0.4992	0.81	84.19	0.2500	0.0000	85.00	13940.81	1464.80	9.7638
286	28.500	685.00	56000.0	1020.694	3.4592	0.4989	0.81	84.19	0.2500	0.0000	85.00	14042.09	1475.10	9.7635
287	28.600	683.00	56000.0	1025.934	3.4769	0.4985	0.81	84.19	0.2500	0.0000	85.00	14143.90	1485.46	9.7632
288	28.700	681.00	56000.0	1031.206	3.4948	0.4982	0.81	84.19	0.2500	0.0000	85.00	14246.23	1495.87	9.7628
289	28.800	679.00	56000.0	1036.509	3.5128	0.4978	0.80	84.20	0.2500	0.0000	85.00	14349.08	1506.32	9.7625
290	28.900	677.00	56000.0	1041.844	3.5308	0.4975	0.80	84.20	0.2500	0.0000	85.00	14452.47	1516.83	9.7622
291	29.000	675.00	56000.0	1047.210	3.5490	0.4971	0.80	84.20	0.2500	0.0000	85.00	14556.39	1527.39	9.7619
292	29.100	673.00	56000.0	1052.609	3.5673	0.4968	0.80	84.20	0.2500	0.0000	85.00	14660.84	1538.00	9.7616
293	29.200	671.00	56000.0	1058.039	3.5857	0.4964	0.80	84.20	0.2500	0.0000	85.00	14765.83	1548.66	9.7612
294	29.300	669.00	56000.0	1063.502	3.6042	0.4961	0.80	84.20	0.2500	0.0000	85.00	14871.37	1559.37	9.7609
295	29.400	667.00	56000.0	1068.998	3.6229	0.4957	0.79	84.21	0.2500	0.0000	85.00	14977.45	1570.13	9.7606
296	29.500	665.00	56000.0	1074.527	3.6416	0.4954	0.79	84.21	0.2500	0.0000	85.00	15084.07	1580.95	9.7603
297	29.600	663.00	56000.0	1080.090	3.6605	0.4950	0.79	84.21	0.2500	0.0000	85.00	15191.25	1591.82	9.7599
298	29.700	661.00	56000.0	1085.686	3.6794	0.4946	0.79	84.21	0.2500	0.0000	85.00	15298.99	1602.74	9.7596
299	29.800	659.00	56000.0	1091.315	3.6985	0.4943	0.79	84.21	0.2500	0.0000	85.00	15407.29	1613.72	9.7593
300	29.900	657.00	56000.0	1096.979	3.7177	0.4939	0.79	84.21	0.2500	0.0000	85.00	15516.14	1624.75	9.7590
301	30.000	655.00	56000.0	1102.677	3.7370	0.4935	0.78	84.22	0.2500	0.0000	85.00	15625.57	1635.84	9.7586
