x(m)	y(m)
0.66	6.45
0.66	6.47
0.66	6.49
0.67	6.52
0.67	6.54
0.67	6.56
0.67	6.59
0.68	6.61
0.68	6.63
0.68	6.66
0.69	6.68
0.69	6.71
0.69	6.73
0.69	6.75
0.70	6.78
0.70	6.80
0.70	6.82
0.70	6.85
0.71	6.87
0.71	6.90
0.71	6.92
0.71	6.94
0.72	6.97
0.72	6.99
0.72	7.02
0.73	7.04
0.73	7.07
0.73	7.09
0.73	7.11
0.74	7.14
0.74	7.16
0.74	7.19
0.74	7.21
0.75	7.24
0.75	7.26
0.75	7.29
0.76	7.31
0.76	7.34
0.76	7.36
0.76	7.38
0.77	7.41
0.77	7.43
0.77	7.46
0.78	7.48
0.78	7.51
0.78	7.53
0.78	7.56
0.79	7.58
0.79	7.61
0.79	7.63
0.80	7.66
0.80	7.68
0.80	7.71
0.80	7.73
0.81	7.76
0.81	7.78
0.81	7.81
0.82	7.84
0.82	7.86
0.82	7.89
0.82	7.91
0.83	7.94
0.83	7.96
0.83	7.99
0.84	8.01
0.84	8.04
0.84	8.07
0.84	8.09
0.85	8.12
0.85	8.14
0.85	8.17
0.86	8.19
0.86	8.22
0.86	8.25
0.87	8.27
0.87	8.30
0.87	8.32
0.87	8.35
0.88	8.38
0.88	8.40
0.88	8.43
0.89	8.45
0.89	8.48
0.89	8.51
0.90	8.53
0.90	8.56
0.90	8.59
0.90	8.61
0.91	8.64
0.91	8.67
0.91	8.69
0.92	8.72
0.92	8.74
0.92	8.77
0.93	8.80
0.93	8.82
0.93	8.85
0.94	8.88
0.94	8.90
0.94	8.93
0.94	8.96
0.95	8.99
0.95	9.01
0.95	9.04
0.96	9.07
0.96	9.09
0.96	9.12
0.97	9.15
0.97	9.17
0.97	9.20
0.98	9.23
0.98	9.26
0.98	9.28
0.99	9.31
0.99	9.34
0.99	9.37
0.99	9.39
1.00	9.42
1.00	9.45
1.00	9.48
1.01	9.50
1.01	9.53
1.01	9.56
1.02	9.59
1.02	9.61
1.02	9.64
1.03	9.67
1.03	9.70
1.03	9.72
1.04	9.75
1.04	9.78
1.04	9.81
1.05	9.84
1.05	9.86
1.05	9.89
1.06	9.92
1.06	9.95
1.06	9.98
1.07	10.00
1.07	10.03
1.07	10.06
1.08	10.09
1.08	10.12
1.08	10.15
1.09	10.17
1.09	10.20
1.09	10.23
1.10	10.26
1.10	10.29
1.10	10.32
1.11	10.35
1.11	10.37
1.11	10.40
1.12	10.43
1.12	10.46
1.12	10.49
1.13	10.52
1.13	10.55
1.13	10.57
1.14	10.60
1.14	10.63
1.14	10.66
1.15	10.69
1.15	10.72
1.15	10.75
1.16	10.78
1.16	10.81
1.16	10.84
1.17	10.87
1.17	10.89
1.17	10.92
1.18	10.95
1.18	10.98
1.19	11.01
1.19	11.04
1.19	11.07
1.20	11.10
1.20	11.13
1.20	11.16
1.21	11.19
1.21	11.22
1.21	11.25
1.22	11.28
1.22	11.31
1.22	11.34
1.23	11.37
1.23	11.40
1.23	11.43
1.24	11.46
1.24	11.49
1.25	11.52
1.25	11.55
1.25	11.58
1.26	11.61
1.26	11.64
1.26	11.67
1.27	11.70
1.27	11.73
1.27	11.76
1.28	11.79
1.28	11.82
1.29	11.85
1.29	11.88
1.29	11.91
1.30	11.94
1.30	11.97
1.30	12.00
1.31	12.03
1.31	12.06
1.31	12.09
1.32	12.12
1.32	12.15
1.33	12.19
1.33	12.22
1.33	12.25
1.34	12.28
1.34	12.31
1.34	12.34
1.35	12.37
1.35	12.40
1.36	12.43
1.36	12.46
1.36	12.49
1.37	12.53
1.37	12.56
1.37	12.59
1.38	12.62
1.38	12.65
1.39	12.68
1.39	12.71
1.39	12.74
1.40	12.78
1.40	12.81
1.40	12.84
1.41	12.87
1.41	12.90
1.42	12.93
1.42	12.97
1.42	13.00
1.43	13.03
1.43	13.06
1.44	13.09
1.44	13.12
1.44	13.16
1.45	13.19
1.45	13.22
1.45	13.25
1.46	13.28
1.46	13.32
1.47	13.35
1.47	13.38
1.47	13.41
1.48	13.44
1.48	13.48
1.49	13.51
1.49	13.54
1.49	13.57
1.50	13.61
1.50	13.64
1.51	13.67
1.51	13.70
1.51	13.73
1.52	13.77
1.52	13.80
1.53	13.83
1.53	13.87
1.53	13.90
1.54	13.93
1.54	13.96
1.55	14.00
1.55	14.03
1.55	14.06
1.56	14.09
1.56	14.13
1.57	14.16
1.57	14.19
1.57	14.23
1.58	14.26
1.58	14.29
1.59	14.33
1.59	14.36
1.59	14.39
1.60	14.42
1.60	14.46
1.61	14.49
1.61	14.52
1.61	14.56
1.62	14.59
1.62	14.62
1.63	14.66
1.63	14.69
1.63	14.72
1.64	14.76
1.64	14.79
1.65	14.83
1.65	14.86
1.66	14.89
1.66	14.93
1.66	14.96
1.67	14.99
1.67	15.03
1.68	15.06
1.68	15.10
1.68	15.13
1.69	15.16
1.69	15.20
1.70	15.23
1.70	15.27
1.71	15.30
1.71	15.33
1.71	15.37
1.72	15.40
1.72	15.44
1.73	15.47
1.73	15.51
1.74	15.54
1.74	15.57
1.74	15.61
1.75	15.64
1.75	15.68
1.76	15.71
1.76	15.75
1.77	15.78
1.77	15.82
1.77	15.85
1.78	15.88
1.78	15.92
1.79	15.95
1.79	15.99
1.80	16.02
1.80	16.06
1.80	16.09
1.81	16.13
1.81	16.16
1.82	16.20
1.82	16.23
1.83	16.27
1.83	16.30
1.84	16.34
1.84	16.37
1.84	16.41
1.85	16.44
1.85	16.48
1.86	16.52
1.86	16.55
1.87	16.59
1.87	16.62
1.88	16.66
1.88	16.69
1.88	16.73
1.89	16.76
1.89	16.80
1.90	16.83
1.90	16.87
1.91	16.91
1.91	16.94
1.92	16.98
1.92	17.01
1.92	17.05
1.93	17.09
1.93	17.12
1.94	17.16
1.94	17.19
1.95	17.23
1.95	17.27
1.96	17.30
1.96	17.34
1.97	17.37
1.97	17.41
1.97	17.45
1.98	17.48
1.98	17.52
1.99	17.56
1.99	17.59
2.00	17.63
2.00	17.66
2.01	17.70
2.01	17.74
2.02	17.77
2.02	17.81
2.02	17.85
2.03	17.88
2.03	17.92
2.04	17.96
2.04	17.99
2.05	18.03
2.05	18.07
2.06	18.10
2.06	18.14
2.07	18.18
2.07	18.22
2.08	18.25
2.08	18.29
2.09	18.33
2.09	18.36
2.09	18.40
2.10	18.44
2.10	18.47
2.11	18.51
2.11	18.55
2.12	18.59
2.12	18.62
2.13	18.66
2.13	18.70
2.14	18.74
2.14	18.77
2.15	18.81
2.15	18.85
2.16	18.89
2.16	18.92
2.17	18.96
2.17	19.00
2.18	19.04
2.18	19.07
2.19	19.11
2.19	19.15
2.20	19.19
2.20	19.23
2.20	19.26
2.21	19.30
2.21	19.34
2.22	19.38
2.22	19.42
2.23	19.45
2.23	19.49
2.24	19.53
2.24	19.57
2.25	19.61
2.25	19.65
2.26	19.68
2.26	19.72
2.27	19.76
2.27	19.80
2.28	19.84
2.28	19.88
2.29	19.91
2.29	19.95
2.30	19.99
2.30	20.03
2.31	20.07
2.31	20.11
2.32	20.15
2.32	20.19
2.33	20.22
2.33	20.26
2.34	20.30
2.34	20.34
2.35	20.38
2.35	20.42
2.36	20.46
2.36	20.50
2.37	20.54
2.37	20.58
2.38	20.61
2.38	20.65
2.39	20.69
2.39	20.73
2.40	20.77
2.40	20.81
2.41	20.85
2.41	20.89
2.42	20.93
2.42	20.97
2.43	21.01
2.43	21.05
2.44	21.09
2.44	21.13
2.45	21.17
2.45	21.21
2.46	21.25
2.46	21.29
2.47	21.33
2.47	21.37
2.48	21.41
2.49	21.45
2.49	21.49
2.50	21.53
2.50	21.57
2.51	21.61
2.51	21.65
2.52	21.69
2.52	21.73
2.53	21.77
2.53	21.81
2.54	21.85
2.54	21.89
2.55	21.93
2.55	21.97
2.56	22.01
2.56	22.05
2.57	22.09
2.57	22.13
2.58	22.17
2.58	22.21
2.59	22.25
2.59	22.29
2.60	22.33
2.61	22.37
2.61	22.41
2.62	22.45
2.62	22.49
2.63	22.54
2.63	22.58
2.64	22.62
2.64	22.66
2.65	22.70
2.65	22.74
2.66	22.78
2.66	22.82
2.67	22.86
2.67	22.91
2.68	22.95
2.69	22.99
2.69	23.03
2.70	23.07
2.70	23.11
2.71	23.15
2.71	23.19
2.72	23.24
2.72	23.28
2.73	23.32
2.73	23.36
2.74	23.40
2.75	23.44
2.75	23.49
2.76	23.53
2.76	23.57
2.77	23.61
2.77	23.65
2.78	23.69
2.78	23.74
2.79	23.78
2.79	23.82
2.80	23.86
2.81	23.90
2.81	23.95
2.82	23.99
2.82	24.03
2.83	24.07
2.83	24.11
2.84	24.16
2.84	24.20
2.85	24.24
2.86	24.28
2.86	24.33
2.87	24.37
2.87	24.41
2.88	24.45
2.88	24.50
2.89	24.54
2.89	24.58
2.90	24.62
2.91	24.67
2.91	24.71
2.92	24.75
2.92	24.79
2.93	24.84
2.93	24.88
2.94	24.92
2.95	24.97
2.95	25.01
2.96	25.05
2.96	25.09
2.97	25.14
2.97	25.18
2.98	25.22
2.99	25.27
2.99	25.31
3.00	25.35
3.00	25.40
3.01	25.44
3.01	25.48
3.02	25.53
3.03	25.57
3.03	25.61
3.04	25.66
3.04	25.70
3.05	25.74
3.05	25.79
3.06	25.83
3.07	25.87
3.07	25.92
3.08	25.96
3.08	26.00
3.09	26.05
3.09	26.09
3.10	26.14
3.11	26.18
3.11	26.22
3.12	26.27
3.12	26.31
3.13	26.36
3.14	26.40
3.14	26.44
3.15	26.49
3.15	26.53
3.16	26.58
3.16	26.62
3.17	26.66
3.18	26.71
3.18	26.75
3.19	26.80
3.19	26.84
3.20	26.89
3.21	26.93
3.21	26.98
3.22	27.02
3.22	27.06
3.23	27.11
3.24	27.15
3.24	27.20
3.25	27.24
3.25	27.29
3.26	27.33
3.27	27.38
3.27	27.42
3.28	27.47
3.28	27.51
3.29	27.56
3.30	27.60
3.30	27.65
3.31	27.69
3.31	27.74
3.32	27.78
3.33	27.83
3.33	27.87
3.34	27.92
3.34	27.96
3.35	28.01
3.36	28.05
3.36	28.10
3.37	28.14
3.37	28.19
3.38	28.24
3.39	28.28
3.39	28.33
3.40	28.37
3.41	28.42
3.41	28.46
3.42	28.51
3.42	28.55
3.43	28.60
3.44	28.65
3.44	28.69
3.45	28.74
3.45	28.78
3.46	28.83
3.47	28.88
3.47	28.92
3.48	28.97
3.49	29.01
3.49	29.06
3.50	29.11
3.50	29.15
3.51	29.20
3.52	29.24
3.52	29.29
3.53	29.34
3.54	29.38
3.54	29.43
3.55	29.48
3.55	29.52
3.56	29.57
3.57	29.62
3.57	29.66
3.58	29.71
3.59	29.76
3.59	29.80
3.60	29.85
3.60	29.90
3.61	29.94
3.62	29.99
3.62	30.04
3.63	30.08
3.64	30.13
3.64	30.18
3.65	30.22
3.66	30.27
3.66	30.32
3.67	30.37
3.67	30.41
3.68	30.46
3.69	30.51
3.69	30.55
3.70	30.60
3.71	30.65
3.71	30.70
3.72	30.74
3.73	30.79
3.73	30.84
3.74	30.89
3.75	30.93
3.75	30.98
3.76	31.03
3.76	31.08
3.77	31.12
3.78	31.17
3.78	31.22
3.79	31.27
3.80	31.31
3.80	31.36
3.81	31.41
3.82	31.46
3.82	31.51
3.83	31.55
3.84	31.60
3.84	31.65
3.85	31.70
3.86	31.75
3.86	31.79
3.87	31.84
3.88	31.89
3.88	31.94
3.89	31.99
3.90	32.04
3.90	32.08
3.91	32.13
3.92	32.18
3.92	32.23
3.93	32.28
3.94	32.33
3.94	32.37
3.95	32.42
3.96	32.47
3.96	32.52
3.97	32.57
3.98	32.62
3.98	32.67
3.99	32.72
4.00	32.76
4.00	32.81
4.01	32.86
4.02	32.91
4.02	32.96
4.03	33.01
4.04	33.06
4.04	33.11
4.05	33.16
4.06	33.21
4.06	33.26
4.07	33.30
4.08	33.35
4.08	33.40
4.09	33.45
4.10	33.50
4.10	33.55
4.11	33.60
4.12	33.65
4.12	33.70
4.13	33.75
4.14	33.80
4.14	33.85
4.15	33.90
4.16	33.95
4.16	34.00
4.17	34.05
4.18	34.10
4.19	34.15
4.19	34.20
4.20	34.25
4.21	34.30
4.21	34.35
4.22	34.40
4.23	34.45
4.23	34.50
4.24	34.55
4.25	34.60
4.25	34.65
4.26	34.70
4.27	34.75
4.27	34.80
4.28	34.85
4.29	34.90
4.30	34.95
4.30	35.00
4.31	35.05
4.32	35.10
4.32	35.15
4.33	35.20
4.34	35.25
4.34	35.30
4.35	35.35
4.36	35.40
4.37	35.45
4.37	35.51
4.38	35.56
4.39	35.61
4.39	35.66
4.40	35.71
4.41	35.76
4.42	35.81
4.42	35.86
4.43	35.91
4.44	35.96
4.44	36.02
4.45	36.07
4.46	36.12
4.46	36.17
4.47	36.22
4.48	36.27
4.49	36.32
4.49	36.37
4.50	36.43
4.51	36.48
4.51	36.53
4.52	36.58
4.53	36.63
4.54	36.68
4.54	36.73
4.55	36.79
4.56	36.84
4.56	36.89
4.57	36.94
4.58	36.99
4.59	37.05
4.59	37.10
4.60	37.15
4.61	37.20
4.62	37.25
4.62	37.30
4.63	37.36
4.64	37.41
4.64	37.46
4.65	37.51
4.66	37.57
4.67	37.62
4.67	37.67
4.68	37.72
4.69	37.77
4.70	37.83
4.70	37.88
4.71	37.93
4.72	37.98
4.72	38.04
4.73	38.09
4.74	38.14
4.75	38.19
4.75	38.25
4.76	38.30
4.77	38.35
4.78	38.41
4.78	38.46
4.79	38.51
4.80	38.56
4.81	38.62
4.81	38.67
4.82	38.72
4.83	38.78
4.84	38.83
4.84	38.88
4.85	38.93
4.86	38.99
4.87	39.04
4.87	39.09
4.88	39.15
4.89	39.20
4.90	39.25
4.90	39.31
4.91	39.36
4.92	39.41
4.93	39.47
4.93	39.52
4.94	39.57
4.95	39.63
4.96	39.68
4.96	39.74
4.97	39.79
4.98	39.84
4.99	39.90
4.99	39.95
5.00	40.00
5.01	40.06
5.02	40.11
5.02	40.17
5.03	40.22
5.04	40.27
5.05	40.33
5.05	40.38
5.06	40.44
5.07	40.49
5.08	40.54
5.08	40.60
5.09	40.65
5.10	40.71
5.11	40.76
5.12	40.82
5.12	40.87
5.13	40.92
5.14	40.98
5.15	41.03
5.15	41.09
5.16	41.14
5.17	41.20
5.18	41.25
5.18	41.31
5.19	41.36
5.20	41.42
5.21	41.47
5.22	41.52
5.22	41.58
5.23	41.63
5.24	41.69
5.25	41.74
5.25	41.80
5.26	41.85
5.27	41.91
5.28	41.96
5.29	42.02
5.29	42.07
5.30	42.13
5.31	42.18
5.32	42.24
5.32	42.30
5.33	42.35
5.34	42.41
5.35	42.46
5.36	42.52
5.36	42.57
5.37	42.63
5.38	42.68
5.39	42.74
5.40	42.79
5.40	42.85
5.41	42.91
5.42	42.96
5.43	43.02
5.43	43.07
5.44	43.13
5.45	43.18
5.46	43.24
5.47	43.30
5.47	43.35
5.48	43.41
5.49	43.46
5.50	43.52
5.51	43.58
5.51	43.63
5.52	43.69
5.53	43.74
5.54	43.80
5.55	43.86
5.55	43.91
5.56	43.97
5.57	44.03
5.58	44.08
5.59	44.14
5.59	44.20
5.60	44.25
5.61	44.31
5.62	44.37
5.63	44.42
5.64	44.48
5.64	44.54
5.65	44.59
5.66	44.65
5.67	44.71
5.68	44.76
5.68	44.82
5.69	44.88
5.70	44.93
5.71	44.99
5.72	45.05
5.72	45.10
5.73	45.16
5.74	45.22
5.75	45.28
5.76	45.33
5.77	45.39
5.77	45.45
5.78	45.50
5.79	45.56
5.80	45.62
5.81	45.68
5.81	45.73
5.82	45.79
5.83	45.85
5.84	45.91
5.85	45.96
5.86	46.02
5.86	46.08
5.87	46.14
5.88	46.19
5.89	46.25
5.90	46.31
5.91	46.37
5.91	46.43
5.92	46.48
5.93	46.54
5.94	46.60
5.95	46.66
5.96	46.72
5.96	46.77
5.97	46.83
5.98	46.89
5.99	46.95
6.00	47.01
6.01	47.06
6.01	47.12
6.02	47.18
6.03	47.24
6.04	47.30
6.05	47.36
6.06	47.41
6.06	47.47
6.07	47.53
6.08	47.59
6.09	47.65
6.10	47.71
6.11	47.77
6.12	47.82
6.12	47.88
6.13	47.94
6.14	48.00
6.15	48.06
6.16	48.12
6.17	48.18
6.17	48.24
6.18	48.30
6.19	48.35
6.20	48.41
6.21	48.47
6.22	48.53
6.23	48.59
6.23	48.65
6.24	48.71
6.25	48.77
6.26	48.83
6.27	48.89
6.28	48.95
6.29	49.01
6.29	49.07
6.30	49.13
6.31	49.18
6.32	49.24
6.33	49.30
6.34	49.36
6.35	49.42
6.35	49.48
6.36	49.54
6.37	49.60
6.38	49.66
6.39	49.72
6.40	49.78
6.41	49.84
6.42	49.90
6.42	49.96
6.43	50.02
6.44	50.08
6.45	50.14
6.46	50.20
6.47	50.26
6.48	50.32
6.49	50.38
6.49	50.44
6.50	50.50
6.51	50.56
6.52	50.62
6.53	50.68
6.54	50.74
6.55	50.80
6.56	50.87
6.56	50.93
6.57	50.99
6.58	51.05
6.59	51.11
6.60	51.17
6.61	51.23
6.62	51.29
6.63	51.35
6.63	51.41
6.64	51.47
6.65	51.53
6.66	51.59
6.67	51.65
6.68	51.72
6.69	51.78
6.70	51.84
6.71	51.90
6.71	51.96
6.72	52.02
6.73	52.08
6.74	52.14
6.75	52.20
6.76	52.27
6.77	52.33
6.78	52.39
6.79	52.45
6.80	52.51
6.80	52.57
6.81	52.63
6.82	52.70
6.83	52.76
6.84	52.82
6.85	52.88
6.86	52.94
6.87	53.00
6.88	53.07
6.89	53.13
6.89	53.19
6.90	53.25
6.91	53.31
6.92	53.38
6.93	53.44
6.94	53.50
6.95	53.56
6.96	53.62
6.97	53.69
6.98	53.75
6.99	53.81
6.99	53.87
7.00	53.93
7.01	54.00
7.02	54.06
7.03	54.12
7.04	54.18
7.05	54.25
7.06	54.31
7.07	54.37
7.08	54.43
7.09	54.50
7.10	54.56
7.10	54.62
7.11	54.68
7.12	54.75
7.13	54.81
7.14	54.87
7.15	54.94
7.16	55.00
7.17	55.06
7.18	55.12
7.19	55.19
7.20	55.25
7.21	55.31
7.22	55.38
7.22	55.44
7.23	55.50
7.24	55.57
7.25	55.63
7.26	55.69
7.27	55.76
7.28	55.82
7.29	55.88
7.30	55.95
7.31	56.01
7.32	56.07
7.33	56.14
7.34	56.20
7.35	56.26
7.36	56.33
7.36	56.39
7.37	56.45
7.38	56.52
7.39	56.58
7.40	56.65
7.41	56.71
7.42	56.77
7.43	56.84
7.44	56.90
7.45	56.96
7.46	57.03
7.47	57.09
7.48	57.16
7.49	57.22
7.50	57.29
7.51	57.35
7.52	57.41
7.52	57.48
7.53	57.54
7.54	57.61
7.55	57.67
7.56	57.73
7.57	57.80
7.58	57.86
7.59	57.93
7.60	57.99
7.61	58.06
7.62	58.12
7.63	58.19
7.64	58.25
7.65	58.32
7.66	58.38
7.67	58.45
7.68	58.51
7.69	58.58
7.70	58.64
7.71	58.70
7.72	58.77
7.73	58.83
7.74	58.90
7.75	58.96
7.75	59.03
7.76	59.09
7.77	59.16
7.78	59.23
7.79	59.29
7.80	59.36
7.81	59.42
7.82	59.49
7.83	59.55
7.84	59.62
7.85	59.68
7.86	59.75
7.87	59.81
7.88	59.88
7.89	59.94
7.90	60.01
7.91	60.08
7.92	60.14
7.93	60.21
7.94	60.27
7.95	60.34
7.96	60.40
7.97	60.47
7.98	60.54
7.99	60.60
8.00	60.67
8.01	60.73
8.02	60.80
8.03	60.87
8.04	60.93
8.05	61.00
8.06	61.06
8.07	61.13
8.08	61.20
8.09	61.26
8.10	61.33
8.11	61.40
8.12	61.46
8.13	61.53
8.14	61.60
8.15	61.66
8.16	61.73
8.17	61.80
8.18	61.86
8.19	61.93
8.20	62.00
8.21	62.06
8.22	62.13
8.23	62.20
8.24	62.26
8.25	62.33
8.26	62.40
8.27	62.46
8.28	62.53
8.29	62.60
8.30	62.66
8.31	62.73
8.32	62.80
8.33	62.87
8.34	62.93
8.35	63.00
8.36	63.07
8.37	63.13
8.38	63.20
8.39	63.27
8.40	63.34
8.41	63.40
8.42	63.47
8.43	63.54
8.44	63.61
8.45	63.67
8.46	63.74
8.47	63.81
8.48	63.88
8.49	63.94
8.50	64.01
8.51	64.08
8.52	64.15
8.53	64.22
8.54	64.28
8.55	64.35
8.56	64.42
8.57	64.49
8.58	64.55
8.59	64.62
8.60	64.69
8.61	64.76
8.62	64.83
8.63	64.90
8.64	64.96
8.65	65.03
8.66	65.10
8.67	65.17
8.68	65.24
8.69	65.31
8.70	65.37
8.71	65.44
8.72	65.51
8.73	65.58
8.74	65.65
8.75	65.72
8.76	65.79
8.77	65.85
8.79	65.92
8.80	65.99
8.81	66.06
8.82	66.13
8.83	66.20
8.84	66.27
8.85	66.34
8.86	66.40
8.87	66.47
8.88	66.54
8.89	66.61
8.90	66.68
8.91	66.75
8.92	66.82
8.93	66.89
8.94	66.96
8.95	67.03
8.96	67.10
8.97	67.17
8.98	67.24
8.99	67.30
9.00	67.37
9.01	67.44
9.03	67.51
9.04	67.58
9.05	67.65
9.06	67.72
9.07	67.79
9.08	67.86
9.09	67.93
9.10	68.00
9.11	68.07
9.12	68.14
9.13	68.21
9.14	68.28
9.15	68.35
9.16	68.42
9.17	68.49
9.18	68.56
9.19	68.63
9.20	68.70
9.22	68.77
9.23	68.84
9.24	68.91
9.25	68.98
9.26	69.05
9.27	69.12
9.28	69.19
9.29	69.26
9.30	69.33
9.31	69.40
9.32	69.47
9.33	69.54
9.34	69.62
9.35	69.69
9.37	69.76
9.38	69.83
9.39	69.90
9.40	69.97
9.41	70.04
9.42	70.11
9.43	70.18
9.44	70.25
9.45	70.32
9.46	70.39
9.47	70.47
9.48	70.54
