t(c)	V(m/s)
0.000	10.000
0.100	13.485
0.200	16.977
0.300	20.477
0.400	23.983
0.500	27.495
0.600	31.015
0.700	34.541
0.800	38.073
0.900	41.612
1.000	45.158
1.100	48.709
1.200	52.267
1.300	55.831
1.400	59.400
1.500	62.976
1.600	66.558
1.700	70.146
1.800	73.739
1.900	77.339
2.000	80.944
2.100	84.554
2.200	88.170
2.300	91.791
2.400	95.418
2.500	99.050
2.600	102.687
2.700	106.330
2.800	109.977
2.900	113.630
3.000	117.287
3.100	120.950
3.200	124.617
3.300	128.288
3.400	131.965
3.500	135.646
3.600	139.331
3.700	143.021
3.800	146.715
3.900	150.414
4.000	154.117
4.100	157.824
4.200	161.534
4.300	165.249
4.400	168.968
4.500	172.691
4.600	176.417
4.700	180.147
4.800	183.881
4.900	187.618
5.000	191.358
5.100	195.095
5.200	198.831
5.300	202.564
5.400	206.295
5.500	210.023
5.600	213.746
5.700	217.466
5.800	221.181
5.900	224.891
6.000	228.595
6.100	232.293
6.200	235.984
6.300	239.668
6.400	243.345
6.500	247.013
6.600	250.673
6.700	254.323
6.800	257.964
6.900	261.594
7.000	265.214
7.100	268.822
7.200	272.419
7.300	275.999
7.400	279.561
7.500	283.106
7.600	286.631
7.700	290.136
7.800	293.621
7.900	297.085
8.000	300.527
8.100	303.946
8.200	307.344
8.300	310.719
8.400	314.071
8.500	317.400
8.600	320.704
8.700	323.984
8.800	327.239
8.900	330.469
9.000	333.672
9.100	336.850
9.200	340.011
9.300	343.159
9.400	346.294
9.500	349.414
9.600	352.522
9.700	355.615
9.800	358.696
9.900	361.764
10.000	364.819
10.100	367.861
10.200	370.895
10.300	373.927
10.400	376.954
10.500	379.979
10.600	383.001
10.700	386.021
10.800	389.038
10.900	392.053
11.000	395.065
11.100	398.076
11.200	401.085
11.300	404.091
11.400	407.094
11.500	410.094
11.600	413.091
11.700	416.085
11.800	419.078
11.900	422.068
12.000	425.056
12.100	428.042
12.200	431.027
12.300	434.007
12.400	436.982
12.500	439.952
12.600	442.917
12.700	445.877
12.800	448.833
12.900	451.784
13.000	454.730
13.100	457.673
13.200	460.611
13.300	463.546
13.400	466.481
13.500	469.415
13.600	472.348
13.700	475.281
13.800	478.213
13.900	481.146
14.000	484.079
14.100	487.012
14.200	489.945
14.300	492.880
14.400	495.815
14.500	498.751
14.600	501.689
14.700	504.628
14.800	507.569
14.900	510.513
15.000	513.458
15.100	516.405
15.200	519.356
15.300	522.309
15.400	525.265
15.500	528.224
15.600	531.187
15.700	534.153
15.800	537.123
15.900	540.098
16.000	543.077
16.100	546.060
16.200	549.048
16.300	552.041
16.400	555.040
16.500	558.044
16.600	561.053
16.700	564.069
16.800	567.091
16.900	570.119
17.000	573.154
17.100	576.195
17.200	579.244
17.300	582.301
17.400	585.365
17.500	588.437
17.600	591.517
17.700	594.605
17.800	597.702
17.900	600.808
18.000	603.923
18.100	607.048
18.200	610.182
18.300	613.326
18.400	616.481
18.500	619.645
18.600	622.821
18.700	626.008
18.800	629.206
18.900	632.415
19.000	635.635
19.100	638.865
19.200	642.104
19.300	645.353
19.400	648.612
19.500	651.882
19.600	655.162
19.700	658.454
19.800	661.756
19.900	665.070
20.000	668.396
20.100	671.734
20.200	675.084
20.300	678.447
20.400	681.822
20.500	685.210
20.600	688.612
20.700	692.028
20.800	695.457
20.900	698.901
21.000	702.359
21.100	705.832
21.200	709.319
21.300	712.823
21.400	716.341
21.500	719.876
21.600	723.427
21.700	726.995
21.800	730.579
21.900	734.180
22.000	737.799
22.100	741.435
22.200	745.090
22.300	748.763
22.400	752.454
22.500	756.165
22.600	759.895
22.700	763.644
22.800	767.413
22.900	771.203
23.000	775.013
23.100	778.844
23.200	782.696
23.300	786.570
23.400	790.465
23.500	794.376
23.600	798.302
23.700	802.245
23.800	806.204
23.900	810.179
24.000	814.172
24.100	818.182
24.200	822.209
24.300	826.255
24.400	830.318
24.500	834.400
24.600	838.501
24.700	842.621
24.800	846.760
24.900	850.919
25.000	855.098
25.100	859.297
25.200	863.517
25.300	867.757
25.400	872.019
25.500	876.313
25.600	880.633
25.700	884.979
25.800	889.353
25.900	893.754
26.000	898.182
26.100	902.638
26.200	907.122
26.300	911.634
26.400	916.174
26.500	920.743
26.600	925.340
26.700	929.967
26.800	934.623
26.900	939.308
27.000	944.023
27.100	948.768
27.200	953.543
27.300	958.349
27.400	963.185
27.500	968.053
27.600	972.951
27.700	977.881
27.800	982.842
27.900	987.835
28.000	992.861
28.100	997.918
28.200	1003.009
28.300	1008.132
28.400	1013.285
28.500	1018.469
28.600	1023.683
28.700	1028.928
28.800	1034.204
28.900	1039.511
29.000	1044.850
29.100	1050.221
29.200	1055.624
29.300	1061.059
29.400	1066.527
29.500	1072.028
29.600	1077.562
29.700	1083.129
29.800	1088.730
29.900	1094.365
30.000	1100.034
