x(m)	theta_c(grad)
21.49	80.473
21.66	80.464
21.83	80.455
22.00	80.446
22.18	80.438
22.35	80.429
22.53	80.420
22.70	80.411
22.88	80.402
23.06	80.393
23.24	80.384
23.41	80.376
23.59	80.367
23.78	80.358
23.96	80.350
24.14	80.341
24.32	80.332
24.50	80.324
24.69	80.315
24.87	80.306
25.06	80.298
25.25	80.289
25.43	80.281
25.62	80.272
25.81	80.264
26.00	80.255
26.19	80.247
26.38	80.238
26.58	80.230
26.77	80.222
26.96	80.213
27.16	80.205
27.35	80.196
27.55	80.188
27.75	80.180
27.94	80.172
28.14	80.163
28.34	80.155
28.54	80.147
28.74	80.139
28.94	80.131
29.15	80.122
29.35	80.114
29.55	80.106
29.76	80.098
29.96	80.090
30.17	80.082
30.38	80.074
30.59	80.066
30.80	80.058
31.00	80.050
31.22	80.042
31.43	80.034
31.64	80.026
31.85	80.018
32.07	80.010
32.28	80.002
32.50	79.994
32.71	79.986
32.93	79.979
33.15	79.971
33.36	79.963
33.58	79.955
33.80	79.947
34.02	79.940
34.25	79.932
34.47	79.924
34.69	79.917
34.92	79.909
35.14	79.901
35.37	79.893
35.59	79.886
35.82	79.878
36.05	79.871
36.28	79.863
36.51	79.855
36.74	79.848
36.97	79.840
37.20	79.833
37.44	79.825
37.67	79.818
37.91	79.810
38.14	79.803
38.38	79.795
38.62	79.788
38.85	79.781
39.09	79.773
39.33	79.766
39.57	79.758
39.82	79.751
40.06	79.744
40.30	79.736
40.54	79.729
40.79	79.722
41.03	79.714
41.28	79.707
41.53	79.700
41.78	79.693
42.03	79.685
42.28	79.678
42.53	79.671
42.78	79.664
43.03	79.657
43.28	79.650
43.54	79.642
43.79	79.635
44.05	79.628
44.30	79.621
44.56	79.614
44.82	79.607
45.08	79.600
45.34	79.593
45.60	79.586
45.86	79.579
46.12	79.572
46.39	79.565
46.65	79.558
46.92	79.551
47.18	79.544
47.45	79.537
47.72	79.530
47.98	79.523
48.25	79.516
48.52	79.509
48.79	79.502
49.07	79.495
49.34	79.489
49.61	79.482
49.89	79.475
50.16	79.468
50.44	79.461
50.71	79.454
50.99	79.448
51.27	79.441
51.55	79.434
51.83	79.427
52.11	79.421
52.39	79.414
52.68	79.407
52.96	79.401
53.24	79.394
53.53	79.387
53.82	79.381
54.10	79.374
54.39	79.367
54.68	79.361
54.97	79.354
55.26	79.347
55.55	79.341
55.85	79.334
56.14	79.328
56.43	79.321
56.73	79.315
57.02	79.308
57.32	79.302
57.62	79.295
57.92	79.289
58.22	79.282
58.52	79.276
58.82	79.269
59.12	79.263
59.42	79.256
59.73	79.250
60.03	79.243
60.34	79.237
60.64	79.231
60.95	79.224
61.26	79.218
61.57	79.211
61.88	79.205
62.19	79.199
62.50	79.192
62.81	79.186
63.12	79.180
63.44	79.173
63.75	79.167
64.07	79.161
64.39	79.155
64.70	79.148
65.02	79.142
65.34	79.136
65.66	79.130
65.98	79.123
66.31	79.117
66.63	79.111
66.95	79.105
67.28	79.099
67.60	79.092
67.93	79.086
68.26	79.080
68.59	79.074
68.92	79.068
69.25	79.062
69.58	79.056
69.91	79.049
70.24	79.043
70.58	79.037
70.91	79.031
71.25	79.025
71.58	79.019
71.92	79.013
72.26	79.007
72.60	79.001
72.94	78.995
73.28	78.989
73.62	78.983
73.96	78.977
74.31	78.971
74.65	78.965
75.00	78.959
75.34	78.953
75.69	78.947
76.04	78.941
76.39	78.935
76.74	78.929
77.09	78.924
77.44	78.918
77.79	78.912
78.15	78.906
78.50	78.900
78.86	78.894
79.21	78.888
79.57	78.882
79.93	78.877
80.29	78.871
80.65	78.865
81.01	78.859
81.37	78.853
81.73	78.848
82.10	78.842
82.46	78.836
82.83	78.830
83.19	78.824
83.56	78.819
83.93	78.813
84.30	78.807
84.67	78.802
85.04	78.796
85.41	78.790
85.78	78.784
86.16	78.779
86.53	78.773
86.91	78.767
87.28	78.762
87.66	78.756
88.04	78.750
88.42	78.745
88.80	78.739
89.18	78.733
89.56	78.728
89.94	78.722
90.33	78.717
90.71	78.711
91.10	78.705
91.48	78.700
91.87	78.694
92.26	78.689
92.65	78.683
93.04	78.678
93.43	78.672
93.82	78.667
94.22	78.661
94.61	78.656
95.00	78.650
95.40	78.645
95.80	78.639
96.19	78.634
96.59	78.628
96.99	78.623
97.39	78.617
97.79	78.612
98.20	78.606
98.60	78.601
99.00	78.595
99.41	78.590
99.81	78.585
100.22	78.579
100.63	78.574
101.04	78.568
101.45	78.563
101.86	78.558
102.27	78.552
102.68	78.547
103.10	78.541
103.51	78.536
103.93	78.531
104.34	78.525
104.76	78.520
105.18	78.515
105.60	78.509
106.02	78.504
106.44	78.499
106.86	78.494
107.28	78.488
107.71	78.483
108.13	78.478
108.56	78.472
108.98	78.467
109.41	78.462
109.84	78.457
110.27	78.451
110.70	78.446
111.13	78.441
111.56	78.436
111.99	78.431
112.43	78.425
112.86	78.420
113.30	78.415
113.74	78.410
114.17	78.405
114.61	78.399
115.05	78.394
115.49	78.389
115.94	78.384
116.38	78.379
116.82	78.374
117.27	78.368
117.71	78.363
118.16	78.358
118.60	78.353
119.05	78.348
119.50	78.343
119.95	78.338
120.40	78.333
120.86	78.328
121.31	78.323
121.76	78.317
122.22	78.312
122.67	78.307
123.13	78.302
123.59	78.297
124.05	78.292
124.51	78.287
124.97	78.282
125.43	78.277
125.89	78.272
126.35	78.267
126.82	78.262
127.28	78.257
127.75	78.252
128.22	78.247
128.68	78.242
129.15	78.237
129.62	78.232
130.09	78.227
130.57	78.222
131.04	78.217
131.51	78.212
131.99	78.207
132.46	78.202
132.94	78.198
133.42	78.193
133.90	78.188
134.38	78.183
134.86	78.178
135.34	78.173
135.82	78.168
136.30	78.163
136.79	78.158
137.27	78.153
137.76	78.149
138.25	78.144
138.74	78.139
139.22	78.134
139.71	78.129
140.21	78.124
140.70	78.119
141.19	78.115
141.68	78.110
142.18	78.105
142.68	78.100
143.17	78.095
143.67	78.091
144.17	78.086
144.67	78.081
145.17	78.076
145.67	78.071
146.17	78.067
146.68	78.062
147.18	78.057
147.69	78.052
148.19	78.048
148.70	78.043
149.21	78.038
149.72	78.033
150.23	78.029
150.74	78.024
151.25	78.019
151.76	78.014
152.28	78.010
152.79	78.005
153.31	78.000
153.83	77.996
154.34	77.991
154.86	77.986
155.38	77.982
155.90	77.977
156.43	77.972
156.95	77.967
157.47	77.963
158.00	77.958
158.52	77.954
159.05	77.949
159.58	77.944
160.11	77.940
160.63	77.935
161.17	77.930
161.70	77.926
162.23	77.921
162.76	77.916
163.30	77.912
163.83	77.907
164.37	77.903
164.91	77.898
165.44	77.893
165.98	77.889
166.52	77.884
167.06	77.880
167.61	77.875
168.15	77.871
168.69	77.866
169.24	77.861
169.78	77.857
170.33	77.852
170.88	77.848
171.43	77.843
171.98	77.839
172.53	77.834
173.08	77.830
173.63	77.825
174.19	77.821
174.74	77.816
175.30	77.812
175.85	77.807
176.41	77.803
176.97	77.798
177.53	77.794
178.09	77.789
178.65	77.785
179.21	77.780
179.78	77.776
180.34	77.771
180.91	77.767
181.47	77.762
182.04	77.758
182.61	77.754
183.18	77.749
183.75	77.745
184.32	77.740
184.89	77.736
185.46	77.731
186.04	77.727
186.61	77.723
187.19	77.718
187.77	77.714
188.34	77.709
188.92	77.705
189.50	77.701
190.08	77.696
190.66	77.692
191.25	77.687
191.83	77.683
192.42	77.679
193.00	77.674
193.59	77.670
194.18	77.666
194.76	77.661
195.35	77.657
195.94	77.652
196.54	77.648
197.13	77.644
197.72	77.639
198.32	77.635
198.91	77.631
199.51	77.626
200.11	77.622
200.70	77.618
201.30	77.614
201.90	77.609
202.50	77.605
203.11	77.601
203.71	77.596
204.31	77.592
204.92	77.588
205.52	77.583
206.13	77.579
206.74	77.575
207.35	77.571
207.96	77.566
208.57	77.562
209.18	77.558
209.79	77.554
210.41	77.549
211.02	77.545
211.64	77.541
212.25	77.537
212.87	77.532
213.49	77.528
214.11	77.524
214.73	77.520
215.35	77.515
215.98	77.511
216.60	77.507
217.22	77.503
217.85	77.499
218.47	77.494
219.10	77.490
219.73	77.486
220.36	77.482
220.99	77.478
221.62	77.473
222.25	77.469
222.89	77.465
223.52	77.461
224.16	77.457
224.79	77.453
225.43	77.448
226.07	77.444
226.71	77.440
227.35	77.436
227.99	77.432
228.63	77.428
229.27	77.423
229.91	77.419
230.56	77.415
231.20	77.411
231.85	77.407
232.50	77.403
233.15	77.399
233.80	77.395
234.45	77.390
235.10	77.386
235.75	77.382
236.40	77.378
237.06	77.374
237.71	77.370
238.37	77.366
239.03	77.362
239.69	77.358
240.34	77.354
241.00	77.350
241.67	77.345
242.33	77.341
242.99	77.337
243.65	77.333
244.32	77.329
244.99	77.325
245.65	77.321
246.32	77.317
246.99	77.313
247.66	77.309
248.33	77.305
249.00	77.301
249.67	77.297
250.35	77.293
251.02	77.289
251.70	77.285
252.37	77.281
253.05	77.277
253.73	77.273
254.41	77.269
255.09	77.265
255.77	77.261
256.45	77.257
257.13	77.253
257.82	77.249
258.50	77.245
259.19	77.241
259.88	77.237
260.56	77.233
261.25	77.229
261.94	77.225
262.63	77.221
263.33	77.217
264.02	77.213
264.71	77.209
265.41	77.205
266.10	77.201
266.80	77.197
267.50	77.193
268.19	77.189
268.89	77.185
269.59	77.181
270.29	77.177
271.00	77.173
271.70	77.169
272.40	77.165
273.11	77.161
273.81	77.157
274.52	77.154
275.23	77.150
275.94	77.146
276.65	77.142
277.36	77.138
278.07	77.134
278.78	77.130
279.50	77.126
280.21	77.122
280.93	77.118
281.64	77.114
282.36	77.111
283.08	77.107
283.80	77.103
284.52	77.099
285.24	77.095
285.96	77.091
286.68	77.087
287.41	77.083
288.13	77.079
288.86	77.076
289.59	77.072
290.31	77.068
291.04	77.064
291.77	77.060
292.50	77.056
293.23	77.052
293.97	77.049
294.70	77.045
295.43	77.041
296.17	77.037
296.91	77.033
297.64	77.029
298.38	77.026
299.12	77.022
299.86	77.018
300.60	77.014
301.34	77.010
302.09	77.006
302.83	77.003
303.57	76.999
304.32	76.995
305.07	76.991
305.81	76.987
306.56	76.984
307.31	76.980
308.06	76.976
308.81	76.972
309.56	76.968
310.32	76.965
311.07	76.961
311.83	76.957
312.58	76.953
313.34	76.949
314.10	76.946
314.86	76.942
315.62	76.938
316.38	76.934
317.14	76.931
317.90	76.927
318.66	76.923
319.43	76.919
320.19	76.915
320.96	76.912
321.73	76.908
322.50	76.904
323.26	76.900
324.03	76.897
324.80	76.893
325.58	76.889
326.35	76.885
327.12	76.882
327.90	76.878
328.67	76.874
329.45	76.871
330.23	76.867
331.01	76.863
331.78	76.859
332.57	76.856
333.35	76.852
334.13	76.848
334.91	76.845
335.70	76.841
336.48	76.837
337.27	76.833
338.05	76.830
338.84	76.826
339.63	76.822
340.42	76.819
341.21	76.815
342.00	76.811
342.79	76.807
343.59	76.804
344.38	76.800
345.18	76.796
345.97	76.793
346.77	76.789
347.57	76.785
348.37	76.782
349.17	76.778
349.97	76.774
350.77	76.771
351.57	76.767
352.37	76.763
353.18	76.760
353.98	76.756
354.79	76.752
355.60	76.749
356.41	76.745
357.21	76.741
358.02	76.738
358.84	76.734
359.65	76.731
360.46	76.727
361.27	76.723
362.09	76.720
362.90	76.716
363.72	76.712
364.54	76.709
365.36	76.705
366.18	76.701
367.00	76.698
367.82	76.694
368.64	76.691
369.46	76.687
370.29	76.683
371.11	76.680
371.94	76.676
372.77	76.673
373.59	76.669
374.42	76.665
375.25	76.662
376.08	76.658
376.91	76.655
377.75	76.651
378.58	76.647
379.41	76.644
380.25	76.640
381.08	76.637
381.92	76.633
382.76	76.629
383.60	76.626
384.44	76.622
385.28	76.619
386.12	76.615
386.96	76.612
387.81	76.608
388.65	76.604
389.50	76.601
390.34	76.597
391.19	76.594
392.04	76.590
392.89	76.587
393.74	76.583
394.59	76.579
395.44	76.576
396.29	76.572
397.15	76.569
398.00	76.565
398.86	76.562
399.72	76.558
400.57	76.555
401.43	76.551
402.29	76.548
403.15	76.544
404.01	76.541
404.87	76.537
405.74	76.533
406.60	76.530
407.47	76.526
408.33	76.523
409.20	76.519
410.07	76.516
410.94	76.512
411.81	76.509
412.68	76.505
413.55	76.502
414.42	76.498
415.29	76.495
416.17	76.491
417.04	76.488
417.92	76.484
418.80	76.481
419.67	76.477
420.55	76.474
421.43	76.470
422.31	76.467
423.20	76.463
424.08	76.460
424.96	76.456
425.85	76.453
426.73	76.449
427.62	76.446
428.51	76.442
429.39	76.439
430.28	76.435
431.17	76.432
432.07	76.429
432.96	76.425
433.85	76.422
434.74	76.418
435.64	76.415
436.54	76.411
437.43	76.408
438.33	76.404
439.23	76.401
440.13	76.397
441.03	76.394
441.93	76.391
442.83	76.387
443.74	76.384
444.64	76.380
445.55	76.377
446.45	76.373
447.36	76.370
448.27	76.366
449.18	76.363
450.09	76.360
451.00	76.356
451.91	76.353
452.82	76.349
453.73	76.346
454.65	76.342
455.56	76.339
456.48	76.336
457.40	76.332
458.32	76.329
459.24	76.325
460.16	76.322
461.08	76.319
462.00	76.315
462.92	76.312
463.85	76.308
464.77	76.305
465.70	76.302
466.62	76.298
467.55	76.295
468.48	76.291
469.41	76.288
470.34	76.285
471.27	76.281
472.21	76.278
473.14	76.274
474.07	76.271
475.01	76.268
475.95	76.264
476.88	76.261
477.82	76.257
478.76	76.254
479.70	76.251
480.64	76.247
481.58	76.244
482.53	76.241
483.47	76.237
484.41	76.234
485.36	76.231
486.31	76.227
487.25	76.224
488.20	76.220
489.15	76.217
490.10	76.214
491.05	76.210
492.01	76.207
492.96	76.204
493.92	76.200
494.87	76.197
495.83	76.194
496.78	76.190
497.74	76.187
498.70	76.184
499.66	76.180
500.62	76.177
501.58	76.174
502.55	76.170
503.51	76.167
504.47	76.164
505.44	76.160
506.41	76.157
507.37	76.154
508.34	76.150
509.31	76.147
510.28	76.144
511.25	76.140
512.23	76.137
513.20	76.134
514.17	76.130
515.15	76.127
516.13	76.124
517.10	76.121
518.08	76.117
519.06	76.114
520.04	76.111
521.02	76.107
522.00	76.104
522.99	76.101
523.97	76.097
524.95	76.094
525.94	76.091
526.93	76.088
527.91	76.084
528.90	76.081
529.89	76.078
530.88	76.074
531.87	76.071
532.87	76.068
533.86	76.065
534.85	76.061
535.85	76.058
536.84	76.055
537.84	76.052
538.84	76.048
539.84	76.045
540.84	76.042
541.84	76.038
542.84	76.035
543.84	76.032
544.85	76.029
545.85	76.025
546.86	76.022
547.87	76.019
548.87	76.016
549.88	76.012
550.89	76.009
551.90	76.006
552.91	76.003
553.93	75.999
554.94	75.996
555.95	75.993
556.97	75.990
557.98	75.986
559.00	75.983
560.02	75.980
561.04	75.977
562.06	75.973
563.08	75.970
564.10	75.967
565.13	75.964
566.15	75.961
567.17	75.957
568.20	75.954
569.23	75.951
570.25	75.948
571.28	75.944
572.31	75.941
573.34	75.938
574.38	75.935
575.41	75.932
576.44	75.928
577.48	75.925
578.51	75.922
579.55	75.919
580.58	75.916
581.62	75.912
582.66	75.909
583.70	75.906
584.74	75.903
585.79	75.900
586.83	75.896
587.87	75.893
588.92	75.890
589.96	75.887
591.01	75.884
592.06	75.880
593.11	75.877
594.16	75.874
595.21	75.871
596.26	75.868
597.31	75.865
598.37	75.861
599.42	75.858
600.48	75.855
601.53	75.852
602.59	75.849
603.65	75.845
604.71	75.842
605.77	75.839
606.83	75.836
607.89	75.833
608.96	75.830
610.02	75.826
611.09	75.823
612.15	75.820
613.22	75.817
614.29	75.814
615.36	75.811
616.43	75.808
617.50	75.804
618.57	75.801
619.64	75.798
620.72	75.795
621.79	75.792
622.87	75.789
623.95	75.786
625.02	75.782
626.10	75.779
627.18	75.776
628.26	75.773
629.34	75.770
630.43	75.767
631.51	75.764
632.60	75.760
633.68	75.757
634.77	75.754
635.85	75.751
636.94	75.748
638.03	75.745
639.12	75.742
640.21	75.739
641.31	75.735
642.40	75.732
643.49	75.729
644.59	75.726
645.69	75.723
646.78	75.720
647.88	75.717
648.98	75.714
650.08	75.711
651.18	75.707
652.28	75.704
653.39	75.701
654.49	75.698
655.60	75.695
656.70	75.692
657.81	75.689
658.92	75.686
660.02	75.683
661.13	75.680
662.24	75.676
663.36	75.673
664.47	75.670
665.58	75.667
666.70	75.664
667.81	75.661
668.93	75.658
670.05	75.655
671.17	75.652
672.29	75.649
673.41	75.646
674.53	75.642
675.65	75.639
676.77	75.636
677.90	75.633
679.02	75.630
680.15	75.627
681.28	75.624
682.40	75.621
683.53	75.618
684.66	75.615
685.79	75.612
686.93	75.609
688.06	75.606
689.19	75.603
690.33	75.600
691.46	75.596
692.60	75.593
693.74	75.590
694.88	75.587
696.02	75.584
697.16	75.581
698.30	75.578
699.44	75.575
700.59	75.572
701.73	75.569
702.88	75.566
704.02	75.563
705.17	75.560
706.32	75.557
707.47	75.554
708.62	75.551
709.77	75.548
710.92	75.545
712.08	75.542
713.23	75.539
714.39	75.536
715.54	75.533
716.70	75.530
717.86	75.527
719.02	75.524
720.18	75.520
721.34	75.517
722.50	75.514
723.66	75.511
724.83	75.508
725.99	75.505
727.16	75.502
728.33	75.499
729.49	75.496
730.66	75.493
731.83	75.490
733.00	75.487
734.18	75.484
735.35	75.481
736.52	75.478
737.70	75.475
738.87	75.472
740.05	75.469
741.23	75.466
742.41	75.463
743.59	75.460
744.77	75.457
745.95	75.454
747.13	75.451
748.32	75.448
749.50	75.445
750.69	75.442
751.87	75.439
753.06	75.436
754.25	75.433
755.44	75.430
756.63	75.427
757.82	75.424
759.01	75.421
760.21	75.418
761.40	75.415
762.60	75.412
763.79	75.410
764.99	75.407
766.19	75.404
767.39	75.401
768.59	75.398
769.79	75.395
770.99	75.392
772.19	75.389
773.40	75.386
774.60	75.383
775.81	75.380
777.02	75.377
778.23	75.374
779.43	75.371
780.64	75.368
781.86	75.365
783.07	75.362
784.28	75.359
785.50	75.356
786.71	75.353
787.93	75.350
789.14	75.347
790.36	75.344
791.58	75.341
792.80	75.338
794.02	75.336
795.24	75.333
796.47	75.330
797.69	75.327
798.91	75.324
800.14	75.321
801.37	75.318
802.60	75.315
803.82	75.312
805.05	75.309
806.28	75.306
807.52	75.303
808.75	75.300
809.98	75.297
811.22	75.294
812.45	75.291
813.69	75.289
814.93	75.286
816.17	75.283
817.41	75.280
818.65	75.277
819.89	75.274
821.13	75.271
822.38	75.268
823.62	75.265
824.87	75.262
826.11	75.259
827.36	75.256
828.61	75.254
829.86	75.251
831.11	75.248
832.36	75.245
833.61	75.242
834.87	75.239
836.12	75.236
837.38	75.233
838.63	75.230
839.89	75.227
841.15	75.224
842.41	75.222
843.67	75.219
844.93	75.216
846.19	75.213
847.46	75.210
848.72	75.207
849.99	75.204
851.25	75.201
852.52	75.198
853.79	75.196
855.06	75.193
856.33	75.190
857.60	75.187
858.87	75.184
860.15	75.181
861.42	75.178
862.70	75.175
863.97	75.172
865.25	75.170
866.53	75.167
867.81	75.164
869.09	75.161
870.37	75.158
871.65	75.155
872.94	75.152
874.22	75.149
875.51	75.147
876.79	75.144
878.08	75.141
879.37	75.138
880.66	75.135
881.95	75.132
883.24	75.129
884.53	75.127
885.83	75.124
887.12	75.121
888.42	75.118
889.71	75.115
891.01	75.112
892.31	75.109
893.61	75.107
894.91	75.104
896.21	75.101
897.51	75.098
898.81	75.095
900.12	75.092
901.42	75.089
902.73	75.087
904.04	75.084
905.35	75.081
906.66	75.078
907.97	75.075
909.28	75.072
910.59	75.070
911.90	75.067
913.22	75.064
914.53	75.061
915.85	75.058
917.17	75.055
918.49	75.053
919.81	75.050
921.13	75.047
922.45	75.044
923.77	75.041
925.09	75.038
926.42	75.036
927.74	75.033
929.07	75.030
930.40	75.027
931.73	75.024
933.06	75.022
934.39	75.019
935.72	75.016
937.05	75.013
938.39	75.010
939.72	75.007
941.06	75.005
942.39	75.002
943.73	74.999
945.07	74.996
946.41	74.993
947.75	74.991
949.09	74.988
950.43	74.985
951.78	74.982
953.12	74.979
954.47	74.977
955.81	74.974
957.16	74.971
958.51	74.968
959.86	74.965
961.21	74.963
962.56	74.960
963.92	74.957
965.27	74.954
966.62	74.951
967.98	74.949
969.34	74.946
970.70	74.943
972.05	74.940
973.41	74.937
974.78	74.935
976.14	74.932
977.50	74.929
978.86	74.926
980.23	74.924
981.60	74.921
982.96	74.918
984.33	74.915
985.70	74.912
987.07	74.910
988.44	74.907
989.81	74.904
991.19	74.901
992.56	74.899
993.94	74.896
995.31	74.893
996.69	74.890
998.07	74.888
999.45	74.885
1000.83	74.882
1002.21	74.879
1003.59	74.876
1004.97	74.874
1006.36	74.871
1007.74	74.868
1009.13	74.865
1010.52	74.863
1011.91	74.860
1013.30	74.857
1014.69	74.854
1016.08	74.852
1017.47	74.849
1018.86	74.846
1020.26	74.843
1021.65	74.841
1023.05	74.838
1024.45	74.835
1025.85	74.832
1027.25	74.830
1028.65	74.827
1030.05	74.824
1031.45	74.821
1032.86	74.819
1034.26	74.816
1035.67	74.813
1037.07	74.810
1038.48	74.808
1039.89	74.805
1041.30	74.802
1042.71	74.800
1044.13	74.797
1045.54	74.794
1046.95	74.791
1048.37	74.789
1049.78	74.786
1051.20	74.783
1052.62	74.780
1054.04	74.778
1055.46	74.775
1056.88	74.772
1058.30	74.770
1059.73	74.767
1061.15	74.764
1062.58	74.761
1064.00	74.759
1065.43	74.756
1066.86	74.753
1068.29	74.751
1069.72	74.748
1071.15	74.745
1072.58	74.742
1074.02	74.740
1075.45	74.737
1076.89	74.734
1078.33	74.732
1079.76	74.729
1081.20	74.726
1082.64	74.723
1084.08	74.721
1085.53	74.718
1086.97	74.715
1088.41	74.713
1089.86	74.710
1091.30	74.707
1092.75	74.705
1094.20	74.702
1095.65	74.699
1097.10	74.696
1098.55	74.694
1100.00	74.691
1101.46	74.688
1102.91	74.686
1104.37	74.683
1105.82	74.680
1107.28	74.678
1108.74	74.675
1110.20	74.672
1111.66	74.670
1113.12	74.667
1114.59	74.664
1116.05	74.661
1117.51	74.659
1118.98	74.656
1120.45	74.653
1121.92	74.651
1123.39	74.648
1124.86	74.645
1126.33	74.643
1127.80	74.640
1129.27	74.637
1130.75	74.635
1132.22	74.632
1133.70	74.629
1135.18	74.627
1136.66	74.624
1138.13	74.621
1139.62	74.619
1141.10	74.616
1142.58	74.613
1144.06	74.611
1145.55	74.608
1147.03	74.605
1148.52	74.603
1150.01	74.600
1151.50	74.597
1152.99	74.595
1154.48	74.592
1155.97	74.589
1157.47	74.587
1158.96	74.584
1160.46	74.582
1161.95	74.579
1163.45	74.576
1164.95	74.574
1166.45	74.571
1167.95	74.568
1169.45	74.566
1170.95	74.563
1172.46	74.560
1173.96	74.558
1175.47	74.555
1176.98	74.552
1178.48	74.550
1179.99	74.547
1181.50	74.545
1183.01	74.542
1184.53	74.539
1186.04	74.537
1187.55	74.534
1189.07	74.531
1190.59	74.529
1192.10	74.526
1193.62	74.523
1195.14	74.521
1196.66	74.518
1198.19	74.516
1199.71	74.513
1201.23	74.510
1202.76	74.508
1204.28	74.505
1205.81	74.502
1207.34	74.500
1208.87	74.497
1210.40	74.495
1211.93	74.492
1213.46	74.489
1215.00	74.487
1216.53	74.484
1218.07	74.481
1219.60	74.479
1221.14	74.476
1222.68	74.474
1224.22	74.471
1225.76	74.468
1227.30	74.466
1228.85	74.463
1230.39	74.461
1231.94	74.458
1233.48	74.455
1235.03	74.453
1236.58	74.450
1238.13	74.448
1239.68	74.445
1241.23	74.442
1242.78	74.440
1244.34	74.437
1245.89	74.435
1247.45	74.432
1249.01	74.429
1250.56	74.427
1252.12	74.424
1253.68	74.422
1255.24	74.419
1256.81	74.416
